,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,MILWAUKEE_ACTION,NEW ORLEANS_SCORE,MILWAUKEE_SCORE
44,1,4:37.0,Defensive rebound by A. Davis,,16,19
45,1,4:28.0,A. Davis makes 2-pt jump shot from 11 ft (assist by T. Evans),,18,19
46,1,4:28.0,,Milwaukee full timeout,18,19
47,1,4:28.0,,J. Dudley enters the game for E. İlyasova,18,19
48,1,4:07.0,,Z. Pachulia misses 2-pt layup at rim,18,19
49,1,4:05.0,Defensive rebound by A. Davis,,18,19
50,1,3:56.0,Shooting foul by M. Carter-Williams (drawn by A. Davis),,18,19
51,1,3:56.0,A. Davis misses free throw 1 of 2,,18,19
52,1,3:56.0,Offensive rebound by Team,,18,19
53,1,3:56.0,A. Davis makes free throw 2 of 2,,19,19
54,1,3:44.0,,Turnover by Z. Pachulia (bad pass; steal by T. Evans),19,19
55,1,3:39.0,T. Evans misses 2-pt layup at rim,,19,19
56,1,3:37.0,Offensive rebound by A. Davis,,19,19
57,1,3:37.0,A. Davis makes 2-pt tip-in from 1 ft,,21,19
58,1,3:16.0,,G. Antetokounmpo makes 2-pt layup at rim,21,21
59,1,3:01.0,E. Gordon makes 2-pt jump shot from 17 ft (assist by A. Davis),,23,21
60,1,2:50.0,,M. Carter-Williams misses 2-pt jump shot from 9 ft,23,21
61,1,2:50.0,Defensive rebound by Team,,23,21
62,1,2:50.0,,J. Henson enters the game for Z. Pachulia,23,21
63,1,2:50.0,A. Ajinça enters the game for Ö. Aşık,,23,21
64,1,2:50.0,D. Cunningham enters the game for Q. Pondexter,,23,21
65,1,2:36.0,A. Davis makes 2-pt jump shot from 13 ft (assist by E. Gordon),,25,21
66,1,2:36.0,Shooting foul by J. Dudley (drawn by A. Davis),,25,21
67,1,2:36.0,A. Davis makes free throw 1 of 1,,26,21
68,1,2:19.0,,G. Antetokounmpo misses 2-pt jump shot from 16 ft,26,21
69,1,2:18.0,Defensive rebound by T. Evans,,26,21
70,1,2:10.0,A. Ajinça misses 2-pt layup at rim (block by G. Antetokounmpo),,26,21
71,1,2:07.0,,Defensive rebound by G. Antetokounmpo,26,21
72,1,2:01.0,,M. Carter-Williams misses 3-pt jump shot from 27 ft,26,21
73,1,1:58.0,Defensive rebound by D. Cunningham,,26,21
74,1,1:46.0,Shooting foul by J. Henson (drawn by D. Cunningham),,26,21
75,1,1:46.0,D. Cunningham misses free throw 1 of 2,,26,21
76,1,1:46.0,Offensive rebound by Team,,26,21
77,1,1:46.0,N. Cole enters the game for E. Gordon,,26,21
78,1,1:46.0,D. Cunningham makes free throw 2 of 2,,27,21
79,1,1:28.0,,Turnover by M. Carter-Williams (bad pass),27,21
80,1,1:28.0,,J. Bayless enters the game for M. Carter-Williams,27,21
81,1,1:11.0,A. Davis makes 2-pt jump shot from 17 ft,,29,21
82,1,1:00.0,,K. Middleton makes 2-pt jump shot from 16 ft (assist by J. Bayless),29,23
83,1,0:47.0,T. Evans misses 3-pt jump shot from 26 ft,,29,23
84,1,0:46.0,Offensive rebound by T. Evans,,29,23
85,1,0:42.0,D. Cunningham misses 2-pt layup from 1 ft (block by J. Henson),,29,23
86,1,0:40.0,,Defensive rebound by J. Henson,29,23
87,1,0:32.0,,K. Middleton makes 3-pt jump shot from 22 ft (assist by J. Dudley),29,26
88,1,0:12.0,Turnover by T. Evans (bad pass),,29,26
89,1,0:00.0,,J. Henson misses 2-pt jump shot from 17 ft,29,26
90,1,0:00.0,,Offensive rebound by Team,29,26
91,2,11:49.0,,J. Henson misses 2-pt layup at rim,29,26
92,2,11:47.0,Defensive rebound by L. Babbitt,,29,26
93,2,11:31.0,A. Davis misses 2-pt hook shot from 7 ft,,29,26
94,2,11:29.0,Offensive rebound by A. Ajinça,,29,26
95,2,11:27.0,A. Ajinça makes 2-pt hook shot from 5 ft,,31,26
96,2,11:07.0,,J. Henson misses 2-pt layup at rim,31,26
97,2,11:06.0,,Offensive rebound by J. Henson,31,26
98,2,11:06.0,,J. Henson makes 2-pt tip-in at rim,31,28
99,2,10:47.0,A. Davis makes 2-pt jump shot from 18 ft (assist by N. Cole),,33,28
100,2,10:32.0,,Shooting block foul by A. Ajinça (drawn by J. Henson),33,28
101,2,10:32.0,,J. Henson misses free throw 1 of 2,33,28
102,2,10:32.0,,Offensive rebound by Team,33,28
103,2,10:32.0,E. Williams enters the game for A. Davis,,33,28
104,2,10:32.0,,J. Henson misses free throw 2 of 2,33,28
105,2,10:31.0,Defensive rebound by D. Cunningham,,33,28
106,2,10:15.0,E. Williams makes 3-pt jump shot from 23 ft (assist by N. Cole),,36,28
107,2,9:56.0,,K. Middleton misses 2-pt hook shot from 5 ft,36,28
108,2,9:55.0,Defensive rebound by A. Ajinça,,36,28
109,2,9:44.0,A. Ajinça misses 2-pt jump shot from 18 ft,,36,28
110,2,9:43.0,,Defensive rebound by J. Bayless,36,28
111,2,9:27.0,,C. Johnson misses 3-pt jump shot from 23 ft,36,28
112,2,9:26.0,,Offensive rebound by C. Johnson,36,28
113,2,9:23.0,,K. Middleton misses 3-pt jump shot from 25 ft,36,28
114,2,9:22.0,Defensive rebound by A. Ajinça,,36,28
115,2,9:00.0,N. Cole makes 3-pt jump shot from 28 ft (assist by E. Williams),,39,28
116,2,8:44.0,,Offensive foul by J. Dudley (drawn by N. Cole),39,28
117,2,8:44.0,,Turnover by J. Dudley (offensive foul),39,28
118,2,8:44.0,Official timeout,,39,28
119,2,8:44.0,,T. Ennis enters the game for K. Middleton,39,28
120,2,8:28.0,A. Ajinça misses 2-pt jump shot from 9 ft,,39,28
121,2,8:27.0,Offensive rebound by D. Cunningham,,39,28
122,2,8:24.0,A. Ajinça makes 2-pt layup at rim (assist by D. Cunningham),,41,28
123,2,8:00.0,,Turnover by T. Ennis (lost ball; steal by N. Cole),41,28
124,2,7:48.0,Turnover by A. Ajinça (3 sec),,41,28
125,2,7:35.0,,Personal foul by E. Williams (drawn by J. Bayless),41,28
126,2,7:25.0,,J. Dudley makes 3-pt jump shot from 25 ft (assist by J. Bayless),41,31
127,2,7:12.0,Turnover by N. Cole (bad pass; steal by J. Dudley),,41,31
128,2,7:09.0,,Shooting block foul by D. Cunningham (drawn by J. Dudley),41,31
129,2,7:09.0,,J. Dudley makes free throw 1 of 2,41,32
130,2,7:09.0,,J. Dudley makes free throw 2 of 2,41,33
131,2,6:47.0,Turnover by N. Cole (bad pass; steal by J. Bayless),,41,33
132,2,6:44.0,,J. Bayless makes 2-pt layup at rim,41,35
133,2,6:41.0,New Orleans full timeout,,41,35
134,2,6:41.0,Q. Pondexter enters the game for L. Babbitt,,41,35
135,2,6:22.0,N. Cole misses 2-pt jump shot from 5 ft,,41,35
136,2,6:20.0,,Defensive rebound by J. Henson,41,35
137,2,6:14.0,,Offensive foul by J. Dudley (drawn by E. Williams),41,35
138,2,6:14.0,,Turnover by J. Dudley (offensive foul),41,35
139,2,6:14.0,,G. Antetokounmpo enters the game for J. Dudley,41,35
140,2,5:55.0,E. Williams misses 3-pt jump shot from 25 ft,,41,35
141,2,5:54.0,,Defensive rebound by T. Ennis,41,35
142,2,5:34.0,,T. Ennis makes 2-pt layup at rim,41,37
143,2,5:17.0,N. Cole misses 2-pt jump shot from 16 ft,,41,37
144,2,5:16.0,,Defensive rebound by Team,41,37
145,2,5:16.0,Loose ball foul by A. Ajinça (drawn by G. Antetokounmpo),,41,37
146,2,5:16.0,E. Gordon enters the game for E. Williams,,41,37
147,2,5:16.0,A. Davis enters the game for A. Ajinça,,41,37
148,2,4:58.0,,Turnover by G. Antetokounmpo (3 sec),41,37
149,2,4:37.0,A. Davis makes 2-pt jump shot from 18 ft (assist by D. Cunningham),,43,37
150,2,4:23.0,,J. Bayless misses 2-pt jump shot from 16 ft,43,37
151,2,4:22.0,Defensive rebound by D. Cunningham,,43,37
152,2,4:13.0,,M. Carter-Williams enters the game for J. Bayless,43,37
153,2,4:13.0,T. Evans enters the game for N. Cole,,43,37
154,2,4:13.0,Ö. Aşık enters the game for D. Cunningham,,43,37
155,2,4:03.0,Turnover by Ö. Aşık (bad pass),,43,37
156,2,3:47.0,,M. Carter-Williams misses 2-pt jump shot from 4 ft (block by Ö. Aşık),43,37
157,2,3:45.0,Defensive rebound by Ö. Aşık,,43,37
158,2,3:39.0,Q. Pondexter makes 3-pt jump shot from 24 ft (assist by T. Evans),,46,37
159,2,3:28.0,,T. Ennis misses 2-pt jump shot from 8 ft,46,37
160,2,3:27.0,,Offensive rebound by J. Henson,46,37
161,2,3:23.0,,G. Antetokounmpo makes 2-pt layup at rim (assist by T. Ennis),46,39
162,2,3:05.0,Shooting block foul by C. Johnson (drawn by Ö. Aşık),,46,39
163,2,3:05.0,Ö. Aşık makes free throw 1 of 2,,47,39
164,2,3:05.0,,Z. Pachulia enters the game for J. Henson,47,39
165,2,3:05.0,,K. Middleton enters the game for T. Ennis,47,39
166,2,3:05.0,Ö. Aşık makes free throw 2 of 2,,48,39
167,2,2:55.0,,Shooting foul by A. Davis (drawn by G. Antetokounmpo),48,39
168,2,2:55.0,,Milwaukee full timeout,48,39
169,2,2:55.0,,G. Antetokounmpo makes free throw 1 of 2,48,40
170,2,2:55.0,,G. Antetokounmpo makes free throw 2 of 2,48,41
171,2,2:39.0,E. Gordon makes 3-pt jump shot from 24 ft (assist by A. Davis),,51,41
172,2,2:19.0,,K. Middleton makes 2-pt jump shot from 13 ft,51,43
173,2,2:04.0,Personal foul by G. Antetokounmpo (drawn by A. Davis),,51,43
174,2,1:58.0,E. Gordon makes 3-pt jump shot from 23 ft (assist by T. Evans),,54,43
175,2,1:40.0,,C. Johnson makes 3-pt jump shot from 26 ft (assist by M. Carter-Williams),54,46
176,2,1:22.0,T. Evans makes 2-pt layup at rim,,56,46
177,2,0:59.0,,M. Carter-Williams makes 2-pt layup from 2 ft (assist by C. Johnson),56,48
178,2,0:39.0,A. Davis misses 2-pt jump shot from 17 ft,,56,48
179,2,0:36.0,Offensive rebound by A. Davis,,56,48
180,2,0:36.0,A. Davis makes 2-pt dunk at rim,,58,48
181,2,0:24.0,,M. Carter-Williams makes 2-pt jump shot from 17 ft,58,50
182,2,0:02.0,T. Evans makes 2-pt layup from 1 ft,,60,50
183,2,0:00.0,,G. Antetokounmpo misses 3-pt jump shot from 41 ft,60,50
184,2,0:00.0,,Offensive rebound by Team,60,50
185,3,11:44.0,,Turnover by K. Middleton (bad pass; steal by A. Davis),60,50
186,3,11:38.0,T. Evans misses 2-pt layup at rim,,60,50
187,3,11:37.0,,Defensive rebound by Z. Pachulia,60,50
188,3,11:20.0,,E. İlyasova makes 2-pt jump shot from 16 ft,60,52
189,3,11:02.0,Turnover by A. Davis (lost ball; steal by K. Middleton),,60,52
190,3,11:01.0,,Personal foul by T. Evans (drawn by K. Middleton),60,52
191,3,10:55.0,,M. Carter-Williams makes 2-pt jump shot from 16 ft (assist by Z. Pachulia),60,54
192,3,10:33.0,Shooting foul by Z. Pachulia (drawn by A. Davis),,60,54
193,3,10:33.0,A. Davis makes free throw 1 of 2,,61,54
194,3,10:33.0,A. Davis makes free throw 2 of 2,,62,54
195,3,10:22.0,,Turnover by K. Middleton (bad pass; steal by E. Gordon),62,54
196,3,10:12.0,Q. Pondexter misses 3-pt jump shot from 26 ft,,62,54
197,3,10:10.0,Offensive rebound by A. Davis,,62,54
198,3,10:02.0,Q. Pondexter makes 3-pt jump shot from 22 ft (assist by A. Davis),,65,54
199,3,9:51.0,,M. Carter-Williams makes 2-pt jump shot from 19 ft,65,56
200,3,9:29.0,Turnover by Q. Pondexter (lost ball; steal by G. Antetokounmpo),,65,56
201,3,9:26.0,,Turnover by M. Carter-Williams (bad pass),65,56
202,3,9:13.0,Turnover by A. Davis (lost ball; steal by Z. Pachulia),,65,56
203,3,9:08.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by Z. Pachulia),65,58
204,3,8:47.0,Turnover by A. Davis (bad pass; steal by M. Carter-Williams),,65,58
205,3,8:46.0,,Personal foul by Q. Pondexter (drawn by M. Carter-Williams),65,58
206,3,8:33.0,,M. Carter-Williams makes 2-pt jump shot from 13 ft,65,60
207,3,8:21.0,T. Evans makes 2-pt layup at rim,,67,60
208,3,8:02.0,,Shooting foul by Q. Pondexter (drawn by G. Antetokounmpo),67,60
209,3,8:02.0,,G. Antetokounmpo makes 2-pt layup at rim,67,62
210,3,8:02.0,,G. Antetokounmpo makes free throw 1 of 1,67,63
211,3,7:42.0,T. Evans makes 2-pt layup at rim,,69,63
212,3,7:23.0,,Shooting block foul by E. Gordon (drawn by K. Middleton),69,63
213,3,7:23.0,,K. Middleton makes free throw 1 of 2,69,64
214,3,7:23.0,,K. Middleton makes free throw 2 of 2,69,65
215,3,7:04.0,E. Gordon misses 2-pt jump shot from 18 ft,,69,65
216,3,7:03.0,Offensive rebound by Team,,69,65
217,3,7:03.0,,Loose ball foul by K. Middleton (drawn by Ö. Aşık),69,65
218,3,6:51.0,T. Evans makes 2-pt layup from 1 ft,,71,65
219,3,6:41.0,,Personal foul by T. Evans (drawn by M. Carter-Williams),71,65
220,3,6:41.0,,M. Carter-Williams makes free throw 1 of 2,71,66
221,3,6:41.0,,M. Carter-Williams makes free throw 2 of 2,71,67
222,3,6:34.0,Turnover by T. Evans (traveling),,71,67
223,3,6:20.0,,G. Antetokounmpo misses 2-pt layup from 1 ft (block by A. Davis),71,67
224,3,6:20.0,,Offensive rebound by G. Antetokounmpo,71,67
225,3,6:20.0,,Shooting foul by Ö. Aşık (drawn by G. Antetokounmpo),71,67
226,3,6:20.0,,G. Antetokounmpo makes free throw 1 of 2,71,68
227,3,6:20.0,,G. Antetokounmpo makes free throw 2 of 2,71,69
228,3,6:00.0,A. Davis makes 2-pt jump shot from 15 ft (assist by E. Gordon),,73,69
229,3,5:45.0,,G. Antetokounmpo makes 2-pt dunk at rim,73,71
230,3,5:24.0,A. Davis makes 2-pt jump shot from 3 ft,,75,71
231,3,5:17.0,,G. Antetokounmpo misses 2-pt layup from 1 ft,75,71
232,3,5:15.0,,Offensive rebound by G. Antetokounmpo,75,71
233,3,5:15.0,,G. Antetokounmpo misses 2-pt tip-in from 1 ft,75,71
234,3,5:14.0,Defensive rebound by Ö. Aşık,,75,71
235,3,4:58.0,A. Davis makes 2-pt jump shot from 16 ft,,77,71
236,3,4:58.0,,Milwaukee full timeout,77,71
237,3,4:58.0,,J. Henson enters the game for Z. Pachulia,77,71
238,3,4:58.0,D. Cunningham enters the game for Q. Pondexter,,77,71
239,3,4:36.0,,M. Carter-Williams misses 2-pt jump shot from 14 ft,77,71
240,3,4:35.0,Defensive rebound by T. Evans,,77,71
241,3,4:28.0,Turnover by E. Gordon (bad pass; steal by E. İlyasova),,77,71
242,3,4:25.0,,Shooting foul by T. Evans (drawn by M. Carter-Williams),77,71
243,3,4:25.0,,M. Carter-Williams makes free throw 1 of 2,77,72
244,3,4:25.0,,M. Carter-Williams makes free throw 2 of 2,77,73
245,3,4:10.0,Personal foul by M. Carter-Williams (drawn by T. Evans),,77,73
246,3,4:10.0,A. Ajinça enters the game for Ö. Aşık,,77,73
247,3,3:55.0,D. Cunningham misses 3-pt jump shot from 25 ft,,77,73
248,3,3:54.0,Offensive rebound by A. Davis,,77,73
249,3,3:54.0,A. Davis misses 2-pt dunk at rim,,77,73
250,3,3:52.0,,Defensive rebound by M. Carter-Williams,77,73
251,3,3:46.0,,G. Antetokounmpo makes 2-pt layup at rim (assist by M. Carter-Williams),77,75
252,3,3:28.0,Turnover by E. Gordon (bad pass; steal by G. Antetokounmpo),,77,75
253,3,3:20.0,,K. Middleton makes 2-pt jump shot from 16 ft (assist by G. Antetokounmpo),77,77
254,3,3:00.0,A. Davis makes 2-pt jump shot from 18 ft (assist by T. Evans),,79,77
255,3,2:37.0,,E. İlyasova makes 2-pt jump shot from 18 ft (assist by M. Carter-Williams),79,79
256,3,2:10.0,Shooting foul by G. Antetokounmpo (drawn by A. Davis),,79,79
257,3,2:10.0,New Orleans full timeout,,79,79
258,3,2:10.0,N. Cole enters the game for E. Gordon,,79,79
259,3,2:10.0,,J. Bayless enters the game for K. Middleton,79,79
260,3,2:10.0,A. Davis makes free throw 1 of 2,,80,79
261,3,2:10.0,A. Davis makes free throw 2 of 2,,81,79
262,3,1:45.0,,Shooting foul by A. Davis (drawn by M. Carter-Williams),81,79
263,3,1:45.0,,M. Carter-Williams misses free throw 1 of 2,81,79
264,3,1:45.0,,Offensive rebound by Team,81,79
265,3,1:45.0,,M. Carter-Williams makes free throw 2 of 2,81,80
266,3,1:27.0,D. Cunningham makes 2-pt jump shot from 19 ft (assist by N. Cole),,83,80
267,3,1:23.0,,Personal take foul by D. Cunningham (drawn by G. Antetokounmpo),83,80
268,3,1:23.0,New Orleans full timeout,,83,80
269,3,1:23.0,E. Williams enters the game for T. Evans,,83,80
270,3,1:23.0,,G. Antetokounmpo makes free throw 1 of 2,83,81
271,3,1:23.0,,G. Antetokounmpo makes free throw 2 of 2,83,82
272,3,1:01.0,,Violation by J. Henson (def goaltending),83,82
273,3,1:01.0,A. Ajinça makes 2-pt layup at rim (assist by N. Cole),,85,82
274,3,0:46.0,,Shooting foul by E. Williams (drawn by M. Carter-Williams),85,82
275,3,0:46.0,,M. Carter-Williams makes free throw 1 of 2,85,83
276,3,0:46.0,,M. Carter-Williams makes free throw 2 of 2,85,84
277,3,0:34.0,A. Davis misses 2-pt jump shot from 9 ft (block by J. Henson),,85,84
278,3,0:34.0,Offensive rebound by Team,,85,84
279,3,0:29.0,N. Cole makes 2-pt jump shot from 17 ft (assist by A. Davis),,87,84
280,3,0:16.0,,M. Carter-Williams misses 2-pt jump shot from 14 ft,87,84
281,3,0:15.0,Defensive rebound by N. Cole,,87,84
282,3,0:04.0,,Violation by E. İlyasova (kicked ball),87,84
283,3,0:00.0,E. Williams misses 3-pt jump shot from 42 ft,,87,84
284,3,0:00.0,Offensive rebound by Team,,87,84
285,4,11:40.0,A. Ajinça misses 2-pt hook shot from 3 ft,,87,84
286,4,11:38.0,,Defensive rebound by K. Middleton,87,84
287,4,11:19.0,,K. Middleton misses 2-pt jump shot from 9 ft,87,84
288,4,11:17.0,,Offensive rebound by J. Henson,87,84
289,4,11:15.0,,J. Henson makes 2-pt hook shot from 7 ft,87,86
290,4,10:51.0,N. Cole makes 2-pt jump shot from 17 ft (assist by A. Davis),,89,86
291,4,10:27.0,,Shooting foul by E. Williams (drawn by J. Henson),89,86
292,4,10:27.0,,J. Henson makes free throw 1 of 2,89,87
293,4,10:27.0,,J. Henson misses free throw 2 of 2,89,87
294,4,10:25.0,Defensive rebound by D. Cunningham,,89,87
295,4,10:08.0,E. Williams makes 3-pt jump shot from 25 ft,,92,87
296,4,9:57.0,,Shooting foul by A. Ajinça (drawn by J. Henson),92,87
297,4,9:57.0,,J. Henson makes free throw 1 of 2,92,88
298,4,9:57.0,L. Babbitt enters the game for A. Davis,,92,88
299,4,9:57.0,,J. Henson makes free throw 2 of 2,92,89
300,4,9:37.0,E. Williams makes 2-pt layup at rim,,94,89
301,4,9:16.0,,C. Johnson misses 2-pt layup at rim,94,89
302,4,9:15.0,Defensive rebound by N. Cole,,94,89
303,4,8:57.0,N. Cole misses 2-pt layup at rim,,94,89
304,4,8:55.0,,Defensive rebound by J. Bayless,94,89
305,4,8:54.0,,Shooting foul by D. Cunningham (drawn by K. Middleton),94,89
306,4,8:54.0,Official timeout,,94,89
307,4,8:54.0,,K. Middleton misses free throw 1 of 2,94,89
308,4,8:54.0,,Offensive rebound by Team,94,89
309,4,8:54.0,,K. Middleton makes free throw 2 of 2,94,90
310,4,8:39.0,L. Babbitt makes 2-pt layup at rim,,96,90
311,4,8:21.0,,Turnover by K. Middleton (bad pass; steal by A. Ajinça),96,90
312,4,8:06.0,A. Ajinça misses 2-pt layup at rim,,96,90
313,4,8:04.0,,Defensive rebound by Team,96,90
314,4,7:52.0,,Turnover by J. Bayless (traveling),96,90
315,4,7:52.0,A. Davis enters the game for A. Ajinça,,96,90
316,4,7:52.0,,G. Antetokounmpo enters the game for J. Dudley,96,90
317,4,7:30.0,A. Davis makes 2-pt jump shot from 9 ft (assist by L. Babbitt),,98,90
318,4,7:05.0,,J. Bayless misses 3-pt jump shot from 26 ft,98,90
319,4,7:03.0,,Offensive rebound by C. Johnson,98,90
320,4,7:02.0,,C. Johnson makes 2-pt layup from 1 ft,98,92
321,4,6:47.0,N. Cole misses 2-pt layup at rim,,98,92
322,4,6:45.0,,Defensive rebound by C. Johnson,98,92
323,4,6:41.0,,C. Johnson makes 2-pt layup at rim,98,94
324,4,6:20.0,A. Davis misses 2-pt jump shot from 18 ft,,98,94
325,4,6:19.0,,Defensive rebound by G. Antetokounmpo,98,94
326,4,6:14.0,,Turnover by G. Antetokounmpo (palming),98,94
327,4,6:14.0,,M. Carter-Williams enters the game for C. Johnson,98,94
328,4,6:14.0,E. Gordon enters the game for L. Babbitt,,98,94
329,4,6:02.0,E. Gordon misses 3-pt jump shot from 23 ft,,98,94
330,4,6:00.0,,Defensive rebound by J. Henson,98,94
331,4,5:51.0,,Shooting foul by A. Davis (drawn by J. Henson),98,94
332,4,5:51.0,,Milwaukee full timeout,98,94
333,4,5:51.0,Ö. Aşık enters the game for D. Cunningham,,98,94
334,4,5:51.0,Q. Pondexter enters the game for E. Williams,,98,94
335,4,5:51.0,,J. Henson makes free throw 1 of 2,98,95
336,4,5:51.0,,J. Henson misses free throw 2 of 2,98,95
337,4,5:50.0,Defensive rebound by A. Davis,,98,95
338,4,5:29.0,E. Gordon misses 2-pt layup at rim,,98,95
339,4,5:28.0,Offensive rebound by E. Gordon,,98,95
340,4,5:26.0,Turnover by Team (shot clock),,98,95
341,4,5:19.0,,Personal foul by E. Gordon (drawn by M. Carter-Williams),98,95
342,4,5:19.0,,M. Carter-Williams makes free throw 1 of 2,98,96
343,4,5:19.0,,M. Carter-Williams makes free throw 2 of 2,98,97
344,4,5:08.0,Shooting block foul by M. Carter-Williams (drawn by A. Davis),,98,97
345,4,5:08.0,A. Davis makes free throw 1 of 2,,99,97
346,4,5:08.0,A. Davis misses free throw 2 of 2,,99,97
347,4,5:06.0,,Defensive rebound by J. Henson,99,97
348,4,4:52.0,,M. Carter-Williams misses 2-pt jump shot from 6 ft,99,97
349,4,4:50.0,Defensive rebound by Ö. Aşık,,99,97
350,4,4:38.0,Shooting foul by J. Henson (drawn by E. Gordon),,99,97
351,4,4:38.0,E. Gordon makes free throw 1 of 2,,100,97
352,4,4:38.0,E. Gordon misses free throw 2 of 2,,100,97
353,4,4:37.0,,Defensive rebound by K. Middleton,100,97
354,4,4:21.0,,G. Antetokounmpo makes 2-pt layup at rim,100,99
355,4,4:00.0,E. Gordon misses 2-pt layup at rim (block by G. Antetokounmpo),,100,99
356,4,4:00.0,,Defensive rebound by Team,100,99
357,4,3:36.0,,G. Antetokounmpo makes 2-pt jump shot from 8 ft,100,101
358,4,3:16.0,A. Davis makes 2-pt jump shot from 20 ft (assist by E. Gordon),,102,101
359,4,2:53.0,,M. Carter-Williams misses 3-pt jump shot from 27 ft,102,101
360,4,2:51.0,Defensive rebound by E. Gordon,,102,101
361,4,2:33.0,A. Davis makes 2-pt jump shot from 8 ft,,104,101
362,4,2:11.0,,M. Carter-Williams makes 2-pt jump shot from 5 ft (assist by G. Antetokounmpo),104,103
363,4,2:04.0,New Orleans full timeout,,104,103
364,4,1:52.0,Shooting foul by J. Henson (drawn by A. Davis),,104,103
365,4,1:52.0,A. Davis makes free throw 1 of 2,,105,103
366,4,1:52.0,A. Davis makes free throw 2 of 2,,106,103
367,4,1:36.0,,M. Carter-Williams misses 2-pt jump shot from 13 ft,106,103
368,4,1:35.0,Defensive rebound by Ö. Aşık,,106,103
369,4,1:19.0,Turnover by E. Gordon (bad pass),,106,103
370,4,1:19.0,D. Cunningham enters the game for E. Gordon,,106,103
371,4,1:06.0,,Turnover by M. Carter-Williams (bad pass; steal by Ö. Aşık),106,103
372,4,0:51.0,A. Davis makes 2-pt jump shot from 19 ft (assist by D. Cunningham),,108,103
