,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,UTAH_ACTION,BROOKLYN_SCORE,UTAH_SCORE
86,1,0:02.0,,T. Booker misses 3-pt jump shot from 23 ft,21,25
87,1,0:01.0,Defensive rebound by B. Lopez,,21,25
88,2,11:39.0,B. Lopez misses 2-pt jump shot from 3 ft,,21,25
89,2,11:37.0,,Defensive rebound by T. Burke,21,25
90,2,11:15.0,,Turnover by Team (shot clock),21,25
91,2,11:06.0,Shooting foul by T. Burke (drawn by B. Lopez),,21,25
92,2,11:06.0,B. Lopez misses free throw 1 of 2,,21,25
93,2,11:06.0,Offensive rebound by Team,,21,25
94,2,11:06.0,B. Lopez makes free throw 2 of 2,,22,25
95,2,10:45.0,,T. Burke makes 3-pt jump shot from 25 ft (assist by T. Booker),22,28
96,2,10:27.0,Personal foul by E. Millsap (drawn by D. Morris),,22,28
97,2,10:12.0,B. Lopez misses 2-pt jump shot from 14 ft,,22,28
98,2,10:11.0,,Defensive rebound by D. Exum,22,28
99,2,9:48.0,,R. Gobert makes 2-pt dunk at rim (assist by D. Exum),22,30
100,2,9:38.0,Offensive foul by B. Lopez (drawn by D. Exum),,22,30
101,2,9:38.0,Turnover by B. Lopez (offensive foul),,22,30
102,2,9:21.0,,T. Burke makes 3-pt jump shot from 24 ft (assist by R. Gobert),22,33
103,2,9:15.0,Brooklyn full timeout,,22,33
104,2,9:15.0,,E. Freedom enters the game for T. Booker,22,33
105,2,9:01.0,J. Johnson makes 2-pt jump shot from 12 ft,,24,33
106,2,8:37.0,,D. Exum misses 3-pt jump shot from 24 ft,24,33
107,2,8:36.0,,Offensive rebound by Team,24,33
108,2,8:36.0,J. Jack enters the game for D. Morris,,24,33
109,2,8:36.0,K. Garnett enters the game for M. Plumlee,,24,33
110,2,8:21.0,,T. Burke misses 3-pt jump shot from 24 ft,24,33
111,2,8:19.0,,Offensive rebound by E. Freedom,24,33
112,2,7:57.0,,E. Millsap misses 2-pt jump shot from 10 ft (block by J. Johnson),24,33
113,2,7:55.0,Defensive rebound by K. Garnett,,24,33
114,2,7:42.0,B. Lopez misses 2-pt jump shot from 3 ft,,24,33
115,2,7:41.0,,Defensive rebound by R. Gobert,24,33
116,2,7:34.0,,T. Burke misses 2-pt jump shot from 16 ft,24,33
117,2,7:33.0,Defensive rebound by Team,,24,33
118,2,7:32.0,M. Plumlee enters the game for B. Lopez,,24,33
119,2,7:21.0,J. Johnson misses 2-pt jump shot from 19 ft,,24,33
120,2,7:19.0,,Defensive rebound by R. Gobert,24,33
121,2,7:07.0,,Personal foul by M. Plumlee (drawn by E. Freedom),24,33
122,2,7:07.0,B. Bogdanović enters the game for A. Anderson,,24,33
123,2,7:07.0,,J. Ingles enters the game for D. Exum,24,33
124,2,7:00.0,,T. Burke makes 3-pt jump shot from 24 ft (assist by E. Millsap),24,36
125,2,6:42.0,J. Johnson makes 2-pt layup from 2 ft,,26,36
126,2,6:22.0,,E. Freedom misses 2-pt jump shot from 3 ft,26,36
127,2,6:21.0,Defensive rebound by J. Jack,,26,36
128,2,6:16.0,J. Jack misses 3-pt jump shot from 24 ft,,26,36
129,2,6:12.0,,Defensive rebound by R. Gobert,26,36
130,2,6:08.0,,Shooting foul by B. Bogdanović (drawn by T. Burke),26,36
131,2,6:08.0,,T. Burke misses free throw 1 of 2,26,36
132,2,6:08.0,,Offensive rebound by Team,26,36
133,2,6:08.0,,D. Favors enters the game for R. Gobert,26,36
134,2,6:08.0,,T. Burke makes free throw 2 of 2,26,37
135,2,5:47.0,Turnover by J. Johnson (lost ball; steal by E. Millsap),,26,37
136,2,5:41.0,,J. Ingles makes 3-pt jump shot from 24 ft (assist by T. Burke),26,40
137,2,5:34.0,Brooklyn full timeout,,26,40
138,2,5:34.0,Official timeout,,26,40
139,2,5:34.0,,G. Hayward enters the game for E. Millsap,26,40
140,2,5:24.0,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by J. Jack),,29,40
141,2,5:01.0,,T. Burke makes 3-pt jump shot from 24 ft (assist by G. Hayward),29,43
142,2,4:43.0,M. Plumlee makes 2-pt layup from 1 ft (assist by J. Jack),,31,43
143,2,4:22.0,,G. Hayward misses 2-pt jump shot from 5 ft,31,43
144,2,4:21.0,Defensive rebound by M. Plumlee,,31,43
145,2,4:04.0,Turnover by M. Plumlee (lost ball; steal by G. Hayward),,31,43
146,2,3:59.0,,G. Hayward makes 3-pt jump shot from 24 ft (assist by J. Ingles),31,46
147,2,3:41.0,B. Bogdanović makes 2-pt layup at rim (assist by K. Garnett),,33,46
148,2,3:29.0,,T. Burke makes 2-pt jump shot from 14 ft,33,48
149,2,3:10.0,J. Johnson misses 3-pt jump shot from 23 ft,,33,48
150,2,3:09.0,,Defensive rebound by T. Burke,33,48
151,2,2:59.0,,E. Freedom misses 2-pt jump shot from 16 ft,33,48
152,2,2:58.0,Defensive rebound by M. Plumlee,,33,48
153,2,2:42.0,Turnover by J. Jack (bad pass; steal by J. Ingles),,33,48
154,2,2:37.0,,G. Hayward makes 2-pt dunk at rim (assist by J. Ingles),33,50
155,2,2:22.0,K. Garnett makes 2-pt jump shot from 15 ft,,35,50
156,2,2:21.0,,Utah full timeout,35,50
157,2,2:21.0,J. Jordan enters the game for M. Plumlee,,35,50
158,2,2:21.0,,D. Exum enters the game for T. Burke,35,50
159,2,2:21.0,,R. Gobert enters the game for E. Freedom,35,50
160,2,2:06.0,,Turnover by D. Favors (bad pass; steal by K. Garnett),35,50
161,2,1:58.0,J. Jack misses 2-pt jump shot from 17 ft,,35,50
162,2,1:56.0,,Defensive rebound by D. Favors,35,50
163,2,1:45.0,,Personal foul by J. Jordan (drawn by G. Hayward),35,50
164,2,1:34.0,,Personal foul by B. Bogdanović (drawn by J. Ingles),35,50
165,2,1:34.0,,J. Ingles makes free throw 1 of 2,35,51
166,2,1:34.0,A. Anderson enters the game for B. Bogdanović,,35,51
167,2,1:34.0,,J. Ingles makes free throw 2 of 2,35,52
168,2,1:19.0,A. Anderson misses 3-pt jump shot from 23 ft,,35,52
169,2,1:17.0,,Defensive rebound by R. Gobert,35,52
170,2,1:05.0,,D. Favors misses 2-pt layup from 2 ft (block by J. Jordan),35,52
171,2,1:02.0,Defensive rebound by J. Jordan,,35,52
172,2,1:01.0,Personal foul by D. Exum (drawn by J. Jack),,35,52
173,2,0:55.0,J. Jack makes 2-pt jump shot from 16 ft,,37,52
174,2,0:45.0,,G. Hayward makes 2-pt jump shot from 6 ft,37,54
175,2,0:45.0,,Shooting foul by A. Anderson (drawn by G. Hayward),37,54
176,2,0:45.0,,G. Hayward makes free throw 1 of 1,37,55
177,2,0:32.0,J. Jack misses 2-pt jump shot from 17 ft,,37,55
178,2,0:31.0,,Defensive rebound by R. Gobert,37,55
179,2,0:11.0,,J. Ingles makes 3-pt jump shot from 24 ft (assist by R. Gobert),37,58
180,3,11:42.0,B. Bogdanović misses 2-pt hook shot from 5 ft,,37,58
181,3,11:41.0,,Defensive rebound by D. Favors,37,58
182,3,11:20.0,,Shooting foul by B. Bogdanović (drawn by J. Ingles),37,58
183,3,11:20.0,,J. Ingles makes free throw 1 of 2,37,59
184,3,11:20.0,,J. Ingles makes free throw 2 of 2,37,60
185,3,11:03.0,M. Plumlee makes 2-pt layup from 1 ft,,39,60
186,3,11:03.0,Shooting foul by D. Favors (drawn by M. Plumlee),,39,60
187,3,11:03.0,M. Plumlee misses free throw 1 of 1,,39,60
188,3,11:02.0,,Defensive rebound by D. Favors,39,60
189,3,10:39.0,,E. Freedom misses 2-pt jump shot from 14 ft,39,60
190,3,10:36.0,,Offensive rebound by D. Favors,39,60
191,3,10:36.0,,D. Favors makes 2-pt dunk at rim,39,62
192,3,10:24.0,Turnover by M. Plumlee (bad pass),,39,62
193,3,10:15.0,,Turnover by D. Exum (bad pass; steal by M. Plumlee),39,62
194,3,10:14.0,Turnover by M. Plumlee (step out of bounds),,39,62
195,3,10:03.0,,D. Favors makes 2-pt dunk at rim (assist by D. Exum),39,64
196,3,9:47.0,B. Bogdanović misses 3-pt jump shot from 23 ft,,39,64
197,3,9:46.0,Offensive rebound by M. Plumlee,,39,64
198,3,9:43.0,B. Bogdanović makes 2-pt layup from 1 ft (assist by M. Plumlee),,41,64
199,3,9:26.0,,Utah full timeout,41,64
200,3,9:17.0,,J. Ingles misses 2-pt jump shot from 15 ft,41,64
201,3,9:17.0,,Offensive rebound by Team,41,64
202,3,9:17.0,,Personal foul by K. Garnett (drawn by D. Favors),41,64
203,3,9:04.0,,E. Freedom misses 2-pt jump shot from 10 ft (block by K. Garnett),41,64
204,3,9:01.0,,Offensive rebound by E. Freedom,41,64
205,3,8:56.0,,J. Ingles makes 3-pt jump shot from 24 ft (assist by G. Hayward),41,67
206,3,8:43.0,Offensive foul by M. Plumlee (drawn by D. Exum),,41,67
207,3,8:43.0,Turnover by M. Plumlee (offensive foul),,41,67
208,3,8:24.0,,D. Exum makes 3-pt jump shot from 23 ft (assist by J. Ingles),41,70
209,3,8:04.0,M. Plumlee makes 2-pt dunk at rim (assist by K. Garnett),,43,70
210,3,7:39.0,,E. Freedom misses 2-pt layup from 2 ft (block by M. Plumlee),43,70
211,3,7:37.0,Defensive rebound by K. Garnett,,43,70
212,3,7:31.0,J. Jack misses 2-pt jump shot from 14 ft,,43,70
213,3,7:30.0,,Defensive rebound by Team,43,70
214,3,7:08.0,,G. Hayward misses 3-pt jump shot from 24 ft,43,70
215,3,7:08.0,Defensive rebound by Team,,43,70
216,3,6:56.0,J. Johnson makes 2-pt jump shot from 17 ft,,45,70
217,3,6:38.0,,J. Ingles misses 3-pt jump shot from 25 ft,45,70
218,3,6:35.0,Defensive rebound by M. Plumlee,,45,70
219,3,6:27.0,Turnover by J. Jack (bad pass; steal by G. Hayward),,45,70
220,3,6:22.0,,Turnover by G. Hayward (bad pass; steal by J. Jack),45,70
221,3,6:16.0,J. Jack misses 2-pt jump shot from 5 ft,,45,70
222,3,6:13.0,Offensive rebound by J. Jack,,45,70
223,3,6:03.0,Offensive foul by K. Garnett (drawn by J. Ingles),,45,70
224,3,6:03.0,Turnover by K. Garnett (offensive foul),,45,70
225,3,6:03.0,S. Karasev enters the game for B. Bogdanović,,45,70
226,3,6:03.0,B. Lopez enters the game for K. Garnett,,45,70
227,3,6:03.0,,R. Gobert enters the game for E. Freedom,45,70
228,3,5:50.0,,Personal foul by S. Karasev (drawn by J. Ingles),45,70
229,3,5:36.0,,R. Gobert misses 3-pt hook shot from 4 ft (block by M. Plumlee),45,70
230,3,5:36.0,,Offensive rebound by Team,45,70
231,3,5:36.0,,Turnover by Team (shot clock),45,70
232,3,5:15.0,S. Karasev makes 3-pt jump shot from 25 ft (assist by J. Jack),,48,70
233,3,4:50.0,,J. Ingles misses 3-pt jump shot from 26 ft,48,70
234,3,4:46.0,,Offensive rebound by R. Gobert,48,70
235,3,4:46.0,,R. Gobert makes 2-pt dunk at rim,48,72
236,3,4:32.0,Personal foul by G. Hayward (drawn by M. Plumlee),,48,72
237,3,4:17.0,B. Lopez misses 2-pt jump shot from 18 ft,,48,72
238,3,4:16.0,,Defensive rebound by G. Hayward,48,72
239,3,4:08.0,,G. Hayward misses 3-pt jump shot from 24 ft,48,72
240,3,4:07.0,Defensive rebound by Team,,48,72
241,3,3:53.0,B. Lopez misses 2-pt layup at rim (block by D. Favors),,48,72
242,3,3:50.0,,Defensive rebound by D. Exum,48,72
243,3,3:36.0,,D. Favors misses 2-pt jump shot from 15 ft,48,72
244,3,3:35.0,Defensive rebound by J. Jack,,48,72
245,3,3:29.0,J. Jack makes 2-pt jump shot from 16 ft,,50,72
246,3,3:04.0,,G. Hayward makes 2-pt jump shot from 5 ft,50,74
247,3,2:52.0,Shooting foul by D. Exum (drawn by J. Jack),,50,74
248,3,2:52.0,Brooklyn full timeout,,50,74
249,3,2:52.0,,T. Burke enters the game for D. Exum,50,74
250,3,2:52.0,,E. Millsap enters the game for J. Ingles,50,74
251,3,2:52.0,J. Jack makes free throw 1 of 2,,51,74
252,3,2:52.0,A. Anderson enters the game for J. Johnson,,51,74
253,3,2:52.0,J. Jack misses free throw 2 of 2,,51,74
254,3,2:51.0,,Defensive rebound by G. Hayward,51,74
255,3,2:29.0,,G. Hayward makes 2-pt jump shot from 21 ft,51,76
256,3,2:15.0,Shooting foul by R. Gobert (drawn by M. Plumlee),,51,76
257,3,2:15.0,M. Plumlee misses free throw 1 of 2,,51,76
258,3,2:15.0,Offensive rebound by Team,,51,76
259,3,2:15.0,M. Plumlee makes free throw 2 of 2,,52,76
260,3,1:57.0,,D. Favors makes 2-pt hook shot from 1 ft,52,78
261,3,1:47.0,S. Karasev makes 3-pt jump shot from 24 ft (assist by J. Jack),,55,78
262,3,1:37.0,,Personal foul by S. Karasev (drawn by D. Favors),55,78
263,3,1:24.0,,T. Burke misses 3-pt jump shot from 24 ft,55,78
264,3,1:23.0,Defensive rebound by Team,,55,78
265,3,1:13.0,M. Plumlee makes 2-pt hook shot from 3 ft (assist by J. Jack),,57,78
266,3,1:01.0,,Personal foul by M. Plumlee (drawn by D. Favors),57,78
267,3,1:01.0,,D. Favors misses free throw 1 of 2,57,78
268,3,1:01.0,,Offensive rebound by Team,57,78
269,3,1:01.0,J. Jordan enters the game for M. Plumlee,,57,78
270,3,1:01.0,,D. Favors makes free throw 2 of 2,57,79
271,3,0:51.0,J. Jack misses 2-pt jump shot from 21 ft,,57,79
272,3,0:49.0,Offensive rebound by B. Lopez,,57,79
273,3,0:49.0,B. Lopez misses 2-pt tip-in from 2 ft,,57,79
274,3,0:47.0,,Defensive rebound by D. Favors,57,79
275,3,0:41.0,,Turnover by G. Hayward (lost ball; steal by A. Anderson),57,79
276,3,0:39.0,Personal foul by E. Millsap (drawn by J. Jack),,57,79
277,3,0:39.0,J. Jack makes free throw 1 of 2,,58,79
278,3,0:39.0,,T. Booker enters the game for D. Favors,58,79
279,3,0:39.0,J. Jack makes free throw 2 of 2,,59,79
280,3,0:31.0,,T. Booker misses 3-pt jump shot from 25 ft,59,79
281,3,0:30.0,Defensive rebound by J. Jack,,59,79
282,3,0:05.0,J. Jack misses 3-pt jump shot from 23 ft,,59,79
283,3,0:03.0,,Defensive rebound by G. Hayward,59,79
284,3,0:00.0,,T. Booker makes 2-pt layup from 1 ft (assist by G. Hayward),59,81
285,4,11:36.0,,T. Burke misses 2-pt jump shot from 19 ft,59,81
286,4,11:35.0,Defensive rebound by A. Anderson,,59,81
287,4,11:20.0,D. Morris misses 3-pt jump shot from 24 ft,,59,81
288,4,11:19.0,,Defensive rebound by R. Gobert,59,81
289,4,11:08.0,,E. Millsap misses 2-pt jump shot from 3 ft (block by B. Lopez),59,81
290,4,11:08.0,,Offensive rebound by Team,59,81
291,4,11:03.0,,D. Exum misses 3-pt jump shot from 23 ft,59,81
292,4,11:02.0,Defensive rebound by B. Lopez,,59,81
293,4,10:53.0,B. Lopez makes 2-pt jump shot from 10 ft (assist by D. Morris),,61,81
294,4,10:36.0,,E. Millsap misses 3-pt jump shot from 24 ft,61,81
295,4,10:35.0,Defensive rebound by A. Anderson,,61,81
296,4,10:28.0,S. Karasev misses 3-pt jump shot from 23 ft,,61,81
297,4,10:26.0,,Defensive rebound by R. Gobert,61,81
298,4,10:15.0,,Turnover by E. Millsap (step out of bounds),61,81
299,4,10:15.0,,D. Favors enters the game for R. Gobert,61,81
300,4,10:01.0,Turnover by S. Karasev (lost ball),,61,81
301,4,9:46.0,,T. Burke misses 3-pt jump shot from 24 ft,61,81
302,4,9:45.0,Defensive rebound by B. Lopez,,61,81
303,4,9:45.0,,J. Ingles enters the game for D. Exum,61,81
304,4,9:26.0,J. Jordan misses 2-pt dunk at rim (block by D. Favors),,61,81
305,4,9:26.0,Offensive rebound by B. Lopez,,61,81
306,4,9:26.0,Shooting foul by T. Booker (drawn by B. Lopez),,61,81
307,4,9:26.0,B. Lopez misses free throw 1 of 2,,61,81
308,4,9:26.0,Offensive rebound by Team,,61,81
309,4,9:26.0,B. Lopez makes free throw 2 of 2,,62,81
310,4,9:09.0,,Turnover by T. Booker (bad pass; steal by A. Anderson),62,81
311,4,9:06.0,Turnover by A. Anderson (lost ball; steal by T. Booker),,62,81
312,4,8:55.0,,Shooting foul by B. Lopez (drawn by D. Favors),62,81
313,4,8:55.0,Official timeout,,62,81
314,4,8:55.0,,R. Gobert enters the game for T. Booker,62,81
315,4,8:55.0,,D. Exum enters the game for E. Millsap,62,81
316,4,8:55.0,,D. Favors makes free throw 1 of 2,62,82
317,4,8:55.0,,D. Favors makes free throw 2 of 2,62,83
318,4,8:42.0,D. Morris makes 2-pt jump shot from 5 ft,,64,83
319,4,8:26.0,,D. Exum makes 3-pt jump shot from 25 ft (assist by D. Favors),64,86
320,4,8:12.0,Turnover by J. Jordan (bad pass),,64,86
321,4,8:12.0,,E. Freedom enters the game for R. Gobert,64,86
322,4,8:00.0,,D. Favors misses 2-pt jump shot from 18 ft,64,86
323,4,7:58.0,Defensive rebound by S. Karasev,,64,86
324,4,7:49.0,S. Karasev misses 3-pt jump shot from 25 ft,,64,86
325,4,7:46.0,,Defensive rebound by D. Favors,64,86
326,4,7:33.0,,E. Freedom makes 2-pt jump shot from 16 ft,64,88
327,4,7:16.0,D. Morris misses 2-pt jump shot from 19 ft,,64,88
328,4,7:15.0,,Defensive rebound by D. Exum,64,88
329,4,7:09.0,,T. Burke makes 2-pt layup at rim (assist by D. Exum),64,90
330,4,7:07.0,Brooklyn full timeout,,64,90
331,4,7:07.0,,G. Hayward enters the game for D. Exum,64,90
332,4,7:07.0,J. Jack enters the game for D. Morris,,64,90
333,4,7:07.0,C. Jefferson enters the game for J. Jordan,,64,90
334,4,7:07.0,M. Brown enters the game for A. Anderson,,64,90
335,4,6:47.0,M. Brown misses 2-pt jump shot from 17 ft,,64,90
336,4,6:45.0,,Defensive rebound by D. Favors,64,90
337,4,6:30.0,,T. Burke makes 2-pt jump shot from 22 ft,64,92
338,4,6:21.0,Turnover by B. Lopez (lost ball; steal by G. Hayward),,64,92
339,4,6:17.0,,G. Hayward makes 2-pt dunk at rim,64,94
340,4,5:47.0,Turnover by Team (shot clock),,64,94
341,4,5:33.0,,E. Freedom misses 2-pt layup from 2 ft (block by C. Jefferson),64,94
342,4,5:33.0,Defensive rebound by Team,,64,94
343,4,5:33.0,,T. Booker enters the game for D. Favors,64,94
344,4,5:25.0,Turnover by J. Jack (lost ball; steal by T. Burke),,64,94
345,4,5:21.0,,G. Hayward makes 2-pt dunk at rim (assist by T. Burke),64,96
346,4,5:21.0,,Shooting foul by B. Lopez (drawn by G. Hayward),64,96
347,4,5:21.0,,E. Millsap enters the game for J. Ingles,64,96
348,4,5:21.0,D. Morris enters the game for J. Jack,,64,96
349,4,5:21.0,J. Jordan enters the game for B. Lopez,,64,96
350,4,5:21.0,,G. Hayward makes free throw 1 of 1,64,97
351,4,5:12.0,,Violation by E. Freedom (kicked ball),64,97
352,4,5:12.0,,I. Clark enters the game for G. Hayward,64,97
353,4,5:04.0,M. Brown misses 2-pt jump shot from 18 ft,,64,97
354,4,5:02.0,Offensive rebound by J. Jordan,,64,97
355,4,4:57.0,D. Morris makes 3-pt jump shot from 25 ft (assist by J. Jordan),,67,97
356,4,4:37.0,,E. Freedom makes 2-pt layup from 2 ft,67,99
357,4,4:26.0,C. Jefferson misses 2-pt jump shot from 19 ft,,67,99
358,4,4:24.0,,Defensive rebound by I. Clark,67,99
359,4,4:19.0,,Turnover by E. Freedom (bad pass),67,99
360,4,4:07.0,Turnover by D. Morris (bad pass; steal by E. Millsap),,67,99
361,4,4:01.0,,I. Clark makes 2-pt layup from 1 ft (assist by E. Millsap),67,101
362,4,3:39.0,D. Morris misses 2-pt tip-in from 2 ft,,67,101
363,4,3:37.0,Offensive rebound by S. Karasev,,67,101
364,4,3:37.0,S. Karasev misses 2-pt layup from 2 ft,,67,101
365,4,3:33.0,,Defensive rebound by E. Millsap,67,101
366,4,3:31.0,,Turnover by E. Millsap (lost ball; steal by S. Karasev),67,101
367,4,3:27.0,Turnover by S. Karasev (bad pass),,67,101
368,4,3:27.0,,Utah full timeout,67,101
369,4,3:27.0,,E. Williams enters the game for E. Millsap,67,101
370,4,3:06.0,,T. Burke misses 3-pt jump shot from 24 ft,67,101
371,4,3:01.0,Defensive rebound by D. Morris,,67,101
372,4,2:54.0,C. Jefferson makes 2-pt dunk at rim (assist by D. Morris),,69,101
373,4,2:31.0,,E. Williams misses 2-pt jump shot from 13 ft (block by M. Brown),69,101
374,4,2:29.0,Defensive rebound by J. Jordan,,69,101
375,4,2:24.0,J. Jordan makes 2-pt dunk at rim (assist by D. Morris),,71,101
376,4,2:01.0,,T. Booker makes 2-pt layup from 2 ft (assist by T. Burke),71,103
377,4,1:56.0,Personal foul by T. Burke (drawn by D. Morris),,71,103
378,4,1:56.0,,E. Millsap enters the game for T. Burke,71,103
379,4,1:56.0,,J. Evans enters the game for T. Booker,71,103
380,4,1:47.0,J. Jordan makes 2-pt dunk at rim (assist by S. Karasev),,73,103
381,4,1:32.0,,J. Evans misses 2-pt layup from 1 ft (block by J. Jordan),73,103
382,4,1:32.0,,Offensive rebound by Team,73,103
383,4,1:29.0,,Turnover by E. Freedom (step out of bounds),73,103
384,4,1:13.0,C. Jefferson misses 2-pt jump shot from 17 ft,,73,103
385,4,1:12.0,,Defensive rebound by E. Freedom,73,103
386,4,0:57.0,,I. Clark misses 3-pt jump shot from 25 ft,73,103
