,QUARTER,TIME_REMAINING,CHICAGO_ACTION,LA CLIPPERS_ACTION,CHICAGO_SCORE,LA CLIPPERS_SCORE
39,1,6:49.0,,B. Griffin makes 2-pt jump shot from 17 ft (assist by C. Paul),9,12
40,1,6:37.0,J. Butler misses 3-pt jump shot from 27 ft,,9,12
41,1,6:35.0,,Defensive rebound by D. Jordan,9,12
42,1,6:25.0,,B. Griffin misses 2-pt jump shot from 20 ft,9,12
43,1,6:21.0,Defensive rebound by M. Dunleavy,,9,12
44,1,6:07.0,Shooting foul by J. Redick (drawn by M. Dunleavy),,9,12
45,1,6:07.0,M. Dunleavy misses free throw 1 of 2,,9,12
46,1,6:07.0,Offensive rebound by Team,,9,12
47,1,6:07.0,M. Dunleavy makes free throw 2 of 2,,10,12
48,1,5:55.0,,C. Paul misses 2-pt jump shot from 17 ft,10,12
49,1,5:53.0,Defensive rebound by T. Gibson,,10,12
50,1,5:42.0,K. Hinrich makes 2-pt layup at rim (assist by T. Gibson),,12,12
51,1,5:32.0,,J. Redick misses 2-pt jump shot from 20 ft,12,12
52,1,5:30.0,,Offensive rebound by D. Jordan,12,12
53,1,5:14.0,,C. Paul makes 2-pt jump shot from 12 ft,12,14
54,1,5:00.0,J. Butler misses 2-pt jump shot from 4 ft,,12,14
55,1,4:58.0,,Defensive rebound by C. Paul,12,14
56,1,4:53.0,,M. Barnes misses 2-pt layup from 2 ft,12,14
57,1,4:50.0,,Offensive rebound by B. Griffin,12,14
58,1,4:47.0,,B. Griffin makes 2-pt layup at rim,12,16
59,1,4:27.0,K. Hinrich misses 2-pt jump shot from 8 ft (block by C. Paul),,12,16
60,1,4:24.0,,Defensive rebound by D. Jordan,12,16
61,1,4:19.0,,Turnover by B. Griffin (lost ball; steal by K. Hinrich),12,16
62,1,4:13.0,K. Hinrich makes 3-pt jump shot from 24 ft (assist by J. Noah),,15,16
63,1,3:48.0,,J. Redick misses 3-pt jump shot from 24 ft,15,16
64,1,3:47.0,Defensive rebound by J. Noah,,15,16
65,1,3:29.0,Turnover by K. Hinrich (bad pass),,15,16
66,1,3:29.0,,LA Clippers full timeout,15,16
67,1,3:29.0,N. Mirotić enters the game for J. Noah,,15,16
68,1,3:29.0,,J. Crawford enters the game for J. Redick,15,16
69,1,3:29.0,A. Brooks enters the game for K. Hinrich,,15,16
70,1,3:06.0,,M. Barnes misses 3-pt jump shot from 25 ft,15,16
71,1,3:04.0,,Offensive rebound by D. Jordan,15,16
72,1,2:54.0,,B. Griffin misses 2-pt jump shot from 18 ft,15,16
73,1,2:53.0,Defensive rebound by N. Mirotić,,15,16
74,1,2:39.0,T. Gibson misses 2-pt jump shot from 11 ft,,15,16
75,1,2:38.0,,Defensive rebound by D. Jordan,15,16
76,1,2:28.0,,M. Barnes misses 2-pt jump shot from 3 ft,15,16
77,1,2:24.0,,Offensive rebound by B. Griffin,15,16
78,1,2:24.0,,B. Griffin misses 2-pt tip-in at rim,15,16
79,1,2:21.0,Defensive rebound by M. Dunleavy,,15,16
80,1,2:15.0,,Violation by M. Barnes (kicked ball),15,16
81,1,2:15.0,Chicago full timeout,,15,16
82,1,2:15.0,,S. Hawes enters the game for D. Jordan,15,16
83,1,2:15.0,,R. Bullock enters the game for M. Barnes,15,16
84,1,2:02.0,A. Brooks makes 2-pt jump shot from 8 ft,,17,16
85,1,1:40.0,,R. Bullock misses 2-pt jump shot from 6 ft,17,16
86,1,1:38.0,Defensive rebound by T. Gibson,,17,16
87,1,1:18.0,N. Mirotić makes 3-pt jump shot from 25 ft (assist by T. Gibson),,20,16
88,1,0:58.0,,S. Hawes makes 2-pt jump shot from 8 ft (assist by J. Crawford),20,18
89,1,0:44.0,A. Brooks misses 2-pt hook shot from 8 ft,,20,18
90,1,0:39.0,,Defensive rebound by S. Hawes,20,18
91,1,0:34.0,,J. Farmar enters the game for C. Paul,20,18
92,1,0:22.0,,B. Griffin misses 2-pt hook shot from 6 ft (block by T. Gibson),20,18
93,1,0:22.0,,Offensive rebound by Team,20,18
94,1,0:19.0,,B. Griffin misses 3-pt jump shot from 25 ft,20,18
95,1,0:16.0,Defensive rebound by M. Dunleavy,,20,18
96,1,0:06.0,Personal take foul by J. Farmar (drawn by A. Brooks),,20,18
97,1,0:03.0,Shooting foul by S. Hawes (drawn by N. Mirotić),,20,18
98,1,0:03.0,N. Mirotić makes free throw 1 of 2,,21,18
99,1,0:03.0,E. Moore enters the game for A. Brooks,,21,18
100,1,0:03.0,,J. Redick enters the game for B. Griffin,21,18
101,1,0:03.0,N. Mirotić misses free throw 2 of 2,,21,18
102,1,0:02.0,,Defensive rebound by S. Hawes,21,18
103,1,0:01.0,,S. Hawes misses 3-pt jump shot from 66 ft,21,18
104,1,0:00.0,,Offensive rebound by Team,21,18
105,2,11:36.0,N. Mirotić misses 3-pt jump shot from 26 ft,,21,18
106,2,11:35.0,,Defensive rebound by J. Crawford,21,18
107,2,11:28.0,,J. Crawford misses 3-pt jump shot from 25 ft,21,18
108,2,11:26.0,Defensive rebound by D. McDermott,,21,18
109,2,11:14.0,A. Brooks misses 3-pt jump shot from 26 ft,,21,18
110,2,11:12.0,Offensive rebound by J. Butler,,21,18
111,2,11:04.0,Shooting block foul by G. Davis (drawn by T. Gibson),,21,18
112,2,11:04.0,T. Gibson misses free throw 1 of 2,,21,18
113,2,11:04.0,Offensive rebound by Team,,21,18
114,2,11:04.0,T. Gibson makes free throw 2 of 2,,22,18
115,2,10:51.0,,G. Davis makes 2-pt jump shot from 16 ft (assist by J. Crawford),22,20
116,2,10:45.0,J. Butler misses 2-pt layup from 3 ft,,22,20
117,2,10:41.0,,Defensive rebound by R. Bullock,22,20
118,2,10:32.0,,J. Crawford makes 2-pt jump shot from 18 ft,22,22
119,2,10:32.0,,Shooting foul by N. Mirotić (drawn by J. Crawford),22,22
120,2,10:32.0,,J. Crawford makes free throw 1 of 1,22,23
121,2,10:25.0,Personal foul by J. Farmar (drawn by A. Brooks),,22,23
122,2,10:11.0,N. Mirotić makes 2-pt jump shot from 19 ft (assist by T. Gibson),,24,23
123,2,9:52.0,,J. Crawford makes 2-pt jump shot from 19 ft,24,25
124,2,9:37.0,N. Mirotić makes 2-pt layup from 1 ft,,26,25
125,2,9:13.0,,J. Crawford misses 3-pt jump shot from 28 ft,26,25
126,2,9:11.0,Defensive rebound by D. McDermott,,26,25
127,2,9:02.0,D. McDermott misses 3-pt jump shot from 26 ft,,26,25
128,2,9:00.0,,Defensive rebound by S. Hawes,26,25
129,2,8:52.0,,J. Crawford makes 2-pt jump shot from 16 ft,26,27
130,2,8:52.0,,Shooting foul by D. McDermott (drawn by J. Crawford),26,27
131,2,8:52.0,Official timeout,,26,27
132,2,8:52.0,,J. Crawford makes free throw 1 of 1,26,28
133,2,8:36.0,N. Mirotić misses 3-pt jump shot from 27 ft,,26,28
134,2,8:35.0,,Defensive rebound by S. Hawes,26,28
135,2,8:25.0,,G. Davis makes 2-pt layup from 1 ft (assist by J. Farmar),26,30
136,2,8:25.0,,Shooting foul by N. Mirotić (drawn by G. Davis),26,30
137,2,8:25.0,,G. Davis misses free throw 1 of 1,26,30
138,2,8:22.0,Defensive rebound by N. Mirotić,,26,30
139,2,8:11.0,A. Brooks misses 2-pt jump shot from 11 ft,,26,30
140,2,8:10.0,,Defensive rebound by G. Davis,26,30
141,2,7:59.0,,J. Farmar misses 2-pt jump shot from 20 ft,26,30
142,2,7:59.0,,Offensive rebound by Team,26,30
143,2,7:59.0,J. Noah enters the game for T. Gibson,,26,30
144,2,7:59.0,K. Hinrich enters the game for J. Butler,,26,30
145,2,7:39.0,,S. Hawes makes 3-pt jump shot from 25 ft (assist by J. Crawford),26,33
146,2,7:17.0,N. Mirotić misses 3-pt jump shot from 24 ft,,26,33
147,2,7:15.0,Offensive rebound by N. Mirotić,,26,33
148,2,7:12.0,N. Mirotić misses 2-pt jump shot from 6 ft,,26,33
149,2,7:12.0,Offensive rebound by J. Noah,,26,33
150,2,7:12.0,J. Noah makes 2-pt layup from 1 ft,,28,33
151,2,7:12.0,Shooting foul by S. Hawes (drawn by J. Noah),,28,33
152,2,7:12.0,,D. Jordan enters the game for G. Davis,28,33
153,2,7:12.0,J. Noah misses free throw 1 of 1,,28,33
154,2,7:10.0,,Defensive rebound by D. Jordan,28,33
155,2,6:59.0,,C. Paul enters the game for R. Bullock,28,33
156,2,6:57.0,,J. Crawford makes 2-pt jump shot from 3 ft (assist by J. Farmar),28,35
157,2,6:50.0,D. McDermott misses 3-pt jump shot from 25 ft,,28,35
158,2,6:47.0,,Defensive rebound by D. Jordan,28,35
159,2,6:39.0,,S. Hawes makes 3-pt jump shot from 25 ft (assist by J. Crawford),28,38
160,2,6:31.0,Chicago full timeout,,28,38
161,2,6:31.0,J. Butler enters the game for N. Mirotić,,28,38
162,2,6:31.0,T. Gibson enters the game for D. McDermott,,28,38
163,2,6:15.0,,Violation by D. Jordan (def goaltending),28,38
164,2,6:15.0,T. Gibson makes 2-pt jump shot from 9 ft (assist by J. Butler),,30,38
165,2,6:03.0,,J. Farmar misses 3-pt jump shot from 25 ft,30,38
166,2,6:02.0,,Offensive rebound by Team,30,38
167,2,6:02.0,Loose ball foul by T. Gibson (drawn by S. Hawes),,30,38
168,2,6:02.0,,B. Griffin enters the game for S. Hawes,30,38
169,2,5:50.0,,J. Crawford makes 2-pt jump shot from 16 ft,30,40
170,2,5:37.0,A. Brooks misses 3-pt jump shot from 27 ft,,30,40
171,2,5:36.0,,Defensive rebound by D. Jordan,30,40
172,2,5:26.0,,C. Paul makes 2-pt jump shot from 14 ft,30,42
173,2,5:03.0,Turnover by J. Noah (bad pass; steal by J. Crawford),,30,42
174,2,4:50.0,,J. Crawford misses 2-pt jump shot from 18 ft,30,42
175,2,4:48.0,Defensive rebound by T. Gibson,,30,42
176,2,4:41.0,Shooting foul by J. Crawford (drawn by J. Butler),,30,42
177,2,4:41.0,J. Butler makes free throw 1 of 2,,31,42
178,2,4:41.0,,M. Barnes enters the game for J. Crawford,31,42
179,2,4:41.0,,J. Redick enters the game for J. Farmar,31,42
180,2,4:41.0,J. Butler makes free throw 2 of 2,,32,42
181,2,4:26.0,,C. Paul makes 2-pt jump shot from 16 ft,32,44
182,2,4:03.0,J. Butler misses 2-pt jump shot from 6 ft,,32,44
183,2,4:02.0,Offensive rebound by J. Noah,,32,44
184,2,4:00.0,M. Dunleavy enters the game for A. Brooks,,32,44
185,2,3:53.0,J. Butler misses 3-pt jump shot from 26 ft,,32,44
186,2,3:51.0,,Defensive rebound by D. Jordan,32,44
187,2,3:44.0,,C. Paul makes 2-pt jump shot from 19 ft,32,46
188,2,3:24.0,M. Dunleavy makes 2-pt jump shot from 17 ft (assist by J. Noah),,34,46
189,2,3:14.0,,C. Paul misses 2-pt jump shot from 11 ft,34,46
190,2,3:12.0,Defensive rebound by M. Dunleavy,,34,46
191,2,3:01.0,J. Butler makes 3-pt jump shot from 25 ft (assist by J. Noah),,37,46
192,2,2:49.0,,B. Griffin misses 2-pt jump shot from 7 ft,37,46
193,2,2:47.0,Defensive rebound by J. Noah,,37,46
194,2,2:39.0,J. Noah makes 2-pt layup from 4 ft (assist by K. Hinrich),,39,46
195,2,2:39.0,,Violation by D. Jordan (def goaltending),39,46
196,2,2:39.0,Shooting block foul by B. Griffin (drawn by J. Noah),,39,46
197,2,2:39.0,,LA Clippers full timeout,39,46
198,2,2:39.0,J. Noah makes free throw 1 of 1,,40,46
199,2,2:27.0,,M. Barnes makes 3-pt jump shot from 24 ft (assist by B. Griffin),40,49
200,2,2:08.0,J. Noah misses 2-pt layup at rim,,40,49
201,2,2:05.0,Offensive rebound by T. Gibson,,40,49
202,2,2:05.0,T. Gibson makes 2-pt tip-in from 1 ft,,42,49
203,2,1:50.0,,Shooting foul by J. Noah (drawn by B. Griffin),42,49
204,2,1:50.0,,B. Griffin misses free throw 1 of 2,42,49
205,2,1:50.0,,Offensive rebound by Team,42,49
206,2,1:50.0,,B. Griffin makes free throw 2 of 2,42,50
207,2,1:34.0,T. Gibson makes 2-pt hook shot from 2 ft (assist by J. Butler),,44,50
208,2,1:08.0,,M. Barnes misses 3-pt jump shot from 25 ft,44,50
209,2,1:07.0,,Offensive rebound by D. Jordan,44,50
210,2,1:02.0,,J. Redick misses 2-pt jump shot from 20 ft,44,50
211,2,1:01.0,Defensive rebound by M. Dunleavy,,44,50
212,2,0:47.0,K. Hinrich misses 2-pt jump shot from 18 ft (block by D. Jordan),,44,50
213,2,0:44.0,,Defensive rebound by B. Griffin,44,50
214,2,0:38.0,,Turnover by B. Griffin (lost ball; steal by J. Butler),44,50
215,2,0:36.0,Shooting foul by M. Barnes (drawn by T. Gibson),,44,50
216,2,0:36.0,T. Gibson misses free throw 1 of 2,,44,50
217,2,0:36.0,Offensive rebound by Team,,44,50
218,2,0:36.0,,J. Crawford enters the game for M. Barnes,44,50
219,2,0:36.0,,S. Hawes enters the game for D. Jordan,44,50
220,2,0:36.0,T. Gibson makes free throw 2 of 2,,45,50
221,2,0:28.0,,S. Hawes misses 3-pt jump shot from 26 ft,45,50
222,2,0:27.0,Defensive rebound by J. Butler,,45,50
223,2,0:04.0,K. Hinrich misses 2-pt jump shot from 8 ft,,45,50
224,2,0:03.0,,Defensive rebound by J. Crawford,45,50
225,2,0:00.0,,Turnover by J. Crawford (lost ball; steal by T. Gibson),45,50
226,2,0:00.0,J. Butler makes 2-pt jump shot from 16 ft,,47,50
227,2,0:00.0,Shooting foul by J. Crawford (drawn by J. Butler),,47,50
228,2,0:00.0,J. Butler makes free throw 1 of 1,,48,50
229,3,11:39.0,J. Butler misses 2-pt jump shot from 22 ft,,48,50
230,3,11:37.0,,Defensive rebound by M. Barnes,48,50
231,3,11:31.0,,Turnover by M. Barnes (bad pass; steal by K. Hinrich),48,50
232,3,11:23.0,K. Hinrich makes 3-pt jump shot from 26 ft (assist by J. Butler),,51,50
233,3,11:09.0,,Personal foul by J. Noah (drawn by B. Griffin),51,50
234,3,11:02.0,,M. Barnes makes 3-pt jump shot from 25 ft (assist by C. Paul),51,53
235,3,10:44.0,J. Noah makes 2-pt jump shot from 20 ft (assist by K. Hinrich),,53,53
236,3,10:26.0,,B. Griffin misses 2-pt jump shot from 18 ft,53,53
237,3,10:25.0,Defensive rebound by J. Noah,,53,53
238,3,10:15.0,J. Butler misses 3-pt jump shot from 26 ft,,53,53
239,3,10:14.0,,Defensive rebound by D. Jordan,53,53
240,3,10:08.0,,Personal foul by K. Hinrich (drawn by C. Paul),53,53
241,3,10:04.0,,Personal foul by K. Hinrich (drawn by C. Paul),53,53
242,3,9:52.0,,B. Griffin misses 2-pt jump shot from 7 ft,53,53
243,3,9:48.0,,Offensive rebound by D. Jordan,53,53
244,3,9:48.0,,D. Jordan misses 2-pt tip-in from 1 ft,53,53
245,3,9:45.0,Defensive rebound by J. Butler,,53,53
246,3,9:39.0,J. Noah misses 2-pt jump shot from 5 ft (block by D. Jordan),,53,53
247,3,9:36.0,,Defensive rebound by B. Griffin,53,53
248,3,9:29.0,,Turnover by B. Griffin (bad pass; steal by K. Hinrich),53,53
249,3,9:16.0,K. Hinrich makes 3-pt jump shot from 24 ft (assist by J. Noah),,56,53
250,3,9:14.0,,LA Clippers full timeout,56,53
251,3,8:58.0,,J. Redick makes 3-pt jump shot from 24 ft (assist by C. Paul),56,56
252,3,8:49.0,J. Butler makes 2-pt dunk at rim (assist by K. Hinrich),,58,56
253,3,8:29.0,,C. Paul misses 2-pt jump shot from 15 ft,58,56
254,3,8:26.0,,Offensive rebound by B. Griffin,58,56
255,3,8:22.0,,D. Jordan makes 2-pt dunk at rim (assist by B. Griffin),58,58
256,3,8:06.0,M. Dunleavy misses 3-pt jump shot from 24 ft,,58,58
257,3,8:04.0,,Defensive rebound by D. Jordan,58,58
258,3,7:57.0,,C. Paul misses 2-pt jump shot from 10 ft,58,58
259,3,7:53.0,Defensive rebound by M. Dunleavy,,58,58
260,3,7:40.0,M. Dunleavy makes 2-pt layup at rim (assist by J. Noah),,60,58
261,3,7:24.0,,J. Redick misses 2-pt jump shot from 20 ft,60,58
262,3,7:22.0,Defensive rebound by K. Hinrich,,60,58
263,3,7:09.0,T. Gibson misses 2-pt jump shot from 15 ft,,60,58
264,3,7:07.0,Offensive rebound by K. Hinrich,,60,58
265,3,7:02.0,K. Hinrich makes 3-pt jump shot from 23 ft,,63,58
266,3,6:49.0,,D. Jordan makes 2-pt dunk at rim (assist by M. Barnes),63,60
267,3,6:23.0,J. Butler misses 2-pt jump shot from 12 ft,,63,60
268,3,6:22.0,Offensive rebound by J. Butler,,63,60
269,3,6:18.0,T. Gibson makes 2-pt layup from 2 ft (assist by J. Butler),,65,60
270,3,6:05.0,Offensive charge foul by B. Griffin (drawn by J. Noah),,65,60
271,3,6:05.0,,Turnover by B. Griffin (offensive foul),65,60
272,3,5:51.0,Personal block foul by M. Barnes (drawn by J. Butler),,65,60
273,3,5:40.0,Personal foul by C. Paul (drawn by J. Noah),,65,60
274,3,5:34.0,Offensive foul by J. Butler (drawn by C. Paul),,65,60
275,3,5:34.0,Turnover by J. Butler (offensive foul),,65,60
276,3,5:23.0,,J. Redick misses 3-pt jump shot from 24 ft,65,60
277,3,5:22.0,Defensive rebound by J. Noah,,65,60
278,3,5:10.0,Personal foul by C. Paul (drawn by J. Butler),,65,60
279,3,5:10.0,,J. Crawford enters the game for J. Redick,65,60
280,3,5:04.0,T. Gibson makes 2-pt layup from 2 ft (assist by K. Hinrich),,67,60
281,3,4:54.0,,Turnover by C. Paul (bad pass),67,60
282,3,4:39.0,K. Hinrich misses 2-pt layup from 1 ft (block by D. Jordan),,67,60
283,3,4:36.0,,Defensive rebound by D. Jordan,67,60
284,3,4:32.0,,M. Barnes misses 3-pt jump shot from 23 ft,67,60
285,3,4:30.0,Defensive rebound by J. Butler,,67,60
286,3,4:26.0,Shooting foul by M. Barnes (drawn by J. Butler),,67,60
287,3,4:26.0,J. Butler makes free throw 1 of 2,,68,60
288,3,4:26.0,,R. Bullock enters the game for M. Barnes,68,60
289,3,4:26.0,J. Butler makes free throw 2 of 2,,69,60
290,3,4:11.0,,Personal foul by K. Hinrich (drawn by C. Paul),69,60
291,3,4:11.0,Technical foul by K. Hinrich,,69,60
292,3,4:11.0,,J. Crawford misses technical free throw,69,60
293,3,4:11.0,,Offensive rebound by Team,69,60
294,3,4:02.0,,J. Crawford makes 3-pt jump shot from 25 ft (assist by B. Griffin),69,63
295,3,3:36.0,M. Dunleavy misses 3-pt jump shot from 26 ft,,69,63
296,3,3:34.0,,Defensive rebound by R. Bullock,69,63
297,3,3:27.0,,J. Crawford misses 2-pt jump shot from 14 ft,69,63
298,3,3:26.0,Defensive rebound by J. Noah,,69,63
299,3,3:04.0,Turnover by K. Hinrich (lost ball),,69,63
300,3,3:04.0,,S. Hawes enters the game for D. Jordan,69,63
301,3,2:47.0,,Shooting foul by T. Gibson (drawn by B. Griffin),69,63
302,3,2:47.0,Chicago full timeout,,69,63
303,3,2:47.0,N. Mirotić enters the game for J. Noah,,69,63
304,3,2:47.0,A. Brooks enters the game for K. Hinrich,,69,63
305,3,2:47.0,,B. Griffin misses free throw 1 of 2,69,63
306,3,2:47.0,,Offensive rebound by Team,69,63
307,3,2:47.0,,B. Griffin makes free throw 2 of 2,69,64
308,3,2:28.0,J. Butler makes 2-pt layup from 1 ft,,71,64
309,3,2:11.0,,R. Bullock misses 3-pt jump shot from 25 ft,71,64
310,3,2:10.0,Defensive rebound by T. Gibson,,71,64
311,3,1:48.0,N. Mirotić makes 2-pt layup from 1 ft,,73,64
312,3,1:33.0,,Shooting foul by T. Gibson (drawn by B. Griffin),73,64
313,3,1:33.0,,B. Griffin misses free throw 1 of 2,73,64
314,3,1:33.0,,Offensive rebound by Team,73,64
315,3,1:33.0,,B. Griffin misses free throw 2 of 2,73,64
316,3,1:32.0,Defensive rebound by N. Mirotić,,73,64
317,3,1:12.0,T. Gibson makes 2-pt dunk at rim (assist by N. Mirotić),,75,64
318,3,0:57.0,,S. Hawes misses 3-pt jump shot from 25 ft,75,64
319,3,0:56.0,Defensive rebound by N. Mirotić,,75,64
320,3,0:49.0,M. Dunleavy makes 3-pt jump shot from 28 ft (assist by N. Mirotić),,78,64
321,3,0:26.0,,C. Paul misses 2-pt jump shot from 16 ft,78,64
322,3,0:25.0,Defensive rebound by N. Mirotić,,78,64
323,3,0:02.0,Shooting foul by R. Bullock (drawn by A. Brooks),,78,64
324,3,0:02.0,A. Brooks misses free throw 1 of 2,,78,64
325,3,0:02.0,Offensive rebound by Team,,78,64
326,3,0:02.0,,J. Farmar enters the game for R. Bullock,78,64
327,3,0:02.0,E. Moore enters the game for M. Dunleavy,,78,64
328,3,0:02.0,A. Brooks makes free throw 2 of 2,,79,64
329,3,0:02.0,,Turnover by B. Griffin (bad pass; steal by A. Brooks),79,64
330,3,0:01.0,A. Brooks misses 3-pt jump shot from 39 ft,,79,64
331,3,0:00.0,Offensive rebound by Team,,79,64
332,4,11:37.0,,J. Crawford misses 2-pt jump shot from 12 ft,79,64
333,4,11:36.0,Defensive rebound by J. Noah,,79,64
334,4,11:25.0,J. Noah makes 2-pt jump shot from 19 ft,,81,64
335,4,11:07.0,,Turnover by M. Barnes (bad pass),81,64
336,4,10:51.0,N. Mirotić makes 2-pt jump shot from 18 ft (assist by A. Brooks),,83,64
337,4,10:31.0,,M. Barnes makes flagrant free throw 1 of 2,83,65
338,4,10:31.0,,M. Barnes misses flagrant free throw 2 of 2,83,65
339,4,10:22.0,,Offensive rebound by Team,83,65
340,4,10:13.0,,J. Crawford makes 2-pt layup from 1 ft,83,67
341,4,9:50.0,Turnover by J. Butler (bad pass),,83,67
342,4,9:41.0,,D. Jordan makes 2-pt dunk at rim (assist by J. Crawford),83,69
343,4,9:41.0,,Shooting foul by J. Noah (drawn by D. Jordan),83,69
344,4,9:41.0,,D. Jordan misses free throw 1 of 1,83,69
345,4,9:37.0,Defensive rebound by J. Noah,,83,69
346,4,9:27.0,A. Brooks makes 2-pt jump shot from 15 ft,,85,69
347,4,9:09.0,,S. Hawes misses 2-pt hook shot from 6 ft,85,69
348,4,9:07.0,Defensive rebound by J. Noah,,85,69
349,4,8:47.0,A. Brooks makes 2-pt jump shot from 13 ft,,87,69
350,4,8:35.0,,J. Crawford makes 2-pt jump shot from 17 ft,87,71
351,4,8:09.0,J. Noah makes 2-pt layup from 1 ft (assist by J. Butler),,89,71
352,4,7:56.0,,LA Clippers full timeout,89,71
353,4,7:56.0,K. Hinrich enters the game for J. Butler,,89,71
354,4,7:56.0,,B. Griffin enters the game for S. Hawes,89,71
355,4,7:56.0,,C. Paul enters the game for J. Farmar,89,71
356,4,7:46.0,,B. Griffin makes 2-pt layup from 1 ft,89,73
357,4,7:18.0,K. Hinrich misses 3-pt jump shot from 26 ft,,89,73
358,4,7:17.0,,Defensive rebound by Team,89,73
359,4,7:17.0,Loose ball foul by N. Mirotić (drawn by D. Jordan),,89,73
360,4,7:16.0,,J. Redick enters the game for M. Barnes,89,73
361,4,7:16.0,M. Dunleavy enters the game for D. McDermott,,89,73
362,4,7:06.0,,J. Crawford makes 2-pt jump shot from 14 ft,89,75
363,4,6:52.0,M. Dunleavy misses 2-pt jump shot from 10 ft,,89,75
364,4,6:51.0,,Defensive rebound by D. Jordan,89,75
365,4,6:41.0,,Personal foul by N. Mirotić (drawn by B. Griffin),89,75
366,4,6:41.0,T. Gibson enters the game for J. Noah,,89,75
367,4,6:41.0,J. Butler enters the game for A. Brooks,,89,75
368,4,6:29.0,,C. Paul makes 3-pt jump shot from 26 ft,89,78
369,4,6:08.0,J. Butler misses 2-pt jump shot from 11 ft (block by J. Redick),,89,78
370,4,6:08.0,Offensive rebound by Team,,89,78
371,4,6:05.0,N. Mirotić misses 2-pt jump shot from 8 ft,,89,78
372,4,6:04.0,,Defensive rebound by B. Griffin,89,78
373,4,5:59.0,,J. Crawford misses 3-pt jump shot from 27 ft,89,78
374,4,5:58.0,,Offensive rebound by B. Griffin,89,78
375,4,5:58.0,Loose ball foul by K. Hinrich (drawn by B. Griffin),,89,78
376,4,5:58.0,Official timeout,,89,78
377,4,5:58.0,,B. Griffin makes free throw 1 of 2,89,79
378,4,5:58.0,,B. Griffin misses free throw 2 of 2,89,79
379,4,5:56.0,Defensive rebound by N. Mirotić,,89,79
380,4,5:41.0,T. Gibson makes 2-pt dunk at rim (assist by J. Butler),,91,79
381,4,5:20.0,,D. Jordan makes 2-pt layup from 1 ft (assist by J. Redick),91,81
382,4,5:20.0,,Shooting foul by N. Mirotić (drawn by D. Jordan),91,81
383,4,5:20.0,J. Noah enters the game for N. Mirotić,,91,81
