,QUARTER,TIME_REMAINING,HOUSTON_ACTION,CLEVELAND_ACTION,HOUSTON_SCORE,CLEVELAND_SCORE
147,2,7:23.0,,K. Irving makes 2-pt jump shot from 15 ft,35,36
148,2,7:02.0,D. Howard makes 2-pt jump shot from 5 ft,,37,36
149,2,6:52.0,,Shooting foul by J. Terry (drawn by T. Thompson),37,36
150,2,6:52.0,,T. Thompson makes free throw 1 of 2,37,37
151,2,6:52.0,T. Ariza enters the game for J. Terry,,37,37
152,2,6:52.0,J. Harden enters the game for C. Brewer,,37,37
153,2,6:52.0,,T. Thompson makes free throw 2 of 2,37,38
154,2,6:36.0,P. Beverley misses 3-pt jump shot from 25 ft,,37,38
155,2,6:35.0,,Defensive rebound by K. Love,37,38
156,2,6:23.0,,K. Love misses 3-pt jump shot from 25 ft,37,38
157,2,6:22.0,Defensive rebound by P. Beverley,,37,38
158,2,6:06.0,J. Harden misses 3-pt jump shot from 23 ft,,37,38
159,2,6:05.0,,Defensive rebound by K. Love,37,38
160,2,5:59.0,,K. Irving makes 2-pt jump shot from 5 ft,37,40
161,2,5:38.0,,Offensive charge foul by P. Beverley (drawn by M. Miller),37,40
162,2,5:38.0,Turnover by P. Beverley (offensive foul),,37,40
163,2,5:38.0,Official timeout,,37,40
164,2,5:20.0,,T. Thompson misses 2-pt jump shot from 4 ft,37,40
165,2,5:19.0,Defensive rebound by J. Harden,,37,40
166,2,5:05.0,D. Motiejūnas misses 2-pt jump shot from 7 ft,,37,40
167,2,5:04.0,Offensive rebound by D. Howard,,37,40
168,2,5:04.0,Shooting foul by K. Love (drawn by D. Howard),,37,40
169,2,5:04.0,D. Howard misses free throw 1 of 2,,37,40
170,2,5:04.0,Offensive rebound by Team,,37,40
171,2,5:04.0,D. Howard misses free throw 2 of 2,,37,40
172,2,5:04.0,Offensive rebound by T. Ariza,,37,40
173,2,4:56.0,J. Harden misses 2-pt layup from 2 ft,,37,40
174,2,4:54.0,Offensive rebound by D. Howard,,37,40
175,2,4:54.0,D. Howard misses 2-pt tip-in from 1 ft,,37,40
176,2,4:52.0,Offensive rebound by D. Howard,,37,40
177,2,4:50.0,T. Ariza makes 3-pt jump shot from 26 ft (assist by D. Howard),,40,40
178,2,4:25.0,,K. Irving misses 3-pt jump shot from 24 ft,40,40
179,2,4:24.0,Defensive rebound by J. Harden,,40,40
180,2,4:07.0,T. Ariza makes 3-pt jump shot from 24 ft (assist by D. Howard),,43,40
181,2,3:59.0,,Cleveland full timeout,43,40
182,2,3:59.0,,M. Dellavedova enters the game for J. Jones,43,40
183,2,3:50.0,,Turnover by M. Miller (lost ball),43,40
184,2,3:32.0,P. Beverley misses 3-pt jump shot from 24 ft,,43,40
185,2,3:31.0,,Defensive rebound by M. Miller,43,40
186,2,3:26.0,,K. Irving makes 2-pt layup from 1 ft,43,42
187,2,3:04.0,J. Harden makes 2-pt jump shot from 18 ft,,45,42
188,2,2:39.0,,M. Miller misses 2-pt jump shot from 11 ft,45,42
189,2,2:36.0,Defensive rebound by D. Howard,,45,42
190,2,2:31.0,T. Ariza misses 3-pt jump shot from 24 ft,,45,42
191,2,2:30.0,Offensive rebound by J. Harden,,45,42
192,2,2:26.0,T. Ariza misses 3-pt jump shot from 25 ft,,45,42
193,2,2:25.0,,Defensive rebound by K. Love,45,42
194,2,2:07.0,,K. Love misses 2-pt jump shot from 11 ft,45,42
195,2,2:04.0,Defensive rebound by P. Beverley,,45,42
196,2,1:58.0,J. Harden misses 2-pt jump shot from 4 ft,,45,42
197,2,1:57.0,Offensive rebound by J. Harden,,45,42
198,2,1:54.0,Turnover by D. Howard (3 sec),,45,42
199,2,1:54.0,J. Smith enters the game for D. Motiejūnas,,45,42
200,2,1:54.0,,S. Marion enters the game for K. Love,45,42
201,2,1:54.0,J. Terry enters the game for P. Beverley,,45,42
202,2,1:54.0,,J. Jones enters the game for M. Miller,45,42
203,2,1:30.0,,J. Jones makes 3-pt jump shot from 23 ft (assist by S. Marion),45,45
204,2,1:16.0,Shooting foul by T. Thompson (drawn by J. Harden),,45,45
205,2,1:16.0,J. Harden makes free throw 1 of 2,,46,45
206,2,1:16.0,,B. Haywood enters the game for T. Thompson,46,45
207,2,1:16.0,Houston full timeout,,46,45
208,2,1:16.0,J. Harden makes free throw 2 of 2,,47,45
209,2,1:03.0,,Turnover by B. Haywood (bad pass; steal by T. Ariza),47,45
210,2,0:50.0,J. Harden misses 3-pt jump shot from 26 ft,,47,45
211,2,0:49.0,,Defensive rebound by K. Irving,47,45
212,2,0:43.0,,M. Dellavedova misses 3-pt jump shot from 25 ft,47,45
213,2,0:42.0,Defensive rebound by T. Ariza,,47,45
214,2,0:35.0,J. Smith makes 2-pt jump shot from 5 ft (assist by J. Harden),,49,45
215,2,0:14.0,,K. Irving makes 3-pt jump shot from 25 ft (assist by M. Dellavedova),49,48
216,2,0:02.0,J. Harden misses 2-pt jump shot from 4 ft,,49,48
217,2,0:01.0,Offensive rebound by D. Howard,,49,48
218,2,0:01.0,D. Howard misses 2-pt tip-in from 1 ft,,49,48
219,2,0:00.0,Offensive rebound by D. Howard,,49,48
220,3,11:41.0,,K. Love misses 2-pt jump shot from 21 ft,49,48
221,3,11:40.0,,Offensive rebound by T. Thompson,49,48
222,3,11:29.0,,M. Dellavedova misses 2-pt jump shot from 10 ft,49,48
223,3,11:26.0,,Offensive rebound by K. Love,49,48
224,3,11:26.0,,K. Love makes 2-pt tip-in at rim,49,50
225,3,11:04.0,T. Ariza misses 3-pt jump shot from 22 ft,,49,50
226,3,11:03.0,Offensive rebound by Team,,49,50
227,3,10:55.0,D. Motiejūnas makes 2-pt layup from 1 ft (assist by J. Harden),,51,50
228,3,10:36.0,,Personal foul by D. Howard (drawn by K. Irving),51,50
229,3,10:27.0,,T. Thompson makes 2-pt dunk at rim,51,52
230,3,10:07.0,D. Howard misses 2-pt hook shot from 4 ft,,51,52
231,3,10:06.0,,Defensive rebound by T. Thompson,51,52
232,3,10:05.0,,Personal foul by P. Beverley (drawn by K. Irving),51,52
233,3,9:43.0,,K. Irving makes 2-pt jump shot from 11 ft,51,54
234,3,9:28.0,P. Beverley makes 2-pt jump shot from 4 ft,,53,54
235,3,9:07.0,,K. Love makes 2-pt hook shot from 5 ft (assist by M. Miller),53,56
236,3,8:41.0,J. Harden misses 2-pt layup from 2 ft,,53,56
237,3,8:38.0,,Defensive rebound by K. Love,53,56
238,3,8:36.0,,Turnover by K. Love (bad pass; steal by T. Ariza),53,56
239,3,8:32.0,J. Harden makes 2-pt dunk at rim (assist by T. Ariza),,55,56
240,3,8:20.0,,K. Irving makes 3-pt jump shot from 27 ft (assist by K. Love),55,59
241,3,8:01.0,D. Howard misses 2-pt jump shot from 5 ft,,55,59
242,3,8:00.0,,Defensive rebound by K. Love,55,59
243,3,7:46.0,,Turnover by K. Irving (bad pass),55,59
244,3,7:29.0,D. Howard makes 2-pt dunk at rim (assist by D. Motiejūnas),,57,59
245,3,7:29.0,Shooting foul by M. Miller (drawn by D. Howard),,57,59
246,3,7:29.0,D. Howard misses free throw 1 of 1,,57,59
247,3,7:29.0,,Defensive rebound by Team,57,59
248,3,7:29.0,Loose ball foul by T. Ariza (drawn by K. Love),,57,59
249,3,7:13.0,,K. Irving misses 3-pt jump shot from 25 ft,57,59
250,3,7:12.0,Defensive rebound by D. Howard,,57,59
251,3,7:08.0,Turnover by J. Harden (bad pass; steal by M. Miller),,57,59
252,3,7:01.0,,K. Love makes 2-pt layup at rim (assist by K. Irving),57,61
253,3,6:46.0,D. Howard misses 2-pt layup from 1 ft,,57,61
254,3,6:44.0,Offensive rebound by D. Motiejūnas,,57,61
255,3,6:44.0,D. Motiejūnas makes 2-pt tip-in at rim,,59,61
256,3,6:29.0,,J. Smith enters the game for M. Dellavedova,59,61
257,3,6:19.0,,K. Irving makes 2-pt layup at rim,59,63
258,3,6:19.0,Houston full timeout,,59,63
259,3,5:58.0,D. Motiejūnas misses 3-pt jump shot from 23 ft,,59,63
260,3,5:57.0,Offensive rebound by D. Howard,,59,63
261,3,5:54.0,D. Howard misses 2-pt layup at rim (block by J. Smith),,59,63
262,3,5:52.0,Offensive rebound by T. Ariza,,59,63
263,3,5:45.0,P. Beverley misses 3-pt jump shot from 23 ft,,59,63
264,3,5:44.0,Offensive rebound by Team,,59,63
265,3,5:27.0,P. Beverley makes 3-pt jump shot from 22 ft (assist by T. Ariza),,62,63
266,3,4:58.0,,K. Love misses 2-pt jump shot from 14 ft,62,63
267,3,4:55.0,,Offensive rebound by T. Thompson,62,63
268,3,4:49.0,,K. Irving makes 2-pt layup at rim,62,65
269,3,4:33.0,D. Motiejūnas makes 2-pt hook shot from 4 ft (assist by P. Beverley),,64,65
270,3,4:18.0,,K. Irving misses 2-pt layup at rim,64,65
271,3,4:16.0,Defensive rebound by J. Harden,,64,65
272,3,4:08.0,T. Ariza misses 3-pt jump shot from 25 ft,,64,65
273,3,4:07.0,Offensive rebound by D. Howard,,64,65
274,3,3:59.0,J. Harden misses 2-pt layup from 2 ft (block by T. Thompson),,64,65
275,3,3:57.0,,Defensive rebound by K. Love,64,65
276,3,3:52.0,,Personal block foul by D. Motiejūnas (drawn by J. Smith),64,65
277,3,3:52.0,J. Smith enters the game for D. Howard,,64,65
278,3,3:48.0,,Shooting foul by J. Smith (drawn by T. Thompson),64,65
279,3,3:48.0,,T. Thompson makes free throw 1 of 2,64,66
280,3,3:48.0,,J. Harris enters the game for M. Miller,64,66
281,3,3:48.0,J. Terry enters the game for P. Beverley,,64,66
282,3,3:48.0,,T. Thompson makes free throw 2 of 2,64,67
283,3,3:35.0,Personal foul by J. Smith (drawn by J. Harden),,64,67
284,3,3:35.0,,S. Marion enters the game for T. Thompson,64,67
285,3,3:20.0,J. Harden misses 3-pt jump shot from 24 ft,,64,67
286,3,3:18.0,,Defensive rebound by J. Smith,64,67
287,3,3:03.0,,K. Irving makes 2-pt jump shot from 10 ft,64,69
288,3,2:51.0,J. Harden makes 2-pt layup at rim,,66,69
289,3,2:37.0,,Cleveland full timeout,66,69
290,3,2:26.0,,J. Smith misses 3-pt jump shot from 25 ft,66,69
291,3,2:25.0,Defensive rebound by T. Ariza,,66,69
292,3,2:21.0,J. Harden makes 2-pt layup from 1 ft,,68,69
293,3,2:21.0,Shooting foul by J. Smith (drawn by J. Harden),,68,69
294,3,2:21.0,J. Harden makes free throw 1 of 1,,69,69
295,3,2:08.0,,K. Irving misses 2-pt jump shot from 6 ft,69,69
296,3,2:04.0,,Offensive rebound by K. Love,69,69
297,3,2:04.0,,K. Love makes 2-pt tip-in at rim,69,71
298,3,1:48.0,D. Motiejūnas misses 2-pt layup from 1 ft,,69,71
299,3,1:47.0,Offensive rebound by D. Motiejūnas,,69,71
300,3,1:47.0,D. Motiejūnas makes 2-pt layup from 1 ft,,71,71
301,3,1:39.0,,K. Irving misses 2-pt layup at rim,71,71
302,3,1:36.0,Defensive rebound by T. Ariza,,71,71
303,3,1:16.0,C. Brewer enters the game for T. Ariza,,71,71
304,3,1:16.0,D. Howard enters the game for D. Motiejūnas,,71,71
305,3,1:12.0,Turnover by J. Harden (lost ball; steal by K. Irving),,71,71
306,3,0:58.0,,K. Love misses 2-pt layup from 1 ft,71,71
307,3,0:56.0,Defensive rebound by J. Terry,,71,71
308,3,0:52.0,J. Harden misses 3-pt jump shot from 25 ft,,71,71
309,3,0:51.0,Offensive rebound by D. Howard,,71,71
310,3,0:50.0,Shooting foul by J. Harris (drawn by D. Howard),,71,71
311,3,0:50.0,D. Howard makes free throw 1 of 2,,72,71
312,3,0:50.0,,M. Dellavedova enters the game for K. Irving,72,71
313,3,0:50.0,D. Howard makes free throw 2 of 2,,73,71
314,3,0:31.0,,S. Marion misses 2-pt layup from 1 ft,73,71
315,3,0:30.0,,Offensive rebound by K. Love,73,71
316,3,0:30.0,,K. Love makes 2-pt tip-in at rim,73,73
317,3,0:07.0,Personal foul by J. Smith (drawn by D. Howard),,73,73
318,3,0:07.0,D. Howard misses free throw 1 of 2,,73,73
319,3,0:07.0,Offensive rebound by Team,,73,73
320,3,0:07.0,,K. Irving enters the game for S. Marion,73,73
321,3,0:07.0,T. Ariza enters the game for J. Smith,,73,73
322,3,0:07.0,D. Howard misses free throw 2 of 2,,73,73
323,3,0:06.0,,Defensive rebound by K. Love,73,73
324,3,0:06.0,,Personal foul by C. Brewer (drawn by K. Love),73,73
325,3,0:06.0,,K. Love makes free throw 1 of 2,73,74
326,3,0:06.0,,S. Marion enters the game for K. Irving,73,74
327,3,0:06.0,J. Smith enters the game for D. Howard,,73,74
328,3,0:06.0,,K. Love misses free throw 2 of 2,73,74
329,3,0:05.0,Defensive rebound by J. Smith,,73,74
330,3,0:01.0,Turnover by J. Harden (lost ball),,73,74
331,3,0:00.0,,J. Smith misses 3-pt jump shot from 40 ft,73,74
332,3,0:00.0,,Offensive rebound by Team,73,74
333,4,11:46.0,J. Smith makes 2-pt jump shot from 13 ft,,75,74
334,4,11:30.0,,Turnover by J. Smith (bad pass),75,74
335,4,11:17.0,Turnover by J. Smith (bad pass),,75,74
336,4,11:03.0,,J. Harris misses 3-pt jump shot from 26 ft,75,74
337,4,11:02.0,Defensive rebound by D. Howard,,75,74
338,4,10:52.0,D. Howard makes 2-pt dunk at rim (assist by C. Brewer),,77,74
339,4,10:31.0,,Turnover by J. Smith (bad pass; steal by C. Brewer),77,74
340,4,10:25.0,P. Beverley misses 3-pt jump shot from 22 ft,,77,74
341,4,10:24.0,,Defensive rebound by S. Marion,77,74
342,4,10:10.0,,T. Thompson makes 2-pt layup from 1 ft (assist by M. Dellavedova),77,76
343,4,10:10.0,,Shooting foul by D. Howard (drawn by T. Thompson),77,76
344,4,10:10.0,,K. Irving enters the game for J. Harris,77,76
345,4,10:10.0,,M. Miller enters the game for J. Smith,77,76
346,4,10:10.0,,T. Thompson makes free throw 1 of 1,77,77
347,4,9:58.0,C. Brewer misses 2-pt jump shot from 9 ft,,77,77
348,4,9:57.0,Offensive rebound by D. Howard,,77,77
349,4,9:57.0,D. Howard makes 2-pt dunk at rim,,79,77
350,4,9:43.0,Offensive charge foul by T. Thompson (drawn by J. Smith),,79,77
351,4,9:43.0,,Turnover by T. Thompson (offensive foul),79,77
352,4,9:27.0,P. Beverley misses 3-pt jump shot from 24 ft,,79,77
353,4,9:25.0,Offensive rebound by D. Howard,,79,77
354,4,9:24.0,Shooting foul by K. Irving (drawn by D. Howard),,79,77
355,4,9:24.0,D. Howard makes free throw 1 of 2,,80,77
356,4,9:24.0,D. Howard misses free throw 2 of 2,,80,77
357,4,9:24.0,Offensive rebound by C. Brewer,,80,77
358,4,9:24.0,C. Brewer misses 2-pt tip-in at rim,,80,77
359,4,9:23.0,,Defensive rebound by M. Miller,80,77
360,4,9:04.0,,M. Miller misses 3-pt jump shot from 22 ft,80,77
361,4,9:03.0,Defensive rebound by D. Howard,,80,77
362,4,8:56.0,Turnover by J. Terry (bad pass),,80,77
363,4,8:56.0,Official timeout,,80,77
364,4,8:56.0,,K. Love enters the game for S. Marion,80,77
365,4,8:38.0,,M. Dellavedova makes 2-pt jump shot from 14 ft (assist by K. Love),80,79
366,4,8:21.0,D. Howard makes 2-pt dunk at rim (assist by J. Smith),,82,79
367,4,8:02.0,,Personal foul by J. Terry (drawn by K. Irving),82,79
368,4,7:58.0,,Turnover by M. Dellavedova (bad pass),82,79
369,4,7:45.0,J. Smith misses 2-pt jump shot from 19 ft,,82,79
370,4,7:44.0,Offensive rebound by P. Beverley,,82,79
371,4,7:30.0,C. Brewer makes 3-pt jump shot from 25 ft (assist by J. Smith),,85,79
372,4,7:18.0,,Personal foul by P. Beverley (drawn by K. Irving),85,79
373,4,7:11.0,,K. Irving misses 2-pt jump shot from 8 ft,85,79
374,4,7:10.0,Defensive rebound by J. Smith,,85,79
375,4,6:56.0,J. Terry misses 3-pt jump shot from 22 ft,,85,79
376,4,6:55.0,,Defensive rebound by Team,85,79
377,4,6:55.0,,Cleveland full timeout,85,79
378,4,6:39.0,,K. Love misses 3-pt jump shot from 25 ft,85,79
379,4,6:38.0,Defensive rebound by D. Howard,,85,79
380,4,6:22.0,Turnover by D. Howard (bad pass; steal by M. Miller),,85,79
381,4,6:16.0,,K. Irving misses 2-pt layup from 1 ft (block by J. Smith),85,79
382,4,6:14.0,Defensive rebound by J. Terry,,85,79
383,4,6:07.0,C. Brewer makes 3-pt jump shot from 23 ft (assist by J. Terry),,88,79
384,4,5:56.0,,Personal foul by P. Beverley (drawn by K. Irving),88,79
385,4,5:56.0,,J. Harris enters the game for M. Miller,88,79
386,4,5:56.0,T. Ariza enters the game for P. Beverley,,88,79
387,4,5:48.0,,M. Dellavedova makes 3-pt jump shot from 24 ft (assist by K. Love),88,82
388,4,5:30.0,Turnover by J. Smith (bad pass; steal by T. Thompson),,88,82
389,4,5:08.0,,M. Dellavedova misses 3-pt jump shot from 22 ft,88,82
390,4,5:06.0,Defensive rebound by J. Smith,,88,82
391,4,5:03.0,Shooting foul by J. Harris (drawn by C. Brewer),,88,82
392,4,5:03.0,C. Brewer makes free throw 1 of 2,,89,82
393,4,5:03.0,C. Brewer makes free throw 2 of 2,,90,82
