,QUARTER,TIME_REMAINING,PHOENIX_ACTION,WASHINGTON_ACTION,PHOENIX_SCORE,WASHINGTON_SCORE
57,1,5:43.0,,Offensive rebound by P. Pierce,10,15
58,1,5:38.0,,Personal foul by E. Bledsoe (drawn by P. Pierce),10,15
59,1,5:37.0,,M. Gortat misses 2-pt jump shot from 8 ft,10,15
60,1,5:36.0,Defensive rebound by E. Bledsoe,,10,15
61,1,5:34.0,Personal foul by B. Beal (drawn by M. Morris),,10,15
62,1,5:34.0,Personal foul by B. Beal (drawn by M. Morris),,10,15
63,1,5:34.0,G. Dragić makes free throw 1 of 2,,11,15
64,1,5:34.0,,R. Butler enters the game for B. Beal,11,15
65,1,5:34.0,G. Dragić makes free throw 2 of 2,,12,15
66,1,5:02.0,,J. Wall misses 2-pt layup from 2 ft (block by M. Plumlee),12,15
67,1,5:01.0,Defensive rebound by M. Plumlee,,12,15
68,1,4:50.0,G. Dragić misses 2-pt jump shot from 12 ft,,12,15
69,1,4:48.0,Offensive rebound by Team,,12,15
70,1,4:32.0,P. Tucker makes 2-pt jump shot from 8 ft,,14,15
71,1,4:14.0,,P. Pierce makes 2-pt jump shot from 19 ft,14,17
72,1,3:49.0,E. Bledsoe misses 2-pt jump shot from 19 ft,,14,17
73,1,3:48.0,Offensive rebound by E. Bledsoe,,14,17
74,1,3:35.0,E. Bledsoe misses 2-pt layup from 2 ft,,14,17
75,1,3:35.0,,Defensive rebound by J. Wall,14,17
76,1,3:24.0,,P. Pierce misses 3-pt jump shot from 26 ft,14,17
77,1,3:21.0,,Offensive rebound by Team,14,17
78,1,3:21.0,,Personal foul by M. Plumlee (drawn by M. Gortat),14,17
79,1,3:21.0,,M. Gortat makes free throw 1 of 2,14,18
80,1,3:21.0,,O. Porter enters the game for P. Pierce,14,18
81,1,3:21.0,M. Morris enters the game for P. Tucker,,14,18
82,1,3:21.0,G. Green enters the game for G. Dragić,,14,18
83,1,3:21.0,,M. Gortat makes free throw 2 of 2,14,19
84,1,3:06.0,Personal foul by K. Humphries (drawn by M. Morris),,14,19
85,1,3:06.0,M. Morris makes free throw 1 of 2,,15,19
86,1,3:06.0,,N. Hilário enters the game for K. Humphries,15,19
87,1,3:06.0,M. Morris makes free throw 2 of 2,,16,19
88,1,2:57.0,,J. Wall misses 2-pt jump shot from 18 ft (block by E. Bledsoe),16,19
89,1,2:56.0,,Offensive rebound by J. Wall,16,19
90,1,2:54.0,,Offensive foul by J. Wall (drawn by G. Green),16,19
91,1,2:54.0,,Turnover by J. Wall (offensive foul),16,19
92,1,2:54.0,Phoenix full timeout,,16,19
93,1,2:54.0,,A. Miller enters the game for J. Wall,16,19
94,1,2:54.0,E. Bledsoe misses 3-pt jump shot from 23 ft,,16,19
95,1,2:53.0,Offensive rebound by M. Plumlee,,16,19
96,1,2:42.0,E. Bledsoe makes 2-pt jump shot from 20 ft,,18,19
97,1,2:02.0,,R. Butler makes 2-pt jump shot from 18 ft,18,21
98,1,1:44.0,M. Morris makes 2-pt layup at rim (assist by M. Morris),,20,21
99,1,1:23.0,,O. Porter makes 2-pt jump shot from 20 ft,20,23
100,1,1:09.0,M. Morris misses 2-pt jump shot from 18 ft,,20,23
101,1,1:09.0,,Defensive rebound by M. Gortat,20,23
102,1,0:56.0,,N. Hilário misses 2-pt jump shot from 15 ft,20,23
103,1,0:55.0,Defensive rebound by G. Green,,20,23
104,1,0:47.0,Turnover by G. Green (bad pass),,20,23
105,1,0:46.0,I. Thomas enters the game for E. Bledsoe,,20,23
106,1,0:46.0,S. Randolph enters the game for M. Morris,,20,23
107,1,0:46.0,,K. Séraphin enters the game for M. Gortat,20,23
108,1,0:20.0,,R. Butler misses 2-pt jump shot from 18 ft,20,23
109,1,0:18.0,Defensive rebound by S. Randolph,,20,23
110,1,0:00.0,I. Thomas makes 2-pt jump shot from 21 ft,,22,23
111,2,12:00.0,G. Green makes 2-pt dunk at rim,,24,23
112,2,11:31.0,,R. Butler makes 2-pt jump shot from 15 ft (assist by N. Hilário),24,25
113,2,11:15.0,G. Green makes 3-pt jump shot from 26 ft,,27,25
114,2,10:55.0,,N. Hilário misses 2-pt jump shot from 16 ft,27,25
115,2,10:54.0,Defensive rebound by M. Plumlee,,27,25
116,2,10:40.0,I. Thomas makes 2-pt jump shot from 16 ft,,29,25
117,2,10:20.0,,K. Séraphin misses 2-pt jump shot from 16 ft,29,25
118,2,10:19.0,Defensive rebound by G. Green,,29,25
119,2,10:11.0,Turnover by G. Green (lost ball),,29,25
120,2,9:47.0,,R. Butler makes 2-pt jump shot from 18 ft,29,27
121,2,9:31.0,G. Green misses 3-pt jump shot from 26 ft,,29,27
122,2,9:30.0,,Defensive rebound by N. Hilário,29,27
123,2,9:25.0,,Turnover by A. Miller (lost ball),29,27
124,2,9:04.0,M. Plumlee makes 2-pt jump shot from 17 ft (assist by M. Morris),,31,27
125,2,8:48.0,,Personal foul by S. Randolph (drawn by A. Miller),31,27
126,2,8:48.0,Official timeout,,31,27
127,2,8:36.0,,K. Séraphin misses 2-pt layup from 1 ft (block by S. Randolph),31,27
128,2,8:31.0,,Offensive rebound by K. Séraphin,31,27
129,2,8:28.0,,K. Séraphin makes 2-pt hook shot from 1 ft,31,29
130,2,8:23.0,Turnover by M. Morris (bad pass; steal by O. Porter),,31,29
131,2,8:09.0,,K. Séraphin makes 2-pt jump shot from 13 ft,31,31
132,2,7:58.0,I. Thomas misses 2-pt jump shot from 22 ft,,31,31
133,2,7:57.0,,Defensive rebound by R. Butler,31,31
134,2,7:42.0,,K. Séraphin misses 2-pt jump shot from 8 ft,31,31
135,2,7:41.0,Defensive rebound by M. Plumlee,,31,31
136,2,7:34.0,G. Green makes 3-pt jump shot from 27 ft,,34,31
137,2,7:10.0,,K. Séraphin makes 2-pt hook shot from 8 ft,34,33
138,2,6:52.0,M. Morris makes 2-pt jump shot from 23 ft,,36,33
139,2,6:40.0,,Offensive foul by N. Hilário (drawn by S. Randolph),36,33
140,2,6:40.0,,Turnover by N. Hilário (offensive foul),36,33
141,2,6:40.0,,B. Beal enters the game for O. Porter,36,33
142,2,6:40.0,A. Len enters the game for S. Randolph,,36,33
143,2,6:40.0,M. Morris enters the game for M. Plumlee,,36,33
144,2,6:25.0,Shooting foul by K. Séraphin (drawn by A. Len),,36,33
145,2,6:25.0,A. Len makes free throw 1 of 2,,37,33
146,2,6:25.0,A. Len misses free throw 2 of 2,,37,33
147,2,6:23.0,Offensive rebound by G. Green,,37,33
148,2,6:18.0,Turnover by I. Thomas (lost ball; steal by R. Butler),,37,33
149,2,6:13.0,,A. Miller misses 2-pt layup from 1 ft (block by A. Len),37,33
150,2,6:13.0,,Offensive rebound by K. Séraphin,37,33
151,2,6:13.0,,Shooting foul by M. Morris (drawn by K. Séraphin),37,33
152,2,6:13.0,,K. Séraphin misses free throw 1 of 2,37,33
153,2,6:13.0,,Offensive rebound by Team,37,33
154,2,6:13.0,,J. Wall enters the game for A. Miller,37,33
155,2,6:13.0,,K. Séraphin makes free throw 2 of 2,37,34
156,2,6:00.0,G. Green misses 2-pt jump shot from 5 ft,,37,34
157,2,5:59.0,Offensive rebound by A. Len,,37,34
158,2,5:55.0,M. Morris makes 3-pt jump shot from 24 ft (assist by A. Len),,40,34
159,2,5:47.0,,Violation by B. Beal (kicked ball),40,34
160,2,5:47.0,,Washington full timeout,40,34
161,2,5:36.0,,Personal foul by G. Green (drawn by N. Hilário),40,34
162,2,5:31.0,,N. Hilário misses 2-pt jump shot from 17 ft,40,34
163,2,5:30.0,Defensive rebound by I. Thomas,,40,34
164,2,5:20.0,Personal foul by R. Butler (drawn by M. Morris),,40,34
165,2,5:20.0,,K. Humphries enters the game for N. Hilário,40,34
166,2,5:20.0,,P. Pierce enters the game for R. Butler,40,34
167,2,5:20.0,G. Dragić enters the game for G. Green,,40,34
168,2,5:13.0,M. Morris makes 2-pt jump shot from 11 ft (assist by I. Thomas),,42,34
169,2,5:00.0,,J. Wall makes 2-pt jump shot from 21 ft,42,36
170,2,4:36.0,M. Morris makes 2-pt jump shot from 14 ft,,44,36
171,2,4:21.0,,B. Beal misses 2-pt jump shot from 19 ft,44,36
172,2,4:20.0,Defensive rebound by A. Len,,44,36
173,2,4:08.0,M. Morris misses 2-pt jump shot from 21 ft,,44,36
174,2,4:07.0,,Defensive rebound by B. Beal,44,36
175,2,4:00.0,,P. Pierce misses 2-pt layup from 1 ft,44,36
176,2,3:59.0,,Offensive rebound by K. Séraphin,44,36
177,2,3:57.0,,K. Séraphin makes 2-pt dunk at rim,44,38
178,2,3:44.0,I. Thomas misses 2-pt jump shot from 3 ft,,44,38
179,2,3:43.0,,Defensive rebound by P. Pierce,44,38
180,2,3:27.0,,J. Wall misses 2-pt jump shot from 17 ft,44,38
181,2,3:26.0,Defensive rebound by A. Len,,44,38
182,2,3:21.0,I. Thomas misses 2-pt layup from 2 ft (block by K. Séraphin),,44,38
183,2,3:21.0,Offensive rebound by Team,,44,38
184,2,3:21.0,E. Bledsoe enters the game for I. Thomas,,44,38
185,2,3:19.0,M. Morris misses 2-pt jump shot from 18 ft,,44,38
186,2,3:18.0,,Defensive rebound by B. Beal,44,38
187,2,3:17.0,,Personal foul by E. Bledsoe (drawn by B. Beal),44,38
188,2,2:58.0,,P. Pierce makes 3-pt jump shot from 24 ft (assist by J. Wall),44,41
189,2,2:54.0,Shooting foul by P. Pierce (drawn by M. Morris),,44,41
190,2,2:54.0,Phoenix full timeout,,44,41
191,2,2:54.0,M. Morris misses free throw 1 of 2,,44,41
192,2,2:54.0,Offensive rebound by Team,,44,41
193,2,2:54.0,M. Morris misses free throw 2 of 2,,44,41
194,2,2:52.0,Offensive rebound by A. Len,,44,41
195,2,2:50.0,A. Len makes 2-pt layup from 2 ft,,46,41
196,2,2:29.0,,Def 3 sec tech foul by M. Morris,46,41
197,2,2:29.0,,B. Beal makes technical free throw,46,42
198,2,2:14.0,,K. Séraphin misses 2-pt jump shot from 11 ft,46,42
199,2,2:13.0,Defensive rebound by E. Bledsoe,,46,42
200,2,2:03.0,E. Bledsoe misses 3-pt jump shot from 27 ft,,46,42
201,2,2:02.0,Offensive rebound by A. Len,,46,42
202,2,1:59.0,Turnover by A. Len (bad pass; steal by J. Wall),,46,42
203,2,1:55.0,,J. Wall makes 2-pt dunk at rim,46,44
204,2,1:42.0,M. Morris makes 2-pt jump shot from 21 ft,,48,44
205,2,1:20.0,,J. Wall misses 3-pt jump shot from 26 ft,48,44
206,2,1:19.0,Defensive rebound by G. Dragić,,48,44
207,2,1:12.0,Turnover by G. Dragić (lost ball; steal by B. Beal),,48,44
208,2,1:11.0,,Personal foul by M. Morris (drawn by B. Beal),48,44
209,2,1:11.0,,B. Beal makes free throw 1 of 2,48,45
210,2,1:11.0,,N. Hilário enters the game for K. Humphries,48,45
211,2,1:11.0,P. Tucker enters the game for M. Morris,,48,45
212,2,1:11.0,,B. Beal makes free throw 2 of 2,48,46
213,2,0:55.0,Turnover by E. Bledsoe (lost ball; steal by N. Hilário),,48,46
214,2,0:52.0,,Shooting foul by E. Bledsoe (drawn by J. Wall),48,46
215,2,0:52.0,,J. Wall makes free throw 1 of 2,48,47
216,2,0:52.0,,R. Butler enters the game for B. Beal,48,47
217,2,0:52.0,I. Thomas enters the game for E. Bledsoe,,48,47
218,2,0:52.0,,J. Wall makes free throw 2 of 2,48,48
219,2,0:38.0,M. Morris makes 2-pt dunk at rim,,50,48
220,2,0:34.0,,Personal foul by P. Tucker (drawn by J. Wall),50,48
221,2,0:34.0,,J. Wall makes free throw 1 of 2,50,49
222,2,0:34.0,,G. Temple enters the game for P. Pierce,50,49
223,2,0:34.0,,J. Wall misses free throw 2 of 2,50,49
224,2,0:34.0,,Offensive rebound by K. Séraphin,50,49
225,2,0:31.0,,Shooting foul by A. Len (drawn by K. Séraphin),50,49
226,2,0:31.0,,K. Séraphin misses free throw 1 of 2,50,49
227,2,0:31.0,,Offensive rebound by Team,50,49
228,2,0:31.0,G. Green enters the game for A. Len,,50,49
229,2,0:31.0,,O. Porter enters the game for N. Hilário,50,49
230,2,0:31.0,,K. Séraphin makes free throw 2 of 2,50,50
231,2,0:16.0,Turnover by G. Dragić (bad pass; steal by G. Temple),,50,50
232,2,0:01.0,,J. Wall misses 2-pt jump shot from 12 ft,50,50
233,2,0:00.0,Defensive rebound by P. Tucker,,50,50
234,3,11:43.0,M. Morris misses 2-pt jump shot from 12 ft,,50,50
235,3,11:42.0,,Defensive rebound by M. Gortat,50,50
236,3,11:28.0,,Offensive foul by B. Beal (drawn by M. Morris),50,50
237,3,11:28.0,,Turnover by B. Beal (offensive foul),50,50
238,3,11:06.0,G. Dragić misses 3-pt jump shot from 25 ft,,50,50
239,3,11:04.0,Offensive rebound by E. Bledsoe,,50,50
240,3,10:56.0,E. Bledsoe misses 2-pt jump shot from 19 ft,,50,50
241,3,10:55.0,,Defensive rebound by M. Gortat,50,50
242,3,10:47.0,,P. Pierce makes 2-pt jump shot from 17 ft,50,52
243,3,10:36.0,Turnover by M. Morris (traveling),,50,52
244,3,10:27.0,,P. Pierce misses 3-pt jump shot from 26 ft,50,52
245,3,10:26.0,Defensive rebound by G. Dragić,,50,52
246,3,10:20.0,G. Dragić makes 2-pt layup at rim,,52,52
247,3,10:04.0,,Turnover by J. Wall (bad pass; steal by E. Bledsoe),52,52
248,3,10:01.0,E. Bledsoe makes 2-pt layup at rim,,54,52
249,3,10:01.0,Shooting foul by K. Humphries (drawn by E. Bledsoe),,54,52
250,3,10:01.0,E. Bledsoe makes free throw 1 of 1,,55,52
251,3,9:53.0,,P. Pierce misses 2-pt layup at rim (block by A. Len),55,52
252,3,9:51.0,Defensive rebound by A. Len,,55,52
253,3,9:42.0,M. Morris misses 2-pt jump shot from 16 ft,,55,52
254,3,9:41.0,,Defensive rebound by B. Beal,55,52
255,3,9:23.0,,M. Gortat makes 2-pt jump shot from 16 ft,55,54
256,3,9:12.0,M. Morris makes 2-pt jump shot from 16 ft (assist by E. Bledsoe),,57,54
257,3,8:50.0,,J. Wall misses 3-pt jump shot from 23 ft,57,54
258,3,8:49.0,Defensive rebound by E. Bledsoe,,57,54
259,3,8:45.0,Personal foul by P. Pierce (drawn by E. Bledsoe),,57,54
260,3,8:29.0,M. Morris makes 2-pt jump shot from 12 ft,,59,54
261,3,8:08.0,,Turnover by B. Beal (traveling),59,54
262,3,7:56.0,G. Dragić makes 2-pt jump shot from 12 ft (assist by E. Bledsoe),,61,54
263,3,7:56.0,,Washington full timeout,61,54
264,3,7:36.0,,P. Pierce misses 2-pt layup from 1 ft (block by A. Len),61,54
265,3,7:34.0,Defensive rebound by E. Bledsoe,,61,54
266,3,7:20.0,A. Len makes 2-pt dunk at rim (assist by G. Dragić),,63,54
267,3,7:01.0,,B. Beal makes 2-pt jump shot from 16 ft,63,56
268,3,6:46.0,Personal block foul by M. Gortat (drawn by E. Bledsoe),,63,56
269,3,6:36.0,Shooting foul by B. Beal (drawn by P. Tucker),,63,56
270,3,6:36.0,P. Tucker makes free throw 1 of 2,,64,56
271,3,6:36.0,,R. Butler enters the game for B. Beal,64,56
272,3,6:36.0,P. Tucker makes free throw 2 of 2,,65,56
273,3,6:24.0,,Def 3 sec tech foul by A. Len,65,56
274,3,6:24.0,,J. Wall makes technical free throw,65,57
275,3,6:15.0,,Turnover by P. Pierce (bad pass; steal by G. Dragić),65,57
276,3,6:10.0,G. Dragić makes 2-pt layup at rim,,67,57
277,3,5:53.0,,K. Humphries misses 2-pt jump shot from 19 ft,67,57
278,3,5:52.0,Defensive rebound by P. Tucker,,67,57
279,3,5:51.0,Offensive foul by P. Tucker (drawn by K. Humphries),,67,57
280,3,5:51.0,Turnover by P. Tucker (offensive foul),,67,57
281,3,5:48.0,,P. Pierce misses 2-pt jump shot from 3 ft (block by A. Len),67,57
282,3,5:48.0,,Offensive rebound by Team,67,57
283,3,5:38.0,,J. Wall misses 2-pt jump shot from 8 ft,67,57
284,3,5:37.0,,Offensive rebound by J. Wall,67,57
285,3,5:28.0,,R. Butler misses 3-pt jump shot from 23 ft,67,57
286,3,5:27.0,Defensive rebound by M. Morris,,67,57
287,3,5:21.0,E. Bledsoe misses 2-pt layup from 1 ft,,67,57
288,3,5:19.0,,Defensive rebound by M. Gortat,67,57
289,3,5:12.0,,M. Gortat makes 2-pt layup from 2 ft (assist by R. Butler),67,59
290,3,4:51.0,Shooting foul by M. Gortat (drawn by A. Len),,67,59
291,3,4:51.0,A. Len misses free throw 1 of 2,,67,59
292,3,4:51.0,Offensive rebound by Team,,67,59
293,3,4:51.0,,N. Hilário enters the game for K. Humphries,67,59
294,3,4:51.0,A. Len misses free throw 2 of 2,,67,59
295,3,4:50.0,,Defensive rebound by M. Gortat,67,59
296,3,4:39.0,,J. Wall misses 2-pt jump shot from 12 ft,67,59
297,3,4:37.0,,Offensive rebound by M. Gortat,67,59
298,3,4:32.0,,N. Hilário misses 2-pt jump shot from 13 ft,67,59
299,3,4:31.0,Defensive rebound by E. Bledsoe,,67,59
300,3,4:29.0,Shooting foul by R. Butler (drawn by E. Bledsoe),,67,59
301,3,4:29.0,E. Bledsoe makes free throw 1 of 2,,68,59
302,3,4:29.0,M. Plumlee enters the game for A. Len,,68,59
303,3,4:29.0,E. Bledsoe makes free throw 2 of 2,,69,59
304,3,4:09.0,,P. Pierce misses 3-pt jump shot from 26 ft,69,59
305,3,4:08.0,,Offensive rebound by R. Butler,69,59
306,3,4:06.0,,R. Butler makes 2-pt layup from 1 ft,69,61
307,3,3:41.0,P. Tucker makes 2-pt layup from 1 ft,,71,61
308,3,3:16.0,,N. Hilário misses 2-pt jump shot from 14 ft,71,61
309,3,3:15.0,Defensive rebound by E. Bledsoe,,71,61
310,3,3:10.0,E. Bledsoe misses 2-pt jump shot from 18 ft,,71,61
311,3,3:08.0,,Defensive rebound by J. Wall,71,61
312,3,3:02.0,,Shooting foul by G. Dragić (drawn by R. Butler),71,61
313,3,3:02.0,,R. Butler misses free throw 1 of 2,71,61
314,3,3:02.0,,Offensive rebound by Team,71,61
315,3,3:02.0,M. Morris enters the game for P. Tucker,,71,61
316,3,3:02.0,,O. Porter enters the game for P. Pierce,71,61
317,3,3:02.0,,K. Séraphin enters the game for M. Gortat,71,61
318,3,3:02.0,,R. Butler makes free throw 2 of 2,71,62
319,3,2:41.0,G. Dragić makes 3-pt jump shot from 26 ft,,74,62
320,3,2:21.0,,K. Séraphin makes 2-pt hook shot from 5 ft (assist by J. Wall),74,64
321,3,2:12.0,G. Dragić makes 3-pt jump shot from 26 ft,,77,64
322,3,1:54.0,,N. Hilário misses 2-pt layup at rim (block by M. Plumlee),77,64
323,3,1:52.0,,Offensive rebound by O. Porter,77,64
324,3,1:48.0,,O. Porter makes 2-pt jump shot from 4 ft,77,66
325,3,1:44.0,Offensive foul by M. Morris (drawn by N. Hilário),,77,66
326,3,1:44.0,Turnover by M. Morris (offensive foul),,77,66
327,3,1:44.0,Phoenix full timeout,,77,66
328,3,1:44.0,S. Randolph enters the game for M. Morris,,77,66
329,3,1:44.0,I. Thomas enters the game for E. Bledsoe,,77,66
330,3,1:30.0,,J. Wall misses 2-pt jump shot from 18 ft,77,66
331,3,1:30.0,Defensive rebound by Team,,77,66
332,3,1:30.0,,Loose ball foul by K. Séraphin (drawn by S. Randolph),77,66
333,3,1:30.0,S. Randolph makes free throw 1 of 2,,78,66
334,3,1:30.0,S. Randolph makes free throw 2 of 2,,79,66
335,3,1:08.0,,R. Butler misses 2-pt jump shot from 22 ft,79,66
336,3,1:07.0,,Offensive rebound by N. Hilário,79,66
337,3,1:04.0,,N. Hilário makes 2-pt dunk at rim,79,68
338,3,0:43.0,S. Randolph misses 2-pt jump shot from 5 ft,,79,68
339,3,0:41.0,,Defensive rebound by N. Hilário,79,68
340,3,0:35.0,,R. Butler makes 3-pt jump shot from 23 ft (assist by J. Wall),79,71
341,3,0:13.0,M. Morris misses 3-pt jump shot from 22 ft,,79,71
342,3,0:12.0,,Defensive rebound by R. Butler,79,71
343,3,0:02.0,,J. Wall misses 2-pt jump shot from 20 ft,79,71
344,3,0:00.0,Defensive rebound by G. Dragić,,79,71
345,4,11:42.0,,K. Séraphin makes 2-pt hook shot from 9 ft,79,73
346,4,11:25.0,Shooting foul by J. Wall (drawn by I. Thomas),,79,73
347,4,11:25.0,I. Thomas makes free throw 1 of 2,,80,73
348,4,11:25.0,I. Thomas makes free throw 2 of 2,,81,73
349,4,11:11.0,,O. Porter misses 2-pt jump shot from 18 ft,81,73
350,4,11:10.0,Defensive rebound by G. Green,,81,73
351,4,10:58.0,S. Randolph misses 2-pt jump shot from 5 ft,,81,73
352,4,10:57.0,,Defensive rebound by N. Hilário,81,73
353,4,10:50.0,,O. Porter misses 3-pt jump shot from 23 ft,81,73
354,4,10:49.0,,Offensive rebound by R. Butler,81,73
355,4,10:46.0,,R. Butler makes 2-pt jump shot from 3 ft,81,75
356,4,10:23.0,I. Thomas misses 2-pt jump shot from 8 ft,,81,75
357,4,10:22.0,Offensive rebound by M. Plumlee,,81,75
358,4,10:19.0,M. Plumlee makes 2-pt layup from 2 ft,,83,75
359,4,10:10.0,,R. Butler misses 3-pt jump shot from 23 ft,83,75
360,4,10:08.0,Defensive rebound by S. Randolph,,83,75
361,4,9:58.0,M. Morris misses 2-pt layup from 1 ft,,83,75
362,4,9:57.0,,Defensive rebound by N. Hilário,83,75
363,4,9:47.0,,Personal foul by M. Plumlee (drawn by K. Séraphin),83,75
364,4,9:47.0,A. Len enters the game for S. Randolph,,83,75
365,4,9:47.0,,B. Beal enters the game for O. Porter,83,75
366,4,9:33.0,,J. Wall makes 2-pt jump shot from 18 ft,83,77
367,4,9:23.0,M. Morris makes 3-pt jump shot from 26 ft (assist by I. Thomas),,86,77
368,4,9:10.0,,Personal foul by G. Green (drawn by B. Beal),86,77
369,4,8:58.0,,N. Hilário misses 2-pt jump shot from 18 ft,86,77
370,4,8:57.0,Defensive rebound by A. Len,,86,77
371,4,8:42.0,I. Thomas makes 2-pt layup from 2 ft,,88,77
372,4,8:28.0,,K. Séraphin makes 2-pt layup from 2 ft (assist by N. Hilário),88,79
373,4,8:13.0,I. Thomas misses 2-pt jump shot from 3 ft,,88,79
374,4,8:12.0,Offensive rebound by I. Thomas,,88,79
375,4,7:51.0,Turnover by M. Plumlee (lost ball; steal by J. Wall),,88,79
376,4,7:35.0,,R. Butler misses 3-pt jump shot from 24 ft,88,79
377,4,7:34.0,Defensive rebound by M. Plumlee,,88,79
378,4,7:27.0,I. Thomas misses 2-pt jump shot from 12 ft,,88,79
379,4,7:27.0,,Defensive rebound by Team,88,79
380,4,7:27.0,Loose ball foul by A. Len (drawn by K. Séraphin),,88,79
381,4,7:27.0,Official timeout,,88,79
382,4,7:27.0,M. Morris enters the game for M. Plumlee,,88,79
383,4,7:11.0,,B. Beal makes 3-pt jump shot from 25 ft,88,82
384,4,6:54.0,Personal foul by J. Wall (drawn by I. Thomas),,88,82
385,4,6:44.0,M. Morris misses 3-pt jump shot from 25 ft,,88,82
386,4,6:43.0,,Defensive rebound by B. Beal,88,82
387,4,6:33.0,,Personal foul by G. Green (drawn by B. Beal),88,82
388,4,6:19.0,,Turnover by Team (shot clock),88,82
389,4,6:06.0,G. Green makes 2-pt jump shot from 17 ft,,90,82
390,4,5:46.0,,Washington full timeout,90,82
391,4,5:46.0,,P. Pierce enters the game for N. Hilário,90,82
392,4,5:40.0,,B. Beal misses 2-pt layup from 1 ft,90,82
393,4,5:40.0,,Offensive rebound by K. Séraphin,90,82
