,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,CHARLOTTE_ACTION,MEMPHIS_SCORE,CHARLOTTE_SCORE
384,4,5:09.0,,A. Jefferson misses 2-pt jump shot from 14 ft,60,59
385,4,5:08.0,Defensive rebound by M. Gasol,,60,59
386,4,4:59.0,M. Gasol misses 2-pt hook shot from 8 ft,,60,59
387,4,4:56.0,Offensive rebound by J. Leuer,,60,59
388,4,4:38.0,T. Allen misses 2-pt layup from 1 ft,,60,59
389,4,4:37.0,,Defensive rebound by M. Williams,60,59
390,4,4:30.0,,Charlotte full timeout,60,59
391,4,4:30.0,Z. Randolph enters the game for J. Leuer,,60,59
392,4,4:30.0,,K. Walker enters the game for B. Roberts,60,59
393,4,4:23.0,,Def 3 sec tech foul by T. Allen,60,59
394,4,4:23.0,,G. Neal makes technical free throw,60,60
395,4,4:09.0,,A. Jefferson makes 2-pt dunk at rim,60,62
396,4,3:46.0,M. Gasol makes 2-pt jump shot from 15 ft (assist by B. Udrih),,62,62
397,4,3:33.0,,Personal foul by B. Udrih (drawn by G. Neal),62,62
398,4,3:21.0,,K. Walker makes 3-pt jump shot from 26 ft (assist by A. Jefferson),62,65
399,4,2:58.0,M. Conley makes 2-pt jump shot from 20 ft (assist by M. Gasol),,64,65
400,4,2:36.0,,Shooting foul by M. Gasol (drawn by A. Jefferson),64,65
401,4,2:36.0,Official timeout,,64,65
402,4,2:36.0,,A. Jefferson misses free throw 1 of 2,64,65
403,4,2:36.0,,Offensive rebound by Team,64,65
404,4,2:36.0,,A. Jefferson makes free throw 2 of 2,64,66
405,4,2:21.0,Z. Randolph makes 2-pt dunk at rim (assist by M. Conley),,66,66
406,4,2:02.0,,A. Jefferson makes 2-pt hook shot from 9 ft,66,68
407,4,1:49.0,M. Conley makes 2-pt jump shot from 17 ft,,68,68
408,4,1:28.0,,G. Neal misses 3-pt jump shot from 28 ft,68,68
409,4,1:24.0,Defensive rebound by T. Allen,,68,68
410,4,1:09.0,Turnover by M. Conley (bad pass; steal by K. Walker),,68,68
411,4,1:08.0,,Personal foul by T. Allen (drawn by M. Kidd-Gilchrist),68,68
412,4,1:08.0,,M. Kidd-Gilchrist misses free throw 1 of 2,68,68
413,4,1:08.0,,Offensive rebound by Team,68,68
414,4,1:08.0,,M. Kidd-Gilchrist makes free throw 2 of 2,68,69
415,4,0:59.0,M. Gasol makes 2-pt layup from 1 ft (assist by M. Conley),,70,69
416,4,0:59.0,Shooting foul by M. Williams (drawn by M. Gasol),,70,69
417,4,0:59.0,T. Prince enters the game for B. Udrih,,70,69
418,4,0:59.0,M. Gasol makes free throw 1 of 1,,71,69
419,4,0:41.0,,Turnover by A. Jefferson (traveling),71,69
420,4,0:41.0,B. Udrih enters the game for T. Prince,,71,69
421,4,0:18.0,Z. Randolph misses 2-pt hook shot from 8 ft,,71,69
422,4,0:17.0,,Defensive rebound by A. Jefferson,71,69
423,4,0:13.0,,Charlotte full timeout,71,69
424,4,0:13.0,Q. Pondexter enters the game for Z. Randolph,,71,69
425,4,0:13.0,T. Prince enters the game for B. Udrih,,71,69
426,4,0:09.0,,Charlotte full timeout,71,69
427,4,0:03.0,,K. Walker misses 2-pt jump shot from 16 ft,71,69
428,4,0:02.0,Defensive rebound by T. Prince,,71,69
429,4,0:02.0,Memphis full timeout,,71,69
430,4,0:02.0,Z. Randolph enters the game for T. Prince,,71,69
431,4,0:02.0,V. Carter enters the game for T. Allen,,71,69
432,4,0:02.0,B. Udrih enters the game for Q. Pondexter,,71,69
433,4,0:02.0,,C. Zeller enters the game for A. Jefferson,71,69
434,4,0:02.0,,G. Henderson enters the game for G. Neal,71,69
435,4,0:02.0,Memphis full timeout,,71,69
