,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,PHOENIX_ACTION,CHARLOTTE_SCORE,PHOENIX_SCORE
30,1,7:22.0,,G. Dragić misses 3-pt jump shot from 24 ft,7,8
31,1,7:21.0,Defensive rebound by K. Walker,,7,8
32,1,7:11.0,K. Walker misses 2-pt jump shot from 7 ft,,7,8
33,1,7:10.0,,Defensive rebound by E. Bledsoe,7,8
34,1,7:01.0,,M. Morris makes 3-pt jump shot from 22 ft (assist by E. Bledsoe),7,11
35,1,6:36.0,L. Stephenson misses 3-pt jump shot from 24 ft,,7,11
36,1,6:35.0,,Defensive rebound by M. Morris,7,11
37,1,6:29.0,,M. Morris misses 2-pt layup from 2 ft,7,11
38,1,6:28.0,Defensive rebound by A. Jefferson,,7,11
39,1,6:14.0,L. Stephenson misses 2-pt jump shot from 18 ft,,7,11
40,1,6:13.0,,Defensive rebound by E. Bledsoe,7,11
41,1,5:56.0,,M. Morris misses 3-pt jump shot from 22 ft,7,11
42,1,5:55.0,Defensive rebound by M. Williams,,7,11
43,1,5:42.0,Turnover by K. Walker (lost ball; steal by M. Morris),,7,11
44,1,5:37.0,,G. Dragić makes 2-pt layup from 1 ft,7,13
45,1,5:26.0,Charlotte full timeout,,7,13
46,1,5:26.0,G. Henderson enters the game for P. Hairston,,7,13
47,1,5:17.0,M. Williams makes 3-pt jump shot from 24 ft (assist by K. Walker),,10,13
48,1,4:50.0,,M. Morris misses 3-pt jump shot from 24 ft,10,13
49,1,4:49.0,,Offensive rebound by E. Bledsoe,10,13
50,1,4:43.0,,M. Plumlee makes 2-pt hook shot from 4 ft (assist by E. Bledsoe),10,15
51,1,4:31.0,A. Jefferson misses 2-pt layup from 1 ft (block by M. Plumlee),,10,15
52,1,4:29.0,,Defensive rebound by G. Dragić,10,15
53,1,4:20.0,,M. Morris makes 3-pt jump shot from 24 ft (assist by E. Bledsoe),10,18
54,1,4:01.0,K. Walker misses 2-pt jump shot from 15 ft,,10,18
55,1,4:00.0,,Defensive rebound by M. Morris,10,18
56,1,3:36.0,,E. Bledsoe misses 2-pt jump shot from 5 ft,10,18
57,1,3:34.0,,Offensive rebound by M. Morris,10,18
58,1,3:34.0,,M. Morris makes 2-pt dunk at rim,10,20
59,1,3:17.0,Turnover by G. Henderson (traveling),,10,20
60,1,3:17.0,G. Neal enters the game for M. Williams,,10,20
61,1,3:17.0,B. Biyombo enters the game for A. Jefferson,,10,20
62,1,3:17.0,C. Zeller enters the game for L. Stephenson,,10,20
63,1,2:57.0,,G. Dragić misses 2-pt jump shot from 13 ft,10,20
64,1,2:56.0,Defensive rebound by B. Biyombo,,10,20
65,1,2:32.0,K. Walker misses 3-pt jump shot from 23 ft,,10,20
66,1,2:31.0,,Defensive rebound by M. Plumlee,10,20
67,1,2:26.0,,Phoenix full timeout,10,20
68,1,2:26.0,,P. Tucker enters the game for M. Morris,10,20
69,1,2:26.0,,A. Len enters the game for M. Plumlee,10,20
70,1,2:26.0,,I. Thomas enters the game for G. Dragić,10,20
71,1,2:26.0,B. Roberts enters the game for K. Walker,,10,20
72,1,2:08.0,,M. Morris makes 2-pt jump shot from 11 ft,10,22
73,1,1:52.0,G. Neal makes 2-pt jump shot from 8 ft,,12,22
74,1,1:37.0,,P. Tucker misses 3-pt jump shot from 23 ft,12,22
75,1,1:36.0,Defensive rebound by B. Roberts,,12,22
76,1,1:25.0,B. Roberts misses 2-pt jump shot from 19 ft,,12,22
77,1,1:24.0,,Defensive rebound by A. Len,12,22
78,1,1:18.0,,I. Thomas misses 2-pt jump shot from 16 ft,12,22
79,1,1:17.0,Defensive rebound by G. Henderson,,12,22
80,1,1:00.0,C. Zeller misses 2-pt layup from 1 ft,,12,22
81,1,1:00.0,,Defensive rebound by E. Bledsoe,12,22
82,1,0:53.0,,E. Bledsoe misses 3-pt jump shot from 24 ft,12,22
83,1,0:52.0,Defensive rebound by B. Biyombo,,12,22
84,1,0:44.0,G. Neal misses 2-pt jump shot from 5 ft (block by I. Thomas),,12,22
85,1,0:43.0,,Defensive rebound by I. Thomas,12,22
86,1,0:38.0,,Shooting foul by G. Neal (drawn by I. Thomas),12,22
87,1,0:38.0,,I. Thomas makes free throw 1 of 3,12,23
88,1,0:38.0,,I. Thomas makes free throw 2 of 3,12,24
89,1,0:38.0,,I. Thomas makes free throw 3 of 3,12,25
90,1,0:27.0,B. Roberts misses 2-pt jump shot from 16 ft,,12,25
91,1,0:26.0,Offensive rebound by B. Biyombo,,12,25
92,1,0:04.0,B. Roberts makes 2-pt jump shot from 21 ft (assist by G. Neal),,14,25
93,1,0:00.0,,M. Morris makes 3-pt jump shot from 28 ft (assist by I. Thomas),14,28
94,2,11:45.0,,G. Green misses 3-pt jump shot from 23 ft,14,28
95,2,11:43.0,Defensive rebound by C. Zeller,,14,28
96,2,11:29.0,G. Neal misses 2-pt jump shot from 7 ft,,14,28
97,2,11:29.0,,Defensive rebound by Team,14,28
98,2,11:29.0,Loose ball foul by B. Biyombo (drawn by P. Tucker),,14,28
99,2,11:14.0,,Personal foul by B. Roberts (drawn by I. Thomas),14,28
100,2,11:09.0,,P. Tucker misses 2-pt jump shot from 8 ft,14,28
101,2,11:08.0,Defensive rebound by G. Neal,,14,28
102,2,11:01.0,B. Roberts makes 3-pt jump shot from 24 ft (assist by G. Neal),,17,28
103,2,10:50.0,,Turnover by I. Thomas (traveling),17,28
104,2,10:40.0,L. Stephenson misses 3-pt jump shot from 25 ft,,17,28
105,2,10:39.0,Offensive rebound by B. Biyombo,,17,28
106,2,10:38.0,Shooting foul by G. Green (drawn by B. Biyombo),,17,28
107,2,10:38.0,B. Biyombo makes free throw 1 of 2,,18,28
108,2,10:38.0,B. Biyombo makes free throw 2 of 2,,19,28
109,2,10:28.0,,Turnover by G. Green (bad pass; steal by G. Neal),19,28
110,2,10:25.0,Shooting foul by G. Green (drawn by L. Stephenson),,19,28
111,2,10:25.0,L. Stephenson makes free throw 1 of 2,,20,28
112,2,10:25.0,L. Stephenson makes free throw 2 of 2,,21,28
113,2,10:11.0,,G. Green misses 3-pt jump shot from 25 ft,21,28
114,2,10:10.0,Defensive rebound by B. Biyombo,,21,28
115,2,10:00.0,B. Biyombo makes 2-pt dunk at rim (assist by L. Stephenson),,23,28
116,2,9:40.0,,P. Tucker misses 2-pt jump shot from 17 ft,23,28
117,2,9:39.0,Defensive rebound by L. Stephenson,,23,28
118,2,9:27.0,Shooting foul by A. Len (drawn by B. Biyombo),,23,28
119,2,9:27.0,B. Biyombo makes free throw 1 of 2,,24,28
120,2,9:27.0,B. Biyombo makes free throw 2 of 2,,25,28
121,2,9:16.0,,G. Green misses 2-pt jump shot from 18 ft,25,28
122,2,9:15.0,,Offensive rebound by A. Tolliver,25,28
123,2,9:08.0,,Shooting foul by B. Biyombo (drawn by I. Thomas),25,28
124,2,9:08.0,,I. Thomas makes free throw 1 of 2,25,29
125,2,9:08.0,,I. Thomas makes free throw 2 of 2,25,30
126,2,8:48.0,L. Stephenson misses 2-pt jump shot from 12 ft,,25,30
127,2,8:47.0,,Defensive rebound by A. Len,25,30
128,2,8:37.0,,A. Len makes 2-pt jump shot from 17 ft (assist by I. Thomas),25,32
129,2,8:19.0,C. Zeller misses 2-pt layup from 2 ft,,25,32
130,2,8:18.0,,Defensive rebound by G. Green,25,32
131,2,8:06.0,,I. Thomas makes 2-pt jump shot from 19 ft,25,34
132,2,8:00.0,Charlotte full timeout,,25,34
133,2,8:00.0,M. Williams enters the game for C. Zeller,,25,34
134,2,7:58.0,L. Stephenson makes 2-pt layup from 1 ft (assist by B. Biyombo),,27,34
135,2,7:58.0,Shooting foul by G. Green (drawn by L. Stephenson),,27,34
136,2,7:58.0,L. Stephenson makes free throw 1 of 1,,28,34
137,2,7:43.0,,A. Tolliver misses 3-pt jump shot from 25 ft,28,34
138,2,7:42.0,Defensive rebound by B. Biyombo,,28,34
139,2,7:27.0,B. Roberts misses 3-pt jump shot from 23 ft,,28,34
140,2,7:26.0,Offensive rebound by Team,,28,34
141,2,7:25.0,P. Hairston enters the game for B. Biyombo,,28,34
142,2,7:25.0,A. Jefferson enters the game for G. Neal,,28,34
143,2,7:25.0,,G. Dragić enters the game for G. Green,28,34
144,2,7:22.0,P. Hairston misses 2-pt jump shot from 3 ft,,28,34
145,2,7:21.0,,Defensive rebound by I. Thomas,28,34
146,2,7:16.0,,G. Dragić makes 2-pt layup at rim (assist by I. Thomas),28,36
147,2,6:56.0,A. Jefferson misses 2-pt hook shot from 3 ft,,28,36
148,2,6:55.0,,Defensive rebound by A. Tolliver,28,36
149,2,6:47.0,,Turnover by I. Thomas (lost ball; steal by M. Williams),28,36
150,2,6:42.0,B. Roberts misses 2-pt layup from 1 ft,,28,36
151,2,6:40.0,Offensive rebound by P. Hairston,,28,36
152,2,6:40.0,P. Hairston makes 2-pt layup from 1 ft,,30,36
153,2,6:33.0,,Personal foul by P. Hairston (drawn by I. Thomas),30,36
154,2,6:33.0,,M. Plumlee enters the game for A. Len,30,36
155,2,6:33.0,K. Walker enters the game for B. Roberts,,30,36
156,2,6:28.0,,I. Thomas makes 2-pt jump shot from 15 ft,30,38
157,2,6:08.0,Personal foul by A. Tolliver (drawn by K. Walker),,30,38
158,2,6:08.0,K. Walker makes free throw 1 of 2,,31,38
159,2,6:08.0,K. Walker makes free throw 2 of 2,,32,38
160,2,5:34.0,,M. Plumlee makes 2-pt jump shot from 10 ft,32,40
161,2,5:31.0,A. Jefferson makes 2-pt layup from 1 ft,,34,40
162,2,5:17.0,,P. Tucker misses 2-pt jump shot from 4 ft,34,40
163,2,5:16.0,Defensive rebound by A. Jefferson,,34,40
164,2,5:10.0,P. Hairston misses 3-pt jump shot from 25 ft,,34,40
165,2,5:08.0,Offensive rebound by L. Stephenson,,34,40
166,2,5:04.0,L. Stephenson makes 2-pt layup from 1 ft,,36,40
167,2,5:01.0,,Phoenix full timeout,36,40
168,2,5:01.0,,E. Bledsoe enters the game for P. Tucker,36,40
169,2,4:57.0,,Offensive foul by A. Tolliver (drawn by P. Hairston),36,40
170,2,4:57.0,,Turnover by A. Tolliver (offensive foul),36,40
171,2,4:43.0,A. Jefferson misses 2-pt jump shot from 9 ft,,36,40
172,2,4:42.0,,Defensive rebound by E. Bledsoe,36,40
173,2,4:33.0,,A. Tolliver misses 3-pt jump shot from 24 ft,36,40
174,2,4:32.0,Defensive rebound by P. Hairston,,36,40
175,2,4:18.0,K. Walker makes 2-pt layup from 2 ft,,38,40
176,2,4:02.0,,I. Thomas misses 2-pt layup at rim,38,40
177,2,4:02.0,Defensive rebound by Team,,38,40
178,2,4:02.0,,M. Morris enters the game for I. Thomas,38,40
179,2,4:02.0,,M. Morris enters the game for A. Tolliver,38,40
180,2,4:02.0,G. Neal enters the game for P. Hairston,,38,40
181,2,4:02.0,C. Zeller enters the game for M. Williams,,38,40
182,2,3:49.0,A. Jefferson misses 2-pt jump shot from 9 ft,,38,40
183,2,3:48.0,,Defensive rebound by E. Bledsoe,38,40
184,2,3:44.0,,E. Bledsoe makes 2-pt layup from 1 ft,38,42
185,2,3:44.0,,Shooting foul by A. Jefferson (drawn by E. Bledsoe),38,42
186,2,3:44.0,,E. Bledsoe makes free throw 1 of 1,38,43
187,2,3:34.0,G. Neal misses 3-pt jump shot from 25 ft,,38,43
188,2,3:34.0,,Defensive rebound by M. Morris,38,43
189,2,3:25.0,,E. Bledsoe makes 2-pt jump shot from 22 ft (assist by M. Morris),38,45
190,2,3:14.0,Turnover by K. Walker (lost ball; steal by E. Bledsoe),,38,45
191,2,2:59.0,Violation by K. Walker (kicked ball),,38,45
192,2,2:59.0,Official timeout,,38,45
193,2,2:47.0,,M. Plumlee misses 2-pt jump shot from 12 ft,38,45
194,2,2:45.0,Defensive rebound by L. Stephenson,,38,45
195,2,2:29.0,K. Walker misses 3-pt jump shot from 24 ft,,38,45
196,2,2:28.0,Offensive rebound by C. Zeller,,38,45
197,2,2:12.0,A. Jefferson makes 2-pt layup from 1 ft (assist by K. Walker),,40,45
198,2,1:50.0,,M. Plumlee makes 2-pt jump shot from 11 ft,40,47
199,2,1:35.0,C. Zeller misses 2-pt layup from 2 ft,,40,47
200,2,1:34.0,Offensive rebound by G. Neal,,40,47
201,2,1:18.0,A. Jefferson makes 2-pt jump shot from 17 ft (assist by C. Zeller),,42,47
202,2,0:53.0,,Turnover by G. Dragić (lost ball; steal by L. Stephenson),42,47
203,2,0:49.0,K. Walker makes 2-pt layup at rim (assist by L. Stephenson),,44,47
204,2,0:49.0,Shooting foul by M. Morris (drawn by K. Walker),,44,47
205,2,0:49.0,K. Walker makes free throw 1 of 1,,45,47
206,2,0:30.0,,E. Bledsoe misses 2-pt jump shot from 11 ft,45,47
207,2,0:29.0,Defensive rebound by C. Zeller,,45,47
208,2,0:08.0,C. Zeller makes 2-pt dunk at rim (assist by A. Jefferson),,47,47
209,2,0:01.0,,Phoenix full timeout,47,47
210,2,0:01.0,B. Biyombo enters the game for A. Jefferson,,47,47
211,2,0:00.0,,G. Dragić misses 3-pt jump shot from 24 ft,47,47
212,2,0:00.0,,Offensive rebound by Team,47,47
213,3,11:43.0,,M. Morris misses 2-pt jump shot from 10 ft,47,47
214,3,11:42.0,Defensive rebound by L. Stephenson,,47,47
215,3,11:31.0,A. Jefferson makes 2-pt jump shot from 9 ft (assist by L. Stephenson),,49,47
216,3,11:20.0,,M. Plumlee makes 2-pt layup at rim (assist by E. Bledsoe),49,49
217,3,11:02.0,M. Williams misses 2-pt jump shot from 6 ft (block by M. Plumlee),,49,49
218,3,11:02.0,Offensive rebound by Team,,49,49
219,3,10:53.0,M. Williams makes 2-pt jump shot from 9 ft (assist by A. Jefferson),,51,49
220,3,10:32.0,,G. Dragić makes 2-pt jump shot from 5 ft,51,51
221,3,10:08.0,L. Stephenson misses 2-pt jump shot from 5 ft (block by G. Dragić),,51,51
222,3,10:07.0,,Defensive rebound by M. Morris,51,51
223,3,9:58.0,,M. Morris misses 3-pt jump shot from 24 ft,51,51
224,3,9:57.0,Defensive rebound by L. Stephenson,,51,51
225,3,9:41.0,P. Hairston misses 2-pt layup from 2 ft,,51,51
226,3,9:40.0,,Defensive rebound by G. Dragić,51,51
227,3,9:32.0,,G. Dragić misses 2-pt jump shot from 9 ft,51,51
228,3,9:31.0,Defensive rebound by A. Jefferson,,51,51
229,3,9:17.0,A. Jefferson makes 2-pt layup from 1 ft (assist by K. Walker),,53,51
230,3,9:07.0,,Turnover by G. Dragić (bad pass; steal by K. Walker),53,51
231,3,9:01.0,K. Walker makes 2-pt layup at rim,,55,51
232,3,8:38.0,,Turnover by M. Plumlee (bad pass; steal by L. Stephenson),55,51
233,3,8:27.0,K. Walker makes 2-pt jump shot from 10 ft,,57,51
234,3,8:05.0,,Shooting foul by P. Hairston (drawn by M. Morris),57,51
235,3,8:05.0,,M. Morris misses free throw 1 of 2,57,51
236,3,8:05.0,,Offensive rebound by Team,57,51
237,3,8:05.0,,M. Morris makes free throw 2 of 2,57,52
238,3,7:43.0,P. Hairston misses 3-pt jump shot from 25 ft,,57,52
239,3,7:42.0,,Defensive rebound by E. Bledsoe,57,52
240,3,7:34.0,,E. Bledsoe misses 2-pt jump shot from 9 ft,57,52
241,3,7:33.0,Defensive rebound by M. Williams,,57,52
242,3,7:16.0,A. Jefferson misses 2-pt jump shot from 11 ft,,57,52
243,3,7:15.0,,Defensive rebound by M. Morris,57,52
244,3,7:06.0,,M. Morris misses 2-pt jump shot from 9 ft,57,52
245,3,7:05.0,,Offensive rebound by M. Morris,57,52
246,3,7:04.0,,M. Morris makes 2-pt jump shot from 3 ft,57,54
247,3,6:47.0,P. Hairston makes 3-pt jump shot from 24 ft (assist by K. Walker),,60,54
248,3,6:47.0,Shooting foul by M. Morris (drawn by P. Hairston),,60,54
249,3,6:47.0,P. Hairston makes free throw 1 of 1,,61,54
250,3,6:35.0,,M. Morris makes 2-pt jump shot from 8 ft (assist by M. Plumlee),61,56
251,3,6:15.0,L. Stephenson misses 2-pt jump shot from 9 ft,,61,56
252,3,6:13.0,,Defensive rebound by E. Bledsoe,61,56
253,3,6:03.0,,M. Morris misses 2-pt jump shot from 10 ft,61,56
254,3,6:00.0,,Offensive rebound by M. Plumlee,61,56
255,3,6:00.0,,M. Plumlee misses 2-pt tip-in from 1 ft,61,56
256,3,5:59.0,,Offensive rebound by M. Plumlee,61,56
257,3,5:59.0,,M. Plumlee makes 2-pt tip-in from 1 ft,61,58
258,3,5:42.0,K. Walker makes 2-pt jump shot from 16 ft (assist by L. Stephenson),,63,58
259,3,5:22.0,,M. Morris makes 2-pt jump shot from 17 ft (assist by M. Plumlee),63,60
260,3,4:59.0,K. Walker makes 2-pt jump shot from 19 ft,,65,60
261,3,4:42.0,,Shooting foul by A. Jefferson (drawn by M. Morris),65,60
262,3,4:42.0,,Phoenix full timeout,65,60
263,3,4:42.0,C. Zeller enters the game for P. Hairston,,65,60
264,3,4:42.0,G. Henderson enters the game for M. Williams,,65,60
265,3,4:42.0,,M. Morris makes free throw 1 of 2,65,61
266,3,4:42.0,,M. Morris makes free throw 2 of 2,65,62
267,3,4:23.0,G. Henderson misses 3-pt jump shot from 25 ft,,65,62
268,3,4:22.0,,Defensive rebound by M. Plumlee,65,62
269,3,3:59.0,,M. Morris misses 2-pt jump shot from 9 ft,65,62
270,3,3:58.0,Defensive rebound by L. Stephenson,,65,62
271,3,3:48.0,C. Zeller misses 2-pt hook shot from 2 ft,,65,62
272,3,3:46.0,,Defensive rebound by M. Morris,65,62
273,3,3:33.0,,Offensive foul by E. Bledsoe (drawn by G. Henderson),65,62
274,3,3:33.0,,Turnover by E. Bledsoe (offensive foul),65,62
275,3,3:33.0,,Technical foul by E. Bledsoe,65,62
276,3,3:33.0,Technical foul by L. Stephenson,,65,62
277,3,3:33.0,,I. Thomas enters the game for G. Dragić,65,62
278,3,3:33.0,,P. Tucker enters the game for M. Morris,65,62
279,3,3:33.0,,A. Len enters the game for M. Plumlee,65,62
280,3,3:33.0,G. Neal enters the game for A. Jefferson,,65,62
281,3,3:33.0,B. Biyombo enters the game for L. Stephenson,,65,62
282,3,3:14.0,K. Walker misses 2-pt layup from 1 ft (block by E. Bledsoe),,65,62
283,3,3:12.0,,Defensive rebound by E. Bledsoe,65,62
284,3,3:07.0,,E. Bledsoe makes 2-pt jump shot from 13 ft,65,64
285,3,2:56.0,Personal foul by M. Morris (drawn by G. Henderson),,65,64
286,3,2:56.0,Charlotte full timeout,,65,64
287,3,2:46.0,K. Walker misses 2-pt jump shot from 11 ft,,65,64
288,3,2:45.0,Offensive rebound by B. Biyombo,,65,64
289,3,2:45.0,B. Biyombo makes 2-pt tip-in from 2 ft,,67,64
290,3,2:29.0,,E. Bledsoe makes 3-pt jump shot from 24 ft,67,67
291,3,2:11.0,Personal foul by I. Thomas (drawn by G. Neal),,67,67
292,3,2:11.0,B. Roberts enters the game for K. Walker,,67,67
293,3,2:04.0,Shooting block foul by A. Len (drawn by C. Zeller),,67,67
294,3,2:04.0,C. Zeller makes free throw 1 of 2,,68,67
295,3,2:04.0,C. Zeller makes free throw 2 of 2,,69,67
296,3,1:47.0,,P. Tucker makes 3-pt jump shot from 23 ft (assist by M. Morris),69,70
297,3,1:26.0,G. Neal misses 2-pt jump shot from 19 ft,,69,70
298,3,1:25.0,,Defensive rebound by M. Morris,69,70
299,3,1:18.0,,E. Bledsoe makes 3-pt jump shot from 24 ft (assist by M. Morris),69,73
300,3,1:00.0,G. Neal misses 2-pt jump shot from 9 ft,,69,73
301,3,0:59.0,Offensive rebound by B. Biyombo,,69,73
302,3,0:58.0,Shooting foul by M. Morris (drawn by B. Biyombo),,69,73
303,3,0:58.0,B. Biyombo misses free throw 1 of 2,,69,73
304,3,0:58.0,Offensive rebound by Team,,69,73
305,3,0:58.0,B. Biyombo makes free throw 2 of 2,,70,73
306,3,0:50.0,,E. Bledsoe misses 3-pt jump shot from 24 ft,70,73
307,3,0:49.0,Defensive rebound by B. Biyombo,,70,73
308,3,0:40.0,B. Roberts misses 2-pt jump shot from 8 ft,,70,73
309,3,0:39.0,Offensive rebound by B. Biyombo,,70,73
310,3,0:39.0,B. Biyombo makes 2-pt tip-in from 1 ft,,72,73
311,3,0:26.0,,I. Thomas misses 2-pt jump shot from 19 ft,72,73
312,3,0:25.0,,Offensive rebound by E. Bledsoe,72,73
313,3,0:25.0,,E. Bledsoe makes 2-pt tip-in from 2 ft,72,75
314,3,0:04.0,B. Roberts makes 2-pt jump shot from 18 ft,,74,75
315,3,0:00.0,,M. Morris misses 3-pt jump shot from 42 ft,74,75
316,3,0:00.0,,Offensive rebound by Team,74,75
317,4,11:49.0,B. Biyombo misses 2-pt layup from 2 ft,,74,75
318,4,11:48.0,,Defensive rebound by P. Tucker,74,75
319,4,11:27.0,,Turnover by P. Tucker (bad pass),74,75
320,4,11:14.0,G. Henderson makes 3-pt jump shot from 24 ft (assist by G. Neal),,77,75
321,4,10:55.0,,G. Green misses 3-pt jump shot from 24 ft,77,75
322,4,10:54.0,,Offensive rebound by A. Len,77,75
323,4,10:54.0,,Shooting foul by B. Biyombo (drawn by A. Len),77,75
324,4,10:54.0,,A. Len makes free throw 1 of 2,77,76
325,4,10:54.0,,A. Len makes free throw 2 of 2,77,77
326,4,10:38.0,G. Neal makes 2-pt jump shot from 19 ft (assist by B. Biyombo),,79,77
327,4,10:10.0,,P. Tucker makes 2-pt hook shot from 3 ft,79,79
328,4,9:49.0,G. Neal makes 3-pt jump shot from 25 ft,,82,79
329,4,9:35.0,,G. Green misses 3-pt jump shot from 24 ft,82,79
330,4,9:33.0,Defensive rebound by B. Roberts,,82,79
331,4,9:28.0,Personal foul by I. Thomas (drawn by B. Roberts),,82,79
332,4,9:22.0,Offensive foul by B. Biyombo (drawn by I. Thomas),,82,79
333,4,9:22.0,Turnover by B. Biyombo (offensive foul),,82,79
334,4,9:22.0,,M. Plumlee enters the game for A. Len,82,79
335,4,9:07.0,L. Stephenson enters the game for G. Henderson,,82,79
336,4,9:07.0,A. Jefferson enters the game for B. Biyombo,,82,79
337,4,9:05.0,,G. Green misses 2-pt jump shot from 20 ft,82,79
338,4,9:04.0,Defensive rebound by Team,,82,79
339,4,8:54.0,Turnover by G. Neal (offensive foul),,82,79
340,4,8:54.0,Offensive foul by G. Neal (drawn by M. Plumlee),,82,79
341,4,8:54.0,Official timeout,,82,79
342,4,8:54.0,,E. Bledsoe enters the game for G. Green,82,79
343,4,8:42.0,,Offensive foul by M. Morris (drawn by B. Roberts),82,79
344,4,8:42.0,,Turnover by M. Morris (offensive foul),82,79
345,4,8:22.0,G. Neal misses 2-pt jump shot from 3 ft (block by M. Morris),,82,79
346,4,8:20.0,Offensive rebound by A. Jefferson,,82,79
347,4,8:17.0,A. Jefferson misses 2-pt jump shot from 14 ft,,82,79
348,4,8:16.0,,Defensive rebound by E. Bledsoe,82,79
349,4,8:11.0,,I. Thomas misses 3-pt jump shot from 25 ft,82,79
350,4,8:10.0,Defensive rebound by Team,,82,79
351,4,8:01.0,Personal foul by I. Thomas (drawn by B. Roberts),,82,79
352,4,7:46.0,L. Stephenson makes 2-pt layup from 1 ft (assist by B. Roberts),,84,79
353,4,7:35.0,,Shooting foul by G. Neal (drawn by E. Bledsoe),84,79
354,4,7:35.0,,E. Bledsoe makes free throw 1 of 2,84,80
355,4,7:35.0,,M. Morris enters the game for P. Tucker,84,80
356,4,7:35.0,,E. Bledsoe makes free throw 2 of 2,84,81
357,4,7:10.0,G. Neal makes 3-pt jump shot from 25 ft (assist by L. Stephenson),,87,81
358,4,6:51.0,,I. Thomas misses 2-pt layup from 2 ft,87,81
359,4,6:50.0,Defensive rebound by C. Zeller,,87,81
360,4,6:35.0,G. Neal misses 2-pt jump shot from 10 ft,,87,81
361,4,6:35.0,Offensive rebound by Team,,87,81
362,4,6:35.0,,Loose ball foul by M. Morris (drawn by G. Neal),87,81
363,4,6:35.0,G. Henderson enters the game for G. Neal,,87,81
364,4,6:35.0,K. Walker enters the game for C. Zeller,,87,81
365,4,6:35.0,M. Williams enters the game for B. Roberts,,87,81
366,4,6:35.0,,G. Dragić enters the game for I. Thomas,87,81
367,4,6:19.0,G. Henderson misses 2-pt jump shot from 11 ft,,87,81
368,4,6:18.0,Offensive rebound by A. Jefferson,,87,81
369,4,6:14.0,A. Jefferson makes 2-pt jump shot from 16 ft,,89,81
370,4,6:00.0,,M. Morris misses 2-pt jump shot from 5 ft (block by G. Henderson),89,81
371,4,5:57.0,Defensive rebound by A. Jefferson,,89,81
372,4,5:54.0,K. Walker makes 2-pt layup at rim,,91,81
373,4,5:54.0,,Phoenix full timeout,91,81
374,4,5:54.0,,P. Tucker enters the game for M. Morris,91,81
375,4,5:40.0,,G. Dragić misses 3-pt jump shot from 24 ft,91,81
376,4,5:39.0,,Offensive rebound by M. Morris,91,81
377,4,5:25.0,,M. Plumlee makes 2-pt layup from 1 ft (assist by G. Dragić),91,83
378,4,5:02.0,G. Henderson misses 2-pt jump shot from 6 ft,,91,83
379,4,5:01.0,,Defensive rebound by P. Tucker,91,83
380,4,4:51.0,,M. Plumlee misses 2-pt layup from 2 ft,91,83
381,4,4:51.0,Defensive rebound by L. Stephenson,,91,83
382,4,4:34.0,Turnover by K. Walker (bad pass; steal by M. Morris),,91,83
383,4,4:30.0,,G. Dragić makes 2-pt layup from 1 ft (assist by M. Morris),91,85
384,4,4:23.0,Charlotte full timeout,,91,85
