,QUARTER,TIME_REMAINING,BOSTON_ACTION,LA CLIPPERS_ACTION,BOSTON_SCORE,LA CLIPPERS_SCORE
75,1,3:04.0,,Defensive rebound by D. Jordan,10,17
76,1,2:54.0,,Shooting foul by T. Zeller (drawn by D. Jordan),10,17
77,1,2:54.0,,LA Clippers full timeout,10,17
78,1,2:54.0,M. Smart enters the game for A. Bradley,,10,17
79,1,2:54.0,K. Olynyk enters the game for B. Bass,,10,17
80,1,2:54.0,,J. Crawford enters the game for M. Barnes,10,17
81,1,2:54.0,,S. Hawes enters the game for B. Griffin,10,17
82,1,2:54.0,B. Bass enters the game for T. Zeller,,10,17
83,1,2:54.0,,D. Jordan makes free throw 1 of 2,10,18
84,1,2:54.0,,D. Jordan makes free throw 2 of 2,10,19
85,1,2:38.0,Shooting foul by J. Redick (drawn by E. Turner),,10,19
86,1,2:38.0,E. Turner makes free throw 1 of 2,,11,19
87,1,2:38.0,,A. Rivers enters the game for J. Redick,11,19
88,1,2:38.0,,G. Davis enters the game for D. Jordan,11,19
89,1,2:38.0,E. Turner makes free throw 2 of 2,,12,19
90,1,2:21.0,,S. Hawes misses 3-pt jump shot from 25 ft,12,19
91,1,2:20.0,Defensive rebound by M. Thornton,,12,19
92,1,2:07.0,B. Bass misses 2-pt layup from 1 ft (block by G. Davis),,12,19
93,1,2:04.0,,Defensive rebound by S. Hawes,12,19
94,1,1:50.0,,C. Paul makes 2-pt layup from 2 ft (assist by S. Hawes),12,21
95,1,1:34.0,M. Smart makes 3-pt jump shot from 24 ft (assist by M. Thornton),,15,21
96,1,1:18.0,,S. Hawes misses 2-pt layup from 2 ft,15,21
97,1,1:17.0,Defensive rebound by K. Olynyk,,15,21
98,1,1:15.0,,M. Barnes enters the game for C. Paul,15,21
99,1,1:11.0,B. Bass makes 2-pt dunk at rim (assist by E. Turner),,17,21
100,1,0:46.0,,G. Davis makes 2-pt layup from 1 ft,17,23
101,1,0:35.0,K. Olynyk misses 2-pt layup from 1 ft,,17,23
102,1,0:34.0,,Defensive rebound by S. Hawes,17,23
103,1,0:21.0,,J. Crawford misses 2-pt jump shot from 17 ft,17,23
104,1,0:19.0,Defensive rebound by E. Turner,,17,23
105,1,0:04.0,B. Bass misses 2-pt layup at rim (block by S. Hawes),,17,23
106,1,0:02.0,,Defensive rebound by J. Crawford,17,23
107,1,0:00.0,,J. Crawford misses 3-pt jump shot from 37 ft,17,23
108,1,0:00.0,,Offensive rebound by Team,17,23
109,2,11:34.0,M. Thornton misses 3-pt jump shot from 27 ft,,17,23
110,2,11:33.0,,Defensive rebound by G. Davis,17,23
111,2,11:21.0,,Turnover by A. Rivers (bad pass),17,23
112,2,10:58.0,K. Olynyk makes 2-pt jump shot from 13 ft (assist by T. Prince),,19,23
113,2,10:46.0,,M. Barnes makes 3-pt jump shot from 23 ft (assist by A. Rivers),19,26
114,2,10:30.0,B. Bass misses 2-pt jump shot from 13 ft,,19,26
115,2,10:28.0,,Defensive rebound by G. Davis,19,26
116,2,10:18.0,,Shooting foul by M. Smart (drawn by J. Crawford),19,26
117,2,10:18.0,,J. Crawford makes free throw 1 of 2,19,27
118,2,10:18.0,,J. Crawford makes free throw 2 of 2,19,28
119,2,9:57.0,K. Olynyk misses 2-pt jump shot from 19 ft,,19,28
120,2,9:56.0,Offensive rebound by T. Prince,,19,28
121,2,9:51.0,Turnover by K. Olynyk (traveling),,19,28
122,2,9:45.0,,Offensive foul by G. Davis (drawn by M. Thornton),19,28
123,2,9:45.0,,Turnover by G. Davis (offensive foul),19,28
124,2,9:29.0,Shooting foul by J. Crawford (drawn by M. Smart),,19,28
125,2,9:29.0,M. Smart makes free throw 1 of 2,,20,28
126,2,9:29.0,J. Sullinger enters the game for B. Bass,,20,28
127,2,9:29.0,M. Smart makes free throw 2 of 2,,21,28
128,2,9:16.0,,J. Crawford makes 2-pt jump shot from 18 ft,21,30
129,2,9:01.0,J. Sullinger misses 2-pt jump shot from 21 ft,,21,30
130,2,9:00.0,,Defensive rebound by M. Barnes,21,30
131,2,8:57.0,,Turnover by J. Crawford (bad pass; steal by M. Smart),21,30
132,2,8:52.0,K. Olynyk makes 2-pt dunk at rim (assist by M. Smart),,23,30
133,2,8:36.0,,S. Hawes misses 2-pt layup from 1 ft,23,30
134,2,8:35.0,Defensive rebound by J. Sullinger,,23,30
135,2,8:28.0,M. Thornton misses 2-pt jump shot from 20 ft,,23,30
136,2,8:27.0,,Defensive rebound by G. Davis,23,30
137,2,8:16.0,,A. Rivers makes 2-pt layup from 1 ft,23,32
138,2,7:55.0,M. Smart misses 3-pt jump shot from 26 ft,,23,32
139,2,7:54.0,,Defensive rebound by J. Crawford,23,32
140,2,7:49.0,,J. Crawford makes 2-pt jump shot from 20 ft,23,34
141,2,7:48.0,Boston full timeout,,23,34
142,2,7:48.0,,B. Griffin enters the game for G. Davis,23,34
143,2,7:29.0,J. Sullinger misses 2-pt layup from 2 ft (block by S. Hawes),,23,34
144,2,7:27.0,,Defensive rebound by A. Rivers,23,34
145,2,7:10.0,,A. Rivers misses 2-pt layup from 1 ft,23,34
146,2,7:09.0,,Offensive rebound by B. Griffin,23,34
147,2,7:06.0,,B. Griffin misses 2-pt tip-in from 1 ft,23,34
148,2,7:03.0,,Offensive rebound by B. Griffin,23,34
149,2,6:59.0,,A. Rivers misses 2-pt jump shot from 18 ft,23,34
150,2,6:58.0,Defensive rebound by T. Prince,,23,34
151,2,6:51.0,T. Prince misses 2-pt jump shot from 4 ft,,23,34
152,2,6:50.0,,Defensive rebound by S. Hawes,23,34
153,2,6:43.0,,Turnover by A. Rivers (bad pass; steal by K. Olynyk),23,34
154,2,6:37.0,M. Thornton misses 3-pt jump shot from 25 ft,,23,34
155,2,6:35.0,Offensive rebound by K. Olynyk,,23,34
156,2,6:18.0,M. Smart misses 3-pt jump shot from 25 ft,,23,34
157,2,6:16.0,,Defensive rebound by S. Hawes,23,34
158,2,6:16.0,,LA Clippers full timeout,23,34
159,2,6:16.0,,D. Jordan enters the game for S. Hawes,23,34
160,2,6:16.0,,C. Paul enters the game for M. Barnes,23,34
161,2,6:16.0,,J. Redick enters the game for A. Rivers,23,34
162,2,6:16.0,A. Bradley enters the game for M. Thornton,,23,34
163,2,6:16.0,T. Zeller enters the game for K. Olynyk,,23,34
164,2,5:59.0,,J. Crawford makes 3-pt jump shot from 25 ft,23,37
165,2,5:36.0,A. Bradley makes 3-pt jump shot from 25 ft (assist by M. Smart),,26,37
166,2,5:21.0,,J. Crawford misses 3-pt jump shot from 24 ft,26,37
167,2,5:19.0,Defensive rebound by J. Sullinger,,26,37
168,2,5:08.0,J. Sullinger makes 2-pt jump shot from 22 ft (assist by M. Smart),,28,37
169,2,4:56.0,,J. Redick misses 3-pt jump shot from 25 ft,28,37
170,2,4:55.0,Defensive rebound by J. Sullinger,,28,37
171,2,4:42.0,A. Bradley misses 2-pt hook shot from 4 ft (block by D. Jordan),,28,37
172,2,4:40.0,,Defensive rebound by B. Griffin,28,37
173,2,4:31.0,,J. Crawford misses 2-pt jump shot from 6 ft (block by M. Smart),28,37
174,2,4:29.0,,Offensive rebound by D. Jordan,28,37
175,2,4:20.0,,B. Griffin makes 2-pt jump shot from 20 ft (assist by J. Crawford),28,39
176,2,3:59.0,J. Sullinger makes 3-pt jump shot from 24 ft (assist by T. Zeller),,31,39
177,2,3:43.0,,J. Redick misses 2-pt jump shot from 16 ft,31,39
178,2,3:42.0,Defensive rebound by J. Sullinger,,31,39
179,2,3:27.0,J. Sullinger misses 2-pt jump shot from 17 ft,,31,39
180,2,3:26.0,Offensive rebound by T. Zeller,,31,39
181,2,3:24.0,T. Zeller misses 2-pt layup from 2 ft (block by D. Jordan),,31,39
182,2,3:24.0,Offensive rebound by Team,,31,39
183,2,3:24.0,,M. Barnes enters the game for J. Crawford,31,39
184,2,3:24.0,E. Turner enters the game for T. Prince,,31,39
185,2,3:07.0,T. Zeller makes 2-pt hook shot from 4 ft (assist by M. Smart),,33,39
186,2,2:51.0,,B. Griffin makes 2-pt jump shot from 18 ft (assist by M. Barnes),33,41
187,2,2:35.0,J. Sullinger makes 2-pt jump shot from 16 ft (assist by E. Turner),,35,41
188,2,2:34.0,Personal foul by M. Barnes (drawn by T. Zeller),,35,41
189,2,2:34.0,,Personal foul by T. Zeller,35,41
190,2,2:34.0,Official timeout,,35,41
191,2,2:34.0,B. Bass enters the game for T. Zeller,,35,41
192,2,2:14.0,,C. Paul makes 3-pt jump shot from 22 ft (assist by B. Griffin),35,44
193,2,1:53.0,E. Turner misses 3-pt jump shot from 22 ft,,35,44
194,2,1:52.0,,Defensive rebound by B. Griffin,35,44
195,2,1:33.0,,Turnover by C. Paul (bad pass; steal by J. Sullinger),35,44
196,2,1:24.0,A. Bradley misses 2-pt jump shot from 17 ft,,35,44
197,2,1:22.0,,Defensive rebound by C. Paul,35,44
198,2,1:15.0,,Turnover by M. Barnes (bad pass),35,44
199,2,0:56.0,B. Bass misses 2-pt jump shot from 12 ft,,35,44
200,2,0:55.0,Offensive rebound by J. Sullinger,,35,44
201,2,0:55.0,J. Sullinger makes 2-pt tip-in at rim,,37,44
202,2,0:39.0,,B. Griffin misses 2-pt jump shot from 20 ft,37,44
203,2,0:37.0,Defensive rebound by J. Sullinger,,37,44
204,2,0:27.0,Turnover by B. Bass (traveling),,37,44
205,2,0:27.0,,LA Clippers full timeout,37,44
206,2,0:27.0,,J. Crawford enters the game for D. Jordan,37,44
207,2,0:06.0,,J. Crawford makes 3-pt jump shot from 24 ft (assist by C. Paul),37,47
208,2,0:06.0,Boston full timeout,,37,47
209,2,0:06.0,,A. Rivers enters the game for M. Barnes,37,47
210,2,0:06.0,,D. Jones enters the game for J. Redick,37,47
211,2,0:06.0,,D. Jordan enters the game for J. Crawford,37,47
212,2,0:06.0,M. Thornton enters the game for A. Bradley,,37,47
213,2,0:06.0,K. Olynyk enters the game for B. Bass,,37,47
214,2,0:03.0,Personal take foul by D. Jones (drawn by E. Turner),,37,47
215,2,0:01.0,J. Sullinger misses 3-pt jump shot from 25 ft,,37,47
216,2,0:00.0,Offensive rebound by Team,,37,47
217,3,11:36.0,A. Bradley misses 3-pt jump shot from 33 ft,,37,47
218,3,11:36.0,Offensive rebound by Team,,37,47
219,3,11:36.0,Turnover by Team (shot clock),,37,47
220,3,11:25.0,,B. Griffin makes 2-pt jump shot from 19 ft (assist by C. Paul),37,49
221,3,11:02.0,Turnover by A. Bradley (back court),,37,49
222,3,10:49.0,,M. Barnes misses 3-pt jump shot from 23 ft,37,49
223,3,10:48.0,Defensive rebound by J. Sullinger,,37,49
224,3,10:32.0,T. Zeller makes 2-pt jump shot from 5 ft (assist by E. Turner),,39,49
225,3,10:12.0,,J. Redick misses 2-pt jump shot from 20 ft,39,49
226,3,10:11.0,Defensive rebound by E. Turner,,39,49
227,3,10:00.0,T. Zeller misses 2-pt jump shot from 17 ft,,39,49
228,3,9:58.0,,Defensive rebound by B. Griffin,39,49
229,3,9:50.0,,B. Griffin makes 2-pt jump shot from 18 ft (assist by C. Paul),39,51
230,3,9:27.0,E. Turner makes 3-pt jump shot from 25 ft,,42,51
231,3,9:07.0,,B. Griffin makes 2-pt jump shot from 7 ft,42,53
232,3,8:51.0,Turnover by T. Zeller (bad pass; steal by D. Jordan),,42,53
233,3,8:45.0,,J. Redick makes 3-pt jump shot from 24 ft (assist by D. Jordan),42,56
234,3,8:26.0,Shooting foul by C. Paul (drawn by E. Turner),,42,56
235,3,8:26.0,E. Turner makes free throw 1 of 2,,43,56
236,3,8:26.0,E. Turner makes free throw 2 of 2,,44,56
237,3,8:18.0,,J. Redick misses 2-pt layup from 2 ft (block by T. Zeller),44,56
238,3,8:16.0,,Offensive rebound by D. Jordan,44,56
239,3,8:16.0,,D. Jordan makes 2-pt dunk at rim,44,58
240,3,7:58.0,J. Sullinger misses 2-pt jump shot from 13 ft,,44,58
241,3,7:56.0,Offensive rebound by J. Crowder,,44,58
242,3,7:56.0,J. Crowder misses 2-pt tip-in from 1 ft,,44,58
243,3,7:55.0,Offensive rebound by T. Zeller,,44,58
244,3,7:55.0,Shooting foul by B. Griffin (drawn by T. Zeller),,44,58
245,3,7:55.0,T. Zeller makes free throw 1 of 2,,45,58
246,3,7:55.0,T. Zeller misses free throw 2 of 2,,45,58
247,3,7:54.0,,Defensive rebound by B. Griffin,45,58
248,3,7:34.0,,D. Jordan makes 2-pt layup from 1 ft (assist by M. Barnes),45,60
249,3,7:14.0,J. Sullinger misses 2-pt layup from 1 ft (block by D. Jordan),,45,60
250,3,7:14.0,,Defensive rebound by Team,45,60
251,3,7:05.0,,B. Griffin makes 2-pt jump shot from 19 ft (assist by C. Paul),45,62
252,3,7:02.0,Boston full timeout,,45,62
253,3,6:41.0,E. Turner misses 3-pt jump shot from 24 ft,,45,62
254,3,6:40.0,,Defensive rebound by C. Paul,45,62
255,3,6:32.0,,C. Paul misses 2-pt jump shot from 15 ft,45,62
256,3,6:30.0,,Offensive rebound by D. Jordan,45,62
257,3,6:30.0,,D. Jordan makes 2-pt tip-in from 1 ft,45,64
258,3,6:14.0,J. Crowder misses 3-pt jump shot from 23 ft (block by M. Barnes),,45,64
259,3,6:14.0,Offensive rebound by Team,,45,64
260,3,6:14.0,K. Olynyk enters the game for T. Zeller,,45,64
261,3,6:14.0,M. Thornton enters the game for J. Crowder,,45,64
262,3,6:10.0,J. Sullinger makes 3-pt jump shot from 24 ft (assist by E. Turner),,48,64
263,3,5:45.0,,B. Griffin makes 2-pt jump shot from 19 ft,48,66
264,3,5:23.0,Turnover by K. Olynyk (bad pass; steal by C. Paul),,48,66
265,3,5:17.0,,J. Redick makes 3-pt jump shot from 24 ft (assist by B. Griffin),48,69
266,3,4:56.0,Def 3 sec tech foul by M. Barnes,,48,69
267,3,4:56.0,M. Thornton misses technical free throw,,48,69
268,3,4:56.0,Offensive rebound by Team,,48,69
269,3,4:56.0,M. Smart enters the game for A. Bradley,,48,69
270,3,4:50.0,M. Thornton misses 2-pt layup from 2 ft (block by D. Jordan),,48,69
271,3,4:48.0,,Defensive rebound by C. Paul,48,69
272,3,4:32.0,,Turnover by C. Paul (bad pass; steal by K. Olynyk),48,69
273,3,4:26.0,M. Smart misses 2-pt jump shot from 4 ft,,48,69
274,3,4:21.0,,Defensive rebound by B. Griffin,48,69
275,3,4:14.0,,D. Jordan makes 2-pt layup at rim (assist by B. Griffin),48,71
276,3,4:04.0,K. Olynyk misses 3-pt jump shot from 25 ft,,48,71
277,3,4:01.0,,Defensive rebound by B. Griffin,48,71
278,3,3:55.0,,D. Jordan misses 2-pt layup from 1 ft,48,71
279,3,3:51.0,Defensive rebound by K. Olynyk,,48,71
280,3,3:45.0,M. Smart makes 3-pt jump shot from 25 ft (assist by E. Turner),,51,71
281,3,3:44.0,,LA Clippers full timeout,51,71
282,3,3:44.0,B. Bass enters the game for J. Sullinger,,51,71
283,3,3:26.0,,B. Griffin misses 2-pt jump shot from 18 ft,51,71
284,3,3:25.0,Defensive rebound by E. Turner,,51,71
285,3,3:10.0,Shooting foul by J. Redick (drawn by B. Bass),,51,71
286,3,3:10.0,B. Bass misses free throw 1 of 2,,51,71
287,3,3:10.0,Offensive rebound by Team,,51,71
288,3,3:10.0,,J. Crawford enters the game for M. Barnes,51,71
289,3,3:10.0,B. Bass makes free throw 2 of 2,,52,71
290,3,2:47.0,,B. Griffin misses 2-pt jump shot from 19 ft,52,71
291,3,2:45.0,,Offensive rebound by D. Jordan,52,71
292,3,2:40.0,,C. Paul misses 2-pt jump shot from 14 ft,52,71
293,3,2:39.0,Defensive rebound by E. Turner,,52,71
294,3,2:26.0,M. Thornton makes 3-pt jump shot from 24 ft (assist by K. Olynyk),,55,71
295,3,2:11.0,,J. Redick makes 3-pt jump shot from 25 ft (assist by C. Paul),55,74
296,3,1:51.0,B. Bass makes 2-pt jump shot from 14 ft (assist by M. Smart),,57,74
297,3,1:32.0,,Turnover by D. Jordan (3 sec),57,74
298,3,1:32.0,,A. Rivers enters the game for C. Paul,57,74
299,3,1:32.0,,S. Hawes enters the game for D. Jordan,57,74
300,3,1:22.0,K. Olynyk misses 3-pt jump shot from 25 ft,,57,74
301,3,1:21.0,Offensive rebound by Team,,57,74
302,3,1:15.0,Turnover by M. Smart (bad pass),,57,74
303,3,1:15.0,,D. Jones enters the game for J. Redick,57,74
304,3,0:51.0,,S. Hawes misses 2-pt jump shot from 18 ft,57,74
305,3,0:49.0,Defensive rebound by K. Olynyk,,57,74
306,3,0:43.0,B. Bass makes 2-pt layup at rim (assist by M. Thornton),,59,74
307,3,0:43.0,Shooting foul by S. Hawes (drawn by B. Bass),,59,74
308,3,0:43.0,T. Prince enters the game for E. Turner,,59,74
309,3,0:43.0,B. Bass makes free throw 1 of 1,,60,74
310,3,0:30.0,,J. Crawford misses 3-pt jump shot from 24 ft,60,74
311,3,0:29.0,Defensive rebound by K. Olynyk,,60,74
312,3,0:06.0,M. Thornton misses 2-pt jump shot from 15 ft,,60,74
313,3,0:04.0,Offensive rebound by B. Bass,,60,74
314,3,0:04.0,B. Bass makes 2-pt dunk at rim,,62,74
315,3,0:01.0,,J. Crawford misses 3-pt jump shot from 30 ft,62,74
316,3,0:00.0,,Offensive rebound by Team,62,74
317,4,11:45.0,,J. Crawford misses 2-pt jump shot from 19 ft,62,74
318,4,11:44.0,Defensive rebound by K. Olynyk,,62,74
319,4,11:37.0,Turnover by M. Thornton (bad pass; steal by A. Rivers),,62,74
320,4,11:25.0,,D. Jones makes 2-pt layup from 1 ft (assist by S. Hawes),62,76
321,4,11:01.0,M. Smart makes 3-pt jump shot from 24 ft (assist by K. Olynyk),,65,76
322,4,10:46.0,,S. Hawes makes 3-pt jump shot from 25 ft (assist by A. Rivers),65,79
323,4,10:29.0,K. Olynyk makes 2-pt jump shot from 19 ft (assist by M. Thornton),,67,79
324,4,10:04.0,,S. Hawes makes 2-pt layup from 1 ft (assist by J. Crawford),67,81
325,4,9:52.0,K. Olynyk makes 3-pt jump shot from 25 ft (assist by M. Smart),,70,81
326,4,9:36.0,,S. Hawes misses 3-pt jump shot from 22 ft,70,81
327,4,9:35.0,Defensive rebound by M. Smart,,70,81
328,4,9:10.0,K. Olynyk makes 2-pt layup at rim (assist by B. Bass),,72,81
329,4,8:45.0,,G. Davis makes 2-pt jump shot from 12 ft (assist by A. Rivers),72,83
330,4,8:20.0,M. Smart makes 3-pt jump shot from 24 ft,,75,83
331,4,8:05.0,,Shooting foul by K. Olynyk (drawn by J. Crawford),75,83
332,4,8:05.0,Official timeout,,75,83
333,4,8:05.0,,D. Jordan enters the game for G. Davis,75,83
334,4,8:05.0,,M. Barnes enters the game for D. Jones,75,83
335,4,8:05.0,,J. Crawford makes free throw 1 of 2,75,84
336,4,8:05.0,,J. Crawford makes free throw 2 of 2,75,85
337,4,7:52.0,Turnover by M. Thornton (bad pass; steal by M. Barnes),,75,85
338,4,7:31.0,,S. Hawes misses 2-pt jump shot from 18 ft,75,85
339,4,7:25.0,,Offensive rebound by D. Jordan,75,85
340,4,7:17.0,,M. Barnes misses 2-pt layup from 2 ft,75,85
341,4,7:16.0,,Offensive rebound by S. Hawes,75,85
342,4,7:16.0,,S. Hawes makes 2-pt dunk at rim,75,87
343,4,6:57.0,M. Thornton makes 3-pt jump shot from 25 ft,,78,87
344,4,6:30.0,,J. Crawford makes 2-pt layup from 1 ft,78,89
345,4,6:24.0,K. Olynyk misses 2-pt layup at rim,,78,89
346,4,6:20.0,,Defensive rebound by M. Barnes,78,89
347,4,6:11.0,,Personal foul by T. Prince (drawn by J. Crawford),78,89
348,4,6:11.0,,B. Griffin enters the game for S. Hawes,78,89
349,4,6:11.0,,C. Paul enters the game for A. Rivers,78,89
350,4,6:00.0,,J. Crawford misses 2-pt jump shot from 3 ft,78,89
351,4,5:59.0,Defensive rebound by M. Smart,,78,89
352,4,5:56.0,Shooting foul by M. Barnes (drawn by K. Olynyk),,78,89
353,4,5:56.0,,LA Clippers full timeout,78,89
354,4,5:56.0,K. Olynyk misses free throw 1 of 2,,78,89
355,4,5:56.0,Offensive rebound by Team,,78,89
356,4,5:56.0,K. Olynyk misses free throw 2 of 2,,78,89
357,4,5:55.0,,Defensive rebound by C. Paul,78,89
358,4,5:55.0,,Personal foul by K. Olynyk (drawn by C. Paul),78,89
359,4,5:41.0,,C. Paul misses 2-pt jump shot from 14 ft,78,89
360,4,5:39.0,Defensive rebound by M. Thornton,,78,89
361,4,5:33.0,M. Thornton makes 2-pt layup at rim,,80,89
362,4,5:18.0,,Turnover by J. Crawford (bad pass; steal by K. Olynyk),80,89
363,4,5:10.0,B. Bass makes 2-pt layup at rim (assist by M. Thornton),,82,89
364,4,5:10.0,Shooting foul by J. Crawford (drawn by B. Bass),,82,89
365,4,5:10.0,,J. Redick enters the game for J. Crawford,82,89
366,4,5:10.0,B. Bass makes free throw 1 of 1,,83,89
367,4,4:58.0,,B. Griffin makes 2-pt hook shot from 4 ft (assist by J. Redick),83,91
368,4,4:38.0,M. Thornton makes 2-pt jump shot from 18 ft (assist by M. Smart),,85,91
369,4,4:18.0,,Personal foul by B. Bass (drawn by B. Griffin),85,91
370,4,4:05.0,,J. Redick misses 3-pt jump shot from 25 ft,85,91
371,4,4:03.0,Defensive rebound by Team,,85,91
372,4,3:50.0,M. Thornton makes 3-pt jump shot from 26 ft,,88,91
373,4,3:23.0,,M. Barnes misses 3-pt jump shot from 24 ft,88,91
374,4,3:22.0,,Offensive rebound by D. Jordan,88,91
375,4,3:16.0,,Personal foul by M. Smart (drawn by B. Griffin),88,91
376,4,3:16.0,,B. Griffin makes free throw 1 of 2,88,92
377,4,3:16.0,E. Turner enters the game for T. Prince,,88,92
378,4,3:16.0,,B. Griffin makes free throw 2 of 2,88,93
379,4,3:02.0,B. Bass misses 2-pt jump shot from 15 ft,,88,93
380,4,3:01.0,,Defensive rebound by C. Paul,88,93
381,4,2:59.0,,Personal take foul by B. Bass (drawn by D. Jordan),88,93
382,4,2:59.0,Boston full timeout,,88,93
383,4,2:59.0,,D. Jordan misses free throw 1 of 2,88,93
384,4,2:59.0,,Offensive rebound by Team,88,93
385,4,2:59.0,,D. Jordan misses free throw 2 of 2,88,93
386,4,2:57.0,Defensive rebound by K. Olynyk,,88,93
