,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,MEMPHIS_ACTION,CLEVELAND_SCORE,MEMPHIS_SCORE
393,4,2:27.0,K. Perkins makes 2-pt jump shot from 14 ft (assist by I. Shumpert),,108,80
394,4,2:11.0,,J. Green misses 2-pt jump shot from 20 ft,108,80
395,4,2:10.0,,Offensive rebound by J. Adams,108,80
396,4,2:08.0,,J. Adams makes 2-pt layup from 1 ft,108,82
397,4,1:40.0,I. Shumpert makes 3-pt jump shot from 26 ft (assist by S. Marion),,111,82
398,4,1:24.0,,J. Green makes 2-pt dunk at rim (assist by N. Calathes),111,84
399,4,1:10.0,Turnover by K. Perkins (bad pass),,111,84
400,4,1:00.0,,Personal foul by M. Miller (drawn by J. Green),111,84
401,4,1:00.0,,J. Green makes free throw 1 of 2,111,85
402,4,1:00.0,,J. Green makes free throw 2 of 2,111,86
403,4,0:47.0,Turnover by S. Marion (lost ball),,111,86
404,4,0:28.0,,J. Adams misses 3-pt jump shot from 23 ft,111,86
405,4,0:27.0,,Offensive rebound by J. Green,111,86
406,4,0:19.0,,J. Adams makes 3-pt jump shot from 24 ft,111,89
