,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,PHOENIX_ACTION,SACRAMENTO_SCORE,PHOENIX_SCORE
49,1,7:34.0,,Defensive rebound by Team,11,12
50,1,7:22.0,,A. Goodwin misses 2-pt jump shot from 4 ft (block by D. Cousins),11,12
51,1,7:20.0,,Offensive rebound by P. Tucker,11,12
52,1,7:15.0,,M. Morris misses 2-pt jump shot from 13 ft,11,12
53,1,7:14.0,Defensive rebound by Team,,11,12
54,1,7:02.0,D. Cousins misses 2-pt hook shot from 10 ft,,11,12
55,1,6:59.0,Offensive rebound by D. Cousins,,11,12
56,1,6:59.0,D. Cousins makes 2-pt tip-in from 2 ft,,13,12
57,1,6:40.0,,M. Morris makes 2-pt jump shot from 14 ft (assist by M. Morris),13,14
58,1,6:31.0,Personal foul by M. Morris (drawn by O. Casspi),,13,14
59,1,6:31.0,,T. Warren enters the game for M. Morris,13,14
60,1,6:20.0,O. Casspi misses 2-pt jump shot from 3 ft,,13,14
61,1,6:18.0,,Defensive rebound by A. Len,13,14
62,1,6:17.0,,Turnover by A. Len (lost ball; steal by D. Cousins),13,14
63,1,6:13.0,R. McCallum makes 2-pt layup at rim (assist by D. Cousins),,15,14
64,1,5:59.0,,P. Tucker misses 3-pt jump shot from 24 ft,15,14
65,1,5:56.0,,Offensive rebound by M. Morris,15,14
66,1,5:56.0,,M. Morris misses 2-pt layup from 1 ft,15,14
67,1,5:55.0,,Offensive rebound by A. Len,15,14
68,1,5:54.0,,M. Morris makes 2-pt layup from 1 ft,15,16
69,1,5:48.0,Personal foul by A. Len (drawn by D. Cousins),,15,16
70,1,5:48.0,,Phoenix full timeout,15,16
71,1,5:48.0,,B. Wright enters the game for A. Len,15,16
72,1,5:38.0,B. McLemore misses 3-pt jump shot from 24 ft,,15,16
73,1,5:36.0,,Defensive rebound by B. Wright,15,16
74,1,5:17.0,,Turnover by T. Warren (bad pass; steal by O. Casspi),15,16
75,1,5:13.0,D. Williams misses 2-pt dunk at rim,,15,16
76,1,5:09.0,Offensive rebound by O. Casspi,,15,16
77,1,5:06.0,D. Williams misses 2-pt layup from 1 ft,,15,16
78,1,5:04.0,,Defensive rebound by B. Wright,15,16
79,1,4:57.0,,M. Morris makes 2-pt dunk at rim (assist by A. Goodwin),15,18
80,1,4:42.0,B. McLemore makes 2-pt layup from 1 ft,,17,18
81,1,4:30.0,,M. Morris makes 2-pt jump shot from 15 ft (assist by A. Goodwin),17,20
82,1,4:17.0,O. Casspi makes 3-pt jump shot from 26 ft (assist by R. McCallum),,20,20
83,1,3:57.0,,P. Tucker makes 2-pt layup from 2 ft,20,22
84,1,3:45.0,B. McLemore makes 2-pt dunk at rim (assist by R. McCallum),,22,22
85,1,3:25.0,,Personal foul by D. Williams (drawn by A. Goodwin),22,22
86,1,3:25.0,N. Stauskas enters the game for B. McLemore,,22,22
87,1,3:25.0,J. Thompson enters the game for D. Cousins,,22,22
88,1,3:21.0,,P. Tucker misses 3-pt jump shot from 23 ft,22,22
89,1,3:19.0,Defensive rebound by N. Stauskas,,22,22
90,1,3:07.0,J. Thompson makes 2-pt jump shot from 15 ft (assist by N. Stauskas),,24,22
91,1,2:57.0,,Phoenix full timeout,24,22
92,1,2:57.0,Sacramento full timeout,,24,22
93,1,2:57.0,,E. Bledsoe enters the game for P. Tucker,24,22
94,1,2:49.0,,A. Goodwin makes 2-pt layup from 1 ft,24,24
95,1,2:32.0,O. Casspi misses 3-pt jump shot from 25 ft,,24,24
96,1,2:30.0,,Defensive rebound by B. Wright,24,24
97,1,2:23.0,,A. Goodwin makes 2-pt layup from 1 ft,24,26
98,1,2:06.0,J. Thompson misses 2-pt jump shot from 7 ft,,24,26
99,1,2:03.0,,Defensive rebound by M. Morris,24,26
100,1,1:52.0,,B. Wright misses 2-pt jump shot from 11 ft,24,26
101,1,1:51.0,Defensive rebound by J. Thompson,,24,26
102,1,1:46.0,O. Casspi misses 2-pt jump shot from 6 ft (block by M. Morris),,24,26
103,1,1:43.0,,Defensive rebound by M. Morris,24,26
104,1,1:38.0,,E. Bledsoe misses 3-pt jump shot from 24 ft,24,26
105,1,1:35.0,Defensive rebound by O. Casspi,,24,26
106,1,1:25.0,Turnover by R. McCallum (lost ball; steal by A. Goodwin),,24,26
107,1,1:21.0,,Turnover by A. Goodwin (lost ball),24,26
108,1,1:21.0,A. Miller enters the game for R. McCallum,,24,26
109,1,1:21.0,R. Evans enters the game for O. Casspi,,24,26
110,1,1:06.0,N. Stauskas makes 2-pt jump shot from 16 ft,,26,26
111,1,0:54.0,,B. Wright misses 2-pt jump shot from 4 ft,26,26
112,1,0:50.0,Defensive rebound by R. Evans,,26,26
113,1,0:41.0,A. Miller misses 2-pt jump shot from 9 ft,,26,26
114,1,0:37.0,Offensive rebound by R. Evans,,26,26
115,1,0:26.0,N. Stauskas makes 2-pt jump shot from 20 ft (assist by A. Miller),,28,26
116,1,0:07.0,,M. Morris misses 2-pt layup from 1 ft,28,26
117,1,0:06.0,,Offensive rebound by B. Wright,28,26
118,1,0:05.0,,B. Wright misses 2-pt tip-in from 1 ft,28,26
119,1,0:04.0,Defensive rebound by J. Thompson,,28,26
120,1,0:00.0,Shooting foul by E. Bledsoe (drawn by D. Williams),,28,26
121,1,0:00.0,,Technical foul by M. Morris,28,26
122,1,0:00.0,N. Stauskas makes technical free throw,,29,26
123,1,0:00.0,D. Williams makes free throw 1 of 2,,30,26
124,1,0:00.0,D. Williams makes free throw 2 of 2,,31,26
125,2,11:38.0,J. Thompson misses 2-pt jump shot from 8 ft,,31,26
126,2,11:36.0,Offensive rebound by J. Thompson,,31,26
127,2,11:34.0,N. Stauskas makes 3-pt jump shot from 25 ft (assist by J. Thompson),,34,26
128,2,11:22.0,,Turnover by B. Wright (bad pass),34,26
129,2,11:10.0,Turnover by A. Miller (bad pass),,34,26
130,2,10:53.0,,T. Warren makes 2-pt layup from 1 ft,34,28
131,2,10:44.0,Shooting foul by T. Warren (drawn by D. Williams),,34,28
132,2,10:44.0,D. Williams misses free throw 1 of 2,,34,28
133,2,10:44.0,Offensive rebound by Team,,34,28
134,2,10:44.0,D. Williams makes free throw 2 of 2,,35,28
135,2,10:34.0,,Turnover by B. Wright (bad pass),35,28
136,2,10:34.0,R. Gay enters the game for D. Williams,,35,28
137,2,10:15.0,A. Miller makes 3-pt jump shot from 25 ft (assist by R. Gay),,38,28
138,2,10:02.0,,E. Bledsoe misses 2-pt jump shot from 16 ft,38,28
139,2,10:00.0,,Offensive rebound by A. Len,38,28
140,2,9:55.0,,A. Len misses 2-pt jump shot from 13 ft,38,28
141,2,9:55.0,,Offensive rebound by T. Warren,38,28
142,2,9:55.0,,T. Warren makes 2-pt tip-in from 2 ft,38,30
143,2,9:55.0,,Away from play foul by R. Gay (drawn by B. Wright),38,30
144,2,9:55.0,,P. Tucker enters the game for T. Warren,38,30
145,2,9:55.0,,A. Price enters the game for E. Bledsoe,38,30
146,2,9:55.0,,B. Wright misses free throw 1 of 1,38,30
147,2,9:54.0,Defensive rebound by A. Miller,,38,30
148,2,9:35.0,N. Stauskas misses 2-pt jump shot from 20 ft,,38,30
149,2,9:33.0,,Defensive rebound by P. Tucker,38,30
150,2,9:31.0,,Shooting block foul by N. Stauskas (drawn by A. Goodwin),38,30
151,2,9:31.0,,A. Goodwin misses free throw 1 of 2,38,30
152,2,9:31.0,,Offensive rebound by Team,38,30
153,2,9:31.0,,A. Goodwin makes free throw 2 of 2,38,31
154,2,9:15.0,R. Gay misses 3-pt jump shot from 26 ft,,38,31
155,2,9:13.0,,Defensive rebound by A. Price,38,31
156,2,9:06.0,,A. Goodwin misses 3-pt jump shot from 25 ft,38,31
157,2,9:04.0,Defensive rebound by R. Evans,,38,31
158,2,8:53.0,A. Miller misses 3-pt jump shot from 24 ft,,38,31
159,2,8:52.0,,Defensive rebound by A. Goodwin,38,31
160,2,8:46.0,,A. Len makes 2-pt layup from 2 ft (assist by B. Wright),38,33
161,2,8:36.0,Sacramento full timeout,,38,33
162,2,8:36.0,D. Cousins enters the game for J. Thompson,,38,33
163,2,8:21.0,A. Miller misses 2-pt layup from 2 ft,,38,33
164,2,8:19.0,Offensive rebound by R. Evans,,38,33
165,2,8:16.0,Turnover by R. Evans (lost ball; steal by P. Tucker),,38,33
166,2,8:06.0,,A. Len makes 2-pt layup from 1 ft (assist by A. Goodwin),38,35
167,2,7:44.0,Offensive foul by D. Cousins (drawn by A. Len),,38,35
168,2,7:44.0,Turnover by D. Cousins (offensive foul),,38,35
169,2,7:26.0,,A. Price misses 3-pt jump shot from 26 ft,38,35
170,2,7:24.0,Defensive rebound by N. Stauskas,,38,35
171,2,7:18.0,N. Stauskas makes 2-pt layup from 1 ft,,40,35
172,2,6:59.0,,P. Tucker misses 3-pt jump shot from 24 ft,40,35
173,2,6:57.0,Defensive rebound by D. Cousins,,40,35
174,2,6:51.0,R. Gay makes 2-pt layup from 2 ft (assist by A. Miller),,42,35
175,2,6:41.0,,Shooting foul by A. Miller (drawn by B. Wright),42,35
176,2,6:41.0,,B. Wright makes free throw 1 of 2,42,36
177,2,6:41.0,,M. Morris enters the game for A. Goodwin,42,36
178,2,6:41.0,B. McLemore enters the game for N. Stauskas,,42,36
179,2,6:41.0,D. Williams enters the game for R. Evans,,42,36
180,2,6:41.0,,B. Wright misses free throw 2 of 2,42,36
181,2,6:39.0,Defensive rebound by R. Gay,,42,36
182,2,6:25.0,Personal foul by A. Len (drawn by D. Cousins),,42,36
183,2,6:24.0,Turnover by A. Miller (bad pass; steal by A. Len),,42,36
184,2,6:01.0,,A. Price misses 2-pt jump shot from 17 ft (block by A. Miller),42,36
185,2,5:59.0,Defensive rebound by R. Gay,,42,36
186,2,5:51.0,R. Gay makes 2-pt layup from 2 ft,,44,36
187,2,5:28.0,,Personal block foul by A. Miller (drawn by A. Price),44,36
188,2,5:28.0,Official timeout,,44,36
189,2,5:28.0,,E. Bledsoe enters the game for B. Wright,44,36
190,2,5:28.0,,M. Morris enters the game for A. Price,44,36
191,2,5:28.0,R. McCallum enters the game for A. Miller,,44,36
192,2,5:16.0,,M. Morris makes 2-pt jump shot from 11 ft,44,38
193,2,4:55.0,D. Cousins makes 2-pt hook shot from 5 ft,,46,38
194,2,4:36.0,,M. Morris makes 2-pt jump shot from 15 ft,46,40
195,2,4:20.0,Shooting block foul by M. Morris (drawn by R. Gay),,46,40
196,2,4:20.0,R. Gay makes free throw 1 of 2,,47,40
197,2,4:20.0,,A. Goodwin enters the game for M. Morris,47,40
198,2,4:20.0,R. Gay makes free throw 2 of 2,,48,40
199,2,4:06.0,,A. Len misses 2-pt jump shot from 12 ft,48,40
200,2,4:04.0,Defensive rebound by D. Williams,,48,40
201,2,4:01.0,,Offensive charge foul by D. Williams (drawn by A. Goodwin),48,40
202,2,4:01.0,Turnover by D. Williams (offensive foul),,48,40
203,2,4:01.0,O. Casspi enters the game for R. Gay,,48,40
204,2,3:48.0,,E. Bledsoe makes 2-pt jump shot from 19 ft,48,42
205,2,3:35.0,R. McCallum misses 3-pt jump shot from 25 ft,,48,42
206,2,3:32.0,,Defensive rebound by P. Tucker,48,42
207,2,3:28.0,,Personal foul by B. McLemore (drawn by P. Tucker),48,42
208,2,3:28.0,,P. Tucker misses free throw 1 of 2,48,42
209,2,3:28.0,,Offensive rebound by Team,48,42
210,2,3:28.0,,P. Tucker makes free throw 2 of 2,48,43
211,2,3:12.0,D. Cousins misses 2-pt layup from 2 ft (block by A. Len),,48,43
212,2,3:10.0,,Defensive rebound by P. Tucker,48,43
213,2,3:07.0,,M. Morris makes 2-pt jump shot from 5 ft (assist by P. Tucker),48,45
214,2,2:44.0,D. Cousins makes 2-pt layup from 2 ft (assist by B. McLemore),,50,45
215,2,2:44.0,Shooting foul by A. Len (drawn by D. Cousins),,50,45
216,2,2:44.0,,Phoenix full timeout,50,45
217,2,2:44.0,,B. Wright enters the game for A. Len,50,45
218,2,2:44.0,J. Thompson enters the game for D. Williams,,50,45
219,2,2:44.0,D. Cousins misses free throw 1 of 1,,50,45
220,2,2:44.0,,Defensive rebound by P. Tucker,50,45
221,2,2:34.0,,Personal foul by O. Casspi (drawn by P. Tucker),50,45
222,2,2:34.0,,P. Tucker misses free throw 1 of 2,50,45
223,2,2:34.0,,Offensive rebound by Team,50,45
224,2,2:34.0,,P. Tucker misses free throw 2 of 2,50,45
225,2,2:33.0,Defensive rebound by D. Cousins,,50,45
226,2,2:21.0,B. McLemore makes 2-pt layup from 2 ft (assist by R. McCallum),,52,45
227,2,2:02.0,,Turnover by P. Tucker (lost ball; steal by D. Cousins),52,45
228,2,1:53.0,Turnover by R. McCallum (lost ball; steal by P. Tucker),,52,45
229,2,1:49.0,,B. Wright makes 2-pt dunk at rim (assist by P. Tucker),52,47
230,2,1:32.0,D. Cousins makes 2-pt layup from 2 ft,,54,47
231,2,1:17.0,,E. Bledsoe misses 2-pt jump shot from 19 ft,54,47
232,2,1:15.0,Defensive rebound by D. Cousins,,54,47
233,2,1:08.0,Turnover by D. Cousins (bad pass; steal by A. Goodwin),,54,47
234,2,1:05.0,,A. Goodwin makes 2-pt layup at rim,54,49
235,2,0:50.0,R. McCallum makes 2-pt layup from 1 ft (assist by D. Cousins),,56,49
236,2,0:38.0,,M. Morris misses 2-pt layup from 1 ft,56,49
237,2,0:35.0,Defensive rebound by J. Thompson,,56,49
238,2,0:32.0,R. McCallum misses 2-pt layup from 1 ft,,56,49
239,2,0:29.0,,Defensive rebound by B. Wright,56,49
240,2,0:27.0,,Personal block foul by J. Thompson (drawn by A. Goodwin),56,49
241,2,0:27.0,,A. Goodwin makes free throw 1 of 2,56,50
242,2,0:27.0,,A. Goodwin makes free throw 2 of 2,56,51
243,2,0:06.0,D. Cousins makes 2-pt jump shot from 20 ft (assist by R. McCallum),,58,51
244,2,0:01.0,,A. Goodwin makes 2-pt jump shot from 21 ft,58,53
245,3,11:48.0,D. Cousins makes 2-pt jump shot from 17 ft (assist by B. McLemore),,60,53
246,3,11:28.0,,M. Morris makes 2-pt jump shot from 11 ft,60,55
247,3,11:02.0,D. Cousins misses 2-pt jump shot from 21 ft,,60,55
248,3,11:00.0,,Defensive rebound by P. Tucker,60,55
249,3,10:48.0,,M. Morris misses 3-pt jump shot from 25 ft,60,55
250,3,10:46.0,,Offensive rebound by A. Len,60,55
251,3,10:44.0,,P. Tucker misses 3-pt jump shot from 23 ft,60,55
252,3,10:43.0,Defensive rebound by D. Cousins,,60,55
253,3,10:34.0,D. Cousins makes 2-pt layup from 1 ft,,62,55
254,3,10:13.0,,M. Morris misses 2-pt jump shot from 10 ft,62,55
255,3,10:10.0,Defensive rebound by R. Gay,,62,55
256,3,10:05.0,Turnover by D. Cousins (traveling),,62,55
257,3,9:42.0,,Turnover by A. Len (3 sec),62,55
258,3,9:25.0,B. McLemore misses 3-pt jump shot from 25 ft,,62,55
259,3,9:24.0,,Defensive rebound by M. Morris,62,55
260,3,9:16.0,,Personal foul by B. McLemore (drawn by M. Morris),62,55
261,3,9:06.0,,A. Len misses 2-pt hook shot from 8 ft,62,55
262,3,9:03.0,Defensive rebound by D. Cousins,,62,55
263,3,8:50.0,O. Casspi makes 3-pt jump shot from 23 ft (assist by B. McLemore),,65,55
264,3,8:36.0,,E. Bledsoe misses 3-pt jump shot from 24 ft,65,55
265,3,8:34.0,Defensive rebound by B. McLemore,,65,55
266,3,8:20.0,R. Gay misses 3-pt jump shot from 25 ft,,65,55
267,3,8:19.0,,Defensive rebound by A. Len,65,55
268,3,8:07.0,,Shooting foul by O. Casspi (drawn by M. Morris),65,55
269,3,8:07.0,,M. Morris makes free throw 1 of 2,65,56
270,3,8:07.0,,M. Morris makes free throw 2 of 2,65,57
271,3,7:44.0,O. Casspi misses 2-pt jump shot from 3 ft (block by A. Len),,65,57
272,3,7:41.0,,Defensive rebound by A. Len,65,57
273,3,7:38.0,,M. Morris makes 2-pt layup from 1 ft (assist by P. Tucker),65,59
274,3,7:20.0,Shooting foul by P. Tucker (drawn by R. Gay),,65,59
275,3,7:20.0,R. Gay makes free throw 1 of 2,,66,59
276,3,7:20.0,R. Gay makes free throw 2 of 2,,67,59
277,3,7:06.0,,E. Bledsoe makes 3-pt jump shot from 23 ft (assist by A. Len),67,62
278,3,6:46.0,D. Cousins misses 2-pt jump shot from 8 ft,,67,62
279,3,6:45.0,,Defensive rebound by Team,67,62
280,3,6:31.0,,P. Tucker misses 2-pt jump shot from 5 ft,67,62
281,3,6:28.0,Defensive rebound by B. McLemore,,67,62
282,3,6:26.0,B. McLemore misses 2-pt layup from 2 ft (block by A. Len),,67,62
283,3,6:24.0,Offensive rebound by R. McCallum,,67,62
284,3,6:24.0,R. McCallum makes 2-pt layup at rim,,69,62
285,3,6:08.0,,E. Bledsoe makes 3-pt jump shot from 25 ft (assist by M. Morris),69,65
286,3,5:46.0,D. Cousins makes 2-pt jump shot from 19 ft,,71,65
287,3,5:32.0,,P. Tucker misses 3-pt jump shot from 23 ft,71,65
288,3,5:29.0,Defensive rebound by D. Cousins,,71,65
289,3,5:22.0,Shooting foul by M. Morris (drawn by R. Gay),,71,65
290,3,5:22.0,,Phoenix full timeout,71,65
291,3,5:22.0,,A. Goodwin enters the game for M. Morris,71,65
292,3,5:22.0,R. Gay makes free throw 1 of 2,,72,65
293,3,5:22.0,R. Gay misses free throw 2 of 2,,72,65
294,3,5:21.0,,Defensive rebound by P. Tucker,72,65
295,3,5:05.0,,E. Bledsoe misses 2-pt jump shot from 5 ft,72,65
296,3,5:03.0,Defensive rebound by D. Cousins,,72,65
297,3,5:01.0,Turnover by D. Cousins (bad pass; steal by M. Morris),,72,65
298,3,4:48.0,,Turnover by P. Tucker (bad pass; steal by R. Gay),72,65
299,3,4:44.0,Turnover by R. Gay (bad pass),,72,65
300,3,4:33.0,,Personal foul by B. McLemore (drawn by A. Goodwin),72,65
301,3,4:33.0,D. Williams enters the game for O. Casspi,,72,65
302,3,4:20.0,,M. Morris misses 2-pt jump shot from 6 ft,72,65
303,3,4:17.0,,Offensive rebound by A. Len,72,65
304,3,4:14.0,,M. Morris makes 3-pt jump shot from 25 ft (assist by A. Len),72,68
305,3,3:59.0,R. McCallum makes 2-pt jump shot from 14 ft,,74,68
306,3,3:47.0,,Turnover by M. Morris (bad pass),74,68
307,3,3:47.0,N. Stauskas enters the game for B. McLemore,,74,68
308,3,3:24.0,D. Williams misses 3-pt jump shot from 24 ft,,74,68
309,3,3:22.0,Offensive rebound by Team,,74,68
310,3,3:22.0,,T. Warren enters the game for E. Bledsoe,74,68
311,3,3:19.0,R. Gay misses 2-pt jump shot from 16 ft,,74,68
312,3,3:18.0,,Defensive rebound by M. Morris,74,68
313,3,2:53.0,,A. Goodwin misses 2-pt jump shot from 21 ft (block by R. McCallum),74,68
314,3,2:50.0,Defensive rebound by D. Williams,,74,68
315,3,2:48.0,D. Williams makes 2-pt layup at rim (assist by R. Gay),,76,68
316,3,2:29.0,,A. Len misses 2-pt jump shot from 17 ft,76,68
317,3,2:28.0,Defensive rebound by Team,,76,68
318,3,2:28.0,Sacramento full timeout,,76,68
319,3,2:28.0,A. Miller enters the game for R. McCallum,,76,68
320,3,2:28.0,,B. Wright enters the game for A. Len,76,68
321,3,2:11.0,D. Cousins makes 2-pt dunk at rim (assist by R. Gay),,78,68
322,3,1:41.0,,A. Goodwin misses 2-pt jump shot from 22 ft,78,68
323,3,1:39.0,,Offensive rebound by B. Wright,78,68
324,3,1:33.0,,A. Goodwin makes 2-pt jump shot from 21 ft,78,70
325,3,1:12.0,N. Stauskas makes 3-pt jump shot from 24 ft (assist by D. Cousins),,81,70
326,3,0:46.0,,P. Tucker misses 3-pt jump shot from 24 ft,81,70
327,3,0:44.0,Defensive rebound by D. Cousins,,81,70
328,3,0:33.0,R. Gay makes 2-pt layup from 1 ft (assist by A. Miller),,83,70
329,3,0:09.0,,P. Tucker misses 2-pt layup from 1 ft,83,70
330,3,0:07.0,,Offensive rebound by P. Tucker,83,70
331,3,0:07.0,,P. Tucker misses 2-pt tip-in from 1 ft,83,70
332,3,0:05.0,,Offensive rebound by Team,83,70
333,3,0:05.0,J. Thompson enters the game for D. Cousins,,83,70
334,3,0:04.0,,Personal take foul by A. Miller (drawn by A. Goodwin),83,70
335,3,0:00.0,,A. Goodwin misses 2-pt jump shot from 21 ft,83,70
336,3,0:00.0,,Offensive rebound by Team,83,70
337,4,11:48.0,,Turnover by G. Green (back court),83,70
338,4,11:26.0,Turnover by N. Stauskas (bad pass),,83,70
339,4,11:15.0,,A. Goodwin makes 2-pt layup from 1 ft,83,72
340,4,11:03.0,Offensive foul by J. Thompson (drawn by G. Green),,83,72
341,4,11:03.0,Turnover by J. Thompson (offensive foul),,83,72
342,4,11:03.0,O. Casspi enters the game for R. Gay,,83,72
343,4,10:53.0,,E. Bledsoe misses 2-pt jump shot from 15 ft,83,72
344,4,10:51.0,,Offensive rebound by B. Wright,83,72
345,4,10:51.0,,B. Wright makes 2-pt tip-in from 1 ft,83,74
346,4,10:33.0,Personal foul by G. Green (drawn by D. Williams),,83,74
347,4,10:19.0,A. Miller misses 2-pt jump shot from 17 ft,,83,74
348,4,10:13.0,,Defensive rebound by G. Green,83,74
349,4,10:11.0,,Turnover by E. Bledsoe (bad pass),83,74
350,4,9:57.0,Turnover by O. Casspi (bad pass),,83,74
351,4,9:40.0,,A. Goodwin misses 3-pt jump shot from 23 ft,83,74
352,4,9:38.0,Defensive rebound by D. Williams,,83,74
353,4,9:28.0,J. Thompson misses 2-pt jump shot from 19 ft,,83,74
354,4,9:26.0,,Defensive rebound by M. Morris,83,74
355,4,9:18.0,,M. Morris misses 2-pt jump shot from 3 ft,83,74
356,4,9:16.0,Defensive rebound by J. Thompson,,83,74
357,4,9:12.0,O. Casspi makes 2-pt layup from 1 ft (assist by A. Miller),,85,74
358,4,8:59.0,,E. Bledsoe misses 3-pt jump shot from 26 ft,85,74
359,4,8:56.0,Defensive rebound by N. Stauskas,,85,74
360,4,8:42.0,D. Williams makes 2-pt dunk at rim (assist by A. Miller),,87,74
361,4,8:41.0,,Phoenix full timeout,87,74
362,4,8:41.0,,M. Morris enters the game for A. Goodwin,87,74
363,4,8:30.0,,G. Green makes 2-pt jump shot from 17 ft,87,76
364,4,8:14.0,J. Thompson misses 2-pt dunk at rim (block by B. Wright),,87,76
365,4,8:12.0,,Defensive rebound by M. Morris,87,76
366,4,8:01.0,,G. Green makes 2-pt jump shot from 14 ft,87,78
367,4,7:51.0,Personal foul by G. Green (drawn by N. Stauskas),,87,78
368,4,7:51.0,D. Cousins enters the game for J. Thompson,,87,78
369,4,7:42.0,D. Cousins misses 2-pt layup from 2 ft,,87,78
370,4,7:39.0,,Defensive rebound by M. Morris,87,78
371,4,7:34.0,,G. Green misses 3-pt jump shot from 25 ft,87,78
372,4,7:32.0,,Offensive rebound by M. Morris,87,78
373,4,7:32.0,,Shooting foul by D. Williams (drawn by M. Morris),87,78
374,4,7:32.0,,M. Morris makes free throw 1 of 2,87,79
375,4,7:32.0,,M. Morris makes free throw 2 of 2,87,80
376,4,7:17.0,O. Casspi misses 3-pt jump shot from 27 ft,,87,80
377,4,7:15.0,,Defensive rebound by E. Bledsoe,87,80
378,4,7:09.0,,G. Green misses 2-pt jump shot from 20 ft,87,80
379,4,7:05.0,Defensive rebound by D. Cousins,,87,80
380,4,6:57.0,N. Stauskas misses 3-pt jump shot from 26 ft,,87,80
381,4,6:55.0,Offensive rebound by A. Miller,,87,80
382,4,6:51.0,D. Williams makes 3-pt jump shot from 24 ft (assist by A. Miller),,90,80
383,4,6:39.0,,G. Green misses 3-pt jump shot from 24 ft,90,80
384,4,6:38.0,Defensive rebound by N. Stauskas,,90,80
385,4,6:27.0,D. Williams makes 2-pt dunk at rim (assist by A. Miller),,92,80
386,4,6:08.0,,Turnover by B. Wright (bad pass; steal by N. Stauskas),92,80
387,4,6:08.0,Personal take foul by G. Green (drawn by N. Stauskas),,92,80
388,4,6:08.0,B. McLemore enters the game for N. Stauskas,,92,80
389,4,5:56.0,D. Cousins misses 2-pt jump shot from 11 ft,,92,80
390,4,5:54.0,,Defensive rebound by E. Bledsoe,92,80
