,QUARTER,TIME_REMAINING,ORLANDO_ACTION,BROOKLYN_ACTION,ORLANDO_SCORE,BROOKLYN_SCORE
117,2,8:56.0,D. Dedmon makes 2-pt dunk at rim (assist by E. Payton),,30,28
118,2,8:44.0,Violation by V. Oladipo (kicked ball),,30,28
119,2,8:44.0,Official timeout,,30,28
120,2,8:44.0,,D. Williams enters the game for J. Johnson,30,28
121,2,8:36.0,,B. Bogdanović makes 2-pt jump shot from 19 ft (assist by J. Jack),30,30
122,2,8:17.0,V. Oladipo misses 2-pt jump shot from 15 ft,,30,30
123,2,8:15.0,Offensive rebound by K. O'Quinn,,30,30
124,2,8:13.0,K. O'Quinn makes 2-pt layup from 2 ft,,32,30
125,2,7:53.0,,J. Jack makes 3-pt jump shot from 22 ft (assist by D. Williams),32,33
126,2,7:43.0,K. O'Quinn misses 2-pt jump shot from 18 ft,,32,33
127,2,7:41.0,,Defensive rebound by D. Williams,32,33
128,2,7:24.0,,J. Jack makes 3-pt jump shot from 22 ft (assist by B. Bogdanović),32,36
129,2,7:24.0,Orlando full timeout,,32,36
130,2,7:24.0,M. Harkless enters the game for E. Payton,,32,36
131,2,7:13.0,Offensive foul by D. Dedmon (drawn by D. Williams),,32,36
132,2,7:13.0,Turnover by D. Dedmon (offensive foul),,32,36
133,2,7:00.0,,Turnover by D. Williams (bad pass; steal by W. Green),32,36
134,2,6:57.0,W. Green makes 2-pt layup from 2 ft,,34,36
135,2,6:40.0,,B. Bogdanović misses 2-pt layup from 1 ft (block by V. Oladipo),34,36
136,2,6:38.0,Defensive rebound by K. O'Quinn,,34,36
137,2,6:30.0,W. Green misses 3-pt jump shot from 24 ft,,34,36
138,2,6:29.0,,Defensive rebound by J. Jack,34,36
139,2,6:26.0,,B. Bogdanović makes 2-pt dunk at rim (assist by J. Jack),34,38
140,2,6:16.0,M. Harkless misses 3-pt jump shot from 23 ft,,34,38
141,2,6:15.0,Offensive rebound by K. O'Quinn,,34,38
142,2,6:14.0,K. O'Quinn makes 2-pt layup from 1 ft,,36,38
143,2,6:14.0,Violation by Team (delay of game),,36,38
144,2,6:05.0,Violation by D. Dedmon (kicked ball),,36,38
145,2,6:05.0,,T. Young enters the game for C. Jefferson,36,38
146,2,6:05.0,N. Vučević enters the game for D. Dedmon,,36,38
147,2,5:56.0,,M. Plumlee misses 2-pt layup from 2 ft,36,38
148,2,5:54.0,Defensive rebound by N. Vučević,,36,38
149,2,5:48.0,W. Green makes 3-pt jump shot from 23 ft (assist by N. Vučević),,39,38
150,2,5:36.0,,J. Jack misses 3-pt jump shot from 25 ft,39,38
151,2,5:35.0,,Offensive rebound by T. Young,39,38
152,2,5:31.0,,D. Williams misses 3-pt jump shot from 24 ft,39,38
153,2,5:30.0,Defensive rebound by N. Vučević,,39,38
154,2,5:09.0,V. Oladipo makes 3-pt jump shot from 25 ft (assist by W. Green),,42,38
155,2,4:55.0,,T. Young misses 3-pt jump shot from 24 ft,42,38
156,2,4:54.0,Defensive rebound by N. Vučević,,42,38
157,2,4:42.0,N. Vučević makes 2-pt hook shot from 6 ft (assist by K. O'Quinn),,44,38
158,2,4:36.0,,Brooklyn full timeout,44,38
159,2,4:36.0,,B. Lopez enters the game for M. Plumlee,44,38
160,2,4:21.0,,D. Williams misses 3-pt jump shot from 23 ft,44,38
161,2,4:20.0,,Offensive rebound by T. Young,44,38
162,2,4:15.0,,B. Bogdanović makes 2-pt jump shot from 17 ft (assist by J. Jack),44,40
163,2,3:57.0,K. O'Quinn makes 2-pt layup from 2 ft,,46,40
164,2,3:40.0,,Turnover by T. Young (offensive goaltending),46,40
165,2,3:21.0,N. Vučević makes 2-pt jump shot from 5 ft,,48,40
166,2,2:54.0,,B. Bogdanović makes 2-pt jump shot from 19 ft,48,42
167,2,2:31.0,N. Vučević makes 2-pt layup from 1 ft,,50,42
168,2,2:16.0,,Turnover by B. Bogdanović (traveling),50,42
169,2,2:16.0,,J. Johnson enters the game for J. Jack,50,42
170,2,2:08.0,Offensive foul by M. Harkless (drawn by B. Lopez),,50,42
171,2,2:08.0,Turnover by M. Harkless (offensive foul),,50,42
172,2,1:58.0,,Shooting foul by K. O'Quinn (drawn by T. Young),50,42
173,2,1:58.0,,T. Young misses free throw 1 of 2,50,42
174,2,1:58.0,,Offensive rebound by Team,50,42
175,2,1:58.0,,T. Young misses free throw 2 of 2,50,42
176,2,1:56.0,Defensive rebound by M. Harkless,,50,42
177,2,1:39.0,W. Green misses 3-pt jump shot from 23 ft,,50,42
178,2,1:38.0,,Defensive rebound by B. Bogdanović,50,42
179,2,1:30.0,,B. Bogdanović makes 2-pt jump shot from 7 ft,50,44
180,2,1:20.0,Orlando full timeout,,50,44
181,2,1:13.0,Turnover by V. Oladipo (bad pass; steal by B. Lopez),,50,44
182,2,1:10.0,,Shooting foul by N. Vučević (drawn by T. Young),50,44
183,2,1:10.0,,T. Young misses free throw 1 of 2,50,44
184,2,1:10.0,,Offensive rebound by Team,50,44
185,2,1:10.0,,T. Young misses free throw 2 of 2,50,44
186,2,1:08.0,Defensive rebound by K. O'Quinn,,50,44
187,2,0:48.0,N. Vučević misses 2-pt jump shot from 21 ft,,50,44
188,2,0:47.0,,Defensive rebound by J. Johnson,50,44
189,2,0:35.0,,J. Johnson makes 2-pt layup from 1 ft,50,46
190,2,0:22.0,,Violation by B. Bogdanović (kicked ball),50,46
191,2,0:13.0,V. Oladipo misses 2-pt jump shot from 19 ft,,50,46
192,2,0:12.0,,Defensive rebound by T. Young,50,46
193,2,0:07.0,,B. Bogdanović makes 2-pt layup from 2 ft (assist by T. Young),50,48
194,2,0:01.0,Shooting block foul by B. Bogdanović (drawn by V. Oladipo),,50,48
195,2,0:01.0,V. Oladipo misses free throw 1 of 2,,50,48
196,2,0:01.0,Offensive rebound by Team,,50,48
197,2,0:01.0,,Brooklyn full timeout,50,48
198,2,0:01.0,V. Oladipo misses free throw 2 of 2,,50,48
199,2,0:01.0,Offensive rebound by K. O'Quinn,,50,48
200,2,0:01.0,K. O'Quinn makes 2-pt tip-in from 1 ft,,52,48
201,2,0:00.0,,D. Williams misses 3-pt jump shot from 44 ft,52,48
202,2,0:00.0,,Offensive rebound by Team,52,48
203,3,11:45.0,,T. Young makes 2-pt layup from 1 ft (assist by D. Williams),52,50
204,3,11:27.0,N. Vučević makes 2-pt jump shot from 19 ft,,54,50
205,3,11:05.0,,B. Lopez misses 2-pt layup from 1 ft,54,50
206,3,11:05.0,Defensive rebound by A. Nicholson,,54,50
207,3,10:55.0,A. Nicholson makes 2-pt jump shot from 22 ft (assist by E. Payton),,56,50
208,3,10:35.0,,D. Williams misses 2-pt layup from 2 ft,56,50
209,3,10:33.0,,Offensive rebound by B. Lopez,56,50
210,3,10:33.0,,Shooting foul by A. Nicholson (drawn by B. Lopez),56,50
211,3,10:33.0,,B. Lopez makes free throw 1 of 2,56,51
212,3,10:33.0,,B. Lopez misses free throw 2 of 2,56,51
213,3,10:32.0,Defensive rebound by A. Nicholson,,56,51
214,3,10:22.0,Personal foul by B. Bogdanović (drawn by V. Oladipo),,56,51
215,3,10:05.0,V. Oladipo makes 3-pt jump shot from 24 ft,,59,51
216,3,9:56.0,,B. Lopez makes 2-pt jump shot from 4 ft (assist by D. Williams),59,53
217,3,9:42.0,Shooting foul by T. Young (drawn by V. Oladipo),,59,53
218,3,9:42.0,V. Oladipo makes free throw 1 of 2,,60,53
219,3,9:42.0,V. Oladipo misses free throw 2 of 2,,60,53
220,3,9:41.0,,Defensive rebound by J. Johnson,60,53
221,3,9:23.0,,Turnover by D. Williams (bad pass; steal by E. Payton),60,53
222,3,9:19.0,A. Gordon makes 2-pt dunk at rim (assist by E. Payton),,62,53
223,3,9:18.0,,Brooklyn full timeout,62,53
224,3,9:00.0,,B. Lopez misses 2-pt jump shot from 5 ft,62,53
225,3,8:59.0,Defensive rebound by Team,,62,53
226,3,8:34.0,A. Nicholson makes 3-pt jump shot from 24 ft,,65,53
227,3,8:22.0,,J. Johnson makes 2-pt jump shot from 4 ft (assist by B. Bogdanović),65,55
228,3,8:22.0,,Shooting foul by A. Gordon (drawn by J. Johnson),65,55
229,3,8:22.0,,J. Johnson misses free throw 1 of 1,65,55
230,3,8:20.0,,Offensive rebound by Team,65,55
231,3,8:11.0,,D. Williams makes 2-pt jump shot from 4 ft,65,57
232,3,7:57.0,N. Vučević misses 2-pt layup from 3 ft (block by T. Young),,65,57
233,3,7:55.0,,Defensive rebound by D. Williams,65,57
234,3,7:43.0,,Shooting foul by N. Vučević (drawn by B. Lopez),65,57
235,3,7:43.0,,B. Lopez makes free throw 1 of 2,65,58
236,3,7:43.0,,J. Jack enters the game for D. Williams,65,58
237,3,7:43.0,,B. Lopez makes free throw 2 of 2,65,59
238,3,7:32.0,,Violation by B. Bogdanović (kicked ball),65,59
239,3,7:26.0,N. Vučević makes 2-pt jump shot from 20 ft,,67,59
240,3,7:09.0,,T. Young misses 2-pt layup from 2 ft,67,59
241,3,7:08.0,Defensive rebound by N. Vučević,,67,59
242,3,6:56.0,N. Vučević misses 2-pt jump shot from 13 ft,,67,59
243,3,6:55.0,,Defensive rebound by J. Johnson,67,59
244,3,6:44.0,,J. Jack makes 3-pt jump shot from 23 ft (assist by J. Johnson),67,62
245,3,6:37.0,Shooting foul by J. Jack (drawn by N. Vučević),,67,62
246,3,6:37.0,N. Vučević makes free throw 1 of 2,,68,62
247,3,6:37.0,W. Green enters the game for V. Oladipo,,68,62
248,3,6:37.0,N. Vučević misses free throw 2 of 2,,68,62
249,3,6:35.0,Offensive rebound by A. Nicholson,,68,62
250,3,6:26.0,Turnover by W. Green (bad pass; steal by B. Lopez),,68,62
251,3,6:24.0,,Turnover by J. Jack (bad pass),68,62
252,3,6:03.0,E. Payton misses 3-pt jump shot from 22 ft,,68,62
253,3,6:02.0,,Defensive rebound by Team,68,62
254,3,5:41.0,,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by J. Jack),68,65
255,3,5:40.0,Orlando full timeout,,68,65
256,3,5:23.0,N. Vučević makes 2-pt jump shot from 15 ft,,70,65
257,3,5:08.0,,J. Jack misses 2-pt jump shot from 15 ft,70,65
258,3,5:06.0,Defensive rebound by N. Vučević,,70,65
259,3,4:52.0,E. Payton misses 2-pt jump shot from 9 ft (block by B. Lopez),,70,65
260,3,4:50.0,,Defensive rebound by B. Lopez,70,65
261,3,4:47.0,,Turnover by T. Young (bad pass; steal by E. Payton),70,65
262,3,4:46.0,Personal foul by B. Lopez (drawn by E. Payton),,70,65
263,3,4:41.0,Turnover by E. Payton (bad pass),,70,65
264,3,4:29.0,,J. Johnson misses 2-pt jump shot from 7 ft,70,65
265,3,4:28.0,,Offensive rebound by T. Young,70,65
266,3,4:27.0,,T. Young misses 2-pt tip-in from 2 ft,70,65
267,3,4:26.0,Defensive rebound by Team,,70,65
268,3,4:09.0,A. Gordon makes 2-pt layup from 2 ft,,72,65
269,3,3:51.0,,Shooting foul by A. Nicholson (drawn by T. Young),72,65
270,3,3:51.0,,T. Young makes free throw 1 of 2,72,66
271,3,3:51.0,K. O'Quinn enters the game for A. Nicholson,,72,66
272,3,3:51.0,,T. Young makes free throw 2 of 2,72,67
273,3,3:38.0,N. Vučević misses 2-pt jump shot from 19 ft,,72,67
274,3,3:37.0,,Defensive rebound by J. Jack,72,67
275,3,3:31.0,,Shooting foul by K. O'Quinn (drawn by T. Young),72,67
276,3,3:31.0,,T. Young makes free throw 1 of 2,72,68
277,3,3:31.0,,T. Young makes free throw 2 of 2,72,69
278,3,3:11.0,N. Vučević makes 2-pt layup from 1 ft (assist by W. Green),,74,69
279,3,2:57.0,,B. Bogdanović misses 3-pt jump shot from 22 ft,74,69
280,3,2:56.0,,Offensive rebound by B. Lopez,74,69
281,3,2:50.0,,T. Young misses 2-pt layup from 3 ft (block by E. Payton),74,69
282,3,2:49.0,,Offensive rebound by Team,74,69
283,3,2:49.0,,M. Plumlee enters the game for T. Young,74,69
284,3,2:49.0,V. Oladipo enters the game for E. Payton,,74,69
285,3,2:40.0,,J. Jack misses 2-pt jump shot from 8 ft,74,69
286,3,2:39.0,Defensive rebound by N. Vučević,,74,69
287,3,2:15.0,A. Gordon misses 2-pt jump shot from 15 ft,,74,69
288,3,2:14.0,,Defensive rebound by M. Plumlee,74,69
289,3,1:59.0,,B. Bogdanović makes 2-pt jump shot from 17 ft,74,71
290,3,1:37.0,W. Green misses 3-pt jump shot from 24 ft,,74,71
291,3,1:36.0,,Defensive rebound by B. Lopez,74,71
292,3,1:21.0,,B. Bogdanović makes 2-pt jump shot from 14 ft,74,73
293,3,0:59.0,N. Vučević misses 2-pt layup from 2 ft (block by B. Lopez),,74,73
294,3,0:57.0,,Defensive rebound by M. Plumlee,74,73
295,3,0:52.0,,J. Jack misses 2-pt jump shot from 9 ft,74,73
296,3,0:50.0,Defensive rebound by N. Vučević,,74,73
297,3,0:42.0,V. Oladipo misses 2-pt jump shot from 7 ft,,74,73
298,3,0:41.0,,Defensive rebound by B. Lopez,74,73
299,3,0:40.0,,Personal foul by K. O'Quinn (drawn by B. Lopez),74,73
300,3,0:40.0,,B. Lopez makes free throw 1 of 2,74,74
301,3,0:40.0,,M. Brown enters the game for J. Johnson,74,74
302,3,0:40.0,M. Harkless enters the game for A. Gordon,,74,74
303,3,0:40.0,,B. Lopez makes free throw 2 of 2,74,75
304,3,0:35.0,W. Green misses 2-pt jump shot from 7 ft,,74,75
305,3,0:34.0,,Defensive rebound by B. Lopez,74,75
306,3,0:15.0,,Turnover by B. Bogdanović (bad pass),74,75
307,3,0:02.0,Shooting foul by M. Plumlee (drawn by K. O'Quinn),,74,75
308,3,0:02.0,K. O'Quinn misses free throw 1 of 2,,74,75
309,3,0:02.0,Offensive rebound by Team,,74,75
310,3,0:02.0,K. O'Quinn makes free throw 2 of 2,,75,75
311,3,0:00.0,,J. Jack misses 3-pt jump shot from 48 ft,75,75
312,3,0:00.0,,Offensive rebound by Team,75,75
313,4,11:42.0,K. O'Quinn misses 3-pt jump shot from 24 ft,,75,75
314,4,11:41.0,,Defensive rebound by D. Williams,75,75
315,4,11:22.0,,J. Johnson misses 2-pt jump shot from 14 ft,75,75
316,4,11:21.0,Defensive rebound by V. Oladipo,,75,75
317,4,11:14.0,V. Oladipo makes 2-pt jump shot from 5 ft,,77,75
318,4,11:14.0,Shooting foul by D. Williams (drawn by V. Oladipo),,77,75
319,4,11:14.0,V. Oladipo makes free throw 1 of 1,,78,75
320,4,10:58.0,,D. Williams makes 2-pt jump shot from 7 ft,78,77
321,4,10:37.0,A. Nicholson makes 2-pt layup from 2 ft,,80,77
322,4,10:15.0,,D. Williams misses 3-pt jump shot from 22 ft,80,77
323,4,10:14.0,Defensive rebound by K. O'Quinn,,80,77
324,4,9:58.0,Turnover by K. O'Quinn (traveling),,80,77
325,4,9:48.0,,Personal foul by M. Harkless (drawn by J. Johnson),80,77
326,4,9:37.0,,M. Plumlee makes 2-pt dunk at rim (assist by J. Johnson),80,79
327,4,9:37.0,,Shooting foul by A. Nicholson (drawn by M. Plumlee),80,79
328,4,9:37.0,N. Vučević enters the game for A. Nicholson,,80,79
329,4,9:37.0,,T. Young enters the game for B. Lopez,80,79
330,4,9:37.0,,M. Plumlee misses free throw 1 of 1,80,79
331,4,9:36.0,,Offensive rebound by M. Plumlee,80,79
332,4,9:34.0,,M. Plumlee makes 2-pt layup at rim,80,81
333,4,9:20.0,V. Oladipo misses 2-pt layup from 2 ft,,80,81
334,4,9:18.0,Offensive rebound by N. Vučević,,80,81
335,4,9:17.0,N. Vučević makes 2-pt dunk at rim,,82,81
336,4,8:56.0,,J. Johnson makes 2-pt jump shot from 8 ft,82,83
337,4,8:44.0,V. Oladipo misses 2-pt layup from 2 ft (block by D. Williams),,82,83
338,4,8:43.0,Offensive rebound by Team,,82,83
339,4,8:43.0,Official timeout,,82,83
340,4,8:43.0,E. Payton enters the game for W. Green,,82,83
341,4,8:41.0,Turnover by M. Harkless (bad pass; steal by J. Johnson),,82,83
342,4,8:38.0,,D. Williams makes 2-pt layup from 1 ft (assist by M. Plumlee),82,85
343,4,8:18.0,A. Gordon enters the game for M. Harkless,,82,85
344,4,8:07.0,N. Vučević misses 3-pt jump shot from 24 ft,,82,85
345,4,8:05.0,,Defensive rebound by M. Plumlee,82,85
346,4,7:51.0,,J. Johnson misses 2-pt jump shot from 21 ft,82,85
347,4,7:50.0,Defensive rebound by A. Gordon,,82,85
348,4,7:34.0,N. Vučević misses 2-pt jump shot from 12 ft,,82,85
349,4,7:33.0,,Defensive rebound by T. Young,82,85
350,4,7:17.0,,J. Jack misses 3-pt jump shot from 24 ft,82,85
351,4,7:16.0,Defensive rebound by A. Gordon,,82,85
352,4,6:56.0,Turnover by K. O'Quinn (bad pass),,82,85
353,4,6:56.0,,B. Bogdanović enters the game for J. Jack,82,85
354,4,6:38.0,,Shooting foul by K. O'Quinn (drawn by T. Young),82,85
355,4,6:38.0,,T. Young makes free throw 1 of 2,82,86
356,4,6:38.0,A. Nicholson enters the game for K. O'Quinn,,82,86
357,4,6:38.0,,T. Young misses free throw 2 of 2,82,86
358,4,6:37.0,Defensive rebound by A. Nicholson,,82,86
359,4,6:22.0,E. Payton misses 2-pt jump shot from 16 ft,,82,86
360,4,6:21.0,,Defensive rebound by T. Young,82,86
361,4,6:04.0,,D. Williams misses 2-pt jump shot from 17 ft,82,86
362,4,6:03.0,Defensive rebound by E. Payton,,82,86
363,4,6:00.0,Turnover by E. Payton (discontinued dribble),,82,86
364,4,6:00.0,,Brooklyn full timeout,82,86
365,4,5:48.0,,J. Johnson makes 3-pt jump shot from 26 ft (assist by D. Williams),82,89
366,4,5:23.0,Turnover by A. Nicholson (lost ball; steal by T. Young),,82,89
367,4,4:56.0,,J. Johnson makes 2-pt jump shot from 23 ft,82,91
368,4,4:48.0,,Violation by B. Bogdanović (kicked ball),82,91
369,4,4:34.0,A. Nicholson makes 3-pt jump shot from 22 ft (assist by N. Vučević),,85,91
370,4,4:13.0,,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by D. Williams),85,94
371,4,3:59.0,Shooting foul by M. Plumlee (drawn by N. Vučević),,85,94
372,4,3:59.0,N. Vučević misses free throw 1 of 2,,85,94
373,4,3:59.0,Offensive rebound by Team,,85,94
374,4,3:59.0,N. Vučević makes free throw 2 of 2,,86,94
375,4,3:38.0,,T. Young makes 2-pt layup from 2 ft (assist by D. Williams),86,96
376,4,3:11.0,V. Oladipo misses 3-pt jump shot from 24 ft,,86,96
377,4,3:10.0,,Defensive rebound by J. Johnson,86,96
378,4,2:48.0,,T. Young makes 2-pt layup from 2 ft (assist by J. Johnson),86,98
379,4,2:48.0,Orlando full timeout,,86,98
380,4,2:30.0,V. Oladipo makes 2-pt layup from 1 ft,,88,98
381,4,2:26.0,,Personal foul by N. Vučević (drawn by M. Plumlee),88,98
382,4,2:26.0,,B. Lopez enters the game for M. Plumlee,88,98
383,4,2:14.0,,J. Johnson misses 3-pt jump shot from 26 ft,88,98
384,4,2:13.0,Defensive rebound by E. Payton,,88,98
