,QUARTER,TIME_REMAINING,INDIANA_ACTION,HOUSTON_ACTION,INDIANA_SCORE,HOUSTON_SCORE
63,1,2:55.0,,J. Smith misses 2-pt jump shot from 4 ft,17,25
64,1,2:55.0,Defensive rebound by R. Hibbert,,17,25
65,1,2:55.0,,Loose ball foul by P. Beverley (drawn by R. Hibbert),17,25
66,1,2:55.0,,Houston full timeout,17,25
67,1,2:55.0,,J. Terry enters the game for T. Ariza,17,25
68,1,2:55.0,,C. Brewer enters the game for P. Beverley,17,25
69,1,2:55.0,I. Mahinmi enters the game for R. Hibbert,,17,25
70,1,2:40.0,Turnover by D. West (bad pass; steal by J. Harden),,17,25
71,1,2:35.0,,C. Brewer makes 2-pt layup at rim (assist by J. Harden),17,27
72,1,2:18.0,C. Miles misses 2-pt jump shot from 20 ft,,17,27
73,1,2:17.0,,Defensive rebound by D. Howard,17,27
74,1,2:04.0,,C. Brewer misses 3-pt jump shot from 24 ft,17,27
75,1,2:03.0,Defensive rebound by D. West,,17,27
76,1,1:51.0,S. Hill makes 2-pt jump shot from 19 ft (assist by C. Miles),,19,27
77,1,1:35.0,,D. Howard makes 2-pt dunk at rim (assist by J. Smith),19,29
78,1,1:16.0,C. Watson misses 3-pt jump shot from 24 ft,,19,29
79,1,1:15.0,,Defensive rebound by J. Smith,19,29
80,1,1:06.0,,J. Terry misses 3-pt jump shot from 23 ft,19,29
81,1,1:05.0,Defensive rebound by I. Mahinmi,,19,29
82,1,0:59.0,C. Watson makes 2-pt layup from 1 ft,,21,29
83,1,0:59.0,Shooting foul by J. Terry (drawn by C. Watson),,21,29
84,1,0:59.0,,D. Motiejūnas enters the game for D. Howard,21,29
85,1,0:59.0,L. Scola enters the game for D. West,,21,29
86,1,0:59.0,C. Watson misses free throw 1 of 1,,21,29
87,1,0:59.0,,Defensive rebound by D. Motiejūnas,21,29
88,1,0:36.0,,C. Brewer misses 3-pt jump shot from 24 ft,21,29
89,1,0:35.0,Defensive rebound by S. Hill,,21,29
90,1,0:27.0,Turnover by S. Hill (bad pass; steal by J. Harden),,21,29
91,1,0:05.0,,Turnover by J. Harden (lost ball; steal by S. Hill),21,29
92,1,0:00.0,S. Hill misses 3-pt jump shot from 32 ft,,21,29
93,1,0:00.0,Offensive rebound by Team,,21,29
94,2,11:48.0,Turnover by L. Scola (bad pass; steal by J. Terry),,21,29
95,2,11:32.0,,J. Smith misses 3-pt jump shot from 25 ft,21,29
96,2,11:31.0,Defensive rebound by L. Scola,,21,29
97,2,11:25.0,Personal foul by D. Motiejūnas (drawn by I. Mahinmi),,21,29
98,2,11:16.0,Shooting foul by D. Motiejūnas (drawn by I. Mahinmi),,21,29
99,2,11:16.0,I. Mahinmi makes free throw 1 of 2,,22,29
100,2,11:16.0,I. Mahinmi makes free throw 2 of 2,,23,29
101,2,11:00.0,,C. Brewer makes 2-pt jump shot from 3 ft (assist by J. Smith),23,31
102,2,10:45.0,C. Miles makes 2-pt dunk at rim (assist by L. Scola),,25,31
103,2,10:31.0,,J. Smith misses 2-pt layup from 2 ft,25,31
104,2,10:31.0,,Offensive rebound by Team,25,31
105,2,10:31.0,Loose ball foul by L. Scola (drawn by D. Motiejūnas),,25,31
106,2,10:21.0,,J. Terry misses 3-pt jump shot from 24 ft,25,31
107,2,10:20.0,Defensive rebound by D. Sloan,,25,31
108,2,10:13.0,D. Sloan misses 2-pt jump shot from 21 ft,,25,31
109,2,10:12.0,,Defensive rebound by D. Motiejūnas,25,31
110,2,10:02.0,,C. Brewer makes 2-pt jump shot from 4 ft (assist by D. Motiejūnas),25,33
111,2,9:41.0,Turnover by L. Scola (lost ball; steal by J. Smith),,25,33
112,2,9:38.0,,C. Brewer makes 2-pt dunk at rim (assist by D. Motiejūnas),25,35
113,2,9:37.0,Indiana full timeout,,25,35
114,2,9:16.0,C. Miles misses 3-pt jump shot from 25 ft,,25,35
115,2,9:14.0,Offensive rebound by I. Mahinmi,,25,35
116,2,9:14.0,I. Mahinmi makes 2-pt tip-in at rim,,27,35
117,2,9:02.0,,Turnover by K. Papanikolaou (bad pass; steal by C. Miles),27,35
118,2,8:53.0,C. Miles misses 3-pt jump shot from 25 ft,,27,35
119,2,8:52.0,,Defensive rebound by Team,27,35
120,2,8:51.0,Loose ball foul by I. Mahinmi (drawn by C. Brewer),,27,35
121,2,8:34.0,,J. Smith makes 2-pt layup at rim (assist by J. Terry),27,37
122,2,8:06.0,L. Scola misses 3-pt jump shot from 26 ft,,27,37
123,2,8:05.0,,Defensive rebound by K. Papanikolaou,27,37
124,2,7:52.0,,Shooting foul by I. Mahinmi (drawn by D. Motiejūnas),27,37
125,2,7:52.0,,D. Motiejūnas makes free throw 1 of 2,27,38
126,2,7:52.0,,D. Motiejūnas makes free throw 2 of 2,27,39
127,2,7:36.0,D. Rudež misses 3-pt jump shot from 25 ft,,27,39
128,2,7:35.0,,Defensive rebound by D. Motiejūnas,27,39
129,2,7:27.0,,Turnover by J. Terry (bad pass; steal by C. Miles),27,39
130,2,7:19.0,D. Sloan makes 2-pt layup from 1 ft,,29,39
131,2,7:02.0,,Turnover by J. Terry (bad pass),29,39
132,2,7:02.0,,P. Beverley enters the game for D. Motiejūnas,29,39
133,2,7:02.0,,D. Howard enters the game for C. Brewer,29,39
134,2,7:02.0,,J. Harden enters the game for J. Terry,29,39
135,2,6:52.0,L. Scola misses 2-pt jump shot from 18 ft,,29,39
136,2,6:51.0,,Defensive rebound by J. Smith,29,39
137,2,6:43.0,,K. Papanikolaou misses 2-pt jump shot from 21 ft,29,39
138,2,6:42.0,Defensive rebound by I. Mahinmi,,29,39
139,2,6:30.0,D. Sloan misses 2-pt layup from 1 ft,,29,39
140,2,6:26.0,Offensive rebound by L. Scola,,29,39
141,2,6:26.0,L. Scola misses 2-pt tip-in from 1 ft,,29,39
142,2,6:25.0,,Defensive rebound by J. Smith,29,39
143,2,6:23.0,,Turnover by J. Smith (traveling),29,39
144,2,6:23.0,,T. Ariza enters the game for K. Papanikolaou,29,39
145,2,6:23.0,R. Stuckey enters the game for D. Rudež,,29,39
146,2,6:09.0,L. Scola makes 2-pt jump shot from 19 ft (assist by D. Sloan),,31,39
147,2,5:58.0,,Shooting foul by D. Sloan (drawn by J. Harden),31,39
148,2,5:58.0,,Houston full timeout,31,39
149,2,5:58.0,,D. Motiejūnas enters the game for J. Smith,31,39
150,2,5:58.0,,J. Harden makes free throw 1 of 2,31,40
151,2,5:58.0,,J. Harden makes free throw 2 of 2,31,41
152,2,5:40.0,C. Miles makes 3-pt jump shot from 23 ft (assist by D. Sloan),,34,41
153,2,5:30.0,,Turnover by J. Harden (bad pass; steal by R. Stuckey),34,41
154,2,5:25.0,C. Miles makes 2-pt dunk at rim (assist by D. Sloan),,36,41
155,2,5:12.0,,Turnover by P. Beverley (bad pass; steal by D. Sloan),36,41
156,2,5:06.0,C. Miles misses 3-pt jump shot from 26 ft,,36,41
157,2,5:06.0,Offensive rebound by Team,,36,41
158,2,5:06.0,,Loose ball foul by D. Howard (drawn by L. Scola),36,41
159,2,5:00.0,D. Sloan misses 3-pt jump shot from 25 ft,,36,41
160,2,4:58.0,Offensive rebound by I. Mahinmi,,36,41
161,2,4:38.0,D. Sloan makes 3-pt jump shot from 24 ft (assist by L. Scola),,39,41
162,2,4:38.0,Shooting foul by P. Beverley (drawn by D. Sloan),,39,41
163,2,4:38.0,,J. Terry enters the game for P. Beverley,39,41
164,2,4:38.0,D. Sloan makes free throw 1 of 1,,40,41
165,2,4:23.0,,T. Ariza misses 3-pt jump shot from 25 ft,40,41
166,2,4:22.0,Defensive rebound by L. Scola,,40,41
167,2,4:09.0,Turnover by D. Sloan (bad pass; steal by T. Ariza),,40,41
168,2,4:03.0,,J. Terry makes 2-pt jump shot from 17 ft (assist by J. Harden),40,43
169,2,3:47.0,L. Scola misses 2-pt jump shot from 19 ft,,40,43
170,2,3:46.0,,Defensive rebound by D. Howard,40,43
171,2,3:33.0,,D. Motiejūnas misses 2-pt hook shot from 8 ft,40,43
172,2,3:32.0,Defensive rebound by C. Miles,,40,43
173,2,3:17.0,Turnover by D. Sloan (bad pass),,40,43
174,2,3:17.0,S. Hill enters the game for L. Scola,,40,43
175,2,3:17.0,D. West enters the game for C. Miles,,40,43
176,2,3:09.0,,Shooting foul by S. Hill (drawn by T. Ariza),40,43
177,2,3:09.0,,T. Ariza makes free throw 1 of 2,40,44
178,2,3:09.0,C. Watson enters the game for D. Sloan,,40,44
179,2,3:09.0,R. Hibbert enters the game for I. Mahinmi,,40,44
180,2,3:09.0,,T. Ariza makes free throw 2 of 2,40,45
181,2,2:58.0,R. Stuckey misses 2-pt jump shot from 16 ft,,40,45
182,2,2:57.0,,Defensive rebound by D. Howard,40,45
183,2,2:46.0,,J. Terry makes 3-pt jump shot from 23 ft (assist by T. Ariza),40,48
184,2,2:21.0,R. Stuckey misses 2-pt jump shot from 18 ft,,40,48
185,2,2:20.0,,Defensive rebound by D. Howard,40,48
186,2,2:07.0,,Houston full timeout,40,48
187,2,2:07.0,C. Miles enters the game for S. Hill,,40,48
188,2,2:01.0,,J. Terry makes 2-pt layup from 2 ft,40,50
189,2,2:01.0,,Shooting foul by C. Watson (drawn by J. Terry),40,50
190,2,2:01.0,,J. Terry misses free throw 1 of 1,40,50
191,2,2:00.0,,Offensive rebound by Team,40,50
192,2,1:56.0,,J. Harden makes 3-pt jump shot from 27 ft (assist by T. Ariza),40,53
193,2,1:37.0,R. Hibbert makes 2-pt jump shot from 7 ft (assist by D. West),,42,53
194,2,1:21.0,,J. Harden misses 2-pt jump shot from 14 ft,42,53
195,2,1:21.0,Defensive rebound by C. Miles,,42,53
196,2,1:14.0,Personal block foul by D. Motiejūnas (drawn by C. Watson),,42,53
197,2,1:14.0,C. Watson makes free throw 1 of 2,,43,53
198,2,1:14.0,,J. Smith enters the game for D. Motiejūnas,43,53
199,2,1:14.0,C. Watson misses free throw 2 of 2,,43,53
200,2,1:14.0,,Defensive rebound by D. Howard,43,53
201,2,0:59.0,,Turnover by J. Harden (lost ball; steal by C. Miles),43,53
202,2,0:54.0,R. Stuckey makes 2-pt layup at rim (assist by C. Miles),,45,53
203,2,0:37.0,,J. Smith misses 2-pt jump shot from 16 ft,45,53
204,2,0:35.0,Defensive rebound by C. Watson,,45,53
205,2,0:23.0,Turnover by R. Hibbert (bad pass; steal by J. Harden),,45,53
206,2,0:19.0,,Shooting foul by R. Stuckey (drawn by J. Harden),45,53
207,2,0:19.0,,J. Harden makes free throw 1 of 2,45,54
208,2,0:19.0,,J. Harden makes free throw 2 of 2,45,55
209,3,11:42.0,D. West makes 2-pt jump shot from 15 ft (assist by R. Stuckey),,47,55
210,3,11:30.0,,J. Harden makes 3-pt jump shot from 25 ft (assist by D. Howard),47,58
211,3,11:12.0,R. Hibbert makes 2-pt jump shot from 17 ft (assist by S. Hill),,49,58
212,3,10:46.0,,Shooting foul by R. Hibbert (drawn by D. Howard),49,58
213,3,10:46.0,,D. Howard makes free throw 1 of 2,49,59
214,3,10:46.0,,D. Howard misses free throw 2 of 2,49,59
215,3,10:46.0,Defensive rebound by D. West,,49,59
216,3,10:31.0,R. Hibbert misses 2-pt hook shot from 4 ft,,49,59
217,3,10:31.0,Offensive rebound by Team,,49,59
218,3,10:30.0,Turnover by R. Stuckey (bad pass; steal by P. Beverley),,49,59
219,3,10:24.0,,D. Howard makes 2-pt dunk at rim (assist by J. Harden),49,61
220,3,10:08.0,Def 3 sec tech foul by D. Howard,,49,61
221,3,10:08.0,C. Watson makes technical free throw,,50,61
222,3,9:59.0,S. Hill misses 2-pt layup from 2 ft (block by D. Howard),,50,61
223,3,9:57.0,,Defensive rebound by D. Howard,50,61
224,3,9:57.0,,Personal foul by S. Hill (drawn by D. Howard),50,61
225,3,9:34.0,,D. Motiejūnas misses 2-pt hook shot from 6 ft,50,61
226,3,9:34.0,Defensive rebound by Team,,50,61
227,3,9:34.0,,Loose ball foul by D. Howard (drawn by S. Hill),50,61
228,3,9:17.0,D. West makes 2-pt jump shot from 17 ft,,52,61
229,3,9:02.0,,T. Ariza makes 2-pt layup at rim (assist by P. Beverley),52,63
230,3,8:48.0,Turnover by C. Watson (bad pass),,52,63
231,3,8:37.0,,P. Beverley misses 2-pt jump shot from 6 ft,52,63
232,3,8:36.0,Defensive rebound by D. West,,52,63
233,3,8:28.0,C. Watson misses 2-pt jump shot from 22 ft,,52,63
234,3,8:27.0,Offensive rebound by D. West,,52,63
235,3,8:23.0,R. Hibbert misses 2-pt layup from 1 ft (block by J. Harden),,52,63
236,3,8:22.0,,Defensive rebound by P. Beverley,52,63
237,3,8:15.0,,P. Beverley misses 3-pt jump shot from 26 ft,52,63
238,3,8:14.0,,Offensive rebound by D. Howard,52,63
239,3,8:11.0,,Shooting foul by R. Hibbert (drawn by D. Howard),52,63
240,3,8:11.0,,D. Howard makes free throw 1 of 2,52,64
241,3,8:11.0,,D. Howard misses free throw 2 of 2,52,64
242,3,8:11.0,Defensive rebound by R. Hibbert,,52,64
243,3,7:50.0,Turnover by C. Watson (back court),,52,64
244,3,7:35.0,,T. Ariza misses 3-pt jump shot from 23 ft,52,64
245,3,7:34.0,Defensive rebound by C. Watson,,52,64
246,3,7:23.0,S. Hill makes 2-pt layup from 1 ft (assist by D. West),,54,64
247,3,7:09.0,,P. Beverley misses 3-pt jump shot from 24 ft,54,64
248,3,7:08.0,Defensive rebound by R. Stuckey,,54,64
249,3,7:03.0,R. Stuckey makes 2-pt layup at rim,,56,64
250,3,6:44.0,,Shooting foul by R. Stuckey (drawn by J. Harden),56,64
251,3,6:44.0,,J. Harden makes free throw 1 of 3,56,65
252,3,6:44.0,,J. Harden makes free throw 2 of 3,56,66
253,3,6:44.0,,J. Harden makes free throw 3 of 3,56,67
254,3,6:28.0,R. Stuckey misses 2-pt jump shot from 14 ft,,56,67
255,3,6:27.0,Offensive rebound by R. Hibbert,,56,67
256,3,6:27.0,R. Hibbert makes 2-pt dunk at rim,,58,67
257,3,6:10.0,,D. Motiejūnas makes 2-pt hook shot from 4 ft (assist by P. Beverley),58,69
258,3,6:00.0,Personal foul by D. Howard (drawn by R. Hibbert),,58,69
259,3,6:00.0,C. Miles enters the game for R. Stuckey,,58,69
260,3,5:59.0,Turnover by S. Hill (bad pass; steal by P. Beverley),,58,69
261,3,5:54.0,,P. Beverley misses 2-pt layup from 1 ft,58,69
262,3,5:53.0,,Offensive rebound by J. Harden,58,69
263,3,5:53.0,,J. Harden makes 2-pt layup from 1 ft,58,71
264,3,5:37.0,C. Watson makes 2-pt jump shot from 16 ft,,60,71
265,3,5:22.0,,Personal foul by R. Hibbert (drawn by D. Howard),60,71
266,3,5:22.0,,Houston full timeout,60,71
267,3,5:22.0,,J. Smith enters the game for D. Motiejūnas,60,71
268,3,5:22.0,I. Mahinmi enters the game for R. Hibbert,,60,71
269,3,5:22.0,,D. Howard makes free throw 1 of 2,60,72
270,3,5:22.0,,D. Howard misses free throw 2 of 2,60,72
271,3,5:21.0,Defensive rebound by I. Mahinmi,,60,72
272,3,5:04.0,Turnover by C. Watson (bad pass; steal by T. Ariza),,60,72
273,3,4:59.0,,Turnover by J. Harden (bad pass),60,72
274,3,4:45.0,D. West misses 2-pt jump shot from 10 ft,,60,72
275,3,4:44.0,,Defensive rebound by Team,60,72
276,3,4:22.0,,J. Harden makes 3-pt jump shot from 25 ft,60,75
277,3,4:14.0,Indiana full timeout,,60,75
278,3,4:14.0,,C. Brewer enters the game for T. Ariza,60,75
279,3,4:09.0,,Violation by D. Howard (kicked ball),60,75
280,3,3:58.0,C. Miles misses 3-pt jump shot from 26 ft,,60,75
281,3,3:57.0,,Defensive rebound by C. Brewer,60,75
282,3,3:41.0,,J. Harden makes 3-pt jump shot from 23 ft (assist by P. Beverley),60,78
283,3,3:23.0,C. Watson misses 2-pt jump shot from 18 ft,,60,78
284,3,3:22.0,,Defensive rebound by D. Howard,60,78
285,3,3:14.0,,J. Harden makes 3-pt jump shot from 26 ft (assist by P. Beverley),60,81
286,3,2:56.0,C. Miles misses 3-pt jump shot from 24 ft,,60,81
287,3,2:55.0,Offensive rebound by Team,,60,81
288,3,2:55.0,,J. Terry enters the game for D. Howard,60,81
289,3,2:55.0,,D. Motiejūnas enters the game for P. Beverley,60,81
290,3,2:55.0,D. Sloan enters the game for C. Watson,,60,81
291,3,2:48.0,D. Sloan makes 2-pt layup from 1 ft (assist by D. West),,62,81
292,3,2:32.0,,C. Brewer makes 3-pt jump shot from 24 ft (assist by J. Terry),62,84
293,3,2:09.0,S. Hill misses 3-pt jump shot from 24 ft,,62,84
294,3,2:07.0,,Defensive rebound by J. Smith,62,84
295,3,2:00.0,,J. Smith makes 2-pt layup from 1 ft,62,86
296,3,2:00.0,,Shooting foul by I. Mahinmi (drawn by J. Smith),62,86
297,3,2:00.0,Indiana full timeout,,62,86
298,3,2:00.0,,J. Smith misses free throw 1 of 1,62,86
299,3,2:00.0,Defensive rebound by I. Mahinmi,,62,86
300,3,1:45.0,C. Miles misses 2-pt layup from 1 ft,,62,86
301,3,1:44.0,,Defensive rebound by D. Motiejūnas,62,86
302,3,1:26.0,,J. Harden misses 3-pt jump shot from 25 ft,62,86
303,3,1:25.0,,Offensive rebound by D. Motiejūnas,62,86
304,3,1:22.0,,J. Harden misses 3-pt jump shot from 26 ft,62,86
305,3,1:21.0,Defensive rebound by S. Hill,,62,86
306,3,1:05.0,C. Miles makes 3-pt jump shot from 22 ft (assist by D. Sloan),,65,86
307,3,0:45.0,,D. Motiejūnas makes 2-pt layup at rim (assist by J. Smith),65,88
308,3,0:33.0,Shooting foul by D. Motiejūnas (drawn by I. Mahinmi),,65,88
309,3,0:33.0,I. Mahinmi makes free throw 1 of 2,,66,88
310,3,0:33.0,L. Scola enters the game for D. West,,66,88
311,3,0:33.0,D. Rudež enters the game for S. Hill,,66,88
312,3,0:33.0,I. Mahinmi misses free throw 2 of 2,,66,88
313,3,0:33.0,Offensive rebound by L. Scola,,66,88
314,3,0:09.0,D. Sloan makes 2-pt jump shot from 20 ft,,68,88
315,3,0:06.0,,Personal foul by I. Mahinmi (drawn by J. Harden),68,88
316,3,0:06.0,,J. Harden misses free throw 1 of 2,68,88
317,3,0:06.0,,Offensive rebound by Team,68,88
318,3,0:06.0,,J. Harden makes free throw 2 of 2,68,89
319,3,0:01.0,Turnover by L. Scola (bad pass; steal by J. Harden),,68,89
320,4,11:43.0,,C. Brewer makes 2-pt jump shot from 6 ft,68,91
321,4,11:26.0,D. Rudež misses 3-pt jump shot from 25 ft,,68,91
322,4,11:25.0,,Defensive rebound by D. Motiejūnas,68,91
323,4,11:13.0,,C. Brewer misses 2-pt jump shot from 10 ft,68,91
324,4,11:12.0,Defensive rebound by I. Mahinmi,,68,91
325,4,11:02.0,D. Rudež misses 2-pt jump shot from 21 ft,,68,91
326,4,11:01.0,,Defensive rebound by D. Motiejūnas,68,91
327,4,10:53.0,,J. Smith misses 2-pt jump shot from 2 ft,68,91
328,4,10:52.0,Defensive rebound by L. Scola,,68,91
329,4,10:45.0,C. Miles misses 3-pt jump shot from 25 ft,,68,91
330,4,10:44.0,,Defensive rebound by D. Motiejūnas,68,91
331,4,10:36.0,,Turnover by J. Smith (bad pass),68,91
332,4,10:27.0,Personal foul by C. Brewer (drawn by D. Rudež),,68,91
333,4,10:19.0,D. Sloan makes 2-pt jump shot from 10 ft,,70,91
334,4,10:06.0,,D. Motiejūnas makes 2-pt layup from 1 ft (assist by J. Terry),70,93
335,4,9:59.0,D. Sloan makes 2-pt jump shot from 3 ft,,72,93
336,4,9:44.0,,Turnover by C. Brewer (lost ball; steal by C. Miles),72,93
337,4,9:41.0,C. Miles makes 2-pt layup from 1 ft (assist by D. Sloan),,74,93
338,4,9:41.0,Shooting foul by J. Terry (drawn by C. Miles),,74,93
339,4,9:41.0,C. Miles makes free throw 1 of 1,,75,93
340,4,9:23.0,,D. Motiejūnas misses 2-pt jump shot from 9 ft,75,93
341,4,9:22.0,Defensive rebound by L. Scola,,75,93
342,4,9:16.0,D. Rudež misses 3-pt jump shot from 22 ft,,75,93
343,4,9:14.0,Offensive rebound by I. Mahinmi,,75,93
344,4,9:14.0,I. Mahinmi misses 2-pt layup from 1 ft,,75,93
345,4,9:12.0,Offensive rebound by I. Mahinmi,,75,93
346,4,9:12.0,I. Mahinmi makes 2-pt tip-in from 1 ft,,77,93
347,4,9:00.0,,Turnover by K. Papanikolaou (lost ball; steal by C. Miles),77,93
348,4,8:54.0,C. Miles makes 2-pt dunk at rim,,79,93
349,4,8:54.0,,Houston full timeout,79,93
350,4,8:54.0,,P. Beverley enters the game for C. Brewer,79,93
351,4,8:54.0,,J. Harden enters the game for J. Terry,79,93
352,4,8:38.0,,J. Harden makes 2-pt layup from 1 ft,79,95
353,4,8:16.0,Personal foul by D. Motiejūnas (drawn by L. Scola),,79,95
354,4,8:16.0,S. Hill enters the game for C. Miles,,79,95
355,4,8:16.0,,D. Howard enters the game for D. Motiejūnas,79,95
356,4,8:06.0,Shooting foul by D. Howard (drawn by S. Hill),,79,95
357,4,8:06.0,S. Hill makes free throw 1 of 2,,80,95
358,4,8:06.0,S. Hill makes free throw 2 of 2,,81,95
359,4,7:52.0,,J. Harden makes 2-pt jump shot from 15 ft,81,97
360,4,7:52.0,Loose ball foul by L. Scola (drawn by D. Howard),,81,97
361,4,7:52.0,,D. Howard misses free throw 1 of 1,81,97
362,4,7:52.0,Defensive rebound by I. Mahinmi,,81,97
363,4,7:38.0,Turnover by D. Sloan (bad pass; steal by K. Papanikolaou),,81,97
364,4,7:34.0,,Turnover by K. Papanikolaou (bad pass; steal by D. Rudež),81,97
365,4,7:27.0,L. Scola makes 2-pt layup from 2 ft (assist by D. Rudež),,83,97
366,4,7:10.0,,D. Howard misses 2-pt layup from 1 ft,83,97
367,4,7:09.0,Defensive rebound by I. Mahinmi,,83,97
368,4,7:04.0,I. Mahinmi makes 2-pt dunk at rim (assist by D. Rudež),,85,97
369,4,6:48.0,,Shooting foul by D. Sloan (drawn by J. Harden),85,97
370,4,6:48.0,,J. Harden makes free throw 1 of 2,85,98
371,4,6:48.0,,T. Ariza enters the game for K. Papanikolaou,85,98
372,4,6:48.0,,J. Harden makes free throw 2 of 2,85,99
373,4,6:36.0,D. Sloan misses 2-pt jump shot from 9 ft,,85,99
374,4,6:35.0,,Defensive rebound by J. Smith,85,99
375,4,6:31.0,,Offensive foul by D. Howard (drawn by I. Mahinmi),85,99
376,4,6:31.0,,Turnover by D. Howard (offensive foul),85,99
377,4,6:18.0,D. Rudež misses 2-pt jump shot from 18 ft,,85,99
378,4,6:17.0,,Defensive rebound by D. Howard,85,99
379,4,6:11.0,,J. Harden misses 3-pt jump shot from 25 ft,85,99
380,4,6:10.0,,Offensive rebound by J. Smith,85,99
381,4,6:01.0,,J. Smith misses 2-pt layup from 1 ft,85,99
382,4,6:00.0,Defensive rebound by I. Mahinmi,,85,99
383,4,5:55.0,D. Sloan makes 2-pt layup from 1 ft,,87,99
384,4,5:41.0,,Shooting foul by L. Scola (drawn by D. Howard),87,99
