,QUARTER,TIME_REMAINING,INDIANA_ACTION,BROOKLYN_ACTION,INDIANA_SCORE,BROOKLYN_SCORE
38,1,6:54.0,,Defensive rebound by M. Brown,7,8
39,1,6:50.0,Violation by G. Hill (kicked ball),,7,8
40,1,6:32.0,,B. Lopez misses 2-pt layup at rim (block by D. West),7,8
41,1,6:30.0,,Offensive rebound by J. Johnson,7,8
42,1,6:30.0,,Turnover by Team (shot clock),7,8
43,1,6:11.0,G. Hill makes 3-pt jump shot from 26 ft (assist by D. West),,10,8
44,1,5:54.0,,M. Brown makes 3-pt jump shot from 23 ft (assist by J. Johnson),10,11
45,1,5:37.0,D. West misses 2-pt hook shot from 8 ft,,10,11
46,1,5:36.0,,Defensive rebound by M. Brown,10,11
47,1,5:28.0,,B. Lopez makes 2-pt jump shot from 10 ft (assist by D. Williams),10,13
48,1,5:28.0,Indiana full timeout,,10,13
49,1,5:28.0,I. Mahinmi enters the game for R. Hibbert,,10,13
50,1,5:10.0,R. Stuckey makes 3-pt jump shot from 23 ft (assist by D. West),,13,13
51,1,4:56.0,,D. Williams makes 2-pt jump shot from 7 ft,13,15
52,1,4:29.0,D. West misses 2-pt jump shot from 11 ft,,13,15
53,1,4:28.0,,Defensive rebound by B. Lopez,13,15
54,1,4:17.0,,B. Lopez makes 2-pt dunk at rim (assist by D. Williams),13,17
55,1,4:02.0,Personal foul by D. Williams (drawn by G. Hill),,13,17
56,1,4:02.0,C. Miles enters the game for S. Hill,,13,17
57,1,3:50.0,D. West misses 2-pt jump shot from 11 ft,,13,17
58,1,3:49.0,,Defensive rebound by M. Brown,13,17
59,1,3:39.0,,B. Lopez makes 2-pt dunk at rim (assist by J. Johnson),13,19
60,1,3:18.0,R. Stuckey misses 2-pt jump shot from 17 ft,,13,19
61,1,3:17.0,,Defensive rebound by D. Williams,13,19
62,1,3:13.0,,D. Williams makes 2-pt jump shot from 11 ft,13,21
63,1,3:13.0,,Shooting foul by C. Miles (drawn by D. Williams),13,21
64,1,3:13.0,,A. Anderson enters the game for J. Johnson,13,21
65,1,3:13.0,,D. Williams makes free throw 1 of 1,13,22
66,1,2:58.0,G. Hill makes 2-pt jump shot from 10 ft (assist by D. West),,15,22
67,1,2:47.0,,B. Lopez makes 2-pt layup from 1 ft (assist by D. Williams),15,24
68,1,2:28.0,G. Hill misses 2-pt jump shot from 10 ft,,15,24
69,1,2:27.0,,Defensive rebound by D. Williams,15,24
70,1,2:16.0,,B. Lopez makes 2-pt layup from 2 ft (assist by T. Young),15,26
71,1,2:16.0,Indiana full timeout,,15,26
72,1,2:16.0,,Brooklyn full timeout,15,26
73,1,2:16.0,L. Scola enters the game for D. West,,15,26
74,1,1:59.0,Turnover by L. Scola (bad pass; steal by D. Williams),,15,26
75,1,1:43.0,,A. Anderson makes 3-pt jump shot from 23 ft (assist by D. Williams),15,29
76,1,1:20.0,G. Hill misses 2-pt jump shot from 16 ft,,15,29
77,1,1:19.0,,Defensive rebound by T. Young,15,29
78,1,1:10.0,,A. Anderson makes 2-pt layup from 2 ft,15,31
79,1,0:56.0,Turnover by C. Miles (bad pass; steal by D. Williams),,15,31
80,1,0:44.0,,B. Lopez makes 2-pt jump shot from 19 ft (assist by T. Young),15,33
81,1,0:28.0,G. Hill misses 3-pt jump shot from 23 ft,,15,33
82,1,0:26.0,,Defensive rebound by M. Brown,15,33
83,1,0:06.0,,B. Lopez misses 2-pt jump shot from 13 ft,15,33
84,1,0:05.0,Defensive rebound by R. Stuckey,,15,33
85,1,0:01.0,R. Stuckey misses 3-pt jump shot from 25 ft,,15,33
86,1,0:00.0,Offensive rebound by Team,,15,33
87,2,11:46.0,Shooting foul by A. Anderson (drawn by L. Scola),,15,33
88,2,11:46.0,L. Scola makes free throw 1 of 2,,16,33
89,2,11:46.0,L. Scola makes free throw 2 of 2,,17,33
90,2,11:34.0,,J. Jack misses 2-pt jump shot from 8 ft,17,33
91,2,11:33.0,Defensive rebound by L. Scola,,17,33
92,2,11:23.0,R. Stuckey misses 2-pt layup from 1 ft (block by M. Plumlee),,17,33
93,2,11:21.0,Offensive rebound by R. Stuckey,,17,33
94,2,11:20.0,Offensive foul by R. Stuckey (drawn by A. Anderson),,17,33
95,2,11:20.0,Turnover by R. Stuckey (offensive foul),,17,33
96,2,11:20.0,,J. Johnson enters the game for T. Young,17,33
97,2,11:06.0,,Shooting foul by L. Scola (drawn by A. Anderson),17,33
98,2,11:06.0,,A. Anderson makes free throw 1 of 2,17,34
99,2,11:06.0,,A. Anderson makes free throw 2 of 2,17,35
100,2,10:55.0,Shooting block foul by A. Anderson (drawn by R. Stuckey),,17,35
101,2,10:55.0,R. Stuckey misses free throw 1 of 2,,17,35
102,2,10:55.0,Offensive rebound by Team,,17,35
103,2,10:55.0,,M. Brown enters the game for A. Anderson,17,35
104,2,10:55.0,R. Stuckey makes free throw 2 of 2,,18,35
105,2,10:42.0,,J. Jack makes 2-pt jump shot from 14 ft,18,37
106,2,10:22.0,L. Scola makes 2-pt layup from 3 ft,,20,37
107,2,10:15.0,,M. Brown makes 2-pt jump shot from 21 ft (assist by J. Jack),20,39
108,2,10:04.0,D. Rudež makes 3-pt jump shot from 25 ft (assist by C. Watson),,23,39
109,2,9:59.0,,Shooting foul by L. Scola (drawn by M. Brown),23,39
110,2,9:59.0,,M. Brown misses free throw 1 of 2,23,39
111,2,9:59.0,,Offensive rebound by Team,23,39
112,2,9:59.0,,M. Brown makes free throw 2 of 2,23,40
113,2,9:44.0,I. Mahinmi makes 2-pt hook shot from 6 ft (assist by R. Stuckey),,25,40
114,2,9:30.0,,Shooting foul by I. Mahinmi (drawn by M. Plumlee),25,40
115,2,9:30.0,,M. Plumlee makes free throw 1 of 2,25,41
116,2,9:30.0,,M. Plumlee misses free throw 2 of 2,25,41
117,2,9:29.0,Defensive rebound by L. Scola,,25,41
118,2,9:10.0,L. Scola misses 2-pt hook shot from 6 ft,,25,41
119,2,9:09.0,,Defensive rebound by Team,25,41
120,2,9:09.0,,E. Clark enters the game for J. Johnson,25,41
121,2,8:49.0,,Turnover by B. Bogdanović (bad pass),25,41
122,2,8:49.0,Official timeout,,25,41
123,2,8:49.0,L. Allen enters the game for R. Stuckey,,25,41
124,2,8:49.0,S. Hill enters the game for I. Mahinmi,,25,41
125,2,8:28.0,C. Watson makes 3-pt jump shot from 22 ft (assist by D. Rudež),,28,41
126,2,8:15.0,,E. Clark misses 2-pt jump shot from 17 ft,28,41
127,2,8:14.0,Defensive rebound by C. Watson,,28,41
128,2,8:07.0,Personal foul by J. Jack (drawn by C. Watson),,28,41
129,2,8:07.0,,B. Lopez enters the game for M. Plumlee,28,41
130,2,7:59.0,L. Scola makes 2-pt jump shot from 5 ft (assist by L. Allen),,30,41
131,2,7:59.0,Shooting foul by E. Clark (drawn by L. Scola),,30,41
132,2,7:59.0,L. Scola makes free throw 1 of 1,,31,41
133,2,7:40.0,,J. Jack misses 2-pt jump shot from 18 ft,31,41
134,2,7:39.0,Defensive rebound by L. Scola,,31,41
135,2,7:25.0,L. Allen makes 2-pt jump shot from 19 ft (assist by S. Hill),,33,41
136,2,7:17.0,,Turnover by E. Clark (traveling),33,41
137,2,7:05.0,,D. Williams enters the game for J. Jack,33,41
138,2,7:05.0,,T. Young enters the game for E. Clark,33,41
139,2,6:59.0,D. Rudež makes 2-pt jump shot from 22 ft (assist by S. Hill),,35,41
140,2,6:44.0,,D. Williams makes 2-pt jump shot from 17 ft (assist by T. Young),35,43
141,2,6:34.0,Turnover by C. Watson (lost ball; steal by B. Bogdanović),,35,43
142,2,6:30.0,,T. Young makes 2-pt layup at rim (assist by D. Williams),35,45
143,2,6:11.0,D. Rudež makes 2-pt jump shot from 20 ft (assist by S. Hill),,37,45
144,2,5:55.0,,B. Lopez misses 2-pt hook shot from 13 ft,37,45
145,2,5:54.0,Defensive rebound by L. Scola,,37,45
146,2,5:46.0,C. Watson makes 3-pt jump shot from 24 ft,,40,45
147,2,5:46.0,,Brooklyn full timeout,40,45
148,2,5:31.0,,B. Lopez makes 2-pt hook shot from 12 ft (assist by T. Young),40,47
149,2,5:19.0,L. Allen makes 2-pt jump shot from 20 ft (assist by C. Watson),,42,47
150,2,4:58.0,,T. Young misses 2-pt jump shot from 16 ft,42,47
151,2,4:57.0,Defensive rebound by L. Scola,,42,47
152,2,4:37.0,C. Watson makes 2-pt jump shot from 22 ft (assist by L. Scola),,44,47
153,2,4:21.0,,Turnover by B. Bogdanović (bad pass; steal by C. Watson),44,47
154,2,4:18.0,,Violation by B. Bogdanović (def goaltending),44,47
155,2,4:18.0,C. Watson makes 2-pt layup from 1 ft,,46,47
156,2,4:04.0,,Personal foul by S. Hill (drawn by M. Brown),46,47
157,2,4:04.0,,M. Brown misses free throw 1 of 2,46,47
158,2,4:04.0,,Offensive rebound by Team,46,47
159,2,4:04.0,,J. Johnson enters the game for B. Bogdanović,46,47
160,2,4:04.0,,M. Brown makes free throw 2 of 2,46,48
161,2,3:50.0,Turnover by D. Rudež (bad pass),,46,48
162,2,3:37.0,,D. Williams misses 2-pt jump shot from 14 ft,46,48
163,2,3:36.0,Defensive rebound by L. Scola,,46,48
164,2,3:28.0,L. Scola misses 2-pt layup from 2 ft,,46,48
165,2,3:26.0,,Defensive rebound by B. Lopez,46,48
166,2,3:20.0,,Personal foul by S. Hill (drawn by J. Johnson),46,48
167,2,3:20.0,,J. Johnson makes free throw 1 of 2,46,49
168,2,3:20.0,,J. Johnson makes free throw 2 of 2,46,50
169,2,2:59.0,D. Rudež makes 3-pt jump shot from 26 ft,,49,50
170,2,2:41.0,,T. Young misses 2-pt jump shot from 18 ft,49,50
171,2,2:40.0,Defensive rebound by C. Watson,,49,50
172,2,2:28.0,S. Hill misses 3-pt jump shot from 24 ft,,49,50
173,2,2:27.0,,Defensive rebound by M. Brown,49,50
174,2,2:20.0,,M. Brown misses 2-pt jump shot from 17 ft,49,50
175,2,2:18.0,,Offensive rebound by T. Young,49,50
176,2,2:17.0,,T. Young misses 2-pt tip-in from 1 ft,49,50
177,2,2:16.0,Defensive rebound by C. Watson,,49,50
178,2,2:08.0,S. Hill makes 3-pt jump shot from 25 ft (assist by C. Watson),,52,50
179,2,1:44.0,,B. Lopez misses 2-pt jump shot from 16 ft,52,50
180,2,1:43.0,Defensive rebound by L. Scola,,52,50
181,2,1:23.0,L. Allen misses 2-pt jump shot from 19 ft,,52,50
182,2,1:22.0,,Defensive rebound by D. Williams,52,50
183,2,1:11.0,,J. Johnson misses 3-pt jump shot from 22 ft,52,50
184,2,1:10.0,,Offensive rebound by B. Lopez,52,50
185,2,1:09.0,,B. Lopez makes 2-pt layup from 2 ft,52,52
186,2,1:09.0,Indiana full timeout,,52,52
187,2,0:50.0,Shooting foul by T. Young (drawn by L. Scola),,52,52
188,2,0:50.0,L. Scola makes free throw 1 of 2,,53,52
189,2,0:50.0,G. Hill enters the game for D. Rudež,,53,52
190,2,0:50.0,L. Scola makes free throw 2 of 2,,54,52
191,2,0:37.0,,M. Brown makes 3-pt jump shot from 23 ft (assist by J. Johnson),54,55
192,2,0:22.0,L. Scola misses 2-pt jump shot from 18 ft,,54,55
193,2,0:21.0,,Defensive rebound by D. Williams,54,55
194,2,0:01.0,,B. Lopez makes 2-pt jump shot from 8 ft (assist by D. Williams),54,57
195,2,0:00.0,L. Scola misses 3-pt jump shot from 65 ft,,54,57
196,2,0:00.0,Offensive rebound by Team,,54,57
197,3,11:40.0,R. Stuckey misses 3-pt jump shot from 25 ft,,54,57
198,3,11:39.0,Offensive rebound by Team,,54,57
199,3,11:39.0,,Loose ball foul by B. Lopez (drawn by R. Hibbert),54,57
200,3,11:33.0,,Violation by M. Brown (kicked ball),54,57
201,3,11:24.0,D. West misses 2-pt hook shot from 4 ft,,54,57
202,3,11:23.0,Offensive rebound by R. Hibbert,,54,57
203,3,11:22.0,R. Hibbert misses 2-pt tip-in from 1 ft,,54,57
204,3,11:21.0,,Defensive rebound by B. Lopez,54,57
205,3,11:04.0,,J. Johnson misses 2-pt jump shot from 7 ft,54,57
206,3,11:03.0,Defensive rebound by G. Hill,,54,57
207,3,11:00.0,Shooting foul by D. Williams (drawn by G. Hill),,54,57
208,3,11:00.0,G. Hill makes free throw 1 of 2,,55,57
209,3,11:00.0,G. Hill makes free throw 2 of 2,,56,57
210,3,10:38.0,,M. Brown misses 3-pt jump shot from 24 ft,56,57
211,3,10:37.0,Defensive rebound by G. Hill,,56,57
212,3,10:34.0,G. Hill makes 2-pt layup from 2 ft,,58,57
213,3,10:21.0,,Personal foul by R. Hibbert (drawn by D. Williams),58,57
214,3,10:06.0,,T. Young misses 3-pt jump shot from 23 ft,58,57
215,3,10:05.0,Defensive rebound by S. Hill,,58,57
216,3,9:57.0,S. Hill makes 3-pt jump shot from 24 ft,,61,57
217,3,9:37.0,,T. Young misses 3-pt jump shot from 25 ft,61,57
218,3,9:36.0,,Offensive rebound by B. Lopez,61,57
219,3,9:25.0,,T. Young makes 2-pt dunk at rim (assist by J. Johnson),61,59
220,3,9:09.0,R. Hibbert misses 2-pt jump shot from 4 ft,,61,59
221,3,9:08.0,,Defensive rebound by J. Johnson,61,59
222,3,8:55.0,,M. Brown misses 2-pt jump shot from 5 ft,61,59
223,3,8:54.0,Defensive rebound by G. Hill,,61,59
224,3,8:36.0,R. Hibbert misses 2-pt hook shot from 5 ft,,61,59
225,3,8:35.0,,Defensive rebound by D. Williams,61,59
226,3,8:22.0,,Personal foul by S. Hill (drawn by D. Williams),61,59
227,3,8:22.0,,A. Anderson enters the game for M. Brown,61,59
228,3,8:12.0,,J. Johnson misses 2-pt layup from 1 ft,61,59
229,3,8:10.0,Defensive rebound by R. Hibbert,,61,59
230,3,8:00.0,D. West misses 2-pt jump shot from 21 ft,,61,59
231,3,7:59.0,,Defensive rebound by D. Williams,61,59
232,3,7:53.0,,Shooting foul by G. Hill (drawn by D. Williams),61,59
233,3,7:53.0,,D. Williams misses free throw 1 of 2,61,59
234,3,7:53.0,,Offensive rebound by Team,61,59
235,3,7:53.0,,D. Williams makes free throw 2 of 2,61,60
236,3,7:31.0,D. West makes 2-pt jump shot from 7 ft (assist by G. Hill),,63,60
237,3,7:12.0,,A. Anderson makes 3-pt jump shot from 24 ft,63,63
238,3,6:48.0,R. Hibbert misses 2-pt jump shot from 19 ft,,63,63
239,3,6:47.0,,Defensive rebound by B. Lopez,63,63
240,3,6:34.0,,B. Lopez makes 2-pt layup from 1 ft (assist by A. Anderson),63,65
241,3,6:13.0,G. Hill misses 3-pt jump shot from 25 ft,,63,65
242,3,6:12.0,,Defensive rebound by T. Young,63,65
243,3,6:06.0,,A. Anderson misses 2-pt layup from 3 ft,63,65
244,3,6:05.0,Defensive rebound by Team,,63,65
245,3,5:52.0,Personal foul by D. Williams (drawn by G. Hill),,63,65
246,3,5:52.0,,Brooklyn full timeout,63,65
247,3,5:52.0,,M. Plumlee enters the game for B. Lopez,63,65
248,3,5:36.0,G. Hill makes 3-pt jump shot from 26 ft (assist by D. West),,66,65
249,3,5:22.0,,A. Anderson misses 2-pt jump shot from 16 ft,66,65
250,3,5:20.0,,Offensive rebound by M. Plumlee,66,65
251,3,5:14.0,,J. Johnson misses 3-pt jump shot from 25 ft,66,65
252,3,5:13.0,Defensive rebound by Team,,66,65
253,3,5:13.0,I. Mahinmi enters the game for R. Hibbert,,66,65
254,3,5:03.0,Personal foul by M. Plumlee (drawn by R. Stuckey),,66,65
255,3,4:57.0,G. Hill makes 2-pt layup from 1 ft,,68,65
256,3,4:57.0,,Violation by M. Plumlee (def goaltending),68,65
257,3,4:41.0,,A. Anderson makes 3-pt jump shot from 26 ft (assist by M. Plumlee),68,68
258,3,4:28.0,D. West makes 2-pt layup from 2 ft,,70,68
259,3,4:19.0,C. Watson enters the game for R. Stuckey,,70,68
260,3,4:17.0,,Shooting foul by I. Mahinmi (drawn by M. Plumlee),70,68
261,3,4:17.0,,M. Plumlee makes free throw 1 of 2,70,69
262,3,4:17.0,,M. Plumlee misses free throw 2 of 2,70,69
263,3,4:15.0,Defensive rebound by I. Mahinmi,,70,69
264,3,3:58.0,D. West misses 2-pt jump shot from 16 ft,,70,69
265,3,3:57.0,,Defensive rebound by J. Johnson,70,69
266,3,3:50.0,,Personal foul by I. Mahinmi (drawn by J. Johnson),70,69
267,3,3:50.0,,J. Johnson makes free throw 1 of 2,70,70
268,3,3:50.0,,J. Johnson makes free throw 2 of 2,70,71
269,3,3:39.0,G. Hill misses 2-pt jump shot from 4 ft,,70,71
270,3,3:37.0,,Defensive rebound by T. Young,70,71
271,3,3:30.0,,A. Anderson misses 2-pt layup from 1 ft (block by I. Mahinmi),70,71
272,3,3:29.0,Defensive rebound by S. Hill,,70,71
273,3,3:23.0,Turnover by S. Hill (lost ball; steal by T. Young),,70,71
274,3,3:17.0,,J. Johnson makes 3-pt jump shot from 24 ft (assist by D. Williams),70,74
275,3,3:17.0,Indiana full timeout,,70,74
276,3,3:04.0,Personal foul by M. Plumlee (drawn by D. West),,70,74
277,3,3:04.0,D. West makes free throw 1 of 2,,71,74
278,3,3:04.0,D. West makes free throw 2 of 2,,72,74
279,3,2:51.0,,Turnover by J. Johnson (bad pass; steal by C. Watson),72,74
280,3,2:49.0,Shooting foul by D. Williams (drawn by C. Watson),,72,74
281,3,2:49.0,C. Watson misses free throw 1 of 2,,72,74
282,3,2:49.0,Offensive rebound by Team,,72,74
283,3,2:49.0,,J. Jack enters the game for D. Williams,72,74
284,3,2:49.0,C. Watson makes free throw 2 of 2,,73,74
285,3,2:35.0,,J. Johnson makes 2-pt jump shot from 8 ft,73,76
286,3,2:12.0,S. Hill makes 3-pt jump shot from 26 ft (assist by D. West),,76,76
287,3,1:57.0,,J. Johnson makes 2-pt jump shot from 9 ft,76,78
288,3,1:42.0,Personal foul by A. Anderson (drawn by G. Hill),,76,78
289,3,1:42.0,G. Hill makes free throw 1 of 2,,77,78
290,3,1:42.0,,B. Lopez enters the game for T. Young,77,78
291,3,1:42.0,G. Hill misses free throw 2 of 2,,77,78
292,3,1:40.0,,Defensive rebound by M. Plumlee,77,78
293,3,1:24.0,,J. Jack makes 2-pt jump shot from 19 ft,77,80
294,3,1:12.0,G. Hill makes 2-pt layup from 2 ft,,79,80
295,3,0:59.0,,Personal foul by I. Mahinmi (drawn by J. Johnson),79,80
296,3,0:59.0,,J. Johnson makes free throw 1 of 2,79,81
297,3,0:59.0,L. Scola enters the game for D. West,,79,81
298,3,0:59.0,L. Allen enters the game for I. Mahinmi,,79,81
299,3,0:59.0,,J. Johnson makes free throw 2 of 2,79,82
300,3,0:45.0,S. Hill misses 2-pt layup from 2 ft,,79,82
301,3,0:44.0,,Defensive rebound by A. Anderson,79,82
302,3,0:32.0,,J. Jack misses 2-pt jump shot from 10 ft,79,82
303,3,0:31.0,Defensive rebound by C. Watson,,79,82
304,3,0:11.0,L. Scola misses 2-pt layup from 3 ft,,79,82
305,3,0:09.0,,Defensive rebound by A. Anderson,79,82
306,3,0:02.0,,B. Lopez makes 2-pt layup from 1 ft (assist by J. Jack),79,84
307,4,11:43.0,,M. Plumlee makes 2-pt hook shot from 5 ft (assist by J. Jack),79,86
308,4,11:30.0,Personal foul by M. Plumlee (drawn by L. Scola),,79,86
309,4,11:22.0,C. Watson misses 3-pt jump shot from 24 ft,,79,86
310,4,11:22.0,,Defensive rebound by M. Plumlee,79,86
311,4,11:22.0,,Personal foul by C. Watson (drawn by M. Plumlee),79,86
312,4,11:07.0,,J. Jack makes 2-pt jump shot from 18 ft,79,88
313,4,10:41.0,L. Allen misses 2-pt layup from 2 ft (block by B. Lopez),,79,88
314,4,10:39.0,Offensive rebound by L. Scola,,79,88
315,4,10:37.0,L. Scola makes 2-pt jump shot from 8 ft,,81,88
316,4,10:22.0,,Personal foul by R. Stuckey (drawn by J. Johnson),81,88
317,4,10:14.0,,M. Plumlee misses 2-pt layup from 1 ft,81,88
318,4,10:13.0,Defensive rebound by L. Allen,,81,88
319,4,10:00.0,L. Allen misses 2-pt jump shot from 20 ft,,81,88
320,4,9:59.0,,Defensive rebound by B. Lopez,81,88
321,4,9:52.0,,Offensive foul by M. Plumlee (drawn by C. Watson),81,88
322,4,9:52.0,,Turnover by M. Plumlee (offensive foul),81,88
323,4,9:38.0,L. Scola misses 2-pt layup from 2 ft,,81,88
324,4,9:37.0,,Defensive rebound by B. Lopez,81,88
325,4,9:27.0,,A. Anderson misses 3-pt jump shot from 23 ft,81,88
326,4,9:26.0,Defensive rebound by Team,,81,88
327,4,9:26.0,,Loose ball foul by M. Plumlee (drawn by R. Stuckey),81,88
328,4,9:26.0,,T. Young enters the game for M. Plumlee,81,88
329,4,9:09.0,R. Stuckey misses 2-pt jump shot from 20 ft,,81,88
330,4,9:08.0,,Defensive rebound by T. Young,81,88
331,4,8:48.0,,J. Johnson misses 2-pt jump shot from 12 ft,81,88
332,4,8:47.0,Defensive rebound by L. Scola,,81,88
333,4,8:35.0,L. Allen misses 2-pt jump shot from 18 ft,,81,88
334,4,8:34.0,,Defensive rebound by B. Lopez,81,88
335,4,8:28.0,,J. Jack misses 2-pt jump shot from 9 ft (block by C. Watson),81,88
336,4,8:26.0,Defensive rebound by C. Watson,,81,88
337,4,8:20.0,D. Rudež makes 2-pt layup from 2 ft (assist by C. Watson),,83,88
338,4,8:20.0,,Brooklyn full timeout,83,88
339,4,8:20.0,,M. Brown enters the game for J. Johnson,83,88
340,4,7:57.0,,A. Anderson makes 2-pt layup from 1 ft (assist by B. Lopez),83,90
341,4,7:35.0,R. Stuckey misses 2-pt jump shot from 17 ft,,83,90
342,4,7:33.0,Offensive rebound by L. Allen,,83,90
343,4,7:19.0,L. Scola makes 2-pt layup from 1 ft (assist by C. Watson),,85,90
344,4,7:05.0,,J. Jack makes 2-pt jump shot from 11 ft,85,92
345,4,7:05.0,,Shooting foul by C. Watson (drawn by J. Jack),85,92
346,4,7:05.0,G. Hill enters the game for R. Stuckey,,85,92
347,4,7:05.0,,J. Jack makes free throw 1 of 1,85,93
348,4,6:47.0,L. Allen misses 2-pt jump shot from 8 ft,,85,93
349,4,6:46.0,,Defensive rebound by B. Lopez,85,93
350,4,6:32.0,Loose ball foul by D. Rudež (drawn by B. Lopez),,85,93
351,4,6:32.0,R. Hibbert enters the game for L. Allen,,85,93
352,4,6:25.0,,J. Jack misses 2-pt jump shot from 8 ft,85,93
353,4,6:24.0,Defensive rebound by C. Watson,,85,93
354,4,6:17.0,Turnover by C. Watson (bad pass),,85,93
355,4,6:04.0,,T. Young makes 2-pt jump shot from 6 ft (assist by J. Jack),85,95
356,4,6:04.0,Indiana full timeout,,85,95
357,4,6:04.0,D. West enters the game for L. Scola,,85,95
358,4,5:47.0,D. Rudež misses 2-pt jump shot from 21 ft,,85,95
359,4,5:46.0,,Defensive rebound by Team,85,95
360,4,5:35.0,,J. Jack misses 2-pt layup from 3 ft (block by R. Hibbert),85,95
361,4,5:33.0,,Offensive rebound by T. Young,85,95
362,4,5:32.0,,T. Young makes 2-pt layup from 2 ft,85,97
363,4,5:15.0,G. Hill makes 2-pt jump shot from 10 ft,,87,97
364,4,5:02.0,,T. Young misses 2-pt jump shot from 5 ft,87,97
365,4,5:00.0,Defensive rebound by D. West,,87,97
366,4,4:53.0,R. Hibbert makes 2-pt hook shot from 9 ft (assist by G. Hill),,89,97
367,4,4:53.0,Shooting foul by B. Lopez (drawn by R. Hibbert),,89,97
368,4,4:53.0,S. Hill enters the game for D. Rudež,,89,97
369,4,4:53.0,,D. Williams enters the game for J. Jack,89,97
370,4,4:53.0,R. Hibbert makes free throw 1 of 1,,90,97
371,4,4:37.0,,Shooting foul by D. West (drawn by A. Anderson),90,97
372,4,4:37.0,,A. Anderson makes 2-pt jump shot from 14 ft,90,99
373,4,4:37.0,,A. Anderson makes free throw 1 of 1,90,100
374,4,4:28.0,Shooting block foul by T. Young (drawn by C. Watson),,90,100
375,4,4:28.0,C. Watson makes free throw 1 of 2,,91,100
376,4,4:28.0,C. Watson makes free throw 2 of 2,,92,100
377,4,4:12.0,,D. Williams misses 2-pt jump shot from 8 ft,92,100
378,4,4:11.0,Defensive rebound by D. West,,92,100
379,4,3:58.0,D. West makes 2-pt layup at rim (assist by C. Watson),,94,100
380,4,3:58.0,Shooting foul by D. Williams (drawn by D. West),,94,100
381,4,3:58.0,,J. Jack enters the game for D. Williams,94,100
382,4,3:58.0,,J. Johnson enters the game for M. Brown,94,100
383,4,3:58.0,D. West makes free throw 1 of 1,,95,100
384,4,3:42.0,,J. Jack misses 2-pt jump shot from 15 ft,95,100
385,4,3:41.0,Defensive rebound by D. West,,95,100
386,4,3:36.0,S. Hill misses 2-pt layup from 1 ft (block by B. Lopez),,95,100
387,4,3:34.0,,Defensive rebound by B. Lopez,95,100
388,4,3:24.0,Technical foul by Team,,95,100
389,4,3:24.0,,J. Jack makes technical free throw,95,101
390,4,3:14.0,,A. Anderson makes 2-pt layup from 2 ft,95,103
