,QUARTER,TIME_REMAINING,ORLANDO_ACTION,SACRAMENTO_ACTION,ORLANDO_SCORE,SACRAMENTO_SCORE
58,1,3:45.0,E. Payton enters the game for E. Fournier,,18,17
59,1,3:31.0,V. Oladipo makes 2-pt jump shot from 21 ft,,20,17
60,1,3:07.0,,R. Gay misses 3-pt jump shot from 24 ft,20,17
61,1,3:06.0,Defensive rebound by D. Dedmon,,20,17
62,1,2:54.0,C. Frye misses 3-pt jump shot from 24 ft,,20,17
63,1,2:54.0,Offensive rebound by Team,,20,17
64,1,2:54.0,,Loose ball foul by J. Thompson (drawn by D. Dedmon),20,17
65,1,2:38.0,V. Oladipo misses 3-pt jump shot from 23 ft,,20,17
66,1,2:37.0,,Defensive rebound by R. Gay,20,17
67,1,2:27.0,,J. Thompson misses 2-pt jump shot from 19 ft,20,17
68,1,2:27.0,Defensive rebound by V. Oladipo,,20,17
69,1,2:16.0,T. Harris makes 2-pt layup from 2 ft (assist by E. Payton),,22,17
70,1,1:58.0,,R. Gay makes 2-pt layup from 3 ft,22,19
71,1,1:40.0,T. Harris misses 2-pt jump shot from 7 ft,,22,19
72,1,1:39.0,,Defensive rebound by R. Gay,22,19
73,1,1:38.0,,Personal block foul by E. Payton (drawn by D. Collison),22,19
74,1,1:38.0,,D. Collison makes free throw 1 of 2,22,20
75,1,1:38.0,K. O'Quinn enters the game for C. Frye,,22,20
76,1,1:38.0,B. Gordon enters the game for V. Oladipo,,22,20
77,1,1:38.0,,N. Stauskas enters the game for J. Thompson,22,20
78,1,1:38.0,,C. Landry enters the game for B. McLemore,22,20
79,1,1:38.0,,R. Evans enters the game for R. Hollins,22,20
80,1,1:38.0,,D. Collison makes free throw 2 of 2,22,21
81,1,1:21.0,T. Harris makes 3-pt jump shot from 23 ft (assist by E. Payton),,25,21
82,1,1:00.0,,Shooting foul by K. O'Quinn (drawn by C. Landry),25,21
83,1,1:00.0,,C. Landry makes free throw 1 of 2,25,22
84,1,1:00.0,,C. Landry makes free throw 2 of 2,25,23
85,1,0:45.0,E. Payton misses 2-pt jump shot from 15 ft,,25,23
86,1,0:43.0,,Defensive rebound by N. Stauskas,25,23
87,1,0:34.0,,D. Collison makes 2-pt layup from 2 ft (assist by R. Gay),25,25
88,1,0:23.0,B. Gordon makes 2-pt jump shot from 17 ft,,27,25
89,1,0:03.0,,Shooting foul by E. Payton (drawn by D. Collison),27,25
90,1,0:03.0,,D. Collison makes free throw 1 of 2,27,26
91,1,0:03.0,,O. Casspi enters the game for R. Gay,27,26
92,1,0:03.0,,D. Collison makes free throw 2 of 2,27,27
93,2,11:43.0,B. Gordon makes 2-pt jump shot from 20 ft (assist by K. O'Quinn),,29,27
94,2,11:31.0,,Personal foul by K. O'Quinn (drawn by C. Landry),29,27
95,2,11:31.0,A. Nicholson enters the game for K. O'Quinn,,29,27
96,2,11:18.0,,N. Stauskas misses 2-pt jump shot from 13 ft,29,27
97,2,11:17.0,,Offensive rebound by R. Evans,29,27
98,2,11:08.0,,R. Sessions misses 2-pt jump shot from 17 ft,29,27
99,2,11:07.0,Defensive rebound by D. Dedmon,,29,27
100,2,10:59.0,E. Payton makes 2-pt jump shot from 7 ft,,31,27
101,2,10:40.0,,C. Landry misses 2-pt jump shot from 16 ft,31,27
102,2,10:40.0,Defensive rebound by Team,,31,27
103,2,10:40.0,,Loose ball foul by R. Evans (drawn by A. Nicholson),31,27
104,2,10:22.0,A. Nicholson misses 2-pt jump shot from 19 ft,,31,27
105,2,10:22.0,,Defensive rebound by R. Evans,31,27
106,2,10:07.0,,R. Sessions misses 2-pt jump shot from 6 ft (block by D. Dedmon),31,27
107,2,10:05.0,Defensive rebound by A. Nicholson,,31,27
108,2,9:45.0,B. Gordon misses 2-pt jump shot from 18 ft,,31,27
109,2,9:44.0,,Defensive rebound by R. Sessions,31,27
110,2,9:35.0,,O. Casspi misses 2-pt jump shot from 4 ft,31,27
111,2,9:34.0,Defensive rebound by A. Nicholson,,31,27
112,2,9:24.0,Shooting foul by N. Stauskas (drawn by E. Payton),,31,27
113,2,9:24.0,E. Payton makes free throw 1 of 2,,32,27
114,2,9:24.0,E. Payton makes free throw 2 of 2,,33,27
115,2,9:10.0,,C. Landry misses 2-pt jump shot from 4 ft,33,27
116,2,9:10.0,,Offensive rebound by C. Landry,33,27
117,2,9:08.0,,C. Landry misses 2-pt jump shot from 2 ft,33,27
118,2,9:07.0,,Offensive rebound by R. Evans,33,27
119,2,9:06.0,,Shooting foul by A. Nicholson (drawn by R. Evans),33,27
120,2,9:06.0,,R. Evans misses free throw 1 of 2,33,27
121,2,9:06.0,,Offensive rebound by Team,33,27
122,2,9:06.0,,R. Evans makes free throw 2 of 2,33,28
123,2,8:54.0,Turnover by A. Nicholson (bad pass; steal by O. Casspi),,33,28
124,2,8:49.0,,O. Casspi misses 2-pt layup from 2 ft,33,28
125,2,8:48.0,,Offensive rebound by R. Evans,33,28
126,2,8:44.0,,R. Evans misses 2-pt jump shot from 4 ft,33,28
127,2,8:43.0,Defensive rebound by W. Green,,33,28
128,2,8:36.0,W. Green makes 2-pt jump shot from 17 ft,,35,28
129,2,8:23.0,,R. Sessions makes 2-pt layup from 3 ft,35,30
130,2,8:10.0,W. Green misses 3-pt jump shot from 24 ft,,35,30
131,2,8:09.0,Offensive rebound by E. Payton,,35,30
132,2,8:04.0,E. Payton makes 2-pt layup from 1 ft,,37,30
133,2,8:03.0,,Sacramento full timeout,37,30
134,2,7:50.0,,C. Landry misses 2-pt jump shot from 6 ft (block by D. Dedmon),37,30
135,2,7:50.0,,Offensive rebound by Team,37,30
136,2,7:43.0,,R. Evans misses 2-pt jump shot from 7 ft (block by D. Dedmon),37,30
137,2,7:41.0,,Offensive rebound by R. Sessions,37,30
138,2,7:38.0,,R. Sessions misses 2-pt jump shot from 20 ft,37,30
139,2,7:38.0,,Offensive rebound by Team,37,30
140,2,7:26.0,,N. Stauskas misses 3-pt jump shot from 23 ft,37,30
141,2,7:26.0,Defensive rebound by Team,,37,30
142,2,7:07.0,B. Gordon makes 2-pt jump shot from 16 ft (assist by A. Nicholson),,39,30
143,2,6:55.0,,Personal foul by W. Green (drawn by R. Sessions),39,30
144,2,6:55.0,,R. Gay enters the game for N. Stauskas,39,30
145,2,6:55.0,,R. McCallum enters the game for O. Casspi,39,30
146,2,6:55.0,T. Harris enters the game for W. Green,,39,30
147,2,6:48.0,,Shooting foul by D. Dedmon (drawn by R. Evans),39,30
148,2,6:48.0,,R. Evans makes free throw 1 of 2,39,31
149,2,6:48.0,,R. Evans makes free throw 2 of 2,39,32
150,2,6:35.0,A. Nicholson makes 2-pt jump shot from 20 ft (assist by B. Gordon),,41,32
151,2,6:19.0,,Turnover by C. Landry (traveling),41,32
152,2,6:19.0,V. Oladipo enters the game for B. Gordon,,41,32
153,2,6:09.0,Turnover by E. Payton (bad pass; steal by R. Sessions),,41,32
154,2,6:08.0,,Personal take foul by A. Nicholson (drawn by R. Sessions),41,32
155,2,6:08.0,,R. Sessions makes free throw 1 of 2,41,33
156,2,6:08.0,,R. Sessions makes free throw 2 of 2,41,34
157,2,5:48.0,T. Harris makes 2-pt jump shot from 17 ft,,43,34
158,2,5:31.0,,R. McCallum misses 3-pt jump shot from 24 ft,43,34
159,2,5:31.0,Defensive rebound by T. Harris,,43,34
160,2,5:19.0,D. Dedmon makes 2-pt jump shot from 9 ft (assist by V. Oladipo),,45,34
161,2,4:55.0,,Shooting foul by D. Dedmon (drawn by R. Sessions),45,34
162,2,4:55.0,Official timeout,,45,34
163,2,4:55.0,E. Fournier enters the game for E. Payton,,45,34
164,2,4:55.0,C. Frye enters the game for A. Nicholson,,45,34
165,2,4:55.0,,R. Sessions makes free throw 1 of 2,45,35
166,2,4:55.0,,R. Sessions makes free throw 2 of 2,45,36
167,2,4:31.0,V. Oladipo misses 2-pt jump shot from 17 ft,,45,36
168,2,4:30.0,Offensive rebound by D. Dedmon,,45,36
169,2,4:23.0,E. Fournier misses 3-pt jump shot from 22 ft,,45,36
170,2,4:22.0,,Defensive rebound by R. McCallum,45,36
171,2,4:06.0,,Turnover by R. McCallum (lost ball),45,36
172,2,4:06.0,,D. Collison enters the game for C. Landry,45,36
173,2,4:06.0,,D. Williams enters the game for R. Sessions,45,36
174,2,4:06.0,,B. McLemore enters the game for R. McCallum,45,36
175,2,3:53.0,E. Fournier makes 2-pt layup from 2 ft,,47,36
176,2,3:32.0,,R. Gay makes 2-pt jump shot from 10 ft,47,38
177,2,3:08.0,E. Fournier misses 3-pt jump shot from 24 ft,,47,38
178,2,3:08.0,Offensive rebound by Team,,47,38
179,2,3:08.0,,Loose ball foul by D. Williams (drawn by C. Frye),47,38
180,2,3:08.0,,J. Thompson enters the game for R. Evans,47,38
181,2,2:59.0,Personal foul by R. Gay (drawn by T. Harris),,47,38
182,2,2:59.0,Orlando full timeout,,47,38
183,2,2:52.0,C. Frye misses 3-pt jump shot from 25 ft,,47,38
184,2,2:51.0,,Defensive rebound by D. Collison,47,38
185,2,2:45.0,,D. Collison makes 2-pt layup from 1 ft,47,40
186,2,2:32.0,V. Oladipo misses 2-pt layup from 1 ft,,47,40
187,2,2:32.0,,Defensive rebound by Team,47,40
188,2,2:16.0,,R. Gay makes 2-pt jump shot from 5 ft,47,42
189,2,2:16.0,,Shooting foul by C. Frye (drawn by R. Gay),47,42
190,2,2:16.0,,R. Gay makes free throw 1 of 1,47,43
191,2,2:02.0,V. Oladipo misses 2-pt jump shot from 17 ft,,47,43
192,2,2:01.0,Offensive rebound by D. Dedmon,,47,43
193,2,1:59.0,Turnover by D. Dedmon (traveling),,47,43
194,2,1:59.0,W. Green enters the game for D. Dedmon,,47,43
195,2,1:38.0,,B. McLemore misses 3-pt jump shot from 23 ft,47,43
196,2,1:37.0,Defensive rebound by T. Harris,,47,43
197,2,1:33.0,T. Harris makes 2-pt dunk at rim (assist by W. Green),,49,43
198,2,1:28.0,,Personal take foul by W. Green (drawn by D. Collison),49,43
199,2,1:28.0,,D. Collison makes free throw 1 of 2,49,44
200,2,1:28.0,,D. Collison makes free throw 2 of 2,49,45
201,2,1:16.0,Turnover by V. Oladipo (offensive foul),,49,45
202,2,1:16.0,,Offensive charge foul by V. Oladipo (drawn by D. Collison),49,45
203,2,1:02.0,,J. Thompson makes 2-pt jump shot from 8 ft (assist by R. Gay),49,47
204,2,0:48.0,T. Harris makes 3-pt jump shot from 23 ft (assist by V. Oladipo),,52,47
205,2,0:34.0,,J. Thompson makes 2-pt dunk at rim (assist by D. Collison),52,49
206,2,0:12.0,E. Fournier misses 2-pt jump shot from 6 ft,,52,49
207,2,0:11.0,,Defensive rebound by J. Thompson,52,49
208,2,0:00.0,,D. Collison misses 2-pt jump shot from 15 ft,52,49
209,2,0:00.0,,Offensive rebound by Team,52,49
210,3,11:37.0,T. Harris makes 3-pt jump shot from 22 ft (assist by V. Oladipo),,55,49
211,3,11:23.0,,Turnover by J. Thompson (lost ball; steal by K. O'Quinn),55,49
212,3,11:20.0,T. Harris makes 2-pt layup from 1 ft (assist by K. O'Quinn),,57,49
213,3,11:04.0,,D. Collison misses 3-pt jump shot from 24 ft,57,49
214,3,11:02.0,,Offensive rebound by R. Gay,57,49
215,3,10:56.0,,R. Gay misses 2-pt jump shot from 10 ft,57,49
216,3,10:55.0,Defensive rebound by E. Fournier,,57,49
217,3,10:34.0,E. Fournier misses 3-pt jump shot from 24 ft,,57,49
218,3,10:33.0,,Defensive rebound by D. Collison,57,49
219,3,10:22.0,,J. Thompson makes 2-pt jump shot from 6 ft (assist by D. Collison),57,51
220,3,10:07.0,Shooting foul by R. Hollins (drawn by V. Oladipo),,57,51
221,3,10:07.0,V. Oladipo makes free throw 1 of 2,,58,51
222,3,10:07.0,V. Oladipo makes free throw 2 of 2,,59,51
223,3,9:59.0,,Def 3 sec tech foul by K. O'Quinn,59,51
224,3,9:59.0,,R. Gay makes technical free throw,59,52
225,3,9:49.0,,D. Collison misses 2-pt jump shot from 8 ft,59,52
226,3,9:49.0,Defensive rebound by C. Frye,,59,52
227,3,9:31.0,V. Oladipo misses 3-pt jump shot from 25 ft,,59,52
228,3,9:30.0,,Defensive rebound by D. Collison,59,52
229,3,9:25.0,,Shooting foul by C. Frye (drawn by D. Collison),59,52
230,3,9:25.0,,D. Collison misses free throw 1 of 2,59,52
231,3,9:25.0,,Offensive rebound by Team,59,52
232,3,9:25.0,,D. Collison misses free throw 2 of 2,59,52
233,3,9:24.0,Defensive rebound by T. Harris,,59,52
234,3,9:01.0,K. O'Quinn makes 3-pt jump shot from 22 ft (assist by E. Fournier),,62,52
235,3,8:43.0,,J. Thompson makes 2-pt jump shot from 5 ft (assist by R. Gay),62,54
236,3,8:27.0,Turnover by K. O'Quinn (lost ball; steal by B. McLemore),,62,54
237,3,8:24.0,,R. Gay makes 2-pt dunk at rim (assist by B. McLemore),62,56
238,3,7:54.0,C. Frye misses 2-pt jump shot from 20 ft,,62,56
239,3,7:53.0,,Defensive rebound by J. Thompson,62,56
240,3,7:46.0,,J. Thompson misses 2-pt jump shot from 5 ft,62,56
241,3,7:44.0,,Offensive rebound by J. Thompson,62,56
242,3,7:42.0,,J. Thompson makes 2-pt layup from 3 ft,62,58
243,3,7:42.0,Orlando full timeout,,62,58
244,3,7:24.0,Shooting foul by R. Gay (drawn by T. Harris),,62,58
245,3,7:24.0,T. Harris misses free throw 1 of 2,,62,58
246,3,7:24.0,Offensive rebound by Team,,62,58
247,3,7:24.0,T. Harris makes free throw 2 of 2,,63,58
248,3,7:07.0,,R. Gay makes 2-pt jump shot from 4 ft,63,60
249,3,6:41.0,C. Frye misses 3-pt jump shot from 26 ft,,63,60
250,3,6:41.0,Offensive rebound by Team,,63,60
251,3,6:41.0,Turnover by Team (shot clock),,63,60
252,3,6:22.0,,Turnover by D. Collison (traveling),63,60
253,3,6:09.0,Turnover by C. Frye (traveling),,63,60
254,3,5:55.0,,Turnover by R. Gay (bad pass; steal by C. Frye),63,60
255,3,5:54.0,Personal foul by B. McLemore (drawn by C. Frye),,63,60
256,3,5:40.0,V. Oladipo makes 2-pt jump shot from 10 ft,,65,60
257,3,5:29.0,,Personal foul by C. Frye (drawn by B. McLemore),65,60
258,3,5:20.0,,R. Gay misses 2-pt jump shot from 7 ft,65,60
259,3,5:19.0,Defensive rebound by V. Oladipo,,65,60
260,3,5:10.0,T. Harris makes 3-pt jump shot from 23 ft (assist by V. Oladipo),,68,60
261,3,4:57.0,,D. Collison misses 2-pt jump shot from 3 ft,68,60
262,3,4:56.0,Defensive rebound by V. Oladipo,,68,60
263,3,4:44.0,V. Oladipo makes 2-pt layup from 2 ft (assist by K. O'Quinn),,70,60
264,3,4:44.0,,Sacramento full timeout,70,60
265,3,4:44.0,,R. Sessions enters the game for R. Hollins,70,60
266,3,4:44.0,,C. Landry enters the game for D. Collison,70,60
267,3,4:34.0,,Turnover by B. McLemore (step out of bounds),70,60
268,3,4:14.0,E. Fournier makes 2-pt layup from 1 ft,,72,60
269,3,3:47.0,,R. Sessions misses 3-pt jump shot from 25 ft,72,60
270,3,3:46.0,,Offensive rebound by B. McLemore,72,60
271,3,3:43.0,,Personal foul by K. O'Quinn (drawn by C. Landry),72,60
272,3,3:43.0,,R. McCallum enters the game for B. McLemore,72,60
273,3,3:43.0,D. Dedmon enters the game for K. O'Quinn,,72,60
274,3,3:30.0,,R. Sessions misses 2-pt jump shot from 8 ft (block by D. Dedmon),72,60
275,3,3:28.0,Defensive rebound by D. Dedmon,,72,60
276,3,3:23.0,E. Fournier misses 2-pt jump shot from 3 ft (block by R. McCallum),,72,60
277,3,3:21.0,,Defensive rebound by R. Gay,72,60
278,3,3:03.0,,J. Thompson makes 2-pt dunk at rim (assist by R. Sessions),72,62
279,3,2:42.0,E. Fournier makes 3-pt jump shot from 24 ft (assist by V. Oladipo),,75,62
280,3,2:22.0,,R. Gay makes 2-pt layup from 3 ft,75,64
281,3,2:22.0,,Shooting foul by T. Harris (drawn by R. Gay),75,64
282,3,2:22.0,E. Payton enters the game for E. Fournier,,75,64
283,3,2:22.0,,R. Gay misses free throw 1 of 1,75,64
284,3,2:21.0,Defensive rebound by C. Frye,,75,64
285,3,2:03.0,T. Harris misses 2-pt hook shot from 4 ft,,75,64
286,3,2:02.0,,Defensive rebound by J. Thompson,75,64
287,3,1:51.0,,R. Gay misses 2-pt jump shot from 7 ft,75,64
288,3,1:51.0,Defensive rebound by Team,,75,64
289,3,1:51.0,,Loose ball foul by C. Landry (drawn by V. Oladipo),75,64
290,3,1:51.0,,O. Casspi enters the game for R. Gay,75,64
291,3,1:36.0,T. Harris misses 3-pt jump shot from 22 ft,,75,64
292,3,1:35.0,,Defensive rebound by J. Thompson,75,64
293,3,1:27.0,,Turnover by R. Sessions (bad pass; steal by E. Payton),75,64
294,3,1:24.0,Turnover by E. Payton (lost ball),,75,64
295,3,1:01.0,,R. Sessions misses 3-pt jump shot from 25 ft,75,64
296,3,1:00.0,Defensive rebound by E. Payton,,75,64
297,3,0:48.0,V. Oladipo misses 2-pt layup from 4 ft,,75,64
298,3,0:47.0,,Defensive rebound by O. Casspi,75,64
299,3,0:47.0,,Personal foul by D. Dedmon (drawn by O. Casspi),75,64
300,3,0:47.0,,O. Casspi makes free throw 1 of 2,75,65
301,3,0:47.0,B. Gordon enters the game for V. Oladipo,,75,65
302,3,0:47.0,,D. Williams enters the game for J. Thompson,75,65
303,3,0:47.0,,O. Casspi makes free throw 2 of 2,75,66
304,3,0:35.0,D. Dedmon makes 2-pt dunk at rim (assist by E. Payton),,77,66
305,3,0:22.0,,Turnover by O. Casspi (bad pass),77,66
306,3,0:02.0,T. Harris misses 2-pt jump shot from 11 ft,,77,66
307,3,0:02.0,,Defensive rebound by C. Landry,77,66
308,4,11:46.0,,C. Landry misses 2-pt jump shot from 8 ft,77,66
309,4,11:45.0,Defensive rebound by D. Dedmon,,77,66
310,4,11:22.0,B. Gordon makes 3-pt jump shot from 24 ft (assist by E. Payton),,80,66
311,4,11:15.0,,Personal foul by W. Green (drawn by C. Landry),80,66
312,4,11:02.0,,D. Williams misses 2-pt jump shot from 12 ft,80,66
313,4,11:02.0,Defensive rebound by D. Dedmon,,80,66
314,4,10:49.0,B. Gordon makes 2-pt jump shot from 17 ft,,82,66
315,4,10:42.0,,Sacramento full timeout,82,66
316,4,10:42.0,,D. Collison enters the game for R. McCallum,82,66
317,4,10:34.0,,D. Williams makes 2-pt layup from 3 ft (assist by R. Sessions),82,68
318,4,10:34.0,,Shooting foul by D. Dedmon (drawn by D. Williams),82,68
319,4,10:34.0,,D. Williams makes free throw 1 of 1,82,69
320,4,10:21.0,Turnover by E. Payton (bad pass),,82,69
321,4,10:10.0,,D. Collison makes 3-pt jump shot from 24 ft (assist by R. Sessions),82,72
322,4,10:10.0,,Shooting foul by B. Gordon (drawn by D. Collison),82,72
323,4,10:10.0,K. O'Quinn enters the game for D. Dedmon,,82,72
324,4,10:10.0,,D. Collison makes free throw 1 of 1,82,73
325,4,9:58.0,W. Green misses 2-pt jump shot from 6 ft,,82,73
326,4,9:57.0,,Defensive rebound by O. Casspi,82,73
327,4,9:39.0,,O. Casspi makes 2-pt layup from 1 ft (assist by R. Sessions),82,75
328,4,9:31.0,Orlando full timeout,,82,75
329,4,9:13.0,W. Green misses 3-pt jump shot from 24 ft,,82,75
330,4,9:12.0,Offensive rebound by K. O'Quinn,,82,75
331,4,9:12.0,Shooting foul by O. Casspi (drawn by K. O'Quinn),,82,75
332,4,9:12.0,K. O'Quinn makes free throw 1 of 2,,83,75
333,4,9:12.0,K. O'Quinn makes free throw 2 of 2,,84,75
334,4,9:01.0,,D. Williams makes 2-pt dunk at rim (assist by R. Sessions),84,77
335,4,8:44.0,A. Nicholson misses 2-pt jump shot from 4 ft,,84,77
336,4,8:43.0,,Defensive rebound by C. Landry,84,77
337,4,8:37.0,,D. Collison misses 2-pt layup from 2 ft (block by K. O'Quinn),84,77
338,4,8:36.0,Defensive rebound by W. Green,,84,77
339,4,8:31.0,W. Green misses 2-pt layup from 4 ft,,84,77
340,4,8:28.0,,Defensive rebound by C. Landry,84,77
341,4,8:08.0,,D. Williams makes 2-pt jump shot from 15 ft,84,79
342,4,8:00.0,Personal foul by D. Collison (drawn by E. Payton),,84,79
343,4,8:00.0,T. Harris enters the game for K. O'Quinn,,84,79
344,4,8:00.0,V. Oladipo enters the game for B. Gordon,,84,79
345,4,8:00.0,E. Fournier enters the game for W. Green,,84,79
346,4,8:00.0,C. Frye enters the game for A. Nicholson,,84,79
347,4,7:42.0,T. Harris misses 2-pt jump shot from 10 ft,,84,79
348,4,7:42.0,,Defensive rebound by O. Casspi,84,79
349,4,7:41.0,Technical foul by T. Harris,,84,79
350,4,7:41.0,,O. Casspi misses technical free throw,84,79
351,4,7:41.0,,Offensive rebound by Team,84,79
352,4,7:41.0,,J. Thompson enters the game for C. Landry,84,79
353,4,7:25.0,,D. Williams misses 2-pt jump shot from 17 ft,84,79
354,4,7:23.0,Defensive rebound by C. Frye,,84,79
355,4,7:10.0,,R. Gay enters the game for O. Casspi,84,79
356,4,6:57.0,E. Payton misses 3-pt jump shot from 24 ft,,84,79
357,4,6:57.0,,Defensive rebound by Team,84,79
358,4,6:44.0,,R. Sessions makes 2-pt hook shot from 5 ft,84,81
359,4,6:24.0,E. Fournier misses 3-pt jump shot from 24 ft,,84,81
360,4,6:24.0,Offensive rebound by V. Oladipo,,84,81
361,4,6:24.0,,Loose ball foul by J. Thompson (drawn by V. Oladipo),84,81
362,4,6:19.0,V. Oladipo makes 2-pt layup from 2 ft,,86,81
363,4,6:02.0,,R. Gay misses 2-pt layup from 1 ft,86,81
364,4,6:01.0,Defensive rebound by E. Fournier,,86,81
365,4,5:55.0,E. Fournier makes 2-pt layup from 1 ft (assist by E. Payton),,88,81
366,4,5:40.0,,R. Sessions makes 2-pt jump shot from 6 ft,88,83
367,4,5:17.0,E. Fournier makes 2-pt layup from 2 ft (assist by T. Harris),,90,83
368,4,4:59.0,,D. Collison makes 3-pt jump shot from 24 ft (assist by R. Sessions),90,86
369,4,4:35.0,E. Fournier misses 3-pt jump shot from 24 ft,,90,86
370,4,4:34.0,,Defensive rebound by R. Gay,90,86
371,4,4:24.0,,D. Williams makes 2-pt dunk at rim (assist by J. Thompson),90,88
372,4,4:09.0,Turnover by V. Oladipo (lost ball; steal by R. Gay),,90,88
373,4,4:08.0,,Personal foul by V. Oladipo (drawn by R. Gay),90,88
374,4,3:59.0,,D. Williams makes 2-pt dunk from 1 ft (assist by R. Sessions),90,90
375,4,3:38.0,E. Payton makes 2-pt layup from 2 ft,,92,90
376,4,3:18.0,,Turnover by D. Williams (lost ball),92,90
377,4,2:58.0,E. Payton misses 2-pt jump shot from 7 ft,,92,90
378,4,2:56.0,Offensive rebound by E. Payton,,92,90
379,4,2:56.0,E. Payton misses 2-pt jump shot from 11 ft (block by R. Gay),,92,90
380,4,2:55.0,Offensive rebound by C. Frye,,92,90
381,4,2:54.0,C. Frye makes 3-pt jump shot from 25 ft,,95,90
382,4,2:33.0,,R. Sessions misses 2-pt jump shot from 13 ft,95,90
383,4,2:32.0,Defensive rebound by E. Fournier,,95,90
384,4,2:17.0,V. Oladipo makes 2-pt jump shot from 18 ft,,97,90
