,QUARTER,TIME_REMAINING,BOSTON_ACTION,LA LAKERS_ACTION,BOSTON_SCORE,LA LAKERS_SCORE
33,1,6:49.0,A. Bradley makes 3-pt jump shot from 25 ft (assist by E. Turner),,17,12
34,1,6:24.0,,J. Clarkson misses 3-pt jump shot from 25 ft (block by M. Smart),17,12
35,1,6:23.0,,Offensive rebound by Team,17,12
36,1,6:23.0,,Turnover by Team (shot clock),17,12
37,1,6:15.0,Turnover by E. Turner (traveling),,17,12
38,1,5:57.0,,R. Sacre misses 2-pt hook shot from 5 ft,17,12
39,1,5:54.0,Defensive rebound by B. Bass,,17,12
40,1,5:45.0,B. Bass makes 2-pt jump shot from 11 ft (assist by A. Bradley),,19,12
41,1,5:31.0,,W. Ellington misses 2-pt jump shot from 20 ft,19,12
42,1,5:30.0,Defensive rebound by T. Zeller,,19,12
43,1,5:27.0,,LA Lakers full timeout,19,12
44,1,5:27.0,,E. Davis enters the game for C. Boozer,19,12
45,1,5:27.0,,J. Hill enters the game for R. Sacre,19,12
46,1,5:27.0,,W. Johnson enters the game for W. Ellington,19,12
47,1,5:27.0,I. Thomas enters the game for B. Bass,,19,12
48,1,5:27.0,J. Crowder enters the game for M. Smart,,19,12
49,1,5:14.0,T. Zeller misses 2-pt jump shot from 6 ft,,19,12
50,1,5:11.0,,Defensive rebound by E. Davis,19,12
51,1,4:58.0,,E. Davis misses 2-pt jump shot from 4 ft (block by J. Crowder),19,12
52,1,4:56.0,Defensive rebound by J. Crowder,,19,12
53,1,4:48.0,A. Bradley misses 2-pt jump shot from 14 ft,,19,12
54,1,4:46.0,,Defensive rebound by E. Davis,19,12
55,1,4:36.0,,Turnover by J. Clarkson (lost ball; steal by A. Bradley),19,12
56,1,4:33.0,I. Thomas makes 2-pt layup from 2 ft,,21,12
57,1,4:15.0,,W. Johnson makes 2-pt layup from 3 ft,21,14
58,1,3:58.0,J. Crowder misses 3-pt jump shot from 26 ft,,21,14
59,1,3:57.0,Offensive rebound by I. Thomas,,21,14
60,1,3:55.0,A. Bradley misses 3-pt jump shot from 24 ft,,21,14
61,1,3:53.0,Offensive rebound by T. Zeller,,21,14
62,1,3:47.0,E. Turner misses 2-pt jump shot from 12 ft,,21,14
63,1,3:44.0,,Defensive rebound by J. Hill,21,14
64,1,3:37.0,,Shooting foul by J. Crowder (drawn by J. Hill),21,14
65,1,3:37.0,,J. Hill makes free throw 1 of 2,21,15
66,1,3:37.0,,N. Young enters the game for R. Kelly,21,15
67,1,3:37.0,,R. Price enters the game for J. Clarkson,21,15
68,1,3:37.0,,J. Hill makes free throw 2 of 2,21,16
69,1,3:26.0,A. Bradley misses 2-pt jump shot from 18 ft,,21,16
70,1,3:24.0,,Defensive rebound by R. Price,21,16
71,1,3:12.0,,Shooting foul by I. Thomas (drawn by R. Price),21,16
72,1,3:12.0,,R. Price makes free throw 1 of 2,21,17
73,1,3:12.0,,R. Price makes free throw 2 of 2,21,18
74,1,2:55.0,T. Zeller makes 2-pt layup from 2 ft (assist by E. Turner),,23,18
75,1,2:40.0,,J. Hill makes 2-pt jump shot from 20 ft (assist by W. Johnson),23,20
76,1,2:29.0,J. Crowder makes 2-pt dunk at rim (assist by E. Turner),,25,20
77,1,2:11.0,,Shooting foul by T. Zeller (drawn by J. Hill),25,20
78,1,2:11.0,Boston full timeout,,25,20
79,1,2:11.0,B. Bass enters the game for T. Zeller,,25,20
80,1,2:11.0,,J. Hill makes free throw 1 of 2,25,21
81,1,2:11.0,,J. Hill makes free throw 2 of 2,25,22
82,1,1:56.0,I. Thomas makes 2-pt jump shot from 17 ft,,27,22
83,1,1:46.0,,Turnover by W. Johnson (traveling),27,22
84,1,1:34.0,Shooting foul by R. Price (drawn by B. Bass),,27,22
85,1,1:34.0,B. Bass misses free throw 1 of 2,,27,22
86,1,1:34.0,Offensive rebound by Team,,27,22
87,1,1:34.0,J. Young enters the game for E. Turner,,27,22
88,1,1:34.0,B. Bass makes free throw 2 of 2,,28,22
89,1,1:14.0,,Turnover by R. Price (bad pass; steal by A. Bradley),28,22
90,1,0:53.0,I. Thomas misses 3-pt jump shot from 27 ft,,28,22
91,1,0:51.0,Offensive rebound by Team,,28,22
92,1,0:40.0,Personal foul by R. Price (drawn by I. Thomas),,28,22
93,1,0:40.0,I. Thomas misses free throw 1 of 2,,28,22
94,1,0:40.0,Offensive rebound by Team,,28,22
95,1,0:40.0,I. Thomas makes free throw 2 of 2,,29,22
96,1,0:32.0,,N. Young makes 2-pt jump shot from 20 ft (assist by R. Price),29,24
97,1,0:20.0,I. Thomas makes 3-pt jump shot from 26 ft,,32,24
98,1,0:02.0,,J. Hill misses 2-pt hook shot from 11 ft,32,24
99,1,0:01.0,,Offensive rebound by W. Johnson,32,24
100,1,0:01.0,,W. Johnson makes 2-pt tip-in from 2 ft,32,26
101,1,0:01.0,Turnover by I. Thomas (step out of bounds),,32,26
102,1,0:01.0,M. Smart enters the game for I. Thomas,,32,26
103,2,11:41.0,,J. Hill misses 2-pt hook shot from 8 ft,32,26
104,2,11:38.0,Defensive rebound by I. Thomas,,32,26
105,2,11:18.0,M. Smart misses 3-pt jump shot from 25 ft,,32,26
106,2,11:17.0,,Defensive rebound by J. Hill,32,26
107,2,11:05.0,,Personal foul by J. Crowder (drawn by J. Lin),32,26
108,2,11:05.0,G. Wallace enters the game for J. Crowder,,32,26
109,2,10:52.0,,N. Young makes 3-pt jump shot from 25 ft,32,29
110,2,10:25.0,I. Thomas misses 2-pt layup from 2 ft (block by E. Davis),,32,29
111,2,10:25.0,Offensive rebound by Team,,32,29
112,2,10:25.0,Turnover by Team (shot clock),,32,29
113,2,10:11.0,,Turnover by N. Young (lost ball; steal by G. Wallace),32,29
114,2,10:05.0,B. Bass makes 2-pt layup from 2 ft (assist by M. Smart),,34,29
115,2,9:45.0,,W. Johnson makes 3-pt jump shot from 27 ft (assist by J. Hill),34,32
116,2,9:28.0,G. Wallace makes 2-pt layup from 4 ft (assist by M. Smart),,36,32
117,2,9:19.0,,Personal block foul by G. Wallace (drawn by J. Lin),36,32
118,2,9:13.0,,Personal foul by G. Wallace (drawn by E. Davis),36,32
119,2,9:11.0,,Personal foul by J. Young (drawn by W. Johnson),36,32
120,2,9:08.0,,J. Lin makes 2-pt layup from 1 ft (assist by W. Johnson),36,34
121,2,8:54.0,Shooting foul by J. Lin (drawn by I. Thomas),,36,34
122,2,8:54.0,Official timeout,,36,34
123,2,8:54.0,I. Thomas makes free throw 1 of 2,,37,34
124,2,8:54.0,I. Thomas makes free throw 2 of 2,,38,34
125,2,8:42.0,,N. Young misses 3-pt jump shot from 25 ft,38,34
126,2,8:41.0,Defensive rebound by I. Thomas,,38,34
127,2,8:25.0,J. Young misses 3-pt jump shot from 25 ft,,38,34
128,2,8:23.0,,Defensive rebound by E. Davis,38,34
129,2,8:09.0,,Turnover by J. Hill (traveling),38,34
130,2,8:09.0,J. Jerebko enters the game for I. Thomas,,38,34
131,2,7:52.0,M. Smart misses 3-pt jump shot from 26 ft,,38,34
132,2,7:51.0,,Defensive rebound by J. Hill,38,34
133,2,7:40.0,,J. Hill misses 2-pt jump shot from 18 ft,38,34
134,2,7:38.0,Defensive rebound by M. Smart,,38,34
135,2,7:30.0,,W. Ellington enters the game for W. Johnson,38,34
136,2,7:26.0,B. Bass makes 2-pt layup from 2 ft (assist by G. Wallace),,40,34
137,2,7:14.0,,J. Hill misses 2-pt jump shot from 19 ft,40,34
138,2,7:12.0,,Offensive rebound by Team,40,34
139,2,7:12.0,,C. Boozer enters the game for J. Hill,40,34
140,2,7:05.0,,J. Lin makes 2-pt layup from 2 ft,40,36
141,2,6:49.0,B. Bass makes 2-pt jump shot from 16 ft (assist by M. Smart),,42,36
142,2,6:37.0,,E. Davis makes 2-pt layup from 3 ft (assist by J. Lin),42,38
143,2,6:25.0,Turnover by M. Smart (lost ball; steal by J. Lin),,42,38
144,2,6:23.0,,Shooting foul by M. Smart (drawn by J. Lin),42,38
145,2,6:23.0,,J. Lin makes free throw 1 of 2,42,39
146,2,6:23.0,E. Turner enters the game for J. Young,,42,39
147,2,6:23.0,,J. Lin makes free throw 2 of 2,42,40
148,2,6:18.0,Turnover by B. Bass (traveling),,42,40
149,2,6:18.0,,R. Kelly enters the game for N. Young,42,40
150,2,6:10.0,,Shooting block foul by J. Jerebko (drawn by J. Lin),42,40
151,2,6:10.0,,J. Lin makes 2-pt layup from 2 ft,42,42
152,2,6:10.0,,J. Lin makes free throw 1 of 1,42,43
153,2,5:55.0,M. Smart misses 3-pt jump shot from 26 ft,,42,43
154,2,5:53.0,,Defensive rebound by E. Davis,42,43
155,2,5:46.0,,Personal foul by M. Smart (drawn by J. Lin),42,43
156,2,5:46.0,,LA Lakers full timeout,42,43
157,2,5:46.0,I. Thomas enters the game for B. Bass,,42,43
158,2,5:46.0,T. Zeller enters the game for M. Smart,,42,43
159,2,5:46.0,A. Bradley enters the game for G. Wallace,,42,43
160,2,5:46.0,,T. Black enters the game for E. Davis,42,43
161,2,5:46.0,,J. Lin makes free throw 1 of 2,42,44
162,2,5:46.0,,J. Lin misses free throw 2 of 2,42,44
163,2,5:45.0,Defensive rebound by T. Zeller,,42,44
164,2,5:26.0,I. Thomas misses 3-pt jump shot from 25 ft,,42,44
165,2,5:25.0,,Defensive rebound by Team,42,44
166,2,5:12.0,,Shooting foul by T. Zeller (drawn by C. Boozer),42,44
167,2,5:12.0,,C. Boozer misses free throw 1 of 2,42,44
168,2,5:12.0,,Offensive rebound by Team,42,44
169,2,5:12.0,,C. Boozer misses free throw 2 of 2,42,44
170,2,5:08.0,,Offensive rebound by T. Black,42,44
171,2,5:08.0,,T. Black misses 2-pt tip-in from 2 ft,42,44
172,2,5:05.0,Defensive rebound by E. Turner,,42,44
173,2,4:59.0,J. Jerebko misses 3-pt jump shot from 26 ft,,42,44
174,2,4:58.0,,Defensive rebound by W. Ellington,42,44
175,2,4:49.0,,W. Ellington makes 2-pt jump shot from 13 ft,42,46
176,2,4:36.0,E. Turner misses 3-pt jump shot from 26 ft,,42,46
177,2,4:35.0,Offensive rebound by J. Jerebko,,42,46
178,2,4:34.0,J. Jerebko misses 2-pt hook shot from 3 ft,,42,46
179,2,4:32.0,,Defensive rebound by C. Boozer,42,46
180,2,4:24.0,,W. Ellington misses 2-pt jump shot from 10 ft,42,46
181,2,4:21.0,Defensive rebound by A. Bradley,,42,46
182,2,4:12.0,E. Turner misses 2-pt jump shot from 13 ft,,42,46
183,2,4:11.0,,Defensive rebound by T. Black,42,46
184,2,4:04.0,,J. Lin makes 2-pt jump shot from 11 ft,42,48
185,2,3:54.0,Personal foul by J. Lin (drawn by I. Thomas),,42,48
186,2,3:49.0,Shooting foul by T. Black (drawn by I. Thomas),,42,48
187,2,3:49.0,I. Thomas makes free throw 1 of 2,,43,48
188,2,3:49.0,B. Bass enters the game for J. Jerebko,,43,48
189,2,3:49.0,J. Crowder enters the game for T. Zeller,,43,48
190,2,3:49.0,I. Thomas makes free throw 2 of 2,,44,48
191,2,3:41.0,,Turnover by J. Lin (bad pass; steal by I. Thomas),44,48
192,2,3:41.0,,Loose ball foul by C. Boozer (drawn by I. Thomas),44,48
193,2,3:33.0,Shooting foul by C. Boozer (drawn by J. Crowder),,44,48
194,2,3:33.0,J. Crowder makes free throw 1 of 2,,45,48
195,2,3:33.0,J. Crowder makes free throw 2 of 2,,46,48
196,2,3:21.0,,Offensive foul by T. Black (drawn by A. Bradley),46,48
197,2,3:21.0,,Turnover by T. Black (offensive foul),46,48
198,2,3:04.0,E. Turner makes 2-pt jump shot from 15 ft,,48,48
199,2,2:47.0,,C. Boozer misses 2-pt jump shot from 5 ft,48,48
200,2,2:42.0,Defensive rebound by I. Thomas,,48,48
201,2,2:40.0,E. Turner misses 2-pt layup from 2 ft,,48,48
202,2,2:35.0,,Defensive rebound by T. Black,48,48
203,2,2:27.0,,R. Kelly makes 2-pt jump shot from 6 ft,48,50
204,2,2:07.0,E. Turner makes 2-pt jump shot from 5 ft,,50,50
205,2,2:07.0,Shooting foul by T. Black (drawn by E. Turner),,50,50
206,2,2:07.0,Boston full timeout,,50,50
207,2,2:07.0,,E. Davis enters the game for T. Black,50,50
208,2,2:07.0,E. Turner misses free throw 1 of 1,,50,50
209,2,2:02.0,,Defensive rebound by C. Boozer,50,50
210,2,1:53.0,,Turnover by C. Boozer (bad pass; steal by E. Turner),50,50
211,2,1:43.0,J. Crowder makes 3-pt jump shot from 24 ft (assist by B. Bass),,53,50
212,2,1:29.0,,Shooting foul by E. Turner (drawn by R. Kelly),53,50
213,2,1:29.0,,R. Kelly makes free throw 1 of 2,53,51
214,2,1:29.0,,R. Kelly makes free throw 2 of 2,53,52
215,2,1:10.0,I. Thomas misses 3-pt jump shot from 27 ft,,53,52
216,2,1:09.0,,Defensive rebound by E. Davis,53,52
217,2,1:00.0,,Turnover by W. Ellington (bad pass; steal by I. Thomas),53,52
218,2,0:58.0,A. Bradley makes 2-pt layup from 2 ft,,55,52
219,2,0:42.0,,C. Boozer makes 2-pt layup from 2 ft (assist by E. Davis),55,54
220,2,0:37.0,Shooting foul by E. Davis (drawn by I. Thomas),,55,54
221,2,0:37.0,I. Thomas makes 2-pt layup from 1 ft,,57,54
222,2,0:37.0,I. Thomas makes free throw 1 of 1,,58,54
223,2,0:32.0,,J. Lin misses 3-pt jump shot from 25 ft,58,54
224,2,0:31.0,,Offensive rebound by C. Boozer,58,54
225,2,0:31.0,,C. Boozer makes 2-pt jump shot from 3 ft,58,56
226,2,0:31.0,,Shooting foul by J. Crowder (drawn by C. Boozer),58,56
227,2,0:31.0,,C. Boozer misses free throw 1 of 1,58,56
228,2,0:24.0,Defensive rebound by J. Crowder,,58,56
229,2,0:11.0,A. Bradley misses 3-pt jump shot from 26 ft,,58,56
230,2,0:08.0,,Defensive rebound by R. Kelly,58,56
231,2,0:01.0,,R. Kelly misses 3-pt jump shot from 27 ft,58,56
232,2,0:00.0,,Offensive rebound by Team,58,56
233,3,11:44.0,,W. Ellington misses 2-pt jump shot from 18 ft,58,56
234,3,11:43.0,Defensive rebound by Team,,58,56
235,3,11:29.0,Def 3 sec tech foul by C. Boozer,,58,56
236,3,11:29.0,A. Bradley misses technical free throw,,58,56
237,3,11:29.0,Offensive rebound by Team,,58,56
238,3,11:24.0,A. Bradley misses 2-pt jump shot from 15 ft,,58,56
239,3,11:22.0,,Defensive rebound by J. Clarkson,58,56
240,3,11:12.0,,R. Kelly misses 3-pt jump shot from 24 ft,58,56
241,3,11:11.0,Defensive rebound by A. Bradley,,58,56
242,3,10:59.0,Personal foul by C. Boozer (drawn by T. Zeller),,58,56
243,3,10:51.0,Shooting foul by R. Kelly (drawn by E. Turner),,58,56
244,3,10:51.0,E. Turner makes free throw 1 of 2,,59,56
245,3,10:51.0,E. Turner makes free throw 2 of 2,,60,56
246,3,10:34.0,,R. Sacre misses 2-pt jump shot from 18 ft,60,56
247,3,10:33.0,Defensive rebound by A. Bradley,,60,56
248,3,10:20.0,E. Turner misses 2-pt jump shot from 13 ft,,60,56
249,3,10:19.0,,Defensive rebound by J. Clarkson,60,56
250,3,10:10.0,,C. Boozer makes 2-pt jump shot from 14 ft (assist by J. Clarkson),60,58
251,3,9:41.0,A. Bradley misses 3-pt jump shot from 25 ft,,60,58
252,3,9:39.0,,Defensive rebound by R. Sacre,60,58
253,3,9:33.0,,Offensive foul by C. Boozer (drawn by M. Smart),60,58
254,3,9:33.0,,Turnover by C. Boozer (offensive foul),60,58
255,3,9:24.0,A. Bradley misses 2-pt jump shot from 18 ft,,60,58
256,3,9:24.0,,Defensive rebound by Team,60,58
257,3,9:08.0,,W. Ellington misses 2-pt layup from 1 ft (block by B. Bass),60,58
258,3,9:08.0,,Offensive rebound by Team,60,58
259,3,9:08.0,,J. Hill enters the game for C. Boozer,60,58
260,3,9:00.0,,J. Clarkson makes 2-pt jump shot from 14 ft (assist by R. Sacre),60,60
261,3,8:43.0,E. Turner misses 2-pt jump shot from 7 ft,,60,60
262,3,8:41.0,,Defensive rebound by R. Kelly,60,60
263,3,8:34.0,,J. Clarkson misses 2-pt jump shot from 21 ft,60,60
264,3,8:30.0,Defensive rebound by E. Turner,,60,60
265,3,8:21.0,B. Bass misses 2-pt jump shot from 13 ft,,60,60
266,3,8:19.0,,Defensive rebound by J. Clarkson,60,60
267,3,8:04.0,,Turnover by J. Hill (lost ball; steal by E. Turner),60,60
268,3,7:58.0,M. Smart makes 2-pt layup from 2 ft (assist by E. Turner),,62,60
269,3,7:43.0,,J. Clarkson makes 2-pt layup at rim,62,62
270,3,7:29.0,B. Bass makes 2-pt layup from 2 ft (assist by E. Turner),,64,62
271,3,7:12.0,,Offensive foul by J. Clarkson (drawn by M. Smart),64,62
272,3,7:12.0,,Turnover by J. Clarkson (offensive foul),64,62
273,3,7:12.0,,E. Davis enters the game for R. Sacre,64,62
274,3,7:01.0,Personal foul by J. Clarkson (drawn by M. Smart),,64,62
275,3,6:54.0,A. Bradley makes 2-pt jump shot from 20 ft (assist by T. Zeller),,66,62
276,3,6:25.0,,J. Clarkson misses 2-pt jump shot from 20 ft,66,62
277,3,6:24.0,Defensive rebound by E. Turner,,66,62
278,3,6:18.0,E. Turner misses 2-pt jump shot from 16 ft,,66,62
279,3,6:17.0,,Defensive rebound by J. Hill,66,62
280,3,6:02.0,,J. Hill makes 2-pt jump shot from 19 ft,66,64
281,3,5:46.0,M. Smart misses 2-pt jump shot from 4 ft (block by E. Davis),,66,64
282,3,5:44.0,Offensive rebound by A. Bradley,,66,64
283,3,5:39.0,T. Zeller misses 2-pt jump shot from 12 ft,,66,64
284,3,5:39.0,Offensive rebound by M. Smart,,66,64
285,3,5:39.0,M. Smart makes 2-pt layup from 3 ft,,68,64
286,3,5:39.0,Shooting foul by W. Ellington (drawn by M. Smart),,68,64
287,3,5:39.0,,LA Lakers full timeout,68,64
288,3,5:39.0,,W. Johnson enters the game for R. Kelly,68,64
289,3,5:39.0,I. Thomas enters the game for E. Turner,,68,64
290,3,5:39.0,M. Smart makes free throw 1 of 1,,69,64
291,3,5:29.0,,Shooting foul by I. Thomas (drawn by E. Davis),69,64
292,3,5:29.0,,E. Davis misses free throw 1 of 2,69,64
293,3,5:29.0,,Offensive rebound by Team,69,64
294,3,5:29.0,,E. Davis misses free throw 2 of 2,69,64
295,3,5:28.0,Defensive rebound by B. Bass,,69,64
296,3,5:12.0,B. Bass misses 2-pt jump shot from 16 ft,,69,64
297,3,5:11.0,,Defensive rebound by E. Davis,69,64
298,3,4:55.0,,Shooting foul by A. Bradley (drawn by W. Johnson),69,64
299,3,4:55.0,,W. Johnson makes free throw 1 of 2,69,65
300,3,4:55.0,,W. Johnson makes free throw 2 of 2,69,66
301,3,4:40.0,B. Bass misses 3-pt jump shot from 23 ft,,69,66
302,3,4:38.0,,Defensive rebound by J. Hill,69,66
303,3,4:28.0,,J. Clarkson misses 3-pt jump shot from 25 ft,69,66
304,3,4:26.0,Defensive rebound by T. Zeller,,69,66
305,3,4:18.0,M. Smart makes 2-pt dunk at rim (assist by I. Thomas),,71,66
306,3,4:01.0,,J. Hill misses 2-pt jump shot from 19 ft,71,66
307,3,4:00.0,Defensive rebound by B. Bass,,71,66
308,3,3:42.0,I. Thomas misses 2-pt layup from 2 ft (block by J. Hill),,71,66
309,3,3:40.0,Offensive rebound by T. Zeller,,71,66
310,3,3:38.0,T. Zeller misses 2-pt hook shot from 6 ft,,71,66
311,3,3:33.0,,Defensive rebound by J. Clarkson,71,66
312,3,3:25.0,,W. Johnson misses 3-pt jump shot from 26 ft,71,66
313,3,3:24.0,Defensive rebound by I. Thomas,,71,66
314,3,3:21.0,Turnover by I. Thomas (bad pass; steal by W. Johnson),,71,66
315,3,3:04.0,,Shooting foul by B. Bass (drawn by E. Davis),71,66
316,3,3:04.0,,E. Davis misses free throw 1 of 2,71,66
317,3,3:04.0,,Offensive rebound by Team,71,66
318,3,3:04.0,,R. Price enters the game for J. Clarkson,71,66
319,3,3:04.0,J. Young enters the game for M. Smart,,71,66
320,3,3:04.0,J. Crowder enters the game for B. Bass,,71,66
321,3,3:04.0,,E. Davis makes free throw 2 of 2,71,67
322,3,2:59.0,Boston full timeout,,71,67
323,3,2:48.0,T. Zeller makes 2-pt hook shot from 9 ft (assist by A. Bradley),,73,67
324,3,2:24.0,,W. Johnson makes 2-pt jump shot from 17 ft (assist by R. Price),73,69
325,3,2:04.0,Turnover by T. Zeller (bad pass; steal by W. Johnson),,73,69
326,3,2:00.0,,W. Johnson makes 2-pt dunk at rim,73,71
327,3,1:42.0,J. Crowder misses 3-pt jump shot from 24 ft,,73,71
328,3,1:40.0,,Defensive rebound by R. Price,73,71
329,3,1:33.0,,J. Hill makes 2-pt jump shot from 17 ft (assist by W. Ellington),73,73
330,3,1:23.0,Turnover by I. Thomas (lost ball; steal by R. Price),,73,73
331,3,1:19.0,,E. Davis misses 2-pt layup from 2 ft,73,73
332,3,1:16.0,,Offensive rebound by R. Price,73,73
333,3,1:16.0,,Offensive foul by J. Hill (drawn by T. Zeller),73,73
334,3,1:16.0,,Turnover by J. Hill (offensive foul),73,73
335,3,1:16.0,,J. Lin enters the game for W. Ellington,73,73
336,3,1:03.0,I. Thomas makes 3-pt jump shot from 25 ft (assist by J. Young),,76,73
337,3,0:44.0,,J. Hill misses 2-pt jump shot from 17 ft,76,73
338,3,0:41.0,Defensive rebound by J. Young,,76,73
339,3,0:33.0,I. Thomas misses 2-pt layup from 2 ft,,76,73
340,3,0:32.0,Offensive rebound by J. Young,,76,73
341,3,0:29.0,Turnover by J. Young (bad pass; steal by R. Price),,76,73
342,3,0:23.0,,Turnover by W. Johnson (lost ball; steal by A. Bradley),76,73
343,3,0:21.0,J. Crowder makes 2-pt layup from 2 ft (assist by A. Bradley),,78,73
344,3,0:01.0,,Shooting foul by T. Zeller (drawn by J. Hill),78,73
345,3,0:01.0,,J. Hill misses free throw 1 of 2,78,73
346,3,0:01.0,,Offensive rebound by Team,78,73
347,3,0:01.0,B. Bass enters the game for T. Zeller,,78,73
348,3,0:01.0,,J. Hill misses free throw 2 of 2,78,73
349,3,0:01.0,Defensive rebound by J. Crowder,,78,73
350,3,0:00.0,J. Crowder misses 3-pt jump shot from 71 ft,,78,73
351,3,0:00.0,Offensive rebound by Team,,78,73
352,4,11:46.0,Personal foul by R. Price (drawn by I. Thomas),,78,73
353,4,11:34.0,I. Thomas misses 3-pt jump shot from 25 ft,,78,73
354,4,11:33.0,,Defensive rebound by W. Johnson,78,73
355,4,11:21.0,,Personal foul by M. Smart (drawn by E. Davis),78,73
356,4,11:12.0,,W. Johnson makes 3-pt jump shot from 25 ft (assist by R. Price),78,76
357,4,11:01.0,Offensive foul by M. Smart (drawn by J. Lin),,78,76
358,4,11:01.0,Turnover by M. Smart (offensive foul),,78,76
359,4,10:49.0,,N. Young misses 2-pt jump shot from 14 ft,78,76
360,4,10:48.0,Defensive rebound by G. Wallace,,78,76
361,4,10:41.0,Shooting foul by J. Lin (drawn by M. Smart),,78,76
362,4,10:41.0,M. Smart makes free throw 1 of 2,,79,76
363,4,10:41.0,M. Smart makes free throw 2 of 2,,80,76
364,4,10:18.0,,E. Davis makes 2-pt layup from 2 ft (assist by J. Lin),80,78
365,4,10:10.0,B. Bass makes 2-pt dunk at rim (assist by I. Thomas),,82,78
366,4,9:55.0,,N. Young makes 3-pt jump shot from 27 ft,82,81
367,4,9:39.0,M. Smart misses 3-pt jump shot from 26 ft,,82,81
368,4,9:38.0,,Defensive rebound by R. Price,82,81
369,4,9:31.0,,N. Young misses 3-pt jump shot from 26 ft,82,81
370,4,9:29.0,Defensive rebound by M. Smart,,82,81
371,4,9:20.0,J. Crowder makes 2-pt jump shot from 21 ft (assist by I. Thomas),,84,81
372,4,9:02.0,,W. Johnson misses 2-pt jump shot from 16 ft,84,81
373,4,9:00.0,,Offensive rebound by E. Davis,84,81
374,4,8:57.0,,Shooting foul by B. Bass (drawn by N. Young),84,81
375,4,8:57.0,Official timeout,,84,81
376,4,8:57.0,E. Turner enters the game for I. Thomas,,84,81
377,4,8:57.0,,N. Young makes free throw 1 of 2,84,82
378,4,8:57.0,,N. Young makes free throw 2 of 2,84,83
379,4,8:33.0,Turnover by Team (shot clock),,84,83
380,4,8:14.0,,W. Johnson makes 2-pt jump shot from 19 ft,84,85
381,4,8:03.0,Personal foul by R. Price (drawn by E. Turner),,84,85
382,4,8:03.0,T. Zeller enters the game for G. Wallace,,84,85
383,4,7:52.0,J. Crowder misses 2-pt jump shot from 19 ft,,84,85
384,4,7:51.0,Offensive rebound by T. Zeller,,84,85
385,4,7:43.0,Offensive foul by M. Smart (drawn by W. Johnson),,84,85
386,4,7:43.0,Turnover by M. Smart (offensive foul),,84,85
387,4,7:43.0,A. Bradley enters the game for M. Smart,,84,85
388,4,7:20.0,,J. Lin misses 2-pt jump shot from 12 ft,84,85
389,4,7:19.0,Defensive rebound by J. Crowder,,84,85
390,4,7:06.0,Turnover by E. Turner (lost ball; steal by R. Price),,84,85
391,4,6:46.0,,R. Price misses 2-pt jump shot from 22 ft,84,85
