,QUARTER,TIME_REMAINING,HOUSTON_ACTION,BOSTON_ACTION,HOUSTON_SCORE,BOSTON_SCORE
137,2,6:58.0,Offensive rebound by J. Terry,,46,33
138,2,6:42.0,,E. Turner enters the game for M. Smart,46,33
139,2,6:42.0,,A. Bradley enters the game for T. Prince,46,33
140,2,6:40.0,D. Motiejūnas misses 3-pt jump shot from 25 ft,,46,33
141,2,6:39.0,,Defensive rebound by M. Thornton,46,33
142,2,6:34.0,,Personal foul by D. Motiejūnas (drawn by J. Sullinger),46,33
143,2,6:34.0,J. Harden enters the game for C. Brewer,,46,33
144,2,6:28.0,,E. Turner misses 2-pt jump shot from 16 ft,46,33
145,2,6:27.0,Defensive rebound by T. Ariza,,46,33
146,2,6:17.0,J. Smith makes 2-pt layup from 1 ft,,48,33
147,2,5:59.0,,A. Bradley misses 3-pt jump shot from 24 ft,48,33
148,2,5:58.0,Defensive rebound by J. Harden,,48,33
149,2,5:46.0,J. Harden misses 2-pt jump shot from 15 ft,,48,33
150,2,5:44.0,,Defensive rebound by M. Thornton,48,33
151,2,5:27.0,,M. Thornton misses 2-pt jump shot from 12 ft,48,33
152,2,5:25.0,,Offensive rebound by J. Sullinger,48,33
153,2,5:13.0,,M. Thornton misses 2-pt layup from 1 ft,48,33
154,2,5:10.0,Defensive rebound by T. Ariza,,48,33
155,2,5:06.0,Shooting foul by E. Turner (drawn by J. Harden),,48,33
156,2,5:06.0,Official timeout,,48,33
157,2,5:06.0,,B. Bass enters the game for J. Sullinger,48,33
158,2,5:06.0,,J. Crowder enters the game for M. Thornton,48,33
159,2,5:06.0,,T. Zeller enters the game for G. Wallace,48,33
160,2,5:06.0,P. Beverley enters the game for J. Smith,,48,33
161,2,5:06.0,T. Jones enters the game for J. Terry,,48,33
162,2,5:06.0,J. Harden makes free throw 1 of 2,,49,33
163,2,5:06.0,J. Harden makes free throw 2 of 2,,50,33
164,2,4:55.0,,Shooting foul by P. Beverley (drawn by A. Bradley),50,33
165,2,4:55.0,,A. Bradley makes free throw 1 of 2,50,34
166,2,4:55.0,,A. Bradley makes free throw 2 of 2,50,35
167,2,4:44.0,T. Ariza makes 3-pt jump shot from 23 ft (assist by P. Beverley),,53,35
168,2,4:30.0,,A. Bradley misses 2-pt jump shot from 17 ft,53,35
169,2,4:29.0,,Offensive rebound by T. Zeller,53,35
170,2,4:22.0,,A. Bradley misses 2-pt layup at rim,53,35
171,2,4:19.0,Defensive rebound by P. Beverley,,53,35
172,2,4:10.0,J. Harden misses 3-pt jump shot from 23 ft,,53,35
173,2,4:09.0,,Defensive rebound by T. Zeller,53,35
174,2,3:59.0,,E. Turner makes 2-pt jump shot from 13 ft,53,37
175,2,3:48.0,T. Jones misses 3-pt jump shot from 24 ft,,53,37
176,2,3:46.0,Offensive rebound by D. Motiejūnas,,53,37
177,2,3:36.0,J. Harden misses 2-pt layup from 2 ft,,53,37
178,2,3:35.0,,Defensive rebound by E. Turner,53,37
179,2,3:30.0,,E. Turner misses 2-pt layup at rim,53,37
180,2,3:29.0,,Offensive rebound by E. Turner,53,37
181,2,3:29.0,,E. Turner misses 2-pt layup from 1 ft,53,37
182,2,3:29.0,,Offensive rebound by E. Turner,53,37
183,2,3:28.0,,E. Turner misses 2-pt layup from 1 ft,53,37
184,2,3:28.0,Defensive rebound by D. Motiejūnas,,53,37
185,2,3:27.0,Personal foul by E. Turner (drawn by D. Motiejūnas),,53,37
186,2,3:27.0,J. Smith enters the game for D. Motiejūnas,,53,37
187,2,3:27.0,C. Brewer enters the game for T. Ariza,,53,37
188,2,3:10.0,J. Smith makes 3-pt jump shot from 23 ft (assist by J. Harden),,56,37
189,2,2:43.0,,J. Crowder misses 3-pt jump shot from 23 ft,56,37
190,2,2:42.0,,Offensive rebound by T. Zeller,56,37
191,2,2:41.0,,T. Zeller makes 2-pt hook shot from 5 ft,56,39
192,2,2:22.0,Shooting foul by T. Zeller (drawn by T. Jones),,56,39
193,2,2:22.0,Houston full timeout,,56,39
194,2,2:22.0,T. Jones makes free throw 1 of 2,,57,39
195,2,2:22.0,T. Jones makes free throw 2 of 2,,58,39
196,2,2:03.0,,J. Crowder makes 2-pt jump shot from 14 ft,58,41
197,2,1:35.0,J. Harden makes 2-pt jump shot from 21 ft,,60,41
198,2,1:22.0,,E. Turner misses 2-pt jump shot from 4 ft (block by T. Jones),60,41
199,2,1:21.0,Defensive rebound by P. Beverley,,60,41
200,2,1:18.0,Turnover by P. Beverley (bad pass; steal by J. Crowder),,60,41
201,2,1:17.0,,Personal block foul by P. Beverley (drawn by J. Crowder),60,41
202,2,1:17.0,,J. Crowder misses free throw 1 of 2,60,41
203,2,1:17.0,,Offensive rebound by Team,60,41
204,2,1:17.0,,J. Crowder makes free throw 2 of 2,60,42
205,2,1:05.0,J. Harden misses 2-pt layup from 1 ft,,60,42
206,2,1:04.0,Offensive rebound by J. Smith,,60,42
207,2,0:54.0,J. Harden misses 2-pt jump shot from 19 ft (block by B. Bass),,60,42
208,2,0:53.0,,Defensive rebound by J. Crowder,60,42
209,2,0:41.0,,Offensive foul by J. Crowder (drawn by J. Harden),60,42
210,2,0:41.0,,Turnover by J. Crowder (offensive foul),60,42
211,2,0:33.0,Personal take foul by J. Crowder (drawn by J. Harden),,60,42
212,2,0:27.0,J. Harden misses 2-pt jump shot from 19 ft,,60,42
213,2,0:26.0,,Defensive rebound by B. Bass,60,42
214,2,0:11.0,,Boston full timeout,60,42
215,2,0:11.0,T. Ariza enters the game for P. Beverley,,60,42
216,2,0:11.0,,M. Thornton enters the game for B. Bass,60,42
217,2,0:03.0,,E. Turner misses 2-pt jump shot from 18 ft,60,42
218,2,0:02.0,,Offensive rebound by T. Zeller,60,42
219,2,0:01.0,,T. Zeller misses 2-pt hook shot from 3 ft,60,42
220,2,0:00.0,Defensive rebound by J. Smith,,60,42
221,3,11:40.0,D. Motiejūnas misses 3-pt jump shot from 23 ft,,60,42
222,3,11:39.0,,Defensive rebound by A. Bradley,60,42
223,3,11:22.0,,J. Sullinger misses 2-pt jump shot from 4 ft,60,42
224,3,11:21.0,,Offensive rebound by B. Bass,60,42
225,3,11:20.0,,B. Bass makes 2-pt dunk at rim,60,44
226,3,11:03.0,D. Motiejūnas misses 2-pt layup from 3 ft,,60,44
227,3,11:02.0,,Defensive rebound by B. Bass,60,44
228,3,10:54.0,,Turnover by E. Turner (bad pass; steal by P. Beverley),60,44
229,3,10:34.0,P. Beverley misses 2-pt jump shot from 8 ft,,60,44
230,3,10:33.0,Offensive rebound by D. Motiejūnas,,60,44
231,3,10:23.0,Turnover by J. Dorsey (3 sec),,60,44
232,3,10:09.0,,J. Sullinger makes 2-pt layup from 4 ft,60,46
233,3,9:57.0,Turnover by D. Motiejūnas (traveling),,60,46
234,3,9:57.0,Houston full timeout,,60,46
235,3,9:48.0,,B. Bass misses 2-pt jump shot from 15 ft,60,46
236,3,9:47.0,Defensive rebound by Team,,60,46
237,3,9:37.0,J. Dorsey makes 2-pt dunk at rim (assist by J. Harden),,62,46
238,3,9:24.0,,Shooting foul by J. Dorsey (drawn by B. Bass),62,46
239,3,9:24.0,,B. Bass makes free throw 1 of 2,62,47
240,3,9:24.0,,B. Bass makes free throw 2 of 2,62,48
241,3,8:59.0,J. Harden misses 3-pt jump shot from 25 ft,,62,48
242,3,8:58.0,,Defensive rebound by Team,62,48
243,3,8:46.0,,J. Crowder misses 2-pt layup from 2 ft,62,48
244,3,8:46.0,Defensive rebound by Team,,62,48
245,3,8:46.0,,Loose ball foul by B. Bass (drawn by D. Motiejūnas),62,48
246,3,8:34.0,Turnover by J. Harden (bad pass; steal by J. Crowder),,62,48
247,3,8:28.0,,E. Turner misses 3-pt jump shot from 22 ft,62,48
248,3,8:26.0,Defensive rebound by D. Motiejūnas,,62,48
249,3,8:23.0,Shooting foul by J. Crowder (drawn by P. Beverley),,62,48
250,3,8:23.0,P. Beverley makes free throw 1 of 2,,63,48
251,3,8:23.0,P. Beverley misses free throw 2 of 2,,63,48
252,3,8:22.0,,Defensive rebound by J. Crowder,63,48
253,3,8:04.0,,J. Sullinger misses 2-pt jump shot from 3 ft,63,48
254,3,8:01.0,Defensive rebound by Team,,63,48
255,3,8:01.0,,T. Prince enters the game for J. Crowder,63,48
256,3,7:39.0,P. Beverley misses 2-pt jump shot from 19 ft,,63,48
257,3,7:38.0,Offensive rebound by D. Motiejūnas,,63,48
258,3,7:37.0,Personal foul by A. Bradley (drawn by D. Motiejūnas),,63,48
259,3,7:22.0,Turnover by Team (shot clock),,63,48
260,3,6:59.0,,T. Prince makes 2-pt jump shot from 21 ft (assist by J. Sullinger),63,50
261,3,6:45.0,Turnover by D. Motiejūnas (lost ball),,63,50
262,3,6:30.0,,J. Sullinger misses 2-pt jump shot from 21 ft,63,50
263,3,6:29.0,Defensive rebound by P. Beverley,,63,50
264,3,6:21.0,J. Harden misses 2-pt jump shot from 3 ft,,63,50
265,3,6:20.0,Offensive rebound by J. Dorsey,,63,50
266,3,6:19.0,J. Smith enters the game for J. Dorsey,,63,50
267,3,6:06.0,J. Harden makes 2-pt jump shot from 14 ft,,65,50
268,3,5:51.0,,Turnover by E. Turner (bad pass; steal by J. Harden),65,50
269,3,5:46.0,J. Harden misses 2-pt jump shot from 3 ft,,65,50
270,3,5:43.0,,Defensive rebound by T. Prince,65,50
271,3,5:37.0,,B. Bass makes 2-pt layup from 1 ft (assist by T. Prince),65,52
272,3,5:07.0,Turnover by J. Harden (lost ball; steal by J. Sullinger),,65,52
273,3,5:03.0,,A. Bradley makes 2-pt layup at rim (assist by J. Sullinger),65,54
274,3,5:01.0,Houston full timeout,,65,54
275,3,5:01.0,J. Terry enters the game for D. Motiejūnas,,65,54
276,3,5:01.0,C. Brewer enters the game for J. Harden,,65,54
277,3,5:01.0,T. Jones enters the game for P. Beverley,,65,54
278,3,5:01.0,,M. Smart enters the game for E. Turner,65,54
279,3,4:50.0,Turnover by J. Smith (bad pass),,65,54
280,3,4:32.0,,T. Prince misses 2-pt hook shot from 7 ft,65,54
281,3,4:31.0,,Offensive rebound by T. Prince,65,54
282,3,4:28.0,,T. Prince makes 2-pt layup from 1 ft,65,56
283,3,4:11.0,J. Smith misses 2-pt hook shot from 5 ft,,65,56
284,3,4:10.0,,Defensive rebound by J. Sullinger,65,56
285,3,3:52.0,,Turnover by J. Sullinger (lost ball; steal by T. Ariza),65,56
286,3,3:48.0,C. Brewer misses 2-pt jump shot from 3 ft (block by M. Smart),,65,56
287,3,3:47.0,Offensive rebound by T. Jones,,65,56
288,3,3:46.0,T. Jones makes 2-pt dunk at rim,,67,56
289,3,3:27.0,,A. Bradley misses 2-pt jump shot from 18 ft,67,56
290,3,3:25.0,Defensive rebound by Team,,67,56
291,3,3:10.0,J. Smith misses 3-pt jump shot from 24 ft,,67,56
292,3,3:09.0,,Defensive rebound by J. Sullinger,67,56
293,3,2:56.0,,A. Bradley misses 3-pt jump shot from 25 ft,67,56
294,3,2:55.0,Defensive rebound by T. Ariza,,67,56
295,3,2:41.0,Personal foul by M. Smart (drawn by T. Jones),,67,56
296,3,2:41.0,,Boston full timeout,67,56
297,3,2:41.0,,T. Zeller enters the game for J. Sullinger,67,56
298,3,2:41.0,,M. Thornton enters the game for B. Bass,67,56
299,3,2:35.0,T. Jones misses 2-pt hook shot from 9 ft,,67,56
300,3,2:34.0,,Defensive rebound by T. Zeller,67,56
301,3,2:19.0,,Offensive foul by M. Smart (drawn by C. Brewer),67,56
302,3,2:19.0,,Turnover by M. Smart (offensive foul),67,56
303,3,2:07.0,J. Smith misses 2-pt hook shot from 9 ft,,67,56
304,3,2:06.0,,Defensive rebound by M. Thornton,67,56
305,3,1:52.0,,Shooting foul by J. Smith (drawn by T. Zeller),67,56
306,3,1:52.0,,T. Zeller makes free throw 1 of 2,67,57
307,3,1:52.0,J. Harden enters the game for T. Ariza,,67,57
308,3,1:52.0,,T. Zeller makes free throw 2 of 2,67,58
309,3,1:37.0,Turnover by C. Brewer (lost ball; steal by M. Thornton),,67,58
310,3,1:36.0,,Personal foul by J. Terry (drawn by A. Bradley),67,58
311,3,1:36.0,,A. Bradley makes free throw 1 of 2,67,59
312,3,1:36.0,,A. Bradley makes free throw 2 of 2,67,60
313,3,1:24.0,J. Smith misses 3-pt jump shot from 25 ft,,67,60
314,3,1:23.0,Offensive rebound by C. Brewer,,67,60
315,3,1:19.0,J. Terry misses 3-pt jump shot from 24 ft,,67,60
316,3,1:16.0,,Defensive rebound by M. Smart,67,60
317,3,1:10.0,,M. Smart misses 3-pt jump shot from 24 ft,67,60
318,3,1:09.0,Defensive rebound by J. Smith,,67,60
319,3,1:00.0,J. Smith makes 2-pt jump shot from 5 ft (assist by J. Harden),,69,60
320,3,0:47.0,,Shooting foul by T. Jones (drawn by M. Smart),69,60
321,3,0:47.0,,M. Smart makes free throw 1 of 2,69,61
322,3,0:47.0,,M. Smart misses free throw 2 of 2,69,61
323,3,0:46.0,Defensive rebound by J. Harden,,69,61
324,3,0:33.0,J. Harden misses 2-pt jump shot from 12 ft,,69,61
325,3,0:32.0,,Defensive rebound by T. Zeller,69,61
326,3,0:28.0,,M. Thornton makes 3-pt jump shot from 24 ft (assist by M. Smart),69,64
327,3,0:03.0,J. Harden misses 3-pt jump shot from 28 ft,,69,64
328,3,0:01.0,,Defensive rebound by Team,69,64
329,4,11:38.0,,T. Zeller misses 2-pt layup from 1 ft,69,64
330,4,11:37.0,Defensive rebound by D. Motiejūnas,,69,64
331,4,11:28.0,Turnover by D. Motiejūnas (bad pass; steal by M. Smart),,69,64
332,4,11:19.0,,M. Thornton misses 3-pt jump shot from 24 ft,69,64
333,4,11:18.0,Defensive rebound by J. Harden,,69,64
334,4,11:11.0,P. Beverley makes 3-pt jump shot from 23 ft (assist by C. Brewer),,72,64
335,4,10:53.0,,T. Prince misses 2-pt jump shot from 19 ft,72,64
336,4,10:52.0,Defensive rebound by P. Beverley,,72,64
337,4,10:36.0,,Violation by J. Crowder (kicked ball),72,64
338,4,10:36.0,,B. Bass enters the game for T. Prince,72,64
339,4,10:26.0,C. Brewer misses 3-pt jump shot from 24 ft,,72,64
340,4,10:25.0,,Defensive rebound by T. Zeller,72,64
341,4,10:17.0,,Shooting foul by T. Jones (drawn by T. Zeller),72,64
342,4,10:17.0,,T. Zeller misses free throw 1 of 2,72,64
343,4,10:17.0,,Offensive rebound by Team,72,64
344,4,10:17.0,,T. Zeller makes free throw 2 of 2,72,65
345,4,10:04.0,Shooting foul by T. Zeller (drawn by D. Motiejūnas),,72,65
346,4,10:04.0,D. Motiejūnas makes free throw 1 of 2,,73,65
347,4,10:04.0,D. Motiejūnas misses free throw 2 of 2,,73,65
348,4,10:04.0,,Defensive rebound by T. Zeller,73,65
349,4,9:44.0,,T. Zeller makes 2-pt jump shot from 17 ft,73,67
350,4,9:17.0,D. Motiejūnas makes 3-pt jump shot from 22 ft (assist by J. Harden),,76,67
351,4,8:55.0,,M. Smart makes 3-pt jump shot from 24 ft (assist by B. Bass),76,70
352,4,8:39.0,C. Brewer makes 2-pt layup from 1 ft,,78,70
353,4,8:22.0,,B. Bass misses 2-pt layup from 1 ft,78,70
354,4,8:21.0,Defensive rebound by D. Motiejūnas,,78,70
355,4,8:17.0,C. Brewer makes 2-pt layup at rim (assist by J. Harden),,80,70
356,4,8:17.0,,Boston full timeout,80,70
357,4,8:17.0,,J. Sullinger enters the game for T. Zeller,80,70
358,4,8:17.0,J. Smith enters the game for T. Jones,,80,70
359,4,7:58.0,,J. Sullinger misses 2-pt hook shot from 5 ft,80,70
360,4,7:57.0,Defensive rebound by C. Brewer,,80,70
361,4,7:42.0,Turnover by J. Harden (bad pass; steal by J. Crowder),,80,70
362,4,7:37.0,,M. Thornton makes 3-pt jump shot from 24 ft (assist by J. Crowder),80,73
363,4,7:20.0,D. Motiejūnas makes 2-pt hook shot from 6 ft (assist by P. Beverley),,82,73
364,4,7:07.0,,Shooting foul by J. Smith (drawn by J. Crowder),82,73
365,4,7:07.0,,J. Crowder misses free throw 1 of 2,82,73
366,4,7:07.0,,Offensive rebound by Team,82,73
367,4,7:07.0,,J. Crowder makes free throw 2 of 2,82,74
368,4,6:46.0,C. Brewer misses 2-pt jump shot from 13 ft,,82,74
369,4,6:45.0,,Defensive rebound by J. Sullinger,82,74
370,4,6:35.0,,M. Thornton misses 2-pt jump shot from 3 ft,82,74
371,4,6:34.0,,Offensive rebound by Team,82,74
372,4,6:34.0,T. Ariza enters the game for C. Brewer,,82,74
373,4,6:30.0,,J. Sullinger misses 2-pt jump shot from 14 ft,82,74
374,4,6:29.0,,Offensive rebound by M. Smart,82,74
375,4,6:28.0,,Turnover by M. Smart (bad pass; steal by J. Smith),82,74
376,4,6:27.0,Personal foul by M. Thornton (drawn by J. Harden),,82,74
377,4,6:12.0,D. Motiejūnas misses 2-pt hook shot from 7 ft,,82,74
378,4,6:11.0,,Defensive rebound by J. Sullinger,82,74
379,4,5:59.0,,M. Thornton makes 3-pt jump shot from 23 ft (assist by M. Smart),82,77
380,4,5:37.0,T. Ariza misses 3-pt jump shot from 25 ft,,82,77
381,4,5:35.0,,Defensive rebound by B. Bass,82,77
382,4,5:26.0,,Shooting foul by J. Smith (drawn by B. Bass),82,77
383,4,5:26.0,Official timeout,,82,77
384,4,5:26.0,T. Jones enters the game for D. Motiejūnas,,82,77
385,4,5:26.0,,B. Bass makes free throw 1 of 2,82,78
386,4,5:26.0,,B. Bass makes free throw 2 of 2,82,79
387,4,5:03.0,J. Smith misses 2-pt jump shot from 18 ft,,82,79
388,4,5:02.0,,Defensive rebound by M. Thornton,82,79
389,4,4:52.0,,Personal foul by T. Ariza (drawn by M. Thornton),82,79
