,QUARTER,TIME_REMAINING,PORTLAND_ACTION,BOSTON_ACTION,PORTLAND_SCORE,BOSTON_SCORE
390,4,5:05.0,W. Matthews enters the game for S. Blake,,88,77
391,4,4:52.0,Shooting foul by B. Bass (drawn by L. Aldridge),,88,77
392,4,4:52.0,L. Aldridge misses free throw 1 of 2,,88,77
393,4,4:52.0,Offensive rebound by Team,,88,77
394,4,4:52.0,L. Aldridge makes free throw 2 of 2,,89,77
395,4,4:36.0,,J. Sullinger makes 3-pt jump shot from 24 ft (assist by R. Rondo),89,80
396,4,4:12.0,Turnover by D. Lillard (bad pass; steal by B. Bass),,89,80
397,4,4:05.0,,A. Bradley misses 3-pt jump shot from 23 ft,89,80
398,4,4:04.0,Defensive rebound by L. Aldridge,,89,80
399,4,3:44.0,N. Batum misses 3-pt jump shot from 25 ft,,89,80
400,4,3:43.0,,Defensive rebound by R. Rondo,89,80
401,4,3:27.0,,J. Green makes 2-pt hook shot from 4 ft,89,82
402,4,3:03.0,W. Matthews makes 3-pt jump shot from 25 ft (assist by D. Lillard),,92,82
403,4,2:34.0,,J. Sullinger misses 3-pt jump shot from 26 ft,92,82
404,4,2:32.0,Defensive rebound by L. Aldridge,,92,82
405,4,2:20.0,R. Lopez misses 2-pt layup from 2 ft,,92,82
406,4,2:19.0,,Defensive rebound by B. Bass,92,82
407,4,2:02.0,,A. Bradley makes 3-pt jump shot from 23 ft (assist by R. Rondo),92,85
408,4,1:42.0,Turnover by L. Aldridge (traveling),,92,85
409,4,1:42.0,Official timeout,,92,85
410,4,1:30.0,,J. Sullinger makes 3-pt jump shot from 24 ft (assist by R. Rondo),92,88
411,4,1:12.0,L. Aldridge misses 2-pt jump shot from 20 ft,,92,88
412,4,1:11.0,,Defensive rebound by R. Rondo,92,88
413,4,0:59.0,,Boston full timeout,92,88
414,4,0:50.0,,J. Green misses 3-pt jump shot from 28 ft,92,88
415,4,0:49.0,Defensive rebound by W. Matthews,,92,88
416,4,0:27.0,W. Matthews misses 3-pt jump shot from 25 ft,,92,88
417,4,0:26.0,,Defensive rebound by Team,92,88
418,4,0:26.0,Loose ball foul by R. Lopez (drawn by R. Rondo),,92,88
419,4,0:26.0,,Boston full timeout,92,88
420,4,0:19.0,,J. Sullinger misses 3-pt jump shot from 25 ft,92,88
421,4,0:18.0,Defensive rebound by R. Lopez,,92,88
422,4,0:12.0,W. Matthews makes 2-pt dunk at rim (assist by D. Lillard),,94,88
423,4,0:07.0,,J. Green misses 3-pt jump shot from 25 ft,94,88
424,4,0:06.0,Defensive rebound by D. Lillard,,94,88
425,4,0:04.0,Personal foul by R. Rondo (drawn by D. Lillard),,94,88
