,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,INDIANA_ACTION,PHILADELPHIA_SCORE,INDIANA_SCORE
87,1,2:03.0,,L. Allen misses 2-pt jump shot from 15 ft,24,16
88,1,2:02.0,,Offensive rebound by Team,24,16
89,1,2:02.0,,R. Stuckey enters the game for D. Sloan,24,16
90,1,1:56.0,,C. Copeland misses 3-pt jump shot from 26 ft,24,16
91,1,1:55.0,,Offensive rebound by Team,24,16
92,1,1:44.0,,R. Stuckey makes 2-pt layup at rim,24,18
93,1,1:44.0,,Shooting block foul by B. Davies (drawn by R. Stuckey),24,18
94,1,1:44.0,H. Sims enters the game for B. Davies,,24,18
95,1,1:44.0,,R. Stuckey misses free throw 1 of 1,24,18
96,1,1:44.0,,Offensive rebound by Team,24,18
97,1,1:44.0,,R. Stuckey misses 2-pt layup at rim,24,18
98,1,1:44.0,Defensive rebound by Team,,24,18
99,1,1:44.0,,Loose ball foul by L. Allen (drawn by K. McDaniels),24,18
100,1,1:32.0,K. McDaniels misses 3-pt jump shot from 25 ft,,24,18
101,1,1:30.0,,Defensive rebound by C. Copeland,24,18
102,1,1:26.0,,R. Stuckey makes 2-pt layup at rim,24,20
103,1,1:26.0,,Shooting foul by M. Thomas (drawn by R. Stuckey),24,20
104,1,1:26.0,,R. Stuckey makes free throw 1 of 1,24,21
105,1,1:13.0,A. Shved misses 2-pt jump shot from 19 ft,,24,21
106,1,1:12.0,,Defensive rebound by R. Hibbert,24,21
107,1,1:00.0,,L. Allen misses 2-pt jump shot from 7 ft,24,21
108,1,1:00.0,,Offensive rebound by Team,24,21
109,1,0:50.0,,R. Hibbert misses 2-pt jump shot from 5 ft,24,21
110,1,0:49.0,Defensive rebound by J. Sampson,,24,21
111,1,0:45.0,,Offensive charge foul by J. Sampson (drawn by R. Stuckey),24,21
112,1,0:45.0,Turnover by J. Sampson (offensive foul),,24,21
113,1,0:27.0,,R. Hibbert makes 2-pt jump shot from 20 ft (assist by R. Stuckey),24,23
114,1,0:07.0,A. Shved misses 2-pt layup from 1 ft (block by R. Hibbert),,24,23
115,1,0:06.0,,Defensive rebound by R. Stuckey,24,23
116,1,0:01.0,,C. Miles makes 2-pt layup at rim (assist by R. Stuckey),24,25
117,1,0:01.0,,Shooting foul by J. Sampson (drawn by C. Miles),24,25
118,1,0:01.0,,C. Miles makes free throw 1 of 1,24,26
119,1,0:00.0,A. Shved misses 3-pt jump shot from 64 ft,,24,26
120,1,0:00.0,Offensive rebound by Team,,24,26
121,2,11:52.0,Shooting foul by R. Stuckey (drawn by A. Shved),,24,26
122,2,11:52.0,A. Shved makes free throw 1 of 2,,25,26
123,2,11:52.0,A. Shved makes free throw 2 of 2,,26,26
124,2,11:34.0,,C. Copeland makes 3-pt jump shot from 27 ft (assist by R. Stuckey),26,29
125,2,11:12.0,J. Sampson misses 2-pt layup from 1 ft,,26,29
126,2,11:11.0,Offensive rebound by M. Thomas,,26,29
127,2,11:10.0,Shooting foul by C. Copeland (drawn by M. Thomas),,26,29
128,2,11:10.0,M. Thomas makes free throw 1 of 2,,27,29
129,2,11:10.0,M. Thomas makes free throw 2 of 2,,28,29
130,2,10:49.0,,C. Copeland misses 3-pt jump shot from 27 ft,28,29
131,2,10:48.0,,Offensive rebound by I. Mahinmi,28,29
132,2,10:44.0,,I. Mahinmi makes 2-pt hook shot from 4 ft,28,31
133,2,10:22.0,Turnover by K. McDaniels (bad pass; steal by R. Stuckey),,28,31
134,2,10:18.0,,R. Stuckey misses 2-pt layup from 1 ft,28,31
135,2,10:17.0,Defensive rebound by K. McDaniels,,28,31
136,2,10:10.0,K. McDaniels misses 2-pt jump shot from 8 ft,,28,31
137,2,10:09.0,,Defensive rebound by L. Allen,28,31
138,2,10:04.0,,C. Copeland makes 2-pt layup from 2 ft (assist by R. Stuckey),28,33
139,2,9:48.0,K. McDaniels misses 2-pt layup at rim (block by I. Mahinmi),,28,33
140,2,9:48.0,Offensive rebound by Team,,28,33
141,2,9:48.0,N. Noel enters the game for M. Thomas,,28,33
142,2,9:48.0,H. Thompson enters the game for K. McDaniels,,28,33
143,2,9:37.0,J. Sampson misses 3-pt jump shot from 27 ft,,28,33
144,2,9:36.0,,Defensive rebound by L. Allen,28,33
145,2,9:19.0,,C. Copeland misses 3-pt jump shot from 24 ft,28,33
146,2,9:18.0,Defensive rebound by Team,,28,33
147,2,9:11.0,Personal foul by L. Allen (drawn by N. Noel),,28,33
148,2,8:58.0,A. Shved makes 2-pt jump shot from 16 ft,,30,33
149,2,8:42.0,,R. Stuckey makes 3-pt jump shot from 26 ft (assist by C. Copeland),30,36
150,2,8:35.0,Philadelphia full timeout,,30,36
151,2,8:35.0,T. Wroten enters the game for J. Sampson,,30,36
152,2,8:35.0,C. Johnson enters the game for A. Shved,,30,36
153,2,8:27.0,Shooting foul by L. Allen (drawn by N. Noel),,30,36
154,2,8:27.0,N. Noel misses free throw 1 of 2,,30,36
155,2,8:27.0,Offensive rebound by Team,,30,36
156,2,8:27.0,,L. Scola enters the game for L. Allen,30,36
157,2,8:27.0,N. Noel misses free throw 2 of 2,,30,36
158,2,8:27.0,,Defensive rebound by L. Scola,30,36
159,2,8:14.0,,Shooting foul by H. Sims (drawn by R. Stuckey),30,36
160,2,8:14.0,,R. Stuckey makes free throw 1 of 2,30,37
161,2,8:14.0,M. Thomas enters the game for H. Sims,,30,37
162,2,8:14.0,,R. Stuckey makes free throw 2 of 2,30,38
163,2,8:02.0,H. Thompson makes 2-pt layup from 2 ft,,32,38
164,2,7:46.0,,Turnover by L. Scola (bad pass; steal by H. Thompson),32,38
165,2,7:36.0,Turnover by N. Noel (bad pass),,32,38
166,2,7:36.0,,D. Sloan enters the game for R. Stuckey,32,38
167,2,7:18.0,,I. Mahinmi misses 2-pt layup at rim (block by N. Noel),32,38
168,2,7:16.0,,Offensive rebound by L. Scola,32,38
169,2,7:15.0,,L. Scola misses 2-pt layup at rim,32,38
170,2,7:14.0,Defensive rebound by M. Thomas,,32,38
171,2,7:00.0,H. Thompson misses 2-pt jump shot from 4 ft,,32,38
172,2,6:59.0,Offensive rebound by N. Noel,,32,38
173,2,6:59.0,N. Noel makes 2-pt dunk at rim,,34,38
174,2,6:46.0,,Personal foul by H. Thompson (drawn by C. Copeland),34,38
175,2,6:40.0,,Indiana full timeout,34,38
176,2,6:34.0,,D. Sloan misses 2-pt jump shot from 22 ft,34,38
177,2,6:30.0,Defensive rebound by M. Thomas,,34,38
178,2,6:24.0,H. Thompson makes 3-pt jump shot from 26 ft (assist by T. Wroten),,37,38
179,2,6:01.0,,D. Sloan misses 3-pt jump shot from 26 ft,37,38
180,2,6:00.0,Defensive rebound by N. Noel,,37,38
181,2,5:52.0,C. Johnson makes 3-pt jump shot from 22 ft (assist by T. Wroten),,40,38
182,2,5:36.0,,L. Scola makes 2-pt jump shot from 20 ft (assist by D. Sloan),40,40
183,2,5:22.0,M. Thomas misses 2-pt jump shot from 4 ft (block by C. Copeland),,40,40
184,2,5:21.0,,Defensive rebound by I. Mahinmi,40,40
185,2,5:11.0,,C. Copeland misses 2-pt layup at rim,40,40
186,2,5:10.0,Defensive rebound by H. Thompson,,40,40
187,2,4:58.0,Personal foul by D. Rudež (drawn by T. Wroten),,40,40
188,2,4:58.0,T. Wroten misses free throw 1 of 2,,40,40
189,2,4:58.0,Offensive rebound by Team,,40,40
190,2,4:58.0,,R. Hibbert enters the game for I. Mahinmi,40,40
191,2,4:58.0,,S. Hill enters the game for C. Copeland,40,40
192,2,4:58.0,B. Davies enters the game for M. Thomas,,40,40
193,2,4:58.0,T. Wroten misses free throw 2 of 2,,40,40
194,2,4:54.0,Offensive rebound by H. Thompson,,40,40
195,2,4:48.0,T. Wroten misses 2-pt layup from 1 ft (block by R. Hibbert),,40,40
196,2,4:46.0,,Defensive rebound by D. Sloan,40,40
197,2,4:43.0,,Turnover by D. Sloan (lost ball; steal by C. Johnson),40,40
198,2,4:40.0,T. Wroten makes 2-pt dunk at rim (assist by C. Johnson),,42,40
199,2,4:23.0,,Personal block foul by H. Thompson (drawn by R. Hibbert),42,40
200,2,4:23.0,,C. Miles enters the game for D. Rudež,42,40
201,2,4:23.0,K. McDaniels enters the game for H. Thompson,,42,40
202,2,4:09.0,,D. Sloan makes 2-pt layup from 3 ft,42,42
203,2,3:50.0,Personal foul by R. Hibbert (drawn by B. Davies),,42,42
204,2,3:50.0,B. Davies makes free throw 1 of 2,,43,42
205,2,3:50.0,B. Davies makes free throw 2 of 2,,44,42
206,2,3:37.0,,Turnover by R. Hibbert (3 sec),44,42
207,2,3:20.0,B. Davies makes 2-pt hook shot from 8 ft,,46,42
208,2,3:05.0,,L. Scola misses 2-pt jump shot from 17 ft,46,42
209,2,3:03.0,,Offensive rebound by R. Hibbert,46,42
210,2,3:03.0,,Shooting foul by K. McDaniels (drawn by R. Hibbert),46,42
211,2,3:03.0,,R. Hibbert makes free throw 1 of 2,46,43
212,2,3:03.0,,R. Hibbert makes free throw 2 of 2,46,44
213,2,2:48.0,B. Davies makes 2-pt jump shot from 7 ft (assist by T. Wroten),,48,44
214,2,2:31.0,,D. Sloan misses 2-pt jump shot from 20 ft,48,44
215,2,2:30.0,Defensive rebound by C. Johnson,,48,44
216,2,2:14.0,Turnover by B. Davies (bad pass; steal by D. Sloan),,48,44
217,2,2:08.0,,Shooting foul by T. Wroten (drawn by L. Scola),48,44
218,2,2:08.0,Official timeout,,48,44
219,2,2:08.0,M. Thomas enters the game for B. Davies,,48,44
220,2,2:08.0,,L. Scola misses free throw 1 of 2,48,44
221,2,2:08.0,,Offensive rebound by Team,48,44
222,2,2:08.0,,L. Scola misses free throw 2 of 2,48,44
223,2,2:07.0,,Offensive rebound by R. Hibbert,48,44
224,2,2:07.0,Loose ball foul by C. Johnson (drawn by R. Hibbert),,48,44
225,2,2:07.0,,R. Hibbert misses free throw 1 of 2,48,44
226,2,2:07.0,,Offensive rebound by Team,48,44
227,2,2:07.0,,R. Hibbert misses free throw 2 of 2,48,44
228,2,2:05.0,Defensive rebound by T. Wroten,,48,44
229,2,1:53.0,N. Noel misses 2-pt layup at rim,,48,44
230,2,1:52.0,,Defensive rebound by C. Miles,48,44
231,2,1:33.0,,R. Hibbert makes 2-pt hook shot from 10 ft,48,46
232,2,1:20.0,N. Noel misses 2-pt jump shot from 3 ft,,48,46
233,2,1:19.0,,Defensive rebound by L. Scola,48,46
234,2,1:05.0,,S. Hill misses 3-pt jump shot from 24 ft,48,46
235,2,1:03.0,Defensive rebound by M. Thomas,,48,46
236,2,1:02.0,Turnover by M. Thomas (lost ball; steal by L. Scola),,48,46
237,2,1:02.0,,Technical foul by R. Hibbert,48,46
238,2,1:02.0,C. Johnson misses technical free throw,,48,46
239,2,1:02.0,,Offensive rebound by Team,48,46
240,2,1:02.0,,R. Hibbert makes flagrant free throw 1 of 2,48,47
241,2,1:02.0,,R. Hibbert makes flagrant free throw 2 of 2,48,48
242,2,1:02.0,A. Shved enters the game for M. Thomas,,48,48
243,2,0:52.0,,C. Miles misses 3-pt jump shot from 26 ft,48,48
244,2,0:51.0,,Offensive rebound by L. Scola,48,48
245,2,0:51.0,,L. Scola misses 2-pt tip-in at rim,48,48
246,2,0:50.0,Defensive rebound by T. Wroten,,48,48
247,2,0:46.0,Shooting block foul by C. Miles (drawn by T. Wroten),,48,48
248,2,0:46.0,T. Wroten misses free throw 1 of 2,,48,48
249,2,0:46.0,Offensive rebound by Team,,48,48
250,2,0:46.0,,R. Stuckey enters the game for D. Sloan,48,48
251,2,0:46.0,,C. Copeland enters the game for L. Scola,48,48
252,2,0:46.0,T. Wroten makes free throw 2 of 2,,49,48
253,2,0:30.0,,R. Stuckey misses 2-pt layup from 1 ft (block by K. McDaniels),49,48
254,2,0:29.0,Defensive rebound by N. Noel,,49,48
255,2,0:09.0,T. Wroten makes 2-pt layup from 1 ft,,51,48
256,2,0:05.0,,Indiana full timeout,51,48
257,2,0:05.0,Philadelphia full timeout,,51,48
258,2,0:05.0,,I. Mahinmi enters the game for C. Copeland,51,48
259,2,0:00.0,N. Noel misses 2-pt layup from 1 ft,,51,48
260,2,0:00.0,,Defensive rebound by S. Hill,51,48
261,3,11:45.0,H. Sims makes 2-pt layup from 2 ft (assist by T. Wroten),,53,48
262,3,11:30.0,,L. Scola misses 2-pt jump shot from 19 ft,53,48
263,3,11:27.0,,Offensive rebound by S. Hill,53,48
264,3,11:21.0,,C. Miles misses 3-pt jump shot from 25 ft,53,48
265,3,11:19.0,Defensive rebound by H. Sims,,53,48
266,3,11:10.0,H. Sims misses 2-pt jump shot from 5 ft (block by R. Hibbert),,53,48
267,3,11:09.0,,Defensive rebound by R. Hibbert,53,48
268,3,10:53.0,,Personal foul by T. Wroten (drawn by R. Hibbert),53,48
269,3,10:41.0,,C. Miles makes 2-pt jump shot from 19 ft,53,50
270,3,10:23.0,Turnover by C. Johnson (bad pass),,53,50
271,3,10:10.0,,C. Miles misses 3-pt jump shot from 25 ft,53,50
272,3,10:09.0,Defensive rebound by T. Wroten,,53,50
273,3,10:00.0,T. Wroten misses 2-pt layup from 3 ft,,53,50
274,3,10:00.0,Offensive rebound by Team,,53,50
275,3,10:00.0,,Loose ball foul by L. Scola (drawn by H. Sims),53,50
276,3,9:52.0,Personal foul by S. Hill (drawn by H. Sims),,53,50
277,3,9:39.0,T. Wroten misses 2-pt layup from 1 ft (block by R. Hibbert),,53,50
278,3,9:38.0,,Defensive rebound by D. Sloan,53,50
279,3,9:22.0,,R. Hibbert makes 2-pt layup from 1 ft (assist by L. Scola),53,52
280,3,9:02.0,C. Johnson misses 2-pt layup from 1 ft,,53,52
281,3,9:01.0,,Defensive rebound by S. Hill,53,52
282,3,8:55.0,,C. Miles makes 2-pt layup at rim (assist by S. Hill),53,54
283,3,8:37.0,Shooting foul by D. Sloan (drawn by T. Wroten),,53,54
284,3,8:37.0,T. Wroten misses free throw 1 of 2,,53,54
285,3,8:37.0,Offensive rebound by Team,,53,54
286,3,8:37.0,K. McDaniels enters the game for H. Thompson,,53,54
287,3,8:37.0,T. Wroten misses free throw 2 of 2,,53,54
288,3,8:37.0,,Defensive rebound by L. Scola,53,54
289,3,8:20.0,,Turnover by R. Hibbert (3 sec),53,54
290,3,8:07.0,K. McDaniels makes 2-pt jump shot from 4 ft,,55,54
291,3,7:47.0,,L. Scola makes 2-pt jump shot from 21 ft (assist by C. Miles),55,56
292,3,7:36.0,Personal foul by C. Miles (drawn by N. Noel),,55,56
293,3,7:24.0,C. Johnson makes 2-pt jump shot from 5 ft,,57,56
294,3,7:06.0,,D. Sloan misses 2-pt layup at rim (block by N. Noel),57,56
295,3,7:06.0,Defensive rebound by H. Sims,,57,56
296,3,6:57.0,Personal foul by L. Scola (drawn by N. Noel),,57,56
297,3,6:57.0,,Indiana full timeout,57,56
298,3,6:57.0,,L. Allen enters the game for L. Scola,57,56
299,3,6:57.0,N. Noel makes free throw 1 of 2,,58,56
300,3,6:57.0,N. Noel makes free throw 2 of 2,,59,56
301,3,6:40.0,,R. Hibbert makes 2-pt dunk at rim (assist by L. Allen),59,58
302,3,6:26.0,T. Wroten misses 3-pt jump shot from 28 ft,,59,58
303,3,6:24.0,Offensive rebound by Team,,59,58
304,3,6:24.0,A. Shved enters the game for T. Wroten,,59,58
305,3,6:06.0,N. Noel misses 2-pt layup at rim,,59,58
306,3,6:06.0,,Defensive rebound by R. Hibbert,59,58
307,3,6:06.0,,Personal foul by H. Sims (drawn by R. Hibbert),59,58
308,3,5:44.0,,D. Sloan makes 2-pt layup at rim,59,60
309,3,5:27.0,H. Sims misses 2-pt jump shot from 19 ft,,59,60
310,3,5:26.0,,Defensive rebound by R. Hibbert,59,60
311,3,5:11.0,M. Thomas enters the game for H. Sims,,59,60
312,3,5:11.0,B. Davies enters the game for N. Noel,,59,60
313,3,5:09.0,,L. Allen makes 2-pt hook shot from 12 ft (assist by C. Miles),59,62
314,3,4:54.0,Shooting foul by D. Sloan (drawn by C. Johnson),,59,62
315,3,4:54.0,A. Shved makes free throw 1 of 2,,60,62
316,3,4:54.0,,C. Copeland enters the game for S. Hill,60,62
317,3,4:54.0,A. Shved makes free throw 2 of 2,,61,62
318,3,4:36.0,,C. Miles misses 2-pt jump shot from 19 ft,61,62
319,3,4:35.0,,Offensive rebound by L. Allen,61,62
320,3,4:35.0,,L. Allen makes 2-pt tip-in at rim,61,64
321,3,4:29.0,C. Johnson misses 3-pt jump shot from 26 ft,,61,64
322,3,4:28.0,,Defensive rebound by Team,61,64
323,3,4:12.0,,R. Hibbert makes 2-pt jump shot from 18 ft (assist by D. Sloan),61,66
324,3,3:56.0,B. Davies misses 2-pt jump shot from 6 ft,,61,66
325,3,3:55.0,,Defensive rebound by D. Sloan,61,66
326,3,3:39.0,,D. Sloan makes 2-pt jump shot from 20 ft,61,68
327,3,3:38.0,Philadelphia full timeout,,61,68
328,3,3:38.0,H. Thompson enters the game for C. Johnson,,61,68
329,3,3:24.0,B. Davies misses 2-pt layup at rim,,61,68
330,3,3:23.0,Offensive rebound by B. Davies,,61,68
331,3,3:23.0,B. Davies misses 2-pt tip-in at rim,,61,68
332,3,3:21.0,Offensive rebound by B. Davies,,61,68
333,3,3:21.0,B. Davies makes 2-pt tip-in at rim,,63,68
334,3,2:57.0,,Turnover by C. Copeland (lost ball; steal by K. McDaniels),63,68
335,3,2:51.0,K. McDaniels misses 2-pt layup from 1 ft,,63,68
336,3,2:49.0,Offensive rebound by K. McDaniels,,63,68
337,3,2:46.0,A. Shved makes 3-pt jump shot from 26 ft (assist by K. McDaniels),,66,68
338,3,2:25.0,,R. Hibbert misses 2-pt jump shot from 8 ft (block by M. Thomas),66,68
339,3,2:23.0,,Offensive rebound by D. Sloan,66,68
340,3,2:21.0,,D. Sloan makes 3-pt jump shot from 24 ft,66,71
341,3,2:19.0,Turnover by M. Thomas (inbound),,66,71
342,3,2:15.0,,C. Miles makes 2-pt jump shot from 19 ft (assist by C. Copeland),66,73
343,3,2:07.0,A. Shved misses 2-pt layup from 1 ft,,66,73
344,3,2:06.0,,Defensive rebound by L. Allen,66,73
345,3,1:50.0,,C. Miles makes 3-pt jump shot from 22 ft (assist by D. Sloan),66,76
346,3,1:29.0,Shooting foul by C. Miles (drawn by A. Shved),,66,76
347,3,1:29.0,A. Shved misses free throw 1 of 2,,66,76
348,3,1:29.0,Offensive rebound by Team,,66,76
349,3,1:29.0,,I. Mahinmi enters the game for R. Hibbert,66,76
350,3,1:29.0,A. Shved makes free throw 2 of 2,,67,76
351,3,1:12.0,,C. Copeland makes 2-pt layup from 2 ft,67,78
352,3,0:54.0,A. Shved makes 3-pt jump shot from 26 ft (assist by B. Davies),,70,78
353,3,0:44.0,,D. Sloan misses 2-pt jump shot from 3 ft,70,78
354,3,0:43.0,Defensive rebound by B. Davies,,70,78
355,3,0:34.0,B. Davies misses 3-pt jump shot from 24 ft,,70,78
356,3,0:33.0,,Defensive rebound by D. Sloan,70,78
357,3,0:13.0,,D. Sloan misses 3-pt jump shot from 26 ft,70,78
358,3,0:11.0,,Offensive rebound by I. Mahinmi,70,78
359,3,0:07.0,,C. Miles misses 3-pt jump shot from 26 ft,70,78
360,3,0:05.0,Defensive rebound by H. Thompson,,70,78
361,3,0:00.0,A. Shved makes 3-pt jump shot from 27 ft,,73,78
362,4,11:42.0,,C. Copeland misses 3-pt jump shot from 23 ft,73,78
363,4,11:42.0,,Offensive rebound by Team,73,78
364,4,11:42.0,Loose ball foul by H. Thompson (drawn by I. Mahinmi),,73,78
365,4,11:34.0,,R. Stuckey makes 2-pt jump shot from 18 ft,73,80
366,4,11:12.0,C. Johnson misses 3-pt jump shot from 25 ft,,73,80
367,4,11:10.0,,Defensive rebound by I. Mahinmi,73,80
368,4,11:02.0,,Personal foul by N. Noel (drawn by R. Stuckey),73,80
369,4,10:49.0,,R. Stuckey makes 3-pt jump shot from 26 ft,73,83
370,4,10:25.0,T. Wroten misses 2-pt jump shot from 4 ft,,73,83
371,4,10:23.0,Offensive rebound by H. Sims,,73,83
372,4,10:21.0,H. Sims misses 2-pt layup from 1 ft (block by L. Allen),,73,83
373,4,10:19.0,Offensive rebound by T. Wroten,,73,83
374,4,10:14.0,Turnover by T. Wroten (lost ball; steal by L. Allen),,73,83
375,4,10:06.0,,C. Copeland makes 3-pt jump shot from 23 ft (assist by R. Stuckey),73,86
376,4,10:04.0,Philadelphia full timeout,,73,86
377,4,10:04.0,A. Shved enters the game for H. Thompson,,73,86
378,4,9:43.0,T. Wroten makes 3-pt jump shot from 29 ft (assist by A. Shved),,76,86
379,4,9:23.0,,L. Allen makes 2-pt jump shot from 19 ft (assist by I. Mahinmi),76,88
380,4,9:01.0,Shooting foul by L. Allen (drawn by H. Sims),,76,88
381,4,9:01.0,H. Sims makes free throw 1 of 2,,77,88
382,4,9:01.0,H. Sims makes free throw 2 of 2,,78,88
383,4,8:52.0,,Personal foul by A. Shved (drawn by C. Copeland),78,88
384,4,8:44.0,,I. Mahinmi makes 2-pt layup from 2 ft (assist by L. Allen),78,90
385,4,8:32.0,N. Noel misses 2-pt jump shot from 16 ft,,78,90
386,4,8:31.0,,Defensive rebound by I. Mahinmi,78,90
387,4,8:27.0,,Shooting foul by A. Shved (drawn by R. Stuckey),78,90
388,4,8:27.0,,R. Stuckey makes free throw 1 of 2,78,91
