,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,ORLANDO_ACTION,CHARLOTTE_SCORE,ORLANDO_SCORE
25,1,8:01.0,C. Zeller misses 2-pt jump shot from 7 ft,,7,6
26,1,8:00.0,,Defensive rebound by T. Harris,7,6
27,1,7:52.0,,Turnover by T. Harris (lost ball; steal by B. Biyombo),7,6
28,1,7:48.0,Shooting foul by K. O'Quinn (drawn by M. Kidd-Gilchrist),,7,6
29,1,7:48.0,M. Kidd-Gilchrist makes free throw 1 of 2,,8,6
30,1,7:48.0,M. Kidd-Gilchrist misses free throw 2 of 2,,8,6
31,1,7:47.0,,Defensive rebound by K. O'Quinn,8,6
32,1,7:40.0,Violation by K. Walker (kicked ball),,8,6
33,1,7:32.0,,N. Vučević misses 2-pt jump shot from 12 ft,8,6
34,1,7:31.0,,Offensive rebound by Team,8,6
35,1,7:16.0,,N. Vučević misses 2-pt jump shot from 8 ft,8,6
36,1,7:15.0,Defensive rebound by M. Kidd-Gilchrist,,8,6
37,1,7:07.0,M. Kidd-Gilchrist makes 2-pt layup at rim,,10,6
38,1,6:55.0,,E. Payton misses 2-pt jump shot from 6 ft,10,6
39,1,6:53.0,Defensive rebound by C. Zeller,,10,6
40,1,6:41.0,K. Walker makes 2-pt jump shot from 18 ft,,12,6
41,1,6:34.0,,Orlando full timeout,12,6
42,1,6:30.0,,V. Oladipo misses 2-pt layup from 1 ft,12,6
43,1,6:27.0,Defensive rebound by B. Biyombo,,12,6
44,1,6:07.0,Turnover by K. Walker (bad pass; steal by N. Vučević),,12,6
45,1,5:51.0,,E. Payton misses 2-pt layup from 1 ft,12,6
46,1,5:49.0,Defensive rebound by K. Walker,,12,6
47,1,5:34.0,M. Kidd-Gilchrist makes 2-pt jump shot from 18 ft (assist by C. Zeller),,14,6
48,1,5:17.0,,Shooting foul by B. Biyombo (drawn by V. Oladipo),14,6
49,1,5:17.0,,V. Oladipo makes free throw 1 of 2,14,7
50,1,5:17.0,,C. Frye enters the game for K. O'Quinn,14,7
51,1,5:17.0,M. Williams enters the game for C. Zeller,,14,7
52,1,5:17.0,,V. Oladipo makes free throw 2 of 2,14,8
53,1,4:56.0,M. Williams makes 2-pt layup from 1 ft,,16,8
54,1,4:45.0,,T. Harris makes 2-pt dunk at rim (assist by V. Oladipo),16,10
55,1,4:17.0,K. Walker makes 2-pt jump shot from 6 ft,,18,10
56,1,4:05.0,,C. Frye misses 3-pt jump shot from 22 ft,18,10
57,1,4:04.0,Defensive rebound by K. Walker,,18,10
58,1,3:53.0,G. Henderson misses 2-pt hook shot from 5 ft,,18,10
59,1,3:52.0,,Defensive rebound by V. Oladipo,18,10
60,1,3:36.0,,Shooting foul by B. Biyombo (drawn by N. Vučević),18,10
61,1,3:36.0,,N. Vučević makes free throw 1 of 2,18,11
62,1,3:36.0,J. Maxiell enters the game for B. Biyombo,,18,11
63,1,3:36.0,G. Neal enters the game for G. Henderson,,18,11
64,1,3:36.0,,L. Ridnour enters the game for E. Payton,18,11
65,1,3:36.0,,E. Fournier enters the game for V. Oladipo,18,11
66,1,3:36.0,,N. Vučević makes free throw 2 of 2,18,12
67,1,3:21.0,Turnover by K. Walker (bad pass),,18,12
68,1,3:02.0,,E. Fournier misses 3-pt jump shot from 25 ft,18,12
69,1,3:00.0,Defensive rebound by M. Kidd-Gilchrist,,18,12
70,1,2:45.0,G. Neal makes 2-pt jump shot from 8 ft,,20,12
71,1,2:35.0,,N. Vučević makes 2-pt jump shot from 4 ft (assist by L. Ridnour),20,14
72,1,2:18.0,J. Maxiell misses 2-pt jump shot from 14 ft,,20,14
73,1,2:16.0,,Defensive rebound by E. Fournier,20,14
74,1,1:57.0,,N. Vučević makes 2-pt jump shot from 19 ft (assist by L. Ridnour),20,16
75,1,1:37.0,K. Walker misses 2-pt jump shot from 18 ft,,20,16
76,1,1:35.0,,Defensive rebound by T. Harris,20,16
77,1,1:25.0,,N. Vučević makes 2-pt jump shot from 15 ft (assist by L. Ridnour),20,18
78,1,1:08.0,M. Williams makes 2-pt jump shot from 20 ft (assist by K. Walker),,22,18
79,1,1:03.0,,Orlando full timeout,22,18
80,1,1:03.0,Charlotte full timeout,,22,18
81,1,1:03.0,B. Roberts enters the game for M. Kidd-Gilchrist,,22,18
82,1,1:03.0,P. Hairston enters the game for K. Walker,,22,18
83,1,1:03.0,,B. Gordon enters the game for N. Vučević,22,18
84,1,0:54.0,,L. Ridnour makes 2-pt layup from 1 ft,22,20
85,1,0:38.0,M. Williams misses 2-pt jump shot from 18 ft,,22,20
86,1,0:37.0,,Defensive rebound by B. Gordon,22,20
87,1,0:22.0,,C. Frye misses 3-pt jump shot from 22 ft,22,20
88,1,0:21.0,Defensive rebound by P. Hairston,,22,20
89,1,0:01.0,G. Neal misses 2-pt jump shot from 19 ft,,22,20
90,1,0:00.0,Offensive rebound by Team,,22,20
91,2,11:40.0,,B. Gordon misses 3-pt jump shot from 26 ft,22,20
92,2,11:39.0,Defensive rebound by M. Williams,,22,20
93,2,11:21.0,J. Maxiell misses 2-pt jump shot from 14 ft,,22,20
94,2,11:20.0,,Defensive rebound by D. Marble,22,20
95,2,11:09.0,,L. Ridnour misses 3-pt jump shot from 23 ft,22,20
96,2,11:08.0,Defensive rebound by M. Williams,,22,20
97,2,10:59.0,M. Williams misses 3-pt jump shot from 24 ft,,22,20
98,2,10:58.0,,Defensive rebound by L. Ridnour,22,20
99,2,10:50.0,,L. Ridnour misses 2-pt layup from 1 ft,22,20
100,2,10:48.0,,Offensive rebound by L. Ridnour,22,20
101,2,10:48.0,,L. Ridnour misses 2-pt layup from 2 ft,22,20
102,2,10:46.0,Defensive rebound by G. Neal,,22,20
103,2,10:40.0,G. Neal misses 2-pt layup from 1 ft,,22,20
104,2,10:37.0,,Defensive rebound by C. Frye,22,20
105,2,10:31.0,Offensive charge foul by E. Fournier (drawn by G. Neal),,22,20
106,2,10:31.0,,Turnover by E. Fournier (offensive foul),22,20
107,2,10:19.0,Personal foul by C. Frye (drawn by M. Williams),,22,20
108,2,10:08.0,G. Neal makes 2-pt jump shot from 4 ft,,24,20
109,2,9:46.0,,Shooting foul by P. Hairston (drawn by B. Gordon),24,20
110,2,9:46.0,,B. Gordon makes free throw 1 of 2,24,21
111,2,9:46.0,,B. Gordon makes free throw 2 of 2,24,22
112,2,9:30.0,P. Hairston misses 3-pt jump shot from 23 ft,,24,22
113,2,9:28.0,Offensive rebound by J. Maxiell,,24,22
114,2,9:22.0,B. Roberts misses 3-pt jump shot from 22 ft,,24,22
115,2,9:21.0,Offensive rebound by M. Williams,,24,22
116,2,9:06.0,G. Neal misses 2-pt jump shot from 9 ft,,24,22
117,2,9:05.0,Offensive rebound by M. Williams,,24,22
118,2,9:03.0,Turnover by M. Williams (bad pass),,24,22
119,2,8:54.0,Official timeout,,24,22
120,2,8:54.0,,T. Harris enters the game for L. Ridnour,24,22
121,2,8:54.0,,E. Payton enters the game for D. Marble,24,22
122,2,8:39.0,,E. Payton misses 2-pt jump shot from 11 ft,24,22
123,2,8:38.0,Defensive rebound by B. Roberts,,24,22
124,2,8:24.0,G. Neal makes 2-pt jump shot from 19 ft (assist by B. Roberts),,26,22
125,2,8:03.0,,T. Harris makes 2-pt hook shot from 7 ft,26,24
126,2,7:49.0,Shooting foul by E. Fournier (drawn by G. Neal),,26,24
127,2,7:49.0,G. Neal makes 2-pt jump shot from 5 ft,,28,24
128,2,7:49.0,,V. Oladipo enters the game for C. Frye,28,24
129,2,7:49.0,,N. Vučević enters the game for E. Fournier,28,24
130,2,7:49.0,B. Biyombo enters the game for J. Maxiell,,28,24
131,2,7:49.0,G. Neal makes free throw 1 of 1,,29,24
132,2,7:28.0,,B. Gordon makes 3-pt jump shot from 23 ft,29,27
133,2,7:16.0,Def 3 sec tech foul by N. Vučević,,29,27
134,2,7:16.0,G. Neal makes technical free throw,,30,27
135,2,7:16.0,M. Kidd-Gilchrist enters the game for P. Hairston,,30,27
136,2,7:16.0,G. Henderson enters the game for G. Neal,,30,27
137,2,7:09.0,Turnover by G. Henderson (dbl dribble),,30,27
138,2,6:59.0,,Shooting foul by B. Biyombo (drawn by V. Oladipo),30,27
139,2,6:59.0,,V. Oladipo makes free throw 1 of 2,30,28
140,2,6:59.0,J. Maxiell enters the game for B. Biyombo,,30,28
141,2,6:59.0,,V. Oladipo makes free throw 2 of 2,30,29
142,2,6:44.0,M. Kidd-Gilchrist makes 2-pt layup from 1 ft,,32,29
143,2,6:44.0,Shooting foul by B. Gordon (drawn by M. Kidd-Gilchrist),,32,29
144,2,6:44.0,C. Zeller enters the game for M. Williams,,32,29
145,2,6:44.0,,K. O'Quinn enters the game for B. Gordon,32,29
146,2,6:44.0,M. Kidd-Gilchrist misses free throw 1 of 1,,32,29
147,2,6:43.0,,Defensive rebound by N. Vučević,32,29
148,2,6:28.0,,V. Oladipo misses 3-pt jump shot from 26 ft,32,29
149,2,6:27.0,Defensive rebound by M. Kidd-Gilchrist,,32,29
150,2,6:13.0,Turnover by M. Kidd-Gilchrist (lost ball; steal by V. Oladipo),,32,29
151,2,6:00.0,K. Walker enters the game for B. Roberts,,32,29
152,2,5:59.0,,Turnover by E. Payton (lost ball; steal by C. Zeller),32,29
153,2,5:54.0,G. Henderson makes 2-pt layup at rim,,34,29
154,2,5:36.0,,K. O'Quinn misses 2-pt jump shot from 16 ft,34,29
155,2,5:35.0,Defensive rebound by J. Maxiell,,34,29
156,2,5:22.0,M. Kidd-Gilchrist makes 2-pt layup from 1 ft (assist by G. Henderson),,36,29
157,2,5:17.0,,Orlando full timeout,36,29
158,2,5:12.0,,Turnover by V. Oladipo (step out of bounds),36,29
159,2,4:56.0,G. Henderson makes 2-pt jump shot from 13 ft,,38,29
160,2,4:37.0,,Turnover by K. O'Quinn (traveling),38,29
161,2,4:37.0,,E. Fournier enters the game for V. Oladipo,38,29
162,2,4:23.0,G. Henderson misses 2-pt jump shot from 16 ft,,38,29
163,2,4:22.0,Offensive rebound by M. Kidd-Gilchrist,,38,29
164,2,4:21.0,M. Kidd-Gilchrist makes 2-pt layup from 1 ft,,40,29
165,2,4:21.0,Shooting foul by T. Harris (drawn by M. Kidd-Gilchrist),,40,29
166,2,4:21.0,M. Kidd-Gilchrist misses free throw 1 of 1,,40,29
167,2,4:20.0,,Defensive rebound by N. Vučević,40,29
168,2,3:58.0,,T. Harris misses 2-pt jump shot from 17 ft,40,29
169,2,3:57.0,Defensive rebound by M. Kidd-Gilchrist,,40,29
170,2,3:44.0,K. Walker makes 3-pt jump shot from 24 ft,,43,29
171,2,3:19.0,,N. Vučević misses 2-pt jump shot from 17 ft,43,29
172,2,3:18.0,Defensive rebound by C. Zeller,,43,29
173,2,3:12.0,Shooting foul by T. Harris (drawn by M. Kidd-Gilchrist),,43,29
174,2,3:12.0,M. Kidd-Gilchrist makes free throw 1 of 2,,44,29
175,2,3:12.0,,C. Frye enters the game for T. Harris,44,29
176,2,3:12.0,,D. Dedmon enters the game for K. O'Quinn,44,29
177,2,3:12.0,,D. Marble enters the game for N. Vučević,44,29
178,2,3:12.0,M. Kidd-Gilchrist makes free throw 2 of 2,,45,29
179,2,2:52.0,Charlotte full timeout,,45,29
180,2,2:52.0,,Turnover by E. Fournier (lost ball; steal by K. Walker),45,29
181,2,2:29.0,K. Walker misses 3-pt jump shot from 23 ft,,45,29
182,2,2:26.0,Offensive rebound by M. Kidd-Gilchrist,,45,29
183,2,2:22.0,K. Walker misses 2-pt jump shot from 16 ft,,45,29
184,2,2:20.0,,Defensive rebound by D. Dedmon,45,29
185,2,2:05.0,,E. Fournier misses 3-pt jump shot from 25 ft,45,29
186,2,2:04.0,Defensive rebound by Team,,45,29
187,2,2:04.0,,Loose ball foul by D. Dedmon (drawn by C. Zeller),45,29
188,2,2:04.0,C. Zeller makes free throw 1 of 2,,46,29
189,2,2:04.0,C. Zeller makes free throw 2 of 2,,47,29
190,2,1:42.0,,E. Fournier misses 2-pt jump shot from 14 ft,47,29
191,2,1:41.0,Defensive rebound by C. Zeller,,47,29
192,2,1:20.0,C. Zeller makes 2-pt jump shot from 17 ft (assist by K. Walker),,49,29
193,2,1:08.0,,E. Payton misses 2-pt layup at rim,49,29
194,2,1:07.0,,Offensive rebound by D. Dedmon,49,29
195,2,0:50.0,,Turnover by D. Marble (bad pass; steal by K. Walker),49,29
196,2,0:47.0,Shooting foul by E. Fournier (drawn by C. Zeller),,49,29
197,2,0:47.0,C. Zeller makes free throw 1 of 2,,50,29
198,2,0:47.0,C. Zeller makes free throw 2 of 2,,51,29
199,2,0:36.0,,E. Fournier misses 2-pt layup from 1 ft,51,29
200,2,0:31.0,,Offensive rebound by E. Fournier,51,29
201,2,0:10.0,,E. Payton misses 2-pt jump shot from 17 ft,51,29
202,2,0:08.0,,Offensive rebound by D. Dedmon,51,29
203,2,0:06.0,,D. Dedmon misses 2-pt layup at rim,51,29
204,2,0:04.0,Defensive rebound by G. Henderson,,51,29
205,2,0:01.0,Shooting foul by C. Frye (drawn by G. Henderson),,51,29
206,2,0:01.0,G. Henderson makes free throw 1 of 2,,52,29
207,2,0:01.0,G. Henderson misses free throw 2 of 2,,52,29
208,2,0:00.0,,Defensive rebound by D. Dedmon,52,29
209,3,11:42.0,,T. Harris makes 2-pt jump shot from 6 ft,52,31
210,3,11:18.0,C. Zeller misses 2-pt jump shot from 11 ft,,52,31
211,3,11:15.0,,Defensive rebound by T. Harris,52,31
212,3,11:03.0,,V. Oladipo makes 2-pt layup at rim,52,33
213,3,10:46.0,Personal foul by T. Harris (drawn by M. Kidd-Gilchrist),,52,33
214,3,10:36.0,K. Walker misses 2-pt jump shot from 17 ft,,52,33
215,3,10:34.0,Offensive rebound by M. Kidd-Gilchrist,,52,33
216,3,10:30.0,K. Walker misses 3-pt jump shot from 26 ft,,52,33
217,3,10:29.0,,Defensive rebound by N. Vučević,52,33
218,3,10:14.0,,T. Harris misses 3-pt jump shot from 25 ft,52,33
219,3,10:13.0,Defensive rebound by C. Zeller,,52,33
220,3,10:06.0,Turnover by K. Walker (lost ball; steal by T. Harris),,52,33
221,3,9:57.0,,N. Vučević makes 2-pt jump shot from 10 ft (assist by E. Payton),52,35
222,3,9:47.0,Personal foul by K. O'Quinn (drawn by G. Henderson),,52,35
223,3,9:38.0,Turnover by C. Zeller (bad pass; steal by V. Oladipo),,52,35
224,3,9:33.0,,T. Harris makes 2-pt layup at rim (assist by V. Oladipo),52,37
225,3,9:32.0,Charlotte full timeout,,52,37
226,3,9:16.0,Turnover by G. Henderson (bad pass; steal by E. Payton),,52,37
227,3,9:10.0,,V. Oladipo misses 2-pt layup from 1 ft,52,37
228,3,9:07.0,Defensive rebound by M. Kidd-Gilchrist,,52,37
229,3,9:01.0,G. Henderson misses 2-pt layup at rim (block by T. Harris),,52,37
230,3,8:59.0,Offensive rebound by M. Kidd-Gilchrist,,52,37
231,3,8:59.0,M. Kidd-Gilchrist misses 2-pt layup from 2 ft,,52,37
232,3,8:59.0,Offensive rebound by G. Henderson,,52,37
233,3,8:59.0,Personal foul by N. Vučević (drawn by B. Biyombo),,52,37
234,3,8:50.0,K. Walker misses 2-pt jump shot from 17 ft,,52,37
235,3,8:49.0,,Defensive rebound by N. Vučević,52,37
236,3,8:36.0,,N. Vučević misses 2-pt jump shot from 18 ft,52,37
237,3,8:35.0,Defensive rebound by C. Zeller,,52,37
238,3,8:27.0,Turnover by C. Zeller (bad pass; steal by V. Oladipo),,52,37
239,3,8:26.0,,Shooting foul by C. Zeller (drawn by V. Oladipo),52,37
240,3,8:26.0,,V. Oladipo makes free throw 1 of 2,52,38
241,3,8:26.0,,V. Oladipo makes free throw 2 of 2,52,39
242,3,8:04.0,M. Kidd-Gilchrist misses 2-pt jump shot from 20 ft,,52,39
243,3,8:03.0,Offensive rebound by G. Henderson,,52,39
244,3,7:55.0,G. Henderson misses 2-pt jump shot from 8 ft,,52,39
245,3,7:53.0,Offensive rebound by C. Zeller,,52,39
246,3,7:53.0,C. Zeller makes 2-pt tip-in from 1 ft,,54,39
247,3,7:29.0,,K. O'Quinn makes 3-pt jump shot from 25 ft (assist by E. Payton),54,42
248,3,7:09.0,M. Kidd-Gilchrist misses 2-pt layup from 1 ft (block by N. Vučević),,54,42
249,3,7:06.0,,Defensive rebound by N. Vučević,54,42
250,3,6:58.0,,N. Vučević misses 2-pt hook shot from 5 ft,54,42
251,3,6:56.0,Defensive rebound by K. Walker,,54,42
252,3,6:40.0,K. Walker makes 3-pt jump shot from 24 ft (assist by M. Kidd-Gilchrist),,57,42
253,3,6:22.0,,Shooting foul by G. Henderson (drawn by V. Oladipo),57,42
254,3,6:22.0,,V. Oladipo makes free throw 1 of 2,57,43
255,3,6:22.0,M. Williams enters the game for C. Zeller,,57,43
256,3,6:22.0,,V. Oladipo makes free throw 2 of 2,57,44
257,3,5:58.0,M. Williams misses 2-pt jump shot from 20 ft,,57,44
258,3,5:57.0,,Defensive rebound by T. Harris,57,44
259,3,5:44.0,,K. O'Quinn misses 2-pt jump shot from 4 ft,57,44
260,3,5:42.0,Defensive rebound by M. Kidd-Gilchrist,,57,44
261,3,5:30.0,M. Kidd-Gilchrist makes 2-pt jump shot from 14 ft (assist by M. Williams),,59,44
262,3,5:29.0,,Orlando full timeout,59,44
263,3,5:06.0,,V. Oladipo misses 2-pt layup at rim,59,44
264,3,5:04.0,Defensive rebound by M. Williams,,59,44
265,3,4:59.0,G. Henderson makes 2-pt layup at rim (assist by M. Kidd-Gilchrist),,61,44
266,3,4:33.0,,N. Vučević misses 2-pt jump shot from 9 ft (block by B. Biyombo),61,44
267,3,4:31.0,Defensive rebound by M. Williams,,61,44
268,3,4:18.0,Turnover by G. Henderson (bad pass; steal by V. Oladipo),,61,44
269,3,4:08.0,,K. O'Quinn misses 2-pt jump shot from 15 ft,61,44
270,3,4:07.0,Defensive rebound by M. Williams,,61,44
271,3,3:56.0,Shooting foul by N. Vučević (drawn by K. Walker),,61,44
272,3,3:56.0,K. Walker makes free throw 1 of 2,,62,44
273,3,3:56.0,J. Maxiell enters the game for B. Biyombo,,62,44
274,3,3:56.0,,E. Fournier enters the game for K. O'Quinn,62,44
275,3,3:56.0,G. Neal enters the game for G. Henderson,,62,44
276,3,3:56.0,K. Walker makes free throw 2 of 2,,63,44
277,3,3:38.0,,N. Vučević makes 2-pt layup from 2 ft (assist by V. Oladipo),63,46
278,3,3:22.0,M. Kidd-Gilchrist makes 2-pt jump shot from 15 ft (assist by K. Walker),,65,46
279,3,3:14.0,,Personal foul by J. Maxiell (drawn by N. Vučević),65,46
280,3,3:14.0,,L. Ridnour enters the game for E. Payton,65,46
281,3,3:09.0,,V. Oladipo makes 2-pt layup at rim,65,48
282,3,2:49.0,G. Neal misses 3-pt jump shot from 25 ft,,65,48
283,3,2:48.0,,Defensive rebound by E. Fournier,65,48
284,3,2:37.0,,V. Oladipo misses 3-pt jump shot from 25 ft,65,48
285,3,2:36.0,Defensive rebound by J. Maxiell,,65,48
286,3,2:25.0,K. Walker makes 3-pt jump shot from 25 ft (assist by G. Neal),,68,48
287,3,2:09.0,Violation by J. Maxiell (kicked ball),,68,48
288,3,2:09.0,B. Roberts enters the game for K. Walker,,68,48
289,3,2:02.0,,T. Harris makes 2-pt jump shot from 20 ft (assist by V. Oladipo),68,50
290,3,1:45.0,Offensive foul by G. Neal (drawn by V. Oladipo),,68,50
291,3,1:45.0,Turnover by G. Neal (offensive foul),,68,50
292,3,1:45.0,,B. Gordon enters the game for T. Harris,68,50
293,3,1:35.0,,V. Oladipo makes 2-pt layup from 1 ft,68,52
294,3,1:20.0,Turnover by G. Neal (lost ball),,68,52
295,3,1:09.0,,E. Fournier misses 3-pt jump shot from 26 ft,68,52
296,3,1:08.0,Defensive rebound by M. Williams,,68,52
297,3,0:46.0,Shooting foul by N. Vučević (drawn by G. Neal),,68,52
298,3,0:46.0,G. Neal makes free throw 1 of 2,,69,52
299,3,0:46.0,G. Neal makes free throw 2 of 2,,70,52
300,3,0:38.0,,V. Oladipo misses 2-pt layup from 1 ft,70,52
301,3,0:37.0,,Offensive rebound by N. Vučević,70,52
302,3,0:37.0,,N. Vučević makes 2-pt tip-in from 1 ft,70,54
303,3,0:17.0,G. Neal misses 3-pt jump shot from 25 ft,,70,54
304,3,0:16.0,,Defensive rebound by V. Oladipo,70,54
305,3,0:06.0,,Personal foul by J. Maxiell (drawn by V. Oladipo),70,54
306,3,0:01.0,,V. Oladipo misses 2-pt layup from 1 ft,70,54
307,3,0:00.0,Defensive rebound by M. Kidd-Gilchrist,,70,54
308,4,11:45.0,M. Williams makes 2-pt jump shot from 18 ft (assist by G. Neal),,72,54
309,4,11:29.0,,L. Ridnour misses 2-pt jump shot from 16 ft,72,54
310,4,11:27.0,Defensive rebound by K. Walker,,72,54
311,4,11:21.0,G. Neal misses 3-pt jump shot from 24 ft,,72,54
312,4,11:20.0,Offensive rebound by J. Maxiell,,72,54
313,4,11:19.0,Personal foul by K. O'Quinn (drawn by J. Maxiell),,72,54
314,4,11:19.0,J. Maxiell makes free throw 1 of 2,,73,54
315,4,11:19.0,J. Maxiell misses free throw 2 of 2,,73,54
316,4,11:18.0,,Defensive rebound by T. Harris,73,54
317,4,11:04.0,,B. Gordon misses 2-pt jump shot from 19 ft,73,54
318,4,11:03.0,Defensive rebound by J. Maxiell,,73,54
319,4,10:46.0,K. Walker misses 3-pt jump shot from 24 ft,,73,54
320,4,10:45.0,Offensive rebound by K. Walker,,73,54
321,4,10:30.0,K. Walker misses 2-pt layup from 1 ft,,73,54
322,4,10:26.0,Offensive rebound by J. Maxiell,,73,54
323,4,10:26.0,J. Maxiell makes 2-pt dunk at rim,,75,54
324,4,10:09.0,,K. O'Quinn misses 2-pt jump shot from 18 ft,75,54
325,4,10:07.0,Defensive rebound by M. Williams,,75,54
326,4,9:59.0,Personal foul by E. Fournier (drawn by K. Walker),,75,54
327,4,9:59.0,,D. Dedmon enters the game for K. O'Quinn,75,54
328,4,9:58.0,Turnover by G. Neal (bad pass; steal by E. Fournier),,75,54
329,4,9:54.0,,E. Fournier makes 2-pt dunk at rim,75,56
330,4,9:36.0,K. Walker makes 2-pt jump shot from 8 ft,,77,56
331,4,9:14.0,,Personal foul by J. Maxiell (drawn by L. Ridnour),77,56
332,4,9:14.0,,L. Ridnour makes free throw 1 of 2,77,57
333,4,9:14.0,,L. Ridnour makes free throw 2 of 2,77,58
334,4,8:57.0,Shooting foul by D. Dedmon (drawn by G. Neal),,77,58
335,4,8:57.0,Official timeout,,77,58
336,4,8:57.0,,E. Payton enters the game for L. Ridnour,77,58
337,4,8:57.0,G. Neal makes free throw 1 of 2,,78,58
338,4,8:57.0,G. Neal makes free throw 2 of 2,,79,58
339,4,8:46.0,,D. Dedmon makes 2-pt dunk at rim (assist by E. Payton),79,60
340,4,8:46.0,,Shooting foul by J. Maxiell (drawn by D. Dedmon),79,60
341,4,8:46.0,,V. Oladipo enters the game for B. Gordon,79,60
342,4,8:46.0,,D. Dedmon makes free throw 1 of 1,79,61
343,4,8:29.0,B. Roberts misses 2-pt jump shot from 6 ft,,79,61
344,4,8:27.0,,Defensive rebound by V. Oladipo,79,61
345,4,8:16.0,,E. Fournier misses 3-pt jump shot from 26 ft,79,61
346,4,8:13.0,,Offensive rebound by T. Harris,79,61
347,4,8:13.0,,T. Harris misses 2-pt tip-in at rim,79,61
348,4,8:13.0,,Offensive rebound by T. Harris,79,61
349,4,8:13.0,,Shooting foul by M. Williams (drawn by T. Harris),79,61
350,4,8:13.0,,T. Harris makes 2-pt layup at rim,79,63
351,4,8:13.0,,N. Vučević enters the game for D. Dedmon,79,63
352,4,8:13.0,,T. Harris makes free throw 1 of 1,79,64
353,4,8:02.0,G. Neal makes 2-pt jump shot from 15 ft,,81,64
354,4,7:46.0,,E. Fournier makes 2-pt jump shot from 8 ft,81,66
355,4,7:30.0,B. Roberts makes 2-pt jump shot from 19 ft (assist by K. Walker),,83,66
356,4,7:09.0,,V. Oladipo makes 2-pt layup at rim (assist by N. Vučević),83,68
357,4,6:43.0,B. Roberts misses 2-pt jump shot from 7 ft,,83,68
358,4,6:41.0,,Defensive rebound by V. Oladipo,83,68
359,4,6:27.0,,E. Fournier misses 2-pt jump shot from 3 ft (block by J. Maxiell),83,68
360,4,6:27.0,Defensive rebound by Team,,83,68
361,4,6:27.0,M. Kidd-Gilchrist enters the game for B. Roberts,,83,68
362,4,6:11.0,K. Walker makes 2-pt jump shot from 11 ft,,85,68
363,4,5:56.0,,E. Fournier misses 3-pt jump shot from 24 ft,85,68
364,4,5:54.0,,Offensive rebound by T. Harris,85,68
365,4,5:54.0,,T. Harris misses 2-pt dunk at rim,85,68
366,4,5:51.0,,Offensive rebound by T. Harris,85,68
367,4,5:49.0,,E. Fournier misses 2-pt jump shot from 6 ft,85,68
368,4,5:47.0,Defensive rebound by K. Walker,,85,68
369,4,5:38.0,K. Walker makes 2-pt layup at rim,,87,68
370,4,5:38.0,,Orlando full timeout,87,68
371,4,5:38.0,G. Henderson enters the game for G. Neal,,87,68
372,4,5:18.0,,T. Harris misses 2-pt layup at rim (block by K. Walker),87,68
373,4,5:13.0,,Offensive rebound by T. Harris,87,68
374,4,5:13.0,,T. Harris makes 2-pt layup from 1 ft,87,70
375,4,4:50.0,G. Henderson misses 3-pt jump shot from 26 ft,,87,70
376,4,4:49.0,Offensive rebound by J. Maxiell,,87,70
377,4,4:31.0,K. Walker misses 2-pt jump shot from 18 ft,,87,70
378,4,4:30.0,,Defensive rebound by E. Payton,87,70
379,4,4:21.0,,E. Fournier misses 2-pt jump shot from 17 ft,87,70
380,4,4:20.0,Defensive rebound by K. Walker,,87,70
