,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,DETROIT_ACTION,WASHINGTON_SCORE,DETROIT_SCORE
214,3,11:38.0,G. Temple makes 3-pt jump shot from 25 ft (assist by N. Hilário),,55,47
215,3,11:12.0,,G. Monroe misses 2-pt layup at rim,55,47
216,3,11:09.0,,Offensive rebound by G. Monroe,55,47
217,3,10:56.0,,Turnover by G. Monroe (bad pass; steal by N. Hilário),55,47
218,3,10:49.0,P. Pierce misses 3-pt jump shot from 25 ft,,55,47
219,3,10:48.0,,Defensive rebound by G. Monroe,55,47
220,3,10:38.0,,K. Caldwell-Pope misses 2-pt jump shot from 11 ft,55,47
221,3,10:37.0,,Offensive rebound by K. Caldwell-Pope,55,47
222,3,10:36.0,,K. Caldwell-Pope makes 2-pt layup at rim,55,49
223,3,10:19.0,M. Gortat misses 2-pt jump shot from 9 ft,,55,49
224,3,10:18.0,,Defensive rebound by C. Butler,55,49
225,3,10:14.0,,A. Drummond makes 2-pt dunk at rim (assist by R. Jackson),55,51
226,3,10:00.0,M. Gortat misses 2-pt layup at rim,,55,51
227,3,9:59.0,,Defensive rebound by G. Monroe,55,51
228,3,9:54.0,,R. Jackson makes 2-pt layup from 1 ft (assist by C. Butler),55,53
229,3,9:31.0,M. Gortat makes 2-pt hook shot from 4 ft (assist by N. Hilário),,57,53
230,3,9:17.0,,R. Jackson makes 2-pt jump shot from 5 ft,57,55
231,3,9:12.0,Turnover by J. Wall (bad pass; steal by G. Monroe),,57,55
232,3,9:06.0,,G. Monroe misses 2-pt layup at rim,57,55
233,3,9:05.0,,Offensive rebound by G. Monroe,57,55
234,3,9:04.0,,G. Monroe misses 2-pt layup from 1 ft,57,55
235,3,9:03.0,,Offensive rebound by Team,57,55
236,3,8:52.0,,R. Jackson misses 3-pt jump shot from 23 ft,57,55
237,3,8:51.0,Defensive rebound by G. Temple,,57,55
238,3,8:39.0,G. Temple misses 3-pt jump shot from 25 ft,,57,55
239,3,8:38.0,,Defensive rebound by A. Drummond,57,55
240,3,8:29.0,,R. Jackson misses 2-pt layup at rim,57,55
241,3,8:27.0,Defensive rebound by M. Gortat,,57,55
242,3,8:19.0,J. Wall makes 2-pt jump shot from 20 ft,,59,55
243,3,8:02.0,,Shooting foul by P. Pierce (drawn by C. Butler),59,55
244,3,8:02.0,,C. Butler makes free throw 1 of 3,59,56
245,3,8:02.0,,C. Butler makes free throw 2 of 3,59,57
246,3,8:02.0,,C. Butler makes free throw 3 of 3,59,58
247,3,7:41.0,P. Pierce makes 3-pt jump shot from 25 ft (assist by M. Gortat),,62,58
248,3,7:23.0,,K. Caldwell-Pope misses 2-pt jump shot from 9 ft,62,58
249,3,7:22.0,,Offensive rebound by A. Drummond,62,58
250,3,7:20.0,,A. Drummond makes 2-pt tip-in at rim,62,60
251,3,7:12.0,J. Wall makes 2-pt jump shot from 16 ft,,64,60
252,3,6:59.0,,R. Jackson makes 2-pt layup at rim,64,62
253,3,6:52.0,J. Wall misses 2-pt jump shot from 13 ft,,64,62
254,3,6:51.0,,Defensive rebound by A. Drummond,64,62
255,3,6:45.0,,C. Butler makes 3-pt jump shot from 26 ft (assist by R. Jackson),64,65
256,3,6:27.0,Personal foul by A. Drummond (drawn by N. Hilário),,64,65
257,3,6:15.0,N. Hilário misses 2-pt hook shot from 7 ft,,64,65
258,3,6:12.0,,Defensive rebound by A. Drummond,64,65
259,3,6:01.0,,Turnover by R. Jackson (bad pass),64,65
260,3,5:50.0,N. Hilário misses 2-pt jump shot from 18 ft,,64,65
261,3,5:48.0,Offensive rebound by M. Gortat,,64,65
262,3,5:47.0,,Detroit full timeout,64,65
263,3,5:32.0,M. Gortat misses 2-pt jump shot from 19 ft,,64,65
264,3,5:31.0,,Defensive rebound by R. Jackson,64,65
265,3,5:22.0,,R. Jackson makes 2-pt layup at rim,64,67
266,3,5:04.0,N. Hilário misses 2-pt jump shot from 5 ft,,64,67
267,3,5:03.0,Offensive rebound by M. Gortat,,64,67
268,3,5:01.0,M. Gortat misses 2-pt layup at rim,,64,67
269,3,5:00.0,,Defensive rebound by R. Jackson,64,67
270,3,4:56.0,,Turnover by R. Jackson (bad pass; steal by N. Hilário),64,67
271,3,4:44.0,J. Wall misses 2-pt layup at rim,,64,67
272,3,4:43.0,,Defensive rebound by A. Drummond,64,67
273,3,4:32.0,,Shooting foul by P. Pierce (drawn by G. Monroe),64,67
274,3,4:32.0,,G. Monroe misses free throw 1 of 2,64,67
275,3,4:32.0,,Offensive rebound by Team,64,67
276,3,4:32.0,,S. Dinwiddie enters the game for R. Jackson,64,67
277,3,4:32.0,K. Séraphin enters the game for N. Hilário,,64,67
278,3,4:32.0,,G. Monroe makes free throw 2 of 2,64,68
279,3,4:22.0,M. Gortat makes 2-pt layup at rim (assist by J. Wall),,66,68
280,3,4:03.0,,K. Caldwell-Pope makes 3-pt jump shot from 25 ft (assist by C. Butler),66,71
281,3,3:51.0,M. Gortat misses 2-pt layup from 2 ft (block by A. Drummond),,66,71
282,3,3:50.0,Offensive rebound by K. Séraphin,,66,71
283,3,3:48.0,P. Pierce misses 3-pt jump shot from 26 ft,,66,71
284,3,3:47.0,,Defensive rebound by G. Monroe,66,71
285,3,3:47.0,,Personal foul by K. Séraphin (drawn by G. Monroe),66,71
286,3,3:47.0,O. Porter enters the game for P. Pierce,,66,71
287,3,3:47.0,,A. Tolliver enters the game for G. Monroe,66,71
288,3,3:38.0,,Offensive foul by S. Dinwiddie (drawn by J. Wall),66,71
289,3,3:38.0,,Turnover by S. Dinwiddie (offensive foul),66,71
290,3,3:22.0,G. Temple makes 3-pt jump shot from 25 ft (assist by J. Wall),,69,71
291,3,3:08.0,,S. Dinwiddie misses 3-pt jump shot from 25 ft,69,71
292,3,3:07.0,Defensive rebound by G. Temple,,69,71
293,3,3:01.0,J. Wall makes 2-pt jump shot from 17 ft,,71,71
294,3,2:45.0,,A. Drummond makes 2-pt layup at rim (assist by A. Tolliver),71,73
295,3,2:45.0,,Shooting foul by O. Porter (drawn by A. Drummond),71,73
296,3,2:45.0,Washington full timeout,,71,73
297,3,2:45.0,K. Humphries enters the game for M. Gortat,,71,73
298,3,2:45.0,R. Sessions enters the game for J. Wall,,71,73
299,3,2:45.0,,A. Drummond makes free throw 1 of 1,71,74
300,3,2:31.0,O. Porter misses 2-pt jump shot from 20 ft,,71,74
301,3,2:30.0,,Defensive rebound by A. Drummond,71,74
302,3,2:16.0,,K. Caldwell-Pope makes 3-pt jump shot from 23 ft (assist by S. Dinwiddie),71,77
303,3,2:02.0,K. Séraphin misses 2-pt hook shot from 5 ft,,71,77
304,3,1:59.0,,Defensive rebound by A. Drummond,71,77
305,3,1:45.0,,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,71,77
306,3,1:44.0,Defensive rebound by O. Porter,,71,77
307,3,1:32.0,Personal foul by A. Tolliver (drawn by K. Humphries),,71,77
308,3,1:32.0,,C. Martin enters the game for C. Butler,71,77
309,3,1:32.0,R. Butler enters the game for G. Temple,,71,77
310,3,1:23.0,Turnover by K. Séraphin (bad pass; steal by K. Caldwell-Pope),,71,77
311,3,1:19.0,,K. Caldwell-Pope makes 2-pt dunk at rim,71,79
312,3,0:56.0,K. Humphries misses 2-pt jump shot from 17 ft,,71,79
313,3,0:54.0,,Defensive rebound by A. Drummond,71,79
314,3,0:44.0,,K. Caldwell-Pope makes 3-pt jump shot from 22 ft (assist by S. Dinwiddie),71,82
315,3,0:44.0,Washington full timeout,,71,82
316,3,0:44.0,,J. Meeks enters the game for K. Caldwell-Pope,71,82
317,3,0:30.0,O. Porter misses 2-pt jump shot from 16 ft,,71,82
318,3,0:29.0,,Defensive rebound by S. Dinwiddie,71,82
319,3,0:22.0,,S. Dinwiddie misses 2-pt jump shot from 10 ft,71,82
320,3,0:20.0,,Offensive rebound by A. Drummond,71,82
321,3,0:08.0,,S. Dinwiddie misses 2-pt layup at rim,71,82
322,3,0:07.0,,Offensive rebound by Team,71,82
323,3,0:05.0,,Offensive foul by A. Tolliver (drawn by R. Sessions),71,82
324,3,0:05.0,,Turnover by A. Tolliver (offensive foul),71,82
325,3,0:05.0,J. Wall enters the game for O. Porter,,71,82
326,3,0:01.0,J. Wall misses 2-pt layup at rim,,71,82
327,3,0:00.0,Offensive rebound by Team,,71,82
328,4,11:45.0,,J. Meeks makes 3-pt jump shot from 26 ft (assist by S. Dinwiddie),71,85
329,4,11:29.0,R. Sessions misses 2-pt jump shot from 7 ft,,71,85
330,4,11:28.0,Offensive rebound by N. Hilário,,71,85
331,4,11:23.0,R. Sessions misses 2-pt layup at rim,,71,85
332,4,11:22.0,,Defensive rebound by A. Drummond,71,85
333,4,11:17.0,,Turnover by S. Dinwiddie (palming),71,85
334,4,11:00.0,N. Hilário misses 2-pt layup from 1 ft,,71,85
335,4,10:59.0,,Defensive rebound by A. Drummond,71,85
336,4,10:45.0,,C. Martin misses 3-pt jump shot from 26 ft,71,85
337,4,10:44.0,Defensive rebound by N. Hilário,,71,85
338,4,10:39.0,Shooting foul by C. Martin (drawn by R. Butler),,71,85
339,4,10:39.0,R. Butler makes free throw 1 of 2,,72,85
340,4,10:39.0,R. Butler makes free throw 2 of 2,,73,85
341,4,10:23.0,,Personal foul by K. Humphries (drawn by J. Meeks),73,85
342,4,10:23.0,,J. Meeks makes free throw 1 of 2,73,86
343,4,10:23.0,,J. Meeks makes free throw 2 of 2,73,87
344,4,10:06.0,Shooting foul by A. Drummond (drawn by N. Hilário),,73,87
345,4,10:06.0,N. Hilário misses free throw 1 of 2,,73,87
346,4,10:06.0,Offensive rebound by Team,,73,87
347,4,10:06.0,J. Wall enters the game for O. Porter,,73,87
348,4,10:06.0,N. Hilário misses free throw 2 of 2,,73,87
349,4,10:06.0,,Defensive rebound by C. Martin,73,87
350,4,9:52.0,,J. Meeks misses 2-pt jump shot from 18 ft,73,87
351,4,9:51.0,Defensive rebound by R. Butler,,73,87
352,4,9:39.0,R. Butler misses 3-pt jump shot from 26 ft,,73,87
353,4,9:38.0,,Defensive rebound by Team,73,87
354,4,9:21.0,,J. Meeks misses 2-pt layup from 1 ft,73,87
355,4,9:20.0,Defensive rebound by R. Sessions,,73,87
356,4,9:15.0,G. Temple enters the game for R. Butler,,73,87
357,4,9:08.0,G. Temple makes 3-pt jump shot from 26 ft (assist by J. Wall),,76,87
358,4,8:51.0,,Shooting foul by N. Hilário (drawn by A. Tolliver),76,87
359,4,8:51.0,Official timeout,,76,87
360,4,8:51.0,,G. Monroe enters the game for A. Drummond,76,87
361,4,8:51.0,,A. Tolliver makes free throw 1 of 2,76,88
362,4,8:51.0,,A. Tolliver makes free throw 2 of 2,76,89
363,4,8:29.0,N. Hilário makes 2-pt layup from 1 ft (assist by J. Wall),,78,89
364,4,8:12.0,,Shooting foul by G. Temple (drawn by J. Meeks),78,89
365,4,8:12.0,,J. Meeks makes free throw 1 of 2,78,90
366,4,8:12.0,,J. Meeks makes free throw 2 of 2,78,91
367,4,8:05.0,Turnover by N. Hilário (lost ball; steal by G. Monroe),,78,91
368,4,7:58.0,,A. Tolliver makes 3-pt jump shot from 28 ft (assist by S. Dinwiddie),78,94
369,4,7:41.0,R. Sessions makes 3-pt jump shot from 23 ft (assist by N. Hilário),,81,94
370,4,7:28.0,,Shooting foul by R. Sessions (drawn by G. Monroe),81,94
371,4,7:28.0,,G. Monroe makes free throw 1 of 2,81,95
372,4,7:28.0,P. Pierce enters the game for K. Humphries,,81,95
373,4,7:28.0,,G. Monroe misses free throw 2 of 2,81,95
374,4,7:28.0,Defensive rebound by N. Hilário,,81,95
375,4,7:11.0,Turnover by P. Pierce (step out of bounds),,81,95
376,4,6:58.0,,G. Monroe makes 2-pt layup at rim (assist by S. Dinwiddie),81,97
377,4,6:42.0,Shooting foul by C. Martin (drawn by R. Sessions),,81,97
378,4,6:42.0,R. Sessions makes free throw 1 of 2,,82,97
379,4,6:42.0,M. Gortat enters the game for N. Hilário,,82,97
380,4,6:42.0,R. Sessions misses free throw 2 of 2,,82,97
381,4,6:41.0,,Defensive rebound by G. Monroe,82,97
382,4,6:27.0,,C. Martin misses 3-pt jump shot from 25 ft,82,97
383,4,6:26.0,Defensive rebound by J. Wall,,82,97
