,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,ORLANDO_ACTION,LA LAKERS_SCORE,ORLANDO_SCORE
383,1OT,3:47.0,Defensive rebound by W. Ellington,,91,93
384,1OT,3:33.0,J. Clarkson misses 2-pt jump shot from 6 ft,,91,93
385,1OT,3:30.0,,Defensive rebound by W. Green,91,93
386,1OT,3:14.0,,V. Oladipo misses 2-pt layup at rim,91,93
387,1OT,3:12.0,,Offensive rebound by N. Vučević,91,93
388,1OT,3:12.0,,N. Vučević misses 2-pt tip-in from 1 ft,91,93
389,1OT,3:09.0,Defensive rebound by W. Johnson,,91,93
390,1OT,2:59.0,W. Johnson makes 3-pt jump shot from 25 ft (assist by J. Clarkson),,94,93
391,1OT,2:43.0,,E. Payton makes 2-pt layup from 1 ft,94,95
392,1OT,2:19.0,J. Clarkson misses 2-pt jump shot from 8 ft (block by T. Harris),,94,95
393,1OT,2:17.0,,Defensive rebound by N. Vučević,94,95
394,1OT,2:08.0,,Turnover by E. Payton (bad pass; steal by R. Sacre),94,95
395,1OT,2:04.0,W. Ellington misses 2-pt layup from 2 ft (block by W. Green),,94,95
396,1OT,2:04.0,Offensive rebound by Team,,94,95
397,1OT,2:02.0,W. Ellington misses 3-pt jump shot from 23 ft,,94,95
398,1OT,2:00.0,,Defensive rebound by T. Harris,94,95
399,1OT,1:45.0,,T. Harris makes 2-pt jump shot from 18 ft (assist by V. Oladipo),94,97
400,1OT,1:26.0,Turnover by W. Johnson (lost ball; steal by V. Oladipo),,94,97
401,1OT,1:24.0,,V. Oladipo makes 2-pt dunk at rim,94,99
402,1OT,1:24.0,LA Lakers full timeout,,94,99
403,1OT,1:19.0,R. Sacre makes 2-pt jump shot from 18 ft (assist by J. Clarkson),,96,99
404,1OT,1:03.0,,V. Oladipo misses 2-pt layup from 1 ft (block by R. Sacre),96,99
405,1OT,1:01.0,Defensive rebound by W. Johnson,,96,99
406,1OT,0:50.0,W. Ellington misses 2-pt layup from 1 ft,,96,99
407,1OT,0:46.0,,Defensive rebound by W. Green,96,99
408,1OT,0:32.0,,V. Oladipo misses 2-pt jump shot from 16 ft,96,99
409,1OT,0:29.0,Defensive rebound by W. Johnson,,96,99
410,1OT,0:24.0,J. Clarkson misses 2-pt layup from 2 ft,,96,99
411,1OT,0:21.0,,Defensive rebound by N. Vučević,96,99
412,1OT,0:21.0,,Personal take foul by R. Kelly (drawn by E. Payton),96,99
413,1OT,0:21.0,,L. Ridnour enters the game for E. Payton,96,99
414,1OT,0:18.0,,Personal take foul by R. Kelly (drawn by L. Ridnour),96,99
415,1OT,0:18.0,,L. Ridnour makes free throw 1 of 2,96,100
416,1OT,0:18.0,,L. Ridnour makes free throw 2 of 2,96,101
417,1OT,0:18.0,LA Lakers full timeout,,96,101
418,1OT,0:18.0,,E. Payton enters the game for L. Ridnour,96,101
419,1OT,0:15.0,R. Kelly misses 2-pt jump shot from 20 ft (block by N. Vučević),,96,101
420,1OT,0:15.0,,Defensive rebound by V. Oladipo,96,101
421,1OT,0:15.0,,Personal block foul by J. Clarkson (drawn by V. Oladipo),96,101
422,1OT,0:15.0,,V. Oladipo makes free throw 1 of 2,96,102
423,1OT,0:15.0,,V. Oladipo makes free throw 2 of 2,96,103
424,1OT,0:09.0,Shooting foul by N. Vučević (drawn by J. Clarkson),,96,103
425,1OT,0:09.0,J. Clarkson misses free throw 1 of 2,,96,103
426,1OT,0:09.0,Offensive rebound by Team,,96,103
427,1OT,0:09.0,,L. Ridnour enters the game for E. Payton,96,103
428,1OT,0:09.0,J. Clarkson makes free throw 2 of 2,,97,103
