,QUARTER,TIME_REMAINING,BOSTON_ACTION,MINNESOTA_ACTION,BOSTON_SCORE,MINNESOTA_SCORE
34,1,6:59.0,J. Crowder misses 2-pt jump shot from 14 ft,,6,6
35,1,6:58.0,,Defensive rebound by N. Peković,6,6
36,1,6:52.0,,Personal foul by J. Crowder (drawn by Z. LaVine),6,6
37,1,6:45.0,,N. Peković makes 2-pt jump shot from 3 ft (assist by Z. LaVine),6,8
38,1,6:31.0,J. Sullinger misses 2-pt jump shot from 13 ft,,6,8
39,1,6:30.0,,Defensive rebound by G. Dieng,6,8
40,1,6:24.0,,Turnover by Z. LaVine (lost ball; steal by A. Bradley),6,8
41,1,6:21.0,A. Bradley misses 2-pt layup at rim (block by A. Wiggins),,6,8
42,1,6:20.0,Offensive rebound by B. Bass,,6,8
43,1,6:19.0,B. Bass makes 2-pt dunk at rim,,8,8
44,1,6:00.0,,T. Young misses 2-pt jump shot from 21 ft,8,8
45,1,5:59.0,Defensive rebound by E. Turner,,8,8
46,1,5:51.0,Personal foul by N. Peković (drawn by J. Sullinger),,8,8
47,1,5:51.0,M. Smart enters the game for E. Turner,,8,8
48,1,5:37.0,J. Sullinger misses 3-pt jump shot from 25 ft,,8,8
49,1,5:36.0,,Defensive rebound by T. Young,8,8
50,1,5:21.0,,A. Wiggins misses 2-pt jump shot from 8 ft,8,8
51,1,5:20.0,,Offensive rebound by T. Young,8,8
52,1,5:19.0,,T. Young misses 2-pt layup from 2 ft,8,8
53,1,5:18.0,Defensive rebound by J. Sullinger,,8,8
54,1,5:11.0,,K. Martin enters the game for N. Peković,8,8
55,1,5:09.0,J. Sullinger misses 2-pt jump shot from 15 ft,,8,8
56,1,5:08.0,,Defensive rebound by G. Dieng,8,8
57,1,4:55.0,,K. Martin makes 2-pt jump shot from 16 ft,8,10
58,1,4:39.0,Shooting foul by T. Young (drawn by J. Sullinger),,8,10
59,1,4:39.0,J. Sullinger makes 2-pt layup from 2 ft,,10,10
60,1,4:39.0,,L. Brown enters the game for Z. LaVine,10,10
61,1,4:39.0,T. Zeller enters the game for B. Bass,,10,10
62,1,4:39.0,J. Sullinger makes free throw 1 of 1,,11,10
63,1,4:22.0,,Shooting block foul by M. Smart (drawn by T. Young),11,10
64,1,4:22.0,,T. Young makes free throw 1 of 2,11,11
65,1,4:22.0,M. Thornton enters the game for J. Crowder,,11,11
66,1,4:22.0,,T. Young makes free throw 2 of 2,11,12
67,1,4:07.0,T. Zeller misses 2-pt jump shot from 11 ft,,11,12
68,1,4:05.0,,Defensive rebound by T. Young,11,12
69,1,3:55.0,,Shooting foul by M. Thornton (drawn by K. Martin),11,12
70,1,3:55.0,,K. Martin makes 2-pt jump shot from 15 ft,11,14
71,1,3:55.0,,K. Martin makes free throw 1 of 1,11,15
72,1,3:47.0,Turnover by J. Sullinger (traveling),,11,15
73,1,3:35.0,,A. Wiggins makes 2-pt jump shot from 15 ft,11,17
74,1,3:13.0,A. Bradley misses 2-pt jump shot from 21 ft,,11,17
75,1,3:12.0,,Defensive rebound by T. Young,11,17
76,1,3:06.0,,G. Dieng makes 2-pt dunk at rim (assist by K. Martin),11,19
77,1,3:06.0,Boston full timeout,,11,19
78,1,3:06.0,G. Wallace enters the game for J. Sullinger,,11,19
79,1,3:06.0,T. Prince enters the game for A. Bradley,,11,19
80,1,2:53.0,M. Thornton makes 2-pt jump shot from 21 ft (assist by T. Prince),,13,19
81,1,2:38.0,,K. Martin misses 3-pt jump shot from 25 ft,13,19
82,1,2:37.0,Defensive rebound by G. Wallace,,13,19
83,1,2:23.0,M. Smart makes 3-pt jump shot from 25 ft (assist by M. Thornton),,16,19
84,1,2:23.0,Shooting foul by L. Brown (drawn by M. Smart),,16,19
85,1,2:23.0,M. Smart misses free throw 1 of 1,,16,19
86,1,2:23.0,,Defensive rebound by T. Young,16,19
87,1,2:10.0,,K. Martin misses 2-pt jump shot from 8 ft (block by M. Thornton),16,19
88,1,2:09.0,,Offensive rebound by K. Martin,16,19
89,1,2:02.0,,L. Brown makes 3-pt jump shot from 24 ft,16,22
90,1,1:44.0,T. Prince makes 2-pt jump shot from 21 ft (assist by M. Smart),,18,22
91,1,1:22.0,,Turnover by K. Martin (bad pass; steal by T. Prince),18,22
92,1,1:12.0,T. Zeller makes 2-pt jump shot from 3 ft (assist by M. Smart),,20,22
93,1,0:57.0,,K. Martin makes 2-pt jump shot from 7 ft,20,24
94,1,0:46.0,M. Thornton misses 2-pt jump shot from 20 ft,,20,24
95,1,0:45.0,Offensive rebound by T. Zeller,,20,24
96,1,0:44.0,,Violation by G. Dieng (def goaltending),20,24
97,1,0:44.0,T. Zeller makes 2-pt layup at rim,,22,24
98,1,0:26.0,,T. Young makes 2-pt hook shot from 8 ft,22,26
99,1,0:04.0,M. Thornton misses 3-pt jump shot from 25 ft,,22,26
100,1,0:03.0,,Defensive rebound by T. Young,22,26
101,1,0:01.0,,L. Brown misses 3-pt jump shot from 43 ft,22,26
102,1,0:00.0,,Offensive rebound by Team,22,26
103,2,11:48.0,,K. Martin misses 2-pt layup from 1 ft,22,26
104,2,11:46.0,Defensive rebound by T. Zeller,,22,26
105,2,11:37.0,M. Thornton misses 3-pt jump shot from 24 ft,,22,26
106,2,11:35.0,,Defensive rebound by K. Martin,22,26
107,2,11:23.0,,Personal foul by T. Prince (drawn by C. Budinger),22,26
108,2,11:23.0,,C. Budinger makes free throw 1 of 2,22,27
109,2,11:23.0,,C. Budinger makes free throw 2 of 2,22,28
110,2,11:10.0,M. Smart makes 3-pt jump shot from 23 ft (assist by M. Thornton),,25,28
111,2,10:55.0,,N. Peković makes 2-pt layup from 1 ft,25,30
112,2,10:55.0,,Shooting foul by T. Zeller (drawn by N. Peković),25,30
113,2,10:55.0,E. Turner enters the game for M. Thornton,,25,30
114,2,10:55.0,,N. Peković makes free throw 1 of 1,25,31
115,2,10:35.0,G. Wallace misses 2-pt layup at rim,,25,31
116,2,10:34.0,,Defensive rebound by A. Bennett,25,31
117,2,10:12.0,,K. Martin misses 2-pt jump shot from 20 ft,25,31
118,2,10:11.0,Defensive rebound by T. Zeller,,25,31
119,2,10:03.0,T. Zeller makes 2-pt jump shot from 7 ft (assist by M. Smart),,27,31
120,2,9:49.0,,Personal foul by T. Zeller (drawn by N. Peković),27,31
121,2,9:49.0,,A. Wiggins enters the game for K. Martin,27,31
122,2,9:38.0,,N. Peković misses 2-pt layup from 1 ft,27,31
123,2,9:37.0,Defensive rebound by G. Wallace,,27,31
124,2,9:31.0,Turnover by T. Prince (bad pass),,27,31
125,2,9:21.0,,L. Brown makes 3-pt jump shot from 24 ft,27,34
126,2,9:00.0,M. Smart misses 2-pt jump shot from 19 ft,,27,34
127,2,8:59.0,,Defensive rebound by A. Bennett,27,34
128,2,8:50.0,,A. Bennett misses 3-pt jump shot from 25 ft,27,34
129,2,8:49.0,Defensive rebound by T. Zeller,,27,34
130,2,8:38.0,T. Prince makes 2-pt jump shot from 16 ft (assist by E. Turner),,29,34
131,2,8:24.0,,N. Peković makes 2-pt layup from 2 ft (assist by L. Brown),29,36
132,2,8:00.0,T. Prince misses 2-pt jump shot from 20 ft,,29,36
133,2,7:58.0,,Defensive rebound by Team,29,36
134,2,7:58.0,,Minnesota full timeout,29,36
135,2,7:58.0,,T. Young enters the game for A. Bennett,29,36
136,2,7:58.0,A. Bradley enters the game for M. Smart,,29,36
137,2,7:58.0,J. Sullinger enters the game for T. Zeller,,29,36
138,2,7:58.0,J. Young enters the game for G. Wallace,,29,36
139,2,7:36.0,,L. Brown makes 2-pt jump shot from 6 ft,29,38
140,2,7:15.0,T. Prince makes 2-pt hook shot from 8 ft,,31,38
141,2,7:01.0,,A. Wiggins misses 2-pt jump shot from 19 ft,31,38
142,2,7:00.0,Defensive rebound by J. Young,,31,38
143,2,6:42.0,E. Turner misses 2-pt jump shot from 11 ft,,31,38
144,2,6:41.0,,Defensive rebound by C. Budinger,31,38
145,2,6:28.0,,T. Young makes 2-pt layup at rim,31,40
146,2,6:06.0,J. Sullinger makes 2-pt jump shot from 18 ft,,33,40
147,2,5:42.0,,T. Young misses 3-pt jump shot from 25 ft,33,40
148,2,5:41.0,Defensive rebound by J. Young,,33,40
149,2,5:30.0,T. Prince makes 2-pt layup from 1 ft,,35,40
150,2,5:30.0,,Minnesota full timeout,35,40
151,2,5:30.0,,Z. LaVine enters the game for L. Brown,35,40
152,2,5:30.0,,G. Dieng enters the game for N. Peković,35,40
153,2,5:30.0,B. Bass enters the game for T. Prince,,35,40
154,2,5:07.0,,A. Wiggins misses 3-pt jump shot from 25 ft,35,40
155,2,5:05.0,Defensive rebound by Team,,35,40
156,2,4:53.0,A. Bradley makes 2-pt jump shot from 16 ft,,37,40
157,2,4:34.0,,C. Budinger makes 2-pt jump shot from 4 ft (assist by Z. LaVine),37,42
158,2,4:18.0,Turnover by J. Sullinger (lost ball),,37,42
159,2,4:18.0,,K. Martin enters the game for C. Budinger,37,42
160,2,4:11.0,,Turnover by Z. LaVine (lost ball; steal by A. Bradley),37,42
161,2,3:58.0,Shooting foul by Z. LaVine (drawn by A. Bradley),,37,42
162,2,3:58.0,A. Bradley makes free throw 1 of 2,,38,42
163,2,3:58.0,A. Bradley makes free throw 2 of 2,,39,42
164,2,3:47.0,,K. Martin misses 2-pt jump shot from 7 ft,39,42
165,2,3:45.0,,Offensive rebound by G. Dieng,39,42
166,2,3:38.0,,G. Dieng misses 2-pt layup from 1 ft,39,42
167,2,3:37.0,Defensive rebound by B. Bass,,39,42
168,2,3:30.0,B. Bass makes 2-pt layup at rim (assist by E. Turner),,41,42
169,2,3:08.0,,A. Wiggins makes 2-pt layup at rim,41,44
170,2,2:51.0,A. Bradley misses 3-pt jump shot from 24 ft,,41,44
171,2,2:50.0,,Defensive rebound by G. Dieng,41,44
172,2,2:45.0,,Z. LaVine makes 2-pt dunk at rim (assist by A. Wiggins),41,46
173,2,2:45.0,Boston full timeout,,41,46
174,2,2:45.0,J. Crowder enters the game for J. Young,,41,46
175,2,2:32.0,J. Sullinger misses 2-pt layup from 1 ft,,41,46
176,2,2:30.0,,Defensive rebound by G. Dieng,41,46
177,2,2:17.0,,A. Wiggins misses 2-pt jump shot from 7 ft,41,46
178,2,2:15.0,,Offensive rebound by Z. LaVine,41,46
179,2,2:15.0,,Z. LaVine makes 2-pt dunk at rim,41,48
180,2,1:58.0,J. Crowder misses 2-pt jump shot from 21 ft,,41,48
181,2,1:57.0,Offensive rebound by B. Bass,,41,48
182,2,1:51.0,J. Crowder makes 2-pt layup from 1 ft (assist by E. Turner),,43,48
183,2,1:36.0,,K. Martin misses 3-pt jump shot from 24 ft,43,48
184,2,1:35.0,Defensive rebound by B. Bass,,43,48
185,2,1:17.0,J. Sullinger makes 2-pt layup from 2 ft,,45,48
186,2,0:55.0,,K. Martin misses 3-pt jump shot from 24 ft,45,48
187,2,0:53.0,Defensive rebound by Team,,45,48
188,2,0:38.0,B. Bass makes 2-pt dunk at rim (assist by E. Turner),,47,48
189,2,0:29.0,,Z. LaVine misses 2-pt jump shot from 16 ft,47,48
190,2,0:27.0,Defensive rebound by E. Turner,,47,48
191,2,0:01.0,E. Turner makes 2-pt jump shot from 14 ft,,49,48
192,2,0:00.0,,G. Dieng misses 3-pt jump shot from 56 ft,49,48
193,2,0:00.0,,Offensive rebound by Team,49,48
194,3,11:45.0,,Turnover by N. Peković (bad pass; steal by J. Crowder),49,48
195,3,11:29.0,Turnover by B. Bass (back court),,49,48
196,3,11:15.0,,Z. LaVine makes 2-pt jump shot from 21 ft,49,50
197,3,10:49.0,B. Bass misses 2-pt jump shot from 17 ft,,49,50
198,3,10:48.0,,Defensive rebound by Z. LaVine,49,50
199,3,10:42.0,,Shooting foul by J. Sullinger (drawn by Z. LaVine),49,50
200,3,10:42.0,,Z. LaVine makes free throw 1 of 2,49,51
201,3,10:42.0,,Z. LaVine makes free throw 2 of 2,49,52
202,3,10:32.0,Turnover by E. Turner (bad pass; steal by N. Peković),,49,52
203,3,10:23.0,,Z. LaVine makes 2-pt layup at rim,49,54
204,3,10:21.0,Boston full timeout,,49,54
205,3,10:09.0,A. Bradley misses 2-pt jump shot from 20 ft,,49,54
206,3,10:07.0,Offensive rebound by J. Sullinger,,49,54
207,3,10:06.0,J. Sullinger misses 2-pt layup at rim (block by G. Dieng),,49,54
208,3,10:05.0,,Defensive rebound by G. Dieng,49,54
209,3,9:50.0,,G. Dieng makes 2-pt dunk at rim (assist by N. Peković),49,56
210,3,9:32.0,B. Bass misses 2-pt layup from 1 ft,,49,56
211,3,9:31.0,Offensive rebound by J. Sullinger,,49,56
212,3,9:26.0,J. Crowder misses 3-pt jump shot from 25 ft,,49,56
213,3,9:24.0,,Defensive rebound by G. Dieng,49,56
214,3,9:15.0,,Shooting foul by J. Crowder (drawn by T. Young),49,56
215,3,9:15.0,,T. Young makes free throw 1 of 2,49,57
216,3,9:15.0,,T. Young makes free throw 2 of 2,49,58
217,3,9:04.0,Shooting foul by N. Peković (drawn by J. Sullinger),,49,58
218,3,9:04.0,J. Sullinger makes free throw 1 of 2,,50,58
219,3,9:04.0,J. Sullinger misses free throw 2 of 2,,50,58
220,3,9:03.0,Offensive rebound by Team,,50,58
221,3,8:57.0,E. Turner makes 2-pt jump shot from 19 ft (assist by J. Sullinger),,52,58
222,3,8:42.0,,Z. LaVine misses 2-pt jump shot from 20 ft,52,58
223,3,8:41.0,Defensive rebound by B. Bass,,52,58
224,3,8:30.0,B. Bass misses 2-pt jump shot from 18 ft,,52,58
225,3,8:28.0,,Defensive rebound by A. Wiggins,52,58
226,3,8:13.0,,A. Wiggins makes 2-pt layup from 2 ft,52,60
227,3,8:05.0,B. Bass misses 2-pt layup at rim (block by G. Dieng),,52,60
228,3,8:04.0,,Defensive rebound by T. Young,52,60
229,3,7:57.0,,N. Peković makes 2-pt layup at rim (assist by T. Young),52,62
230,3,7:40.0,Turnover by J. Sullinger (traveling),,52,62
231,3,7:40.0,T. Zeller enters the game for B. Bass,,52,62
232,3,7:40.0,M. Smart enters the game for J. Crowder,,52,62
233,3,7:40.0,T. Prince enters the game for E. Turner,,52,62
234,3,7:25.0,,Shooting foul by J. Sullinger (drawn by N. Peković),52,62
235,3,7:25.0,,N. Peković misses free throw 1 of 2,52,62
236,3,7:25.0,,Offensive rebound by Team,52,62
237,3,7:25.0,,N. Peković makes free throw 2 of 2,52,63
238,3,7:17.0,J. Sullinger makes 3-pt jump shot from 24 ft (assist by T. Prince),,55,63
239,3,6:57.0,,Z. LaVine makes 2-pt layup from 2 ft,55,65
240,3,6:43.0,A. Bradley makes 2-pt layup from 2 ft (assist by M. Smart),,57,65
241,3,6:22.0,,Z. LaVine makes 3-pt jump shot from 23 ft (assist by N. Peković),57,68
242,3,5:59.0,J. Sullinger misses 2-pt jump shot from 6 ft,,57,68
243,3,5:58.0,,Defensive rebound by N. Peković,57,68
244,3,5:46.0,,G. Dieng makes 2-pt jump shot from 13 ft (assist by Z. LaVine),57,70
245,3,5:28.0,A. Bradley misses 2-pt jump shot from 14 ft,,57,70
246,3,5:25.0,,Defensive rebound by G. Dieng,57,70
247,3,5:25.0,,Minnesota full timeout,57,70
248,3,5:25.0,,K. Martin enters the game for N. Peković,57,70
249,3,5:16.0,,T. Young misses 2-pt jump shot from 14 ft,57,70
250,3,5:11.0,Defensive rebound by J. Sullinger,,57,70
251,3,5:05.0,M. Smart makes 3-pt jump shot from 25 ft (assist by A. Bradley),,60,70
252,3,4:53.0,,Personal foul by T. Zeller (drawn by G. Dieng),60,70
253,3,4:44.0,,G. Dieng makes 2-pt jump shot from 12 ft (assist by Z. LaVine),60,72
254,3,4:27.0,M. Smart makes 3-pt jump shot from 24 ft (assist by J. Sullinger),,63,72
255,3,4:07.0,,Z. LaVine makes 2-pt jump shot from 19 ft (assist by T. Young),63,74
256,3,3:46.0,J. Sullinger misses 2-pt layup from 1 ft (block by G. Dieng),,63,74
257,3,3:44.0,,Defensive rebound by Z. LaVine,63,74
258,3,3:41.0,Offensive charge foul by Z. LaVine (drawn by T. Prince),,63,74
259,3,3:41.0,,Turnover by Z. LaVine (offensive foul),63,74
260,3,3:41.0,M. Thornton enters the game for A. Bradley,,63,74
261,3,3:31.0,Turnover by M. Smart (bad pass; steal by Z. LaVine),,63,74
262,3,3:21.0,,Shooting foul by T. Zeller (drawn by G. Dieng),63,74
263,3,3:21.0,,G. Dieng makes free throw 1 of 2,63,75
264,3,3:21.0,,G. Dieng makes free throw 2 of 2,63,76
265,3,3:12.0,Personal foul by K. Martin (drawn by T. Zeller),,63,76
266,3,3:12.0,P. Pressey enters the game for J. Sullinger,,63,76
267,3,3:05.0,M. Thornton makes 2-pt layup from 3 ft,,65,76
268,3,2:49.0,,K. Martin misses 2-pt jump shot from 20 ft,65,76
269,3,2:48.0,Defensive rebound by T. Zeller,,65,76
270,3,2:36.0,Turnover by T. Zeller (step out of bounds),,65,76
271,3,2:36.0,,C. Budinger enters the game for A. Wiggins,65,76
272,3,2:15.0,,G. Dieng misses 2-pt jump shot from 6 ft,65,76
273,3,2:13.0,Defensive rebound by T. Zeller,,65,76
274,3,2:04.0,T. Prince makes 2-pt layup at rim (assist by M. Smart),,67,76
275,3,1:46.0,,T. Young misses 2-pt layup at rim,67,76
276,3,1:45.0,Defensive rebound by T. Zeller,,67,76
277,3,1:39.0,M. Thornton makes 3-pt jump shot from 24 ft (assist by M. Smart),,70,76
278,3,1:20.0,,Turnover by G. Dieng (lost ball; steal by P. Pressey),70,76
279,3,1:14.0,M. Smart misses 3-pt jump shot from 25 ft,,70,76
280,3,1:13.0,,Defensive rebound by K. Martin,70,76
281,3,0:56.0,,G. Dieng makes 2-pt dunk at rim (assist by Z. LaVine),70,78
282,3,0:56.0,,Shooting foul by M. Smart (drawn by G. Dieng),70,78
283,3,0:56.0,,L. Brown enters the game for Z. LaVine,70,78
284,3,0:56.0,,A. Bennett enters the game for T. Young,70,78
285,3,0:56.0,,G. Dieng makes free throw 1 of 1,70,79
286,3,0:45.0,M. Thornton makes 2-pt jump shot from 21 ft (assist by T. Zeller),,72,79
287,3,0:31.0,,K. Martin makes 2-pt jump shot from 16 ft (assist by G. Dieng),72,81
288,3,0:24.0,P. Pressey makes 2-pt layup from 1 ft,,74,81
289,3,0:07.0,,Turnover by K. Martin (back court),74,81
290,3,0:01.0,P. Pressey misses 2-pt layup from 1 ft,,74,81
291,3,0:00.0,,Defensive rebound by A. Bennett,74,81
292,4,11:43.0,T. Prince misses 2-pt jump shot from 20 ft,,74,81
293,4,11:42.0,,Defensive rebound by C. Budinger,74,81
294,4,11:34.0,,K. Martin misses 3-pt jump shot from 24 ft,74,81
295,4,11:33.0,Defensive rebound by T. Prince,,74,81
296,4,11:17.0,M. Thornton makes 2-pt jump shot from 19 ft,,76,81
297,4,11:07.0,Violation by P. Pressey (kicked ball),,76,81
298,4,11:00.0,,K. Martin misses 2-pt layup from 1 ft,76,81
299,4,10:59.0,Defensive rebound by T. Prince,,76,81
300,4,10:52.0,M. Thornton misses 3-pt jump shot from 24 ft,,76,81
301,4,10:50.0,Offensive rebound by P. Pressey,,76,81
302,4,10:47.0,A. Bradley misses 3-pt jump shot from 23 ft,,76,81
303,4,10:46.0,,Defensive rebound by A. Bennett,76,81
304,4,10:39.0,,L. Brown misses 2-pt layup at rim,76,81
305,4,10:38.0,Defensive rebound by T. Zeller,,76,81
306,4,10:25.0,Personal foul by L. Brown (drawn by P. Pressey),,76,81
307,4,10:18.0,M. Thornton makes 2-pt layup from 1 ft (assist by P. Pressey),,78,81
308,4,10:01.0,,Turnover by L. Brown (bad pass; steal by P. Pressey),78,81
309,4,9:55.0,M. Thornton misses 2-pt jump shot from 20 ft,,78,81
310,4,9:54.0,,Defensive rebound by A. Bennett,78,81
311,4,9:38.0,,C. Budinger makes 3-pt jump shot from 24 ft (assist by L. Brown),78,84
312,4,9:17.0,T. Prince makes 2-pt layup from 1 ft,,80,84
313,4,9:03.0,,N. Peković misses 2-pt hook shot from 4 ft,80,84
314,4,9:02.0,Defensive rebound by T. Zeller,,80,84
315,4,8:50.0,P. Pressey misses 2-pt jump shot from 14 ft,,80,84
316,4,8:49.0,,Defensive rebound by A. Bennett,80,84
317,4,8:35.0,,Turnover by A. Bennett (bad pass; steal by T. Prince),80,84
318,4,8:30.0,M. Thornton misses 2-pt jump shot from 21 ft,,80,84
319,4,8:29.0,,Defensive rebound by Team,80,84
320,4,8:29.0,,Minnesota full timeout,80,84
321,4,8:29.0,J. Sullinger enters the game for T. Zeller,,80,84
322,4,8:29.0,,A. Wiggins enters the game for C. Budinger,80,84
323,4,8:29.0,,T. Young enters the game for A. Bennett,80,84
324,4,8:16.0,,Shooting foul by T. Prince (drawn by A. Wiggins),80,84
325,4,8:16.0,,A. Wiggins makes free throw 1 of 2,80,85
326,4,8:16.0,,A. Wiggins makes free throw 2 of 2,80,86
327,4,8:02.0,M. Thornton makes 2-pt layup from 2 ft,,82,86
328,4,7:48.0,,K. Martin makes 3-pt jump shot from 24 ft (assist by A. Wiggins),82,89
329,4,7:36.0,P. Pressey misses 3-pt jump shot from 25 ft,,82,89
330,4,7:35.0,,Defensive rebound by K. Martin,82,89
331,4,7:14.0,,K. Martin makes 2-pt jump shot from 20 ft,82,91
332,4,7:14.0,,Shooting foul by M. Thornton (drawn by K. Martin),82,91
333,4,7:14.0,E. Turner enters the game for M. Thornton,,82,91
334,4,7:14.0,,K. Martin makes free throw 1 of 1,82,92
335,4,6:56.0,J. Sullinger misses 2-pt jump shot from 17 ft,,82,92
336,4,6:55.0,,Defensive rebound by T. Young,82,92
337,4,6:41.0,,A. Wiggins misses 2-pt jump shot from 14 ft,82,92
338,4,6:40.0,Defensive rebound by A. Bradley,,82,92
339,4,6:28.0,T. Prince misses 2-pt jump shot from 6 ft,,82,92
340,4,6:27.0,,Defensive rebound by L. Brown,82,92
341,4,6:18.0,,Personal foul by J. Sullinger (drawn by N. Peković),82,92
342,4,6:18.0,M. Smart enters the game for P. Pressey,,82,92
343,4,6:18.0,B. Bass enters the game for T. Prince,,82,92
344,4,6:11.0,,K. Martin makes 3-pt jump shot from 24 ft,82,95
345,4,5:54.0,M. Smart misses 2-pt jump shot from 14 ft,,82,95
346,4,5:52.0,Offensive rebound by J. Sullinger,,82,95
347,4,5:45.0,A. Bradley makes 3-pt jump shot from 23 ft (assist by E. Turner),,85,95
348,4,5:33.0,,Shooting foul by E. Turner (drawn by N. Peković),85,95
349,4,5:33.0,,Minnesota full timeout,85,95
350,4,5:33.0,,N. Peković makes free throw 1 of 2,85,96
351,4,5:33.0,,N. Peković makes free throw 2 of 2,85,97
352,4,5:20.0,E. Turner makes 2-pt jump shot from 20 ft (assist by J. Sullinger),,87,97
353,4,5:11.0,Violation by M. Smart (kicked ball),,87,97
354,4,5:11.0,,G. Dieng enters the game for N. Peković,87,97
355,4,5:06.0,,K. Martin misses 2-pt layup from 2 ft (block by A. Bradley),87,97
356,4,5:04.0,Defensive rebound by J. Sullinger,,87,97
357,4,4:58.0,Turnover by B. Bass (lost ball),,87,97
358,4,4:46.0,,L. Brown misses 2-pt jump shot from 12 ft,87,97
359,4,4:44.0,,Offensive rebound by A. Wiggins,87,97
360,4,4:44.0,,A. Wiggins makes 2-pt tip-in at rim,87,99
361,4,4:32.0,J. Sullinger makes 2-pt layup from 1 ft (assist by E. Turner),,89,99
362,4,4:32.0,Shooting foul by G. Dieng (drawn by J. Sullinger),,89,99
363,4,4:32.0,J. Sullinger makes free throw 1 of 1,,90,99
364,4,4:17.0,,A. Wiggins makes 2-pt jump shot from 9 ft (assist by L. Brown),90,101
365,4,3:49.0,A. Bradley misses 3-pt jump shot from 25 ft,,90,101
366,4,3:48.0,,Defensive rebound by T. Young,90,101
367,4,3:25.0,,T. Young misses 2-pt jump shot from 9 ft,90,101
368,4,3:24.0,Defensive rebound by E. Turner,,90,101
369,4,3:14.0,Turnover by M. Smart (lost ball; steal by T. Young),,90,101
370,4,3:11.0,,Personal foul by A. Bradley (drawn by K. Martin),90,101
371,4,3:11.0,,K. Martin misses free throw 1 of 2,90,101
372,4,3:11.0,,Offensive rebound by Team,90,101
373,4,3:11.0,J. Young enters the game for B. Bass,,90,101
374,4,3:11.0,,K. Martin makes free throw 2 of 2,90,102
375,4,3:00.0,E. Turner makes 2-pt layup at rim,,92,102
376,4,2:46.0,,Shooting foul by E. Turner (drawn by G. Dieng),92,102
377,4,2:46.0,Boston full timeout,,92,102
378,4,2:46.0,,G. Dieng misses free throw 1 of 2,92,102
379,4,2:46.0,,Offensive rebound by Team,92,102
380,4,2:46.0,,G. Dieng makes free throw 2 of 2,92,103
381,4,2:32.0,J. Young misses 2-pt jump shot from 20 ft,,92,103
382,4,2:31.0,,Defensive rebound by A. Wiggins,92,103
383,4,2:08.0,,Turnover by Team (shot clock),92,103
384,4,1:56.0,Shooting foul by A. Wiggins (drawn by E. Turner),,92,103
385,4,1:56.0,E. Turner makes free throw 1 of 2,,93,103
386,4,1:56.0,B. Bass enters the game for J. Young,,93,103
387,4,1:56.0,E. Turner makes free throw 2 of 2,,94,103
