,QUARTER,TIME_REMAINING,DALLAS_ACTION,PHOENIX_ACTION,DALLAS_SCORE,PHOENIX_SCORE
83,1,2:54.0,,E. Bledsoe makes free throw 2 of 2,19,27
84,1,2:42.0,Shooting foul by M. Morris (drawn by A. Aminu),,19,27
85,1,2:42.0,A. Aminu misses free throw 1 of 2,,19,27
86,1,2:42.0,Offensive rebound by Team,,19,27
87,1,2:42.0,,A. Goodwin enters the game for E. Bledsoe,19,27
88,1,2:42.0,R. Jefferson enters the game for M. Ellis,,19,27
89,1,2:42.0,D. Nowitzki enters the game for C. Parsons,,19,27
90,1,2:42.0,A. Aminu makes free throw 2 of 2,,20,27
91,1,2:30.0,,T. Warren makes 2-pt jump shot from 16 ft (assist by A. Goodwin),20,29
92,1,2:20.0,D. Nowitzki misses 3-pt jump shot from 26 ft,,20,29
93,1,2:18.0,Offensive rebound by A. Stoudemire,,20,29
94,1,2:17.0,A. Stoudemire makes 2-pt layup from 1 ft,,22,29
95,1,2:07.0,Offensive charge foul by A. Goodwin (drawn by D. Harris),,22,29
96,1,2:07.0,,Turnover by A. Goodwin (offensive foul),22,29
97,1,2:07.0,,A. Price enters the game for P. Tucker,22,29
98,1,1:53.0,R. Jefferson misses 2-pt layup from 1 ft,,22,29
99,1,1:52.0,Offensive rebound by A. Stoudemire,,22,29
100,1,1:52.0,A. Stoudemire misses 2-pt dunk at rim,,22,29
101,1,1:50.0,Offensive rebound by A. Aminu,,22,29
102,1,1:49.0,A. Aminu misses 2-pt jump shot from 4 ft,,22,29
103,1,1:47.0,Offensive rebound by Team,,22,29
104,1,1:30.0,A. Aminu misses 2-pt jump shot from 3 ft,,22,29
105,1,1:29.0,Offensive rebound by A. Aminu,,22,29
106,1,1:26.0,A. Stoudemire makes 2-pt jump shot from 10 ft (assist by A. Aminu),,24,29
107,1,1:03.0,,B. Wright makes 2-pt layup from 2 ft,24,31
108,1,0:49.0,Personal foul by A. Goodwin (drawn by A. Aminu),,24,31
109,1,0:35.0,A. Stoudemire misses 2-pt jump shot from 18 ft,,24,31
110,1,0:33.0,,Defensive rebound by M. Morris,24,31
111,1,0:09.0,,B. Wright misses 2-pt jump shot from 6 ft,24,31
112,1,0:09.0,,Offensive rebound by B. Wright,24,31
113,1,0:09.0,,B. Wright makes 2-pt layup from 6 ft,24,33
114,1,0:02.0,R. Jefferson makes 3-pt jump shot from 24 ft,,27,33
115,2,11:41.0,,A. Price misses 3-pt jump shot from 25 ft,27,33
116,2,11:39.0,Defensive rebound by D. Nowitzki,,27,33
117,2,11:23.0,D. Nowitzki misses 2-pt jump shot from 13 ft,,27,33
118,2,11:21.0,Offensive rebound by A. Aminu,,27,33
119,2,11:17.0,D. Nowitzki misses 2-pt jump shot from 18 ft,,27,33
120,2,11:15.0,,Defensive rebound by A. Goodwin,27,33
121,2,11:02.0,,M. Morris makes 2-pt jump shot from 16 ft,27,35
122,2,10:52.0,A. Stoudemire makes 2-pt layup from 1 ft (assist by D. Harris),,29,35
123,2,10:33.0,,T. Warren makes 2-pt jump shot from 7 ft (assist by A. Goodwin),29,37
124,2,10:19.0,Shooting foul by A. Goodwin (drawn by R. Jefferson),,29,37
125,2,10:19.0,R. Jefferson misses free throw 1 of 2,,29,37
126,2,10:19.0,Offensive rebound by Team,,29,37
127,2,10:19.0,,M. Morris enters the game for A. Goodwin,29,37
128,2,10:19.0,R. Jefferson makes free throw 2 of 2,,30,37
129,2,10:03.0,,M. Morris misses 2-pt jump shot from 17 ft,30,37
130,2,10:02.0,,Offensive rebound by Team,30,37
131,2,9:52.0,,T. Warren misses 2-pt jump shot from 14 ft,30,37
132,2,9:50.0,Defensive rebound by A. Aminu,,30,37
133,2,9:43.0,R. Jefferson makes 2-pt jump shot from 20 ft,,32,37
134,2,9:23.0,,B. Wright misses 2-pt jump shot from 9 ft,32,37
135,2,9:21.0,,Offensive rebound by T. Warren,32,37
136,2,9:20.0,,Shooting foul by R. Jefferson (drawn by M. Morris),32,37
137,2,9:20.0,,M. Morris makes free throw 1 of 2,32,38
138,2,9:20.0,,M. Morris makes free throw 2 of 2,32,39
139,2,8:58.0,R. Jefferson makes 2-pt jump shot from 5 ft,,34,39
140,2,8:41.0,,A. Price makes 2-pt jump shot from 13 ft,34,41
141,2,8:32.0,D. Harris misses 3-pt jump shot from 24 ft,,34,41
142,2,8:30.0,,Defensive rebound by M. Morris,34,41
143,2,8:17.0,,Turnover by M. Morris (lost ball; steal by D. Nowitzki),34,41
144,2,8:13.0,A. Aminu makes 2-pt dunk at rim (assist by D. Harris),,36,41
145,2,7:49.0,,T. Warren makes 2-pt jump shot from 17 ft,36,43
146,2,7:31.0,A. Stoudemire misses 2-pt jump shot from 3 ft,,36,43
147,2,7:29.0,,Defensive rebound by M. Morris,36,43
148,2,7:19.0,,M. Morris misses 2-pt jump shot from 7 ft,36,43
149,2,7:17.0,Defensive rebound by D. Nowitzki,,36,43
150,2,7:08.0,Official timeout,,36,43
151,2,7:08.0,T. Chandler enters the game for D. Nowitzki,,36,43
152,2,7:08.0,C. Parsons enters the game for A. Stoudemire,,36,43
153,2,7:08.0,M. Ellis enters the game for D. Harris,,36,43
154,2,7:08.0,R. Rondo enters the game for R. Jefferson,,36,43
155,2,7:08.0,,E. Bledsoe enters the game for A. Price,36,43
156,2,7:02.0,M. Ellis misses 2-pt jump shot from 17 ft,,36,43
157,2,7:00.0,,Defensive rebound by M. Morris,36,43
158,2,6:50.0,,M. Morris makes 2-pt layup from 1 ft (assist by E. Bledsoe),36,45
159,2,6:34.0,C. Parsons misses 2-pt layup from 2 ft,,36,45
160,2,6:31.0,,Defensive rebound by B. Wright,36,45
161,2,6:28.0,,E. Bledsoe misses 3-pt jump shot from 25 ft,36,45
162,2,6:25.0,Defensive rebound by T. Chandler,,36,45
163,2,6:13.0,R. Rondo misses 2-pt jump shot from 15 ft,,36,45
164,2,6:11.0,,Defensive rebound by E. Bledsoe,36,45
165,2,5:51.0,,M. Morris misses 3-pt jump shot from 24 ft,36,45
166,2,5:49.0,Defensive rebound by C. Parsons,,36,45
167,2,5:27.0,Turnover by R. Rondo (bad pass; steal by M. Morris),,36,45
168,2,5:21.0,,Turnover by E. Bledsoe (lost ball; steal by C. Parsons),36,45
169,2,5:15.0,C. Parsons misses 3-pt jump shot from 25 ft,,36,45
170,2,5:13.0,,Defensive rebound by E. Bledsoe,36,45
171,2,5:07.0,,M. Morris misses 3-pt jump shot from 24 ft,36,45
172,2,5:04.0,,Offensive rebound by M. Morris,36,45
173,2,5:04.0,,Shooting foul by T. Chandler (drawn by M. Morris),36,45
174,2,5:04.0,,Phoenix full timeout,36,45
175,2,5:04.0,C. Villanueva enters the game for A. Aminu,,36,45
176,2,5:04.0,,A. Len enters the game for T. Warren,36,45
177,2,5:04.0,,P. Tucker enters the game for B. Wright,36,45
178,2,5:04.0,,M. Morris makes free throw 1 of 2,36,46
179,2,5:04.0,,M. Morris makes free throw 2 of 2,36,47
180,2,4:49.0,Shooting foul by A. Len (drawn by C. Parsons),,36,47
181,2,4:49.0,C. Parsons makes free throw 1 of 2,,37,47
182,2,4:49.0,,T. Warren enters the game for M. Morris,37,47
183,2,4:49.0,C. Parsons makes free throw 2 of 2,,38,47
184,2,4:40.0,,P. Tucker misses 3-pt jump shot from 23 ft,38,47
185,2,4:39.0,Defensive rebound by Team,,38,47
186,2,4:25.0,C. Villanueva misses 3-pt jump shot from 24 ft,,38,47
187,2,4:23.0,,Defensive rebound by M. Morris,38,47
188,2,4:14.0,,E. Bledsoe makes 2-pt layup from 1 ft,38,49
189,2,4:08.0,M. Ellis misses 2-pt layup from 2 ft,,38,49
190,2,4:05.0,,Defensive rebound by A. Len,38,49
191,2,3:53.0,,Turnover by P. Tucker (bad pass),38,49
192,2,3:37.0,R. Rondo makes 2-pt layup from 1 ft,,40,49
193,2,3:13.0,,M. Morris makes 2-pt jump shot from 16 ft (assist by T. Warren),40,51
194,2,3:00.0,R. Rondo misses 2-pt jump shot from 3 ft,,40,51
195,2,2:58.0,,Defensive rebound by E. Bledsoe,40,51
196,2,2:50.0,,Personal block foul by C. Parsons (drawn by E. Bledsoe),40,51
197,2,2:50.0,Dallas full timeout,,40,51
198,2,2:50.0,D. Nowitzki enters the game for C. Villanueva,,40,51
199,2,2:39.0,,M. Morris enters the game for T. Warren,40,51
200,2,2:35.0,,M. Morris misses 3-pt jump shot from 23 ft,40,51
201,2,2:33.0,Defensive rebound by T. Chandler,,40,51
202,2,2:15.0,Personal foul by E. Bledsoe (drawn by D. Nowitzki),,40,51
203,2,2:05.0,M. Ellis misses 3-pt jump shot from 25 ft,,40,51
204,2,2:05.0,,Defensive rebound by Team,40,51
205,2,2:05.0,Loose ball foul by T. Chandler (drawn by A. Len),,40,51
206,2,1:50.0,,Turnover by M. Morris (bad pass; steal by M. Ellis),40,51
207,2,1:50.0,,Violation by A. Len (kicked ball),40,51
208,2,1:33.0,Turnover by M. Ellis (traveling),,40,51
209,2,1:18.0,,P. Tucker makes 2-pt jump shot from 8 ft,40,53
210,2,1:08.0,D. Nowitzki misses 3-pt jump shot from 25 ft,,40,53
211,2,1:05.0,,Defensive rebound by M. Morris,40,53
212,2,1:02.0,,E. Bledsoe makes 2-pt jump shot from 18 ft,40,55
213,2,0:42.0,M. Ellis misses 2-pt jump shot from 16 ft,,40,55
214,2,0:40.0,,Defensive rebound by M. Morris,40,55
215,2,0:34.0,,E. Bledsoe misses 3-pt jump shot from 26 ft,40,55
216,2,0:31.0,Defensive rebound by M. Ellis,,40,55
217,2,0:12.0,Turnover by C. Parsons (bad pass; steal by M. Morris),,40,55
218,2,0:09.0,,Personal foul by D. Nowitzki (drawn by M. Morris),40,55
219,2,0:09.0,,B. Wright enters the game for A. Len,40,55
220,2,0:09.0,,M. Morris makes free throw 1 of 2,40,56
221,2,0:09.0,,A. Price enters the game for E. Bledsoe,40,56
222,2,0:09.0,,M. Morris makes free throw 2 of 2,40,57
223,2,0:03.0,Personal take foul by A. Price (drawn by M. Ellis),,40,57
224,2,0:00.0,M. Ellis makes 2-pt jump shot from 11 ft (assist by D. Nowitzki),,42,57
225,3,11:47.0,,P. Tucker misses 2-pt layup from 2 ft,42,57
226,3,11:44.0,Defensive rebound by D. Nowitzki,,42,57
227,3,11:32.0,D. Nowitzki makes 2-pt jump shot from 16 ft (assist by T. Chandler),,44,57
228,3,11:04.0,,Turnover by P. Tucker (bad pass; steal by D. Nowitzki),44,57
229,3,11:00.0,C. Parsons makes 2-pt layup at rim (assist by D. Nowitzki),,46,57
230,3,10:59.0,,Phoenix full timeout,46,57
231,3,10:44.0,,A. Len makes 2-pt dunk at rim,46,59
232,3,10:34.0,T. Chandler makes 2-pt layup from 2 ft (assist by R. Rondo),,48,59
233,3,10:21.0,,Personal foul by C. Parsons (drawn by M. Morris),48,59
234,3,10:06.0,,A. Len misses 2-pt jump shot from 16 ft,48,59
235,3,10:03.0,Defensive rebound by R. Rondo,,48,59
236,3,10:00.0,C. Parsons misses 3-pt jump shot from 25 ft,,48,59
237,3,9:58.0,,Defensive rebound by E. Bledsoe,48,59
238,3,9:49.0,,A. Len makes 2-pt layup from 1 ft (assist by M. Morris),48,61
239,3,9:25.0,R. Rondo makes 2-pt layup from 1 ft,,50,61
240,3,9:13.0,,Personal foul by C. Parsons (drawn by M. Morris),50,61
241,3,9:12.0,,Personal foul by R. Rondo (drawn by E. Bledsoe),50,61
242,3,9:07.0,,M. Morris makes 2-pt jump shot from 18 ft (assist by E. Bledsoe),50,63
243,3,8:53.0,D. Nowitzki makes 2-pt jump shot from 13 ft (assist by R. Rondo),,52,63
244,3,8:28.0,,A. Len makes 2-pt layup from 1 ft (assist by E. Bledsoe),52,65
245,3,8:04.0,Turnover by T. Chandler (lost ball; steal by P. Tucker),,52,65
246,3,7:58.0,,M. Morris makes 2-pt layup from 1 ft (assist by E. Bledsoe),52,67
247,3,7:57.0,Dallas full timeout,,52,67
248,3,7:46.0,R. Rondo misses 2-pt layup from 1 ft (block by E. Bledsoe),,52,67
249,3,7:44.0,,Defensive rebound by A. Len,52,67
250,3,7:39.0,,M. Morris makes 2-pt jump shot from 15 ft (assist by M. Morris),52,69
251,3,7:30.0,M. Ellis misses 2-pt jump shot from 17 ft,,52,69
252,3,7:28.0,Offensive rebound by M. Ellis,,52,69
253,3,7:23.0,R. Rondo misses 2-pt jump shot from 6 ft,,52,69
254,3,7:21.0,,Defensive rebound by M. Morris,52,69
255,3,7:04.0,,E. Bledsoe misses 3-pt jump shot from 25 ft,52,69
256,3,7:04.0,Defensive rebound by Team,,52,69
257,3,7:04.0,,Loose ball foul by M. Morris (drawn by T. Chandler),52,69
258,3,6:49.0,D. Nowitzki misses 2-pt jump shot from 18 ft,,52,69
259,3,6:47.0,Offensive rebound by T. Chandler,,52,69
260,3,6:36.0,D. Nowitzki makes 2-pt layup from 1 ft,,54,69
261,3,6:20.0,,Turnover by E. Bledsoe (bad pass; steal by M. Ellis),54,69
262,3,6:16.0,C. Parsons makes 2-pt layup from 2 ft (assist by R. Rondo),,56,69
263,3,6:16.0,Shooting foul by M. Morris (drawn by C. Parsons),,56,69
264,3,6:16.0,A. Aminu enters the game for D. Nowitzki,,56,69
265,3,6:16.0,,A. Price enters the game for E. Bledsoe,56,69
266,3,6:16.0,C. Parsons makes free throw 1 of 1,,57,69
267,3,5:57.0,,Turnover by M. Morris (bad pass; steal by M. Ellis),57,69
268,3,5:52.0,R. Rondo makes 2-pt layup from 1 ft (assist by M. Ellis),,59,69
269,3,5:43.0,,Personal foul by R. Rondo (drawn by A. Price),59,69
270,3,5:30.0,,M. Morris misses 2-pt jump shot from 15 ft,59,69
271,3,5:28.0,,Offensive rebound by A. Len,59,69
272,3,5:25.0,,A. Price misses 3-pt jump shot from 25 ft,59,69
273,3,5:24.0,Defensive rebound by C. Parsons,,59,69
274,3,5:11.0,C. Parsons makes 2-pt jump shot from 13 ft (assist by R. Rondo),,61,69
275,3,4:49.0,,Personal foul by M. Ellis (drawn by P. Tucker),61,69
276,3,4:49.0,,P. Tucker misses free throw 1 of 2,61,69
277,3,4:49.0,,Offensive rebound by Team,61,69
278,3,4:49.0,,B. Wright enters the game for A. Len,61,69
279,3,4:49.0,,P. Tucker misses free throw 2 of 2,61,69
280,3,4:48.0,Defensive rebound by T. Chandler,,61,69
281,3,4:34.0,,E. Bledsoe enters the game for M. Morris,61,69
282,3,4:30.0,M. Ellis makes 2-pt jump shot from 16 ft (assist by C. Parsons),,63,69
283,3,4:09.0,,Turnover by E. Bledsoe (bad pass; steal by C. Parsons),63,69
284,3,4:05.0,M. Ellis misses 2-pt layup from 2 ft (block by P. Tucker),,63,69
285,3,4:05.0,Offensive rebound by Team,,63,69
286,3,4:04.0,C. Parsons makes 2-pt layup from 1 ft (assist by A. Aminu),,65,69
287,3,4:04.0,Shooting foul by A. Price (drawn by C. Parsons),,65,69
288,3,4:04.0,C. Parsons misses free throw 1 of 1,,65,69
289,3,4:03.0,,Defensive rebound by M. Morris,65,69
290,3,3:39.0,,Turnover by Team (shot clock),65,69
291,3,3:39.0,,T. Warren enters the game for A. Price,65,69
292,3,3:32.0,C. Parsons misses 3-pt jump shot from 25 ft,,65,69
293,3,3:31.0,Offensive rebound by T. Chandler,,65,69
294,3,3:31.0,Shooting foul by P. Tucker (drawn by T. Chandler),,65,69
295,3,3:31.0,T. Chandler misses free throw 1 of 2,,65,69
296,3,3:31.0,Offensive rebound by Team,,65,69
297,3,3:31.0,T. Chandler makes free throw 2 of 2,,66,69
298,3,3:10.0,,B. Wright makes 2-pt jump shot from 8 ft,66,71
299,3,3:01.0,Shooting foul by B. Wright (drawn by M. Ellis),,66,71
300,3,3:01.0,M. Ellis makes free throw 1 of 2,,67,71
301,3,3:01.0,D. Nowitzki enters the game for C. Parsons,,67,71
302,3,3:01.0,A. Stoudemire enters the game for T. Chandler,,67,71
303,3,3:01.0,,M. Morris enters the game for M. Morris,67,71
304,3,3:01.0,M. Ellis makes free throw 2 of 2,,68,71
305,3,2:38.0,,M. Morris makes 2-pt dunk at rim (assist by E. Bledsoe),68,73
306,3,2:19.0,,Violation by B. Wright (def goaltending),68,73
307,3,2:19.0,M. Ellis makes 2-pt layup from 1 ft (assist by D. Nowitzki),,70,73
308,3,2:02.0,,E. Bledsoe makes 2-pt jump shot from 17 ft,70,75
309,3,1:47.0,M. Ellis misses 2-pt jump shot from 20 ft,,70,75
310,3,1:45.0,,Defensive rebound by M. Morris,70,75
311,3,1:35.0,,M. Morris misses 2-pt jump shot from 17 ft,70,75
312,3,1:33.0,Defensive rebound by A. Aminu,,70,75
313,3,1:30.0,M. Ellis makes 2-pt layup from 1 ft,,72,75
314,3,1:30.0,Shooting foul by P. Tucker (drawn by M. Ellis),,72,75
315,3,1:30.0,M. Ellis makes free throw 1 of 1,,73,75
316,3,1:20.0,,Shooting block foul by A. Stoudemire (drawn by E. Bledsoe),73,75
317,3,1:20.0,,E. Bledsoe makes free throw 1 of 2,73,76
318,3,1:20.0,,E. Bledsoe misses free throw 2 of 2,73,76
319,3,1:19.0,Defensive rebound by A. Aminu,,73,76
320,3,0:59.0,Shooting foul by E. Bledsoe (drawn by A. Stoudemire),,73,76
321,3,0:59.0,A. Stoudemire makes free throw 1 of 2,,74,76
322,3,0:59.0,A. Stoudemire makes free throw 2 of 2,,75,76
323,3,0:38.0,,Turnover by T. Warren (bad pass; steal by A. Aminu),75,76
324,3,0:29.0,M. Ellis misses 3-pt jump shot from 27 ft,,75,76
325,3,0:27.0,,Defensive rebound by Team,75,76
326,3,0:27.0,R. Jefferson enters the game for D. Nowitzki,,75,76
327,3,0:05.0,,M. Morris misses 3-pt jump shot from 25 ft,75,76
328,3,0:04.0,,Offensive rebound by P. Tucker,75,76
329,3,0:00.0,,P. Tucker misses 3-pt jump shot from 25 ft,75,76
330,3,0:00.0,,Offensive rebound by Team,75,76
331,4,11:39.0,A. Stoudemire makes 2-pt jump shot from 4 ft,,77,76
332,4,11:19.0,,E. Bledsoe misses 2-pt layup from 1 ft,77,76
333,4,11:16.0,Defensive rebound by D. Nowitzki,,77,76
334,4,11:13.0,M. Ellis misses 2-pt jump shot from 22 ft,,77,76
335,4,11:08.0,,Defensive rebound by M. Morris,77,76
336,4,11:03.0,,M. Morris misses 2-pt jump shot from 14 ft,77,76
337,4,11:01.0,Defensive rebound by A. Stoudemire,,77,76
338,4,10:55.0,R. Felton makes 3-pt jump shot from 25 ft,,80,76
339,4,10:37.0,,Personal foul by R. Felton (drawn by M. Morris),80,76
340,4,10:37.0,R. Jefferson enters the game for M. Ellis,,80,76
341,4,10:25.0,,M. Morris misses 2-pt jump shot from 17 ft,80,76
342,4,10:23.0,Defensive rebound by A. Aminu,,80,76
343,4,10:15.0,R. Jefferson makes 2-pt layup from 1 ft,,82,76
344,4,10:12.0,,Offensive foul by E. Bledsoe (drawn by R. Felton),82,76
345,4,10:12.0,,Turnover by E. Bledsoe (offensive foul),82,76
346,4,10:01.0,R. Felton misses 2-pt layup from 1 ft,,82,76
347,4,10:01.0,Offensive rebound by A. Stoudemire,,82,76
348,4,10:01.0,A. Stoudemire misses 2-pt tip-in at rim,,82,76
349,4,9:59.0,,Defensive rebound by M. Morris,82,76
350,4,9:44.0,,E. Bledsoe misses 2-pt jump shot from 7 ft,82,76
351,4,9:43.0,Defensive rebound by D. Nowitzki,,82,76
352,4,9:36.0,A. Aminu misses 2-pt jump shot from 4 ft,,82,76
353,4,9:34.0,,Defensive rebound by B. Wright,82,76
354,4,9:23.0,,M. Morris misses 3-pt jump shot from 24 ft,82,76
355,4,9:21.0,Defensive rebound by R. Jefferson,,82,76
356,4,9:09.0,Turnover by A. Aminu (bad pass; steal by E. Bledsoe),,82,76
357,4,9:09.0,,Personal foul by A. Aminu (drawn by M. Morris),82,76
358,4,8:53.0,,Personal foul by A. Stoudemire (drawn by E. Bledsoe),82,76
359,4,8:53.0,Official timeout,,82,76
360,4,8:43.0,,E. Bledsoe makes 2-pt jump shot from 17 ft,82,78
361,4,8:29.0,Turnover by R. Felton (bad pass; steal by M. Morris),,82,78
362,4,8:26.0,,Turnover by M. Morris (lost ball),82,78
363,4,8:11.0,A. Stoudemire makes 2-pt jump shot from 9 ft,,84,78
364,4,7:56.0,,E. Bledsoe misses 3-pt jump shot from 24 ft,84,78
365,4,7:54.0,Defensive rebound by D. Nowitzki,,84,78
366,4,7:43.0,R. Jefferson misses 2-pt jump shot from 11 ft,,84,78
367,4,7:41.0,,Defensive rebound by T. Warren,84,78
368,4,7:35.0,,T. Warren makes 2-pt jump shot from 7 ft (assist by E. Bledsoe),84,80
369,4,7:35.0,,Shooting block foul by R. Jefferson (drawn by T. Warren),84,80
370,4,7:35.0,R. Rondo enters the game for D. Nowitzki,,84,80
371,4,7:35.0,M. Ellis enters the game for R. Jefferson,,84,80
372,4,7:35.0,C. Parsons enters the game for R. Felton,,84,80
373,4,7:35.0,,A. Len enters the game for B. Wright,84,80
374,4,7:35.0,T. Chandler enters the game for A. Stoudemire,,84,80
375,4,7:35.0,,T. Warren misses free throw 1 of 1,84,80
376,4,7:34.0,Defensive rebound by C. Parsons,,84,80
377,4,7:14.0,C. Parsons makes 2-pt jump shot from 21 ft,,86,80
378,4,6:52.0,,E. Bledsoe misses 3-pt jump shot from 25 ft,86,80
379,4,6:50.0,Defensive rebound by A. Aminu,,86,80
380,4,6:38.0,C. Parsons misses 2-pt jump shot from 3 ft (block by A. Len),,86,80
381,4,6:35.0,,Defensive rebound by M. Morris,86,80
