,QUARTER,TIME_REMAINING,INDIANA_ACTION,NEW YORK_ACTION,INDIANA_SCORE,NEW YORK_SCORE
28,1,7:59.0,G. Hill makes free throw 1 of 1,,9,4
29,1,7:49.0,,Shooting foul by R. Hibbert (drawn by L. Galloway),9,4
30,1,7:49.0,,L. Galloway makes free throw 1 of 2,9,5
31,1,7:49.0,,L. Galloway makes free throw 2 of 2,9,6
32,1,7:33.0,S. Hill misses 3-pt jump shot from 23 ft,,9,6
33,1,7:31.0,,Defensive rebound by S. Larkin,9,6
34,1,7:08.0,,L. Amundson makes 2-pt hook shot from 3 ft,9,8
35,1,6:52.0,R. Hibbert makes 2-pt dunk at rim (assist by D. West),,11,8
36,1,6:30.0,,A. Bargnani misses 2-pt jump shot from 19 ft,11,8
37,1,6:28.0,Defensive rebound by G. Hill,,11,8
38,1,6:18.0,Shooting foul by L. Amundson (drawn by R. Hibbert),,11,8
39,1,6:18.0,R. Hibbert makes free throw 1 of 2,,12,8
40,1,6:18.0,,C. Aldrich enters the game for L. Amundson,12,8
41,1,6:18.0,,T. Hardaway enters the game for L. Galloway,12,8
42,1,6:18.0,R. Hibbert misses free throw 2 of 2,,12,8
43,1,6:17.0,,Defensive rebound by L. Thomas,12,8
44,1,6:08.0,,Personal foul by D. West (drawn by A. Bargnani),12,8
45,1,5:54.0,,Offensive foul by C. Aldrich (drawn by R. Hibbert),12,8
46,1,5:54.0,,Turnover by C. Aldrich (offensive foul),12,8
47,1,5:54.0,,New York full timeout,12,8
48,1,5:54.0,R. Stuckey enters the game for S. Hill,,12,8
49,1,5:42.0,G. Hill misses 2-pt layup from 2 ft,,12,8
50,1,5:40.0,Offensive rebound by R. Hibbert,,12,8
51,1,5:38.0,R. Hibbert makes 2-pt layup from 1 ft,,14,8
52,1,5:20.0,,L. Thomas misses 2-pt jump shot from 9 ft,14,8
53,1,5:18.0,Defensive rebound by R. Hibbert,,14,8
54,1,5:10.0,R. Hibbert misses 2-pt layup from 2 ft,,14,8
55,1,5:09.0,Offensive rebound by R. Hibbert,,14,8
56,1,5:08.0,R. Hibbert misses 2-pt layup from 1 ft (block by C. Aldrich),,14,8
57,1,5:07.0,,Defensive rebound by L. Thomas,14,8
58,1,5:00.0,,S. Larkin misses 2-pt jump shot from 15 ft,14,8
59,1,4:59.0,,Offensive rebound by Team,14,8
60,1,4:59.0,Loose ball foul by R. Stuckey (drawn by C. Aldrich),,14,8
61,1,4:59.0,P. George enters the game for C. Miles,,14,8
62,1,4:59.0,I. Mahinmi enters the game for R. Hibbert,,14,8
63,1,4:47.0,,T. Hardaway misses 3-pt jump shot from 24 ft,14,8
64,1,4:45.0,Defensive rebound by D. West,,14,8
65,1,4:33.0,I. Mahinmi misses 2-pt jump shot from 18 ft,,14,8
66,1,4:31.0,,Defensive rebound by T. Hardaway,14,8
67,1,4:27.0,,T. Hardaway misses 2-pt layup from 2 ft (block by I. Mahinmi),14,8
68,1,4:25.0,Defensive rebound by P. George,,14,8
69,1,4:19.0,G. Hill makes 2-pt jump shot from 13 ft,,16,8
70,1,4:19.0,Shooting foul by S. Larkin (drawn by G. Hill),,16,8
71,1,4:19.0,,R. Ledo enters the game for S. Larkin,16,8
72,1,4:19.0,,L. Galloway enters the game for L. Thomas,16,8
73,1,4:19.0,G. Hill makes free throw 1 of 1,,17,8
74,1,4:02.0,,Shooting foul by R. Stuckey (drawn by T. Hardaway),17,8
75,1,4:02.0,,T. Hardaway makes free throw 1 of 2,17,9
76,1,4:02.0,,T. Hardaway misses free throw 2 of 2,17,9
77,1,4:01.0,Defensive rebound by G. Hill,,17,9
78,1,3:45.0,P. George misses 2-pt layup from 1 ft,,17,9
79,1,3:43.0,,Defensive rebound by C. Aldrich,17,9
80,1,3:32.0,,A. Bargnani misses 2-pt jump shot from 13 ft,17,9
81,1,3:31.0,Defensive rebound by R. Stuckey,,17,9
82,1,3:26.0,R. Stuckey misses 2-pt layup from 3 ft,,17,9
83,1,3:25.0,,Defensive rebound by C. Aldrich,17,9
84,1,3:05.0,,A. Bargnani makes 2-pt jump shot from 20 ft (assist by R. Ledo),17,11
85,1,2:47.0,D. West makes 2-pt jump shot from 20 ft (assist by G. Hill),,19,11
86,1,2:35.0,,A. Bargnani misses 2-pt jump shot from 18 ft,19,11
87,1,2:33.0,Defensive rebound by R. Stuckey,,19,11
88,1,2:27.0,R. Stuckey makes 2-pt layup from 2 ft,,21,11
89,1,2:06.0,,L. Galloway misses 2-pt jump shot from 20 ft,21,11
90,1,2:04.0,Defensive rebound by P. George,,21,11
91,1,1:53.0,P. George misses 2-pt jump shot from 10 ft,,21,11
92,1,1:52.0,Offensive rebound by I. Mahinmi,,21,11
93,1,1:52.0,I. Mahinmi makes 2-pt tip-in from 2 ft,,23,11
94,1,1:38.0,,Turnover by A. Bargnani (lost ball),23,11
95,1,1:37.0,,Loose ball foul by L. Galloway (drawn by P. George),23,11
96,1,1:37.0,Indiana full timeout,,23,11
97,1,1:37.0,D. Sloan enters the game for D. West,,23,11
98,1,1:37.0,C. Miles enters the game for G. Hill,,23,11
99,1,1:37.0,L. Scola enters the game for I. Mahinmi,,23,11
100,1,1:37.0,I. Mahinmi enters the game for C. Miles,,23,11
101,1,1:37.0,,Q. Acy enters the game for A. Bargnani,23,11
102,1,1:37.0,,S. Larkin enters the game for L. Galloway,23,11
103,1,1:37.0,,J. Smith enters the game for C. Aldrich,23,11
104,1,1:37.0,P. George misses free throw 1 of 2,,23,11
105,1,1:37.0,Offensive rebound by Team,,23,11
106,1,1:37.0,P. George makes free throw 2 of 2,,24,11
107,1,1:26.0,,J. Smith makes 2-pt jump shot from 18 ft (assist by S. Larkin),24,13
108,1,1:10.0,P. George makes 2-pt jump shot from 15 ft,,26,13
109,1,1:00.0,,Shooting foul by P. George (drawn by R. Ledo),26,13
110,1,1:00.0,,R. Ledo misses free throw 1 of 2,26,13
111,1,1:00.0,,Offensive rebound by Team,26,13
112,1,1:00.0,,R. Ledo makes free throw 2 of 2,26,14
113,1,0:49.0,D. Sloan misses 3-pt jump shot from 24 ft,,26,14
114,1,0:47.0,,Defensive rebound by J. Smith,26,14
115,1,0:37.0,,Q. Acy misses 3-pt jump shot from 22 ft,26,14
116,1,0:35.0,Defensive rebound by R. Stuckey,,26,14
117,1,0:30.0,Turnover by R. Stuckey (bad pass),,26,14
118,1,0:13.0,,R. Ledo misses 3-pt jump shot from 24 ft,26,14
119,1,0:11.0,Defensive rebound by I. Mahinmi,,26,14
120,1,0:02.0,P. George misses 3-pt jump shot from 25 ft,,26,14
121,1,0:00.0,Offensive rebound by L. Scola,,26,14
122,2,11:46.0,Turnover by R. Stuckey (bad pass; steal by S. Larkin),,26,14
123,2,11:41.0,,S. Larkin makes 2-pt layup from 1 ft,26,16
124,2,11:29.0,P. George makes 3-pt jump shot from 24 ft (assist by D. Sloan),,29,16
125,2,11:29.0,,Loose ball foul by Q. Acy (drawn by L. Scola),29,16
126,2,11:29.0,L. Scola makes free throw 1 of 1,,30,16
127,2,11:16.0,,Q. Acy misses 3-pt jump shot from 26 ft,30,16
128,2,11:15.0,Defensive rebound by L. Scola,,30,16
129,2,11:07.0,P. George misses 3-pt jump shot from 24 ft,,30,16
130,2,11:05.0,,Defensive rebound by T. Hardaway,30,16
131,2,10:48.0,,Personal foul by L. Scola (drawn by J. Smith),30,16
132,2,10:40.0,,J. Smith misses 2-pt jump shot from 16 ft,30,16
133,2,10:38.0,Defensive rebound by P. George,,30,16
134,2,10:30.0,Turnover by L. Scola (traveling),,30,16
135,2,10:23.0,,R. Ledo makes 2-pt layup from 1 ft,30,18
136,2,10:11.0,L. Scola makes 2-pt layup from 1 ft,,32,18
137,2,9:57.0,,T. Hardaway misses 3-pt jump shot from 24 ft,32,18
138,2,9:56.0,Defensive rebound by I. Mahinmi,,32,18
139,2,9:41.0,C. Miles enters the game for P. George,,32,18
140,2,9:36.0,R. Stuckey misses 3-pt jump shot from 25 ft,,32,18
141,2,9:34.0,,Defensive rebound by R. Ledo,32,18
142,2,9:14.0,,Turnover by R. Ledo (bad pass; steal by D. Sloan),32,18
143,2,9:10.0,,Violation by R. Ledo (def goaltending),32,18
144,2,9:10.0,D. Sloan makes 2-pt layup from 2 ft,,34,18
145,2,8:57.0,,Q. Acy makes 2-pt jump shot from 18 ft,34,20
146,2,8:44.0,Official timeout,,34,20
147,2,8:44.0,,L. Thomas enters the game for T. Hardaway,34,20
148,2,8:44.0,,A. Bargnani enters the game for Q. Acy,34,20
149,2,8:41.0,C. Miles makes 2-pt jump shot from 18 ft (assist by R. Stuckey),,36,20
150,2,8:19.0,,L. Thomas misses 2-pt jump shot from 15 ft,36,20
151,2,8:17.0,Defensive rebound by R. Stuckey,,36,20
152,2,8:00.0,C. Miles misses 2-pt jump shot from 18 ft,,36,20
153,2,7:58.0,,Defensive rebound by J. Smith,36,20
154,2,7:49.0,,R. Ledo makes 2-pt jump shot from 19 ft (assist by S. Larkin),36,22
155,2,7:32.0,L. Scola makes 2-pt jump shot from 18 ft (assist by D. Sloan),,38,22
156,2,7:21.0,,Personal foul by I. Mahinmi (drawn by J. Smith),38,22
157,2,7:21.0,,L. Galloway enters the game for S. Larkin,38,22
158,2,7:21.0,L. Allen enters the game for I. Mahinmi,,38,22
159,2,7:07.0,,J. Smith makes 3-pt jump shot from 23 ft (assist by R. Ledo),38,25
160,2,6:50.0,D. Sloan makes 2-pt layup from 2 ft,,40,25
161,2,6:23.0,,R. Ledo misses 2-pt jump shot from 6 ft,40,25
162,2,6:22.0,Defensive rebound by L. Allen,,40,25
163,2,6:16.0,Personal foul by L. Thomas (drawn by L. Scola),,40,25
164,2,6:09.0,L. Scola makes 2-pt jump shot from 8 ft (assist by D. Sloan),,42,25
165,2,6:08.0,,New York full timeout,42,25
166,2,6:08.0,,S. Larkin enters the game for R. Ledo,42,25
167,2,6:08.0,S. Hill enters the game for R. Stuckey,,42,25
168,2,5:57.0,,A. Bargnani makes 3-pt jump shot from 24 ft (assist by L. Thomas),42,28
169,2,5:41.0,C. Miles misses 2-pt jump shot from 19 ft,,42,28
170,2,5:39.0,Offensive rebound by L. Allen,,42,28
171,2,5:28.0,L. Allen misses 2-pt jump shot from 19 ft,,42,28
172,2,5:27.0,,Defensive rebound by A. Bargnani,42,28
173,2,5:15.0,,J. Smith misses 3-pt jump shot from 25 ft,42,28
174,2,5:13.0,Defensive rebound by C. Miles,,42,28
175,2,5:04.0,C. Miles misses 3-pt jump shot from 23 ft,,42,28
176,2,5:02.0,,Defensive rebound by L. Galloway,42,28
177,2,4:58.0,,L. Galloway misses 2-pt layup from 2 ft,42,28
178,2,4:56.0,,Offensive rebound by A. Bargnani,42,28
179,2,4:56.0,,A. Bargnani misses 2-pt layup at rim,42,28
180,2,4:54.0,Defensive rebound by L. Allen,,42,28
181,2,4:53.0,Turnover by L. Allen (bad pass; steal by L. Thomas),,42,28
182,2,4:46.0,,A. Bargnani misses 2-pt jump shot from 5 ft,42,28
183,2,4:44.0,Defensive rebound by C. Miles,,42,28
184,2,4:34.0,C. Miles misses 3-pt jump shot from 25 ft,,42,28
185,2,4:32.0,,Defensive rebound by L. Galloway,42,28
186,2,4:23.0,,Personal foul by C. Miles (drawn by A. Bargnani),42,28
187,2,4:16.0,,Shooting foul by L. Allen (drawn by L. Galloway),42,28
188,2,4:16.0,,L. Galloway makes free throw 1 of 2,42,29
189,2,4:16.0,Indiana full timeout,,42,29
190,2,4:16.0,G. Hill enters the game for L. Scola,,42,29
191,2,4:16.0,D. West enters the game for D. Sloan,,42,29
192,2,4:16.0,,L. Galloway makes free throw 2 of 2,42,30
193,2,3:58.0,C. Miles makes 2-pt dunk at rim (assist by G. Hill),,44,30
194,2,3:40.0,,L. Galloway misses 2-pt layup from 3 ft (block by S. Hill),44,30
195,2,3:39.0,,Offensive rebound by Team,44,30
196,2,3:32.0,,J. Smith makes 2-pt jump shot from 7 ft,44,32
197,2,3:13.0,S. Hill makes 2-pt jump shot from 4 ft,,46,32
198,2,3:02.0,,Personal foul by D. West (drawn by A. Bargnani),46,32
199,2,3:02.0,,A. Bargnani makes free throw 1 of 2,46,33
200,2,3:02.0,,R. Ledo enters the game for L. Galloway,46,33
201,2,3:02.0,,A. Bargnani makes free throw 2 of 2,46,34
202,2,2:50.0,G. Hill makes 2-pt layup from 1 ft,,48,34
203,2,2:38.0,,Shooting foul by L. Allen (drawn by R. Ledo),48,34
204,2,2:38.0,,R. Ledo misses free throw 1 of 2,48,34
205,2,2:38.0,,Offensive rebound by Team,48,34
206,2,2:38.0,,R. Ledo makes free throw 2 of 2,48,35
207,2,2:17.0,G. Hill misses 2-pt jump shot from 16 ft,,48,35
208,2,2:16.0,,Defensive rebound by J. Smith,48,35
209,2,1:55.0,,L. Thomas makes 2-pt layup from 1 ft,48,37
210,2,1:40.0,D. West makes 2-pt jump shot from 19 ft (assist by G. Hill),,50,37
211,2,1:23.0,,A. Bargnani misses 2-pt jump shot from 15 ft,50,37
212,2,1:21.0,Defensive rebound by G. Hill,,50,37
213,2,1:12.0,Turnover by L. Allen (traveling),,50,37
214,2,1:00.0,,J. Smith misses 2-pt jump shot from 20 ft,50,37
215,2,0:59.0,Defensive rebound by D. West,,50,37
216,2,0:45.0,L. Allen makes 2-pt jump shot from 17 ft (assist by S. Hill),,52,37
217,2,0:32.0,,R. Ledo misses 2-pt layup from 2 ft,52,37
218,2,0:30.0,Defensive rebound by D. West,,52,37
219,2,0:29.0,Technical foul by D. West,,52,37
220,2,0:29.0,,A. Bargnani makes technical free throw,52,38
221,2,0:29.0,Indiana full timeout,,52,38
222,2,0:29.0,,Q. Acy enters the game for S. Larkin,52,38
223,2,0:14.0,Shooting foul by J. Smith (drawn by G. Hill),,52,38
224,2,0:14.0,G. Hill makes free throw 1 of 2,,53,38
225,2,0:14.0,L. Scola enters the game for D. West,,53,38
226,2,0:14.0,I. Mahinmi enters the game for L. Allen,,53,38
227,2,0:14.0,,S. Larkin enters the game for Q. Acy,53,38
228,2,0:14.0,G. Hill makes free throw 2 of 2,,54,38
229,2,0:14.0,,New York full timeout,54,38
230,2,0:00.0,,Turnover by J. Smith (bad pass; steal by C. Miles),54,38
231,3,11:44.0,C. Miles misses 2-pt jump shot from 21 ft,,54,38
232,3,11:42.0,,Defensive rebound by A. Bargnani,54,38
233,3,11:23.0,,L. Galloway makes 2-pt jump shot from 21 ft,54,40
234,3,11:08.0,R. Hibbert misses 2-pt layup from 2 ft,,54,40
235,3,11:06.0,,Defensive rebound by A. Bargnani,54,40
236,3,11:01.0,,L. Galloway misses 2-pt layup from 2 ft,54,40
237,3,11:00.0,,Offensive rebound by L. Amundson,54,40
238,3,11:00.0,,L. Amundson misses 2-pt tip-in from 2 ft,54,40
239,3,10:59.0,,Offensive rebound by L. Amundson,54,40
240,3,10:59.0,,L. Amundson misses 2-pt tip-in from 2 ft,54,40
241,3,10:58.0,,Offensive rebound by L. Amundson,54,40
242,3,10:58.0,,L. Amundson misses 2-pt tip-in from 2 ft,54,40
243,3,10:57.0,Defensive rebound by R. Hibbert,,54,40
244,3,10:39.0,S. Hill misses 3-pt jump shot from 25 ft,,54,40
245,3,10:37.0,Offensive rebound by R. Hibbert,,54,40
246,3,10:37.0,R. Hibbert misses 2-pt tip-in at rim,,54,40
247,3,10:36.0,Offensive rebound by R. Hibbert,,54,40
248,3,10:32.0,G. Hill makes 2-pt layup from 1 ft (assist by R. Hibbert),,56,40
249,3,10:08.0,,S. Larkin misses 2-pt jump shot from 13 ft,56,40
250,3,10:07.0,Defensive rebound by Team,,56,40
251,3,10:07.0,,Loose ball foul by L. Amundson (drawn by G. Hill),56,40
252,3,9:55.0,D. West makes 2-pt layup at rim (assist by G. Hill),,58,40
253,3,9:29.0,,L. Amundson misses 2-pt layup from 2 ft,58,40
254,3,9:27.0,,Offensive rebound by L. Amundson,58,40
255,3,9:27.0,,L. Amundson misses 2-pt tip-in from 2 ft,58,40
256,3,9:25.0,Defensive rebound by C. Miles,,58,40
257,3,9:19.0,S. Hill makes 2-pt layup at rim (assist by R. Hibbert),,60,40
258,3,9:00.0,Loose ball foul by S. Hill (drawn by L. Galloway),,60,40
259,3,8:49.0,,S. Larkin misses 2-pt jump shot from 18 ft,60,40
260,3,8:48.0,Defensive rebound by G. Hill,,60,40
261,3,8:34.0,R. Hibbert makes 2-pt layup at rim,,62,40
262,3,8:33.0,,New York full timeout,62,40
263,3,8:18.0,,S. Larkin misses 2-pt jump shot from 20 ft,62,40
264,3,8:16.0,Defensive rebound by D. West,,62,40
265,3,8:01.0,S. Hill misses 2-pt layup from 1 ft,,62,40
266,3,7:59.0,Offensive rebound by R. Hibbert,,62,40
267,3,7:59.0,R. Hibbert makes 2-pt tip-in from 1 ft,,64,40
268,3,7:36.0,,A. Bargnani makes 2-pt jump shot from 4 ft,64,42
269,3,7:22.0,Personal foul by A. Bargnani (drawn by R. Hibbert),,64,42
270,3,7:21.0,Inbound foul by S. Larkin,,64,42
271,3,7:21.0,G. Hill misses free throw 1 of 2,,64,42
272,3,7:21.0,Offensive rebound by Team,,64,42
273,3,7:21.0,G. Hill makes free throw 2 of 2,,65,42
274,3,7:08.0,,Shooting foul by R. Hibbert (drawn by L. Amundson),65,42
275,3,7:08.0,,L. Amundson misses free throw 1 of 2,65,42
276,3,7:08.0,,Offensive rebound by Team,65,42
277,3,7:08.0,Violation by D. West (lane),,65,42
278,3,7:08.0,,L. Amundson makes free throw 2 of 2,65,43
279,3,6:55.0,Personal foul by A. Bargnani (drawn by R. Hibbert),,65,43
280,3,6:54.0,S. Hill makes 2-pt dunk at rim (assist by C. Miles),,67,43
281,3,6:42.0,,Turnover by A. Bargnani (bad pass; steal by G. Hill),67,43
282,3,6:38.0,G. Hill makes 2-pt layup from 1 ft (assist by R. Hibbert),,69,43
283,3,6:20.0,,A. Bargnani makes 3-pt jump shot from 25 ft (assist by S. Larkin),69,46
284,3,6:01.0,D. West makes 2-pt layup from 1 ft (assist by R. Hibbert),,71,46
285,3,5:47.0,,L. Galloway misses 2-pt jump shot from 5 ft,71,46
286,3,5:45.0,Defensive rebound by G. Hill,,71,46
287,3,5:36.0,Turnover by C. Miles (offensive foul),,71,46
288,3,5:36.0,Offensive foul by C. Miles (drawn by S. Larkin),,71,46
289,3,5:36.0,,J. Smith enters the game for L. Amundson,71,46
290,3,5:36.0,,C. Aldrich enters the game for A. Bargnani,71,46
291,3,5:16.0,,Shooting foul by R. Hibbert (drawn by C. Aldrich),71,46
292,3,5:16.0,,C. Aldrich misses free throw 1 of 2,71,46
293,3,5:16.0,,Offensive rebound by Team,71,46
294,3,5:16.0,P. George enters the game for C. Miles,,71,46
295,3,5:16.0,,C. Aldrich makes free throw 2 of 2,71,47
296,3,4:57.0,Turnover by P. George (lost ball; steal by C. Aldrich),,71,47
297,3,4:52.0,,L. Galloway misses 2-pt layup from 2 ft (block by R. Hibbert),71,47
298,3,4:50.0,,Offensive rebound by S. Larkin,71,47
299,3,4:33.0,,L. Galloway makes 2-pt jump shot from 18 ft,71,49
300,3,4:11.0,Turnover by D. West (bad pass; steal by L. Galloway),,71,49
301,3,4:08.0,,Turnover by C. Aldrich (bad pass; steal by G. Hill),71,49
302,3,4:03.0,G. Hill misses 3-pt jump shot from 23 ft,,71,49
303,3,4:01.0,,Defensive rebound by L. Thomas,71,49
304,3,3:47.0,,L. Galloway makes 2-pt jump shot from 21 ft,71,51
305,3,3:35.0,Personal foul by J. Smith (drawn by D. West),,71,51
306,3,3:35.0,D. West misses free throw 1 of 2,,71,51
307,3,3:35.0,Offensive rebound by Team,,71,51
308,3,3:35.0,D. West makes free throw 2 of 2,,72,51
309,3,3:27.0,,Offensive foul by J. Smith (drawn by G. Hill),72,51
310,3,3:27.0,,Turnover by J. Smith (offensive foul),72,51
311,3,3:06.0,G. Hill makes 3-pt jump shot from 24 ft,,75,51
312,3,2:48.0,,J. Smith misses 2-pt jump shot from 20 ft,75,51
313,3,2:46.0,Defensive rebound by R. Hibbert,,75,51
314,3,2:37.0,Shooting foul by L. Galloway (drawn by S. Hill),,75,51
315,3,2:37.0,Indiana full timeout,,75,51
316,3,2:37.0,,T. Hardaway enters the game for L. Thomas,75,51
317,3,2:37.0,,Q. Acy enters the game for L. Galloway,75,51
318,3,2:37.0,,R. Ledo enters the game for C. Aldrich,75,51
319,3,2:37.0,I. Mahinmi enters the game for R. Hibbert,,75,51
320,3,2:37.0,S. Hill makes free throw 1 of 2,,76,51
321,3,2:37.0,S. Hill makes free throw 2 of 2,,77,51
322,3,2:13.0,,Turnover by S. Larkin (bad pass; steal by P. George),77,51
323,3,1:51.0,P. George misses 2-pt jump shot from 20 ft,,77,51
324,3,1:49.0,,Defensive rebound by J. Smith,77,51
325,3,1:34.0,,J. Smith makes 2-pt layup at rim,77,53
326,3,1:14.0,Shooting foul by Q. Acy (drawn by P. George),,77,53
327,3,1:14.0,P. George makes free throw 1 of 2,,78,53
328,3,1:14.0,R. Stuckey enters the game for S. Hill,,78,53
329,3,1:14.0,P. George makes free throw 2 of 2,,79,53
330,3,1:00.0,,Q. Acy makes 2-pt jump shot from 18 ft (assist by S. Larkin),79,55
331,3,0:45.0,G. Hill makes 2-pt jump shot from 4 ft,,81,55
332,3,0:34.0,,R. Ledo misses 2-pt jump shot from 3 ft,81,55
333,3,0:32.0,Defensive rebound by G. Hill,,81,55
334,3,0:29.0,Turnover by G. Hill (lost ball; steal by R. Ledo),,81,55
335,3,0:24.0,,Turnover by J. Smith (bad pass; steal by P. George),81,55
336,3,0:03.0,Shooting foul by R. Ledo (drawn by P. George),,81,55
337,3,0:03.0,P. George makes free throw 1 of 2,,82,55
338,3,0:03.0,P. George makes free throw 2 of 2,,83,55
339,4,11:44.0,,J. Smith misses 2-pt jump shot from 6 ft,83,55
340,4,11:42.0,Defensive rebound by I. Mahinmi,,83,55
341,4,11:29.0,Turnover by R. Stuckey (bad pass; steal by J. Smith),,83,55
342,4,11:19.0,,L. Galloway makes 3-pt jump shot from 24 ft (assist by R. Ledo),83,58
343,4,10:56.0,R. Stuckey makes 3-pt jump shot from 25 ft (assist by D. Sloan),,86,58
344,4,10:36.0,,J. Smith misses 2-pt jump shot from 12 ft,86,58
345,4,10:34.0,Defensive rebound by R. Stuckey,,86,58
346,4,10:26.0,Offensive foul by R. Stuckey (drawn by J. Smith),,86,58
347,4,10:26.0,Turnover by R. Stuckey (offensive foul),,86,58
348,4,10:14.0,,J. Smith makes 2-pt jump shot from 5 ft,86,60
349,4,10:04.0,Personal foul by L. Galloway (drawn by D. Sloan),,86,60
350,4,9:54.0,L. Scola misses 3-pt jump shot from 23 ft,,86,60
351,4,9:52.0,Offensive rebound by R. Stuckey,,86,60
352,4,9:43.0,Turnover by P. George (bad pass),,86,60
353,4,9:31.0,,Q. Acy makes 2-pt layup from 2 ft (assist by L. Galloway),86,62
354,4,9:13.0,R. Stuckey misses 3-pt jump shot from 24 ft,,86,62
355,4,9:11.0,,Defensive rebound by Q. Acy,86,62
356,4,9:05.0,,T. Hardaway makes 3-pt jump shot from 23 ft (assist by L. Galloway),86,65
357,4,9:03.0,Indiana full timeout,,86,65
358,4,9:03.0,C. Miles enters the game for P. George,,86,65
359,4,8:42.0,R. Stuckey misses 3-pt jump shot from 24 ft,,86,65
360,4,8:40.0,Offensive rebound by I. Mahinmi,,86,65
361,4,8:28.0,C. Miles misses 2-pt jump shot from 17 ft,,86,65
362,4,8:26.0,,Defensive rebound by L. Galloway,86,65
363,4,8:21.0,,T. Hardaway makes 3-pt jump shot from 25 ft (assist by L. Galloway),86,68
364,4,8:08.0,Shooting foul by Q. Acy (drawn by R. Stuckey),,86,68
365,4,8:08.0,R. Stuckey makes free throw 1 of 2,,87,68
366,4,8:08.0,R. Stuckey makes free throw 2 of 2,,88,68
367,4,7:58.0,,Shooting foul by I. Mahinmi (drawn by Q. Acy),88,68
368,4,7:58.0,,Q. Acy makes free throw 1 of 2,88,69
369,4,7:58.0,,Q. Acy makes free throw 2 of 2,88,70
370,4,7:47.0,Personal foul by J. Smith (drawn by C. Miles),,88,70
371,4,7:36.0,C. Miles makes 2-pt jump shot from 16 ft,,90,70
372,4,7:19.0,,T. Hardaway makes 3-pt jump shot from 25 ft (assist by Q. Acy),90,73
373,4,7:19.0,Loose ball foul by L. Scola (drawn by J. Smith),,90,73
374,4,7:19.0,,J. Smith makes free throw 1 of 1,90,74
375,4,7:04.0,Turnover by R. Stuckey (bad pass),,90,74
376,4,6:51.0,,J. Smith misses 2-pt jump shot from 4 ft,90,74
377,4,6:49.0,,Offensive rebound by L. Galloway,90,74
378,4,6:37.0,,R. Ledo misses 2-pt layup from 3 ft (block by I. Mahinmi),90,74
379,4,6:35.0,Defensive rebound by C. Miles,,90,74
380,4,6:30.0,C. Miles misses 3-pt jump shot from 24 ft,,90,74
381,4,6:28.0,,Defensive rebound by J. Smith,90,74
382,4,6:19.0,,L. Galloway misses 2-pt jump shot from 3 ft,90,74
383,4,6:17.0,Defensive rebound by L. Scola,,90,74
384,4,6:09.0,C. Miles makes 3-pt jump shot from 23 ft (assist by D. Sloan),,93,74
385,4,5:59.0,,New York full timeout,93,74
386,4,5:59.0,S. Hill enters the game for R. Stuckey,,93,74
387,4,5:59.0,,S. Larkin enters the game for R. Ledo,93,74
388,4,5:51.0,,L. Galloway makes 2-pt jump shot from 16 ft,93,76
389,4,5:33.0,I. Mahinmi makes 2-pt hook shot from 4 ft (assist by S. Hill),,95,76
390,4,5:19.0,,S. Larkin misses 2-pt layup from 1 ft,95,76
