,QUARTER,TIME_REMAINING,PHOENIX_ACTION,CHICAGO_ACTION,PHOENIX_SCORE,CHICAGO_SCORE
25,1,8:57.0,Defensive rebound by A. Len,,9,7
26,1,8:46.0,A. Len makes 2-pt dunk at rim (assist by G. Green),,11,7
27,1,8:29.0,,D. Rose misses 3-pt jump shot from 24 ft,11,7
28,1,8:28.0,Defensive rebound by P. Tucker,,11,7
29,1,8:21.0,Turnover by E. Bledsoe (bad pass; steal by D. Rose),,11,7
30,1,8:17.0,,J. Noah makes 2-pt layup from 2 ft (assist by M. Dunleavy),11,9
31,1,8:09.0,P. Tucker makes 2-pt layup from 2 ft,,13,9
32,1,7:51.0,,Shooting foul by A. Len (drawn by P. Gasol),13,9
33,1,7:51.0,,P. Gasol misses free throw 1 of 2,13,9
34,1,7:51.0,,Offensive rebound by Team,13,9
35,1,7:51.0,,P. Gasol makes free throw 2 of 2,13,10
36,1,7:41.0,G. Green misses 3-pt jump shot from 25 ft,,13,10
37,1,7:39.0,,Defensive rebound by P. Gasol,13,10
38,1,7:31.0,,P. Gasol makes 2-pt layup from 1 ft (assist by J. Noah),13,12
39,1,7:14.0,G. Green misses 2-pt jump shot from 22 ft,,13,12
40,1,7:10.0,Offensive rebound by E. Bledsoe,,13,12
41,1,7:06.0,G. Green makes 3-pt jump shot from 24 ft (assist by M. Morris),,16,12
42,1,6:54.0,,M. Dunleavy makes 3-pt jump shot from 25 ft (assist by J. Noah),16,15
43,1,6:41.0,Personal foul by M. Dunleavy (drawn by P. Tucker),,16,15
44,1,6:41.0,B. Knight enters the game for G. Green,,16,15
45,1,6:37.0,Turnover by E. Bledsoe (bad pass; steal by M. Dunleavy),,16,15
46,1,6:32.0,,M. Dunleavy misses 2-pt layup from 1 ft,16,15
47,1,6:31.0,,Offensive rebound by M. Dunleavy,16,15
48,1,6:31.0,,M. Dunleavy makes 2-pt layup from 1 ft,16,17
49,1,6:08.0,M. Morris misses 2-pt jump shot from 17 ft,,16,17
50,1,6:07.0,Offensive rebound by A. Len,,16,17
51,1,6:01.0,Turnover by B. Knight (bad pass),,16,17
52,1,5:54.0,Violation by M. Morris (kicked ball),,16,17
53,1,5:54.0,,Chicago full timeout,16,17
54,1,5:54.0,M. Morris enters the game for P. Tucker,,16,17
55,1,5:43.0,,D. Rose makes 3-pt jump shot from 24 ft (assist by J. Butler),16,20
56,1,5:30.0,B. Knight makes 2-pt jump shot from 21 ft,,18,20
57,1,5:22.0,,M. Dunleavy makes 3-pt jump shot from 24 ft (assist by D. Rose),18,23
58,1,5:04.0,M. Morris misses 2-pt jump shot from 13 ft,,18,23
59,1,5:03.0,,Defensive rebound by J. Noah,18,23
60,1,4:51.0,,P. Gasol makes 2-pt jump shot from 14 ft,18,25
61,1,4:37.0,B. Knight misses 3-pt jump shot from 25 ft,,18,25
62,1,4:36.0,,Defensive rebound by P. Gasol,18,25
63,1,4:28.0,,Turnover by D. Rose (offensive foul),18,25
64,1,4:28.0,Offensive charge foul by D. Rose (drawn by M. Morris),,18,25
65,1,4:28.0,,T. Gibson enters the game for J. Noah,18,25
66,1,4:28.0,,A. Brooks enters the game for D. Rose,18,25
67,1,4:28.0,B. Wright enters the game for M. Morris,,18,25
68,1,4:16.0,B. Knight misses 3-pt jump shot from 25 ft,,18,25
69,1,4:15.0,,Defensive rebound by P. Gasol,18,25
70,1,4:00.0,,J. Butler misses 2-pt jump shot from 15 ft,18,25
71,1,3:59.0,Defensive rebound by A. Len,,18,25
72,1,3:51.0,Turnover by E. Bledsoe (bad pass),,18,25
73,1,3:39.0,,Turnover by A. Brooks (bad pass; steal by E. Bledsoe),18,25
74,1,3:36.0,B. Wright makes 2-pt dunk at rim (assist by E. Bledsoe),,20,25
75,1,3:13.0,,T. Gibson misses 2-pt layup from 1 ft,20,25
76,1,3:12.0,Defensive rebound by B. Wright,,20,25
77,1,3:01.0,Turnover by E. Bledsoe (lost ball),,20,25
78,1,3:01.0,A. Goodwin enters the game for E. Bledsoe,,20,25
79,1,2:35.0,,A. Brooks misses 2-pt jump shot from 21 ft,20,25
80,1,2:34.0,Defensive rebound by A. Len,,20,25
81,1,2:24.0,B. Wright makes 2-pt jump shot from 7 ft (assist by B. Knight),,22,25
82,1,2:08.0,,P. Gasol makes 2-pt jump shot from 20 ft (assist by A. Brooks),22,27
83,1,1:53.0,Turnover by M. Morris (traveling),,22,27
84,1,1:53.0,Phoenix full timeout,,22,27
85,1,1:40.0,,M. Dunleavy misses 2-pt jump shot from 22 ft,22,27
86,1,1:39.0,Defensive rebound by A. Len,,22,27
87,1,1:29.0,A. Goodwin makes 2-pt layup from 2 ft,,24,27
88,1,1:16.0,Violation by A. Goodwin (def goaltending),,24,27
89,1,1:16.0,,M. Dunleavy makes 2-pt layup from 1 ft,24,29
90,1,1:00.0,B. Wright makes 2-pt jump shot from 6 ft (assist by B. Knight),,26,29
91,1,0:48.0,,J. Butler makes 2-pt layup from 2 ft (assist by P. Gasol),26,31
92,1,0:37.0,Turnover by B. Knight (bad pass; steal by J. Butler),,26,31
93,1,0:34.0,,J. Butler makes 2-pt dunk at rim,26,33
94,1,0:26.0,M. Morris makes 2-pt jump shot from 16 ft,,28,33
95,1,0:08.0,,T. Snell enters the game for M. Dunleavy,28,33
96,1,0:07.0,Personal take foul by A. Brooks (drawn by B. Knight),,28,33
97,1,0:00.0,B. Knight misses 2-pt layup from 2 ft,,28,33
98,1,0:00.0,Offensive rebound by Team,,28,33
99,2,11:46.0,,T. Snell makes 2-pt dunk at rim (assist by J. Noah),28,35
100,2,11:32.0,M. Morris makes 3-pt jump shot from 23 ft (assist by A. Goodwin),,31,35
101,2,11:18.0,,T. Snell misses 3-pt jump shot from 25 ft,31,35
102,2,11:17.0,,Offensive rebound by N. Mirotić,31,35
103,2,11:04.0,,N. Mirotić misses 3-pt jump shot from 24 ft,31,35
104,2,11:03.0,,Offensive rebound by J. Noah,31,35
105,2,11:03.0,,J. Noah misses 2-pt tip-in from 1 ft,31,35
106,2,11:01.0,Defensive rebound by M. Morris,,31,35
107,2,10:54.0,A. Goodwin misses 3-pt jump shot from 24 ft,,31,35
108,2,10:52.0,Offensive rebound by B. Wright,,31,35
109,2,10:44.0,M. Morris misses 3-pt jump shot from 24 ft,,31,35
110,2,10:41.0,,Defensive rebound by N. Mirotić,31,35
111,2,10:32.0,,Turnover by A. Brooks (bad pass),31,35
112,2,10:16.0,B. Knight makes 2-pt jump shot from 21 ft (assist by B. Wright),,33,35
113,2,10:01.0,,Def 3 sec tech foul by M. Morris,33,35
114,2,10:01.0,,A. Brooks makes technical free throw,33,36
115,2,9:50.0,,A. Brooks makes 3-pt jump shot from 24 ft,33,39
116,2,9:35.0,M. Morris makes 2-pt jump shot from 15 ft,,35,39
117,2,9:24.0,,Turnover by J. Noah (bad pass; steal by B. Wright),35,39
118,2,9:19.0,B. Knight misses 2-pt jump shot from 21 ft,,35,39
119,2,9:17.0,,Defensive rebound by J. Noah,35,39
120,2,9:02.0,,N. Mirotić makes 3-pt jump shot from 24 ft (assist by A. Brooks),35,42
121,2,8:40.0,M. Morris misses 2-pt jump shot from 10 ft,,35,42
122,2,8:39.0,,Defensive rebound by J. Noah,35,42
123,2,8:23.0,,Turnover by A. Brooks (bad pass; steal by M. Morris),35,42
124,2,8:20.0,A. Goodwin makes 2-pt dunk at rim (assist by M. Morris),,37,42
125,2,8:01.0,,T. Gibson misses 2-pt hook shot from 4 ft,37,42
126,2,7:59.0,Defensive rebound by M. Morris,,37,42
127,2,7:53.0,Personal foul by A. Brooks (drawn by B. Wright),,37,42
128,2,7:53.0,Phoenix full timeout,,37,42
129,2,7:45.0,M. Morris makes 2-pt jump shot from 18 ft,,39,42
130,2,7:29.0,,Turnover by T. Snell (bad pass; steal by B. Wright),39,42
131,2,7:25.0,A. Goodwin makes 2-pt layup from 1 ft (assist by M. Morris),,41,42
132,2,7:05.0,,A. Brooks misses 2-pt jump shot from 10 ft,41,42
133,2,7:04.0,Defensive rebound by M. Morris,,41,42
134,2,7:00.0,A. Goodwin makes 2-pt layup from 1 ft (assist by B. Knight),,43,42
135,2,7:00.0,,Chicago full timeout,43,42
136,2,7:00.0,,D. Rose enters the game for A. Brooks,43,42
137,2,7:00.0,,J. Butler enters the game for T. Snell,43,42
138,2,7:00.0,E. Bledsoe enters the game for B. Knight,,43,42
139,2,6:46.0,,N. Mirotić makes 3-pt jump shot from 24 ft (assist by D. Rose),43,45
140,2,6:22.0,E. Bledsoe makes 2-pt jump shot from 19 ft (assist by B. Wright),,45,45
141,2,6:09.0,,N. Mirotić makes 2-pt layup from 2 ft,45,47
142,2,5:59.0,Shooting foul by T. Gibson (drawn by M. Morris),,45,47
143,2,5:59.0,M. Morris misses free throw 1 of 2,,45,47
144,2,5:59.0,Offensive rebound by Team,,45,47
145,2,5:59.0,P. Tucker enters the game for A. Goodwin,,45,47
146,2,5:59.0,M. Morris misses free throw 2 of 2,,45,47
147,2,5:57.0,,Defensive rebound by J. Butler,45,47
148,2,5:46.0,,D. Rose misses 2-pt jump shot from 13 ft,45,47
149,2,5:46.0,,Offensive rebound by Team,45,47
150,2,5:46.0,,P. Gasol enters the game for J. Noah,45,47
151,2,5:30.0,,N. Mirotić misses 3-pt jump shot from 25 ft,45,47
152,2,5:29.0,,Offensive rebound by P. Gasol,45,47
153,2,5:28.0,Offensive charge foul by N. Mirotić (drawn by E. Bledsoe),,45,47
154,2,5:28.0,,Turnover by N. Mirotić (offensive foul),45,47
155,2,5:04.0,M. Morris misses 2-pt jump shot from 8 ft,,45,47
156,2,5:02.0,,Defensive rebound by P. Gasol,45,47
157,2,5:01.0,,Turnover by P. Gasol (bad pass; steal by P. Tucker),45,47
158,2,4:58.0,P. Tucker makes 2-pt jump shot from 22 ft,,47,47
159,2,4:38.0,,D. Rose makes 2-pt layup from 2 ft,47,49
160,2,4:30.0,Personal foul by D. Rose (drawn by E. Bledsoe),,47,49
161,2,4:30.0,A. Len enters the game for B. Wright,,47,49
162,2,4:30.0,,M. Dunleavy enters the game for N. Mirotić,47,49
163,2,4:30.0,,A. Brooks enters the game for D. Rose,47,49
164,2,4:21.0,M. Morris misses 3-pt jump shot from 25 ft,,47,49
165,2,4:20.0,,Defensive rebound by P. Gasol,47,49
166,2,4:06.0,,Personal foul by P. Tucker (drawn by M. Dunleavy),47,49
167,2,3:57.0,,A. Brooks misses 2-pt jump shot from 18 ft,47,49
168,2,3:56.0,Defensive rebound by E. Bledsoe,,47,49
169,2,3:39.0,M. Morris misses 2-pt jump shot from 8 ft,,47,49
170,2,3:39.0,,Defensive rebound by P. Gasol,47,49
171,2,3:39.0,,Personal foul by A. Len (drawn by P. Gasol),47,49
172,2,3:28.0,,J. Butler misses 2-pt jump shot from 16 ft,47,49
173,2,3:27.0,Defensive rebound by M. Morris,,47,49
174,2,3:10.0,P. Tucker misses 3-pt jump shot from 24 ft,,47,49
175,2,3:08.0,Offensive rebound by P. Tucker,,47,49
176,2,3:01.0,M. Morris makes 2-pt jump shot from 6 ft (assist by M. Morris),,49,49
177,2,2:39.0,,P. Gasol misses 2-pt jump shot from 5 ft (block by A. Len),49,49
178,2,2:39.0,,Offensive rebound by Team,49,49
179,2,2:39.0,Phoenix full timeout,,49,49
180,2,2:39.0,,J. Noah enters the game for T. Gibson,49,49
181,2,2:32.0,,J. Butler makes 2-pt jump shot from 6 ft,49,51
182,2,2:17.0,E. Bledsoe makes 3-pt jump shot from 25 ft,,52,51
183,2,1:53.0,,A. Brooks misses 2-pt jump shot from 18 ft,52,51
184,2,1:53.0,,Offensive rebound by J. Noah,52,51
185,2,1:53.0,,Shooting foul by P. Tucker (drawn by J. Noah),52,51
186,2,1:53.0,,J. Noah misses free throw 1 of 2,52,51
187,2,1:53.0,,Offensive rebound by Team,52,51
188,2,1:53.0,,J. Noah makes free throw 2 of 2,52,52
189,2,1:31.0,A. Len makes 2-pt jump shot from 14 ft,,54,52
190,2,1:15.0,Offensive charge foul by J. Butler (drawn by M. Morris),,54,52
191,2,1:15.0,,Turnover by J. Butler (offensive foul),54,52
192,2,1:15.0,B. Knight enters the game for P. Tucker,,54,52
193,2,1:07.0,E. Bledsoe makes 2-pt jump shot from 13 ft,,56,52
194,2,0:52.0,,M. Dunleavy misses 2-pt layup from 1 ft (block by E. Bledsoe),56,52
195,2,0:49.0,Defensive rebound by A. Len,,56,52
196,2,0:43.0,M. Morris misses 2-pt jump shot from 19 ft,,56,52
197,2,0:42.0,,Defensive rebound by Team,56,52
198,2,0:42.0,B. Wright enters the game for A. Len,,56,52
199,2,0:33.0,,A. Brooks misses 3-pt jump shot from 25 ft,56,52
200,2,0:32.0,Defensive rebound by M. Morris,,56,52
201,2,0:12.0,Turnover by M. Morris (traveling),,56,52
202,2,0:00.0,,J. Butler misses 2-pt jump shot from 21 ft,56,52
203,2,0:00.0,,Offensive rebound by Team,56,52
204,3,11:39.0,,P. Gasol makes 2-pt hook shot from 7 ft,56,54
205,3,11:22.0,M. Morris misses 2-pt jump shot from 21 ft,,56,54
206,3,11:21.0,,Defensive rebound by P. Gasol,56,54
207,3,11:06.0,,D. Rose misses 3-pt jump shot from 26 ft,56,54
208,3,11:04.0,Defensive rebound by P. Tucker,,56,54
209,3,10:47.0,P. Tucker misses 2-pt jump shot from 16 ft,,56,54
210,3,10:46.0,,Defensive rebound by J. Butler,56,54
211,3,10:33.0,,M. Dunleavy misses 3-pt jump shot from 25 ft,56,54
212,3,10:32.0,Defensive rebound by A. Len,,56,54
213,3,10:26.0,P. Tucker makes 3-pt jump shot from 24 ft (assist by G. Green),,59,54
214,3,10:11.0,,P. Gasol makes 2-pt jump shot from 16 ft (assist by M. Dunleavy),59,56
215,3,10:01.0,G. Green makes 2-pt jump shot from 13 ft,,61,56
216,3,9:45.0,,J. Butler makes 2-pt dunk at rim (assist by M. Dunleavy),61,58
217,3,9:24.0,E. Bledsoe misses 2-pt jump shot from 9 ft,,61,58
218,3,9:23.0,Offensive rebound by E. Bledsoe,,61,58
219,3,9:23.0,Turnover by P. Tucker (step out of bounds),,61,58
220,3,8:57.0,,J. Butler misses 2-pt jump shot from 21 ft,61,58
221,3,8:56.0,Defensive rebound by E. Bledsoe,,61,58
222,3,8:46.0,Shooting foul by J. Noah (drawn by M. Morris),,61,58
223,3,8:46.0,M. Morris misses free throw 1 of 2,,61,58
224,3,8:46.0,Offensive rebound by Team,,61,58
225,3,8:46.0,M. Morris misses free throw 2 of 2,,61,58
226,3,8:43.0,,Defensive rebound by J. Butler,61,58
227,3,8:32.0,,Turnover by P. Gasol (bad pass; steal by M. Morris),61,58
228,3,8:23.0,P. Tucker makes 3-pt jump shot from 23 ft (assist by G. Green),,64,58
229,3,8:12.0,,D. Rose misses 2-pt layup from 2 ft,64,58
230,3,8:11.0,Defensive rebound by G. Green,,64,58
231,3,8:07.0,G. Green misses 2-pt layup from 3 ft,,64,58
232,3,8:06.0,,Defensive rebound by M. Dunleavy,64,58
233,3,8:00.0,,J. Butler makes 2-pt layup from 2 ft (assist by M. Dunleavy),64,60
234,3,7:42.0,A. Len misses 2-pt layup from 1 ft (block by P. Gasol),,64,60
235,3,7:40.0,,Defensive rebound by D. Rose,64,60
236,3,7:36.0,,M. Dunleavy makes 2-pt layup at rim (assist by D. Rose),64,62
237,3,7:32.0,Phoenix full timeout,,64,62
238,3,7:13.0,A. Len misses 2-pt layup from 2 ft (block by P. Gasol),,64,62
239,3,7:11.0,,Defensive rebound by J. Butler,64,62
240,3,6:57.0,,J. Noah misses 2-pt jump shot from 17 ft,64,62
241,3,6:56.0,Defensive rebound by P. Tucker,,64,62
242,3,6:46.0,G. Green makes 3-pt jump shot from 23 ft (assist by A. Len),,67,62
243,3,6:17.0,,J. Butler misses 2-pt jump shot from 20 ft,67,62
244,3,6:16.0,Defensive rebound by E. Bledsoe,,67,62
245,3,6:13.0,Personal foul by J. Butler (drawn by E. Bledsoe),,67,62
246,3,6:13.0,B. Knight enters the game for G. Green,,67,62
247,3,6:09.0,Turnover by M. Morris (bad pass; steal by J. Noah),,67,62
248,3,6:07.0,,Shooting foul by M. Morris (drawn by J. Butler),67,62
249,3,6:07.0,,J. Butler makes free throw 1 of 2,67,63
250,3,6:07.0,,J. Butler makes free throw 2 of 2,67,64
251,3,5:44.0,M. Morris misses 2-pt jump shot from 21 ft,,67,64
252,3,5:43.0,,Defensive rebound by P. Gasol,67,64
253,3,5:42.0,,Turnover by P. Gasol (lost ball; steal by P. Tucker),67,64
254,3,5:39.0,P. Tucker misses 2-pt layup from 2 ft,,67,64
255,3,5:38.0,,Defensive rebound by P. Gasol,67,64
256,3,5:28.0,,J. Butler makes 2-pt layup from 2 ft (assist by D. Rose),67,66
257,3,5:21.0,Turnover by B. Knight (offensive foul),,67,66
258,3,5:21.0,,Offensive charge foul by B. Knight (drawn by J. Butler),67,66
259,3,5:09.0,,D. Rose misses 2-pt jump shot from 11 ft,67,66
260,3,5:08.0,Defensive rebound by A. Len,,67,66
261,3,5:02.0,B. Knight makes 2-pt jump shot from 8 ft,,69,66
262,3,4:48.0,,Personal foul by P. Tucker (drawn by M. Dunleavy),69,66
263,3,4:48.0,,T. Gibson enters the game for J. Noah,69,66
264,3,4:44.0,,D. Rose makes 2-pt layup from 3 ft,69,68
265,3,4:33.0,A. Len makes 2-pt jump shot from 13 ft (assist by E. Bledsoe),,71,68
266,3,4:10.0,,J. Butler misses 2-pt layup from 1 ft,71,68
267,3,4:09.0,,Offensive rebound by T. Gibson,71,68
268,3,4:09.0,,T. Gibson makes 2-pt tip-in from 1 ft,71,70
269,3,4:00.0,B. Knight makes 2-pt layup from 1 ft,,73,70
270,3,3:59.0,Technical foul by M. Morris,,73,70
271,3,3:59.0,,D. Rose makes technical free throw,73,71
272,3,3:59.0,B. Wright enters the game for M. Morris,,73,71
273,3,3:52.0,,D. Rose misses 2-pt layup from 2 ft,73,71
274,3,3:51.0,Defensive rebound by P. Tucker,,73,71
275,3,3:37.0,A. Len makes 2-pt jump shot from 14 ft (assist by E. Bledsoe),,75,71
276,3,3:15.0,,Shooting foul by A. Len (drawn by P. Gasol),75,71
277,3,3:15.0,,P. Gasol makes free throw 1 of 2,75,72
278,3,3:15.0,,A. Brooks enters the game for D. Rose,75,72
279,3,3:15.0,,P. Gasol makes free throw 2 of 2,75,73
280,3,3:01.0,B. Knight makes 3-pt jump shot from 26 ft (assist by E. Bledsoe),,78,73
281,3,2:50.0,,Turnover by A. Brooks (step out of bounds),78,73
282,3,2:50.0,,Chicago full timeout,78,73
283,3,2:50.0,A. Goodwin enters the game for P. Tucker,,78,73
284,3,2:50.0,M. Morris enters the game for E. Bledsoe,,78,73
285,3,2:31.0,Shooting foul by T. Gibson (drawn by B. Wright),,78,73
286,3,2:31.0,B. Wright misses free throw 1 of 2,,78,73
287,3,2:31.0,Offensive rebound by Team,,78,73
288,3,2:31.0,B. Wright makes free throw 2 of 2,,79,73
289,3,2:10.0,,A. Brooks misses 3-pt jump shot from 23 ft,79,73
290,3,2:08.0,,Offensive rebound by T. Gibson,79,73
291,3,2:07.0,,T. Gibson misses 2-pt layup from 2 ft,79,73
292,3,2:06.0,,Offensive rebound by P. Gasol,79,73
293,3,2:06.0,,P. Gasol misses 2-pt tip-in from 2 ft,79,73
294,3,2:05.0,Defensive rebound by B. Wright,,79,73
295,3,1:57.0,A. Goodwin makes 2-pt layup from 1 ft (assist by B. Knight),,81,73
296,3,1:38.0,,P. Gasol makes 2-pt jump shot from 18 ft,81,75
297,3,1:31.0,B. Knight misses 3-pt jump shot from 25 ft,,81,75
298,3,1:30.0,,Defensive rebound by P. Gasol,81,75
299,3,1:14.0,,M. Dunleavy makes 3-pt jump shot from 24 ft (assist by J. Butler),81,78
300,3,0:55.0,B. Knight makes 2-pt jump shot from 10 ft,,83,78
301,3,0:42.0,,A. Brooks misses 3-pt jump shot from 22 ft,83,78
302,3,0:41.0,Defensive rebound by A. Len,,83,78
303,3,0:37.0,Personal foul by M. Dunleavy (drawn by A. Goodwin),,83,78
304,3,0:37.0,,T. Snell enters the game for J. Butler,83,78
305,3,0:28.0,M. Morris misses 3-pt jump shot from 24 ft,,83,78
306,3,0:27.0,,Defensive rebound by P. Gasol,83,78
307,3,0:07.0,,P. Gasol makes 3-pt jump shot from 22 ft (assist by A. Brooks),83,81
308,3,0:02.0,Turnover by A. Goodwin (lost ball; steal by T. Snell),,83,81
309,3,0:00.0,,M. Dunleavy misses 3-pt jump shot from 58 ft,83,81
310,3,0:00.0,,Offensive rebound by Team,83,81
311,4,11:42.0,M. Morris makes 2-pt jump shot from 17 ft,,85,81
312,4,11:23.0,,T. Gibson makes 2-pt jump shot from 17 ft (assist by A. Brooks),85,83
313,4,11:03.0,M. Morris misses 2-pt jump shot from 10 ft,,85,83
314,4,11:02.0,,Defensive rebound by J. Noah,85,83
315,4,10:57.0,,Personal foul by B. Wright (drawn by N. Mirotić),85,83
316,4,10:51.0,,T. Gibson makes 2-pt dunk at rim (assist by J. Noah),85,85
317,4,10:31.0,B. Knight misses 3-pt jump shot from 26 ft,,85,85
318,4,10:30.0,,Defensive rebound by J. Noah,85,85
319,4,10:19.0,,N. Mirotić misses 3-pt jump shot from 23 ft,85,85
320,4,10:18.0,Defensive rebound by M. Morris,,85,85
321,4,10:00.0,M. Morris misses 2-pt jump shot from 10 ft,,85,85
322,4,10:00.0,,Defensive rebound by A. Brooks,85,85
323,4,9:38.0,,N. Mirotić misses 2-pt jump shot from 14 ft,85,85
324,4,9:37.0,,Offensive rebound by T. Gibson,85,85
325,4,9:32.0,,A. Brooks makes 3-pt jump shot from 25 ft (assist by J. Noah),85,88
326,4,9:22.0,Phoenix full timeout,,85,88
327,4,9:07.0,M. Morris misses 2-pt layup from 1 ft (block by J. Noah),,85,88
328,4,9:04.0,Offensive rebound by A. Goodwin,,85,88
329,4,9:00.0,A. Goodwin misses 2-pt jump shot from 19 ft,,85,88
330,4,8:59.0,,Defensive rebound by N. Mirotić,85,88
331,4,8:44.0,,A. Brooks makes 3-pt jump shot from 25 ft (assist by J. Noah),85,91
332,4,8:25.0,A. Goodwin makes 2-pt layup from 1 ft,,87,91
333,4,8:01.0,,T. Gibson makes 2-pt jump shot from 12 ft (assist by A. Brooks),87,93
334,4,7:43.0,M. Morris makes 2-pt jump shot from 19 ft (assist by B. Knight),,89,93
335,4,7:17.0,,T. Snell makes 3-pt jump shot from 25 ft (assist by J. Noah),89,96
336,4,6:57.0,M. Morris misses 2-pt jump shot from 18 ft,,89,96
337,4,6:56.0,,Defensive rebound by T. Snell,89,96
338,4,6:50.0,,N. Mirotić misses 3-pt jump shot from 24 ft,89,96
339,4,6:49.0,,Offensive rebound by J. Noah,89,96
340,4,6:38.0,,A. Brooks makes 2-pt layup from 3 ft,89,98
341,4,6:28.0,Phoenix full timeout,,89,98
342,4,6:28.0,,D. Rose enters the game for A. Brooks,89,98
343,4,6:28.0,A. Len enters the game for B. Knight,,89,98
344,4,6:28.0,P. Tucker enters the game for B. Wright,,89,98
345,4,6:28.0,E. Bledsoe enters the game for A. Goodwin,,89,98
346,4,6:09.0,M. Morris makes 2-pt jump shot from 19 ft (assist by P. Tucker),,91,98
347,4,5:49.0,,Personal foul by M. Morris (drawn by J. Noah),91,98
348,4,5:49.0,,Chicago full timeout,91,98
349,4,5:49.0,,J. Butler enters the game for N. Mirotić,91,98
350,4,5:43.0,,Turnover by J. Butler (step out of bounds),91,98
351,4,5:22.0,M. Morris misses 2-pt jump shot from 17 ft,,91,98
352,4,5:21.0,,Defensive rebound by J. Noah,91,98
353,4,5:05.0,,T. Gibson makes 2-pt jump shot from 16 ft (assist by J. Butler),91,100
354,4,4:48.0,P. Tucker misses 3-pt jump shot from 23 ft,,91,100
355,4,4:46.0,Offensive rebound by P. Tucker,,91,100
356,4,4:33.0,P. Tucker makes 2-pt layup from 2 ft,,93,100
357,4,4:16.0,,D. Rose makes 2-pt layup from 1 ft,93,102
358,4,4:06.0,E. Bledsoe makes 2-pt jump shot from 19 ft,,95,102
359,4,3:53.0,,D. Rose misses 2-pt jump shot from 18 ft,95,102
360,4,3:52.0,,Offensive rebound by J. Noah,95,102
361,4,3:52.0,,J. Noah misses 2-pt layup from 2 ft,95,102
362,4,3:50.0,Defensive rebound by M. Morris,,95,102
363,4,3:45.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,95,102
364,4,3:42.0,Offensive rebound by A. Len,,95,102
365,4,3:42.0,A. Len misses 2-pt tip-in from 1 ft,,95,102
366,4,3:40.0,,Defensive rebound by D. Rose,95,102
367,4,3:18.0,,J. Butler misses 2-pt layup from 2 ft,95,102
368,4,3:17.0,,Offensive rebound by T. Gibson,95,102
369,4,3:17.0,,T. Gibson makes 2-pt layup from 1 ft,95,104
370,4,3:02.0,M. Morris misses 3-pt jump shot from 23 ft,,95,104
371,4,3:01.0,,Defensive rebound by T. Snell,95,104
372,4,2:46.0,,Turnover by J. Butler (lost ball; steal by E. Bledsoe),95,104
373,4,2:41.0,M. Morris makes 2-pt dunk at rim (assist by E. Bledsoe),,97,104
374,4,2:25.0,,J. Butler misses 2-pt jump shot from 18 ft,97,104
375,4,2:24.0,Defensive rebound by E. Bledsoe,,97,104
376,4,2:20.0,P. Tucker makes 2-pt layup from 2 ft (assist by E. Bledsoe),,99,104
377,4,2:12.0,,Chicago full timeout,99,104
378,4,2:12.0,,P. Gasol enters the game for T. Gibson,99,104
379,4,1:54.0,,T. Snell misses 2-pt jump shot from 19 ft,99,104
380,4,1:53.0,,Offensive rebound by J. Noah,99,104
381,4,1:37.0,,D. Rose makes 2-pt layup from 2 ft,99,106
382,4,1:15.0,P. Tucker makes 3-pt jump shot from 25 ft,,102,106
383,4,0:54.0,,Turnover by J. Noah (bad pass; steal by P. Tucker),102,106
