,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,LA CLIPPERS_ACTION,SACRAMENTO_SCORE,LA CLIPPERS_SCORE
146,2,7:00.0,D. Cousins makes 2-pt layup at rim (assist by R. Gay),,32,36
147,2,6:48.0,,S. Hawes misses 2-pt layup at rim (block by D. Williams),32,36
148,2,6:46.0,,Offensive rebound by H. Türkoğlu,32,36
149,2,6:46.0,,H. Türkoğlu makes 2-pt tip-in at rim,32,38
150,2,6:32.0,Turnover by D. Cousins (lost ball; steal by H. Türkoğlu),,32,38
151,2,6:24.0,,J. Farmar misses 2-pt layup from 1 ft,32,38
152,2,6:21.0,,Offensive rebound by S. Hawes,32,38
153,2,6:21.0,,S. Hawes misses 2-pt tip-in from 1 ft,32,38
154,2,6:20.0,Defensive rebound by D. Cousins,,32,38
155,2,6:13.0,Shooting foul by J. Farmar (drawn by D. Williams),,32,38
156,2,6:13.0,D. Williams misses free throw 1 of 2,,32,38
157,2,6:13.0,Offensive rebound by Team,,32,38
158,2,6:13.0,B. McLemore enters the game for N. Stauskas,,32,38
159,2,6:13.0,,D. Jordan enters the game for S. Hawes,32,38
160,2,6:13.0,,B. Griffin enters the game for H. Türkoğlu,32,38
161,2,6:13.0,D. Williams makes free throw 2 of 2,,33,38
162,2,6:02.0,,J. Cunningham misses 2-pt jump shot from 19 ft,33,38
163,2,6:00.0,Defensive rebound by R. Gay,,33,38
164,2,5:55.0,D. Collison makes 2-pt layup from 1 ft (assist by R. Gay),,35,38
165,2,5:48.0,,LA Clippers full timeout,35,38
166,2,5:48.0,,C. Paul enters the game for J. Farmar,35,38
167,2,5:48.0,,J. Redick enters the game for C. Douglas-Roberts,35,38
168,2,5:48.0,,M. Barnes enters the game for J. Cunningham,35,38
169,2,5:48.0,J. Thompson enters the game for D. Williams,,35,38
170,2,5:32.0,,B. Griffin misses 2-pt hook shot from 6 ft,35,38
171,2,5:31.0,Defensive rebound by J. Thompson,,35,38
172,2,5:21.0,Shooting foul by D. Jordan (drawn by D. Cousins),,35,38
173,2,5:21.0,D. Cousins makes free throw 1 of 2,,36,38
174,2,5:21.0,D. Cousins makes free throw 2 of 2,,37,38
175,2,5:07.0,,M. Barnes misses 3-pt jump shot from 25 ft,37,38
176,2,5:06.0,,Offensive rebound by D. Jordan,37,38
177,2,5:04.0,,M. Barnes makes 2-pt layup from 1 ft (assist by D. Jordan),37,40
178,2,5:04.0,,Shooting foul by J. Thompson (drawn by M. Barnes),37,40
179,2,5:04.0,,M. Barnes misses free throw 1 of 1,37,40
180,2,5:03.0,,Offensive rebound by B. Griffin,37,40
181,2,5:00.0,,J. Redick misses 3-pt jump shot from 25 ft,37,40
182,2,4:59.0,Defensive rebound by D. Cousins,,37,40
183,2,4:36.0,J. Thompson misses 2-pt jump shot from 5 ft (block by D. Jordan),,37,40
184,2,4:34.0,,Defensive rebound by J. Redick,37,40
185,2,4:17.0,,M. Barnes misses 2-pt layup from 2 ft,37,40
186,2,4:15.0,Defensive rebound by D. Collison,,37,40
187,2,4:04.0,Turnover by J. Thompson (lost ball; steal by J. Redick),,37,40
188,2,3:57.0,,Turnover by M. Barnes (lost ball),37,40
189,2,3:50.0,Turnover by D. Collison (bad pass; steal by C. Paul),,37,40
190,2,3:44.0,,Personal foul by B. McLemore (drawn by J. Redick),37,40
191,2,3:44.0,,J. Redick makes free throw 1 of 2,37,41
192,2,3:44.0,N. Stauskas enters the game for B. McLemore,,37,41
193,2,3:44.0,,J. Redick makes free throw 2 of 2,37,42
194,2,3:26.0,D. Cousins misses 2-pt layup from 1 ft,,37,42
195,2,3:23.0,Offensive rebound by D. Cousins,,37,42
196,2,3:23.0,D. Cousins misses 2-pt layup from 1 ft (block by D. Jordan),,37,42
197,2,3:21.0,Offensive rebound by D. Cousins,,37,42
198,2,3:21.0,Shooting foul by D. Jordan (drawn by D. Cousins),,37,42
199,2,3:21.0,D. Cousins misses free throw 1 of 2,,37,42
200,2,3:21.0,Offensive rebound by Team,,37,42
201,2,3:21.0,,S. Hawes enters the game for D. Jordan,37,42
202,2,3:21.0,D. Cousins makes free throw 2 of 2,,38,42
203,2,3:04.0,,S. Hawes misses 2-pt jump shot from 17 ft,38,42
204,2,3:04.0,Defensive rebound by R. Gay,,38,42
205,2,2:58.0,Turnover by R. Gay (bad pass),,38,42
206,2,2:53.0,Offensive charge foul by B. Griffin (drawn by J. Thompson),,38,42
207,2,2:53.0,,Turnover by B. Griffin (offensive foul),38,42
208,2,2:34.0,R. Gay makes 2-pt jump shot from 11 ft,,40,42
209,2,2:21.0,,Personal foul by D. Cousins (drawn by C. Paul),40,42
210,2,2:21.0,,C. Paul makes free throw 1 of 2,40,43
211,2,2:21.0,R. Evans enters the game for D. Cousins,,40,43
212,2,2:21.0,,C. Paul makes free throw 2 of 2,40,44
213,2,2:08.0,D. Collison makes 2-pt jump shot from 17 ft,,42,44
214,2,1:53.0,,S. Hawes makes 2-pt jump shot from 8 ft (assist by C. Paul),42,46
215,2,1:42.0,Shooting foul by C. Paul (drawn by D. Collison),,42,46
216,2,1:42.0,D. Collison makes free throw 1 of 2,,43,46
217,2,1:42.0,D. Collison makes free throw 2 of 2,,44,46
218,2,1:30.0,,C. Paul misses 2-pt jump shot from 4 ft,44,46
219,2,1:29.0,Defensive rebound by R. Evans,,44,46
220,2,1:28.0,Personal foul by B. Griffin (drawn by R. Evans),,44,46
221,2,1:28.0,R. Evans misses free throw 1 of 2,,44,46
222,2,1:28.0,Offensive rebound by Team,,44,46
223,2,1:28.0,R. Evans makes free throw 2 of 2,,45,46
224,2,1:21.0,,Personal foul by R. Evans (drawn by B. Griffin),45,46
225,2,1:21.0,,B. Griffin makes free throw 1 of 2,45,47
226,2,1:21.0,,B. Griffin makes free throw 2 of 2,45,48
227,2,1:00.0,R. Gay misses 2-pt jump shot from 17 ft,,45,48
228,2,0:59.0,,Defensive rebound by C. Paul,45,48
229,2,0:48.0,,S. Hawes makes 3-pt jump shot from 26 ft (assist by C. Paul),45,51
230,2,0:36.0,Turnover by N. Stauskas (bad pass),,45,51
231,2,0:36.0,,LA Clippers full timeout,45,51
232,2,0:22.0,,B. Griffin misses 2-pt jump shot from 17 ft,45,51
233,2,0:19.0,Defensive rebound by R. Evans,,45,51
234,2,0:03.0,Turnover by D. Collison (bad pass; steal by S. Hawes),,45,51
235,3,11:48.0,R. Gay misses 2-pt jump shot from 17 ft,,45,51
236,3,11:47.0,,Defensive rebound by B. Griffin,45,51
237,3,11:28.0,,M. Barnes misses 3-pt jump shot from 25 ft,45,51
238,3,11:27.0,Defensive rebound by D. Cousins,,45,51
239,3,11:14.0,D. Cousins makes 2-pt layup from 2 ft (assist by D. Collison),,47,51
240,3,10:53.0,,C. Paul makes 3-pt jump shot from 25 ft (assist by J. Redick),47,54
241,3,10:27.0,D. Cousins misses 2-pt layup from 2 ft,,47,54
242,3,10:26.0,,Defensive rebound by D. Jordan,47,54
243,3,10:21.0,,Turnover by M. Barnes (bad pass; steal by R. Gay),47,54
244,3,10:16.0,B. McLemore misses 3-pt jump shot from 25 ft,,47,54
245,3,10:13.0,,Defensive rebound by D. Jordan,47,54
246,3,10:13.0,,Personal foul by R. Gay (drawn by D. Jordan),47,54
247,3,9:56.0,,C. Paul makes 2-pt layup from 1 ft,47,56
248,3,9:37.0,J. Thompson misses 2-pt layup from 2 ft,,47,56
249,3,9:36.0,Offensive rebound by D. Cousins,,47,56
250,3,9:34.0,D. Cousins makes 2-pt dunk at rim,,49,56
251,3,9:11.0,,Shooting foul by D. Cousins (drawn by B. Griffin),49,56
252,3,9:11.0,,B. Griffin makes free throw 1 of 2,49,57
253,3,9:11.0,,B. Griffin makes free throw 2 of 2,49,58
254,3,8:59.0,D. Cousins makes 2-pt layup from 1 ft (assist by R. Gay),,51,58
255,3,8:59.0,Shooting foul by B. Griffin (drawn by D. Cousins),,51,58
256,3,8:59.0,D. Cousins makes free throw 1 of 1,,52,58
257,3,8:45.0,,C. Paul makes 2-pt jump shot from 16 ft,52,60
258,3,8:25.0,R. Gay misses 2-pt jump shot from 8 ft,,52,60
259,3,8:24.0,Offensive rebound by D. Collison,,52,60
260,3,8:14.0,D. Cousins makes 2-pt layup from 2 ft (assist by R. Gay),,54,60
261,3,7:52.0,,C. Paul makes 2-pt jump shot from 9 ft,54,62
262,3,7:40.0,Turnover by D. Collison (lost ball; steal by D. Jordan),,54,62
263,3,7:40.0,,Personal foul by D. Collison (drawn by D. Jordan),54,62
264,3,7:17.0,,B. Griffin makes 2-pt hook shot from 4 ft (assist by C. Paul),54,64
265,3,7:17.0,Sacramento full timeout,,54,64
266,3,7:04.0,Turnover by R. Gay (lost ball),,54,64
267,3,6:52.0,,Personal foul by D. Cousins (drawn by B. Griffin),54,64
268,3,6:41.0,,Turnover by J. Redick (step out of bounds),54,64
269,3,6:24.0,Personal foul by D. Jordan (drawn by D. Cousins),,54,64
270,3,6:24.0,,S. Hawes enters the game for D. Jordan,54,64
271,3,6:17.0,Shooting foul by M. Barnes (drawn by R. Gay),,54,64
272,3,6:17.0,R. Gay makes free throw 1 of 2,,55,64
273,3,6:17.0,R. Gay makes free throw 2 of 2,,56,64
274,3,6:01.0,,B. Griffin makes 2-pt layup from 2 ft (assist by C. Paul),56,66
275,3,5:46.0,R. Gay misses 3-pt jump shot from 26 ft,,56,66
276,3,5:45.0,,Defensive rebound by S. Hawes,56,66
277,3,5:21.0,,Turnover by Team (shot clock),56,66
278,3,4:56.0,B. McLemore makes 3-pt jump shot from 24 ft (assist by D. Cousins),,59,66
279,3,4:37.0,,C. Paul makes 3-pt jump shot from 23 ft (assist by B. Griffin),59,69
280,3,4:23.0,D. Cousins makes 2-pt hook shot from 8 ft (assist by D. Collison),,61,69
281,3,4:12.0,,Turnover by S. Hawes (bad pass; steal by J. Thompson),61,69
282,3,4:05.0,Shooting foul by S. Hawes (drawn by R. Gay),,61,69
283,3,4:05.0,R. Gay makes free throw 1 of 2,,62,69
284,3,4:05.0,R. Gay makes free throw 2 of 2,,63,69
285,3,4:05.0,,LA Clippers full timeout,63,69
286,3,4:05.0,C. Landry enters the game for D. Cousins,,63,69
287,3,3:48.0,,J. Redick makes 2-pt jump shot from 14 ft (assist by B. Griffin),63,71
288,3,3:35.0,Personal foul by S. Hawes (drawn by R. Gay),,63,71
289,3,3:35.0,R. Gay makes free throw 1 of 2,,64,71
290,3,3:35.0,R. Gay makes free throw 2 of 2,,65,71
291,3,3:18.0,,M. Barnes misses 2-pt jump shot from 19 ft,65,71
292,3,3:17.0,Defensive rebound by D. Collison,,65,71
293,3,3:04.0,R. Gay misses 2-pt jump shot from 17 ft,,65,71
294,3,3:04.0,,Defensive rebound by C. Paul,65,71
295,3,2:49.0,,Turnover by S. Hawes (traveling),65,71
296,3,2:29.0,D. Collison misses 2-pt jump shot from 16 ft,,65,71
297,3,2:28.0,,Defensive rebound by S. Hawes,65,71
298,3,2:16.0,,Turnover by B. Griffin (bad pass; steal by J. Thompson),65,71
299,3,2:12.0,D. Collison misses 2-pt layup from 1 ft (block by C. Paul),,65,71
300,3,2:10.0,,Defensive rebound by C. Paul,65,71
301,3,2:02.0,,Shooting foul by J. Thompson (drawn by B. Griffin),65,71
302,3,2:02.0,,B. Griffin misses free throw 1 of 2,65,71
303,3,2:02.0,,Offensive rebound by Team,65,71
304,3,2:02.0,N. Stauskas enters the game for B. McLemore,,65,71
305,3,2:02.0,,C. Douglas-Roberts enters the game for M. Barnes,65,71
306,3,2:02.0,,J. Farmar enters the game for J. Redick,65,71
307,3,2:02.0,,B. Griffin makes free throw 2 of 2,65,72
308,3,1:37.0,R. Gay makes 3-pt jump shot from 27 ft,,68,72
309,3,1:14.0,,C. Paul misses 2-pt jump shot from 17 ft,68,72
310,3,1:14.0,Defensive rebound by R. Gay,,68,72
311,3,1:03.0,N. Stauskas misses 3-pt jump shot from 23 ft,,68,72
312,3,1:02.0,,Defensive rebound by S. Hawes,68,72
313,3,0:38.0,,C. Douglas-Roberts misses 3-pt jump shot from 23 ft,68,72
314,3,0:37.0,Defensive rebound by J. Thompson,,68,72
315,3,0:19.0,D. Collison misses 2-pt layup from 1 ft,,68,72
316,3,0:18.0,Offensive rebound by C. Landry,,68,72
317,3,0:18.0,C. Landry makes 2-pt tip-in at rim,,70,72
318,3,0:01.0,,Shooting foul by C. Landry (drawn by C. Douglas-Roberts),70,72
319,3,0:01.0,,C. Douglas-Roberts makes free throw 1 of 2,70,73
320,3,0:01.0,,J. Cunningham enters the game for C. Paul,70,73
321,3,0:01.0,,H. Türkoğlu enters the game for B. Griffin,70,73
322,3,0:01.0,,C. Douglas-Roberts makes free throw 2 of 2,70,74
323,4,11:47.0,,S. Hawes makes 2-pt dunk at rim (assist by J. Farmar),70,76
324,4,11:35.0,Personal foul by J. Cunningham (drawn by R. Sessions),,70,76
325,4,11:19.0,D. Cousins makes 2-pt dunk at rim (assist by N. Stauskas),,72,76
326,4,11:05.0,,Shooting foul by N. Stauskas (drawn by S. Hawes),72,76
327,4,11:05.0,,S. Hawes makes free throw 1 of 2,72,77
328,4,11:05.0,,S. Hawes makes free throw 2 of 2,72,78
329,4,10:50.0,D. Cousins makes 2-pt layup from 1 ft (assist by O. Casspi),,74,78
330,4,10:38.0,,S. Hawes misses 3-pt jump shot from 26 ft,74,78
331,4,10:37.0,Defensive rebound by O. Casspi,,74,78
332,4,10:27.0,D. Cousins makes 2-pt layup at rim (assist by O. Casspi),,76,78
333,4,10:26.0,,LA Clippers full timeout,76,78
334,4,10:08.0,,H. Türkoğlu makes 2-pt jump shot from 14 ft (assist by J. Farmar),76,80
335,4,9:47.0,Shooting foul by H. Türkoğlu (drawn by C. Landry),,76,80
336,4,9:47.0,C. Landry makes free throw 1 of 2,,77,80
337,4,9:47.0,C. Landry makes free throw 2 of 2,,78,80
338,4,9:33.0,,J. Farmar makes 2-pt jump shot from 13 ft,78,82
339,4,9:15.0,O. Casspi makes 2-pt layup from 2 ft (assist by D. Cousins),,80,82
340,4,9:05.0,,J. Farmar misses 2-pt jump shot from 9 ft,80,82
341,4,9:04.0,Defensive rebound by D. Cousins,,80,82
342,4,8:54.0,Shooting foul by J. Cunningham (drawn by R. Sessions),,80,82
343,4,8:54.0,R. Sessions misses free throw 1 of 2,,80,82
344,4,8:54.0,Offensive rebound by Team,,80,82
345,4,8:54.0,,J. Redick enters the game for C. Douglas-Roberts,80,82
346,4,8:54.0,,D. Jordan enters the game for S. Hawes,80,82
347,4,8:54.0,R. Sessions misses free throw 2 of 2,,80,82
348,4,8:53.0,,Defensive rebound by D. Jordan,80,82
349,4,8:30.0,,J. Farmar misses 3-pt jump shot from 26 ft,80,82
350,4,8:29.0,Defensive rebound by O. Casspi,,80,82
351,4,8:16.0,R. Sessions misses 3-pt jump shot from 26 ft,,80,82
352,4,8:15.0,,Defensive rebound by H. Türkoğlu,80,82
353,4,8:09.0,,J. Cunningham misses 2-pt layup from 2 ft (block by N. Stauskas),80,82
354,4,8:04.0,Defensive rebound by D. Cousins,,80,82
355,4,7:56.0,Turnover by R. Sessions (bad pass),,80,82
356,4,7:56.0,,C. Paul enters the game for J. Cunningham,80,82
357,4,7:56.0,,B. Griffin enters the game for H. Türkoğlu,80,82
358,4,7:35.0,,B. Griffin misses 2-pt jump shot from 11 ft,80,82
359,4,7:34.0,Defensive rebound by D. Cousins,,80,82
360,4,7:26.0,C. Landry makes 2-pt layup from 2 ft (assist by O. Casspi),,82,82
361,4,7:26.0,Shooting foul by B. Griffin (drawn by C. Landry),,82,82
362,4,7:26.0,D. Collison enters the game for D. Cousins,,82,82
363,4,7:26.0,J. Thompson enters the game for N. Stauskas,,82,82
364,4,7:26.0,C. Landry makes free throw 1 of 1,,83,82
365,4,7:13.0,,J. Redick misses 2-pt jump shot from 11 ft,83,82
366,4,7:12.0,Defensive rebound by O. Casspi,,83,82
367,4,6:53.0,R. Sessions misses 2-pt jump shot from 7 ft,,83,82
368,4,6:52.0,Offensive rebound by Team,,83,82
369,4,6:52.0,,M. Barnes enters the game for J. Farmar,83,82
370,4,6:52.0,R. Gay enters the game for R. Sessions,,83,82
371,4,6:49.0,Turnover by J. Thompson (bad pass; steal by C. Paul),,83,82
372,4,6:45.0,,D. Jordan makes 2-pt dunk from 1 ft (assist by C. Paul),83,84
373,4,6:34.0,Turnover by C. Landry (lost ball),,83,84
374,4,6:16.0,,Personal foul by J. Thompson (drawn by B. Griffin),83,84
375,4,6:16.0,D. Cousins enters the game for C. Landry,,83,84
376,4,6:08.0,,M. Barnes misses 3-pt jump shot from 23 ft,83,84
377,4,6:07.0,Defensive rebound by O. Casspi,,83,84
378,4,5:51.0,R. Gay makes 2-pt layup from 1 ft,,85,84
379,4,5:36.0,,C. Paul misses 3-pt jump shot from 26 ft,85,84
380,4,5:35.0,Defensive rebound by Team,,85,84
381,4,5:34.0,Official timeout,,85,84
382,4,5:16.0,Turnover by D. Cousins (bad pass; steal by C. Paul),,85,84
383,4,5:09.0,,Personal foul by O. Casspi (drawn by C. Paul),85,84
