,QUARTER,TIME_REMAINING,PHOENIX_ACTION,NEW YORK_ACTION,PHOENIX_SCORE,NEW YORK_SCORE
387,4,5:19.0,M. Morris misses 2-pt jump shot from 19 ft,,82,78
388,4,5:18.0,,Defensive rebound by J. Calderón,82,78
389,4,4:55.0,,C. Anthony makes 2-pt jump shot from 15 ft,82,80
390,4,4:39.0,E. Bledsoe makes 2-pt layup from 2 ft,,84,80
391,4,4:39.0,Shooting foul by T. Hardaway (drawn by E. Bledsoe),,84,80
392,4,4:39.0,E. Bledsoe makes free throw 1 of 1,,85,80
393,4,4:17.0,,T. Hardaway misses 2-pt jump shot from 22 ft,85,80
394,4,4:16.0,,Offensive rebound by S. Dalembert,85,80
395,4,4:16.0,,S. Dalembert makes 2-pt dunk at rim,85,82
396,4,4:04.0,Shooting foul by S. Dalembert (drawn by E. Bledsoe),,85,82
397,4,4:04.0,E. Bledsoe makes free throw 1 of 2,,86,82
398,4,4:04.0,E. Bledsoe makes free throw 2 of 2,,87,82
399,4,3:40.0,,C. Anthony makes 2-pt jump shot from 11 ft (assist by P. Prigioni),87,84
400,4,3:22.0,E. Bledsoe makes 2-pt layup from 1 ft,,89,84
401,4,3:14.0,,Personal foul by P. Tucker (drawn by C. Anthony),89,84
402,4,3:06.0,,S. Dalembert makes 2-pt dunk at rim (assist by J. Calderón),89,86
403,4,2:58.0,Personal foul by J. Calderón (drawn by I. Thomas),,89,86
404,4,2:58.0,Phoenix full timeout,,89,86
405,4,2:58.0,I. Thomas makes free throw 1 of 2,,90,86
406,4,2:58.0,I. Thomas misses free throw 2 of 2,,90,86
407,4,2:57.0,,Defensive rebound by C. Anthony,90,86
408,4,2:41.0,,C. Anthony misses 2-pt jump shot from 20 ft,90,86
409,4,2:40.0,Defensive rebound by E. Bledsoe,,90,86
410,4,2:26.0,M. Morris makes 2-pt jump shot from 14 ft,,92,86
411,4,2:08.0,,J. Calderón misses 2-pt jump shot from 19 ft,92,86
412,4,2:07.0,Defensive rebound by M. Morris,,92,86
413,4,1:54.0,G. Dragić misses 3-pt jump shot from 23 ft,,92,86
414,4,1:53.0,Offensive rebound by P. Tucker,,92,86
415,4,1:35.0,I. Thomas makes 3-pt jump shot from 24 ft,,95,86
416,4,1:34.0,,New York full timeout,95,86
417,4,1:34.0,,Q. Acy enters the game for S. Dalembert,95,86
418,4,1:20.0,,Personal foul by P. Tucker (drawn by C. Anthony),95,86
419,4,1:13.0,,Offensive foul by C. Anthony (drawn by P. Tucker),95,86
420,4,1:13.0,,Turnover by C. Anthony (offensive foul),95,86
421,4,0:54.0,I. Thomas misses 2-pt layup from 1 ft,,95,86
422,4,0:53.0,,Defensive rebound by C. Anthony,95,86
423,4,0:40.0,,T. Hardaway makes 2-pt jump shot from 4 ft,95,88
424,4,0:24.0,E. Bledsoe makes 2-pt layup from 1 ft,,97,88
425,4,0:14.0,,J. Calderón makes 2-pt jump shot from 13 ft,97,90
426,4,0:12.0,Personal take foul by T. Hardaway (drawn by E. Bledsoe),,97,90
427,4,0:12.0,E. Bledsoe makes free throw 1 of 2,,98,90
428,4,0:12.0,E. Bledsoe makes free throw 2 of 2,,99,90
429,4,0:08.0,,T. Hardaway misses 3-pt jump shot from 27 ft,99,90
430,4,0:07.0,Defensive rebound by Team,,99,90
