,QUARTER,TIME_REMAINING,DALLAS_ACTION,MILWAUKEE_ACTION,DALLAS_SCORE,MILWAUKEE_SCORE
31,1,8:32.0,R. Jefferson enters the game for C. Parsons,,5,9
32,1,8:32.0,B. Wright enters the game for T. Chandler,,5,9
33,1,8:32.0,A. Aminu makes free throw 1 of 1,,6,9
34,1,8:21.0,,Shooting foul by A. Aminu (drawn by B. Knight),6,9
35,1,8:21.0,,B. Knight makes free throw 1 of 2,6,10
36,1,8:21.0,,B. Knight makes free throw 2 of 2,6,11
37,1,8:14.0,Personal foul by O. Mayo (drawn by M. Ellis),,6,11
38,1,8:05.0,M. Ellis makes 2-pt jump shot from 6 ft,,8,11
39,1,7:57.0,,Turnover by G. Antetokounmpo (traveling),8,11
40,1,7:34.0,M. Ellis misses 2-pt jump shot from 16 ft,,8,11
41,1,7:33.0,,Defensive rebound by G. Antetokounmpo,8,11
42,1,7:22.0,,O. Mayo makes 3-pt jump shot from 24 ft (assist by G. Antetokounmpo),8,14
43,1,7:13.0,J. Nelson makes 2-pt jump shot from 8 ft,,10,14
44,1,6:48.0,,O. Mayo misses 3-pt jump shot from 25 ft,10,14
45,1,6:47.0,Defensive rebound by A. Aminu,,10,14
46,1,6:41.0,Shooting block foul by L. Sanders (drawn by R. Jefferson),,10,14
47,1,6:41.0,R. Jefferson makes free throw 1 of 2,,11,14
48,1,6:41.0,,Z. Pachulia enters the game for L. Sanders,11,14
49,1,6:41.0,R. Jefferson makes free throw 2 of 2,,12,14
50,1,6:29.0,,B. Knight makes 2-pt jump shot from 17 ft (assist by O. Mayo),12,16
51,1,6:16.0,A. Aminu makes 3-pt jump shot from 25 ft (assist by J. Nelson),,15,16
52,1,6:00.0,,Z. Pachulia makes 2-pt jump shot from 15 ft (assist by G. Antetokounmpo),15,18
53,1,5:39.0,A. Aminu misses 3-pt jump shot from 23 ft,,15,18
54,1,5:37.0,,Defensive rebound by G. Antetokounmpo,15,18
55,1,5:30.0,,B. Knight makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),15,21
56,1,5:18.0,B. Wright makes 2-pt layup at rim (assist by M. Ellis),,17,21
57,1,4:54.0,,G. Antetokounmpo misses 2-pt layup at rim,17,21
58,1,4:53.0,,Offensive rebound by B. Knight,17,21
59,1,4:53.0,,B. Knight misses 2-pt tip-in at rim,17,21
60,1,4:52.0,Defensive rebound by B. Wright,,17,21
61,1,4:47.0,M. Ellis makes 2-pt jump shot from 18 ft (assist by J. Nelson),,19,21
62,1,4:44.0,,Milwaukee full timeout,19,21
63,1,4:44.0,T. Chandler enters the game for A. Aminu,,19,21
64,1,4:44.0,C. Parsons enters the game for B. Wright,,19,21
65,1,4:44.0,,J. Dudley enters the game for J. Parker,19,21
66,1,4:44.0,,J. Bayless enters the game for O. Mayo,19,21
67,1,4:33.0,,Personal foul by R. Jefferson (drawn by G. Antetokounmpo),19,21
68,1,4:33.0,D. Harris enters the game for J. Nelson,,19,21
69,1,4:26.0,,G. Antetokounmpo misses 2-pt hook shot from 6 ft,19,21
70,1,4:25.0,,Offensive rebound by Z. Pachulia,19,21
71,1,4:22.0,,Z. Pachulia misses 2-pt hook shot from 5 ft,19,21
72,1,4:20.0,,Offensive rebound by B. Knight,19,21
73,1,4:20.0,,B. Knight makes 2-pt tip-in at rim,19,23
74,1,3:51.0,R. Jefferson misses 3-pt jump shot from 23 ft,,19,23
75,1,3:50.0,,Defensive rebound by Z. Pachulia,19,23
76,1,3:40.0,,Z. Pachulia makes 2-pt jump shot from 17 ft (assist by B. Knight),19,25
77,1,3:29.0,C. Parsons makes 3-pt jump shot from 25 ft (assist by D. Harris),,22,25
78,1,3:16.0,,B. Knight misses 2-pt jump shot from 7 ft,22,25
79,1,3:14.0,Defensive rebound by D. Harris,,22,25
80,1,3:03.0,R. Jefferson makes 3-pt jump shot from 24 ft (assist by C. Parsons),,25,25
81,1,2:48.0,,J. Bayless makes 2-pt jump shot from 16 ft (assist by B. Knight),25,27
82,1,2:39.0,Turnover by D. Harris (bad pass; steal by B. Knight),,25,27
83,1,2:26.0,,Z. Pachulia makes 2-pt jump shot from 3 ft (assist by J. Dudley),25,29
84,1,2:12.0,J. Barea enters the game for M. Ellis,,25,29
85,1,2:05.0,Turnover by D. Harris (bad pass),,25,29
86,1,1:56.0,Violation by C. Parsons (kicked ball),,25,29
87,1,1:50.0,,J. Bayless misses 2-pt jump shot from 17 ft,25,29
88,1,1:49.0,Defensive rebound by T. Chandler,,25,29
89,1,1:41.0,C. Parsons makes 2-pt layup at rim,,27,29
90,1,1:20.0,Offensive charge foul by G. Antetokounmpo (drawn by C. Parsons),,27,29
91,1,1:20.0,,Turnover by G. Antetokounmpo (offensive foul),27,29
92,1,1:20.0,,L. Sanders enters the game for Z. Pachulia,27,29
93,1,1:20.0,,K. Middleton enters the game for G. Antetokounmpo,27,29
94,1,1:04.0,,Violation by J. Bayless (kicked ball),27,29
95,1,0:54.0,Shooting foul by J. Bayless (drawn by J. Barea),,27,29
96,1,0:54.0,J. Barea makes free throw 1 of 2,,28,29
97,1,0:54.0,A. Aminu enters the game for R. Jefferson,,28,29
98,1,0:54.0,J. Barea makes free throw 2 of 2,,29,29
99,1,0:32.0,,L. Sanders misses 2-pt layup at rim,29,29
100,1,0:29.0,Defensive rebound by T. Chandler,,29,29
101,1,0:24.0,J. Barea misses 2-pt layup at rim (block by L. Sanders),,29,29
102,1,0:21.0,Offensive rebound by C. Parsons,,29,29
103,1,0:16.0,T. Chandler misses 2-pt jump shot from 16 ft,,29,29
104,1,0:14.0,,Defensive rebound by K. Middleton,29,29
105,1,0:01.0,,B. Knight makes 2-pt jump shot from 19 ft,29,31
106,2,11:40.0,C. Parsons makes 2-pt layup from 1 ft (assist by D. Harris),,31,31
107,2,11:25.0,,K. Marshall makes 2-pt hook shot from 3 ft,31,33
108,2,11:16.0,T. Chandler misses 2-pt jump shot from 3 ft,,31,33
109,2,11:14.0,Offensive rebound by T. Chandler,,31,33
110,2,11:13.0,T. Chandler makes 2-pt hook shot from 2 ft,,33,33
111,2,11:01.0,,Offensive foul by K. Marshall (drawn by J. Barea),33,33
112,2,11:01.0,,Turnover by K. Marshall (offensive foul),33,33
113,2,11:01.0,B. Wright enters the game for T. Chandler,,33,33
114,2,11:01.0,J. Crowder enters the game for A. Aminu,,33,33
115,2,10:41.0,C. Parsons misses 2-pt jump shot from 3 ft,,33,33
116,2,10:38.0,,Defensive rebound by L. Sanders,33,33
117,2,10:33.0,,J. Dudley makes 2-pt jump shot from 20 ft (assist by J. Bayless),33,35
118,2,10:13.0,Shooting block foul by J. Bayless (drawn by B. Wright),,33,35
119,2,10:13.0,B. Wright misses free throw 1 of 2,,33,35
120,2,10:13.0,Offensive rebound by Team,,33,35
121,2,10:13.0,B. Wright makes free throw 2 of 2,,34,35
122,2,10:02.0,,Personal foul by J. Barea (drawn by K. Marshall),34,35
123,2,9:58.0,,L. Sanders makes 2-pt dunk at rim (assist by J. Dudley),34,37
124,2,9:44.0,C. Parsons misses 2-pt jump shot from 6 ft,,34,37
125,2,9:44.0,Offensive rebound by Team,,34,37
126,2,9:31.0,J. Crowder makes 2-pt jump shot from 18 ft,,36,37
127,2,9:17.0,,K. Middleton makes 2-pt jump shot from 11 ft,36,39
128,2,9:07.0,C. Parsons misses 2-pt jump shot from 3 ft,,36,39
129,2,9:06.0,Offensive rebound by B. Wright,,36,39
130,2,9:04.0,B. Wright makes 2-pt layup at rim,,38,39
131,2,8:50.0,,Personal foul by J. Barea (drawn by J. Dudley),38,39
132,2,8:50.0,Official timeout,,38,39
133,2,8:38.0,,K. Middleton makes 2-pt jump shot from 20 ft,38,41
134,2,8:26.0,Turnover by D. Harris (bad pass; steal by J. Dudley),,38,41
135,2,8:22.0,,O. Mayo enters the game for J. Bayless,38,41
136,2,8:22.0,M. Ellis enters the game for C. Parsons,,38,41
137,2,8:22.0,C. Villanueva enters the game for B. Wright,,38,41
138,2,8:22.0,J. Nelson enters the game for D. Harris,,38,41
139,2,8:22.0,T. Chandler enters the game for J. Barea,,38,41
140,2,8:16.0,,Turnover by K. Middleton (traveling),38,41
141,2,8:02.0,C. Villanueva misses 2-pt layup at rim,,38,41
142,2,8:00.0,,Defensive rebound by O. Mayo,38,41
143,2,7:52.0,,K. Marshall misses 2-pt layup at rim,38,41
144,2,7:50.0,Defensive rebound by T. Chandler,,38,41
145,2,7:48.0,Turnover by T. Chandler (lost ball; steal by K. Marshall),,38,41
146,2,7:45.0,,K. Marshall makes 2-pt layup from 1 ft,38,43
147,2,7:37.0,Personal foul by K. Marshall (drawn by J. Nelson),,38,43
148,2,7:37.0,,Z. Pachulia enters the game for L. Sanders,38,43
149,2,7:30.0,M. Ellis misses 2-pt jump shot from 15 ft,,38,43
150,2,7:28.0,,Defensive rebound by K. Middleton,38,43
151,2,7:21.0,,Turnover by J. Dudley (bad pass),38,43
152,2,7:03.0,M. Ellis misses 2-pt layup at rim,,38,43
153,2,7:01.0,Offensive rebound by T. Chandler,,38,43
154,2,7:01.0,T. Chandler misses 2-pt tip-in from 1 ft,,38,43
155,2,6:59.0,Offensive rebound by T. Chandler,,38,43
156,2,6:59.0,T. Chandler makes 2-pt tip-in at rim,,40,43
157,2,6:55.0,,Shooting foul by C. Villanueva (drawn by O. Mayo),40,43
158,2,6:55.0,,O. Mayo makes free throw 1 of 2,40,44
159,2,6:55.0,,J. Parker enters the game for J. Dudley,40,44
160,2,6:55.0,,O. Mayo makes free throw 2 of 2,40,45
161,2,6:34.0,J. Nelson makes 3-pt jump shot from 26 ft (assist by M. Ellis),,43,45
162,2,6:21.0,,J. Parker makes 2-pt hook shot from 3 ft,43,47
163,2,6:21.0,,Shooting foul by C. Villanueva (drawn by J. Parker),43,47
164,2,6:21.0,,B. Knight enters the game for K. Marshall,43,47
165,2,6:21.0,,J. Parker misses free throw 1 of 1,43,47
166,2,6:20.0,Defensive rebound by T. Chandler,,43,47
167,2,6:04.0,Personal foul by J. Parker (drawn by J. Crowder),,43,47
168,2,5:58.0,M. Ellis misses 2-pt layup from 1 ft,,43,47
169,2,5:56.0,,Defensive rebound by Z. Pachulia,43,47
170,2,5:50.0,,K. Middleton makes 3-pt jump shot from 23 ft (assist by O. Mayo),43,50
171,2,5:48.0,Dallas full timeout,,43,50
172,2,5:48.0,C. Parsons enters the game for C. Villanueva,,43,50
173,2,5:35.0,M. Ellis makes 2-pt layup at rim,,45,50
174,2,5:13.0,,J. Parker misses 2-pt jump shot from 12 ft,45,50
175,2,5:12.0,Defensive rebound by T. Chandler,,45,50
176,2,5:05.0,Turnover by J. Nelson (bad pass; steal by K. Middleton),,45,50
177,2,4:57.0,,O. Mayo misses 2-pt jump shot from 12 ft,45,50
178,2,4:56.0,Defensive rebound by T. Chandler,,45,50
179,2,4:45.0,T. Chandler makes 2-pt dunk at rim (assist by M. Ellis),,47,50
180,2,4:30.0,,K. Middleton makes 2-pt jump shot from 19 ft (assist by O. Mayo),47,52
181,2,4:06.0,M. Ellis misses 2-pt jump shot from 19 ft,,47,52
182,2,4:04.0,,Defensive rebound by B. Knight,47,52
183,2,3:55.0,,Turnover by K. Middleton (lost ball; steal by M. Ellis),47,52
184,2,3:48.0,Offensive foul by C. Parsons (drawn by B. Knight),,47,52
185,2,3:48.0,Turnover by C. Parsons (offensive foul),,47,52
186,2,3:48.0,,G. Antetokounmpo enters the game for K. Middleton,47,52
187,2,3:48.0,R. Jefferson enters the game for T. Chandler,,47,52
188,2,3:48.0,B. Wright enters the game for J. Crowder,,47,52
189,2,3:35.0,,B. Knight makes 2-pt jump shot from 3 ft (assist by J. Parker),47,54
190,2,3:15.0,B. Wright misses 2-pt hook shot from 3 ft,,47,54
191,2,3:14.0,,Defensive rebound by O. Mayo,47,54
192,2,3:07.0,,J. Parker makes 2-pt jump shot from 3 ft (assist by O. Mayo),47,56
193,2,3:05.0,Dallas full timeout,,47,56
194,2,2:52.0,C. Parsons misses 2-pt layup at rim,,47,56
195,2,2:50.0,,Defensive rebound by Z. Pachulia,47,56
196,2,2:34.0,,Shooting block foul by C. Parsons (drawn by J. Parker),47,56
197,2,2:34.0,,Milwaukee full timeout,47,56
198,2,2:34.0,,L. Sanders enters the game for Z. Pachulia,47,56
199,2,2:34.0,,J. Parker misses free throw 1 of 2,47,56
200,2,2:34.0,,Offensive rebound by Team,47,56
201,2,2:34.0,,J. Parker misses free throw 2 of 2,47,56
202,2,2:32.0,Defensive rebound by Team,,47,56
203,2,2:11.0,R. Jefferson makes 2-pt hook shot from 5 ft,,49,56
204,2,1:59.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by O. Mayo),49,58
205,2,1:40.0,C. Parsons makes 2-pt layup at rim (assist by R. Jefferson),,51,58
206,2,1:33.0,,Personal block foul by J. Nelson (drawn by O. Mayo),51,58
207,2,1:33.0,,O. Mayo misses free throw 1 of 2,51,58
208,2,1:33.0,,Offensive rebound by Team,51,58
209,2,1:33.0,,O. Mayo makes free throw 2 of 2,51,59
210,2,1:24.0,Personal block foul by L. Sanders (drawn by C. Parsons),,51,59
211,2,1:18.0,Shooting block foul by L. Sanders (drawn by B. Wright),,51,59
212,2,1:18.0,B. Wright makes free throw 1 of 2,,52,59
213,2,1:18.0,,Z. Pachulia enters the game for L. Sanders,52,59
214,2,1:18.0,B. Wright makes free throw 2 of 2,,53,59
215,2,1:08.0,,B. Knight misses 3-pt jump shot from 25 ft,53,59
216,2,1:07.0,Defensive rebound by M. Ellis,,53,59
217,2,1:01.0,M. Ellis makes 2-pt layup at rim,,55,59
218,2,0:49.0,,Personal foul by B. Wright (drawn by Z. Pachulia),55,59
219,2,0:49.0,,Z. Pachulia makes free throw 1 of 2,55,60
220,2,0:49.0,T. Chandler enters the game for B. Wright,,55,60
221,2,0:49.0,,Z. Pachulia makes free throw 2 of 2,55,61
222,2,0:38.0,Turnover by T. Chandler (lost ball; steal by B. Knight),,55,61
223,2,0:32.0,,O. Mayo makes 3-pt jump shot from 23 ft (assist by B. Knight),55,64
224,2,0:16.0,M. Ellis misses 2-pt layup from 1 ft,,55,64
225,2,0:14.0,,Defensive rebound by Z. Pachulia,55,64
226,2,0:11.0,,Turnover by Z. Pachulia (bad pass; steal by C. Parsons),55,64
227,2,0:08.0,Shooting foul by Z. Pachulia (drawn by T. Chandler),,55,64
228,2,0:08.0,,Technical foul by Z. Pachulia,55,64
229,2,0:08.0,M. Ellis makes technical free throw,,56,64
230,2,0:08.0,T. Chandler makes free throw 1 of 2,,57,64
231,2,0:08.0,J. Crowder enters the game for C. Parsons,,57,64
232,2,0:08.0,T. Chandler misses free throw 2 of 2,,57,64
233,2,0:08.0,,Defensive rebound by Z. Pachulia,57,64
234,2,0:00.0,,B. Knight misses 3-pt jump shot from 23 ft,57,64
235,2,0:00.0,,Offensive rebound by Team,57,64
236,3,11:45.0,M. Ellis misses 2-pt layup at rim,,57,64
237,3,11:44.0,,Defensive rebound by G. Antetokounmpo,57,64
238,3,11:20.0,,G. Antetokounmpo misses 2-pt jump shot from 12 ft,57,64
239,3,11:19.0,Defensive rebound by C. Parsons,,57,64
240,3,11:04.0,A. Aminu makes 2-pt layup at rim,,59,64
241,3,10:40.0,,Turnover by B. Knight (lost ball; steal by C. Parsons),59,64
242,3,10:34.0,A. Aminu misses 2-pt layup from 1 ft,,59,64
243,3,10:32.0,,Defensive rebound by G. Antetokounmpo,59,64
244,3,10:30.0,Technical foul by Team,,59,64
245,3,10:30.0,,B. Knight makes technical free throw,59,65
246,3,10:17.0,,B. Knight makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),59,68
247,3,10:03.0,Turnover by T. Chandler (traveling),,59,68
248,3,9:47.0,,L. Sanders misses 2-pt jump shot from 13 ft,59,68
249,3,9:46.0,Defensive rebound by C. Parsons,,59,68
250,3,9:36.0,T. Chandler makes 2-pt jump shot from 16 ft,,61,68
251,3,9:19.0,,B. Knight misses 2-pt layup at rim,61,68
252,3,9:18.0,Defensive rebound by T. Chandler,,61,68
253,3,9:09.0,Shooting foul by O. Mayo (drawn by T. Chandler),,61,68
254,3,9:09.0,T. Chandler makes 2-pt dunk at rim (assist by C. Parsons),,63,68
255,3,9:09.0,T. Chandler misses free throw 1 of 1,,63,68
256,3,9:08.0,,Defensive rebound by B. Knight,63,68
257,3,8:44.0,,Personal foul by A. Aminu (drawn by O. Mayo),63,68
258,3,8:31.0,,Turnover by Team (shot clock),63,68
259,3,8:18.0,J. Nelson makes 2-pt layup at rim (assist by C. Parsons),,65,68
260,3,8:05.0,,Personal foul by J. Nelson (drawn by G. Antetokounmpo),65,68
261,3,8:05.0,,J. Dudley enters the game for J. Parker,65,68
262,3,8:05.0,,K. Middleton enters the game for G. Antetokounmpo,65,68
263,3,7:57.0,,O. Mayo misses 2-pt jump shot from 3 ft (block by M. Ellis),65,68
264,3,7:56.0,Defensive rebound by A. Aminu,,65,68
265,3,7:52.0,M. Ellis makes 2-pt layup at rim,,67,68
266,3,7:26.0,,B. Knight misses 3-pt jump shot from 25 ft,67,68
267,3,7:25.0,Defensive rebound by T. Chandler,,67,68
268,3,7:17.0,C. Parsons misses 2-pt jump shot from 17 ft,,67,68
269,3,7:16.0,Offensive rebound by J. Nelson,,67,68
270,3,7:10.0,M. Ellis misses 2-pt jump shot from 17 ft,,67,68
271,3,7:09.0,,Defensive rebound by K. Middleton,67,68
272,3,7:01.0,,J. Dudley misses 2-pt jump shot from 15 ft,67,68
273,3,7:00.0,Defensive rebound by J. Nelson,,67,68
274,3,6:52.0,A. Aminu makes 2-pt jump shot from 15 ft (assist by J. Nelson),,69,68
275,3,6:26.0,,Turnover by B. Knight (lost ball; steal by T. Chandler),69,68
276,3,6:21.0,J. Nelson makes 3-pt jump shot from 24 ft,,72,68
277,3,6:21.0,,Milwaukee full timeout,72,68
278,3,6:21.0,,Z. Pachulia enters the game for L. Sanders,72,68
279,3,6:05.0,,Shooting block foul by J. Nelson (drawn by K. Middleton),72,68
280,3,6:05.0,,K. Middleton makes free throw 1 of 2,72,69
281,3,6:05.0,,K. Middleton makes free throw 2 of 2,72,70
282,3,5:53.0,C. Parsons misses 2-pt layup from 2 ft,,72,70
283,3,5:51.0,,Defensive rebound by B. Knight,72,70
284,3,5:47.0,,Turnover by O. Mayo (traveling),72,70
285,3,5:34.0,M. Ellis misses 2-pt layup from 1 ft,,72,70
286,3,5:32.0,Offensive rebound by Team,,72,70
287,3,5:23.0,C. Parsons misses 3-pt jump shot from 25 ft,,72,70
288,3,5:22.0,Offensive rebound by T. Chandler,,72,70
289,3,5:17.0,Personal foul by O. Mayo (drawn by M. Ellis),,72,70
290,3,5:17.0,B. Wright enters the game for T. Chandler,,72,70
291,3,5:08.0,A. Aminu misses 2-pt jump shot from 13 ft,,72,70
292,3,5:07.0,,Defensive rebound by Z. Pachulia,72,70
293,3,4:50.0,,Z. Pachulia misses 2-pt hook shot from 2 ft (block by B. Wright),72,70
294,3,4:47.0,Defensive rebound by M. Ellis,,72,70
295,3,4:39.0,M. Ellis makes 2-pt layup at rim,,74,70
296,3,4:20.0,,K. Middleton makes 2-pt jump shot from 13 ft (assist by B. Knight),74,72
297,3,3:54.0,M. Ellis misses 2-pt jump shot from 18 ft,,74,72
298,3,3:54.0,Offensive rebound by Team,,74,72
299,3,3:54.0,,Loose ball foul by Z. Pachulia (drawn by B. Wright),74,72
300,3,3:54.0,,J. Bayless enters the game for O. Mayo,74,72
301,3,3:54.0,R. Jefferson enters the game for A. Aminu,,74,72
302,3,3:54.0,D. Harris enters the game for J. Nelson,,74,72
303,3,3:48.0,Turnover by C. Parsons (lost ball; steal by K. Middleton),,74,72
304,3,3:44.0,,Shooting foul by D. Harris (drawn by B. Knight),74,72
305,3,3:44.0,,B. Knight makes free throw 1 of 2,74,73
306,3,3:44.0,,B. Knight makes free throw 2 of 2,74,74
307,3,3:29.0,M. Ellis misses 2-pt jump shot from 18 ft,,74,74
308,3,3:27.0,,Defensive rebound by K. Middleton,74,74
309,3,3:19.0,,K. Middleton makes 2-pt jump shot from 7 ft,74,76
310,3,3:18.0,Dallas full timeout,,74,76
311,3,3:05.0,C. Parsons misses 3-pt jump shot from 27 ft,,74,76
312,3,3:03.0,,Defensive rebound by B. Knight,74,76
313,3,2:48.0,,K. Middleton misses 2-pt jump shot from 14 ft,74,76
314,3,2:47.0,Defensive rebound by D. Harris,,74,76
315,3,2:32.0,C. Parsons makes 2-pt dunk at rim (assist by D. Harris),,76,76
316,3,2:13.0,,K. Middleton misses 2-pt layup at rim,76,76
317,3,2:11.0,Defensive rebound by C. Parsons,,76,76
318,3,2:09.0,Turnover by C. Parsons (bad pass),,76,76
319,3,1:53.0,,Turnover by J. Bayless (bad pass; steal by M. Ellis),76,76
320,3,1:48.0,C. Parsons makes 2-pt layup at rim (assist by M. Ellis),,78,76
321,3,1:34.0,,Turnover by J. Bayless (step out of bounds),78,76
322,3,1:23.0,D. Harris makes 2-pt layup at rim,,80,76
323,3,1:01.0,,Personal foul by C. Parsons (drawn by J. Bayless),80,76
324,3,1:01.0,,J. Bayless makes free throw 1 of 2,80,77
325,3,1:01.0,T. Chandler enters the game for C. Parsons,,80,77
326,3,1:01.0,A. Aminu enters the game for M. Ellis,,80,77
327,3,1:01.0,J. Barea enters the game for B. Wright,,80,77
328,3,1:01.0,,K. Marshall enters the game for B. Knight,80,77
329,3,1:01.0,,J. Bayless makes free throw 2 of 2,80,78
330,3,0:45.0,J. Barea misses 2-pt jump shot from 10 ft,,80,78
331,3,0:43.0,Offensive rebound by T. Chandler,,80,78
332,3,0:27.0,D. Harris misses 3-pt jump shot from 26 ft,,80,78
333,3,0:25.0,Offensive rebound by A. Aminu,,80,78
334,3,0:09.0,Personal take foul by K. Marshall (drawn by D. Harris),,80,78
335,3,0:00.0,D. Harris misses 3-pt jump shot from 25 ft,,80,78
336,3,0:00.0,Offensive rebound by Team,,80,78
337,4,11:45.0,,Shooting foul by D. Harris (drawn by K. Middleton),80,78
338,4,11:45.0,,K. Middleton misses free throw 1 of 3,80,78
339,4,11:45.0,,Offensive rebound by Team,80,78
340,4,11:45.0,,K. Middleton makes free throw 2 of 3,80,79
341,4,11:45.0,,K. Middleton makes free throw 3 of 3,80,80
342,4,11:30.0,T. Chandler makes 2-pt jump shot from 13 ft (assist by R. Jefferson),,82,80
343,4,11:10.0,,K. Middleton misses 2-pt jump shot from 12 ft,82,80
344,4,11:09.0,Defensive rebound by J. Barea,,82,80
345,4,11:03.0,Offensive foul by T. Chandler (drawn by J. Bayless),,82,80
346,4,11:03.0,Turnover by T. Chandler (offensive foul),,82,80
347,4,10:46.0,,J. Bayless misses 2-pt layup at rim (block by A. Aminu),82,80
348,4,10:43.0,Defensive rebound by T. Chandler,,82,80
349,4,10:30.0,D. Harris misses 3-pt jump shot from 27 ft,,82,80
350,4,10:29.0,,Defensive rebound by Z. Pachulia,82,80
351,4,10:17.0,,J. Dudley makes 3-pt jump shot from 25 ft (assist by J. Bayless),82,83
352,4,9:57.0,R. Jefferson misses 3-pt jump shot from 26 ft,,82,83
353,4,9:55.0,,Defensive rebound by Z. Pachulia,82,83
354,4,9:37.0,,Z. Pachulia misses 2-pt jump shot from 10 ft,82,83
355,4,9:36.0,Defensive rebound by D. Harris,,82,83
356,4,9:23.0,J. Barea misses 3-pt jump shot from 26 ft,,82,83
357,4,9:22.0,,Defensive rebound by K. Marshall,82,83
358,4,9:11.0,,J. Dudley makes 3-pt jump shot from 23 ft (assist by Z. Pachulia),82,86
359,4,9:11.0,Dallas full timeout,,82,86
360,4,8:56.0,Shooting foul by J. Dudley (drawn by R. Jefferson),,82,86
361,4,8:56.0,R. Jefferson makes free throw 1 of 2,,83,86
362,4,8:56.0,R. Jefferson makes free throw 2 of 2,,84,86
363,4,8:34.0,,K. Middleton misses 2-pt layup from 1 ft,84,86
364,4,8:32.0,,Offensive rebound by K. Middleton,84,86
365,4,8:32.0,,K. Middleton makes 2-pt tip-in at rim,84,88
366,4,8:13.0,J. Barea makes 3-pt jump shot from 24 ft (assist by A. Aminu),,87,88
367,4,8:02.0,Violation by A. Aminu (def goaltending),,87,88
368,4,8:02.0,,Shooting foul by J. Barea (drawn by K. Middleton),87,88
369,4,8:02.0,,K. Middleton makes 2-pt layup at rim (assist by Z. Pachulia),87,90
370,4,8:02.0,,K. Middleton misses free throw 1 of 1,87,90
371,4,7:53.0,Defensive rebound by T. Chandler,,87,90
372,4,7:36.0,D. Harris misses 2-pt jump shot from 19 ft,,87,90
373,4,7:34.0,Offensive rebound by A. Aminu,,87,90
374,4,7:33.0,A. Aminu misses 2-pt layup from 1 ft,,87,90
375,4,7:32.0,Offensive rebound by T. Chandler,,87,90
376,4,7:32.0,T. Chandler makes 2-pt tip-in at rim,,89,90
377,4,7:16.0,,J. Bayless makes 2-pt jump shot from 5 ft,89,92
378,4,7:03.0,Turnover by R. Jefferson (lost ball; steal by J. Dudley),,89,92
379,4,6:59.0,,J. Bayless makes 2-pt dunk at rim (assist by K. Marshall),89,94
380,4,6:59.0,,L. Sanders enters the game for Z. Pachulia,89,94
381,4,6:59.0,M. Ellis enters the game for A. Aminu,,89,94
382,4,6:59.0,C. Parsons enters the game for J. Barea,,89,94
383,4,6:43.0,M. Ellis misses 3-pt jump shot from 26 ft,,89,94
384,4,6:42.0,Offensive rebound by T. Chandler,,89,94
