,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,BOSTON_ACTION,SACRAMENTO_SCORE,BOSTON_SCORE
60,1,5:19.0,,E. Turner misses 2-pt layup at rim (block by D. Collison),9,15
61,1,5:18.0,Defensive rebound by D. Cousins,,9,15
62,1,5:04.0,D. Cousins misses 2-pt jump shot from 4 ft,,9,15
63,1,5:03.0,,Defensive rebound by T. Zeller,9,15
64,1,4:53.0,,J. Sullinger misses 2-pt jump shot from 19 ft,9,15
65,1,4:52.0,Defensive rebound by R. Gay,,9,15
66,1,4:35.0,D. Cousins misses 2-pt jump shot from 19 ft,,9,15
67,1,4:35.0,,Defensive rebound by A. Bradley,9,15
68,1,4:31.0,,E. Turner makes 2-pt dunk at rim (assist by A. Bradley),9,17
69,1,4:31.0,Technical foul by D. Cousins,,9,17
70,1,4:31.0,,J. Green misses technical free throw,9,17
71,1,4:30.0,Offensive rebound by Team,,9,17
72,1,4:30.0,,K. Olynyk enters the game for J. Sullinger,9,17
73,1,4:30.0,R. Evans enters the game for D. Cousins,,9,17
74,1,4:13.0,D. Collison makes 2-pt jump shot from 15 ft,,11,17
75,1,4:03.0,,K. Olynyk misses 3-pt jump shot from 24 ft,11,17
76,1,4:02.0,Defensive rebound by Team,,11,17
77,1,4:02.0,,M. Smart enters the game for E. Turner,11,17
78,1,3:41.0,Shooting foul by M. Smart (drawn by N. Stauskas),,11,17
79,1,3:41.0,N. Stauskas misses free throw 1 of 2,,11,17
80,1,3:41.0,Offensive rebound by Team,,11,17
81,1,3:41.0,,B. Bass enters the game for T. Zeller,11,17
82,1,3:41.0,N. Stauskas makes free throw 2 of 2,,12,17
83,1,3:25.0,,J. Green misses 2-pt jump shot from 11 ft,12,17
84,1,3:25.0,Defensive rebound by N. Stauskas,,12,17
85,1,3:17.0,Shooting foul by B. Bass (drawn by D. Collison),,12,17
86,1,3:17.0,D. Collison makes free throw 1 of 2,,13,17
87,1,3:17.0,D. Collison makes free throw 2 of 2,,14,17
88,1,3:05.0,,Turnover by M. Smart (lost ball; steal by R. Evans),14,17
89,1,2:51.0,C. Landry misses 2-pt jump shot from 15 ft,,14,17
90,1,2:51.0,Offensive rebound by Team,,14,17
91,1,2:51.0,Personal foul by K. Olynyk (drawn by R. Evans),,14,17
92,1,2:51.0,,Boston full timeout,14,17
93,1,2:51.0,,J. Crowder enters the game for J. Green,14,17
94,1,2:51.0,R. Evans makes free throw 1 of 2,,15,17
95,1,2:51.0,R. Evans misses free throw 2 of 2,,15,17
96,1,2:51.0,,Defensive rebound by K. Olynyk,15,17
97,1,2:32.0,,A. Bradley misses 2-pt jump shot from 17 ft,15,17
98,1,2:31.0,Defensive rebound by Team,,15,17
99,1,2:15.0,C. Landry misses 2-pt jump shot from 17 ft,,15,17
100,1,2:14.0,Offensive rebound by R. Evans,,15,17
101,1,2:10.0,Turnover by R. Evans (lost ball; steal by K. Olynyk),,15,17
102,1,1:56.0,,K. Olynyk misses 2-pt jump shot from 13 ft,15,17
103,1,1:55.0,Defensive rebound by R. Gay,,15,17
104,1,1:44.0,R. Gay misses 2-pt jump shot from 20 ft,,15,17
105,1,1:43.0,,Defensive rebound by M. Smart,15,17
106,1,1:30.0,,K. Olynyk makes 2-pt layup at rim (assist by A. Bradley),15,19
107,1,1:12.0,R. Gay misses 2-pt jump shot from 9 ft,,15,19
108,1,1:11.0,,Defensive rebound by A. Bradley,15,19
109,1,1:01.0,,B. Bass misses 2-pt layup from 1 ft,15,19
110,1,1:00.0,Defensive rebound by Team,,15,19
111,1,1:00.0,,J. Nelson enters the game for A. Bradley,15,19
112,1,0:46.0,C. Landry makes 2-pt jump shot from 18 ft (assist by D. Collison),,17,19
113,1,0:29.0,,B. Bass makes 2-pt jump shot from 14 ft (assist by K. Olynyk),17,21
114,1,0:09.0,D. Collison makes 2-pt layup from 1 ft,,19,21
115,1,0:04.0,,Personal take foul by D. Collison (drawn by J. Nelson),19,21
116,1,0:04.0,D. Williams enters the game for C. Landry,,19,21
117,1,0:00.0,,K. Olynyk makes 2-pt layup at rim,19,23
118,2,11:38.0,C. Landry misses 2-pt layup from 2 ft (block by K. Olynyk),,19,23
119,2,11:37.0,,Defensive rebound by B. Bass,19,23
120,2,11:30.0,,K. Olynyk misses 2-pt layup from 1 ft (block by C. Landry),19,23
121,2,11:29.0,Defensive rebound by D. Williams,,19,23
122,2,11:25.0,D. Williams makes 2-pt layup at rim,,21,23
123,2,11:04.0,,B. Bass misses 2-pt jump shot from 15 ft,21,23
124,2,11:02.0,Defensive rebound by C. Landry,,21,23
125,2,10:41.0,D. Williams misses 3-pt jump shot from 24 ft,,21,23
126,2,10:40.0,,Defensive rebound by K. Olynyk,21,23
127,2,10:33.0,,J. Nelson misses 3-pt jump shot from 24 ft,21,23
128,2,10:32.0,Defensive rebound by D. Cousins,,21,23
129,2,10:24.0,N. Stauskas misses 2-pt jump shot from 10 ft,,21,23
130,2,10:22.0,Offensive rebound by Team,,21,23
131,2,10:22.0,,T. Zeller enters the game for B. Bass,21,23
132,2,10:12.0,D. Cousins makes 2-pt dunk at rim,,23,23
133,2,9:53.0,,T. Zeller makes 2-pt layup at rim (assist by J. Nelson),23,25
134,2,9:37.0,D. Cousins misses 2-pt jump shot from 15 ft,,23,25
135,2,9:36.0,,Defensive rebound by M. Smart,23,25
136,2,9:25.0,,T. Zeller makes 2-pt dunk at rim (assist by J. Nelson),23,27
137,2,9:08.0,R. McCallum misses 2-pt layup at rim,,23,27
138,2,9:07.0,Offensive rebound by C. Landry,,23,27
139,2,9:05.0,C. Landry makes 2-pt layup from 1 ft,,25,27
140,2,8:48.0,,J. Nelson misses 2-pt jump shot from 19 ft,25,27
141,2,8:47.0,Defensive rebound by N. Stauskas,,25,27
142,2,8:34.0,Turnover by D. Cousins (lost ball),,25,27
143,2,8:34.0,Official timeout,,25,27
144,2,8:24.0,,Turnover by J. Nelson (lost ball; steal by N. Stauskas),25,27
145,2,8:19.0,C. Landry makes 2-pt dunk at rim (assist by N. Stauskas),,27,27
146,2,8:09.0,,M. Smart makes 2-pt jump shot from 13 ft,27,29
147,2,7:50.0,N. Stauskas misses 3-pt jump shot from 25 ft,,27,29
148,2,7:50.0,Offensive rebound by C. Landry,,27,29
149,2,7:47.0,Turnover by C. Landry (lost ball; steal by M. Smart),,27,29
150,2,7:40.0,,J. Crowder misses 3-pt jump shot from 24 ft,27,29
151,2,7:39.0,,Offensive rebound by Team,27,29
152,2,7:39.0,Loose ball foul by C. Landry (drawn by K. Olynyk),,27,29
153,2,7:32.0,,J. Nelson makes 2-pt jump shot from 17 ft,27,31
154,2,7:10.0,D. Williams misses 2-pt jump shot from 12 ft,,27,31
155,2,7:09.0,Offensive rebound by Team,,27,31
156,2,7:09.0,Personal foul by T. Zeller (drawn by D. Cousins),,27,31
157,2,7:09.0,O. Casspi enters the game for N. Stauskas,,27,31
158,2,7:09.0,,J. Sullinger enters the game for T. Zeller,27,31
159,2,7:09.0,B. McLemore enters the game for C. Landry,,27,31
160,2,7:01.0,B. McLemore makes 2-pt jump shot from 17 ft (assist by O. Casspi),,29,31
161,2,6:46.0,,Shooting foul by B. McLemore (drawn by K. Olynyk),29,31
162,2,6:46.0,,K. Olynyk makes free throw 1 of 2,29,32
163,2,6:46.0,N. Stauskas enters the game for B. McLemore,,29,32
164,2,6:46.0,,K. Olynyk makes free throw 2 of 2,29,33
165,2,6:31.0,Personal foul by M. Smart (drawn by R. McCallum),,29,33
166,2,6:15.0,R. McCallum misses 3-pt jump shot from 23 ft,,29,33
167,2,6:14.0,,Defensive rebound by J. Sullinger,29,33
168,2,6:03.0,,J. Nelson misses 3-pt jump shot from 25 ft,29,33
169,2,6:02.0,Defensive rebound by D. Williams,,29,33
170,2,6:00.0,Turnover by D. Williams (bad pass; steal by J. Nelson),,29,33
171,2,5:54.0,,J. Nelson misses 2-pt layup at rim,29,33
172,2,5:53.0,Defensive rebound by D. Cousins,,29,33
173,2,5:43.0,Turnover by O. Casspi (lost ball; steal by J. Crowder),,29,33
174,2,5:40.0,Violation by D. Cousins (def goaltending),,29,33
175,2,5:40.0,,J. Crowder makes 2-pt layup at rim,29,35
176,2,5:17.0,,Boston full timeout,29,35
177,2,5:17.0,,E. Turner enters the game for K. Olynyk,29,35
178,2,5:17.0,,B. Wright enters the game for J. Nelson,29,35
179,2,5:17.0,D. Collison enters the game for D. Williams,,29,35
180,2,5:17.0,R. Gay enters the game for R. McCallum,,29,35
181,2,5:14.0,D. Cousins makes 2-pt layup from 1 ft (assist by O. Casspi),,31,35
182,2,4:54.0,,B. Wright makes 2-pt hook shot from 4 ft (assist by E. Turner),31,37
183,2,4:32.0,R. Gay makes 2-pt jump shot from 7 ft,,33,37
184,2,4:19.0,,J. Crowder misses 2-pt jump shot from 3 ft (block by O. Casspi),33,37
185,2,4:18.0,,Offensive rebound by J. Sullinger,33,37
186,2,4:16.0,,J. Sullinger misses 2-pt layup at rim,33,37
187,2,4:15.0,,Offensive rebound by B. Wright,33,37
188,2,4:09.0,,Turnover by E. Turner (bad pass; steal by R. Gay),33,37
189,2,4:02.0,Turnover by D. Collison (bad pass; steal by E. Turner),,33,37
190,2,3:51.0,,J. Crowder misses 3-pt jump shot from 24 ft,33,37
191,2,3:51.0,,Offensive rebound by J. Sullinger,33,37
192,2,3:47.0,,J. Sullinger makes 2-pt jump shot from 5 ft,33,39
193,2,3:27.0,D. Collison misses 2-pt jump shot from 12 ft,,33,39
194,2,3:26.0,,Defensive rebound by M. Smart,33,39
195,2,3:12.0,,J. Sullinger makes 2-pt jump shot from 17 ft (assist by E. Turner),33,41
196,2,2:57.0,Shooting foul by J. Crowder (drawn by O. Casspi),,33,41
197,2,2:57.0,Sacramento full timeout,,33,41
198,2,2:57.0,,J. Green enters the game for M. Smart,33,41
199,2,2:57.0,,A. Bradley enters the game for J. Crowder,33,41
200,2,2:57.0,O. Casspi misses free throw 1 of 2,,33,41
201,2,2:57.0,Offensive rebound by Team,,33,41
202,2,2:57.0,O. Casspi misses free throw 2 of 2,,33,41
203,2,2:57.0,,Defensive rebound by J. Sullinger,33,41
204,2,2:39.0,,J. Sullinger misses 2-pt jump shot from 5 ft,33,41
205,2,2:38.0,Defensive rebound by R. Gay,,33,41
206,2,2:31.0,O. Casspi misses 2-pt jump shot from 5 ft,,33,41
207,2,2:30.0,,Defensive rebound by B. Wright,33,41
208,2,2:19.0,,B. Wright misses 2-pt hook shot from 4 ft,33,41
209,2,2:17.0,Defensive rebound by D. Cousins,,33,41
210,2,2:12.0,D. Collison makes 2-pt jump shot from 13 ft,,35,41
211,2,1:57.0,,E. Turner makes 2-pt jump shot from 19 ft,35,43
212,2,1:41.0,,Offensive charge foul by D. Cousins (drawn by J. Sullinger),35,43
213,2,1:41.0,Turnover by D. Cousins (offensive foul),,35,43
214,2,1:26.0,,J. Sullinger makes 2-pt jump shot from 18 ft (assist by E. Turner),35,45
215,2,1:09.0,R. Gay makes 2-pt layup from 1 ft,,37,45
216,2,1:02.0,,E. Turner misses 2-pt jump shot from 11 ft,37,45
217,2,1:01.0,Defensive rebound by O. Casspi,,37,45
218,2,0:50.0,Shooting foul by A. Bradley (drawn by D. Collison),,37,45
219,2,0:50.0,D. Collison makes free throw 1 of 2,,38,45
220,2,0:50.0,D. Collison makes free throw 2 of 2,,39,45
221,2,0:40.0,,A. Bradley makes 2-pt jump shot from 16 ft,39,47
222,2,0:33.0,O. Casspi misses 2-pt jump shot from 7 ft (block by B. Wright),,39,47
223,2,0:32.0,Offensive rebound by O. Casspi,,39,47
224,2,0:27.0,R. Gay misses 2-pt jump shot from 19 ft,,39,47
225,2,0:26.0,,Defensive rebound by E. Turner,39,47
226,2,0:03.0,,B. Wright makes 2-pt dunk at rim (assist by E. Turner),39,49
227,2,0:00.0,D. Collison misses 3-pt jump shot from 25 ft,,39,49
228,2,0:00.0,Offensive rebound by Team,,39,49
229,3,11:46.0,B. McLemore makes 3-pt jump shot from 22 ft (assist by D. Collison),,42,49
230,3,11:25.0,,J. Sullinger makes 2-pt jump shot from 21 ft (assist by J. Green),42,51
231,3,11:09.0,R. Gay misses 2-pt jump shot from 14 ft (block by J. Green),,42,51
232,3,11:08.0,,Defensive rebound by J. Green,42,51
233,3,11:06.0,,Shooting foul by R. Gay (drawn by J. Green),42,51
234,3,11:06.0,,J. Green makes free throw 1 of 2,42,52
235,3,11:06.0,,J. Green makes free throw 2 of 2,42,53
236,3,10:43.0,D. Collison misses 3-pt jump shot from 23 ft,,42,53
237,3,10:42.0,,Defensive rebound by E. Turner,42,53
238,3,10:30.0,,J. Sullinger makes 2-pt jump shot from 5 ft (assist by E. Turner),42,55
239,3,10:06.0,B. McLemore misses 3-pt jump shot from 24 ft,,42,55
240,3,10:05.0,,Defensive rebound by Team,42,55
241,3,10:05.0,Loose ball foul by R. Hollins (drawn by J. Green),,42,55
242,3,9:46.0,,T. Zeller misses 2-pt layup from 2 ft (block by D. Cousins),42,55
243,3,9:45.0,Defensive rebound by R. Hollins,,42,55
244,3,9:29.0,R. Gay misses 2-pt layup at rim (block by J. Sullinger),,42,55
245,3,9:29.0,Offensive rebound by Team,,42,55
246,3,9:26.0,R. Hollins misses 2-pt jump shot from 6 ft (block by J. Sullinger),,42,55
247,3,9:25.0,,Defensive rebound by A. Bradley,42,55
248,3,9:21.0,,E. Turner makes 2-pt layup at rim (assist by A. Bradley),42,57
249,3,9:15.0,Sacramento full timeout,,42,57
250,3,9:15.0,C. Landry enters the game for R. Hollins,,42,57
251,3,9:15.0,Sacramento full timeout,,42,57
252,3,8:54.0,D. Collison misses 3-pt jump shot from 28 ft,,42,57
253,3,8:52.0,,Defensive rebound by Team,42,57
254,3,8:37.0,,Turnover by A. Bradley (lost ball; steal by B. McLemore),42,57
255,3,8:22.0,D. Cousins makes 2-pt hook shot from 5 ft,,44,57
256,3,8:08.0,,J. Sullinger makes 2-pt jump shot from 19 ft (assist by E. Turner),44,59
257,3,8:00.0,Turnover by B. McLemore (kicked ball),,44,59
258,3,7:44.0,,Turnover by E. Turner (lost ball; steal by D. Collison),44,59
259,3,7:43.0,Personal foul by E. Turner (drawn by C. Landry),,44,59
260,3,7:36.0,D. Collison makes 2-pt layup at rim,,46,59
261,3,7:21.0,,J. Green misses 3-pt jump shot from 24 ft,46,59
262,3,7:20.0,Defensive rebound by D. Cousins,,46,59
263,3,7:12.0,Personal foul by E. Turner (drawn by D. Collison),,46,59
264,3,7:02.0,R. Gay misses 2-pt jump shot from 13 ft,,46,59
265,3,7:00.0,Offensive rebound by C. Landry,,46,59
266,3,6:59.0,C. Landry makes 2-pt layup from 1 ft,,48,59
267,3,6:46.0,,Turnover by E. Turner (bad pass; steal by D. Cousins),48,59
268,3,6:42.0,Shooting foul by E. Turner (drawn by D. Collison),,48,59
269,3,6:42.0,D. Collison makes free throw 1 of 2,,49,59
270,3,6:42.0,,J. Nelson enters the game for E. Turner,49,59
271,3,6:42.0,D. Collison makes free throw 2 of 2,,50,59
272,3,6:32.0,,Shooting foul by B. McLemore (drawn by A. Bradley),50,59
273,3,6:32.0,,A. Bradley misses free throw 1 of 2,50,59
274,3,6:32.0,,Offensive rebound by Team,50,59
275,3,6:32.0,R. McCallum enters the game for B. McLemore,,50,59
276,3,6:32.0,,A. Bradley makes free throw 2 of 2,50,60
277,3,6:16.0,D. Collison misses 3-pt jump shot from 24 ft,,50,60
278,3,6:15.0,,Defensive rebound by J. Sullinger,50,60
279,3,6:06.0,,Personal foul by C. Landry (drawn by J. Sullinger),50,60
280,3,6:00.0,,A. Bradley misses 2-pt jump shot from 16 ft,50,60
281,3,6:00.0,Defensive rebound by R. McCallum,,50,60
282,3,5:54.0,D. Cousins misses flagrant free throw 1 of 2,,50,60
283,3,5:54.0,Offensive rebound by Team,,50,60
284,3,5:54.0,D. Cousins makes flagrant free throw 2 of 2,,51,60
285,3,5:54.0,,K. Olynyk enters the game for T. Zeller,51,60
286,3,5:39.0,D. Cousins misses 2-pt layup at rim (block by J. Sullinger),,51,60
287,3,5:37.0,,Defensive rebound by J. Green,51,60
288,3,5:27.0,,J. Sullinger misses 2-pt jump shot from 10 ft,51,60
289,3,5:26.0,Defensive rebound by C. Landry,,51,60
290,3,5:12.0,Personal foul by J. Green (drawn by R. Gay),,51,60
291,3,5:12.0,R. Gay makes free throw 1 of 2,,52,60
292,3,5:12.0,R. Gay misses free throw 2 of 2,,52,60
293,3,5:11.0,Offensive rebound by D. Cousins,,52,60
294,3,4:58.0,D. Cousins misses 2-pt hook shot from 3 ft,,52,60
295,3,4:57.0,Offensive rebound by R. Gay,,52,60
296,3,4:54.0,R. Gay misses 2-pt jump shot from 10 ft,,52,60
297,3,4:52.0,,Defensive rebound by J. Sullinger,52,60
298,3,4:48.0,,Personal foul by D. Cousins (drawn by J. Sullinger),52,60
299,3,4:48.0,,J. Sullinger makes free throw 1 of 2,52,61
300,3,4:48.0,,J. Sullinger makes free throw 2 of 2,52,62
301,3,4:38.0,D. Cousins misses 2-pt layup at rim,,52,62
302,3,4:37.0,,Defensive rebound by J. Sullinger,52,62
303,3,4:31.0,,J. Sullinger misses 2-pt layup at rim,52,62
304,3,4:30.0,Defensive rebound by R. McCallum,,52,62
305,3,4:26.0,Shooting foul by J. Nelson (drawn by R. McCallum),,52,62
306,3,4:26.0,R. McCallum misses free throw 1 of 2,,52,62
307,3,4:26.0,Offensive rebound by Team,,52,62
308,3,4:26.0,R. Evans enters the game for D. Cousins,,52,62
309,3,4:26.0,,B. Bass enters the game for J. Sullinger,52,62
310,3,4:26.0,R. McCallum makes free throw 2 of 2,,53,62
311,3,4:10.0,,J. Green makes 2-pt jump shot from 20 ft (assist by J. Nelson),53,64
312,3,3:58.0,R. Gay misses 3-pt jump shot from 24 ft,,53,64
313,3,3:57.0,,Defensive rebound by J. Nelson,53,64
314,3,3:43.0,,A. Bradley misses 2-pt jump shot from 15 ft,53,64
315,3,3:42.0,Defensive rebound by R. Gay,,53,64
316,3,3:33.0,C. Landry makes 2-pt layup from 1 ft (assist by R. Gay),,55,64
317,3,3:24.0,,Turnover by K. Olynyk (lost ball; steal by R. McCallum),55,64
318,3,3:24.0,Personal foul by K. Olynyk (drawn by R. McCallum),,55,64
319,3,3:24.0,R. McCallum makes free throw 1 of 2,,56,64
320,3,3:24.0,,M. Smart enters the game for A. Bradley,56,64
321,3,3:24.0,R. McCallum misses free throw 2 of 2,,56,64
322,3,3:23.0,,Defensive rebound by J. Green,56,64
323,3,3:10.0,,J. Nelson misses 3-pt jump shot from 24 ft,56,64
324,3,3:09.0,Defensive rebound by R. Evans,,56,64
325,3,2:53.0,R. Gay misses 2-pt dunk at rim,,56,64
326,3,2:52.0,Offensive rebound by R. McCallum,,56,64
327,3,2:46.0,R. McCallum misses 2-pt jump shot from 4 ft,,56,64
328,3,2:45.0,,Defensive rebound by K. Olynyk,56,64
329,3,2:38.0,,J. Green makes 2-pt layup at rim (assist by J. Nelson),56,66
330,3,2:20.0,C. Landry makes 2-pt layup from 1 ft (assist by R. Evans),,58,66
331,3,2:06.0,,M. Smart makes 3-pt jump shot from 25 ft (assist by J. Nelson),58,69
332,3,1:44.0,R. McCallum makes 2-pt jump shot from 7 ft,,60,69
333,3,1:29.0,,J. Nelson misses 3-pt jump shot from 24 ft,60,69
334,3,1:28.0,,Offensive rebound by B. Bass,60,69
335,3,1:24.0,,M. Smart misses 3-pt jump shot from 24 ft,60,69
336,3,1:23.0,Defensive rebound by R. Evans,,60,69
337,3,1:19.0,Shooting foul by J. Nelson (drawn by R. McCallum),,60,69
338,3,1:19.0,,Boston full timeout,60,69
339,3,1:19.0,R. McCallum makes free throw 1 of 2,,61,69
340,3,1:19.0,R. McCallum misses free throw 2 of 2,,61,69
341,3,1:19.0,,Defensive rebound by Team,61,69
342,3,1:19.0,Loose ball foul by R. Evans (drawn by B. Bass),,61,69
343,3,1:19.0,,B. Bass makes free throw 1 of 2,61,70
344,3,1:19.0,,B. Bass makes free throw 2 of 2,61,71
345,3,1:00.0,R. Gay misses 2-pt jump shot from 18 ft,,61,71
346,3,0:59.0,,Defensive rebound by M. Smart,61,71
347,3,0:43.0,,B. Bass misses 2-pt dunk at rim (block by C. Landry),61,71
348,3,0:41.0,,Offensive rebound by B. Bass,61,71
349,3,0:38.0,,K. Olynyk makes 3-pt jump shot from 23 ft (assist by B. Bass),61,74
350,3,0:17.0,D. Collison misses 2-pt jump shot from 17 ft,,61,74
351,3,0:16.0,,Defensive rebound by J. Nelson,61,74
352,3,0:02.0,,M. Smart makes 3-pt jump shot from 23 ft (assist by J. Nelson),61,77
353,3,0:00.0,R. Gay misses 3-pt jump shot from 40 ft,,61,77
354,3,0:00.0,Offensive rebound by Team,,61,77
355,4,11:47.0,,M. Smart misses 3-pt jump shot from 24 ft,61,77
356,4,11:45.0,,Offensive rebound by M. Smart,61,77
357,4,11:40.0,,J. Nelson misses 3-pt jump shot from 22 ft,61,77
358,4,11:39.0,Defensive rebound by B. McLemore,,61,77
359,4,11:22.0,C. Landry makes 2-pt layup at rim (assist by D. Collison),,63,77
360,4,11:10.0,,J. Crowder makes 2-pt jump shot from 16 ft (assist by K. Olynyk),63,79
361,4,10:54.0,Personal foul by J. Nelson (drawn by D. Collison),,63,79
362,4,10:46.0,C. Landry misses 2-pt jump shot from 17 ft,,63,79
363,4,10:45.0,,Defensive rebound by J. Nelson,63,79
364,4,10:37.0,,B. Bass makes 2-pt dunk at rim (assist by J. Nelson),63,81
365,4,10:13.0,R. Gay makes 2-pt jump shot from 3 ft,,65,81
366,4,9:59.0,,J. Crowder makes 2-pt layup from 1 ft (assist by K. Olynyk),65,83
367,4,9:39.0,R. Gay misses 2-pt jump shot from 12 ft,,65,83
368,4,9:39.0,,Defensive rebound by B. Bass,65,83
369,4,9:34.0,,J. Crowder misses 2-pt jump shot from 17 ft,65,83
370,4,9:32.0,Defensive rebound by Team,,65,83
371,4,9:32.0,,Loose ball foul by B. Bass (drawn by R. Gay),65,83
372,4,9:32.0,D. Williams enters the game for R. Evans,,65,83
373,4,9:32.0,D. Cousins enters the game for R. Gay,,65,83
374,4,9:18.0,D. Cousins makes 2-pt jump shot from 17 ft (assist by D. Collison),,67,83
375,4,9:02.0,,Personal foul by C. Landry (drawn by K. Olynyk),67,83
376,4,9:02.0,R. McCallum enters the game for D. Collison,,67,83
377,4,8:55.0,,K. Olynyk makes 2-pt jump shot from 15 ft,67,85
378,4,8:37.0,Turnover by D. Cousins (lost ball; steal by M. Smart),,67,85
379,4,8:31.0,,B. Bass makes 2-pt layup from 1 ft (assist by M. Smart),67,87
380,4,8:31.0,Sacramento full timeout,,67,87
381,4,8:15.0,Turnover by D. Cousins (bad pass),,67,87
382,4,7:53.0,,J. Crowder makes 3-pt jump shot from 26 ft (assist by M. Smart),67,90
383,4,7:31.0,R. McCallum makes 2-pt jump shot from 11 ft,,69,90
384,4,7:31.0,,Technical foul by M. Smart,69,90
385,4,7:31.0,Technical foul by D. Cousins,,69,90
386,4,7:31.0,R. Gay enters the game for D. Cousins,,69,90
387,4,7:12.0,,K. Olynyk makes 2-pt layup from 2 ft (assist by J. Nelson),69,92
388,4,7:01.0,D. Williams misses 3-pt jump shot from 24 ft,,69,92
389,4,7:00.0,,Defensive rebound by M. Smart,69,92
