,QUARTER,TIME_REMAINING,BOSTON_ACTION,DENVER_ACTION,BOSTON_SCORE,DENVER_SCORE
149,2,6:23.0,,D. Arthur makes 2-pt jump shot from 14 ft (assist by J. Nelson),32,37
150,2,6:05.0,T. Prince makes 2-pt jump shot from 21 ft (assist by P. Pressey),,34,37
151,2,5:47.0,,A. Afflalo makes 2-pt hook shot from 7 ft (assist by J. Nelson),34,39
152,2,5:27.0,Shooting foul by K. Faried (drawn by J. Sullinger),,34,39
153,2,5:27.0,,Denver full timeout,34,39
154,2,5:27.0,E. Turner enters the game for T. Prince,,34,39
155,2,5:27.0,B. Bass enters the game for G. Wallace,,34,39
156,2,5:27.0,J. Sullinger makes free throw 1 of 2,,35,39
157,2,5:27.0,J. Sullinger makes free throw 2 of 2,,36,39
158,2,5:14.0,,D. Arthur makes 2-pt jump shot from 15 ft (assist by J. Nelson),36,41
159,2,4:47.0,P. Pressey misses 3-pt jump shot from 28 ft,,36,41
160,2,4:45.0,,Defensive rebound by K. Faried,36,41
161,2,4:35.0,,W. Chandler misses 3-pt jump shot from 25 ft,36,41
162,2,4:33.0,Defensive rebound by B. Bass,,36,41
163,2,4:24.0,P. Pressey misses 3-pt jump shot from 25 ft,,36,41
164,2,4:22.0,,Defensive rebound by W. Chandler,36,41
165,2,4:13.0,,Turnover by J. Nelson (bad pass; steal by B. Bass),36,41
166,2,4:07.0,J. Sullinger misses 3-pt jump shot from 25 ft,,36,41
167,2,4:05.0,,Defensive rebound by K. Faried,36,41
168,2,3:53.0,,Turnover by J. Nelson (lost ball; steal by E. Turner),36,41
169,2,3:52.0,Personal foul by J. Nelson (drawn by E. Turner),,36,41
170,2,3:52.0,M. Smart enters the game for P. Pressey,,36,41
171,2,3:52.0,T. Zeller enters the game for J. Sullinger,,36,41
172,2,3:52.0,,J. Nurkić enters the game for D. Arthur,36,41
173,2,3:32.0,E. Turner makes 2-pt jump shot from 7 ft,,38,41
174,2,3:18.0,,K. Faried misses 2-pt hook shot from 5 ft,38,41
175,2,3:16.0,Defensive rebound by T. Zeller,,38,41
176,2,3:08.0,E. Turner makes 2-pt layup at rim,,40,41
177,2,2:50.0,,J. Nelson misses 2-pt jump shot from 15 ft,40,41
178,2,2:47.0,,Offensive rebound by J. Nurkić,40,41
179,2,2:43.0,,W. Chandler misses 3-pt jump shot from 26 ft,40,41
180,2,2:41.0,Defensive rebound by A. Bradley,,40,41
181,2,2:32.0,E. Turner makes 2-pt layup from 2 ft,,42,41
182,2,2:32.0,,Denver full timeout,42,41
183,2,2:19.0,,J. Nelson makes 2-pt layup from 2 ft,42,43
184,2,1:57.0,T. Zeller misses 2-pt hook shot from 7 ft,,42,43
185,2,1:56.0,,Defensive rebound by K. Faried,42,43
186,2,1:43.0,,J. Nurkić misses 2-pt layup from 2 ft,42,43
187,2,1:41.0,Defensive rebound by E. Turner,,42,43
188,2,1:28.0,B. Bass misses 2-pt jump shot from 18 ft,,42,43
189,2,1:27.0,,Defensive rebound by J. Nurkić,42,43
190,2,1:18.0,,J. Nelson misses 3-pt jump shot from 24 ft,42,43
191,2,1:17.0,Defensive rebound by A. Bradley,,42,43
192,2,0:57.0,T. Zeller misses 2-pt hook shot from 2 ft,,42,43
193,2,0:56.0,,Defensive rebound by K. Faried,42,43
194,2,0:48.0,,A. Afflalo makes 2-pt jump shot from 9 ft,42,45
195,2,0:48.0,,Shooting foul by E. Turner (drawn by A. Afflalo),42,45
196,2,0:48.0,J. Sullinger enters the game for T. Zeller,,42,45
197,2,0:48.0,,A. Afflalo makes free throw 1 of 1,42,46
198,2,0:37.0,Offensive foul by A. Bradley (drawn by K. Faried),,42,46
199,2,0:37.0,Turnover by A. Bradley (offensive foul),,42,46
200,2,0:27.0,,W. Chandler misses 2-pt jump shot from 11 ft,42,46
201,2,0:26.0,,Offensive rebound by W. Chandler,42,46
202,2,0:25.0,,W. Chandler misses 2-pt layup from 1 ft,42,46
203,2,0:25.0,,Offensive rebound by K. Faried,42,46
204,2,0:25.0,,K. Faried makes 2-pt dunk at rim,42,48
205,2,0:20.0,Boston full timeout,,42,48
206,2,0:20.0,,D. Gallinari enters the game for K. Faried,42,48
207,2,0:20.0,P. Pressey enters the game for M. Smart,,42,48
208,2,0:00.0,Turnover by P. Pressey (lost ball; steal by W. Chandler),,42,48
209,3,11:51.0,,Personal foul by E. Turner (drawn by A. Afflalo),42,48
210,3,11:35.0,,W. Chandler misses 2-pt jump shot from 5 ft (block by B. Bass),42,48
211,3,11:33.0,Defensive rebound by J. Crowder,,42,48
212,3,11:09.0,J. Sullinger misses 3-pt jump shot from 24 ft,,42,48
213,3,11:08.0,,Defensive rebound by J. Hickson,42,48
214,3,11:00.0,,J. Hickson makes 2-pt dunk at rim (assist by J. Nelson),42,50
215,3,10:40.0,A. Bradley misses 3-pt jump shot from 25 ft,,42,50
216,3,10:39.0,,Defensive rebound by A. Afflalo,42,50
217,3,10:27.0,,W. Chandler misses 3-pt jump shot from 23 ft,42,50
218,3,10:26.0,Defensive rebound by A. Bradley,,42,50
219,3,10:15.0,B. Bass misses 2-pt jump shot from 14 ft,,42,50
220,3,10:14.0,,Defensive rebound by A. Afflalo,42,50
221,3,10:09.0,,K. Faried makes 2-pt dunk at rim (assist by A. Afflalo),42,52
222,3,10:09.0,Boston full timeout,,42,52
223,3,9:55.0,B. Bass makes 2-pt jump shot from 16 ft (assist by E. Turner),,44,52
224,3,9:32.0,,A. Afflalo misses 2-pt jump shot from 14 ft,44,52
225,3,9:31.0,Defensive rebound by J. Crowder,,44,52
226,3,9:20.0,E. Turner misses 2-pt jump shot from 9 ft,,44,52
227,3,9:19.0,,Defensive rebound by K. Faried,44,52
228,3,9:17.0,,W. Chandler makes 2-pt layup from 1 ft (assist by K. Faried),44,54
229,3,9:17.0,Violation by B. Bass (def goaltending),,44,54
230,3,9:01.0,A. Bradley makes 2-pt jump shot from 17 ft (assist by B. Bass),,46,54
231,3,8:48.0,,K. Faried makes 2-pt layup from 2 ft (assist by W. Chandler),46,56
232,3,8:48.0,,Shooting foul by J. Sullinger (drawn by K. Faried),46,56
233,3,8:48.0,,K. Faried makes free throw 1 of 1,46,57
234,3,8:38.0,A. Bradley makes 3-pt jump shot from 22 ft (assist by E. Turner),,49,57
235,3,8:27.0,,Personal foul by B. Bass (drawn by J. Nelson),49,57
236,3,8:19.0,,J. Hickson makes 2-pt layup from 2 ft (assist by J. Nelson),49,59
237,3,8:04.0,B. Bass misses 2-pt jump shot from 16 ft,,49,59
238,3,8:03.0,,Defensive rebound by K. Faried,49,59
239,3,7:57.0,,K. Faried misses 2-pt layup from 2 ft,49,59
240,3,7:54.0,,Offensive rebound by J. Hickson,49,59
241,3,7:54.0,,J. Hickson misses 2-pt tip-in from 1 ft,49,59
242,3,7:52.0,Defensive rebound by J. Sullinger,,49,59
243,3,7:38.0,E. Turner misses 3-pt jump shot from 23 ft,,49,59
244,3,7:37.0,,Defensive rebound by J. Hickson,49,59
245,3,7:34.0,,K. Faried misses 2-pt layup from 1 ft (block by J. Crowder),49,59
246,3,7:34.0,,Offensive rebound by Team,49,59
247,3,7:34.0,T. Zeller enters the game for J. Sullinger,,49,59
248,3,7:32.0,,A. Afflalo makes 2-pt jump shot from 16 ft (assist by W. Chandler),49,61
249,3,7:16.0,T. Zeller makes 2-pt layup from 1 ft,,51,61
250,3,6:57.0,,A. Afflalo misses 2-pt jump shot from 17 ft,51,61
251,3,6:56.0,Defensive rebound by T. Zeller,,51,61
252,3,6:45.0,A. Bradley makes 2-pt jump shot from 19 ft,,53,61
253,3,6:33.0,,A. Afflalo misses 3-pt jump shot from 23 ft,53,61
254,3,6:31.0,Defensive rebound by T. Zeller,,53,61
255,3,6:27.0,Turnover by A. Bradley (bad pass; steal by W. Chandler),,53,61
256,3,6:15.0,,W. Chandler misses 2-pt layup at rim,53,61
257,3,6:13.0,Defensive rebound by B. Bass,,53,61
258,3,6:09.0,J. Crowder makes 2-pt layup from 1 ft (assist by B. Bass),,55,61
259,3,6:09.0,Shooting foul by A. Afflalo (drawn by J. Crowder),,55,61
260,3,6:09.0,,Denver full timeout,55,61
261,3,6:09.0,J. Crowder makes free throw 1 of 1,,56,61
262,3,5:48.0,,K. Faried misses 2-pt jump shot from 16 ft,56,61
263,3,5:47.0,Defensive rebound by A. Bradley,,56,61
264,3,5:35.0,Turnover by T. Zeller (bad pass; steal by J. Hickson),,56,61
265,3,5:29.0,,A. Afflalo misses 2-pt jump shot from 18 ft,56,61
266,3,5:28.0,,Offensive rebound by A. Afflalo,56,61
267,3,5:23.0,,Shooting foul by E. Turner (drawn by W. Chandler),56,61
268,3,5:23.0,,W. Chandler makes free throw 1 of 2,56,62
269,3,5:23.0,M. Smart enters the game for E. Turner,,56,62
270,3,5:23.0,,W. Chandler makes free throw 2 of 2,56,63
271,3,5:07.0,T. Zeller misses 2-pt layup from 1 ft,,56,63
272,3,5:06.0,Offensive rebound by T. Zeller,,56,63
273,3,5:03.0,T. Zeller makes 2-pt dunk at rim,,58,63
274,3,4:53.0,,J. Nelson makes 2-pt layup from 1 ft,58,65
275,3,4:38.0,J. Crowder makes 3-pt jump shot from 23 ft (assist by M. Smart),,61,65
276,3,4:23.0,,J. Nelson misses 2-pt layup at rim,61,65
277,3,4:23.0,Defensive rebound by Team,,61,65
278,3,4:02.0,Shooting foul by K. Faried (drawn by B. Bass),,61,65
279,3,4:02.0,B. Bass misses free throw 1 of 2,,61,65
280,3,4:02.0,Offensive rebound by Team,,61,65
281,3,4:02.0,,D. Gallinari enters the game for W. Chandler,61,65
282,3,4:02.0,B. Bass makes free throw 2 of 2,,62,65
283,3,3:55.0,,Personal foul by M. Smart (drawn by A. Afflalo),62,65
284,3,3:55.0,,A. Afflalo makes free throw 1 of 2,62,66
285,3,3:55.0,,J. Nurkić enters the game for J. Hickson,62,66
286,3,3:55.0,,A. Afflalo makes free throw 2 of 2,62,67
287,3,3:42.0,T. Zeller makes 2-pt dunk at rim (assist by M. Smart),,64,67
288,3,3:22.0,,J. Nurkić misses 2-pt layup from 1 ft,64,67
289,3,3:21.0,Defensive rebound by T. Zeller,,64,67
290,3,3:09.0,Personal foul by J. Nurkić (drawn by T. Zeller),,64,67
291,3,3:09.0,M. Thornton enters the game for A. Bradley,,64,67
292,3,3:03.0,M. Smart makes 3-pt jump shot from 25 ft (assist by B. Bass),,67,67
293,3,2:48.0,,J. Nelson misses 3-pt jump shot from 25 ft,67,67
294,3,2:47.0,,Offensive rebound by J. Nurkić,67,67
295,3,2:44.0,,J. Nurkić makes 2-pt hook shot from 2 ft,67,69
296,3,2:31.0,,Violation by J. Nurkić (def goaltending),67,69
297,3,2:31.0,T. Zeller makes 2-pt layup from 1 ft,,69,69
298,3,2:14.0,,D. Gallinari misses 3-pt jump shot from 25 ft,69,69
299,3,2:13.0,Defensive rebound by Team,,69,69
300,3,2:06.0,Shooting foul by J. Nurkić (drawn by M. Smart),,69,69
301,3,2:06.0,M. Smart misses free throw 1 of 2,,69,69
302,3,2:06.0,Offensive rebound by Team,,69,69
303,3,2:06.0,M. Smart makes free throw 2 of 2,,70,69
304,3,1:59.0,,Personal foul by M. Thornton (drawn by A. Afflalo),70,69
305,3,1:59.0,,A. Afflalo makes free throw 1 of 2,70,70
306,3,1:59.0,J. Sullinger enters the game for B. Bass,,70,70
307,3,1:59.0,,A. Afflalo makes free throw 2 of 2,70,71
308,3,1:35.0,J. Crowder makes 3-pt jump shot from 24 ft (assist by M. Smart),,73,71
309,3,1:13.0,,Shooting foul by M. Smart (drawn by J. Nelson),73,71
310,3,1:13.0,,J. Nelson makes free throw 1 of 2,73,72
311,3,1:13.0,,J. Nelson misses free throw 2 of 2,73,72
312,3,1:11.0,Defensive rebound by J. Sullinger,,73,72
313,3,1:03.0,Turnover by M. Smart (lost ball; steal by D. Gallinari),,73,72
314,3,1:03.0,,Personal foul by M. Smart (drawn by D. Gallinari),73,72
315,3,1:03.0,,D. Gallinari makes free throw 1 of 2,73,73
316,3,1:03.0,P. Pressey enters the game for M. Smart,,73,73
317,3,1:03.0,,D. Gallinari makes free throw 2 of 2,73,74
318,3,0:50.0,Shooting foul by J. Nurkić (drawn by J. Sullinger),,73,74
319,3,0:50.0,J. Sullinger misses free throw 1 of 2,,73,74
320,3,0:50.0,Offensive rebound by Team,,73,74
321,3,0:50.0,J. Sullinger misses free throw 2 of 2,,73,74
322,3,0:49.0,,Defensive rebound by K. Faried,73,74
323,3,0:30.0,,A. Afflalo misses 2-pt jump shot from 6 ft,73,74
324,3,0:29.0,Defensive rebound by J. Sullinger,,73,74
325,3,0:10.0,M. Thornton makes 2-pt jump shot from 6 ft,,75,74
326,3,0:02.0,,J. Nelson misses 2-pt jump shot from 9 ft,75,74
327,3,0:01.0,,Offensive rebound by J. Nurkić,75,74
328,4,11:40.0,M. Thornton misses 2-pt jump shot from 19 ft,,75,74
329,4,11:39.0,,Defensive rebound by J. Nurkić,75,74
330,4,11:25.0,,Turnover by D. Arthur (bad pass; steal by M. Thornton),75,74
331,4,11:21.0,Shooting block foul by D. Arthur (drawn by T. Zeller),,75,74
332,4,11:21.0,T. Zeller makes free throw 1 of 2,,76,74
333,4,11:21.0,T. Zeller misses free throw 2 of 2,,76,74
334,4,11:20.0,,Defensive rebound by J. Nurkić,76,74
335,4,11:04.0,,D. Arthur makes 2-pt jump shot from 16 ft (assist by J. Nelson),76,76
336,4,10:45.0,M. Thornton misses 2-pt jump shot from 13 ft,,76,76
337,4,10:45.0,,Defensive rebound by Team,76,76
338,4,10:45.0,Loose ball foul by J. Sullinger (drawn by D. Arthur),,76,76
339,4,10:33.0,,D. Arthur misses 2-pt jump shot from 18 ft,76,76
340,4,10:31.0,Defensive rebound by P. Pressey,,76,76
341,4,10:17.0,M. Thornton makes 3-pt jump shot from 24 ft (assist by J. Sullinger),,79,76
342,4,10:03.0,,J. Nurkić misses 2-pt hook shot from 3 ft,79,76
343,4,10:01.0,Defensive rebound by M. Thornton,,79,76
344,4,9:54.0,Shooting foul by D. Arthur (drawn by J. Sullinger),,79,76
345,4,9:54.0,J. Sullinger misses free throw 1 of 2,,79,76
346,4,9:54.0,Offensive rebound by Team,,79,76
347,4,9:54.0,,J. Hickson enters the game for J. Nurkić,79,76
348,4,9:54.0,B. Bass enters the game for T. Zeller,,79,76
349,4,9:54.0,J. Sullinger makes free throw 2 of 2,,80,76
350,4,9:40.0,,J. Hickson makes 2-pt jump shot from 8 ft (assist by R. Foye),80,78
351,4,9:22.0,J. Sullinger misses 2-pt jump shot from 11 ft,,80,78
352,4,9:21.0,Offensive rebound by J. Sullinger,,80,78
353,4,9:20.0,Shooting foul by J. Hickson (drawn by J. Sullinger),,80,78
354,4,9:20.0,J. Sullinger misses free throw 1 of 2,,80,78
355,4,9:20.0,Offensive rebound by Team,,80,78
356,4,9:20.0,J. Sullinger makes free throw 2 of 2,,81,78
357,4,9:06.0,,Turnover by J. Nelson (lost ball; steal by B. Bass),81,78
358,4,9:03.0,Shooting foul by D. Arthur (drawn by B. Bass),,81,78
359,4,9:03.0,B. Bass makes free throw 1 of 2,,82,78
360,4,9:03.0,B. Bass makes free throw 2 of 2,,83,78
361,4,8:45.0,,D. Arthur misses 2-pt jump shot from 18 ft,83,78
362,4,8:43.0,Defensive rebound by M. Thornton,,83,78
363,4,8:33.0,J. Sullinger misses 3-pt jump shot from 25 ft,,83,78
364,4,8:32.0,,Defensive rebound by J. Hickson,83,78
365,4,8:20.0,,D. Gallinari makes 2-pt layup from 2 ft,83,80
366,4,8:08.0,Personal block foul by J. Nelson (drawn by P. Pressey),,83,80
367,4,8:08.0,Official timeout,,83,80
368,4,8:08.0,T. Zeller enters the game for J. Sullinger,,83,80
369,4,8:08.0,P. Pressey misses free throw 1 of 2,,83,80
370,4,8:08.0,Offensive rebound by Team,,83,80
371,4,8:08.0,P. Pressey makes free throw 2 of 2,,84,80
372,4,7:56.0,,J. Hickson misses 2-pt jump shot from 11 ft,84,80
373,4,7:54.0,Defensive rebound by B. Bass,,84,80
374,4,7:34.0,Personal foul by D. Arthur (drawn by B. Bass),,84,80
375,4,7:34.0,B. Bass makes free throw 1 of 2,,85,80
376,4,7:34.0,,A. Afflalo enters the game for R. Foye,85,80
377,4,7:34.0,,W. Chandler enters the game for D. Arthur,85,80
378,4,7:34.0,,K. Faried enters the game for D. Gallinari,85,80
379,4,7:34.0,B. Bass makes free throw 2 of 2,,86,80
380,4,7:18.0,,K. Faried misses 2-pt layup from 3 ft,86,80
381,4,7:16.0,,Offensive rebound by J. Hickson,86,80
382,4,7:16.0,,J. Hickson makes 2-pt tip-in from 2 ft,86,82
383,4,7:02.0,T. Prince misses 2-pt jump shot from 9 ft,,86,82
384,4,7:00.0,,Defensive rebound by J. Hickson,86,82
385,4,6:56.0,,A. Afflalo makes 2-pt layup from 1 ft (assist by J. Hickson),86,84
386,4,6:33.0,P. Pressey misses 2-pt jump shot from 15 ft,,86,84
387,4,6:31.0,,Defensive rebound by J. Hickson,86,84
