,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,DETROIT_ACTION,SAN ANTONIO_SCORE,DETROIT_SCORE
382,4,2:50.0,,Detroit full timeout,99,83
383,4,2:35.0,Personal foul by K. Caldwell-Pope (drawn by K. Leonard),,99,83
384,4,2:21.0,A. Baynes makes 2-pt layup at rim (assist by K. Leonard),,101,83
385,4,2:01.0,,J. Meeks misses 3-pt jump shot from 26 ft,101,83
386,4,2:00.0,Defensive rebound by T. Parker,,101,83
387,4,1:53.0,San Antonio full timeout,,101,83
388,4,1:53.0,,J. Jerebko enters the game for A. Drummond,101,83
389,4,1:53.0,,L. Datome enters the game for K. Caldwell-Pope,101,83
390,4,1:53.0,,S. Dinwiddie enters the game for D. Augustin,101,83
391,4,1:53.0,,J. Anthony enters the game for A. Tolliver,101,83
392,4,1:53.0,M. Bonner enters the game for K. Leonard,,101,83
393,4,1:53.0,B. Diaw enters the game for A. Baynes,,101,83
394,4,1:53.0,J. Ayres enters the game for D. Green,,101,83
395,4,1:53.0,P. Mills enters the game for T. Parker,,101,83
396,4,1:53.0,C. Joseph enters the game for M. Ginóbili,,101,83
397,4,1:38.0,J. Ayres makes 2-pt layup at rim (assist by C. Joseph),,103,83
398,4,1:21.0,,J. Jerebko makes 2-pt layup at rim (assist by S. Dinwiddie),103,85
399,4,1:08.0,Personal foul by J. Anthony (drawn by P. Mills),,103,85
400,4,1:08.0,P. Mills misses free throw 1 of 2,,103,85
401,4,1:08.0,Offensive rebound by Team,,103,85
402,4,1:08.0,P. Mills makes free throw 2 of 2,,104,85
403,4,0:49.0,,L. Datome misses 3-pt jump shot from 26 ft,104,85
404,4,0:47.0,Defensive rebound by M. Bonner,,104,85
405,4,0:29.0,Turnover by B. Diaw (bad pass),,104,85
406,4,0:14.0,,S. Dinwiddie misses 2-pt jump shot from 5 ft,104,85
407,4,0:13.0,,Offensive rebound by J. Meeks,104,85
408,4,0:09.0,,Shooting foul by J. Ayres (drawn by J. Anthony),104,85
409,4,0:09.0,,J. Anthony makes free throw 1 of 2,104,86
410,4,0:09.0,,J. Anthony makes free throw 2 of 2,104,87
