,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,UTAH_ACTION,SAN ANTONIO_SCORE,UTAH_SCORE
92,1,2:06.0,,T. Booker misses 2-pt jump shot from 3 ft (block by M. Ginóbili),15,24
93,1,2:03.0,Defensive rebound by M. Ginóbili,,15,24
94,1,1:55.0,T. Splitter makes 2-pt jump shot from 5 ft (assist by B. Diaw),,17,24
95,1,1:37.0,,T. Burke makes 2-pt jump shot from 13 ft,17,26
96,1,1:23.0,T. Splitter misses 2-pt hook shot from 5 ft,,17,26
97,1,1:22.0,,Defensive rebound by R. Gobert,17,26
98,1,1:12.0,,T. Burke makes 2-pt layup from 1 ft,17,28
99,1,1:00.0,B. Diaw makes 3-pt jump shot from 23 ft (assist by M. Ginóbili),,20,28
100,1,0:46.0,,Turnover by E. Millsap (offensive foul),20,28
101,1,0:46.0,,Offensive foul by E. Millsap (drawn by M. Belinelli),20,28
102,1,0:46.0,,R. Hood enters the game for G. Hayward,20,28
103,1,0:26.0,B. Diaw misses 2-pt jump shot from 18 ft,,20,28
104,1,0:25.0,,Defensive rebound by E. Millsap,20,28
105,1,0:07.0,,T. Burke misses 2-pt jump shot from 5 ft (block by T. Splitter),20,28
106,1,0:05.0,Defensive rebound by M. Belinelli,,20,28
107,1,0:02.0,P. Mills makes 2-pt layup from 2 ft (assist by M. Belinelli),,22,28
108,1,0:01.0,,R. Hood misses 3-pt jump shot from 28 ft,22,28
109,1,0:00.0,,Offensive rebound by Team,22,28
110,2,11:37.0,,T. Booker makes 2-pt jump shot from 18 ft (assist by E. Millsap),22,30
111,2,11:13.0,Turnover by T. Parker (step out of bounds),,22,30
112,2,10:58.0,,Turnover by T. Burke (bad pass),22,30
113,2,10:58.0,D. Green enters the game for M. Ginóbili,,22,30
114,2,10:42.0,B. Diaw makes 2-pt jump shot from 16 ft,,24,30
115,2,10:21.0,,T. Booker misses 2-pt jump shot from 5 ft,24,30
116,2,10:19.0,,Offensive rebound by T. Booker,24,30
117,2,10:19.0,,T. Booker makes 2-pt layup from 1 ft,24,32
118,2,10:02.0,Turnover by D. Green (bad pass; steal by E. Millsap),,24,32
119,2,9:58.0,,T. Booker misses 2-pt layup from 2 ft (block by B. Diaw),24,32
120,2,9:55.0,Defensive rebound by D. Green,,24,32
121,2,9:50.0,T. Parker misses 2-pt layup at rim,,24,32
122,2,9:49.0,,Defensive rebound by J. Evans,24,32
123,2,9:42.0,,E. Millsap misses 2-pt jump shot from 4 ft,24,32
124,2,9:42.0,,Offensive rebound by E. Millsap,24,32
125,2,9:38.0,,E. Millsap makes 2-pt layup from 1 ft,24,34
126,2,9:24.0,T. Parker misses 2-pt jump shot from 18 ft,,24,34
127,2,9:21.0,,Defensive rebound by E. Millsap,24,34
128,2,9:02.0,,E. Millsap misses 3-pt jump shot from 24 ft,24,34
129,2,9:01.0,Defensive rebound by D. Green,,24,34
130,2,8:52.0,B. Diaw misses 3-pt jump shot from 25 ft,,24,34
131,2,8:50.0,,Defensive rebound by E. Millsap,24,34
132,2,8:29.0,,Personal foul by M. Belinelli (drawn by J. Evans),24,34
133,2,8:29.0,Official timeout,,24,34
134,2,8:29.0,A. Baynes enters the game for T. Splitter,,24,34
135,2,8:29.0,T. Duncan enters the game for B. Diaw,,24,34
136,2,8:29.0,C. Joseph enters the game for T. Parker,,24,34
137,2,8:29.0,K. Leonard enters the game for M. Belinelli,,24,34
138,2,8:29.0,R. Williams enters the game for D. Green,,24,34
139,2,8:29.0,,D. Favors enters the game for T. Booker,24,34
140,2,8:29.0,,D. Exum enters the game for T. Burke,24,34
141,2,8:15.0,,E. Millsap misses 3-pt jump shot from 22 ft,24,34
142,2,8:14.0,Defensive rebound by R. Williams,,24,34
143,2,7:58.0,A. Baynes misses 2-pt jump shot from 18 ft,,24,34
144,2,7:56.0,,Defensive rebound by D. Favors,24,34
145,2,7:36.0,,D. Favors misses 2-pt jump shot from 5 ft (block by T. Duncan),24,34
146,2,7:35.0,Defensive rebound by Team,,24,34
147,2,7:35.0,,J. Ingles enters the game for R. Hood,24,34
148,2,7:19.0,C. Joseph makes 2-pt layup from 4 ft,,26,34
149,2,7:03.0,,J. Ingles misses 3-pt jump shot from 23 ft,26,34
150,2,7:02.0,,Offensive rebound by J. Evans,26,34
151,2,7:01.0,,Personal foul by A. Baynes (drawn by J. Evans),26,34
152,2,7:01.0,,G. Hayward enters the game for E. Millsap,26,34
153,2,6:53.0,,G. Hayward misses 2-pt jump shot from 3 ft (block by K. Leonard),26,34
154,2,6:53.0,Defensive rebound by Team,,26,34
155,2,6:42.0,K. Leonard makes 2-pt jump shot from 12 ft,,28,34
156,2,6:27.0,,J. Ingles makes 3-pt jump shot from 24 ft (assist by D. Favors),28,37
157,2,6:05.0,R. Williams misses 3-pt jump shot from 24 ft,,28,37
158,2,6:03.0,,Defensive rebound by J. Evans,28,37
159,2,5:57.0,Violation by A. Baynes (kicked ball),,28,37
160,2,5:57.0,,Utah full timeout,28,37
161,2,5:57.0,,R. Gobert enters the game for J. Evans,28,37
162,2,5:40.0,,D. Favors misses 2-pt jump shot from 13 ft,28,37
163,2,5:40.0,Defensive rebound by Team,,28,37
164,2,5:20.0,T. Duncan makes 2-pt hook shot from 5 ft (assist by C. Joseph),,30,37
165,2,5:12.0,,Shooting foul by T. Duncan (drawn by G. Hayward),30,37
166,2,5:12.0,,G. Hayward makes free throw 1 of 2,30,38
167,2,5:12.0,M. Ginóbili enters the game for R. Williams,,30,38
168,2,5:12.0,,G. Hayward makes free throw 2 of 2,30,39
169,2,5:01.0,C. Joseph makes 2-pt layup from 1 ft,,32,39
170,2,4:48.0,,Turnover by D. Exum (bad pass; steal by K. Leonard),32,39
171,2,4:43.0,,Offensive charge foul by K. Leonard (drawn by J. Ingles),32,39
172,2,4:43.0,Turnover by K. Leonard (offensive foul),,32,39
173,2,4:43.0,,T. Burke enters the game for D. Exum,32,39
174,2,4:43.0,D. Green enters the game for K. Leonard,,32,39
175,2,4:29.0,,Turnover by R. Gobert (bad pass),32,39
176,2,4:18.0,Personal foul by J. Ingles (drawn by M. Ginóbili),,32,39
177,2,4:08.0,T. Duncan misses 2-pt jump shot from 7 ft,,32,39
178,2,4:05.0,Offensive rebound by A. Baynes,,32,39
179,2,4:04.0,Turnover by A. Baynes (bad pass; steal by J. Ingles),,32,39
180,2,3:58.0,,T. Burke misses 3-pt jump shot from 24 ft,32,39
181,2,3:56.0,,Offensive rebound by D. Favors,32,39
182,2,3:52.0,,G. Hayward misses 3-pt jump shot from 24 ft,32,39
183,2,3:51.0,Defensive rebound by M. Ginóbili,,32,39
184,2,3:43.0,D. Green misses 3-pt jump shot from 24 ft,,32,39
185,2,3:41.0,,Defensive rebound by R. Gobert,32,39
186,2,3:26.0,,D. Favors makes 2-pt hook shot from 4 ft,32,41
187,2,3:26.0,San Antonio full timeout,,32,41
188,2,3:13.0,Shooting foul by J. Ingles (drawn by M. Ginóbili),,32,41
189,2,3:13.0,M. Ginóbili misses free throw 1 of 2,,32,41
190,2,3:13.0,Offensive rebound by Team,,32,41
191,2,3:13.0,M. Ginóbili makes free throw 2 of 2,,33,41
192,2,2:55.0,,G. Hayward misses 2-pt jump shot from 16 ft,33,41
193,2,2:54.0,Defensive rebound by T. Duncan,,33,41
194,2,2:47.0,T. Duncan makes 2-pt layup from 1 ft (assist by M. Ginóbili),,35,41
195,2,2:33.0,,Shooting foul by T. Duncan (drawn by R. Gobert),35,41
196,2,2:33.0,,R. Gobert misses free throw 1 of 2,35,41
197,2,2:33.0,,Offensive rebound by Team,35,41
198,2,2:33.0,,E. Millsap enters the game for J. Ingles,35,41
199,2,2:33.0,,R. Gobert makes free throw 2 of 2,35,42
200,2,2:21.0,Personal foul by E. Millsap (drawn by M. Ginóbili),,35,42
201,2,2:21.0,B. Diaw enters the game for A. Baynes,,35,42
202,2,2:16.0,Turnover by M. Ginóbili (lost ball; steal by D. Favors),,35,42
203,2,2:12.0,,Shooting foul by D. Green (drawn by D. Favors),35,42
204,2,2:12.0,,D. Favors makes free throw 1 of 2,35,43
205,2,2:12.0,,D. Favors misses free throw 2 of 2,35,43
206,2,2:10.0,Defensive rebound by D. Green,,35,43
207,2,1:48.0,D. Green misses 3-pt jump shot from 24 ft,,35,43
208,2,1:47.0,,Defensive rebound by D. Favors,35,43
209,2,1:36.0,,T. Burke makes 2-pt jump shot from 11 ft,35,45
210,2,1:22.0,B. Diaw makes 3-pt jump shot from 24 ft (assist by C. Joseph),,38,45
211,2,1:04.0,,G. Hayward misses 2-pt layup from 2 ft,38,45
212,2,1:03.0,Defensive rebound by T. Duncan,,38,45
213,2,1:00.0,Turnover by C. Joseph (back court),,38,45
214,2,1:00.0,,T. Booker enters the game for D. Favors,38,45
215,2,0:52.0,,T. Burke makes 2-pt jump shot from 3 ft,38,47
216,2,0:31.0,M. Ginóbili misses 2-pt layup from 2 ft,,38,47
217,2,0:31.0,,Defensive rebound by Team,38,47
218,2,0:18.0,,T. Burke misses 2-pt jump shot from 17 ft,38,47
219,2,0:17.0,Defensive rebound by M. Ginóbili,,38,47
220,2,0:03.0,T. Duncan makes 2-pt layup from 2 ft,,40,47
221,2,0:03.0,Shooting foul by T. Booker (drawn by T. Duncan),,40,47
222,2,0:03.0,,J. Evans enters the game for R. Gobert,40,47
223,2,0:03.0,,Violation by R. Gobert (def goaltending),40,47
224,2,0:03.0,T. Duncan misses free throw 1 of 1,,40,47
225,2,0:01.0,,Defensive rebound by G. Hayward,40,47
226,2,0:01.0,,G. Hayward misses 3-pt jump shot from 25 ft,40,47
227,2,0:00.0,,Offensive rebound by Team,40,47
228,3,11:45.0,,G. Hayward makes 2-pt jump shot from 10 ft,40,49
229,3,11:45.0,,Shooting foul by K. Leonard (drawn by G. Hayward),40,49
230,3,11:45.0,,G. Hayward makes free throw 1 of 1,40,50
231,3,11:28.0,Turnover by K. Leonard (bad pass),,40,50
232,3,11:11.0,,Turnover by G. Hayward (lost ball),40,50
233,3,10:59.0,A. Baynes misses 2-pt jump shot from 18 ft,,40,50
234,3,10:57.0,Offensive rebound by T. Duncan,,40,50
235,3,10:57.0,T. Duncan misses 2-pt tip-in from 2 ft,,40,50
236,3,10:55.0,,Defensive rebound by R. Gobert,40,50
237,3,10:47.0,,J. Ingles makes 3-pt jump shot from 24 ft,40,53
238,3,10:40.0,San Antonio full timeout,,40,53
239,3,10:35.0,T. Parker makes 2-pt jump shot from 19 ft,,42,53
240,3,10:15.0,,D. Favors misses 2-pt jump shot from 12 ft,42,53
241,3,10:14.0,Defensive rebound by Team,,42,53
242,3,9:57.0,Personal foul by G. Hayward (drawn by K. Leonard),,42,53
243,3,9:44.0,T. Parker misses 2-pt jump shot from 6 ft,,42,53
244,3,9:43.0,,Defensive rebound by R. Gobert,42,53
245,3,9:33.0,,G. Hayward misses 2-pt jump shot from 10 ft,42,53
246,3,9:32.0,,Offensive rebound by D. Favors,42,53
247,3,9:32.0,,D. Favors makes 2-pt dunk at rim,42,55
248,3,9:22.0,Personal foul by J. Ingles (drawn by M. Belinelli),,42,55
249,3,9:14.0,M. Belinelli misses 3-pt jump shot from 24 ft,,42,55
250,3,9:11.0,,Defensive rebound by D. Favors,42,55
251,3,9:04.0,,Shooting foul by T. Parker (drawn by D. Favors),42,55
252,3,9:04.0,,D. Favors misses free throw 1 of 2,42,55
253,3,9:04.0,,Offensive rebound by Team,42,55
254,3,9:04.0,,D. Favors makes free throw 2 of 2,42,56
255,3,8:52.0,T. Duncan makes 2-pt jump shot from 15 ft,,44,56
256,3,8:42.0,,G. Hayward misses 2-pt jump shot from 14 ft,44,56
257,3,8:41.0,Defensive rebound by T. Duncan,,44,56
258,3,8:26.0,San Antonio full timeout,,44,56
259,3,8:19.0,A. Baynes makes 2-pt jump shot from 19 ft (assist by T. Parker),,46,56
260,3,7:55.0,,D. Favors misses 2-pt jump shot from 3 ft,46,56
261,3,7:54.0,Defensive rebound by T. Duncan,,46,56
262,3,7:41.0,Personal foul by D. Exum (drawn by M. Belinelli),,46,56
263,3,7:29.0,T. Parker misses 2-pt jump shot from 20 ft,,46,56
264,3,7:27.0,,Defensive rebound by J. Ingles,46,56
265,3,7:16.0,,J. Ingles makes 2-pt layup from 2 ft,46,58
266,3,7:10.0,,Offensive charge foul by T. Parker (drawn by D. Exum),46,58
267,3,7:10.0,Turnover by T. Parker (offensive foul),,46,58
268,3,6:54.0,,D. Favors makes 2-pt layup from 1 ft (assist by R. Gobert),46,60
269,3,6:42.0,M. Belinelli makes 3-pt jump shot from 24 ft,,49,60
270,3,6:28.0,,Turnover by G. Hayward (bad pass; steal by M. Belinelli),49,60
271,3,6:22.0,Turnover by T. Parker (lost ball; steal by D. Exum),,49,60
272,3,6:11.0,,D. Favors misses 2-pt jump shot from 3 ft (block by T. Duncan),49,60
273,3,6:09.0,Defensive rebound by K. Leonard,,49,60
274,3,6:08.0,K. Leonard makes 2-pt jump shot from 5 ft,,51,60
275,3,6:08.0,Shooting foul by G. Hayward (drawn by K. Leonard),,51,60
276,3,6:08.0,,T. Burke enters the game for D. Exum,51,60
277,3,6:08.0,,E. Millsap enters the game for J. Ingles,51,60
278,3,6:08.0,B. Diaw enters the game for A. Baynes,,51,60
279,3,6:08.0,,T. Booker enters the game for D. Favors,51,60
280,3,6:08.0,K. Leonard misses free throw 1 of 1,,51,60
281,3,6:06.0,,Defensive rebound by G. Hayward,51,60
282,3,5:53.0,,Shooting foul by T. Parker (drawn by T. Burke),51,60
283,3,5:53.0,,T. Burke makes free throw 1 of 2,51,61
284,3,5:53.0,M. Ginóbili enters the game for K. Leonard,,51,61
285,3,5:53.0,,T. Burke makes free throw 2 of 2,51,62
286,3,5:37.0,Shooting foul by E. Millsap (drawn by M. Ginóbili),,51,62
287,3,5:37.0,M. Ginóbili misses free throw 1 of 2,,51,62
288,3,5:37.0,Offensive rebound by Team,,51,62
289,3,5:37.0,M. Ginóbili makes free throw 2 of 2,,52,62
290,3,5:27.0,,Personal foul by M. Ginóbili (drawn by E. Millsap),52,62
291,3,5:17.0,,T. Burke makes 3-pt jump shot from 24 ft (assist by G. Hayward),52,65
292,3,4:59.0,M. Ginóbili misses 2-pt jump shot from 17 ft,,52,65
293,3,4:57.0,Offensive rebound by T. Duncan,,52,65
294,3,4:47.0,T. Parker makes 3-pt jump shot from 24 ft (assist by M. Belinelli),,55,65
295,3,4:31.0,,Shooting foul by T. Duncan (drawn by T. Burke),55,65
296,3,4:31.0,,T. Burke makes free throw 1 of 2,55,66
297,3,4:31.0,A. Baynes enters the game for T. Duncan,,55,66
298,3,4:31.0,,T. Burke makes free throw 2 of 2,55,67
299,3,4:20.0,M. Ginóbili misses 3-pt jump shot from 22 ft,,55,67
300,3,4:18.0,,Defensive rebound by T. Booker,55,67
301,3,4:00.0,,T. Burke misses 2-pt jump shot from 16 ft,55,67
302,3,3:58.0,Defensive rebound by M. Ginóbili,,55,67
303,3,3:54.0,T. Parker misses 2-pt layup from 2 ft,,55,67
304,3,3:54.0,Offensive rebound by A. Baynes,,55,67
305,3,3:54.0,Shooting foul by T. Burke (drawn by A. Baynes),,55,67
306,3,3:54.0,A. Baynes misses free throw 1 of 2,,55,67
307,3,3:54.0,Offensive rebound by Team,,55,67
308,3,3:54.0,C. Joseph enters the game for T. Parker,,55,67
309,3,3:54.0,A. Baynes misses free throw 2 of 2,,55,67
310,3,3:53.0,,Defensive rebound by R. Gobert,55,67
311,3,3:33.0,,G. Hayward misses 2-pt jump shot from 9 ft,55,67
312,3,3:31.0,Defensive rebound by B. Diaw,,55,67
313,3,3:22.0,M. Belinelli misses 3-pt jump shot from 25 ft,,55,67
314,3,3:21.0,,Defensive rebound by T. Booker,55,67
315,3,3:12.0,,G. Hayward makes 2-pt jump shot from 8 ft,55,69
316,3,2:55.0,Turnover by C. Joseph (bad pass; steal by E. Millsap),,55,69
317,3,2:53.0,,Offensive foul by E. Millsap (drawn by M. Belinelli),55,69
318,3,2:53.0,,Turnover by E. Millsap (offensive foul),55,69
319,3,2:53.0,,Utah full timeout,55,69
320,3,2:53.0,,R. Hood enters the game for G. Hayward,55,69
321,3,2:38.0,M. Belinelli makes 2-pt layup from 2 ft,,57,69
322,3,2:22.0,,T. Booker makes 2-pt dunk at rim (assist by T. Burke),57,71
323,3,1:59.0,B. Diaw misses 2-pt jump shot from 4 ft,,57,71
324,3,1:59.0,Offensive rebound by A. Baynes,,57,71
325,3,1:59.0,A. Baynes misses 2-pt layup from 2 ft,,57,71
326,3,1:59.0,Offensive rebound by Team,,57,71
327,3,1:59.0,,D. Favors enters the game for R. Gobert,57,71
328,3,1:43.0,C. Joseph misses 2-pt layup from 2 ft,,57,71
329,3,1:42.0,,Defensive rebound by D. Favors,57,71
330,3,1:29.0,,D. Favors misses 2-pt jump shot from 15 ft,57,71
331,3,1:28.0,Defensive rebound by B. Diaw,,57,71
332,3,1:14.0,B. Diaw makes 3-pt jump shot from 24 ft (assist by M. Ginóbili),,60,71
333,3,0:57.0,,T. Burke misses 3-pt jump shot from 25 ft,60,71
334,3,0:56.0,Defensive rebound by C. Joseph,,60,71
335,3,0:54.0,Shooting foul by R. Hood (drawn by M. Belinelli),,60,71
336,3,0:54.0,M. Belinelli makes free throw 1 of 2,,61,71
337,3,0:54.0,M. Belinelli makes free throw 2 of 2,,62,71
338,3,0:44.0,,R. Hood misses 3-pt jump shot from 23 ft,62,71
339,3,0:43.0,,Offensive rebound by D. Favors,62,71
340,3,0:25.0,,R. Hood makes 2-pt layup from 2 ft,62,73
341,3,0:05.0,M. Ginóbili makes 2-pt jump shot from 6 ft,,64,73
342,3,0:04.0,,Turnover by T. Booker (bad pass; steal by B. Diaw),64,73
343,3,0:03.0,M. Belinelli misses 3-pt jump shot from 25 ft,,64,73
344,3,0:00.0,,Defensive rebound by T. Burke,64,73
345,4,11:43.0,A. Baynes misses 2-pt hook shot from 8 ft,,64,73
346,4,11:42.0,,Defensive rebound by R. Hood,64,73
347,4,11:26.0,,R. Hood misses 2-pt jump shot from 8 ft,64,73
348,4,11:25.0,Defensive rebound by A. Baynes,,64,73
349,4,11:17.0,M. Ginóbili misses 3-pt jump shot from 26 ft,,64,73
350,4,11:16.0,,Defensive rebound by T. Booker,64,73
351,4,11:01.0,,T. Burke makes 2-pt jump shot from 4 ft,64,75
352,4,10:48.0,M. Ginóbili misses 3-pt jump shot from 22 ft,,64,75
353,4,10:47.0,,Defensive rebound by T. Booker,64,75
354,4,10:37.0,,Personal foul by C. Joseph (drawn by T. Burke),64,75
355,4,10:37.0,K. Leonard enters the game for M. Ginóbili,,64,75
356,4,10:26.0,,E. Millsap makes 2-pt jump shot from 4 ft,64,77
357,4,10:04.0,M. Belinelli misses 2-pt jump shot from 18 ft,,64,77
358,4,10:01.0,Offensive rebound by A. Baynes,,64,77
359,4,10:01.0,A. Baynes misses 2-pt tip-in from 2 ft,,64,77
360,4,10:00.0,,Defensive rebound by E. Millsap,64,77
361,4,9:43.0,,T. Burke misses 2-pt layup from 2 ft,64,77
362,4,9:42.0,Defensive rebound by A. Baynes,,64,77
363,4,9:25.0,K. Leonard misses 3-pt jump shot from 23 ft,,64,77
364,4,9:23.0,,Defensive rebound by D. Favors,64,77
365,4,9:08.0,,D. Favors misses 2-pt jump shot from 6 ft,64,77
366,4,9:07.0,Defensive rebound by C. Joseph,,64,77
367,4,8:55.0,Personal foul by D. Favors (drawn by A. Baynes),,64,77
368,4,8:55.0,Official timeout,,64,77
369,4,8:55.0,T. Parker enters the game for C. Joseph,,64,77
370,4,8:55.0,T. Duncan enters the game for A. Baynes,,64,77
371,4,8:55.0,,D. Exum enters the game for T. Burke,64,77
372,4,8:55.0,,R. Gobert enters the game for T. Booker,64,77
373,4,8:50.0,Personal foul by D. Exum (drawn by T. Parker),,64,77
374,4,8:50.0,D. Green enters the game for M. Belinelli,,64,77
375,4,8:38.0,B. Diaw misses 2-pt jump shot from 21 ft,,64,77
376,4,8:35.0,Offensive rebound by T. Duncan,,64,77
377,4,8:22.0,B. Diaw makes 2-pt layup from 4 ft (assist by T. Parker),,66,77
378,4,8:07.0,,R. Gobert makes 2-pt layup from 1 ft (assist by E. Millsap),66,79
379,4,8:00.0,Personal foul by E. Millsap (drawn by K. Leonard),,66,79
380,4,8:00.0,,J. Ingles enters the game for R. Hood,66,79
381,4,7:46.0,Turnover by T. Duncan (lost ball; steal by R. Gobert),,66,79
382,4,7:26.0,,E. Millsap misses 3-pt jump shot from 24 ft,66,79
383,4,7:25.0,Defensive rebound by D. Green,,66,79
384,4,7:12.0,T. Duncan makes 2-pt layup from 2 ft (assist by K. Leonard),,68,79
385,4,6:58.0,,Turnover by D. Exum (bad pass; steal by B. Diaw),68,79
386,4,6:57.0,Turnover by B. Diaw (bad pass),,68,79
387,4,6:57.0,,G. Hayward enters the game for E. Millsap,68,79
388,4,6:39.0,,J. Ingles misses 2-pt jump shot from 5 ft,68,79
389,4,6:36.0,Defensive rebound by K. Leonard,,68,79
