,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,MIAMI_ACTION,WASHINGTON_SCORE,MIAMI_SCORE
46,1,6:09.0,Offensive rebound by K. Humphries,,11,13
47,1,6:08.0,K. Humphries makes 2-pt tip-in from 1 ft,,13,13
48,1,5:51.0,,L. Deng makes 2-pt jump shot from 16 ft (assist by N. Cole),13,15
49,1,5:34.0,Personal block foul by S. Williams (drawn by N. Hilário),,13,15
50,1,5:34.0,,J. Hamilton enters the game for C. Andersen,13,15
51,1,5:18.0,Turnover by K. Humphries (bad pass; steal by N. Cole),,13,15
52,1,5:13.0,,N. Cole misses 2-pt layup from 1 ft,13,15
53,1,5:12.0,,Offensive rebound by J. Hamilton,13,15
54,1,4:56.0,,D. Wade misses 2-pt layup at rim,13,15
55,1,4:55.0,Defensive rebound by N. Hilário,,13,15
56,1,4:47.0,P. Pierce misses 3-pt jump shot from 23 ft,,13,15
57,1,4:46.0,,Defensive rebound by L. Deng,13,15
58,1,4:24.0,,S. Williams makes 3-pt jump shot from 22 ft (assist by N. Cole),13,18
59,1,4:07.0,K. Séraphin enters the game for K. Humphries,,13,18
60,1,4:07.0,,U. Haslem enters the game for S. Williams,13,18
61,1,4:07.0,,M. Chalmers enters the game for D. Wade,13,18
62,1,3:56.0,J. Wall misses 3-pt jump shot from 25 ft,,13,18
63,1,3:55.0,Offensive rebound by B. Beal,,13,18
64,1,3:44.0,Shooting foul by N. Cole (drawn by B. Beal),,13,18
65,1,3:44.0,B. Beal makes 2-pt layup at rim (assist by P. Pierce),,15,18
66,1,3:44.0,,Technical foul by Team,15,18
67,1,3:44.0,B. Beal makes technical free throw,,16,18
68,1,3:44.0,R. Butler enters the game for P. Pierce,,16,18
69,1,3:44.0,B. Beal makes free throw 1 of 1,,17,18
70,1,3:41.0,,Miami full timeout,17,18
71,1,3:21.0,,L. Deng misses 2-pt jump shot from 19 ft,17,18
72,1,3:20.0,,Offensive rebound by U. Haslem,17,18
73,1,3:16.0,,M. Chalmers misses 3-pt jump shot from 24 ft,17,18
74,1,3:15.0,Defensive rebound by R. Butler,,17,18
75,1,2:58.0,K. Séraphin makes 2-pt jump shot from 12 ft (assist by J. Wall),,19,18
76,1,2:36.0,,U. Haslem makes 2-pt jump shot from 16 ft (assist by L. Deng),19,20
77,1,2:16.0,R. Butler makes 2-pt jump shot from 19 ft,,21,20
78,1,1:57.0,,Turnover by M. Chalmers (palming),21,20
79,1,1:44.0,N. Hilário makes 2-pt layup from 2 ft,,23,20
80,1,1:28.0,,L. Deng makes 2-pt jump shot from 8 ft (assist by M. Chalmers),23,22
81,1,1:13.0,Shooting foul by J. Hamilton (drawn by K. Séraphin),,23,22
82,1,1:13.0,K. Séraphin makes free throw 1 of 2,,24,22
83,1,1:13.0,O. Porter enters the game for B. Beal,,24,22
84,1,1:13.0,K. Séraphin makes free throw 2 of 2,,25,22
85,1,1:07.0,,Personal foul by R. Butler (drawn by N. Cole),25,22
86,1,0:55.0,,N. Cole makes 2-pt jump shot from 19 ft (assist by M. Chalmers),25,24
87,1,0:43.0,R. Butler misses 2-pt jump shot from 20 ft,,25,24
88,1,0:42.0,Offensive rebound by K. Séraphin,,25,24
89,1,0:38.0,N. Hilário makes 2-pt dunk at rim,,27,24
90,1,0:21.0,,Shooting foul by R. Butler (drawn by L. Deng),27,24
91,1,0:21.0,,L. Deng makes free throw 1 of 2,27,25
92,1,0:21.0,P. Pierce enters the game for K. Séraphin,,27,25
93,1,0:21.0,,J. Ennis enters the game for J. Hamilton,27,25
94,1,0:21.0,,L. Deng misses free throw 2 of 2,27,25
95,1,0:20.0,Defensive rebound by N. Hilário,,27,25
96,1,0:00.0,J. Wall makes 2-pt jump shot from 19 ft,,29,25
97,2,11:41.0,,Turnover by N. Cole (step out of bounds),29,25
98,2,11:17.0,O. Porter makes 3-pt jump shot from 25 ft (assist by N. Hilário),,32,25
99,2,10:57.0,,D. Wade makes 2-pt layup from 2 ft (assist by U. Haslem),32,27
100,2,10:46.0,R. Butler makes 2-pt layup at rim (assist by N. Hilário),,34,27
101,2,10:46.0,Shooting foul by M. Chalmers (drawn by R. Butler),,34,27
102,2,10:46.0,R. Butler makes free throw 1 of 1,,35,27
103,2,10:34.0,,U. Haslem makes 2-pt jump shot from 15 ft (assist by D. Wade),35,29
104,2,10:14.0,K. Séraphin misses 2-pt jump shot from 16 ft,,35,29
105,2,10:13.0,Offensive rebound by N. Hilário,,35,29
106,2,10:12.0,N. Hilário makes 2-pt layup from 1 ft,,37,29
107,2,10:12.0,Shooting foul by U. Haslem (drawn by N. Hilário),,37,29
108,2,10:12.0,N. Hilário misses free throw 1 of 1,,37,29
109,2,10:11.0,,Defensive rebound by U. Haslem,37,29
110,2,10:01.0,,U. Haslem makes 2-pt layup from 1 ft,37,31
111,2,10:01.0,,Shooting block foul by O. Porter (drawn by U. Haslem),37,31
112,2,10:01.0,,H. Whiteside enters the game for J. Hamilton,37,31
113,2,10:01.0,,U. Haslem makes free throw 1 of 1,37,32
114,2,9:50.0,Turnover by A. Miller (bad pass; steal by D. Wade),,37,32
115,2,9:46.0,,D. Wade makes 2-pt layup at rim,37,34
116,2,9:24.0,N. Hilário makes 2-pt jump shot from 17 ft (assist by O. Porter),,39,34
117,2,9:06.0,,D. Wade misses 2-pt jump shot from 12 ft,39,34
118,2,9:05.0,Defensive rebound by O. Porter,,39,34
119,2,8:54.0,Turnover by A. Miller (bad pass; steal by H. Whiteside),,39,34
120,2,8:41.0,,U. Haslem makes 2-pt jump shot from 16 ft (assist by D. Wade),39,36
121,2,8:32.0,Washington full timeout,,39,36
122,2,8:32.0,D. Gooden enters the game for K. Séraphin,,39,36
123,2,8:32.0,,J. Ennis enters the game for M. Chalmers,39,36
124,2,8:20.0,Shooting foul by H. Whiteside (drawn by N. Hilário),,39,36
125,2,8:20.0,N. Hilário makes free throw 1 of 2,,40,36
126,2,8:20.0,N. Hilário makes free throw 2 of 2,,41,36
127,2,7:54.0,,Turnover by N. Cole (lost ball; steal by D. Gooden),41,36
128,2,7:50.0,O. Porter makes 2-pt dunk at rim (assist by D. Gooden),,43,36
129,2,7:26.0,Offensive charge foul by H. Whiteside (drawn by N. Hilário),,43,36
130,2,7:26.0,,Turnover by H. Whiteside (offensive foul),43,36
131,2,7:26.0,,S. Williams enters the game for U. Haslem,43,36
132,2,7:06.0,N. Hilário misses 2-pt jump shot from 16 ft,,43,36
133,2,7:05.0,,Defensive rebound by H. Whiteside,43,36
134,2,6:59.0,,D. Wade misses 2-pt layup from 1 ft (block by O. Porter),43,36
135,2,6:58.0,,Offensive rebound by Team,43,36
136,2,6:49.0,,D. Wade makes 2-pt jump shot from 18 ft,43,38
137,2,6:33.0,A. Miller makes 2-pt jump shot from 13 ft,,45,38
138,2,6:16.0,,Shooting foul by D. Gooden (drawn by D. Wade),45,38
139,2,6:16.0,,D. Wade misses free throw 1 of 2,45,38
140,2,6:16.0,,Offensive rebound by Team,45,38
141,2,6:16.0,B. Beal enters the game for O. Porter,,45,38
142,2,6:16.0,,M. Chalmers enters the game for N. Cole,45,38
143,2,6:16.0,,D. Wade makes free throw 2 of 2,45,39
144,2,6:03.0,Turnover by R. Butler (bad pass; steal by H. Whiteside),,45,39
145,2,6:01.0,,J. Ennis makes 2-pt layup at rim (assist by D. Wade),45,41
146,2,6:01.0,,Shooting foul by B. Beal (drawn by J. Ennis),45,41
147,2,6:01.0,,J. Ennis makes free throw 1 of 1,45,42
148,2,5:46.0,B. Beal misses 2-pt jump shot from 16 ft,,45,42
149,2,5:45.0,,Defensive rebound by H. Whiteside,45,42
150,2,5:35.0,,M. Chalmers makes 2-pt layup at rim,45,44
151,2,5:20.0,A. Miller makes 2-pt jump shot from 10 ft,,47,44
152,2,5:10.0,,Personal foul by A. Miller (drawn by M. Chalmers),47,44
153,2,5:10.0,Official timeout,,47,44
154,2,5:10.0,J. Wall enters the game for N. Hilário,,47,44
155,2,5:10.0,M. Gortat enters the game for R. Butler,,47,44
156,2,5:10.0,P. Pierce enters the game for A. Miller,,47,44
157,2,5:10.0,,L. Deng enters the game for D. Wade,47,44
158,2,4:53.0,,M. Chalmers makes 3-pt jump shot from 27 ft (assist by L. Deng),47,47
159,2,4:34.0,B. Beal misses 2-pt jump shot from 18 ft (block by H. Whiteside),,47,47
160,2,4:33.0,Offensive rebound by B. Beal,,47,47
161,2,4:22.0,P. Pierce makes 2-pt jump shot from 18 ft,,49,47
162,2,4:08.0,,L. Deng makes 2-pt jump shot from 16 ft,49,49
163,2,3:53.0,Shooting foul by H. Whiteside (drawn by P. Pierce),,49,49
164,2,3:53.0,P. Pierce makes free throw 1 of 2,,50,49
165,2,3:53.0,,C. Andersen enters the game for H. Whiteside,50,49
166,2,3:53.0,P. Pierce misses free throw 2 of 2,,50,49
167,2,3:52.0,,Defensive rebound by L. Deng,50,49
168,2,3:39.0,,Def 3 sec tech foul by M. Gortat,50,49
169,2,3:39.0,,M. Chalmers misses technical free throw,50,49
170,2,3:39.0,,Offensive rebound by Team,50,49
171,2,3:31.0,,Turnover by M. Chalmers (bad pass; steal by D. Gooden),50,49
172,2,3:20.0,J. Wall makes 2-pt jump shot from 13 ft (assist by B. Beal),,52,49
173,2,2:58.0,,S. Williams makes 2-pt jump shot from 19 ft (assist by M. Chalmers),52,51
174,2,2:36.0,J. Wall misses 2-pt jump shot from 18 ft,,52,51
175,2,2:35.0,,Defensive rebound by S. Williams,52,51
176,2,2:21.0,,Turnover by M. Chalmers (bad pass; steal by B. Beal),52,51
177,2,2:15.0,Turnover by B. Beal (bad pass; steal by C. Andersen),,52,51
178,2,2:06.0,,Personal foul by D. Gooden (drawn by M. Chalmers),52,51
179,2,2:06.0,,Miami full timeout,52,51
180,2,2:06.0,,D. Wade enters the game for J. Ennis,52,51
181,2,2:06.0,,M. Chalmers makes free throw 1 of 2,52,52
182,2,2:06.0,,M. Chalmers makes free throw 2 of 2,52,53
183,2,1:56.0,Shooting foul by C. Andersen (drawn by J. Wall),,52,53
184,2,1:56.0,J. Wall makes free throw 1 of 2,,53,53
185,2,1:56.0,R. Butler enters the game for M. Gortat,,53,53
186,2,1:56.0,J. Wall makes free throw 2 of 2,,54,53
187,2,1:42.0,,L. Deng makes 2-pt layup from 1 ft,54,55
188,2,1:26.0,B. Beal misses 3-pt jump shot from 23 ft,,54,55
189,2,1:25.0,,Defensive rebound by C. Andersen,54,55
190,2,1:17.0,,Turnover by M. Chalmers (bad pass),54,55
191,2,1:06.0,D. Gooden misses 2-pt layup from 1 ft (block by L. Deng),,54,55
192,2,1:05.0,Offensive rebound by P. Pierce,,54,55
193,2,1:00.0,P. Pierce misses 3-pt jump shot from 23 ft,,54,55
194,2,0:59.0,,Defensive rebound by S. Williams,54,55
195,2,0:50.0,Offensive charge foul by D. Wade (drawn by D. Gooden),,54,55
196,2,0:50.0,,Turnover by D. Wade (offensive foul),54,55
197,2,0:33.0,D. Gooden misses 2-pt jump shot from 18 ft,,54,55
198,2,0:32.0,,Defensive rebound by C. Andersen,54,55
199,2,0:16.0,,D. Wade misses 3-pt jump shot from 23 ft,54,55
200,2,0:15.0,Defensive rebound by P. Pierce,,54,55
201,2,0:01.0,R. Butler misses 2-pt jump shot from 16 ft,,54,55
202,2,0:00.0,Offensive rebound by Team,,54,55
203,3,11:43.0,,L. Deng misses 2-pt jump shot from 6 ft,54,55
204,3,11:42.0,Defensive rebound by M. Gortat,,54,55
205,3,11:26.0,K. Humphries misses 2-pt jump shot from 10 ft,,54,55
206,3,11:25.0,,Defensive rebound by M. Chalmers,54,55
207,3,11:05.0,,D. Wade misses 2-pt jump shot from 19 ft,54,55
208,3,11:04.0,,Offensive rebound by D. Wade,54,55
209,3,11:03.0,,D. Wade makes 2-pt jump shot from 8 ft,54,57
210,3,10:38.0,P. Pierce makes 2-pt jump shot from 19 ft (assist by K. Humphries),,56,57
211,3,10:20.0,,Shooting foul by K. Humphries (drawn by C. Andersen),56,57
212,3,10:20.0,,C. Andersen makes free throw 1 of 2,56,58
213,3,10:20.0,,C. Andersen makes free throw 2 of 2,56,59
214,3,10:04.0,K. Humphries misses 2-pt jump shot from 12 ft,,56,59
215,3,10:03.0,,Defensive rebound by D. Wade,56,59
216,3,9:47.0,,D. Wade makes 2-pt layup from 2 ft,56,61
217,3,9:28.0,M. Gortat misses 2-pt layup from 1 ft,,56,61
218,3,9:27.0,,Defensive rebound by M. Chalmers,56,61
219,3,9:11.0,,S. Williams misses 3-pt jump shot from 24 ft,56,61
220,3,9:10.0,Defensive rebound by B. Beal,,56,61
221,3,9:04.0,Personal foul by M. Chalmers (drawn by M. Gortat),,56,61
222,3,8:50.0,K. Humphries misses 2-pt jump shot from 16 ft,,56,61
223,3,8:49.0,,Defensive rebound by C. Andersen,56,61
224,3,8:40.0,,M. Chalmers misses 2-pt jump shot from 6 ft,56,61
225,3,8:39.0,Defensive rebound by M. Gortat,,56,61
226,3,8:33.0,P. Pierce makes 2-pt dunk at rim (assist by J. Wall),,58,61
227,3,8:06.0,,Turnover by D. Wade (bad pass; steal by M. Gortat),58,61
228,3,8:01.0,J. Wall makes 2-pt layup at rim,,60,61
229,3,7:42.0,,C. Andersen misses 2-pt layup from 2 ft (block by M. Gortat),60,61
230,3,7:41.0,,Offensive rebound by Team,60,61
231,3,7:41.0,,H. Whiteside enters the game for C. Andersen,60,61
232,3,7:34.0,,D. Wade misses 2-pt jump shot from 19 ft,60,61
233,3,7:33.0,,Offensive rebound by H. Whiteside,60,61
234,3,7:32.0,,H. Whiteside makes 2-pt tip-in at rim,60,63
235,3,7:13.0,Turnover by B. Beal (bad pass),,60,63
236,3,7:13.0,,N. Cole enters the game for M. Chalmers,60,63
237,3,6:52.0,,N. Cole makes 3-pt jump shot from 25 ft,60,66
238,3,6:35.0,P. Pierce misses 3-pt jump shot from 24 ft,,60,66
239,3,6:34.0,,Defensive rebound by H. Whiteside,60,66
240,3,6:24.0,,D. Wade makes 2-pt jump shot from 13 ft,60,68
241,3,6:24.0,Washington full timeout,,60,68
242,3,6:24.0,N. Hilário enters the game for K. Humphries,,60,68
243,3,6:06.0,P. Pierce misses 2-pt jump shot from 13 ft,,60,68
244,3,6:05.0,,Defensive rebound by S. Williams,60,68
245,3,5:57.0,,D. Wade misses 2-pt jump shot from 20 ft,60,68
246,3,5:57.0,Defensive rebound by Team,,60,68
247,3,5:57.0,,Loose ball foul by H. Whiteside (drawn by M. Gortat),60,68
248,3,5:47.0,N. Hilário makes 2-pt jump shot from 18 ft (assist by J. Wall),,62,68
249,3,5:27.0,,H. Whiteside makes 2-pt layup from 1 ft (assist by D. Wade),62,70
250,3,5:04.0,N. Hilário misses 2-pt jump shot from 13 ft,,62,70
251,3,5:01.0,Offensive rebound by B. Beal,,62,70
252,3,4:51.0,B. Beal makes 3-pt jump shot from 25 ft (assist by J. Wall),,65,70
253,3,4:37.0,,L. Deng makes 3-pt jump shot from 23 ft (assist by N. Cole),65,73
254,3,4:28.0,Personal foul by S. Williams (drawn by B. Beal),,65,73
255,3,4:12.0,,M. Chalmers enters the game for D. Wade,65,73
256,3,4:12.0,N. Hilário makes 2-pt jump shot from 19 ft (assist by J. Wall),,67,73
257,3,3:48.0,,S. Williams misses 2-pt jump shot from 20 ft,67,73
258,3,3:47.0,Defensive rebound by M. Gortat,,67,73
259,3,3:40.0,N. Hilário makes 2-pt jump shot from 16 ft (assist by J. Wall),,69,73
260,3,3:40.0,,Miami full timeout,69,73
261,3,3:40.0,,J. Hamilton enters the game for S. Williams,69,73
262,3,3:40.0,,U. Haslem enters the game for H. Whiteside,69,73
263,3,3:22.0,,L. Deng makes 2-pt jump shot from 16 ft (assist by U. Haslem),69,75
264,3,3:04.0,N. Hilário makes 2-pt dunk at rim,,71,75
265,3,2:45.0,,J. Hamilton misses 2-pt jump shot from 19 ft (block by P. Pierce),71,75
266,3,2:44.0,,Offensive rebound by Team,71,75
267,3,2:43.0,,Shooting foul by B. Beal (drawn by M. Chalmers),71,75
268,3,2:43.0,,M. Chalmers makes free throw 1 of 2,71,76
269,3,2:43.0,,M. Chalmers makes free throw 2 of 2,71,77
270,3,2:31.0,Shooting foul by M. Chalmers (drawn by B. Beal),,71,77
271,3,2:31.0,B. Beal makes free throw 1 of 2,,72,77
272,3,2:31.0,R. Butler enters the game for P. Pierce,,72,77
273,3,2:31.0,B. Beal misses free throw 2 of 2,,72,77
274,3,2:30.0,,Defensive rebound by U. Haslem,72,77
275,3,2:17.0,,L. Deng misses 2-pt jump shot from 16 ft,72,77
276,3,2:16.0,Defensive rebound by M. Gortat,,72,77
277,3,2:09.0,B. Beal misses 3-pt jump shot from 23 ft,,72,77
278,3,2:08.0,,Defensive rebound by U. Haslem,72,77
279,3,1:57.0,,N. Cole misses 2-pt jump shot from 17 ft,72,77
280,3,1:56.0,,Offensive rebound by Team,72,77
281,3,1:56.0,Loose ball foul by N. Hilário (drawn by J. Hamilton),,72,77
282,3,1:56.0,O. Porter enters the game for B. Beal,,72,77
283,3,1:45.0,,J. Hamilton misses 3-pt jump shot from 24 ft,72,77
284,3,1:44.0,Defensive rebound by M. Gortat,,72,77
285,3,1:32.0,O. Porter makes 2-pt layup from 1 ft (assist by M. Gortat),,74,77
286,3,1:13.0,,N. Cole misses 3-pt jump shot from 25 ft,74,77
287,3,1:12.0,Defensive rebound by Team,,74,77
288,3,1:12.0,D. Gooden enters the game for M. Gortat,,74,77
289,3,1:01.0,Turnover by J. Wall (bad pass; steal by L. Deng),,74,77
290,3,0:49.0,,Turnover by J. Hamilton (dbl dribble),74,77
291,3,0:37.0,Turnover by J. Wall (bad pass; steal by N. Cole),,74,77
292,3,0:34.0,,Shooting foul by N. Hilário (drawn by L. Deng),74,77
293,3,0:34.0,,L. Deng makes free throw 1 of 2,74,78
294,3,0:34.0,,L. Deng makes free throw 2 of 2,74,79
295,3,0:25.0,J. Wall misses 3-pt jump shot from 24 ft,,74,79
296,3,0:24.0,Offensive rebound by R. Butler,,74,79
297,3,0:03.0,Shooting block foul by J. Hamilton (drawn by J. Wall),,74,79
298,3,0:03.0,J. Wall makes free throw 1 of 2,,75,79
299,3,0:03.0,J. Wall makes free throw 2 of 2,,76,79
300,3,0:00.0,,N. Cole misses 2-pt jump shot from 8 ft,76,79
301,3,0:00.0,,Offensive rebound by Team,76,79
302,4,11:42.0,R. Butler makes 2-pt jump shot from 16 ft (assist by K. Séraphin),,78,79
303,4,11:17.0,,M. Chalmers misses 2-pt layup from 2 ft,78,79
304,4,11:16.0,Defensive rebound by A. Miller,,78,79
305,4,11:07.0,R. Butler misses 2-pt jump shot at rim,,78,79
306,4,11:06.0,Offensive rebound by D. Gooden,,78,79
307,4,11:00.0,Turnover by K. Séraphin (traveling),,78,79
308,4,10:39.0,,D. Wade makes 2-pt jump shot from 12 ft,78,81
309,4,10:21.0,D. Gooden makes 2-pt jump shot from 21 ft (assist by A. Miller),,80,81
310,4,10:04.0,,U. Haslem makes 2-pt dunk at rim (assist by D. Wade),80,83
311,4,9:43.0,K. Séraphin makes 2-pt jump shot from 16 ft (assist by R. Butler),,82,83
312,4,9:25.0,,D. Wade misses 3-pt jump shot from 24 ft,82,83
313,4,9:24.0,Defensive rebound by R. Butler,,82,83
314,4,9:23.0,Personal foul by D. Wade (drawn by R. Butler),,82,83
315,4,9:23.0,,Technical foul by D. Wade,82,83
316,4,9:23.0,R. Butler misses technical free throw,,82,83
317,4,9:23.0,Offensive rebound by Team,,82,83
318,4,9:23.0,,H. Whiteside enters the game for J. Hamilton,82,83
319,4,9:23.0,,J. Ennis enters the game for M. Chalmers,82,83
320,4,9:06.0,R. Butler misses 3-pt jump shot from 23 ft,,82,83
321,4,9:05.0,,Defensive rebound by H. Whiteside,82,83
322,4,8:53.0,,N. Cole makes 2-pt jump shot from 16 ft,82,85
323,4,8:39.0,D. Gooden misses 2-pt jump shot from 19 ft,,82,85
324,4,8:38.0,,Defensive rebound by N. Cole,82,85
325,4,8:37.0,,Personal foul by A. Miller (drawn by N. Cole),82,85
326,4,8:37.0,Official timeout,,82,85
327,4,8:37.0,J. Wall enters the game for K. Séraphin,,82,85
328,4,8:37.0,P. Pierce enters the game for A. Miller,,82,85
329,4,8:37.0,N. Hilário enters the game for D. Gooden,,82,85
330,4,8:25.0,,Turnover by D. Wade (bad pass),82,85
331,4,8:05.0,P. Pierce misses 2-pt jump shot from 18 ft,,82,85
332,4,8:04.0,,Defensive rebound by N. Cole,82,85
333,4,7:50.0,,Turnover by N. Cole (bad pass; steal by N. Hilário),82,85
334,4,7:49.0,Personal foul by N. Cole (drawn by N. Hilário),,82,85
335,4,7:42.0,Shooting foul by H. Whiteside (drawn by N. Hilário),,82,85
336,4,7:42.0,N. Hilário misses free throw 1 of 2,,82,85
337,4,7:42.0,Offensive rebound by Team,,82,85
338,4,7:42.0,,L. Deng enters the game for U. Haslem,82,85
339,4,7:42.0,N. Hilário makes free throw 2 of 2,,83,85
340,4,7:30.0,,D. Wade makes 2-pt jump shot from 11 ft,83,87
341,4,7:30.0,,Shooting foul by N. Hilário (drawn by D. Wade),83,87
342,4,7:30.0,B. Beal enters the game for O. Porter,,83,87
343,4,7:30.0,,D. Wade misses free throw 1 of 1,83,87
344,4,7:29.0,Defensive rebound by N. Hilário,,83,87
345,4,7:11.0,B. Beal misses 2-pt layup from 2 ft,,83,87
346,4,7:11.0,Offensive rebound by N. Hilário,,83,87
347,4,7:11.0,Shooting foul by L. Deng (drawn by N. Hilário),,83,87
348,4,7:11.0,N. Hilário misses free throw 1 of 2,,83,87
349,4,7:11.0,Offensive rebound by Team,,83,87
350,4,7:11.0,N. Hilário makes free throw 2 of 2,,84,87
351,4,6:54.0,,D. Wade makes 2-pt layup from 2 ft,84,89
352,4,6:31.0,J. Wall makes 2-pt jump shot from 20 ft (assist by P. Pierce),,86,89
353,4,6:13.0,,H. Whiteside makes 2-pt dunk at rim (assist by D. Wade),86,91
354,4,5:50.0,Shooting foul by D. Wade (drawn by J. Wall),,86,91
355,4,5:50.0,,Miami full timeout,86,91
356,4,5:50.0,J. Wall makes free throw 1 of 2,,87,91
357,4,5:50.0,J. Wall makes free throw 2 of 2,,88,91
358,4,5:38.0,,Shooting foul by B. Beal (drawn by D. Wade),88,91
359,4,5:38.0,,D. Wade makes free throw 1 of 2,88,92
360,4,5:38.0,,D. Wade misses free throw 2 of 2,88,92
361,4,5:37.0,Defensive rebound by Team,,88,92
362,4,5:27.0,B. Beal makes 2-pt layup from 2 ft,,90,92
363,4,5:10.0,,D. Wade misses 2-pt layup from 4 ft,90,92
364,4,5:10.0,,M. Chalmers enters the game for J. Ennis,90,92
365,4,5:08.0,Defensive rebound by N. Hilário,,90,92
366,4,5:05.0,Shooting foul by D. Wade (drawn by R. Butler),,90,92
367,4,5:05.0,R. Butler makes free throw 1 of 2,,91,92
368,4,5:05.0,R. Butler misses free throw 2 of 2,,91,92
369,4,5:04.0,,Defensive rebound by H. Whiteside,91,92
370,4,4:42.0,,M. Chalmers misses 3-pt jump shot from 24 ft,91,92
371,4,4:41.0,Defensive rebound by R. Butler,,91,92
372,4,4:19.0,B. Beal misses 3-pt jump shot from 25 ft,,91,92
373,4,4:18.0,,Defensive rebound by H. Whiteside,91,92
374,4,4:07.0,,D. Wade misses 2-pt jump shot from 20 ft,91,92
375,4,4:06.0,Defensive rebound by R. Butler,,91,92
376,4,3:59.0,P. Pierce makes 2-pt layup from 1 ft (assist by J. Wall),,93,92
377,4,3:58.0,,Miami full timeout,93,92
378,4,3:58.0,M. Gortat enters the game for N. Hilário,,93,92
379,4,3:58.0,,C. Andersen enters the game for H. Whiteside,93,92
380,4,3:37.0,,L. Deng makes 3-pt jump shot from 24 ft (assist by N. Cole),93,95
381,4,3:13.0,B. Beal misses 2-pt jump shot from 18 ft,,93,95
382,4,3:12.0,,Defensive rebound by C. Andersen,93,95
383,4,3:00.0,,Personal foul by P. Pierce (drawn by M. Chalmers),93,95
384,4,2:47.0,,D. Wade misses 2-pt jump shot from 9 ft,93,95
385,4,2:46.0,Defensive rebound by B. Beal,,93,95
386,4,2:35.0,J. Wall makes 2-pt layup from 1 ft,,95,95
387,4,2:14.0,,N. Cole misses 3-pt jump shot from 24 ft,95,95
388,4,2:13.0,Defensive rebound by B. Beal,,95,95
