,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,SAN ANTONIO_ACTION,PHILADELPHIA_SCORE,SAN ANTONIO_SCORE
384,4,6:01.0,Defensive rebound by N. Noel,,65,80
385,4,5:53.0,R. Covington misses 2-pt jump shot from 9 ft,,65,80
386,4,5:52.0,,Defensive rebound by B. Diaw,65,80
387,4,5:52.0,,Personal foul by R. Covington (drawn by B. Diaw),65,80
388,4,5:52.0,Official timeout,,65,80
389,4,5:52.0,K. McDaniels enters the game for R. Covington,,65,80
390,4,5:33.0,,M. Bonner makes 3-pt jump shot from 22 ft (assist by B. Diaw),65,83
391,4,5:24.0,M. Carter-Williams misses 3-pt jump shot from 25 ft,,65,83
392,4,5:23.0,Offensive rebound by H. Thompson,,65,83
393,4,5:18.0,N. Noel makes 2-pt dunk at rim (assist by T. Wroten),,67,83
394,4,5:02.0,,D. Green makes 3-pt jump shot from 26 ft (assist by B. Diaw),67,86
395,4,4:46.0,H. Thompson misses 2-pt jump shot from 4 ft,,67,86
396,4,4:45.0,,Defensive rebound by J. Ayres,67,86
397,4,4:33.0,,Personal block foul by K. McDaniels (drawn by B. Diaw),67,86
398,4,4:33.0,,B. Diaw makes free throw 1 of 2,67,87
399,4,4:33.0,,A. Daye enters the game for D. Green,67,87
400,4,4:33.0,,K. Anderson enters the game for M. Bonner,67,87
401,4,4:33.0,,B. Diaw makes free throw 2 of 2,67,88
402,4,4:27.0,Personal take foul by A. Daye (drawn by T. Wroten),,67,88
403,4,4:27.0,,A. Baynes enters the game for B. Diaw,67,88
404,4,4:14.0,M. Carter-Williams makes 2-pt layup from 2 ft,,69,88
405,4,3:55.0,,A. Daye misses 3-pt jump shot from 25 ft,69,88
406,4,3:53.0,,Offensive rebound by Team,69,88
407,4,3:50.0,,A. Daye makes 2-pt jump shot from 10 ft (assist by C. Joseph),69,90
408,4,3:29.0,T. Wroten misses 3-pt jump shot from 24 ft,,69,90
409,4,3:28.0,,Defensive rebound by A. Daye,69,90
410,4,3:21.0,,Turnover by A. Daye (bad pass),69,90
411,4,3:06.0,Turnover by M. Carter-Williams (bad pass; steal by C. Joseph),,69,90
412,4,3:06.0,Loose ball foul by N. Noel (drawn by C. Joseph),,69,90
413,4,3:06.0,,C. Joseph makes free throw 1 of 2,69,91
414,4,3:06.0,,C. Joseph makes free throw 2 of 2,69,92
415,4,3:05.0,Personal take foul by K. Anderson (drawn by M. Carter-Williams),,69,92
416,4,3:05.0,M. Carter-Williams misses free throw 1 of 2,,69,92
417,4,3:05.0,Offensive rebound by Team,,69,92
418,4,3:05.0,,M. Bonner enters the game for C. Joseph,69,92
419,4,3:05.0,M. Carter-Williams makes free throw 2 of 2,,70,92
420,4,2:48.0,,K. Anderson misses 2-pt layup from 1 ft (block by N. Noel),70,92
421,4,2:47.0,,Offensive rebound by Team,70,92
422,4,2:47.0,,San Antonio full timeout,70,92
423,4,2:47.0,J. Sampson enters the game for H. Thompson,,70,92
424,4,2:47.0,D. Gordon enters the game for T. Wroten,,70,92
425,4,2:47.0,A. Shved enters the game for M. Carter-Williams,,70,92
426,4,2:41.0,,A. Daye makes 2-pt jump shot from 13 ft,70,94
427,4,2:27.0,Turnover by D. Gordon (lost ball; steal by J. Ayres),,70,94
428,4,2:12.0,,A. Daye makes 2-pt jump shot from 9 ft,70,96
429,4,1:56.0,K. McDaniels misses 3-pt jump shot from 23 ft,,70,96
430,4,1:55.0,,Defensive rebound by A. Baynes,70,96
431,4,1:33.0,,J. Ayres misses 2-pt jump shot from 15 ft,70,96
432,4,1:33.0,Defensive rebound by Team,,70,96
433,4,1:33.0,,Loose ball foul by A. Baynes (drawn by D. Gordon),70,96
434,4,1:33.0,D. Gordon misses free throw 1 of 2,,70,96
435,4,1:33.0,Offensive rebound by Team,,70,96
436,4,1:33.0,D. Gordon makes free throw 2 of 2,,71,96
437,4,1:20.0,,M. Bonner makes 2-pt hook shot from 7 ft (assist by A. Daye),71,98
438,4,1:11.0,D. Gordon makes 2-pt layup from 2 ft (assist by A. Shved),,73,98
439,4,0:59.0,,A. Daye misses 3-pt jump shot from 24 ft,73,98
440,4,0:58.0,,Offensive rebound by A. Baynes,73,98
441,4,0:51.0,,Shooting foul by N. Noel (drawn by J. Ayres),73,98
442,4,0:51.0,,J. Ayres makes free throw 1 of 2,73,99
443,4,0:51.0,,J. Ayres makes free throw 2 of 2,73,100
444,4,0:36.0,K. McDaniels misses 2-pt jump shot from 4 ft,,73,100
445,4,0:35.0,,Defensive rebound by K. Anderson,73,100
446,4,0:14.0,,K. Anderson misses 2-pt jump shot from 13 ft,73,100
447,4,0:13.0,Defensive rebound by K. McDaniels,,73,100
448,4,0:09.0,K. McDaniels makes 2-pt layup from 1 ft,,75,100
449,4,0:09.0,Shooting foul by K. Anderson (drawn by K. McDaniels),,75,100
450,4,0:09.0,K. McDaniels misses free throw 1 of 1,,75,100
451,4,0:08.0,,Defensive rebound by A. Baynes,75,100
