,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,DALLAS_ACTION,PHILADELPHIA_SCORE,DALLAS_SCORE
47,1,5:59.0,,D. Harris enters the game for D. Nowitzki,6,18
48,1,5:59.0,N. Noel makes free throw 2 of 2,,7,18
49,1,5:38.0,,J. Nelson misses 3-pt jump shot from 22 ft,7,18
50,1,5:37.0,Defensive rebound by M. Carter-Williams,,7,18
51,1,5:30.0,M. Carter-Williams misses 2-pt jump shot from 22 ft,,7,18
52,1,5:28.0,,Defensive rebound by T. Chandler,7,18
53,1,5:21.0,,T. Chandler misses 2-pt layup from 2 ft,7,18
54,1,5:19.0,Defensive rebound by L. Mbah a Moute,,7,18
55,1,5:10.0,M. Carter-Williams misses 3-pt jump shot from 24 ft,,7,18
56,1,5:09.0,,Defensive rebound by M. Ellis,7,18
57,1,5:02.0,,M. Ellis makes 3-pt jump shot from 24 ft (assist by C. Parsons),7,21
58,1,4:46.0,Turnover by H. Thompson (lost ball; steal by M. Ellis),,7,21
59,1,4:41.0,,Shooting foul by N. Noel (drawn by C. Parsons),7,21
60,1,4:41.0,,C. Parsons makes free throw 1 of 2,7,22
61,1,4:41.0,,B. Wright enters the game for T. Chandler,7,22
62,1,4:41.0,,A. Aminu enters the game for J. Nelson,7,22
63,1,4:41.0,C. Johnson enters the game for L. Mbah a Moute,,7,22
64,1,4:41.0,B. Davies enters the game for H. Thompson,,7,22
65,1,4:41.0,,C. Parsons makes free throw 2 of 2,7,23
66,1,4:26.0,M. Carter-Williams misses 2-pt layup at rim,,7,23
67,1,4:24.0,Offensive rebound by N. Noel,,7,23
68,1,4:24.0,N. Noel makes 2-pt dunk at rim,,9,23
69,1,4:06.0,,Turnover by A. Aminu (traveling),9,23
70,1,3:49.0,Turnover by M. Carter-Williams (bad pass),,9,23
71,1,3:36.0,,M. Ellis misses 2-pt jump shot from 6 ft,9,23
72,1,3:35.0,Defensive rebound by N. Noel,,9,23
73,1,3:27.0,Turnover by C. Johnson (lost ball; steal by D. Harris),,9,23
74,1,3:22.0,,D. Harris makes 2-pt layup at rim,9,25
75,1,3:16.0,Turnover by M. Carter-Williams (bad pass; steal by M. Ellis),,9,25
76,1,3:11.0,,C. Parsons makes 2-pt layup at rim (assist by D. Harris),9,27
77,1,2:57.0,Personal foul by B. Wright (drawn by N. Noel),,9,27
78,1,2:57.0,,Dallas full timeout,9,27
79,1,2:47.0,Turnover by C. Johnson (traveling),,9,27
80,1,2:30.0,,A. Aminu misses 3-pt jump shot from 22 ft,9,27
81,1,2:29.0,Defensive rebound by N. Noel,,9,27
82,1,2:22.0,Shooting foul by C. Parsons (drawn by M. Carter-Williams),,9,27
83,1,2:22.0,M. Carter-Williams makes free throw 1 of 2,,10,27
84,1,2:22.0,,J. Barea enters the game for M. Ellis,10,27
85,1,2:22.0,,D. Nowitzki enters the game for C. Parsons,10,27
86,1,2:22.0,M. Carter-Williams misses free throw 2 of 2,,10,27
87,1,2:21.0,Offensive rebound by B. Davies,,10,27
88,1,2:07.0,J. Sampson misses 2-pt jump shot from 6 ft (block by B. Wright),,10,27
89,1,2:05.0,Offensive rebound by B. Davies,,10,27
90,1,2:00.0,Turnover by N. Noel (lost ball; steal by B. Wright),,10,27
91,1,1:57.0,,Shooting foul by M. Carter-Williams (drawn by D. Harris),10,27
92,1,1:57.0,,D. Harris makes free throw 1 of 2,10,28
93,1,1:57.0,,D. Harris makes free throw 2 of 2,10,29
94,1,1:42.0,C. Johnson misses 2-pt jump shot from 19 ft,,10,29
95,1,1:41.0,,Defensive rebound by D. Harris,10,29
96,1,1:34.0,,J. Barea makes 2-pt jump shot from 14 ft,10,31
97,1,1:17.0,J. Sampson misses 3-pt jump shot from 22 ft,,10,31
98,1,1:16.0,,Defensive rebound by B. Wright,10,31
99,1,1:04.0,,A. Aminu makes 3-pt jump shot from 22 ft (assist by J. Barea),10,34
100,1,0:51.0,B. Davies misses 2-pt hook shot from 6 ft,,10,34
101,1,0:50.0,,Defensive rebound by B. Wright,10,34
102,1,0:34.0,,Shooting block foul by M. Carter-Williams (drawn by B. Wright),10,34
103,1,0:34.0,,B. Wright makes free throw 1 of 2,10,35
104,1,0:34.0,,J. Crowder enters the game for D. Nowitzki,10,35
105,1,0:34.0,,B. Wright makes free throw 2 of 2,10,36
106,1,0:24.0,M. Carter-Williams misses 3-pt jump shot from 25 ft,,10,36
107,1,0:23.0,,Defensive rebound by D. Harris,10,36
108,1,0:03.0,,Shooting foul by J. Sampson (drawn by B. Wright),10,36
109,1,0:03.0,,B. Wright makes free throw 1 of 2,10,37
110,1,0:03.0,,B. Wright makes free throw 2 of 2,10,38
111,1,0:00.0,Turnover by B. Davies (lost ball; steal by A. Aminu),,10,38
112,2,11:41.0,,J. Barea misses 2-pt jump shot from 12 ft,10,38
113,2,11:40.0,,Offensive rebound by B. Wright,10,38
114,2,11:23.0,,D. Nowitzki makes 2-pt jump shot from 9 ft (assist by J. Barea),10,40
115,2,11:15.0,L. Mbah a Moute misses 2-pt hook shot from 5 ft (block by A. Aminu),,10,40
116,2,11:13.0,,Defensive rebound by J. Barea,10,40
117,2,11:11.0,,Turnover by A. Aminu (traveling),10,40
118,2,11:05.0,Personal foul by B. Wright (drawn by N. Noel),,10,40
119,2,10:53.0,Turnover by N. Noel (bad pass),,10,40
120,2,10:53.0,,G. Smith enters the game for B. Wright,10,40
121,2,10:45.0,,D. Nowitzki makes 2-pt jump shot from 15 ft (assist by J. Barea),10,42
122,2,10:30.0,T. Wroten misses 2-pt layup at rim,,10,42
123,2,10:28.0,,Defensive rebound by D. Nowitzki,10,42
124,2,10:21.0,,D. Harris makes 3-pt jump shot from 22 ft (assist by D. Nowitzki),10,45
125,2,10:20.0,Philadelphia full timeout,,10,45
126,2,10:20.0,H. Sims enters the game for K. McDaniels,,10,45
127,2,10:20.0,M. Carter-Williams enters the game for N. Noel,,10,45
128,2,10:07.0,Shooting block foul by G. Smith (drawn by T. Wroten),,10,45
129,2,10:07.0,T. Wroten misses free throw 1 of 2,,10,45
130,2,10:07.0,Offensive rebound by Team,,10,45
131,2,10:07.0,T. Wroten misses free throw 2 of 2,,10,45
132,2,10:07.0,,Defensive rebound by D. Nowitzki,10,45
133,2,9:57.0,,J. Barea misses 2-pt layup from 1 ft,10,45
134,2,9:56.0,,Offensive rebound by A. Aminu,10,45
135,2,9:55.0,,A. Aminu misses 2-pt layup from 2 ft (block by H. Sims),10,45
136,2,9:53.0,Defensive rebound by M. Carter-Williams,,10,45
137,2,9:48.0,Shooting foul by G. Smith (drawn by T. Wroten),,10,45
138,2,9:48.0,T. Wroten makes free throw 1 of 2,,11,45
139,2,9:48.0,,J. Crowder enters the game for D. Nowitzki,11,45
140,2,9:48.0,,T. Chandler enters the game for G. Smith,11,45
141,2,9:48.0,T. Wroten makes free throw 2 of 2,,12,45
142,2,9:24.0,,A. Aminu misses 3-pt jump shot from 23 ft,12,45
143,2,9:23.0,Defensive rebound by T. Wroten,,12,45
144,2,9:08.0,L. Mbah a Moute misses 2-pt jump shot from 5 ft,,12,45
145,2,9:08.0,Offensive rebound by H. Sims,,12,45
146,2,9:08.0,Shooting foul by T. Chandler (drawn by H. Sims),,12,45
147,2,9:08.0,H. Sims misses free throw 1 of 2,,12,45
148,2,9:08.0,Offensive rebound by Team,,12,45
149,2,9:08.0,H. Sims misses free throw 2 of 2,,12,45
150,2,9:07.0,,Defensive rebound by T. Chandler,12,45
151,2,8:57.0,,Personal foul by T. Wroten (drawn by D. Harris),12,45
152,2,8:49.0,,J. Crowder makes 3-pt jump shot from 22 ft (assist by J. Barea),12,48
153,2,8:31.0,T. Wroten misses 3-pt jump shot from 24 ft,,12,48
154,2,8:30.0,,Defensive rebound by J. Barea,12,48
155,2,8:16.0,,Turnover by J. Barea (bad pass),12,48
156,2,8:03.0,M. Carter-Williams makes 2-pt jump shot from 17 ft,,14,48
157,2,7:39.0,,A. Aminu misses 2-pt jump shot from 3 ft,14,48
158,2,7:38.0,,Offensive rebound by T. Chandler,14,48
159,2,7:38.0,,T. Chandler makes 2-pt dunk at rim,14,50
160,2,7:23.0,L. Mbah a Moute misses 3-pt jump shot from 22 ft,,14,50
161,2,7:20.0,,Defensive rebound by A. Aminu,14,50
162,2,7:20.0,,M. Ellis enters the game for D. Harris,14,50
163,2,7:15.0,,M. Ellis makes 2-pt layup from 1 ft (assist by J. Crowder),14,52
164,2,6:56.0,M. Carter-Williams misses 2-pt jump shot from 22 ft,,14,52
165,2,6:55.0,,Defensive rebound by T. Chandler,14,52
166,2,6:47.0,,T. Chandler makes 2-pt dunk at rim (assist by J. Barea),14,54
167,2,6:46.0,Philadelphia full timeout,,14,54
168,2,6:46.0,,C. Parsons enters the game for A. Aminu,14,54
169,2,6:40.0,Personal foul by M. Ellis (drawn by M. Carter-Williams),,14,54
170,2,6:40.0,M. Carter-Williams makes free throw 1 of 2,,15,54
171,2,6:40.0,,J. Nelson enters the game for J. Barea,15,54
172,2,6:40.0,M. Carter-Williams makes free throw 2 of 2,,16,54
173,2,6:27.0,,Shooting block foul by H. Sims (drawn by M. Ellis),16,54
174,2,6:27.0,,M. Ellis makes free throw 1 of 2,16,55
175,2,6:27.0,,M. Ellis misses free throw 2 of 2,16,55
176,2,6:25.0,Defensive rebound by H. Thompson,,16,55
177,2,6:11.0,T. Wroten makes 3-pt jump shot from 24 ft (assist by M. Carter-Williams),,19,55
178,2,5:57.0,,M. Ellis makes 2-pt jump shot from 16 ft,19,57
179,2,5:44.0,Personal foul by J. Nelson (drawn by M. Carter-Williams),,19,57
180,2,5:44.0,Official timeout,,19,57
181,2,5:44.0,N. Noel enters the game for L. Mbah a Moute,,19,57
182,2,5:44.0,M. Carter-Williams makes free throw 1 of 2,,20,57
183,2,5:44.0,M. Carter-Williams makes free throw 2 of 2,,21,57
184,2,5:30.0,,T. Chandler makes 2-pt dunk at rim (assist by M. Ellis),21,59
185,2,5:30.0,,Shooting foul by H. Thompson (drawn by T. Chandler),21,59
186,2,5:30.0,,T. Chandler makes free throw 1 of 1,21,60
187,2,5:20.0,H. Sims makes 2-pt jump shot from 19 ft (assist by M. Carter-Williams),,23,60
188,2,5:04.0,,C. Parsons misses 3-pt jump shot from 25 ft,23,60
189,2,5:03.0,Defensive rebound by H. Sims,,23,60
190,2,4:49.0,N. Noel misses 2-pt jump shot from 5 ft,,23,60
191,2,4:48.0,Offensive rebound by N. Noel,,23,60
192,2,4:47.0,N. Noel misses 2-pt hook shot from 3 ft,,23,60
193,2,4:45.0,,Defensive rebound by T. Chandler,23,60
194,2,4:38.0,,J. Crowder misses 3-pt jump shot from 24 ft,23,60
195,2,4:37.0,,Offensive rebound by C. Parsons,23,60
196,2,4:36.0,,C. Parsons makes 2-pt layup at rim,23,62
197,2,4:21.0,K. McDaniels enters the game for H. Thompson,,23,62
198,2,4:21.0,B. Davies enters the game for H. Sims,,23,62
199,2,4:21.0,,B. Wright enters the game for T. Chandler,23,62
200,2,4:21.0,,D. Nowitzki enters the game for J. Crowder,23,62
201,2,4:18.0,M. Carter-Williams misses 2-pt jump shot from 21 ft,,23,62
202,2,4:17.0,,Defensive rebound by M. Ellis,23,62
203,2,4:05.0,,B. Wright makes 2-pt dunk at rim (assist by J. Nelson),23,64
204,2,3:45.0,N. Noel misses 2-pt jump shot from 13 ft,,23,64
205,2,3:43.0,,Defensive rebound by C. Parsons,23,64
206,2,3:35.0,,Turnover by D. Nowitzki (lost ball; steal by K. McDaniels),23,64
207,2,3:18.0,K. McDaniels makes 3-pt jump shot from 22 ft (assist by T. Wroten),,26,64
208,2,3:12.0,,Dallas full timeout,26,64
209,2,3:12.0,J. Sampson enters the game for M. Carter-Williams,,26,64
210,2,3:06.0,,M. Ellis makes 2-pt layup from 1 ft (assist by D. Nowitzki),26,66
211,2,2:43.0,T. Wroten misses 3-pt jump shot from 24 ft,,26,66
212,2,2:42.0,,Defensive rebound by B. Wright,26,66
213,2,2:36.0,,Turnover by M. Ellis (traveling),26,66
214,2,2:19.0,Offensive foul by T. Wroten (drawn by M. Ellis),,26,66
215,2,2:19.0,Turnover by T. Wroten (offensive foul),,26,66
216,2,2:19.0,M. Carter-Williams enters the game for T. Wroten,,26,66
217,2,2:08.0,,Turnover by M. Ellis (bad pass; steal by N. Noel),26,66
218,2,2:05.0,Turnover by N. Noel (lost ball),,26,66
219,2,1:52.0,,M. Ellis makes 2-pt jump shot from 17 ft (assist by D. Nowitzki),26,68
220,2,1:38.0,Shooting foul by J. Nelson (drawn by J. Sampson),,26,68
221,2,1:38.0,J. Sampson misses free throw 1 of 2,,26,68
222,2,1:38.0,Offensive rebound by Team,,26,68
223,2,1:38.0,,D. Harris enters the game for J. Nelson,26,68
224,2,1:38.0,J. Sampson makes free throw 2 of 2,,27,68
225,2,1:27.0,,Shooting foul by K. McDaniels (drawn by B. Wright),27,68
226,2,1:27.0,,B. Wright misses free throw 1 of 2,27,68
227,2,1:27.0,,Offensive rebound by Team,27,68
228,2,1:27.0,C. Johnson enters the game for J. Sampson,,27,68
229,2,1:27.0,,B. Wright makes free throw 2 of 2,27,69
230,2,1:10.0,Turnover by N. Noel (lost ball),,27,69
231,2,0:52.0,,D. Harris misses 3-pt jump shot from 24 ft,27,69
232,2,0:52.0,Defensive rebound by Team,,27,69
233,2,0:37.0,C. Johnson makes 2-pt jump shot from 21 ft (assist by M. Carter-Williams),,29,69
234,2,0:23.0,,M. Ellis misses 2-pt layup from 3 ft,29,69
235,2,0:21.0,,Offensive rebound by B. Wright,29,69
236,2,0:21.0,,B. Wright makes 2-pt layup at rim,29,71
237,2,0:12.0,Turnover by B. Davies (lost ball; steal by D. Harris),,29,71
238,2,0:04.0,,Personal foul by M. Carter-Williams (drawn by D. Nowitzki),29,71
239,2,0:04.0,,D. Nowitzki makes free throw 1 of 2,29,72
240,2,0:04.0,,D. Nowitzki makes free throw 2 of 2,29,73
241,2,0:00.0,M. Carter-Williams misses 3-pt jump shot from 25 ft,,29,73
242,2,0:00.0,Offensive rebound by Team,,29,73
243,3,11:48.0,,Turnover by T. Chandler (bad pass),29,73
244,3,11:31.0,M. Carter-Williams misses 2-pt jump shot from 18 ft,,29,73
245,3,11:30.0,Offensive rebound by M. Carter-Williams,,29,73
246,3,11:24.0,Turnover by B. Davies (bad pass; steal by J. Nelson),,29,73
247,3,11:12.0,Violation by H. Sims (def goaltending),,29,73
248,3,11:12.0,,D. Nowitzki makes 2-pt jump shot from 19 ft (assist by J. Nelson),29,75
249,3,10:57.0,M. Carter-Williams misses 2-pt jump shot from 17 ft,,29,75
250,3,10:56.0,,Defensive rebound by T. Chandler,29,75
251,3,10:42.0,,Shooting foul by B. Davies (drawn by C. Parsons),29,75
252,3,10:42.0,,C. Parsons misses free throw 1 of 2,29,75
253,3,10:42.0,,Offensive rebound by Team,29,75
254,3,10:42.0,,C. Parsons misses free throw 2 of 2,29,75
255,3,10:41.0,Defensive rebound by H. Sims,,29,75
256,3,10:24.0,Turnover by M. Carter-Williams (bad pass),,29,75
257,3,10:10.0,,C. Parsons makes 3-pt jump shot from 24 ft (assist by D. Nowitzki),29,78
258,3,10:09.0,Philadelphia full timeout,,29,78
259,3,9:55.0,Shooting foul by D. Nowitzki (drawn by H. Sims),,29,78
260,3,9:55.0,H. Sims makes free throw 1 of 2,,30,78
261,3,9:55.0,H. Sims makes free throw 2 of 2,,31,78
262,3,9:38.0,,Shooting foul by L. Mbah a Moute (drawn by C. Parsons),31,78
263,3,9:38.0,,C. Parsons makes free throw 1 of 2,31,79
264,3,9:38.0,K. McDaniels enters the game for H. Thompson,,31,79
265,3,9:38.0,,C. Parsons makes free throw 2 of 2,31,80
266,3,9:28.0,B. Davies makes 3-pt jump shot from 24 ft (assist by M. Carter-Williams),,34,80
267,3,9:06.0,,M. Ellis misses 3-pt jump shot from 25 ft,34,80
268,3,9:05.0,Defensive rebound by H. Sims,,34,80
269,3,8:53.0,H. Sims misses 2-pt jump shot from 12 ft,,34,80
270,3,8:52.0,Offensive rebound by H. Sims,,34,80
271,3,8:50.0,Personal foul by M. Ellis (drawn by M. Carter-Williams),,34,80
272,3,8:38.0,M. Carter-Williams misses 2-pt jump shot from 11 ft,,34,80
273,3,8:38.0,Offensive rebound by Team,,34,80
274,3,8:35.0,Personal foul by T. Chandler (drawn by H. Sims),,34,80
275,3,8:22.0,B. Davies misses 3-pt jump shot from 24 ft,,34,80
276,3,8:21.0,,Defensive rebound by J. Nelson,34,80
277,3,8:07.0,,Turnover by J. Nelson (bad pass; steal by H. Sims),34,80
278,3,7:57.0,M. Carter-Williams makes 3-pt jump shot from 25 ft (assist by B. Davies),,37,80
279,3,7:32.0,,Shooting foul by B. Davies (drawn by D. Nowitzki),37,80
280,3,7:32.0,,D. Nowitzki misses free throw 1 of 3,37,80
281,3,7:32.0,,Offensive rebound by Team,37,80
282,3,7:32.0,,D. Nowitzki makes free throw 2 of 3,37,81
283,3,7:32.0,,D. Nowitzki makes free throw 3 of 3,37,82
284,3,7:24.0,M. Carter-Williams misses 2-pt layup from 3 ft,,37,82
285,3,7:22.0,Offensive rebound by L. Mbah a Moute,,37,82
286,3,7:22.0,L. Mbah a Moute misses 2-pt layup from 1 ft,,37,82
287,3,7:21.0,,Defensive rebound by D. Nowitzki,37,82
288,3,7:15.0,,D. Nowitzki misses 3-pt jump shot from 24 ft,37,82
289,3,7:13.0,Defensive rebound by M. Carter-Williams,,37,82
290,3,7:08.0,Shooting block foul by M. Ellis (drawn by M. Carter-Williams),,37,82
291,3,7:08.0,M. Carter-Williams misses free throw 1 of 2,,37,82
292,3,7:08.0,Offensive rebound by Team,,37,82
293,3,7:08.0,N. Noel enters the game for H. Sims,,37,82
294,3,7:08.0,M. Carter-Williams misses free throw 2 of 2,,37,82
295,3,7:06.0,Offensive rebound by B. Davies,,37,82
296,3,7:06.0,B. Davies misses 2-pt tip-in at rim,,37,82
297,3,7:03.0,,Defensive rebound by C. Parsons,37,82
298,3,6:49.0,,D. Nowitzki makes 2-pt jump shot from 18 ft (assist by C. Parsons),37,84
299,3,6:21.0,L. Mbah a Moute misses 2-pt jump shot from 18 ft,,37,84
300,3,6:18.0,,Defensive rebound by T. Chandler,37,84
301,3,6:13.0,,Turnover by T. Chandler (offensive goaltending),37,84
302,3,6:13.0,Philadelphia full timeout,,37,84
303,3,6:13.0,,R. Jefferson enters the game for D. Nowitzki,37,84
304,3,6:13.0,T. Wroten enters the game for M. Carter-Williams,,37,84
305,3,5:58.0,L. Mbah a Moute makes 2-pt layup from 1 ft,,39,84
306,3,5:58.0,Shooting foul by R. Jefferson (drawn by L. Mbah a Moute),,39,84
307,3,5:58.0,,B. Wright enters the game for T. Chandler,39,84
308,3,5:58.0,L. Mbah a Moute misses free throw 1 of 1,,39,84
309,3,5:57.0,,Defensive rebound by M. Ellis,39,84
310,3,5:33.0,,B. Wright misses 2-pt jump shot from 7 ft,39,84
311,3,5:31.0,Defensive rebound by N. Noel,,39,84
312,3,5:15.0,K. McDaniels misses 3-pt jump shot from 24 ft,,39,84
313,3,5:14.0,Offensive rebound by B. Davies,,39,84
314,3,5:14.0,B. Davies makes 2-pt layup at rim,,41,84
315,3,4:55.0,,Turnover by M. Ellis (lost ball; steal by L. Mbah a Moute),41,84
316,3,4:52.0,Shooting foul by R. Jefferson (drawn by K. McDaniels),,41,84
317,3,4:52.0,K. McDaniels makes free throw 1 of 2,,42,84
318,3,4:52.0,J. Sampson enters the game for L. Mbah a Moute,,42,84
319,3,4:52.0,K. McDaniels makes free throw 2 of 2,,43,84
320,3,4:32.0,,Turnover by R. Jefferson (lost ball; steal by N. Noel),43,84
321,3,4:27.0,J. Sampson makes 2-pt layup at rim,,45,84
322,3,4:26.0,,Dallas full timeout,45,84
323,3,4:13.0,,B. Wright misses 2-pt dunk at rim (block by J. Sampson),45,84
324,3,4:11.0,,Offensive rebound by C. Parsons,45,84
325,3,4:08.0,,M. Ellis misses 3-pt jump shot from 22 ft,45,84
326,3,4:07.0,,Offensive rebound by R. Jefferson,45,84
327,3,4:00.0,,C. Parsons misses 3-pt jump shot from 23 ft,45,84
328,3,4:00.0,Defensive rebound by Team,,45,84
329,3,3:43.0,Turnover by K. McDaniels (lost ball; steal by M. Ellis),,45,84
330,3,3:20.0,,B. Wright makes 2-pt dunk at rim (assist by J. Nelson),45,86
331,3,3:20.0,,Shooting foul by B. Davies (drawn by B. Wright),45,86
332,3,3:20.0,,B. Wright makes free throw 1 of 1,45,87
333,3,3:02.0,J. Sampson misses 2-pt layup from 2 ft (block by B. Wright),,45,87
334,3,3:00.0,,Defensive rebound by R. Jefferson,45,87
335,3,2:48.0,,B. Wright misses 2-pt hook shot from 5 ft,45,87
336,3,2:47.0,Defensive rebound by J. Sampson,,45,87
337,3,2:38.0,Shooting foul by J. Nelson (drawn by T. Wroten),,45,87
338,3,2:38.0,T. Wroten makes free throw 1 of 2,,46,87
339,3,2:38.0,D. Gordon enters the game for B. Davies,,46,87
340,3,2:38.0,T. Wroten misses free throw 2 of 2,,46,87
341,3,2:37.0,Offensive rebound by N. Noel,,46,87
342,3,2:34.0,N. Noel misses 2-pt tip-in from 2 ft,,46,87
343,3,2:32.0,Offensive rebound by N. Noel,,46,87
344,3,2:32.0,N. Noel makes 2-pt layup from 2 ft,,48,87
345,3,2:20.0,,R. Jefferson misses 2-pt jump shot from 18 ft,48,87
346,3,2:18.0,Defensive rebound by J. Sampson,,48,87
347,3,2:13.0,Turnover by T. Wroten (bad pass),,48,87
348,3,2:09.0,,R. Jefferson makes 2-pt jump shot from 6 ft (assist by J. Nelson),48,89
349,3,2:09.0,,Shooting foul by D. Gordon (drawn by R. Jefferson),48,89
350,3,2:09.0,,R. Jefferson makes free throw 1 of 1,48,90
351,3,1:51.0,N. Noel misses 2-pt hook shot from 7 ft,,48,90
352,3,1:50.0,,Defensive rebound by R. Jefferson,48,90
353,3,1:42.0,,B. Wright makes 2-pt layup from 1 ft (assist by M. Ellis),48,92
354,3,1:33.0,Shooting block foul by B. Wright (drawn by N. Noel),,48,92
355,3,1:33.0,N. Noel misses free throw 1 of 2,,48,92
356,3,1:33.0,Offensive rebound by Team,,48,92
357,3,1:33.0,N. Noel misses free throw 2 of 2,,48,92
358,3,1:32.0,,Defensive rebound by M. Ellis,48,92
359,3,1:16.0,,M. Ellis makes 3-pt jump shot from 25 ft (assist by J. Nelson),48,95
360,3,1:03.0,T. Wroten makes 3-pt jump shot from 25 ft,,51,95
361,3,0:53.0,,J. Nelson misses 2-pt jump shot from 9 ft,51,95
362,3,0:51.0,Defensive rebound by K. McDaniels,,51,95
363,3,0:34.0,D. Gordon makes 2-pt layup from 1 ft (assist by K. McDaniels),,53,95
364,3,0:15.0,,J. Nelson misses 2-pt jump shot from 22 ft,53,95
365,3,0:13.0,Defensive rebound by D. Gordon,,53,95
366,3,0:03.0,Turnover by T. Wroten (traveling),,53,95
367,3,0:03.0,H. Thompson enters the game for N. Noel,,53,95
368,3,0:01.0,,J. Nelson misses 3-pt jump shot from 27 ft,53,95
369,3,0:00.0,,Offensive rebound by Team,53,95
370,4,11:45.0,Turnover by K. McDaniels (bad pass; steal by J. Crowder),,53,95
371,4,11:32.0,,R. Jefferson misses 2-pt jump shot from 20 ft,53,95
372,4,11:31.0,Defensive rebound by D. Gordon,,53,95
373,4,11:18.0,T. Wroten misses 3-pt jump shot from 24 ft,,53,95
374,4,11:17.0,,Defensive rebound by R. Jefferson,53,95
375,4,11:06.0,,Offensive foul by R. Jefferson (drawn by D. Gordon),53,95
376,4,11:06.0,,Turnover by R. Jefferson (offensive foul),53,95
377,4,10:48.0,K. McDaniels makes 3-pt jump shot from 24 ft,,56,95
378,4,10:34.0,,A. Aminu misses 3-pt jump shot from 25 ft,56,95
379,4,10:33.0,Defensive rebound by T. Wroten,,56,95
380,4,10:19.0,Turnover by T. Wroten (bad pass; steal by A. Aminu),,56,95
381,4,10:09.0,,J. Barea misses 3-pt jump shot from 24 ft,56,95
382,4,10:08.0,Defensive rebound by D. Gordon,,56,95
383,4,10:01.0,K. McDaniels misses 3-pt jump shot from 25 ft,,56,95
384,4,9:59.0,Offensive rebound by T. Wroten,,56,95
