,QUARTER,TIME_REMAINING,CHICAGO_ACTION,SACRAMENTO_ACTION,CHICAGO_SCORE,SACRAMENTO_SCORE
158,2,4:31.0,J. Butler makes 2-pt jump shot from 14 ft (assist by M. Dunleavy),,39,41
159,2,4:07.0,,D. Williams misses 2-pt jump shot from 16 ft,39,41
160,2,4:05.0,,Offensive rebound by C. Landry,39,41
161,2,4:05.0,,Personal foul by J. Butler (drawn by R. Gay),39,41
162,2,3:57.0,,D. Williams misses 2-pt layup from 2 ft,39,41
163,2,3:56.0,Defensive rebound by J. Noah,,39,41
164,2,3:37.0,M. Dunleavy makes 2-pt jump shot from 18 ft (assist by K. Hinrich),,41,41
165,2,3:14.0,,R. Gay makes 2-pt jump shot from 8 ft (assist by D. Collison),41,43
166,2,2:52.0,J. Butler misses 2-pt jump shot from 6 ft,,41,43
167,2,2:51.0,Offensive rebound by J. Noah,,41,43
168,2,2:51.0,J. Noah misses 2-pt tip-in from 1 ft,,41,43
169,2,2:50.0,,Defensive rebound by R. Gay,41,43
170,2,2:45.0,,D. Williams makes 2-pt dunk at rim (assist by D. Collison),41,45
171,2,2:16.0,J. Butler misses 2-pt jump shot from 14 ft,,41,45
172,2,2:14.0,,Defensive rebound by R. Gay,41,45
173,2,2:09.0,,R. Gay makes 2-pt layup from 2 ft,41,47
174,2,2:09.0,,Shooting foul by K. Hinrich (drawn by R. Gay),41,47
175,2,2:09.0,Chicago full timeout,,41,47
176,2,2:09.0,,J. Thompson enters the game for C. Landry,41,47
177,2,2:09.0,,R. Gay makes free throw 1 of 1,41,48
178,2,1:55.0,M. Dunleavy misses 3-pt jump shot from 24 ft,,41,48
179,2,1:53.0,,Defensive rebound by R. Gay,41,48
180,2,1:49.0,,Turnover by R. Gay (lost ball; steal by M. Dunleavy),41,48
181,2,1:41.0,K. Hinrich misses 2-pt jump shot from 8 ft,,41,48
182,2,1:41.0,,Defensive rebound by Team,41,48
183,2,1:25.0,,D. Williams misses 2-pt layup from 2 ft,41,48
184,2,1:24.0,Defensive rebound by K. Hinrich,,41,48
185,2,1:20.0,J. Butler makes 2-pt layup from 1 ft (assist by K. Hinrich),,43,48
186,2,1:03.0,,R. Gay makes 3-pt jump shot from 24 ft (assist by J. Thompson),43,51
187,2,0:48.0,J. Butler makes 2-pt dunk at rim (assist by J. Noah),,45,51
188,2,0:32.0,,D. Collison misses 3-pt jump shot from 24 ft,45,51
189,2,0:31.0,Defensive rebound by M. Dunleavy,,45,51
190,2,0:13.0,J. Butler misses 2-pt jump shot from 21 ft,,45,51
191,2,0:12.0,,Defensive rebound by Team,45,51
192,2,0:12.0,Loose ball foul by J. Noah (drawn by J. Thompson),,45,51
193,2,0:12.0,,J. Thompson makes free throw 1 of 2,45,52
194,2,0:12.0,,R. Hollins enters the game for R. Gay,45,52
195,2,0:12.0,,B. McLemore enters the game for D. Cousins,45,52
196,2,0:12.0,,J. Thompson misses free throw 2 of 2,45,52
197,2,0:11.0,Defensive rebound by K. Hinrich,,45,52
198,2,0:03.0,Personal foul by R. Hollins (drawn by K. Hinrich),,45,52
199,2,0:03.0,K. Hinrich makes free throw 1 of 2,,46,52
200,2,0:03.0,K. Hinrich makes free throw 2 of 2,,47,52
201,3,11:38.0,J. Butler makes 2-pt layup from 3 ft (assist by J. Noah),,49,52
202,3,11:14.0,,D. Collison misses 2-pt jump shot from 8 ft,49,52
203,3,11:13.0,Defensive rebound by J. Noah,,49,52
204,3,10:51.0,J. Butler misses 2-pt jump shot from 20 ft,,49,52
205,3,10:51.0,,Defensive rebound by J. Thompson,49,52
206,3,10:41.0,,Turnover by D. Collison (bad pass; steal by J. Butler),49,52
207,3,10:38.0,,Offensive charge foul by J. Butler (drawn by D. Collison),49,52
208,3,10:38.0,Turnover by J. Butler (offensive foul),,49,52
209,3,10:21.0,,J. Thompson misses 2-pt jump shot from 11 ft,49,52
210,3,10:19.0,,Offensive rebound by D. Cousins,49,52
211,3,10:18.0,,D. Cousins makes 2-pt jump shot from 4 ft,49,54
212,3,10:05.0,M. Dunleavy misses 2-pt jump shot from 21 ft,,49,54
213,3,10:04.0,,Defensive rebound by D. Cousins,49,54
214,3,9:50.0,,Turnover by D. Cousins (bad pass; steal by J. Butler),49,54
215,3,9:44.0,Turnover by J. Butler (bad pass),,49,54
216,3,9:39.0,,Shooting foul by K. Hinrich (drawn by D. Collison),49,54
217,3,9:39.0,,D. Collison makes free throw 1 of 2,49,55
218,3,9:39.0,,D. Collison makes free throw 2 of 2,49,56
219,3,9:29.0,Turnover by M. Dunleavy (bad pass),,49,56
220,3,9:11.0,,D. Cousins makes 2-pt hook shot from 6 ft (assist by D. Collison),49,58
221,3,8:51.0,T. Gibson misses 2-pt layup from 1 ft (block by J. Thompson),,49,58
222,3,8:49.0,,Defensive rebound by D. Collison,49,58
223,3,8:45.0,,B. McLemore makes 3-pt jump shot from 25 ft (assist by D. Collison),49,61
224,3,8:20.0,M. Dunleavy misses 2-pt jump shot from 5 ft,,49,61
225,3,8:19.0,Offensive rebound by J. Noah,,49,61
226,3,8:19.0,J. Noah makes 2-pt tip-in from 1 ft,,51,61
227,3,8:14.0,,Offensive foul by B. McLemore (drawn by M. Dunleavy),51,61
228,3,8:14.0,,Turnover by B. McLemore (offensive foul),51,61
229,3,7:59.0,J. Butler makes 2-pt layup from 2 ft (assist by K. Hinrich),,53,61
230,3,7:58.0,,Sacramento full timeout,53,61
231,3,7:40.0,,R. Gay misses 2-pt jump shot from 4 ft,53,61
232,3,7:40.0,Defensive rebound by J. Butler,,53,61
233,3,7:18.0,Turnover by J. Noah (traveling),,53,61
234,3,6:59.0,,Turnover by D. Cousins (lost ball; steal by J. Noah),53,61
235,3,6:48.0,J. Butler makes 2-pt layup from 2 ft (assist by J. Noah),,55,61
236,3,6:31.0,,R. Gay makes 2-pt jump shot from 16 ft (assist by D. Cousins),55,63
237,3,6:11.0,M. Dunleavy misses 3-pt jump shot from 25 ft,,55,63
238,3,6:11.0,,Defensive rebound by D. Cousins,55,63
239,3,5:57.0,,D. Cousins misses 2-pt jump shot from 20 ft,55,63
240,3,5:57.0,Defensive rebound by J. Butler,,55,63
241,3,5:41.0,Personal foul by B. McLemore (drawn by M. Dunleavy),,55,63
242,3,5:41.0,,Sacramento full timeout,55,63
243,3,5:41.0,,D. Williams enters the game for R. Gay,55,63
244,3,5:31.0,M. Dunleavy makes 2-pt hook shot from 5 ft (assist by K. Hinrich),,57,63
245,3,5:17.0,,Personal foul by J. Noah (drawn by D. Cousins),57,63
246,3,5:10.0,,D. Cousins makes 2-pt layup from 2 ft (assist by D. Collison),57,65
247,3,5:10.0,,Shooting foul by J. Noah (drawn by D. Cousins),57,65
248,3,5:10.0,,D. Cousins misses free throw 1 of 1,57,65
249,3,5:09.0,Defensive rebound by J. Noah,,57,65
250,3,4:56.0,Shooting block foul by D. Cousins (drawn by M. Dunleavy),,57,65
251,3,4:56.0,M. Dunleavy makes free throw 1 of 2,,58,65
252,3,4:56.0,M. Dunleavy makes free throw 2 of 2,,59,65
253,3,4:42.0,,Turnover by D. Cousins (lost ball; steal by T. Gibson),59,65
254,3,4:33.0,K. Hinrich misses 2-pt jump shot from 17 ft,,59,65
255,3,4:31.0,Offensive rebound by T. Gibson,,59,65
256,3,4:31.0,T. Gibson misses 2-pt tip-in from 1 ft,,59,65
257,3,4:30.0,,Defensive rebound by D. Cousins,59,65
258,3,4:30.0,,Personal foul by J. Noah (drawn by D. Cousins),59,65
259,3,4:30.0,Technical foul by J. Noah,,59,65
260,3,4:30.0,N. Mirotić enters the game for J. Noah,,59,65
261,3,4:30.0,,D. Collison makes technical free throw,59,66
262,3,4:14.0,,D. Cousins makes 2-pt layup from 2 ft (assist by D. Collison),59,68
263,3,3:54.0,K. Hinrich makes 2-pt jump shot from 19 ft,,61,68
264,3,3:37.0,,J. Thompson makes 2-pt jump shot from 4 ft (assist by D. Cousins),61,70
265,3,3:24.0,J. Butler misses 2-pt jump shot from 4 ft,,61,70
266,3,3:23.0,,Defensive rebound by D. Cousins,61,70
267,3,3:19.0,,B. McLemore makes 2-pt layup from 2 ft (assist by D. Cousins),61,72
268,3,3:19.0,Chicago full timeout,,61,72
269,3,3:19.0,A. Brooks enters the game for J. Butler,,61,72
270,3,3:19.0,D. McDermott enters the game for K. Hinrich,,61,72
271,3,3:06.0,M. Dunleavy misses 3-pt jump shot from 25 ft,,61,72
272,3,3:06.0,,Defensive rebound by D. Cousins,61,72
273,3,2:52.0,,D. Cousins misses 2-pt jump shot from 3 ft (block by N. Mirotić),61,72
274,3,2:51.0,Defensive rebound by T. Gibson,,61,72
275,3,2:50.0,Turnover by T. Gibson (lost ball; steal by D. Cousins),,61,72
276,3,2:49.0,,Shooting foul by T. Gibson (drawn by D. Cousins),61,72
277,3,2:49.0,,D. Cousins makes free throw 1 of 2,61,73
278,3,2:49.0,,D. Cousins makes free throw 2 of 2,61,74
279,3,2:35.0,Turnover by N. Mirotić (traveling),,61,74
280,3,2:18.0,,D. Collison makes 2-pt jump shot from 20 ft,61,76
281,3,2:04.0,D. McDermott misses 3-pt jump shot from 24 ft,,61,76
282,3,2:04.0,,Defensive rebound by J. Thompson,61,76
283,3,1:54.0,,D. Collison misses 2-pt jump shot from 18 ft,61,76
284,3,1:54.0,Defensive rebound by D. McDermott,,61,76
285,3,1:34.0,A. Brooks makes 2-pt layup from 4 ft,,63,76
286,3,1:14.0,,B. McLemore misses 3-pt jump shot from 23 ft,63,76
287,3,1:14.0,Defensive rebound by Team,,63,76
288,3,1:14.0,,Loose ball foul by D. Cousins (drawn by N. Mirotić),63,76
289,3,1:06.0,A. Brooks makes 2-pt layup from 4 ft,,65,76
290,3,1:06.0,Shooting foul by D. Cousins (drawn by A. Brooks),,65,76
291,3,1:06.0,,C. Landry enters the game for D. Cousins,65,76
292,3,1:06.0,A. Brooks makes free throw 1 of 1,,66,76
293,3,0:55.0,,D. Collison makes 2-pt jump shot from 20 ft,66,78
294,3,0:49.0,Shooting foul by D. Collison (drawn by A. Brooks),,66,78
295,3,0:49.0,A. Brooks misses free throw 1 of 2,,66,78
296,3,0:49.0,Offensive rebound by Team,,66,78
297,3,0:49.0,A. Brooks misses free throw 2 of 2,,66,78
298,3,0:48.0,Offensive rebound by A. Brooks,,66,78
299,3,0:35.0,N. Mirotić misses 3-pt jump shot from 25 ft,,66,78
300,3,0:35.0,,Defensive rebound by D. Williams,66,78
301,3,0:19.0,,Personal foul by A. Brooks (drawn by D. Collison),66,78
302,3,0:19.0,,D. Collison makes free throw 1 of 2,66,79
303,3,0:19.0,,O. Casspi enters the game for J. Thompson,66,79
304,3,0:19.0,,D. Collison makes free throw 2 of 2,66,80
305,3,0:00.0,Shooting foul by C. Landry (drawn by T. Gibson),,66,80
306,3,0:00.0,T. Gibson makes free throw 1 of 2,,67,80
307,3,0:00.0,T. Gibson makes free throw 2 of 2,,68,80
308,4,11:43.0,,C. Landry misses 2-pt jump shot from 4 ft (block by N. Mirotić),68,80
309,4,11:41.0,,Offensive rebound by C. Landry,68,80
310,4,11:40.0,,C. Landry misses 2-pt jump shot from 2 ft (block by J. Noah),68,80
311,4,11:39.0,Defensive rebound by N. Mirotić,,68,80
312,4,11:32.0,Personal foul by R. Sessions (drawn by A. Brooks),,68,80
313,4,11:26.0,J. Noah misses 2-pt jump shot from 3 ft,,68,80
314,4,11:25.0,,Defensive rebound by C. Landry,68,80
315,4,11:19.0,,Turnover by R. Sessions (lost ball; steal by A. Brooks),68,80
316,4,11:16.0,Shooting foul by D. Collison (drawn by D. McDermott),,68,80
317,4,11:16.0,D. McDermott misses free throw 1 of 2,,68,80
318,4,11:16.0,Offensive rebound by Team,,68,80
319,4,11:16.0,D. McDermott makes free throw 2 of 2,,69,80
320,4,11:02.0,,O. Casspi makes 2-pt layup from 2 ft (assist by D. Collison),69,82
321,4,10:41.0,J. Noah misses 2-pt layup from 1 ft,,69,82
322,4,10:40.0,,Defensive rebound by O. Casspi,69,82
323,4,10:25.0,,D. Williams misses 2-pt jump shot from 11 ft,69,82
324,4,10:23.0,Defensive rebound by J. Noah,,69,82
325,4,10:17.0,N. Mirotić makes 2-pt layup from 2 ft (assist by K. Hinrich),,71,82
326,4,10:17.0,,Sacramento full timeout,71,82
327,4,10:17.0,,R. Gay enters the game for D. Williams,71,82
328,4,10:17.0,J. Butler enters the game for D. McDermott,,71,82
329,4,10:05.0,,C. Landry misses 2-pt jump shot from 4 ft,71,82
330,4,10:05.0,,Offensive rebound by Team,71,82
331,4,9:53.0,,R. Sessions makes 2-pt layup from 2 ft (assist by R. Gay),71,84
332,4,9:28.0,K. Hinrich misses 2-pt jump shot from 5 ft,,71,84
333,4,9:27.0,Offensive rebound by J. Noah,,71,84
334,4,9:25.0,J. Noah makes 2-pt jump shot from 3 ft,,73,84
335,4,9:02.0,,Shooting foul by A. Brooks (drawn by O. Casspi),73,84
336,4,9:02.0,,O. Casspi makes free throw 1 of 2,73,85
337,4,9:02.0,,D. Cousins enters the game for C. Landry,73,85
338,4,9:02.0,Violation by J. Noah (def goaltending),,73,85
339,4,9:02.0,,O. Casspi makes free throw 2 of 2,73,86
340,4,8:48.0,A. Brooks misses 2-pt jump shot from 16 ft,,73,86
341,4,8:47.0,Offensive rebound by J. Noah,,73,86
342,4,8:41.0,J. Noah makes 2-pt layup from 3 ft (assist by K. Hinrich),,75,86
343,4,8:12.0,,D. Cousins misses 2-pt jump shot from 20 ft,75,86
344,4,8:11.0,,Offensive rebound by D. Collison,75,86
345,4,8:06.0,,D. Collison makes 2-pt jump shot from 6 ft,75,88
346,4,7:51.0,J. Noah misses 2-pt jump shot from 19 ft,,75,88
347,4,7:50.0,Offensive rebound by J. Butler,,75,88
348,4,7:50.0,J. Butler makes 2-pt tip-in at rim,,77,88
349,4,7:35.0,Offensive charge foul by D. Cousins (drawn by K. Hinrich),,77,88
350,4,7:35.0,,Turnover by D. Cousins (offensive foul),77,88
351,4,7:35.0,T. Gibson enters the game for N. Mirotić,,77,88
352,4,7:35.0,,J. Thompson enters the game for D. Cousins,77,88
353,4,7:21.0,J. Noah misses 2-pt hook shot from 5 ft,,77,88
354,4,7:19.0,Offensive rebound by J. Butler,,77,88
355,4,7:19.0,Shooting foul by R. Gay (drawn by J. Butler),,77,88
356,4,7:19.0,J. Butler makes free throw 1 of 2,,78,88
357,4,7:19.0,,C. Landry enters the game for O. Casspi,78,88
358,4,7:19.0,J. Butler misses free throw 2 of 2,,78,88
359,4,7:18.0,Offensive rebound by J. Butler,,78,88
360,4,7:09.0,K. Hinrich misses 2-pt layup from 3 ft (block by C. Landry),,78,88
361,4,7:09.0,Offensive rebound by Team,,78,88
362,4,7:02.0,K. Hinrich misses 2-pt jump shot from 22 ft,,78,88
363,4,7:01.0,,Defensive rebound by D. Collison,78,88
364,4,6:53.0,,Personal foul by K. Hinrich (drawn by C. Landry),78,88
365,4,6:42.0,,C. Landry misses 2-pt jump shot from 23 ft,78,88
366,4,6:41.0,,Offensive rebound by D. Collison,78,88
367,4,6:22.0,,C. Landry misses 2-pt jump shot from 20 ft,78,88
368,4,6:21.0,Defensive rebound by K. Hinrich,,78,88
369,4,6:10.0,Shooting foul by R. Gay (drawn by T. Gibson),,78,88
370,4,6:10.0,T. Gibson makes free throw 1 of 2,,79,88
371,4,6:10.0,M. Dunleavy enters the game for K. Hinrich,,79,88
372,4,6:10.0,,B. McLemore enters the game for R. Sessions,79,88
373,4,6:10.0,T. Gibson makes free throw 2 of 2,,80,88
374,4,5:51.0,,B. McLemore misses 2-pt jump shot from 16 ft,80,88
375,4,5:50.0,,Offensive rebound by R. Gay,80,88
376,4,5:50.0,,Shooting foul by T. Gibson (drawn by R. Gay),80,88
377,4,5:50.0,Official timeout,,80,88
378,4,5:50.0,,R. Gay makes free throw 1 of 2,80,89
379,4,5:50.0,,R. Gay makes free throw 2 of 2,80,90
380,4,5:32.0,J. Butler makes 2-pt layup from 2 ft (assist by J. Noah),,82,90
381,4,5:09.0,,J. Thompson misses 2-pt jump shot from 11 ft,82,90
382,4,5:08.0,Defensive rebound by M. Dunleavy,,82,90
383,4,4:56.0,,Offensive charge foul by A. Brooks (drawn by C. Landry),82,90
