,QUARTER,TIME_REMAINING,ORLANDO_ACTION,PORTLAND_ACTION,ORLANDO_SCORE,PORTLAND_SCORE
384,4,4:12.0,N. Vučević makes free throw 1 of 2,,84,85
385,4,4:12.0,N. Vučević makes free throw 2 of 2,,85,85
386,4,3:56.0,,D. Lillard misses 3-pt jump shot from 26 ft,85,85
387,4,3:56.0,,Offensive rebound by Team,85,85
388,4,3:56.0,Loose ball foul by B. Gordon (drawn by W. Matthews),,85,85
389,4,3:56.0,,W. Matthews makes free throw 1 of 2,85,86
390,4,3:56.0,,C. Kaman enters the game for D. Wright,85,86
391,4,3:56.0,C. Frye enters the game for M. Harkless,,85,86
392,4,3:56.0,,W. Matthews makes free throw 2 of 2,85,87
393,4,3:45.0,Turnover by V. Oladipo (lost ball; steal by W. Matthews),,85,87
394,4,3:37.0,,Shooting foul by E. Payton (drawn by D. Lillard),85,87
395,4,3:37.0,,D. Lillard makes free throw 1 of 2,85,88
396,4,3:37.0,,D. Lillard makes free throw 2 of 2,85,89
397,4,3:18.0,Turnover by V. Oladipo (lost ball; steal by W. Matthews),,85,89
398,4,3:14.0,,W. Matthews makes 2-pt layup at rim (assist by N. Batum),85,91
399,4,3:14.0,,Shooting foul by B. Gordon (drawn by W. Matthews),85,91
400,4,3:14.0,,W. Matthews misses free throw 1 of 1,85,91
401,4,3:13.0,Defensive rebound by C. Frye,,85,91
402,4,2:56.0,Turnover by B. Gordon (traveling),,85,91
403,4,2:56.0,Official timeout,,85,91
404,4,2:39.0,,Offensive foul by C. Kaman (drawn by C. Frye),85,91
405,4,2:39.0,,Turnover by C. Kaman (offensive foul),85,91
406,4,2:29.0,V. Oladipo misses 2-pt layup from 2 ft (block by C. Kaman),,85,91
407,4,2:27.0,Offensive rebound by N. Vučević,,85,91
408,4,2:27.0,N. Vučević makes 2-pt layup from 1 ft,,87,91
409,4,2:11.0,,L. Aldridge makes 2-pt jump shot from 12 ft,87,93
410,4,1:57.0,V. Oladipo misses 3-pt jump shot from 26 ft,,87,93
411,4,1:56.0,Offensive rebound by N. Vučević,,87,93
412,4,1:54.0,N. Vučević misses 2-pt hook shot from 4 ft,,87,93
413,4,1:54.0,Offensive rebound by Team,,87,93
414,4,1:49.0,C. Frye misses 3-pt jump shot from 26 ft,,87,93
415,4,1:48.0,,Defensive rebound by W. Matthews,87,93
416,4,1:34.0,,L. Aldridge misses 2-pt jump shot from 10 ft,87,93
417,4,1:33.0,Defensive rebound by N. Vučević,,87,93
418,4,1:27.0,E. Payton makes 2-pt layup from 2 ft,,89,93
419,4,1:12.0,,W. Matthews makes 3-pt jump shot from 26 ft (assist by D. Lillard),89,96
420,4,0:53.0,V. Oladipo misses 3-pt jump shot from 27 ft,,89,96
421,4,0:52.0,,Defensive rebound by D. Lillard,89,96
422,4,0:50.0,,Personal take foul by C. Frye (drawn by D. Lillard),89,96
423,4,0:50.0,,D. Lillard makes free throw 1 of 2,89,97
424,4,0:50.0,,D. Lillard makes free throw 2 of 2,89,98
425,4,0:50.0,Orlando full timeout,,89,98
426,4,0:45.0,B. Gordon misses 3-pt jump shot from 23 ft,,89,98
427,4,0:44.0,,Defensive rebound by W. Matthews,89,98
428,4,0:39.0,,Personal take foul by B. Gordon (drawn by D. Lillard),89,98
429,4,0:39.0,,D. Lillard makes free throw 1 of 2,89,99
430,4,0:39.0,,M. Leonard enters the game for N. Batum,89,99
431,4,0:39.0,,W. Barton enters the game for L. Aldridge,89,99
432,4,0:39.0,,T. Robinson enters the game for C. Kaman,89,99
433,4,0:39.0,,C. McCollum enters the game for W. Matthews,89,99
434,4,0:39.0,,D. Lillard misses free throw 2 of 2,89,99
435,4,0:38.0,Defensive rebound by N. Vučević,,89,99
436,4,0:35.0,Shooting foul by T. Robinson (drawn by E. Payton),,89,99
437,4,0:35.0,E. Payton makes free throw 1 of 2,,90,99
438,4,0:35.0,M. Harkless enters the game for C. Frye,,90,99
439,4,0:35.0,D. Marble enters the game for N. Vučević,,90,99
440,4,0:35.0,,S. Blake enters the game for D. Lillard,90,99
441,4,0:35.0,E. Payton misses free throw 2 of 2,,90,99
442,4,0:35.0,Offensive rebound by M. Harkless,,90,99
443,4,0:34.0,Shooting foul by T. Robinson (drawn by E. Payton),,90,99
444,4,0:34.0,M. Harkless makes free throw 1 of 2,,91,99
445,4,0:34.0,M. Harkless makes free throw 2 of 2,,92,99
446,4,0:34.0,,Portland full timeout,92,99
447,4,0:32.0,,Personal take foul by E. Payton (drawn by M. Leonard),92,99
448,4,0:32.0,,M. Leonard makes free throw 1 of 2,92,100
449,4,0:32.0,,M. Leonard makes free throw 2 of 2,92,101
450,4,0:27.0,D. Marble misses 3-pt jump shot from 26 ft,,92,101
451,4,0:26.0,,Defensive rebound by T. Robinson,92,101
452,4,0:20.0,,M. Leonard makes 2-pt dunk at rim (assist by T. Robinson),92,103
453,4,0:15.0,E. Payton misses 2-pt jump shot from 7 ft,,92,103
454,4,0:14.0,,Defensive rebound by M. Leonard,92,103
