,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,CHICAGO_ACTION,LA LAKERS_SCORE,CHICAGO_SCORE
390,4,4:11.0,Offensive rebound by Team,,88,99
391,4,4:11.0,,P. Gasol enters the game for N. Mirotić,88,99
392,4,4:11.0,R. Price enters the game for J. Lin,,88,99
393,4,4:11.0,E. Davis makes free throw 2 of 2,,89,99
394,4,3:46.0,,A. Brooks misses 2-pt layup from 1 ft,89,99
395,4,3:45.0,Defensive rebound by E. Davis,,89,99
396,4,3:28.0,W. Johnson misses 2-pt jump shot from 20 ft,,89,99
397,4,3:28.0,,Defensive rebound by Team,89,99
398,4,3:02.0,,A. Brooks makes 3-pt jump shot from 25 ft (assist by J. Butler),89,102
399,4,2:41.0,W. Johnson makes 2-pt jump shot from 21 ft (assist by J. Hill),,91,102
400,4,2:26.0,,Shooting foul by W. Johnson (drawn by D. Rose),91,102
401,4,2:26.0,LA Lakers full timeout,,91,102
402,4,2:26.0,,D. Rose makes free throw 1 of 2,91,103
403,4,2:26.0,,D. Rose makes free throw 2 of 2,91,104
404,4,2:14.0,W. Johnson misses 2-pt layup from 2 ft,,91,104
405,4,2:13.0,,Defensive rebound by J. Noah,91,104
406,4,1:57.0,,A. Brooks makes 2-pt layup from 1 ft (assist by J. Butler),91,106
407,4,1:51.0,Turnover by R. Price (lost ball; steal by D. Rose),,91,106
408,4,1:48.0,,D. Rose makes 2-pt layup from 1 ft,91,108
409,4,1:37.0,R. Price misses 3-pt jump shot from 25 ft,,91,108
410,4,1:36.0,,Defensive rebound by P. Gasol,91,108
411,4,1:16.0,,D. Rose makes 3-pt jump shot from 25 ft (assist by A. Brooks),91,111
412,4,1:10.0,W. Ellington misses 2-pt layup from 1 ft (block by P. Gasol),,91,111
413,4,1:08.0,,Defensive rebound by P. Gasol,91,111
414,4,0:50.0,,D. Rose misses 3-pt jump shot from 24 ft,91,111
415,4,0:50.0,,Offensive rebound by P. Gasol,91,111
416,4,0:50.0,,Shooting foul by W. Johnson (drawn by P. Gasol),91,111
417,4,0:50.0,,P. Gasol makes free throw 1 of 2,91,112
418,4,0:50.0,,C. Bairstow enters the game for J. Noah,91,112
419,4,0:50.0,,E. Moore enters the game for J. Butler,91,112
420,4,0:50.0,,T. Snell enters the game for D. Rose,91,112
421,4,0:50.0,,P. Gasol makes free throw 2 of 2,91,113
422,4,0:42.0,J. Hill misses 2-pt jump shot from 20 ft,,91,113
423,4,0:40.0,,Defensive rebound by C. Bairstow,91,113
424,4,0:17.0,,A. Brooks misses 2-pt jump shot from 17 ft,91,113
425,4,0:17.0,,Offensive rebound by T. Snell,91,113
426,4,0:17.0,,T. Snell misses 2-pt layup from 3 ft (block by W. Johnson),91,113
427,4,0:17.0,,Offensive rebound by Team,91,113
428,4,0:17.0,,Turnover by Team (shot clock),91,113
429,4,0:09.0,E. Davis misses 2-pt layup from 2 ft (block by P. Gasol),,91,113
430,4,0:06.0,,Defensive rebound by P. Gasol,91,113
431,4,0:03.0,,Turnover by P. Gasol (lost ball; steal by R. Price),91,113
432,4,0:00.0,W. Ellington makes 2-pt layup from 1 ft (assist by R. Price),,93,113
