,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,CHICAGO_ACTION,NEW ORLEANS_SCORE,CHICAGO_SCORE
385,4,4:55.0,J. Holiday makes 2-pt layup from 2 ft,,86,95
386,4,4:36.0,,J. Butler makes 2-pt layup from 1 ft (assist by D. Rose),86,97
387,4,4:19.0,R. Anderson misses 3-pt jump shot from 25 ft,,86,97
388,4,4:19.0,Offensive rebound by Team,,86,97
389,4,4:19.0,,Loose ball foul by N. Mirotić (drawn by A. Davis),86,97
390,4,4:19.0,,P. Gasol enters the game for N. Mirotić,86,97
391,4,4:07.0,J. Holiday makes 2-pt layup from 1 ft,,88,97
392,4,3:54.0,,D. Rose makes 2-pt layup from 1 ft,88,99
393,4,3:34.0,A. Rivers makes 2-pt layup from 2 ft,,90,99
394,4,3:08.0,,D. Rose misses 2-pt jump shot from 17 ft,90,99
395,4,3:07.0,Defensive rebound by A. Davis,,90,99
396,4,2:58.0,T. Evans makes 2-pt layup from 2 ft,,92,99
397,4,2:49.0,,Chicago full timeout,92,99
398,4,2:49.0,New Orleans full timeout,,92,99
399,4,2:49.0,,T. Gibson enters the game for P. Gasol,92,99
400,4,2:39.0,,D. Rose makes 2-pt dunk at rim,92,101
401,4,2:22.0,A. Davis misses 2-pt layup at rim,,92,101
402,4,2:18.0,Offensive rebound by J. Holiday,,92,101
403,4,2:10.0,T. Evans makes 2-pt layup from 1 ft,,94,101
404,4,1:49.0,,J. Butler makes 2-pt jump shot from 4 ft,94,103
405,4,1:49.0,,Shooting foul by A. Davis (drawn by J. Butler),94,103
406,4,1:49.0,,J. Butler makes free throw 1 of 1,94,104
407,4,1:38.0,T. Evans misses 2-pt layup from 2 ft,,94,104
408,4,1:37.0,,Defensive rebound by E. Moore,94,104
409,4,1:19.0,,J. Butler makes 2-pt jump shot from 11 ft,94,106
410,4,1:07.0,A. Davis makes 2-pt layup from 1 ft (assist by J. Holiday),,96,106
411,4,0:51.0,,D. Rose misses 3-pt jump shot from 25 ft,96,106
412,4,0:50.0,Defensive rebound by A. Davis,,96,106
413,4,0:45.0,Shooting foul by T. Gibson (drawn by T. Evans),,96,106
414,4,0:45.0,T. Evans makes free throw 1 of 2,,97,106
415,4,0:45.0,T. Evans makes free throw 2 of 2,,98,106
416,4,0:26.0,,D. Rose misses 2-pt jump shot from 20 ft,98,106
417,4,0:25.0,Defensive rebound by R. Anderson,,98,106
418,4,0:25.0,New Orleans full timeout,,98,106
419,4,0:20.0,Turnover by T. Evans (lost ball; steal by T. Gibson),,98,106
420,4,0:17.0,,Personal take foul by T. Evans (drawn by D. Rose),98,106
421,4,0:17.0,,D. Rose makes free throw 1 of 2,98,107
422,4,0:17.0,,D. Rose misses free throw 2 of 2,98,107
423,4,0:16.0,Defensive rebound by R. Anderson,,98,107
424,4,0:08.0,T. Evans misses 2-pt layup from 3 ft,,98,107
425,4,0:07.0,Offensive rebound by A. Davis,,98,107
426,4,0:07.0,A. Davis misses 2-pt tip-in from 1 ft,,98,107
427,4,0:07.0,Offensive rebound by Team,,98,107
428,4,0:05.0,A. Rivers misses 2-pt jump shot from 11 ft,,98,107
429,4,0:03.0,Offensive rebound by A. Davis,,98,107
430,4,0:02.0,A. Davis makes 2-pt jump shot from 5 ft,,100,107
