,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,NEW YORK_ACTION,MINNESOTA_SCORE,NEW YORK_SCORE
151,2,7:13.0,Z. LaVine makes 2-pt jump shot from 4 ft,,42,32
152,2,6:58.0,,Shooting foul by L. Brown (drawn by A. Shved),42,32
153,2,6:58.0,,A. Shved makes free throw 1 of 2,42,33
154,2,6:58.0,,A. Shved makes free throw 2 of 2,42,34
155,2,6:48.0,G. Dieng makes 2-pt jump shot from 16 ft (assist by Z. LaVine),,44,34
156,2,6:36.0,,L. Thomas makes 2-pt jump shot from 14 ft,44,36
157,2,6:22.0,Turnover by Z. LaVine (bad pass; steal by L. Amundson),,44,36
158,2,6:16.0,,A. Shved misses 2-pt layup from 2 ft,44,36
159,2,6:14.0,Defensive rebound by L. Brown,,44,36
160,2,6:06.0,C. Budinger misses 2-pt jump shot from 16 ft,,44,36
161,2,6:04.0,,Defensive rebound by L. Galloway,44,36
162,2,5:47.0,,L. Thomas misses 2-pt jump shot from 17 ft,44,36
163,2,5:45.0,,Offensive rebound by Team,44,36
164,2,5:45.0,,New York full timeout,44,36
165,2,5:45.0,K. Martin enters the game for L. Brown,,44,36
166,2,5:45.0,A. Wiggins enters the game for S. Kilpatrick,,44,36
167,2,5:34.0,,L. Thomas misses 2-pt jump shot from 4 ft (block by G. Dieng),44,36
168,2,5:32.0,,Offensive rebound by L. Amundson,44,36
169,2,5:29.0,,L. Amundson makes 2-pt layup from 2 ft,44,38
170,2,5:10.0,Turnover by K. Martin (traveling),,44,38
171,2,4:49.0,,L. Amundson misses 2-pt jump shot from 18 ft,44,38
172,2,4:47.0,,Offensive rebound by L. Thomas,44,38
173,2,4:34.0,,A. Bargnani misses 2-pt jump shot from 8 ft,44,38
174,2,4:33.0,Defensive rebound by C. Budinger,,44,38
175,2,4:24.0,Z. LaVine misses 2-pt jump shot from 5 ft (block by L. Amundson),,44,38
176,2,4:22.0,,Defensive rebound by L. Galloway,44,38
177,2,4:11.0,,L. Thomas misses 2-pt jump shot from 18 ft,44,38
178,2,4:09.0,Defensive rebound by A. Wiggins,,44,38
179,2,3:57.0,C. Budinger makes 2-pt dunk at rim (assist by Z. LaVine),,46,38
180,2,3:38.0,,A. Shved misses 3-pt jump shot from 25 ft,46,38
181,2,3:36.0,Defensive rebound by A. Wiggins,,46,38
182,2,3:28.0,Turnover by A. Wiggins (bad pass; steal by L. Galloway),,46,38
183,2,3:23.0,,L. Galloway makes 2-pt jump shot from 16 ft,46,40
184,2,2:58.0,Turnover by Z. LaVine (lost ball; steal by L. Galloway),,46,40
185,2,2:54.0,,A. Shved makes 2-pt layup from 1 ft (assist by L. Galloway),46,42
186,2,2:53.0,Minnesota full timeout,,46,42
187,2,2:53.0,L. Brown enters the game for Z. LaVine,,46,42
188,2,2:40.0,K. Martin misses 2-pt jump shot from 4 ft (block by A. Shved),,46,42
189,2,2:39.0,,Defensive rebound by L. Amundson,46,42
190,2,2:22.0,,A. Bargnani makes 2-pt jump shot from 5 ft (assist by L. Galloway),46,44
191,2,2:08.0,Shooting foul by L. Thomas (drawn by A. Wiggins),,46,44
192,2,2:08.0,A. Wiggins makes free throw 1 of 2,,47,44
193,2,2:08.0,,T. Wear enters the game for L. Thomas,47,44
194,2,2:08.0,A. Wiggins makes free throw 2 of 2,,48,44
195,2,1:53.0,,Turnover by L. Amundson (bad pass; steal by C. Budinger),48,44
196,2,1:45.0,Shooting foul by L. Amundson (drawn by K. Martin),,48,44
197,2,1:45.0,K. Martin makes free throw 1 of 2,,49,44
198,2,1:45.0,K. Martin makes free throw 2 of 2,,50,44
199,2,1:27.0,,Shooting foul by C. Budinger (drawn by A. Shved),50,44
200,2,1:27.0,,A. Shved makes free throw 1 of 2,50,45
201,2,1:27.0,,Q. Acy enters the game for L. Amundson,50,45
202,2,1:27.0,,A. Shved makes free throw 2 of 2,50,46
203,2,1:14.0,Shooting foul by T. Wear (drawn by A. Wiggins),,50,46
204,2,1:14.0,A. Wiggins makes free throw 1 of 2,,51,46
205,2,1:14.0,A. Wiggins makes free throw 2 of 2,,52,46
206,2,0:56.0,,Turnover by A. Shved (bad pass),52,46
207,2,0:46.0,K. Martin misses 2-pt jump shot from 18 ft,,52,46
208,2,0:45.0,,Defensive rebound by Q. Acy,52,46
209,2,0:40.0,,Turnover by Q. Acy (bad pass; steal by A. Wiggins),52,46
210,2,0:39.0,Shooting foul by Q. Acy (drawn by A. Wiggins),,52,46
211,2,0:39.0,A. Wiggins makes free throw 1 of 2,,53,46
212,2,0:39.0,A. Wiggins makes free throw 2 of 2,,54,46
213,2,0:22.0,,Q. Acy misses 2-pt jump shot from 17 ft,54,46
214,2,0:20.0,Defensive rebound by G. Dieng,,54,46
215,2,0:15.0,Minnesota full timeout,,54,46
216,2,0:02.0,K. Martin misses 2-pt jump shot from 21 ft,,54,46
217,2,0:00.0,,Defensive rebound by Q. Acy,54,46
218,3,11:42.0,,L. Galloway misses 3-pt jump shot from 24 ft,54,46
219,3,11:40.0,,Offensive rebound by L. Amundson,54,46
220,3,11:40.0,,L. Amundson misses 2-pt tip-in from 1 ft,54,46
221,3,11:38.0,,Offensive rebound by L. Amundson,54,46
222,3,11:36.0,,L. Amundson makes 2-pt layup from 1 ft,54,48
223,3,11:19.0,K. Martin makes 2-pt jump shot from 5 ft,,56,48
224,3,10:58.0,,A. Bargnani makes 2-pt jump shot from 11 ft (assist by L. Galloway),56,50
225,3,10:34.0,K. Martin misses 2-pt jump shot from 13 ft,,56,50
226,3,10:32.0,,Defensive rebound by L. Galloway,56,50
227,3,10:28.0,,L. Galloway makes 2-pt jump shot from 10 ft,56,52
228,3,10:26.0,Minnesota full timeout,,56,52
229,3,10:13.0,Turnover by K. Martin (back court),,56,52
230,3,10:02.0,,L. Galloway misses 2-pt jump shot from 19 ft,56,52
231,3,10:00.0,Defensive rebound by G. Dieng,,56,52
232,3,9:49.0,G. Dieng makes 2-pt hook shot from 5 ft,,58,52
233,3,9:48.0,,New York full timeout,58,52
234,3,9:35.0,,L. Thomas misses 2-pt jump shot from 12 ft,58,52
235,3,9:34.0,,Offensive rebound by L. Amundson,58,52
236,3,9:32.0,,L. Amundson makes 2-pt layup from 2 ft,58,54
237,3,9:14.0,A. Wiggins misses 2-pt jump shot from 16 ft,,58,54
238,3,9:12.0,,Defensive rebound by A. Bargnani,58,54
239,3,9:00.0,,L. Amundson misses 2-pt layup from 3 ft,58,54
240,3,8:58.0,Defensive rebound by A. Payne,,58,54
241,3,8:53.0,Z. LaVine makes 2-pt layup from 1 ft,,60,54
242,3,8:33.0,,L. Thomas makes 2-pt jump shot from 14 ft (assist by A. Shved),60,56
243,3,8:06.0,G. Dieng misses 2-pt jump shot from 3 ft,,60,56
244,3,8:04.0,,Defensive rebound by A. Shved,60,56
245,3,7:58.0,,A. Bargnani makes 2-pt jump shot from 6 ft (assist by A. Shved),60,58
246,3,7:38.0,K. Martin misses 2-pt layup from 1 ft,,60,58
247,3,7:36.0,,Defensive rebound by L. Amundson,60,58
248,3,7:30.0,,A. Shved misses 3-pt jump shot from 24 ft,60,58
249,3,7:28.0,Defensive rebound by K. Martin,,60,58
250,3,7:15.0,K. Martin misses 2-pt jump shot from 15 ft,,60,58
251,3,7:13.0,Offensive rebound by A. Payne,,60,58
252,3,7:13.0,A. Payne misses 2-pt tip-in from 1 ft,,60,58
253,3,7:11.0,Offensive rebound by A. Payne,,60,58
254,3,7:03.0,K. Martin misses 2-pt jump shot from 13 ft,,60,58
255,3,7:01.0,,Defensive rebound by L. Amundson,60,58
256,3,6:51.0,,L. Amundson misses 2-pt layup from 1 ft,60,58
257,3,6:49.0,,Offensive rebound by Team,60,58
258,3,6:49.0,C. Budinger enters the game for K. Martin,,60,58
259,3,6:49.0,L. Brown enters the game for A. Payne,,60,58
260,3,6:37.0,,L. Thomas misses 2-pt jump shot from 13 ft,60,58
261,3,6:36.0,Defensive rebound by Z. LaVine,,60,58
262,3,6:27.0,Z. LaVine makes 2-pt layup from 1 ft,,62,58
263,3,6:05.0,,A. Shved misses 2-pt layup from 2 ft (block by G. Dieng),62,58
264,3,6:03.0,Defensive rebound by C. Budinger,,62,58
265,3,5:59.0,Z. LaVine makes 2-pt dunk at rim (assist by A. Wiggins),,64,58
266,3,5:48.0,,Turnover by L. Galloway (bad pass; steal by G. Dieng),64,58
267,3,5:43.0,,Q. Acy enters the game for A. Bargnani,64,58
268,3,5:38.0,Z. LaVine misses 3-pt jump shot from 24 ft,,64,58
269,3,5:36.0,,Defensive rebound by Q. Acy,64,58
270,3,5:14.0,,L. Galloway makes 3-pt jump shot from 24 ft (assist by A. Shved),64,61
271,3,4:57.0,A. Wiggins makes 2-pt layup from 1 ft,,66,61
272,3,4:38.0,,A. Shved makes 2-pt layup from 1 ft (assist by Q. Acy),66,63
273,3,4:30.0,Shooting foul by Q. Acy (drawn by G. Dieng),,66,63
274,3,4:30.0,G. Dieng misses free throw 1 of 2,,66,63
275,3,4:30.0,Offensive rebound by Team,,66,63
276,3,4:30.0,G. Dieng makes free throw 2 of 2,,67,63
277,3,4:14.0,,L. Galloway misses 2-pt layup from 2 ft,67,63
278,3,4:11.0,Defensive rebound by Z. LaVine,,67,63
279,3,4:08.0,,C. Aldrich enters the game for L. Amundson,67,63
280,3,4:03.0,A. Wiggins misses 2-pt jump shot from 19 ft,,67,63
281,3,4:01.0,,Defensive rebound by Q. Acy,67,63
282,3,3:42.0,,Q. Acy misses 3-pt jump shot from 22 ft,67,63
283,3,3:41.0,Defensive rebound by Team,,67,63
284,3,3:30.0,A. Wiggins misses 2-pt layup from 2 ft (block by L. Thomas),,67,63
285,3,3:29.0,,Defensive rebound by L. Galloway,67,63
286,3,3:25.0,,L. Galloway misses 2-pt layup from 2 ft (block by Z. LaVine),67,63
287,3,3:24.0,,Offensive rebound by Team,67,63
288,3,3:24.0,A. Payne enters the game for G. Dieng,,67,63
289,3,3:24.0,,S. Larkin enters the game for A. Shved,67,63
290,3,3:12.0,,L. Galloway makes 2-pt layup from 2 ft (assist by C. Aldrich),67,65
291,3,2:55.0,Turnover by L. Brown (bad pass; steal by Q. Acy),,67,65
292,3,2:40.0,,S. Larkin makes 2-pt jump shot from 7 ft (assist by C. Aldrich),67,67
293,3,2:17.0,L. Brown misses 3-pt jump shot from 24 ft,,67,67
294,3,2:15.0,,Defensive rebound by Q. Acy,67,67
295,3,2:00.0,,L. Galloway makes 2-pt layup from 2 ft (assist by C. Aldrich),67,69
296,3,1:53.0,Minnesota full timeout,,67,69
297,3,1:53.0,,J. Smith enters the game for L. Thomas,67,69
298,3,1:53.0,K. Martin enters the game for Z. LaVine,,67,69
299,3,1:41.0,A. Wiggins misses 2-pt jump shot from 5 ft,,67,69
300,3,1:39.0,,Defensive rebound by C. Aldrich,67,69
301,3,1:16.0,,L. Galloway misses 2-pt jump shot from 18 ft,67,69
302,3,1:15.0,,Offensive rebound by Team,67,69
303,3,1:15.0,,Turnover by Team (shot clock),67,69
304,3,1:02.0,K. Martin makes 2-pt jump shot from 16 ft (assist by C. Budinger),,69,69
305,3,0:48.0,,L. Galloway misses 2-pt layup from 2 ft,69,69
306,3,0:46.0,,Offensive rebound by S. Larkin,69,69
307,3,0:29.0,,C. Aldrich misses 2-pt hook shot from 5 ft,69,69
308,3,0:27.0,Defensive rebound by L. Brown,,69,69
309,3,0:14.0,A. Payne misses 2-pt layup from 2 ft,,69,69
310,3,0:12.0,,Defensive rebound by C. Aldrich,69,69
311,3,0:03.0,,L. Galloway misses 2-pt jump shot from 19 ft,69,69
312,3,0:01.0,Defensive rebound by A. Payne,,69,69
313,4,11:39.0,A. Wiggins misses 2-pt layup from 2 ft,,69,69
314,4,11:37.0,Offensive rebound by A. Payne,,69,69
315,4,11:35.0,A. Payne makes 2-pt jump shot from 11 ft,,71,69
316,4,11:10.0,,S. Larkin makes 3-pt jump shot from 25 ft (assist by J. Smith),71,72
317,4,10:52.0,C. Budinger misses 2-pt jump shot from 6 ft,,71,72
318,4,10:50.0,Offensive rebound by C. Budinger,,71,72
319,4,10:50.0,C. Budinger makes 2-pt layup from 1 ft,,73,72
320,4,10:38.0,,Shooting foul by A. Payne (drawn by J. Smith),73,72
321,4,10:38.0,,J. Smith misses free throw 1 of 2,73,72
322,4,10:38.0,,Offensive rebound by Team,73,72
323,4,10:38.0,S. Kilpatrick enters the game for A. Wiggins,,73,72
324,4,10:38.0,G. Dieng enters the game for A. Payne,,73,72
325,4,10:38.0,,J. Smith makes free throw 2 of 2,73,73
326,4,10:17.0,S. Kilpatrick misses 3-pt jump shot from 24 ft,,73,73
327,4,10:15.0,,Defensive rebound by J. Smith,73,73
328,4,9:59.0,,Turnover by J. Smith (traveling),73,73
329,4,9:38.0,C. Budinger makes 2-pt hook shot from 3 ft (assist by L. Brown),,75,73
330,4,9:25.0,,Personal foul by C. Budinger (drawn by J. Smith),75,73
331,4,9:22.0,,Turnover by C. Aldrich (bad pass; steal by C. Budinger),75,73
332,4,9:18.0,,T. Wear enters the game for Q. Acy,75,73
333,4,9:15.0,K. Martin misses 2-pt jump shot from 18 ft,,75,73
334,4,9:14.0,,Defensive rebound by J. Smith,75,73
335,4,8:51.0,,A. Shved misses 3-pt jump shot from 26 ft,75,73
336,4,8:49.0,,Offensive rebound by S. Larkin,75,73
337,4,8:31.0,,A. Shved misses 3-pt jump shot from 26 ft,75,73
338,4,8:29.0,Defensive rebound by Team,,75,73
339,4,8:29.0,Official timeout,,75,73
340,4,8:09.0,C. Budinger misses 3-pt jump shot from 26 ft,,75,73
341,4,8:07.0,,Defensive rebound by A. Shved,75,73
342,4,8:00.0,,T. Wear misses 2-pt layup from 1 ft,75,73
343,4,7:59.0,Defensive rebound by Team,,75,73
344,4,7:45.0,K. Martin misses 2-pt layup from 2 ft,,75,73
345,4,7:44.0,,Defensive rebound by T. Wear,75,73
346,4,7:34.0,,C. Aldrich misses 2-pt layup from 2 ft,75,73
347,4,7:32.0,Defensive rebound by S. Kilpatrick,,75,73
348,4,7:20.0,Turnover by C. Budinger (lost ball; steal by A. Shved),,75,73
349,4,6:57.0,,C. Aldrich makes 2-pt hook shot from 4 ft (assist by S. Larkin),75,75
350,4,6:36.0,Turnover by S. Kilpatrick (bad pass),,75,75
351,4,6:36.0,Z. LaVine enters the game for S. Kilpatrick,,75,75
352,4,6:36.0,A. Wiggins enters the game for L. Brown,,75,75
353,4,6:24.0,,A. Shved makes 2-pt jump shot from 4 ft,75,77
354,4,6:08.0,Turnover by K. Martin (step out of bounds),,75,77
355,4,5:54.0,,A. Shved misses 3-pt jump shot from 24 ft,75,77
356,4,5:52.0,Defensive rebound by K. Martin,,75,77
357,4,5:46.0,Turnover by G. Dieng (bad pass),,75,77
358,4,5:46.0,,New York full timeout,75,77
359,4,5:46.0,,A. Bargnani enters the game for C. Aldrich,75,77
360,4,5:46.0,,Q. Acy enters the game for T. Wear,75,77
361,4,5:28.0,,Turnover by Q. Acy (bad pass; steal by Z. LaVine),75,77
362,4,5:24.0,Turnover by Z. LaVine (lost ball; steal by S. Larkin),,75,77
363,4,5:22.0,,Turnover by A. Shved (lost ball),75,77
364,4,5:06.0,K. Martin makes 2-pt jump shot from 19 ft,,77,77
365,4,4:53.0,,A. Shved makes 2-pt layup from 1 ft (assist by J. Smith),77,79
366,4,4:34.0,A. Wiggins makes 2-pt layup from 2 ft,,79,79
367,4,4:07.0,,A. Shved makes 2-pt layup from 1 ft,79,81
368,4,3:43.0,A. Wiggins misses 2-pt jump shot from 3 ft,,79,81
369,4,3:41.0,,Defensive rebound by Q. Acy,79,81
370,4,3:21.0,,A. Bargnani misses 2-pt jump shot from 13 ft,79,81
371,4,3:20.0,Defensive rebound by Team,,79,81
372,4,3:20.0,,Loose ball foul by J. Smith (drawn by Z. LaVine),79,81
373,4,3:20.0,,L. Thomas enters the game for J. Smith,79,81
374,4,3:02.0,K. Martin makes 2-pt jump shot from 9 ft,,81,81
375,4,2:34.0,,S. Larkin makes 2-pt jump shot from 22 ft,81,83
376,4,2:32.0,Minnesota full timeout,,81,83
377,4,2:32.0,,L. Galloway enters the game for L. Thomas,81,83
378,4,2:17.0,K. Martin makes 2-pt jump shot from 6 ft,,83,83
379,4,1:54.0,,S. Larkin misses 2-pt layup from 3 ft,83,83
380,4,1:52.0,Defensive rebound by C. Budinger,,83,83
381,4,1:32.0,K. Martin misses 2-pt jump shot from 5 ft,,83,83
382,4,1:31.0,Offensive rebound by A. Wiggins,,83,83
383,4,1:31.0,A. Wiggins misses 2-pt tip-in from 2 ft,,83,83
384,4,1:30.0,Offensive rebound by Team,,83,83
385,4,1:30.0,,Loose ball foul by S. Larkin (drawn by A. Wiggins),83,83
386,4,1:18.0,K. Martin misses 2-pt jump shot from 15 ft,,83,83
387,4,1:16.0,Offensive rebound by G. Dieng,,83,83
