,QUARTER,TIME_REMAINING,ORLANDO_ACTION,MEMPHIS_ACTION,ORLANDO_SCORE,MEMPHIS_SCORE
38,1,6:21.0,,Z. Randolph makes free throw 1 of 2,12,16
39,1,6:21.0,,Z. Randolph makes free throw 2 of 2,12,17
40,1,6:05.0,E. Payton makes 2-pt jump shot from 5 ft,,14,17
41,1,5:40.0,,Z. Randolph makes 2-pt jump shot from 19 ft (assist by C. Lee),14,19
42,1,5:33.0,A. Gordon makes 2-pt dunk at rim (assist by E. Payton),,16,19
43,1,5:11.0,,J. Green makes 2-pt hook shot from 7 ft (assist by Z. Randolph),16,21
44,1,5:01.0,E. Payton misses 2-pt jump shot from 11 ft,,16,21
45,1,4:58.0,,Defensive rebound by J. Green,16,21
46,1,4:53.0,,M. Conley misses 2-pt layup from 1 ft,16,21
47,1,4:50.0,Defensive rebound by E. Payton,,16,21
48,1,4:47.0,E. Payton makes 2-pt layup from 1 ft (assist by A. Gordon),,18,21
49,1,4:39.0,,Memphis full timeout,18,21
50,1,4:39.0,N. Vučević enters the game for A. Gordon,,18,21
51,1,4:39.0,T. Harris enters the game for C. Frye,,18,21
52,1,4:39.0,E. Fournier enters the game for V. Oladipo,,18,21
53,1,4:31.0,,M. Conley makes 2-pt layup from 1 ft (assist by M. Gasol),18,23
54,1,4:16.0,T. Harris misses 2-pt layup at rim,,18,23
55,1,4:15.0,,Defensive rebound by J. Green,18,23
56,1,4:09.0,,J. Green misses 2-pt jump shot from 9 ft,18,23
57,1,4:06.0,Defensive rebound by E. Fournier,,18,23
58,1,4:02.0,E. Payton makes 2-pt layup from 1 ft,,20,23
59,1,3:37.0,,M. Conley misses 3-pt jump shot from 24 ft,20,23
60,1,3:37.0,Defensive rebound by N. Vučević,,20,23
61,1,3:29.0,Turnover by N. Vučević (lost ball; steal by M. Conley),,20,23
62,1,3:24.0,,Shooting block foul by E. Fournier (drawn by C. Lee),20,23
63,1,3:24.0,,C. Lee makes free throw 1 of 2,20,24
64,1,3:24.0,,B. Udrih enters the game for M. Conley,20,24
65,1,3:24.0,,C. Lee makes free throw 2 of 2,20,25
66,1,3:12.0,E. Fournier makes 2-pt layup from 1 ft,,22,25
67,1,2:57.0,,Turnover by Z. Randolph (bad pass; steal by T. Harris),22,25
68,1,2:50.0,T. Harris makes 2-pt jump shot from 9 ft,,24,25
69,1,2:38.0,,Turnover by M. Gasol (bad pass; steal by E. Payton),24,25
70,1,2:34.0,E. Fournier misses 2-pt layup from 1 ft,,24,25
71,1,2:32.0,Offensive rebound by D. Dedmon,,24,25
72,1,2:32.0,D. Dedmon makes 2-pt dunk at rim,,26,25
73,1,2:22.0,,Memphis full timeout,26,25
74,1,2:22.0,Orlando full timeout,,26,25
75,1,2:22.0,,K. Koufos enters the game for M. Gasol,26,25
76,1,2:06.0,,Z. Randolph makes 2-pt jump shot from 20 ft (assist by B. Udrih),26,27
77,1,1:37.0,Turnover by Team (shot clock),,26,27
78,1,1:18.0,,C. Lee makes 3-pt jump shot from 24 ft (assist by Z. Randolph),26,30
79,1,1:03.0,N. Vučević misses 2-pt jump shot from 14 ft,,26,30
80,1,1:03.0,,Defensive rebound by B. Udrih,26,30
81,1,0:52.0,,Turnover by B. Udrih (bad pass; steal by E. Payton),26,30
82,1,0:46.0,E. Fournier makes 3-pt jump shot from 23 ft (assist by E. Payton),,29,30
83,1,0:35.0,,Def 3 sec tech foul by N. Vučević,29,30
84,1,0:35.0,,C. Lee makes technical free throw,29,31
85,1,0:21.0,,J. Green makes 3-pt jump shot from 23 ft,29,34
86,1,0:02.0,E. Payton misses 2-pt jump shot from 7 ft,,29,34
87,1,0:00.0,Offensive rebound by E. Fournier,,29,34
88,2,11:40.0,N. Vučević misses 2-pt jump shot from 8 ft,,29,34
89,2,11:38.0,,Defensive rebound by Z. Randolph,29,34
90,2,11:21.0,,Z. Randolph misses 2-pt hook shot from 7 ft,29,34
91,2,11:20.0,Defensive rebound by N. Vučević,,29,34
92,2,11:10.0,E. Fournier misses 2-pt jump shot from 7 ft,,29,34
93,2,11:10.0,Offensive rebound by N. Vučević,,29,34
94,2,11:10.0,Shooting foul by K. Koufos (drawn by N. Vučević),,29,34
95,2,11:10.0,N. Vučević makes free throw 1 of 2,,30,34
96,2,11:10.0,N. Vučević makes free throw 2 of 2,,31,34
97,2,10:59.0,,N. Calathes misses 2-pt layup from 2 ft,31,34
98,2,10:57.0,,Offensive rebound by Z. Randolph,31,34
99,2,10:56.0,,Shooting foul by K. O'Quinn (drawn by Z. Randolph),31,34
100,2,10:56.0,,Z. Randolph makes free throw 1 of 2,31,35
101,2,10:56.0,,Z. Randolph makes free throw 2 of 2,31,36
102,2,10:40.0,N. Vučević misses 2-pt jump shot from 8 ft,,31,36
103,2,10:38.0,,Defensive rebound by K. Koufos,31,36
104,2,10:28.0,,N. Calathes makes 2-pt jump shot from 3 ft (assist by Z. Randolph),31,38
105,2,10:22.0,Orlando full timeout,,31,38
106,2,10:15.0,Turnover by E. Fournier (lost ball),,31,38
107,2,10:02.0,,Turnover by Z. Randolph (bad pass),31,38
108,2,9:51.0,E. Fournier misses 2-pt jump shot from 22 ft,,31,38
109,2,9:51.0,Offensive rebound by N. Vučević,,31,38
110,2,9:49.0,Turnover by N. Vučević (bad pass; steal by B. Udrih),,31,38
111,2,9:38.0,,Turnover by N. Calathes (bad pass),31,38
112,2,9:38.0,V. Oladipo enters the game for E. Fournier,,31,38
113,2,9:29.0,K. O'Quinn makes 2-pt jump shot from 21 ft (assist by W. Green),,33,38
114,2,9:05.0,,K. Koufos misses 2-pt hook shot from 10 ft,33,38
115,2,9:03.0,Defensive rebound by N. Vučević,,33,38
116,2,8:58.0,Turnover by T. Harris (bad pass; steal by N. Calathes),,33,38
117,2,8:41.0,,Z. Randolph makes 2-pt jump shot from 23 ft (assist by N. Calathes),33,40
118,2,8:18.0,V. Oladipo misses 3-pt jump shot from 24 ft,,33,40
119,2,8:17.0,,Defensive rebound by N. Calathes,33,40
120,2,8:12.0,,Personal foul by V. Oladipo (drawn by N. Calathes),33,40
121,2,8:12.0,,J. Leuer enters the game for Z. Randolph,33,40
122,2,8:04.0,,J. Leuer misses 2-pt jump shot from 14 ft (block by K. O'Quinn),33,40
123,2,8:04.0,,Offensive rebound by Team,33,40
124,2,7:57.0,,B. Udrih makes 2-pt jump shot from 18 ft (assist by N. Calathes),33,42
125,2,7:38.0,N. Vučević makes 2-pt hook shot from 4 ft (assist by K. O'Quinn),,35,42
126,2,7:26.0,,B. Udrih makes 2-pt jump shot from 17 ft,35,44
127,2,7:16.0,E. Payton enters the game for W. Green,,35,44
128,2,7:13.0,T. Harris misses 2-pt jump shot from 21 ft,,35,44
129,2,7:12.0,Offensive rebound by T. Harris,,35,44
130,2,7:10.0,T. Harris makes 2-pt layup from 2 ft,,37,44
131,2,6:59.0,,B. Udrih makes 3-pt jump shot from 24 ft (assist by J. Leuer),37,47
132,2,6:33.0,T. Harris misses 2-pt jump shot from 15 ft,,37,47
133,2,6:33.0,,Defensive rebound by K. Koufos,37,47
134,2,6:23.0,,J. Leuer makes 2-pt jump shot from 18 ft (assist by B. Udrih),37,49
135,2,6:18.0,Orlando full timeout,,37,49
136,2,6:18.0,A. Gordon enters the game for N. Vučević,,37,49
137,2,6:18.0,C. Frye enters the game for K. O'Quinn,,37,49
138,2,6:11.0,,Violation by K. Koufos (kicked ball),37,49
139,2,6:03.0,A. Gordon makes 2-pt hook shot from 7 ft,,39,49
140,2,5:54.0,,Shooting foul by E. Payton (drawn by B. Udrih),39,49
141,2,5:54.0,,Memphis full timeout,39,49
142,2,5:54.0,,M. Gasol enters the game for K. Koufos,39,49
143,2,5:54.0,,B. Udrih makes free throw 1 of 2,39,50
144,2,5:54.0,,B. Udrih makes free throw 2 of 2,39,51
145,2,5:41.0,T. Harris makes 2-pt jump shot from 4 ft (assist by E. Payton),,41,51
146,2,5:25.0,,N. Calathes makes 2-pt layup from 2 ft (assist by M. Gasol),41,53
147,2,5:09.0,Turnover by V. Oladipo (lost ball; steal by B. Udrih),,41,53
148,2,5:04.0,,J. Leuer makes 2-pt dunk at rim (assist by B. Udrih),41,55
149,2,4:49.0,Shooting foul by B. Udrih (drawn by E. Payton),,41,55
150,2,4:49.0,E. Payton misses free throw 1 of 2,,41,55
151,2,4:49.0,Offensive rebound by Team,,41,55
152,2,4:49.0,,M. Conley enters the game for B. Udrih,41,55
153,2,4:49.0,N. Vučević enters the game for T. Harris,,41,55
154,2,4:49.0,E. Fournier enters the game for V. Oladipo,,41,55
155,2,4:49.0,E. Payton makes free throw 2 of 2,,42,55
156,2,4:35.0,,V. Carter makes 3-pt jump shot from 23 ft (assist by N. Calathes),42,58
157,2,4:23.0,C. Frye makes 3-pt jump shot from 25 ft (assist by E. Payton),,45,58
158,2,4:05.0,,J. Leuer misses 2-pt jump shot from 18 ft,45,58
159,2,4:04.0,Defensive rebound by N. Vučević,,45,58
160,2,3:52.0,E. Payton misses 2-pt layup from 2 ft,,45,58
161,2,3:50.0,,Defensive rebound by J. Leuer,45,58
162,2,3:44.0,,Shooting foul by E. Fournier (drawn by J. Leuer),45,58
163,2,3:44.0,,J. Leuer misses free throw 1 of 2,45,58
164,2,3:44.0,,Offensive rebound by Team,45,58
165,2,3:44.0,,C. Lee enters the game for N. Calathes,45,58
166,2,3:44.0,,J. Leuer makes free throw 2 of 2,45,59
167,2,3:27.0,N. Vučević makes 2-pt jump shot from 15 ft,,47,59
168,2,3:12.0,,M. Gasol makes 2-pt jump shot from 14 ft (assist by C. Lee),47,61
169,2,3:01.0,E. Fournier misses 3-pt jump shot from 24 ft,,47,61
170,2,2:59.0,,Defensive rebound by J. Leuer,47,61
171,2,2:47.0,,Shooting foul by E. Fournier (drawn by M. Gasol),47,61
172,2,2:47.0,,Memphis full timeout,47,61
173,2,2:47.0,,Z. Randolph enters the game for J. Leuer,47,61
174,2,2:47.0,,M. Gasol makes free throw 1 of 2,47,62
175,2,2:47.0,,M. Gasol makes free throw 2 of 2,47,63
176,2,2:26.0,A. Gordon misses 2-pt jump shot from 6 ft (block by V. Carter),,47,63
177,2,2:25.0,Offensive rebound by Team,,47,63
178,2,2:15.0,E. Payton misses 2-pt jump shot from 7 ft,,47,63
179,2,2:13.0,,Defensive rebound by M. Gasol,47,63
180,2,2:12.0,,Turnover by V. Carter (bad pass),47,63
181,2,2:04.0,Turnover by E. Fournier (bad pass; steal by V. Carter),,47,63
182,2,1:45.0,,C. Lee misses 2-pt jump shot from 5 ft,47,63
183,2,1:43.0,,Offensive rebound by Z. Randolph,47,63
184,2,1:43.0,,Z. Randolph misses 2-pt tip-in at rim,47,63
185,2,1:41.0,,Offensive rebound by Z. Randolph,47,63
186,2,1:41.0,,Z. Randolph makes 2-pt layup from 1 ft,47,65
187,2,1:24.0,A. Gordon misses 3-pt jump shot from 25 ft,,47,65
188,2,1:23.0,,Defensive rebound by Z. Randolph,47,65
189,2,1:03.0,,Shooting foul by A. Gordon (drawn by M. Gasol),47,65
190,2,1:03.0,,M. Gasol makes free throw 1 of 2,47,66
191,2,1:03.0,D. Dedmon enters the game for C. Frye,,47,66
192,2,1:03.0,,M. Gasol makes free throw 2 of 2,47,67
193,2,0:55.0,E. Payton misses 2-pt layup from 2 ft (block by V. Carter),,47,67
194,2,0:53.0,Offensive rebound by A. Gordon,,47,67
195,2,0:42.0,Shooting foul by Z. Randolph (drawn by A. Gordon),,47,67
196,2,0:42.0,A. Gordon makes free throw 1 of 2,,48,67
197,2,0:42.0,A. Gordon misses free throw 2 of 2,,48,67
198,2,0:42.0,,Defensive rebound by M. Gasol,48,67
199,2,0:27.0,,V. Carter misses 3-pt jump shot from 24 ft,48,67
200,2,0:27.0,Defensive rebound by D. Dedmon,,48,67
201,2,0:02.0,E. Payton misses 2-pt jump shot from 11 ft,,48,67
202,2,0:01.0,,Defensive rebound by M. Gasol,48,67
203,2,0:00.0,,M. Gasol misses 3-pt jump shot from 70 ft,48,67
204,2,0:00.0,,Offensive rebound by Team,48,67
205,3,11:50.0,V. Oladipo misses 2-pt jump shot from 14 ft,,48,67
206,3,11:48.0,Offensive rebound by N. Vučević,,48,67
207,3,11:48.0,N. Vučević misses 2-pt tip-in at rim,,48,67
208,3,11:48.0,,Defensive rebound by M. Gasol,48,67
209,3,11:29.0,,C. Lee misses 3-pt jump shot from 22 ft,48,67
210,3,11:29.0,Defensive rebound by D. Dedmon,,48,67
211,3,11:13.0,N. Vučević makes 2-pt layup from 2 ft,,50,67
212,3,11:13.0,Shooting foul by M. Gasol (drawn by N. Vučević),,50,67
213,3,11:13.0,N. Vučević misses free throw 1 of 1,,50,67
214,3,11:09.0,,Defensive rebound by M. Gasol,50,67
215,3,10:59.0,,Turnover by M. Conley (bad pass; steal by V. Oladipo),50,67
216,3,10:55.0,Personal foul by J. Green (drawn by V. Oladipo),,50,67
217,3,10:55.0,V. Oladipo makes free throw 1 of 2,,51,67
218,3,10:55.0,V. Oladipo misses free throw 2 of 2,,51,67
219,3,10:55.0,,Defensive rebound by J. Green,51,67
220,3,10:31.0,,M. Conley misses 3-pt jump shot from 23 ft,51,67
221,3,10:29.0,Defensive rebound by V. Oladipo,,51,67
222,3,10:21.0,V. Oladipo makes 2-pt layup from 1 ft,,53,67
223,3,10:06.0,,J. Green makes 3-pt jump shot from 25 ft (assist by Z. Randolph),53,70
224,3,9:46.0,Shooting foul by M. Gasol (drawn by N. Vučević),,53,70
225,3,9:46.0,N. Vučević makes free throw 1 of 2,,54,70
226,3,9:46.0,N. Vučević makes free throw 2 of 2,,55,70
227,3,9:31.0,,M. Gasol misses 2-pt layup from 1 ft (block by D. Dedmon),55,70
228,3,9:28.0,Defensive rebound by D. Dedmon,,55,70
229,3,9:15.0,A. Gordon misses 2-pt jump shot from 6 ft (block by J. Green),,55,70
230,3,9:13.0,Offensive rebound by D. Dedmon,,55,70
231,3,9:13.0,D. Dedmon makes 2-pt layup from 1 ft,,57,70
232,3,8:47.0,,M. Conley makes 3-pt jump shot from 23 ft (assist by J. Green),57,73
233,3,8:38.0,Shooting foul by Z. Randolph (drawn by D. Dedmon),,57,73
234,3,8:38.0,D. Dedmon misses free throw 1 of 2,,57,73
235,3,8:38.0,Offensive rebound by Team,,57,73
236,3,8:38.0,D. Dedmon makes free throw 2 of 2,,58,73
237,3,8:19.0,,M. Gasol makes 2-pt hook shot from 5 ft,58,75
238,3,8:19.0,,Shooting foul by N. Vučević (drawn by M. Gasol),58,75
239,3,8:19.0,,M. Gasol misses free throw 1 of 1,58,75
240,3,8:19.0,Defensive rebound by D. Dedmon,,58,75
241,3,8:07.0,Personal foul by J. Green (drawn by V. Oladipo),,58,75
242,3,8:07.0,V. Oladipo makes free throw 1 of 2,,59,75
243,3,8:07.0,V. Oladipo makes free throw 2 of 2,,60,75
244,3,7:50.0,,M. Gasol misses 2-pt jump shot from 10 ft,60,75
245,3,7:50.0,Defensive rebound by N. Vučević,,60,75
246,3,7:39.0,N. Vučević misses 2-pt jump shot from 16 ft,,60,75
247,3,7:39.0,,Defensive rebound by Z. Randolph,60,75
248,3,7:27.0,,Turnover by M. Gasol (lost ball; steal by N. Vučević),60,75
249,3,7:26.0,Clear path foul by Z. Randolph,,60,75
250,3,7:26.0,D. Dedmon misses clear path free throw 1 of 2,,60,75
251,3,7:26.0,Offensive rebound by Team,,60,75
252,3,7:26.0,D. Dedmon makes clear path free throw 2 of 2,,61,75
253,3,7:16.0,N. Vučević makes 2-pt jump shot from 18 ft (assist by E. Payton),,63,75
254,3,6:57.0,,M. Conley misses 3-pt jump shot from 25 ft,63,75
255,3,6:56.0,,Offensive rebound by M. Gasol,63,75
256,3,6:56.0,,M. Gasol misses 2-pt tip-in from 2 ft,63,75
257,3,6:53.0,Defensive rebound by V. Oladipo,,63,75
258,3,6:46.0,Offensive foul by D. Dedmon (drawn by Z. Randolph),,63,75
259,3,6:46.0,Turnover by D. Dedmon (offensive foul),,63,75
260,3,6:23.0,,C. Lee misses 2-pt jump shot from 9 ft,63,75
261,3,6:21.0,,Offensive rebound by M. Gasol,63,75
262,3,6:20.0,,M. Gasol misses 2-pt tip-in from 2 ft,63,75
263,3,6:20.0,,Offensive rebound by M. Gasol,63,75
264,3,6:20.0,,Shooting foul by N. Vučević (drawn by M. Gasol),63,75
265,3,6:20.0,,M. Gasol makes free throw 1 of 2,63,76
266,3,6:20.0,,M. Gasol makes free throw 2 of 2,63,77
267,3,6:05.0,Turnover by E. Payton (bad pass; steal by M. Gasol),,63,77
268,3,5:52.0,,Turnover by J. Green (bad pass; steal by N. Vučević),63,77
269,3,5:42.0,N. Vučević misses 2-pt jump shot from 12 ft,,63,77
270,3,5:41.0,,Defensive rebound by C. Lee,63,77
271,3,5:30.0,,Turnover by M. Conley (lost ball),63,77
272,3,5:30.0,,Memphis full timeout,63,77
273,3,5:19.0,N. Vučević makes 2-pt jump shot from 18 ft (assist by V. Oladipo),,65,77
274,3,5:02.0,,Shooting foul by D. Dedmon (drawn by Z. Randolph),65,77
275,3,5:02.0,,Z. Randolph makes free throw 1 of 2,65,78
276,3,5:02.0,T. Harris enters the game for A. Gordon,,65,78
277,3,5:02.0,,Z. Randolph makes free throw 2 of 2,65,79
278,3,4:46.0,V. Oladipo makes 2-pt layup from 3 ft,,67,79
279,3,4:32.0,,J. Green makes 2-pt layup from 1 ft (assist by Z. Randolph),67,81
280,3,4:12.0,D. Dedmon misses 2-pt layup from 1 ft (block by M. Gasol),,67,81
281,3,4:10.0,,Defensive rebound by J. Green,67,81
282,3,3:50.0,,M. Conley misses 2-pt layup from 1 ft,67,81
283,3,3:47.0,Defensive rebound by N. Vučević,,67,81
284,3,3:43.0,T. Harris misses 2-pt layup from 1 ft,,67,81
285,3,3:42.0,Offensive rebound by V. Oladipo,,67,81
286,3,3:42.0,V. Oladipo makes 2-pt tip-in at rim,,69,81
287,3,3:28.0,,Personal foul by D. Dedmon (drawn by Z. Randolph),69,81
288,3,3:28.0,,B. Udrih enters the game for M. Conley,69,81
289,3,3:28.0,K. O'Quinn enters the game for D. Dedmon,,69,81
290,3,3:21.0,,Z. Randolph makes 2-pt dunk at rim (assist by M. Gasol),69,83
291,3,3:07.0,K. O'Quinn misses 3-pt jump shot from 23 ft,,69,83
292,3,3:06.0,,Defensive rebound by M. Gasol,69,83
293,3,2:55.0,,B. Udrih makes 2-pt jump shot from 14 ft,69,85
294,3,2:50.0,Orlando full timeout,,69,85
295,3,2:50.0,W. Green enters the game for E. Payton,,69,85
296,3,2:40.0,T. Harris misses 2-pt jump shot from 6 ft,,69,85
297,3,2:38.0,,Defensive rebound by C. Lee,69,85
298,3,2:21.0,,Shooting foul by W. Green (drawn by C. Lee),69,85
299,3,2:21.0,,C. Lee makes free throw 1 of 2,69,86
300,3,2:21.0,,C. Lee makes free throw 2 of 2,69,87
301,3,2:01.0,W. Green makes 2-pt jump shot from 20 ft (assist by K. O'Quinn),,71,87
302,3,1:37.0,,Z. Randolph makes 2-pt layup at rim (assist by B. Udrih),71,89
303,3,1:16.0,Turnover by K. O'Quinn (bad pass; steal by J. Green),,71,89
304,3,0:58.0,,Z. Randolph misses 3-pt jump shot from 22 ft,71,89
305,3,0:57.0,Defensive rebound by T. Harris,,71,89
306,3,0:47.0,,V. Carter enters the game for J. Green,71,89
307,3,0:35.0,V. Oladipo makes 2-pt layup from 2 ft,,73,89
308,3,0:18.0,,Z. Randolph misses 3-pt jump shot from 24 ft,73,89
309,3,0:17.0,,Offensive rebound by B. Udrih,73,89
310,3,0:00.0,,V. Carter misses 2-pt jump shot from 23 ft,73,89
311,3,0:00.0,Defensive rebound by K. O'Quinn,,73,89
312,4,11:47.0,,Personal foul by W. Green (drawn by M. Gasol),73,89
313,4,11:40.0,,M. Gasol misses 2-pt jump shot from 8 ft,73,89
314,4,11:39.0,Defensive rebound by D. Dedmon,,73,89
315,4,11:26.0,K. O'Quinn makes 2-pt jump shot from 18 ft (assist by W. Green),,75,89
316,4,11:11.0,,Personal foul by K. O'Quinn (drawn by V. Carter),75,89
317,4,11:03.0,,M. Gasol makes 2-pt layup from 1 ft (assist by V. Carter),75,91
318,4,10:44.0,Personal foul by C. Lee (drawn by W. Green),,75,91
319,4,10:38.0,T. Harris makes 2-pt dunk at rim (assist by K. O'Quinn),,77,91
320,4,10:23.0,,C. Lee misses 3-pt jump shot from 24 ft,77,91
321,4,10:22.0,Defensive rebound by W. Green,,77,91
322,4,10:12.0,Turnover by T. Harris (traveling),,77,91
323,4,10:12.0,,N. Calathes enters the game for C. Lee,77,91
324,4,10:04.0,Violation by D. Dedmon (kicked ball),,77,91
325,4,9:52.0,,V. Carter makes 2-pt jump shot from 16 ft,77,93
326,4,9:43.0,Personal foul by V. Carter (drawn by T. Harris),,77,93
327,4,9:36.0,T. Harris misses 2-pt jump shot from 7 ft,,77,93
328,4,9:34.0,,Defensive rebound by V. Carter,77,93
329,4,9:24.0,,B. Udrih misses 3-pt jump shot from 23 ft,77,93
330,4,9:23.0,Defensive rebound by W. Green,,77,93
331,4,9:15.0,Turnover by W. Green (lost ball; steal by V. Carter),,77,93
332,4,9:11.0,,B. Udrih makes 2-pt layup from 1 ft (assist by M. Gasol),77,95
333,4,9:10.0,Orlando full timeout,,77,95
334,4,9:10.0,,K. Koufos enters the game for M. Gasol,77,95
335,4,8:46.0,W. Green misses 3-pt jump shot from 25 ft,,77,95
336,4,8:45.0,,Defensive rebound by K. Koufos,77,95
337,4,8:34.0,,Offensive foul by K. Koufos (drawn by E. Fournier),77,95
338,4,8:34.0,,Turnover by K. Koufos (offensive foul),77,95
339,4,8:34.0,N. Vučević enters the game for K. O'Quinn,,77,95
340,4,8:34.0,V. Oladipo enters the game for T. Harris,,77,95
341,4,8:13.0,W. Green makes 2-pt jump shot from 18 ft,,79,95
342,4,7:54.0,,K. Koufos misses 2-pt hook shot from 7 ft,79,95
343,4,7:53.0,Defensive rebound by W. Green,,79,95
344,4,7:37.0,Turnover by N. Vučević (bad pass; steal by B. Udrih),,79,95
345,4,7:31.0,,J. Leuer makes 2-pt dunk at rim (assist by B. Udrih),79,97
346,4,7:15.0,Shooting foul by J. Leuer (drawn by N. Vučević),,79,97
347,4,7:15.0,N. Vučević makes free throw 1 of 2,,80,97
348,4,7:15.0,E. Payton enters the game for E. Fournier,,80,97
349,4,7:15.0,N. Vučević makes free throw 2 of 2,,81,97
350,4,7:00.0,,V. Carter misses 2-pt jump shot from 17 ft,81,97
351,4,7:00.0,Defensive rebound by V. Oladipo,,81,97
352,4,6:46.0,W. Green makes 2-pt layup from 3 ft,,83,97
353,4,6:46.0,,Memphis full timeout,83,97
354,4,6:36.0,,N. Calathes makes 2-pt jump shot from 11 ft,83,99
355,4,6:17.0,N. Vučević makes 2-pt hook shot from 5 ft,,85,99
356,4,5:59.0,,V. Carter misses 3-pt jump shot from 26 ft,85,99
357,4,5:59.0,Defensive rebound by N. Vučević,,85,99
358,4,5:48.0,E. Payton misses 2-pt jump shot from 5 ft (block by K. Koufos),,85,99
359,4,5:45.0,,Defensive rebound by V. Carter,85,99
360,4,5:38.0,,J. Leuer makes 2-pt jump shot from 10 ft (assist by N. Calathes),85,101
361,4,5:13.0,V. Oladipo misses 2-pt jump shot from 3 ft,,85,101
362,4,5:11.0,Offensive rebound by W. Green,,85,101
363,4,5:10.0,Turnover by W. Green (bad pass; steal by B. Udrih),,85,101
364,4,5:06.0,,N. Calathes misses 2-pt layup from 1 ft,85,101
365,4,5:04.0,Defensive rebound by N. Vučević,,85,101
366,4,5:01.0,,Offensive charge foul by E. Payton (drawn by V. Carter),85,101
367,4,5:01.0,Turnover by E. Payton (offensive foul),,85,101
368,4,4:49.0,,J. Leuer misses 2-pt jump shot from 6 ft,85,101
369,4,4:49.0,,Offensive rebound by Team,85,101
370,4,4:40.0,,Offensive foul by K. Koufos (drawn by E. Payton),85,101
371,4,4:40.0,,Turnover by K. Koufos (offensive foul),85,101
372,4,4:27.0,D. Dedmon makes 2-pt dunk at rim (assist by V. Oladipo),,87,101
373,4,4:11.0,,K. Koufos misses 2-pt layup from 2 ft,87,101
374,4,4:08.0,Defensive rebound by W. Green,,87,101
375,4,4:06.0,Shooting block foul by V. Carter (drawn by V. Oladipo),,87,101
376,4,4:06.0,V. Oladipo makes free throw 1 of 2,,88,101
377,4,4:06.0,,M. Gasol enters the game for K. Koufos,88,101
378,4,4:06.0,V. Oladipo makes free throw 2 of 2,,89,101
379,4,3:53.0,,Personal foul by W. Green (drawn by V. Carter),89,101
380,4,3:48.0,,Turnover by V. Carter (bad pass; steal by V. Oladipo),89,101
381,4,3:25.0,N. Vučević misses 2-pt hook shot from 4 ft,,89,101
382,4,3:23.0,Offensive rebound by E. Payton,,89,101
383,4,3:23.0,E. Payton makes 2-pt tip-in from 1 ft,,91,101
384,4,3:11.0,,N. Calathes misses 2-pt jump shot from 4 ft (block by N. Vučević),91,101
