,QUARTER,TIME_REMAINING,NEW YORK_ACTION,MEMPHIS_ACTION,NEW YORK_SCORE,MEMPHIS_SCORE
383,4,1:55.0,C. Early misses free throw 2 of 2,,77,101
384,4,1:53.0,,Defensive rebound by Q. Pondexter,77,101
385,4,1:37.0,,J. Stokes makes 2-pt layup from 1 ft,77,103
386,4,1:13.0,S. Larkin makes 3-pt jump shot from 26 ft,,80,103
387,4,1:03.0,,Turnover by J. Leuer (bad pass),80,103
388,4,0:54.0,Personal foul by N. Calathes (drawn by Q. Acy),,80,103
389,4,0:54.0,Q. Acy misses free throw 1 of 2,,80,103
390,4,0:54.0,Offensive rebound by Team,,80,103
391,4,0:54.0,Q. Acy makes free throw 2 of 2,,81,103
392,4,0:37.0,,N. Calathes makes 2-pt jump shot from 11 ft,81,105
393,4,0:27.0,C. Early misses 3-pt jump shot from 25 ft,,81,105
394,4,0:26.0,,Defensive rebound by J. Leuer,81,105
395,4,0:19.0,,J. Adams misses 2-pt jump shot from 5 ft (block by C. Early),81,105
396,4,0:17.0,Defensive rebound by S. Larkin,,81,105
397,4,0:14.0,T. Wear misses 2-pt layup from 1 ft (block by N. Calathes),,81,105
398,4,0:12.0,Offensive rebound by T. Wear,,81,105
399,4,0:11.0,T. Wear makes 2-pt jump shot from 12 ft,,83,105
