,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,LA LAKERS_ACTION,BROOKLYN_SCORE,LA LAKERS_SCORE
386,4,5:18.0,B. Bogdanović misses 3-pt jump shot from 23 ft,,105,93
387,4,5:15.0,,Defensive rebound by J. Hill,105,93
388,4,4:57.0,,J. Lin misses 3-pt jump shot from 24 ft,105,93
389,4,4:56.0,,Offensive rebound by E. Davis,105,93
390,4,4:55.0,,Shooting foul by T. Young (drawn by E. Davis),105,93
391,4,4:55.0,,E. Davis misses free throw 1 of 2,105,93
392,4,4:55.0,,Offensive rebound by Team,105,93
393,4,4:55.0,,E. Davis misses free throw 2 of 2,105,93
394,4,4:54.0,Defensive rebound by Team,,105,93
395,4,4:32.0,J. Johnson misses 2-pt jump shot from 12 ft,,105,93
396,4,4:31.0,,Defensive rebound by J. Hill,105,93
397,4,4:31.0,,Personal foul by M. Plumlee (drawn by J. Hill),105,93
398,4,4:31.0,,J. Hill makes free throw 1 of 2,105,94
399,4,4:31.0,B. Lopez enters the game for M. Plumlee,,105,94
400,4,4:31.0,,J. Hill makes free throw 2 of 2,105,95
401,4,4:18.0,Personal foul by J. Lin (drawn by B. Bogdanović),,105,95
402,4,4:18.0,B. Bogdanović makes free throw 1 of 2,,106,95
403,4,4:18.0,B. Bogdanović makes free throw 2 of 2,,107,95
404,4,4:02.0,,N. Young makes 3-pt jump shot from 24 ft,107,98
405,4,3:38.0,D. Williams misses 2-pt jump shot from 20 ft,,107,98
406,4,3:34.0,,Defensive rebound by Team,107,98
407,4,3:25.0,,J. Lin misses 3-pt jump shot from 23 ft,107,98
408,4,3:23.0,Defensive rebound by B. Lopez,,107,98
409,4,3:09.0,D. Williams misses 2-pt layup from 2 ft,,107,98
410,4,3:08.0,,Defensive rebound by J. Lin,107,98
411,4,2:55.0,,J. Hill misses 2-pt jump shot from 16 ft,107,98
412,4,2:53.0,Defensive rebound by D. Williams,,107,98
413,4,2:33.0,Turnover by J. Johnson (bad pass; steal by E. Davis),,107,98
414,4,2:29.0,,E. Davis makes 2-pt layup from 1 ft (assist by R. Price),107,100
415,4,2:29.0,,Shooting foul by D. Williams (drawn by E. Davis),107,100
416,4,2:29.0,,LA Lakers full timeout,107,100
417,4,2:29.0,A. Anderson enters the game for T. Young,,107,100
418,4,2:29.0,,E. Davis misses free throw 1 of 1,107,100
419,4,2:27.0,Defensive rebound by B. Lopez,,107,100
420,4,2:13.0,D. Williams makes 2-pt layup from 2 ft,,109,100
421,4,1:51.0,,R. Price misses 3-pt jump shot from 25 ft,109,100
422,4,1:49.0,Defensive rebound by Team,,109,100
423,4,1:27.0,A. Anderson misses 2-pt jump shot from 12 ft,,109,100
424,4,1:25.0,,Defensive rebound by N. Young,109,100
425,4,1:16.0,,N. Young misses 3-pt jump shot from 25 ft,109,100
426,4,1:15.0,Defensive rebound by J. Johnson,,109,100
427,4,0:55.0,B. Bogdanović misses 3-pt jump shot from 22 ft,,109,100
428,4,0:54.0,,Defensive rebound by E. Davis,109,100
429,4,0:48.0,,R. Price misses 2-pt layup at rim,109,100
430,4,0:47.0,,Offensive rebound by E. Davis,109,100
431,4,0:45.0,,E. Davis makes 2-pt dunk at rim,109,102
432,4,0:26.0,Personal foul by J. Lin (drawn by A. Anderson),,109,102
433,4,0:26.0,A. Anderson misses free throw 1 of 2,,109,102
434,4,0:26.0,Offensive rebound by Team,,109,102
435,4,0:26.0,A. Anderson makes free throw 2 of 2,,110,102
436,4,0:26.0,,LA Lakers full timeout,110,102
437,4,0:24.0,,Shooting foul by J. Johnson (drawn by J. Lin),110,102
438,4,0:24.0,,J. Lin makes free throw 1 of 2,110,103
439,4,0:24.0,,J. Lin misses free throw 2 of 2,110,103
440,4,0:23.0,Defensive rebound by J. Johnson,,110,103
441,4,0:21.0,Personal take foul by R. Price (drawn by J. Johnson),,110,103
442,4,0:21.0,J. Johnson makes free throw 1 of 2,,111,103
443,4,0:21.0,J. Johnson makes free throw 2 of 2,,112,103
444,4,0:17.0,,Turnover by R. Price (lost ball; steal by D. Williams),112,103
445,4,0:06.0,B. Bogdanović makes 2-pt layup from 1 ft (assist by A. Anderson),,114,103
446,4,0:01.0,,Shooting foul by B. Lopez (drawn by R. Price),114,103
447,4,0:01.0,,R. Price makes free throw 1 of 2,114,104
448,4,0:01.0,,R. Price makes free throw 2 of 2,114,105
449,4,0:01.0,Turnover by B. Lopez (bad pass; steal by J. Lin),,114,105
