,QUARTER,TIME_REMAINING,ORLANDO_ACTION,CHICAGO_ACTION,ORLANDO_SCORE,CHICAGO_SCORE
382,4,4:19.0,Shooting foul by P. Gasol (drawn by N. Vučević),,107,100
383,4,4:19.0,N. Vučević misses free throw 1 of 2,,107,100
384,4,4:19.0,Offensive rebound by Team,,107,100
385,4,4:19.0,,J. Butler enters the game for T. Snell,107,100
386,4,4:19.0,K. O'Quinn enters the game for M. Harkless,,107,100
387,4,4:19.0,N. Vučević misses free throw 2 of 2,,107,100
388,4,4:16.0,,Defensive rebound by P. Gasol,107,100
389,4,4:06.0,,Personal foul by N. Vučević (drawn by P. Gasol),107,100
390,4,4:06.0,,P. Gasol makes free throw 1 of 2,107,101
391,4,4:06.0,C. Frye enters the game for K. O'Quinn,,107,101
392,4,4:06.0,,P. Gasol makes free throw 2 of 2,107,102
393,4,3:47.0,N. Vučević makes 2-pt hook shot from 6 ft (assist by C. Frye),,109,102
394,4,3:31.0,,Personal foul by N. Vučević (drawn by P. Gasol),109,102
395,4,3:31.0,,P. Gasol makes free throw 1 of 2,109,103
396,4,3:31.0,,P. Gasol makes free throw 2 of 2,109,104
397,4,3:10.0,Turnover by N. Vučević (back court),,109,104
398,4,2:53.0,,A. Brooks misses 3-pt jump shot from 25 ft,109,104
399,4,2:52.0,Defensive rebound by N. Vučević,,109,104
400,4,2:45.0,Orlando full timeout,,109,104
401,4,2:45.0,,Chicago full timeout,109,104
402,4,2:36.0,B. Gordon misses 3-pt jump shot from 25 ft,,109,104
403,4,2:35.0,,Defensive rebound by P. Gasol,109,104
404,4,2:17.0,,Shooting foul by B. Gordon (drawn by J. Noah),109,104
405,4,2:17.0,,J. Noah misses free throw 1 of 2,109,104
406,4,2:17.0,,Offensive rebound by Team,109,104
407,4,2:17.0,,J. Noah misses free throw 2 of 2,109,104
408,4,2:15.0,Defensive rebound by C. Frye,,109,104
409,4,2:00.0,V. Oladipo makes 2-pt layup from 1 ft,,111,104
410,4,1:46.0,,D. Rose misses 3-pt jump shot from 25 ft,111,104
411,4,1:45.0,Defensive rebound by E. Payton,,111,104
412,4,1:30.0,C. Frye makes 2-pt jump shot from 5 ft (assist by E. Payton),,113,104
413,4,1:23.0,,A. Brooks makes 2-pt layup from 2 ft,113,106
414,4,1:05.0,V. Oladipo makes 2-pt jump shot from 12 ft,,115,106
415,4,1:05.0,,Chicago full timeout,115,106
416,4,0:55.0,,A. Brooks makes 3-pt jump shot from 22 ft (assist by J. Butler),115,109
417,4,0:52.0,Personal foul by J. Noah (drawn by V. Oladipo),,115,109
418,4,0:52.0,V. Oladipo makes free throw 1 of 2,,116,109
419,4,0:52.0,D. Marble enters the game for C. Frye,,116,109
420,4,0:52.0,V. Oladipo makes free throw 2 of 2,,117,109
421,4,0:42.0,,J. Butler makes 3-pt jump shot from 24 ft (assist by D. Rose),117,112
422,4,0:36.0,Shooting foul by J. Butler (drawn by V. Oladipo),,117,112
423,4,0:36.0,V. Oladipo misses free throw 1 of 2,,117,112
424,4,0:36.0,Offensive rebound by Team,,117,112
425,4,0:36.0,V. Oladipo makes free throw 2 of 2,,118,112
426,4,0:30.0,,Turnover by D. Rose (lost ball),118,112
427,4,0:30.0,C. Frye enters the game for D. Marble,,118,112
428,4,0:30.0,L. Ridnour enters the game for E. Payton,,118,112
429,4,0:24.0,Personal take foul by J. Noah (drawn by L. Ridnour),,118,112
430,4,0:24.0,L. Ridnour misses free throw 1 of 2,,118,112
431,4,0:24.0,Offensive rebound by Team,,118,112
432,4,0:24.0,D. Marble enters the game for C. Frye,,118,112
433,4,0:24.0,E. Payton enters the game for B. Gordon,,118,112
434,4,0:24.0,L. Ridnour makes free throw 2 of 2,,119,112
435,4,0:24.0,,Chicago full timeout,119,112
436,4,0:24.0,W. Green enters the game for L. Ridnour,,119,112
437,4,0:20.0,,P. Gasol makes 2-pt layup from 1 ft (assist by J. Noah),119,114
438,4,0:18.0,C. Frye enters the game for D. Marble,,119,114
439,4,0:12.0,Personal take foul by J. Noah (drawn by V. Oladipo),,119,114
440,4,0:12.0,,N. Mirotić enters the game for J. Noah,119,114
441,4,0:12.0,D. Marble enters the game for C. Frye,,119,114
442,4,0:12.0,V. Oladipo makes free throw 1 of 2,,120,114
443,4,0:12.0,V. Oladipo makes free throw 2 of 2,,121,114
444,4,0:03.0,,J. Butler misses 3-pt jump shot from 25 ft,121,114
445,4,0:01.0,,Offensive rebound by N. Mirotić,121,114
446,4,0:00.0,,N. Mirotić misses 2-pt layup from 2 ft,121,114
447,4,0:00.0,,Offensive rebound by Team,121,114
