,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,MILWAUKEE_ACTION,BROOKLYN_SCORE,MILWAUKEE_SCORE
376,4,4:05.0,B. Bogdanović enters the game for C. Jefferson,,86,93
377,4,3:54.0,M. Plumlee misses 2-pt layup from 2 ft,,86,93
378,4,3:53.0,,Defensive rebound by Team,86,93
379,4,3:32.0,,J. Bayless misses 2-pt jump shot from 20 ft,86,93
380,4,3:31.0,Defensive rebound by M. Plumlee,,86,93
381,4,3:17.0,Turnover by M. Plumlee (lost ball; steal by J. Dudley),,86,93
382,4,3:14.0,,K. Middleton makes 2-pt layup at rim (assist by J. Bayless),86,95
383,4,3:11.0,Brooklyn full timeout,,86,95
384,4,3:11.0,B. Lopez enters the game for M. Plumlee,,86,95
385,4,2:56.0,J. Johnson misses 3-pt jump shot from 23 ft,,86,95
386,4,2:55.0,,Defensive rebound by O. Mayo,86,95
387,4,2:32.0,,J. Bayless misses 3-pt jump shot from 23 ft,86,95
388,4,2:31.0,Defensive rebound by B. Lopez,,86,95
389,4,2:20.0,B. Bogdanović misses 3-pt jump shot from 24 ft,,86,95
390,4,2:19.0,,Defensive rebound by J. Bayless,86,95
391,4,2:06.0,,J. Bayless makes 2-pt layup at rim,86,97
392,4,1:56.0,J. Jack makes 2-pt jump shot from 7 ft,,88,97
393,4,1:40.0,,J. Bayless misses 2-pt jump shot from 20 ft,88,97
394,4,1:39.0,Defensive rebound by B. Bogdanović,,88,97
395,4,1:33.0,J. Jack makes 3-pt jump shot from 25 ft,,91,97
396,4,1:21.0,,Shooting foul by B. Lopez (drawn by Z. Pachulia),91,97
397,4,1:21.0,Technical foul by B. Lopez,,91,97
398,4,1:21.0,,J. Bayless makes technical free throw,91,98
399,4,1:21.0,,Z. Pachulia misses free throw 1 of 2,91,98
400,4,1:21.0,,Offensive rebound by Team,91,98
401,4,1:21.0,,Z. Pachulia makes free throw 2 of 2,91,99
402,4,1:16.0,J. Jack makes 2-pt layup at rim,,93,99
403,4,0:52.0,,K. Middleton makes 2-pt jump shot from 17 ft (assist by J. Bayless),93,101
404,4,0:43.0,J. Jack makes 2-pt layup at rim,,95,101
405,4,0:22.0,,O. Mayo makes 2-pt layup at rim,95,103
406,4,0:13.0,Shooting foul by Z. Pachulia (drawn by J. Jack),,95,103
407,4,0:13.0,J. Jack makes free throw 1 of 2,,96,103
408,4,0:13.0,J. Jack makes free throw 2 of 2,,97,103
