,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,DALLAS_ACTION,SAN ANTONIO_SCORE,DALLAS_SCORE
31,1,7:37.0,,D. Nowitzki makes free throw 2 of 2,11,7
32,1,7:19.0,M. Belinelli misses 2-pt jump shot from 17 ft,,11,7
33,1,7:18.0,,Defensive rebound by R. Rondo,11,7
34,1,7:11.0,,Shooting foul by K. Anderson (drawn by G. Smith),11,7
35,1,7:11.0,,G. Smith makes free throw 1 of 2,11,8
36,1,7:11.0,A. Daye enters the game for K. Anderson,,11,8
37,1,7:11.0,,G. Smith misses free throw 2 of 2,11,8
38,1,7:09.0,Defensive rebound by B. Diaw,,11,8
39,1,6:53.0,A. Baynes makes 2-pt hook shot from 5 ft,,13,8
40,1,6:43.0,,C. Parsons misses 3-pt jump shot from 23 ft,13,8
41,1,6:42.0,Defensive rebound by C. Joseph,,13,8
42,1,6:26.0,B. Diaw misses 3-pt jump shot from 25 ft,,13,8
43,1,6:25.0,,Defensive rebound by R. Rondo,13,8
44,1,6:17.0,,M. Ellis makes 2-pt layup from 1 ft,13,10
45,1,6:17.0,San Antonio full timeout,,13,10
46,1,6:17.0,,T. Chandler enters the game for D. Nowitzki,13,10
47,1,6:17.0,,R. Jefferson enters the game for G. Smith,13,10
48,1,6:02.0,A. Baynes misses 2-pt jump shot from 14 ft,,13,10
49,1,6:02.0,,Defensive rebound by R. Jefferson,13,10
50,1,5:36.0,,M. Ellis makes 3-pt jump shot from 23 ft (assist by R. Rondo),13,13
51,1,5:14.0,A. Baynes makes 2-pt jump shot from 14 ft (assist by M. Belinelli),,15,13
52,1,4:52.0,,R. Rondo misses 2-pt jump shot from 3 ft (block by B. Diaw),15,13
53,1,4:50.0,Defensive rebound by A. Baynes,,15,13
54,1,4:41.0,A. Baynes misses 2-pt jump shot from 19 ft,,15,13
55,1,4:41.0,,Defensive rebound by C. Parsons,15,13
56,1,4:26.0,,R. Jefferson makes 2-pt layup from 1 ft (assist by R. Rondo),15,15
57,1,4:11.0,,Offensive charge foul by B. Diaw (drawn by R. Rondo),15,15
58,1,4:11.0,Turnover by B. Diaw (offensive foul),,15,15
59,1,4:11.0,,D. Harris enters the game for R. Rondo,15,15
60,1,4:11.0,J. Ayres enters the game for A. Baynes,,15,15
61,1,3:59.0,,Personal foul by J. Ayres (drawn by T. Chandler),15,15
62,1,3:54.0,,M. Ellis makes 2-pt jump shot from 21 ft,15,17
63,1,3:27.0,C. Joseph misses 2-pt jump shot from 12 ft,,15,17
64,1,3:26.0,,Defensive rebound by C. Parsons,15,17
65,1,3:13.0,,M. Ellis makes 2-pt layup at rim,15,19
66,1,3:05.0,C. Joseph misses 2-pt layup from 1 ft (block by T. Chandler),,15,19
67,1,3:02.0,,Defensive rebound by T. Chandler,15,19
68,1,3:00.0,,D. Harris misses 3-pt jump shot from 24 ft,15,19
69,1,2:58.0,,Offensive rebound by T. Chandler,15,19
70,1,2:58.0,Loose ball foul by J. Ayres (drawn by T. Chandler),,15,19
71,1,2:58.0,,Dallas full timeout,15,19
72,1,2:58.0,K. Anderson enters the game for B. Diaw,,15,19
73,1,2:58.0,M. Bonner enters the game for C. Joseph,,15,19
74,1,2:47.0,,C. Parsons misses 2-pt jump shot from 15 ft,15,19
75,1,2:46.0,Defensive rebound by A. Daye,,15,19
76,1,2:32.0,M. Bonner makes 2-pt jump shot from 11 ft,,17,19
77,1,2:14.0,,R. Jefferson misses 3-pt jump shot from 25 ft,17,19
78,1,2:13.0,Defensive rebound by A. Daye,,17,19
79,1,1:54.0,M. Belinelli misses 2-pt jump shot from 14 ft,,17,19
80,1,1:52.0,,Defensive rebound by T. Chandler,17,19
81,1,1:48.0,,D. Harris misses 3-pt jump shot from 24 ft,17,19
82,1,1:46.0,Defensive rebound by K. Anderson,,17,19
83,1,1:26.0,Shooting foul by T. Chandler (drawn by M. Bonner),,17,19
84,1,1:26.0,M. Bonner makes free throw 1 of 2,,18,19
85,1,1:26.0,,D. Nowitzki enters the game for C. Parsons,18,19
86,1,1:26.0,,G. Smith enters the game for T. Chandler,18,19
87,1,1:26.0,,J. Barea enters the game for M. Ellis,18,19
88,1,1:26.0,M. Bonner makes free throw 2 of 2,,19,19
89,1,1:09.0,,Turnover by R. Jefferson (traveling),19,19
90,1,1:06.0,Personal foul by J. Barea (drawn by M. Belinelli),,19,19
91,1,1:06.0,M. Belinelli makes free throw 1 of 2,,20,19
92,1,1:06.0,M. Belinelli makes free throw 2 of 2,,21,19
93,1,0:52.0,,R. Jefferson makes 2-pt dunk at rim (assist by D. Nowitzki),21,21
94,1,0:36.0,K. Anderson makes 2-pt jump shot from 14 ft,,23,21
95,1,0:19.0,,D. Nowitzki misses 3-pt jump shot from 25 ft,23,21
96,1,0:17.0,Defensive rebound by M. Bonner,,23,21
97,1,0:03.0,M. Belinelli makes 2-pt jump shot from 22 ft,,25,21
98,1,0:00.0,,D. Harris misses 3-pt jump shot from 30 ft,25,21
99,1,0:00.0,,Offensive rebound by Team,25,21
100,2,11:42.0,A. Daye misses 2-pt jump shot from 5 ft,,25,21
101,2,11:42.0,Offensive rebound by J. Ayres,,25,21
102,2,11:42.0,Shooting foul by D. Nowitzki (drawn by J. Ayres),,25,21
103,2,11:42.0,,Violation by G. Smith (def goaltending),25,21
104,2,11:42.0,J. Ayres makes 2-pt layup from 1 ft,,27,21
105,2,11:42.0,,R. Ledo enters the game for R. Jefferson,27,21
106,2,11:42.0,J. Ayres makes free throw 1 of 1,,28,21
107,2,11:19.0,,J. Barea misses 2-pt jump shot from 20 ft,28,21
108,2,11:18.0,Defensive rebound by J. Ayres,,28,21
109,2,10:58.0,A. Daye makes 3-pt jump shot from 24 ft (assist by C. Joseph),,31,21
110,2,10:43.0,,R. Ledo misses 2-pt jump shot from 4 ft,31,21
111,2,10:42.0,,Offensive rebound by R. Ledo,31,21
112,2,10:29.0,,J. Barea misses 3-pt jump shot from 25 ft,31,21
113,2,10:28.0,Defensive rebound by J. Ayres,,31,21
114,2,10:12.0,Turnover by A. Daye (bad pass; steal by D. Harris),,31,21
115,2,10:03.0,,D. Nowitzki misses 3-pt jump shot from 24 ft,31,21
116,2,10:02.0,Defensive rebound by J. Ayres,,31,21
117,2,9:44.0,K. Anderson misses 2-pt jump shot from 4 ft,,31,21
118,2,9:41.0,Offensive rebound by Team,,31,21
119,2,9:41.0,,Loose ball foul by J. Barea (drawn by C. Joseph),31,21
120,2,9:41.0,,A. Aminu enters the game for R. Ledo,31,21
121,2,9:41.0,,T. Chandler enters the game for G. Smith,31,21
122,2,9:41.0,M. Belinelli enters the game for A. Daye,,31,21
123,2,9:41.0,B. Diaw enters the game for M. Bonner,,31,21
124,2,9:30.0,K. Anderson misses 2-pt jump shot from 10 ft,,31,21
125,2,9:29.0,Offensive rebound by M. Belinelli,,31,21
126,2,9:24.0,M. Belinelli makes 2-pt jump shot from 9 ft,,33,21
127,2,9:03.0,,D. Harris makes 2-pt layup from 1 ft,33,23
128,2,8:45.0,Shooting foul by D. Harris (drawn by M. Belinelli),,33,23
129,2,8:45.0,Official timeout,,33,23
130,2,8:45.0,,C. Parsons enters the game for D. Nowitzki,33,23
131,2,8:45.0,,M. Ellis enters the game for D. Harris,33,23
132,2,8:45.0,,R. Rondo enters the game for J. Barea,33,23
133,2,8:45.0,M. Belinelli makes free throw 1 of 2,,34,23
134,2,8:45.0,M. Belinelli makes free throw 2 of 2,,35,23
135,2,8:27.0,,Turnover by R. Rondo (step out of bounds),35,23
136,2,8:15.0,Personal foul by A. Aminu (drawn by B. Diaw),,35,23
137,2,8:07.0,M. Belinelli misses 2-pt jump shot from 7 ft,,35,23
138,2,8:05.0,Offensive rebound by J. Ayres,,35,23
139,2,8:05.0,J. Ayres misses 2-pt tip-in from 1 ft,,35,23
140,2,8:04.0,,Defensive rebound by Team,35,23
141,2,7:58.0,,C. Parsons makes 3-pt jump shot from 24 ft (assist by R. Rondo),35,26
142,2,7:39.0,B. Diaw misses 2-pt jump shot from 18 ft,,35,26
143,2,7:38.0,,Defensive rebound by R. Rondo,35,26
144,2,7:23.0,,M. Ellis misses 2-pt jump shot from 20 ft,35,26
145,2,7:21.0,Defensive rebound by C. Joseph,,35,26
146,2,7:08.0,Turnover by M. Belinelli (lost ball; steal by M. Ellis),,35,26
147,2,7:02.0,,A. Aminu makes 2-pt dunk at rim (assist by R. Rondo),35,28
148,2,7:01.0,San Antonio full timeout,,35,28
149,2,6:38.0,M. Belinelli misses 2-pt jump shot from 18 ft,,35,28
150,2,6:35.0,Offensive rebound by J. Ayres,,35,28
151,2,6:35.0,J. Ayres misses 2-pt tip-in from 1 ft,,35,28
152,2,6:33.0,Offensive rebound by M. Belinelli,,35,28
153,2,6:28.0,Offensive foul by M. Belinelli (drawn by R. Rondo),,35,28
154,2,6:28.0,Turnover by M. Belinelli (offensive foul),,35,28
155,2,6:28.0,A. Baynes enters the game for J. Ayres,,35,28
156,2,6:10.0,,M. Ellis misses 2-pt jump shot from 19 ft,35,28
157,2,6:10.0,,Offensive rebound by R. Rondo,35,28
158,2,6:01.0,,A. Aminu misses 2-pt layup from 2 ft,35,28
159,2,6:00.0,Defensive rebound by K. Anderson,,35,28
160,2,5:44.0,A. Baynes misses 2-pt layup from 2 ft (block by A. Aminu),,35,28
161,2,5:43.0,,Defensive rebound by C. Parsons,35,28
162,2,5:43.0,,Personal foul by A. Baynes (drawn by C. Parsons),35,28
163,2,5:43.0,A. Daye enters the game for C. Joseph,,35,28
164,2,5:21.0,,Turnover by C. Parsons (lost ball; steal by A. Baynes),35,28
165,2,5:21.0,,Loose ball foul by C. Parsons (drawn by A. Baynes),35,28
166,2,5:21.0,A. Baynes makes free throw 1 of 2,,36,28
167,2,5:21.0,,G. Smith enters the game for T. Chandler,36,28
168,2,5:21.0,,D. Nowitzki enters the game for A. Aminu,36,28
169,2,5:21.0,M. Bonner enters the game for A. Daye,,36,28
170,2,5:21.0,A. Baynes makes free throw 2 of 2,,37,28
171,2,5:12.0,Offensive charge foul by M. Ellis (drawn by A. Baynes),,37,28
172,2,5:12.0,,Turnover by M. Ellis (offensive foul),37,28
173,2,4:59.0,Turnover by B. Diaw (traveling),,37,28
174,2,4:47.0,,D. Nowitzki misses 2-pt jump shot from 14 ft,37,28
175,2,4:46.0,,Offensive rebound by R. Rondo,37,28
176,2,4:40.0,,M. Ellis makes 3-pt jump shot from 24 ft (assist by R. Rondo),37,31
177,2,4:25.0,M. Bonner makes 2-pt jump shot from 5 ft,,39,31
178,2,4:04.0,,D. Nowitzki makes 2-pt jump shot from 14 ft,39,33
179,2,3:50.0,Turnover by B. Diaw (lost ball),,39,33
180,2,3:50.0,C. Joseph enters the game for K. Anderson,,39,33
181,2,3:42.0,,M. Ellis misses 2-pt layup from 1 ft,39,33
182,2,3:40.0,Defensive rebound by A. Baynes,,39,33
183,2,3:24.0,C. Joseph misses 3-pt jump shot from 22 ft,,39,33
184,2,3:23.0,,Defensive rebound by R. Rondo,39,33
185,2,3:12.0,,D. Nowitzki misses 2-pt jump shot from 14 ft,39,33
186,2,3:11.0,,Offensive rebound by G. Smith,39,33
187,2,3:09.0,,Turnover by D. Nowitzki (bad pass),39,33
188,2,2:50.0,M. Belinelli misses 2-pt jump shot from 10 ft,,39,33
189,2,2:49.0,,Defensive rebound by Team,39,33
190,2,2:49.0,,Dallas full timeout,39,33
191,2,2:49.0,,T. Chandler enters the game for R. Rondo,39,33
192,2,2:49.0,,D. Harris enters the game for G. Smith,39,33
193,2,2:29.0,,C. Parsons makes 2-pt jump shot from 9 ft,39,35
194,2,2:03.0,M. Bonner makes 2-pt jump shot from 9 ft,,41,35
195,2,1:45.0,,C. Parsons misses 2-pt layup from 2 ft (block by A. Baynes),41,35
196,2,1:43.0,Defensive rebound by A. Baynes,,41,35
197,2,1:26.0,B. Diaw makes 2-pt jump shot from 21 ft,,43,35
198,2,1:13.0,,D. Harris misses 3-pt jump shot from 23 ft,43,35
199,2,1:12.0,Defensive rebound by Team,,43,35
200,2,1:12.0,,Loose ball foul by D. Nowitzki (drawn by M. Bonner),43,35
201,2,1:12.0,M. Bonner makes free throw 1 of 2,,44,35
202,2,1:12.0,M. Bonner makes free throw 2 of 2,,45,35
203,2,1:05.0,,Shooting block foul by A. Baynes (drawn by T. Chandler),45,35
204,2,1:05.0,,T. Chandler makes free throw 1 of 2,45,36
205,2,1:05.0,,T. Chandler makes free throw 2 of 2,45,37
206,2,0:52.0,M. Belinelli makes 2-pt jump shot from 20 ft,,47,37
207,2,0:36.0,,M. Ellis makes 3-pt jump shot from 23 ft (assist by D. Harris),47,40
208,2,0:19.0,Turnover by B. Diaw (lost ball),,47,40
209,2,0:04.0,,D. Harris makes 2-pt jump shot from 13 ft,47,42
210,2,0:00.0,C. Joseph misses 3-pt jump shot from 33 ft,,47,42
211,2,0:00.0,Offensive rebound by Team,,47,42
212,3,12:00.0,Violation by Team (delay of game),,47,42
213,3,11:43.0,A. Baynes misses 2-pt jump shot from 15 ft,,47,42
214,3,11:42.0,,Defensive rebound by R. Rondo,47,42
215,3,11:30.0,,C. Parsons misses 2-pt jump shot from 12 ft,47,42
216,3,11:29.0,,Offensive rebound by C. Parsons,47,42
217,3,11:27.0,,C. Parsons makes 2-pt layup from 3 ft,47,44
218,3,11:04.0,C. Joseph misses 2-pt jump shot from 4 ft,,47,44
219,3,11:02.0,Offensive rebound by M. Belinelli,,47,44
220,3,10:57.0,K. Anderson makes 2-pt layup from 1 ft,,49,44
221,3,10:48.0,,D. Nowitzki misses 2-pt jump shot from 19 ft,49,44
222,3,10:46.0,Defensive rebound by K. Anderson,,49,44
223,3,10:22.0,K. Anderson misses 2-pt jump shot from 14 ft,,49,44
224,3,10:20.0,,Defensive rebound by C. Parsons,49,44
225,3,10:11.0,,C. Parsons misses 2-pt jump shot from 13 ft,49,44
226,3,10:10.0,Defensive rebound by A. Baynes,,49,44
227,3,9:58.0,A. Baynes makes 2-pt hook shot from 6 ft (assist by B. Diaw),,51,44
228,3,9:38.0,,Shooting foul by K. Anderson (drawn by D. Nowitzki),51,44
229,3,9:38.0,,D. Nowitzki makes free throw 1 of 2,51,45
230,3,9:38.0,,D. Nowitzki makes free throw 2 of 2,51,46
231,3,9:27.0,Shooting foul by T. Chandler (drawn by A. Baynes),,51,46
232,3,9:27.0,A. Baynes makes free throw 1 of 2,,52,46
233,3,9:27.0,A. Baynes makes free throw 2 of 2,,53,46
234,3,9:15.0,,D. Nowitzki makes 2-pt jump shot from 15 ft (assist by R. Rondo),53,48
235,3,8:52.0,B. Diaw misses 3-pt jump shot from 24 ft,,53,48
236,3,8:51.0,Offensive rebound by C. Joseph,,53,48
237,3,8:47.0,M. Belinelli misses 3-pt jump shot from 25 ft,,53,48
238,3,8:46.0,,Defensive rebound by C. Parsons,53,48
239,3,8:38.0,,C. Parsons misses 3-pt jump shot from 25 ft,53,48
240,3,8:36.0,,Offensive rebound by T. Chandler,53,48
241,3,8:31.0,,D. Nowitzki misses 2-pt jump shot from 15 ft,53,48
242,3,8:28.0,,Offensive rebound by T. Chandler,53,48
243,3,8:28.0,,T. Chandler misses 2-pt tip-in from 1 ft,53,48
244,3,8:26.0,Defensive rebound by B. Diaw,,53,48
245,3,8:16.0,Turnover by A. Baynes (bad pass; steal by C. Parsons),,53,48
246,3,8:13.0,,Turnover by C. Parsons (bad pass),53,48
247,3,8:02.0,Turnover by K. Anderson (bad pass; steal by R. Rondo),,53,48
248,3,7:59.0,Violation by B. Diaw (def goaltending),,53,48
249,3,7:59.0,,R. Rondo makes 2-pt layup at rim,53,50
250,3,7:50.0,M. Belinelli makes 2-pt jump shot from 21 ft,,55,50
251,3,7:35.0,,R. Rondo misses 2-pt jump shot from 5 ft,55,50
252,3,7:33.0,Defensive rebound by A. Baynes,,55,50
253,3,7:19.0,M. Belinelli misses 3-pt jump shot from 24 ft,,55,50
254,3,7:17.0,,Defensive rebound by Team,55,50
255,3,7:13.0,,Shooting foul by C. Joseph (drawn by C. Parsons),55,50
256,3,7:13.0,,C. Parsons makes free throw 1 of 2,55,51
257,3,7:13.0,M. Bonner enters the game for K. Anderson,,55,51
258,3,7:13.0,,R. Jefferson enters the game for D. Nowitzki,55,51
259,3,7:13.0,,C. Parsons makes free throw 2 of 2,55,52
260,3,7:02.0,C. Joseph makes 2-pt layup from 1 ft,,57,52
261,3,6:44.0,,Shooting foul by M. Bonner (drawn by T. Chandler),57,52
262,3,6:44.0,,T. Chandler makes free throw 1 of 2,57,53
263,3,6:44.0,,T. Chandler makes free throw 2 of 2,57,54
264,3,6:26.0,B. Diaw makes 2-pt hook shot from 5 ft,,59,54
265,3,6:06.0,,R. Rondo makes 2-pt jump shot from 8 ft (assist by R. Jefferson),59,56
266,3,5:49.0,Personal foul by R. Rondo (drawn by M. Belinelli),,59,56
267,3,5:49.0,,Dallas full timeout,59,56
268,3,5:40.0,B. Diaw misses 2-pt hook shot from 6 ft,,59,56
269,3,5:37.0,Offensive rebound by B. Diaw,,59,56
270,3,5:36.0,B. Diaw misses 2-pt layup from 2 ft (block by T. Chandler),,59,56
271,3,5:34.0,,Defensive rebound by C. Parsons,59,56
272,3,5:26.0,,C. Parsons misses 2-pt jump shot from 7 ft,59,56
273,3,5:24.0,Defensive rebound by B. Diaw,,59,56
274,3,5:21.0,Offensive foul by A. Baynes (drawn by R. Rondo),,59,56
275,3,5:21.0,Turnover by A. Baynes (offensive foul),,59,56
276,3,5:11.0,,C. Parsons makes 2-pt layup at rim (assist by R. Rondo),59,58
277,3,5:11.0,,Shooting foul by M. Bonner (drawn by C. Parsons),59,58
278,3,5:11.0,K. Anderson enters the game for M. Belinelli,,59,58
279,3,5:11.0,,C. Parsons makes free throw 1 of 1,59,59
280,3,4:58.0,Personal foul by R. Jefferson (drawn by B. Diaw),,59,59
281,3,4:49.0,Personal foul by C. Parsons (drawn by C. Joseph),,59,59
282,3,4:36.0,C. Joseph misses 2-pt jump shot from 8 ft,,59,59
283,3,4:33.0,Offensive rebound by A. Baynes,,59,59
284,3,4:33.0,A. Baynes makes 2-pt tip-in from 1 ft,,61,59
285,3,4:17.0,,C. Parsons misses 3-pt jump shot from 22 ft,61,59
286,3,4:16.0,Defensive rebound by C. Joseph,,61,59
287,3,4:12.0,Personal foul by C. Parsons (drawn by C. Joseph),,61,59
288,3,4:12.0,,Technical foul by T. Chandler,61,59
289,3,4:12.0,M. Bonner makes technical free throw,,62,59
290,3,4:12.0,C. Joseph makes free throw 1 of 2,,63,59
291,3,4:12.0,,A. Aminu enters the game for C. Parsons,63,59
292,3,4:12.0,,D. Nowitzki enters the game for T. Chandler,63,59
293,3,4:12.0,,G. Smith enters the game for R. Rondo,63,59
294,3,4:12.0,,D. Harris enters the game for R. Jefferson,63,59
295,3,4:12.0,C. Joseph makes free throw 2 of 2,,64,59
296,3,3:55.0,,M. Ellis misses 3-pt jump shot from 26 ft,64,59
297,3,3:54.0,Defensive rebound by A. Baynes,,64,59
298,3,3:37.0,A. Baynes makes 2-pt hook shot from 4 ft,,66,59
299,3,3:36.0,,Dallas full timeout,66,59
300,3,3:36.0,M. Belinelli enters the game for B. Diaw,,66,59
301,3,3:22.0,A. Daye enters the game for C. Joseph,,66,59
302,3,3:16.0,,D. Harris makes 3-pt jump shot from 23 ft (assist by D. Nowitzki),66,62
303,3,2:52.0,M. Belinelli misses 2-pt jump shot from 7 ft,,66,62
304,3,2:49.0,Offensive rebound by A. Baynes,,66,62
305,3,2:49.0,A. Baynes makes 2-pt tip-in at rim,,68,62
306,3,2:40.0,,M. Ellis makes 2-pt layup from 2 ft (assist by D. Harris),68,64
307,3,2:40.0,,Shooting block foul by A. Baynes (drawn by M. Ellis),68,64
308,3,2:40.0,,C. Parsons enters the game for A. Aminu,68,64
309,3,2:40.0,,M. Ellis makes free throw 1 of 1,68,65
310,3,2:26.0,A. Daye makes 3-pt jump shot from 23 ft (assist by A. Baynes),,71,65
311,3,2:15.0,,M. Ellis makes 2-pt jump shot from 21 ft,71,67
312,3,1:56.0,A. Baynes misses 2-pt jump shot from 10 ft,,71,67
313,3,1:54.0,,Defensive rebound by C. Parsons,71,67
314,3,1:50.0,,Turnover by M. Ellis (lost ball; steal by K. Anderson),71,67
315,3,1:48.0,Shooting foul by G. Smith (drawn by K. Anderson),,71,67
316,3,1:48.0,J. Ayres enters the game for A. Baynes,,71,67
317,3,1:48.0,K. Anderson makes free throw 1 of 2,,72,67
318,3,1:48.0,K. Anderson makes free throw 2 of 2,,73,67
319,3,1:42.0,,Personal block foul by K. Anderson (drawn by M. Ellis),73,67
320,3,1:42.0,,M. Ellis misses free throw 1 of 2,73,67
321,3,1:42.0,,Offensive rebound by Team,73,67
322,3,1:42.0,,C. Villanueva enters the game for G. Smith,73,67
323,3,1:42.0,,M. Ellis makes free throw 2 of 2,73,68
324,3,1:25.0,Turnover by K. Anderson (bad pass; steal by M. Ellis),,73,68
325,3,1:24.0,,Personal foul by M. Belinelli (drawn by M. Ellis),73,68
326,3,1:24.0,,M. Ellis makes free throw 1 of 2,73,69
327,3,1:24.0,C. Joseph enters the game for M. Bonner,,73,69
328,3,1:24.0,,M. Ellis misses free throw 2 of 2,73,69
329,3,1:23.0,Defensive rebound by K. Anderson,,73,69
330,3,1:12.0,K. Anderson makes 2-pt layup from 1 ft (assist by M. Belinelli),,75,69
331,3,1:01.0,,M. Ellis misses 2-pt layup from 2 ft,75,69
332,3,0:59.0,,Offensive rebound by C. Villanueva,75,69
333,3,0:59.0,,C. Villanueva misses 2-pt layup at rim,75,69
334,3,0:57.0,Defensive rebound by C. Joseph,,75,69
335,3,0:42.0,C. Joseph misses 2-pt jump shot from 6 ft,,75,69
336,3,0:39.0,,Defensive rebound by D. Nowitzki,75,69
337,3,0:35.0,,D. Harris makes 3-pt jump shot from 24 ft,75,72
338,3,0:14.0,Personal block foul by C. Parsons (drawn by C. Joseph),,75,72
339,3,0:14.0,C. Joseph makes free throw 1 of 2,,76,72
340,3,0:14.0,,T. Chandler enters the game for C. Villanueva,76,72
341,3,0:14.0,,R. Rondo enters the game for C. Parsons,76,72
342,3,0:14.0,C. Joseph makes free throw 2 of 2,,77,72
343,3,0:04.0,,D. Harris makes 3-pt jump shot from 25 ft (assist by M. Ellis),77,75
344,4,11:48.0,,Personal foul by J. Ayres (drawn by D. Nowitzki),77,75
345,4,11:48.0,B. Diaw enters the game for M. Belinelli,,77,75
346,4,11:39.0,,D. Harris misses 3-pt jump shot from 23 ft,77,75
347,4,11:37.0,Defensive rebound by Team,,77,75
348,4,11:13.0,B. Diaw misses 3-pt jump shot from 25 ft,,77,75
349,4,11:13.0,,Defensive rebound by T. Chandler,77,75
350,4,11:03.0,,D. Nowitzki misses 2-pt jump shot from 10 ft,77,75
351,4,11:00.0,Defensive rebound by A. Daye,,77,75
352,4,10:45.0,C. Joseph misses 2-pt jump shot from 15 ft,,77,75
353,4,10:43.0,,Defensive rebound by T. Chandler,77,75
354,4,10:36.0,Loose ball foul by B. Diaw (drawn by D. Nowitzki),,77,75
355,4,10:24.0,,T. Chandler makes 2-pt dunk at rim (assist by R. Rondo),77,77
356,4,10:04.0,B. Diaw misses 2-pt jump shot from 12 ft,,77,77
357,4,10:02.0,,Defensive rebound by C. Parsons,77,77
358,4,9:50.0,,R. Rondo misses 2-pt jump shot from 18 ft,77,77
359,4,9:49.0,Defensive rebound by B. Diaw,,77,77
360,4,9:40.0,B. Diaw makes 2-pt layup from 2 ft (assist by C. Joseph),,79,77
361,4,9:22.0,,D. Nowitzki makes 2-pt jump shot from 3 ft,79,79
362,4,9:02.0,,Offensive charge foul by A. Daye (drawn by R. Rondo),79,79
363,4,9:02.0,Turnover by A. Daye (offensive foul),,79,79
364,4,8:57.0,,R. Rondo misses 2-pt jump shot from 16 ft,79,79
365,4,8:56.0,Defensive rebound by A. Daye,,79,79
366,4,8:56.0,Technical foul by Team,,79,79
367,4,8:56.0,Official timeout,,79,79
368,4,8:56.0,,D. Nowitzki makes technical free throw,79,80
369,4,8:56.0,,M. Ellis enters the game for D. Nowitzki,79,80
370,4,8:43.0,B. Diaw misses 2-pt hook shot from 7 ft,,79,80
371,4,8:42.0,Offensive rebound by B. Diaw,,79,80
372,4,8:40.0,B. Diaw makes 2-pt layup at rim,,81,80
373,4,8:24.0,,Turnover by R. Rondo (bad pass; steal by M. Bonner),81,80
374,4,8:05.0,B. Diaw misses 2-pt layup from 1 ft,,81,80
375,4,8:02.0,,Defensive rebound by T. Chandler,81,80
376,4,8:00.0,,Turnover by T. Chandler (bad pass; steal by C. Joseph),81,80
377,4,7:47.0,C. Joseph misses 2-pt jump shot from 17 ft,,81,80
378,4,7:46.0,,Defensive rebound by T. Chandler,81,80
379,4,7:37.0,,R. Rondo misses 2-pt jump shot from 19 ft,81,80
380,4,7:36.0,Defensive rebound by M. Bonner,,81,80
381,4,7:27.0,B. Diaw misses 3-pt jump shot from 27 ft,,81,80
382,4,7:27.0,Offensive rebound by A. Daye,,81,80
383,4,7:09.0,A. Daye misses 3-pt jump shot from 24 ft,,81,80
384,4,7:08.0,,Defensive rebound by C. Parsons,81,80
385,4,7:00.0,Offensive charge foul by C. Parsons (drawn by J. Ayres),,81,80
386,4,7:00.0,,Turnover by C. Parsons (offensive foul),81,80
