,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,DETROIT_ACTION,BROOKLYN_SCORE,DETROIT_SCORE
135,2,7:19.0,,J. Jerebko misses 3-pt jump shot from 23 ft,31,32
136,2,7:18.0,Defensive rebound by B. Bogdanović,,31,32
137,2,7:07.0,M. Teletović misses 3-pt jump shot from 23 ft,,31,32
138,2,7:06.0,,Defensive rebound by A. Drummond,31,32
139,2,7:00.0,,C. Butler misses 3-pt jump shot from 26 ft,31,32
140,2,6:59.0,Defensive rebound by M. Teletović,,31,32
141,2,6:46.0,B. Bogdanović makes 2-pt jump shot from 7 ft,,33,32
142,2,6:29.0,,C. Butler makes 2-pt jump shot from 16 ft (assist by J. Jerebko),33,34
143,2,6:14.0,D. Morris misses 2-pt jump shot from 6 ft,,33,34
144,2,6:13.0,Offensive rebound by B. Lopez,,33,34
145,2,6:12.0,B. Lopez misses 2-pt tip-in at rim,,33,34
146,2,6:11.0,,Defensive rebound by C. Butler,33,34
147,2,6:06.0,,D. Augustin makes 2-pt layup at rim,33,36
148,2,6:05.0,,Violation by Team (delay of game),33,36
149,2,5:41.0,B. Bogdanović misses 2-pt jump shot from 10 ft,,33,36
150,2,5:41.0,,Defensive rebound by Team,33,36
151,2,5:41.0,,Personal foul by B. Lopez (drawn by A. Drummond),33,36
152,2,5:41.0,,Detroit full timeout,33,36
153,2,5:41.0,,A. Tolliver enters the game for J. Jerebko,33,36
154,2,5:22.0,,A. Drummond misses 2-pt hook shot from 4 ft,33,36
155,2,5:20.0,Defensive rebound by M. Teletović,,33,36
156,2,5:03.0,M. Teletović misses 3-pt jump shot from 24 ft,,33,36
157,2,5:02.0,,Defensive rebound by A. Drummond,33,36
158,2,4:42.0,,A. Drummond misses 2-pt jump shot from 3 ft,33,36
159,2,4:41.0,Defensive rebound by B. Lopez,,33,36
160,2,4:32.0,D. Morris misses 3-pt jump shot from 26 ft,,33,36
161,2,4:31.0,Offensive rebound by Team,,33,36
162,2,4:31.0,,Loose ball foul by A. Drummond (drawn by M. Teletović),33,36
163,2,4:31.0,,G. Monroe enters the game for A. Drummond,33,36
164,2,4:31.0,J. Jack enters the game for D. Morris,,33,36
165,2,4:20.0,M. Teletović misses 2-pt layup at rim,,33,36
166,2,4:19.0,,Defensive rebound by G. Monroe,33,36
167,2,4:08.0,,C. Butler misses 3-pt jump shot from 25 ft,33,36
168,2,4:07.0,Defensive rebound by B. Lopez,,33,36
169,2,3:59.0,M. Teletović misses 3-pt jump shot from 25 ft,,33,36
170,2,3:58.0,,Defensive rebound by C. Butler,33,36
171,2,3:54.0,,Personal foul by M. Teletović (drawn by J. Meeks),33,36
172,2,3:54.0,,J. Meeks makes free throw 1 of 2,33,37
173,2,3:54.0,K. Garnett enters the game for M. Teletović,,33,37
174,2,3:54.0,,J. Meeks makes free throw 2 of 2,33,38
175,2,3:33.0,J. Johnson makes 3-pt jump shot from 25 ft,,36,38
176,2,3:17.0,,D. Augustin misses 2-pt jump shot from 6 ft,36,38
177,2,3:16.0,,Offensive rebound by G. Monroe,36,38
178,2,3:15.0,,G. Monroe misses 2-pt tip-in from 1 ft,36,38
179,2,3:13.0,Defensive rebound by B. Lopez,,36,38
180,2,2:59.0,B. Lopez misses 2-pt jump shot from 15 ft,,36,38
181,2,2:57.0,Offensive rebound by K. Garnett,,36,38
182,2,2:49.0,B. Bogdanović makes 2-pt jump shot from 12 ft (assist by J. Jack),,38,38
183,2,2:35.0,,Shooting foul by B. Lopez (drawn by G. Monroe),38,38
184,2,2:35.0,Brooklyn full timeout,,38,38
185,2,2:35.0,,B. Jennings enters the game for J. Meeks,38,38
186,2,2:35.0,,K. Caldwell-Pope enters the game for C. Butler,38,38
187,2,2:35.0,,K. Singler enters the game for D. Augustin,38,38
188,2,2:35.0,M. Plumlee enters the game for B. Lopez,,38,38
189,2,2:35.0,,G. Monroe makes free throw 1 of 2,38,39
190,2,2:35.0,,G. Monroe makes free throw 2 of 2,38,40
191,2,2:21.0,Turnover by B. Bogdanović (bad pass; steal by K. Caldwell-Pope),,38,40
192,2,1:58.0,,G. Monroe makes 2-pt hook shot from 4 ft (assist by K. Caldwell-Pope),38,42
193,2,1:35.0,J. Johnson makes 3-pt jump shot from 26 ft (assist by K. Garnett),,41,42
194,2,1:20.0,,Shooting foul by K. Garnett (drawn by G. Monroe),41,42
195,2,1:20.0,,G. Monroe makes free throw 1 of 2,41,43
196,2,1:20.0,A. Anderson enters the game for M. Plumlee,,41,43
197,2,1:20.0,,G. Monroe makes free throw 2 of 2,41,44
198,2,1:05.0,B. Bogdanović makes 2-pt layup at rim (assist by K. Garnett),,43,44
199,2,0:45.0,,K. Singler misses 2-pt jump shot from 20 ft,43,44
200,2,0:44.0,Defensive rebound by A. Anderson,,43,44
201,2,0:32.0,J. Jack misses 3-pt jump shot from 23 ft,,43,44
202,2,0:31.0,Offensive rebound by Team,,43,44
203,2,0:31.0,,C. Butler enters the game for A. Tolliver,43,44
204,2,0:31.0,B. Bogdanović makes flagrant free throw 1 of 2,,44,44
205,2,0:31.0,B. Bogdanović makes flagrant free throw 2 of 2,,45,44
206,2,0:19.0,Personal foul by K. Caldwell-Pope (drawn by A. Anderson),,45,44
207,2,0:19.0,A. Anderson makes free throw 1 of 2,,46,44
208,2,0:19.0,D. Morris enters the game for B. Bogdanović,,46,44
209,2,0:19.0,A. Anderson makes free throw 2 of 2,,47,44
210,2,0:03.0,,K. Singler makes 3-pt jump shot from 25 ft (assist by B. Jennings),47,47
211,2,0:01.0,J. Jack misses 3-pt jump shot from 39 ft,,47,47
212,2,0:00.0,Offensive rebound by Team,,47,47
213,3,11:47.0,J. Jack misses 2-pt jump shot from 5 ft,,47,47
214,3,11:46.0,,Defensive rebound by G. Monroe,47,47
215,3,11:23.0,,Turnover by Team (shot clock),47,47
216,3,11:03.0,J. Jack misses 3-pt jump shot from 23 ft,,47,47
217,3,11:02.0,,Defensive rebound by G. Monroe,47,47
218,3,10:52.0,,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,47,47
219,3,10:51.0,,Offensive rebound by G. Monroe,47,47
220,3,10:47.0,,Personal foul by J. Jack (drawn by G. Monroe),47,47
221,3,10:38.0,,G. Monroe makes 2-pt layup at rim (assist by B. Jennings),47,49
222,3,10:17.0,B. Bogdanović misses 2-pt layup from 2 ft (block by A. Drummond),,47,49
223,3,10:16.0,,Defensive rebound by K. Caldwell-Pope,47,49
224,3,10:11.0,,Turnover by A. Drummond (offensive goaltending),47,49
225,3,9:52.0,J. Jack makes 3-pt jump shot from 22 ft (assist by B. Bogdanović),,50,49
226,3,9:36.0,,Turnover by K. Caldwell-Pope (bad pass; steal by J. Jack),50,49
227,3,9:33.0,Shooting foul by K. Caldwell-Pope (drawn by B. Bogdanović),,50,49
228,3,9:33.0,B. Bogdanović makes free throw 1 of 2,,51,49
229,3,9:33.0,B. Bogdanović makes free throw 2 of 2,,52,49
230,3,9:10.0,,B. Jennings makes 2-pt jump shot from 14 ft,52,51
231,3,8:55.0,Offensive foul by M. Plumlee (drawn by K. Singler),,52,51
232,3,8:55.0,Turnover by M. Plumlee (offensive foul),,52,51
233,3,8:36.0,,B. Jennings makes 3-pt jump shot from 25 ft,52,54
234,3,8:10.0,M. Plumlee makes 2-pt layup at rim (assist by K. Garnett),,54,54
235,3,7:53.0,,B. Jennings makes 3-pt jump shot from 25 ft (assist by K. Caldwell-Pope),54,57
236,3,7:41.0,M. Plumlee makes 2-pt jump shot from 6 ft (assist by J. Jack),,56,57
237,3,7:27.0,,K. Singler misses 2-pt jump shot from 9 ft,56,57
238,3,7:25.0,Defensive rebound by K. Garnett,,56,57
239,3,7:23.0,Personal foul by B. Jennings (drawn by J. Jack),,56,57
240,3,7:13.0,J. Johnson misses 2-pt jump shot from 17 ft,,56,57
241,3,7:11.0,,Defensive rebound by A. Drummond,56,57
242,3,7:03.0,,Turnover by K. Caldwell-Pope (traveling),56,57
243,3,6:43.0,J. Johnson makes 2-pt jump shot from 11 ft (assist by J. Jack),,58,57
244,3,6:32.0,,B. Jennings misses 2-pt layup at rim (block by M. Plumlee),58,57
245,3,6:26.0,,Offensive rebound by A. Drummond,58,57
246,3,6:24.0,,A. Drummond makes 2-pt layup from 1 ft,58,59
247,3,6:09.0,K. Garnett misses 2-pt jump shot from 21 ft,,58,59
248,3,6:08.0,,Defensive rebound by K. Singler,58,59
249,3,6:04.0,,A. Drummond makes 2-pt layup at rim (assist by B. Jennings),58,61
250,3,6:04.0,,Shooting foul by B. Bogdanović (drawn by A. Drummond),58,61
251,3,6:04.0,,A. Drummond misses free throw 1 of 1,58,61
252,3,6:03.0,Defensive rebound by K. Garnett,,58,61
253,3,5:54.0,M. Plumlee makes 2-pt dunk at rim (assist by J. Jack),,60,61
254,3,5:38.0,,Shooting foul by J. Jack (drawn by B. Jennings),60,61
255,3,5:38.0,,Detroit full timeout,60,61
256,3,5:38.0,B. Lopez enters the game for K. Garnett,,60,61
257,3,5:38.0,,B. Jennings makes free throw 1 of 3,60,62
258,3,5:38.0,,B. Jennings makes free throw 2 of 3,60,63
259,3,5:38.0,,B. Jennings makes free throw 3 of 3,60,64
260,3,5:25.0,M. Plumlee misses 2-pt hook shot from 5 ft,,60,64
261,3,5:23.0,,Defensive rebound by G. Monroe,60,64
262,3,5:09.0,,B. Jennings misses 3-pt jump shot from 26 ft,60,64
263,3,5:08.0,Defensive rebound by M. Plumlee,,60,64
264,3,5:00.0,Turnover by J. Jack (lost ball; steal by B. Jennings),,60,64
265,3,4:50.0,,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,60,64
266,3,4:49.0,,Offensive rebound by K. Caldwell-Pope,60,64
267,3,4:47.0,,Turnover by K. Caldwell-Pope (lost ball),60,64
268,3,4:38.0,Shooting foul by G. Monroe (drawn by B. Lopez),,60,64
269,3,4:38.0,B. Lopez makes free throw 1 of 2,,61,64
270,3,4:38.0,B. Lopez makes free throw 2 of 2,,62,64
271,3,4:13.0,,B. Jennings makes 2-pt jump shot from 17 ft,62,66
272,3,4:00.0,J. Johnson misses 3-pt jump shot from 24 ft,,62,66
273,3,3:59.0,,Defensive rebound by G. Monroe,62,66
274,3,3:56.0,,K. Singler makes 2-pt layup from 1 ft (assist by B. Jennings),62,68
275,3,3:56.0,,Shooting foul by B. Lopez (drawn by K. Singler),62,68
276,3,3:56.0,A. Anderson enters the game for J. Johnson,,62,68
277,3,3:56.0,,J. Jerebko enters the game for G. Monroe,62,68
278,3,3:56.0,J. Jordan enters the game for B. Lopez,,62,68
279,3,3:56.0,M. Teletović enters the game for M. Plumlee,,62,68
280,3,3:56.0,,J. Meeks enters the game for K. Caldwell-Pope,62,68
281,3,3:56.0,,K. Singler misses free throw 1 of 1,62,68
282,3,3:55.0,Defensive rebound by J. Jordan,,62,68
283,3,3:42.0,D. Morris enters the game for J. Jack,,62,68
284,3,3:35.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,62,68
285,3,3:34.0,,Defensive rebound by A. Drummond,62,68
286,3,3:17.0,,K. Singler misses 2-pt jump shot from 8 ft,62,68
287,3,3:16.0,Defensive rebound by D. Morris,,62,68
288,3,3:08.0,J. Jordan makes 2-pt layup at rim (assist by D. Morris),,64,68
289,3,2:47.0,,B. Jennings misses 3-pt jump shot from 25 ft,64,68
290,3,2:47.0,Defensive rebound by Team,,64,68
291,3,2:47.0,Brooklyn full timeout,,64,68
292,3,2:47.0,,C. Butler enters the game for K. Singler,64,68
293,3,2:30.0,A. Anderson makes 2-pt jump shot from 10 ft (assist by M. Teletović),,66,68
294,3,2:03.0,,B. Jennings misses 2-pt jump shot from 19 ft,66,68
295,3,2:02.0,,Offensive rebound by J. Jerebko,66,68
296,3,1:46.0,,Personal foul by A. Anderson (drawn by A. Drummond),66,68
297,3,1:46.0,,A. Drummond makes free throw 1 of 2,66,69
298,3,1:46.0,,D. Augustin enters the game for B. Jennings,66,69
299,3,1:46.0,,A. Drummond makes free throw 2 of 2,66,70
300,3,1:32.0,Turnover by B. Bogdanović (lost ball),,66,70
301,3,1:18.0,,J. Meeks misses 3-pt jump shot from 25 ft,66,70
302,3,1:17.0,Defensive rebound by D. Morris,,66,70
303,3,1:09.0,A. Anderson makes 3-pt jump shot from 28 ft (assist by D. Morris),,69,70
304,3,0:51.0,,D. Augustin misses 2-pt layup from 1 ft,69,70
305,3,0:49.0,Defensive rebound by J. Jordan,,69,70
306,3,0:44.0,,Offensive charge foul by J. Jordan (drawn by J. Jerebko),69,70
307,3,0:44.0,Turnover by J. Jordan (offensive foul),,69,70
308,3,0:32.0,,Shooting foul by B. Bogdanović (drawn by J. Meeks),69,70
309,3,0:32.0,,J. Meeks makes free throw 1 of 2,69,71
310,3,0:32.0,S. Karasev enters the game for B. Bogdanović,,69,71
311,3,0:32.0,,J. Meeks makes free throw 2 of 2,69,72
312,3,0:07.0,D. Morris misses 2-pt jump shot from 10 ft,,69,72
313,3,0:07.0,Offensive rebound by Team,,69,72
314,3,0:07.0,Turnover by Team (shot clock),,69,72
315,3,0:02.0,,A. Drummond makes 2-pt dunk at rim (assist by D. Augustin),69,74
316,3,0:01.0,D. Morris misses 3-pt jump shot from 33 ft,,69,74
317,3,0:00.0,Offensive rebound by Team,,69,74
318,4,11:45.0,,D. Augustin misses 3-pt jump shot from 25 ft,69,74
319,4,11:44.0,Defensive rebound by M. Teletović,,69,74
320,4,11:26.0,M. Teletović misses 2-pt jump shot from 20 ft,,69,74
321,4,11:25.0,,Defensive rebound by A. Drummond,69,74
322,4,11:09.0,,C. Butler misses 3-pt jump shot from 26 ft,69,74
323,4,11:08.0,Defensive rebound by Team,,69,74
324,4,11:07.0,,G. Monroe enters the game for A. Drummond,69,74
325,4,10:49.0,Turnover by M. Teletović (bad pass; steal by C. Butler),,69,74
326,4,10:42.0,,J. Meeks misses 3-pt jump shot from 23 ft,69,74
327,4,10:40.0,,Offensive rebound by J. Jerebko,69,74
328,4,10:30.0,,C. Butler misses 3-pt jump shot from 26 ft,69,74
329,4,10:29.0,Defensive rebound by Team,,69,74
330,4,10:29.0,,Loose ball foul by J. Jerebko (drawn by A. Anderson),69,74
331,4,10:11.0,Brooklyn full timeout,,69,74
332,4,10:11.0,J. Johnson enters the game for S. Karasev,,69,74
333,4,10:11.0,B. Lopez enters the game for J. Jordan,,69,74
334,4,10:09.0,M. Teletović misses 2-pt jump shot from 18 ft,,69,74
335,4,10:08.0,,Defensive rebound by G. Monroe,69,74
336,4,10:05.0,,Turnover by G. Monroe (bad pass; steal by A. Anderson),69,74
337,4,9:58.0,A. Anderson makes 2-pt layup at rim,,71,74
338,4,9:31.0,,D. Augustin makes 3-pt jump shot from 23 ft (assist by G. Monroe),71,77
339,4,9:08.0,Turnover by M. Teletović (bad pass),,71,77
340,4,8:49.0,,G. Monroe misses 2-pt layup from 2 ft,71,77
341,4,8:48.0,Defensive rebound by B. Lopez,,71,77
342,4,8:43.0,A. Anderson misses 3-pt jump shot from 26 ft,,71,77
343,4,8:42.0,Offensive rebound by J. Johnson,,71,77
344,4,8:31.0,D. Morris makes 3-pt jump shot from 26 ft (assist by J. Johnson),,74,77
345,4,8:02.0,,D. Augustin misses 2-pt jump shot from 5 ft,74,77
346,4,8:01.0,Defensive rebound by M. Teletović,,74,77
347,4,7:50.0,A. Anderson makes 2-pt jump shot from 9 ft,,76,77
348,4,7:28.0,,C. Butler makes 2-pt jump shot from 17 ft (assist by D. Augustin),76,79
349,4,7:03.0,A. Anderson misses 2-pt jump shot from 14 ft,,76,79
350,4,7:01.0,,Defensive rebound by G. Monroe,76,79
351,4,6:57.0,,J. Meeks misses 2-pt layup at rim,76,79
352,4,6:55.0,Defensive rebound by B. Lopez,,76,79
353,4,6:38.0,D. Morris misses 3-pt jump shot from 24 ft,,76,79
354,4,6:37.0,,Defensive rebound by G. Monroe,76,79
355,4,6:19.0,,C. Butler makes 2-pt jump shot from 16 ft (assist by J. Meeks),76,81
356,4,5:54.0,J. Johnson makes 2-pt jump shot from 8 ft,,78,81
357,4,5:39.0,,J. Jerebko makes 3-pt jump shot from 25 ft (assist by D. Augustin),78,84
358,4,5:17.0,A. Anderson makes 2-pt layup at rim (assist by J. Johnson),,80,84
359,4,4:54.0,,J. Meeks misses 3-pt jump shot from 23 ft,80,84
360,4,4:53.0,Defensive rebound by J. Johnson,,80,84
361,4,4:40.0,D. Morris makes 2-pt layup at rim (assist by J. Johnson),,82,84
362,4,4:32.0,,Detroit full timeout,82,84
363,4,4:32.0,M. Plumlee enters the game for M. Teletović,,82,84
364,4,4:32.0,J. Jack enters the game for D. Morris,,82,84
365,4,4:32.0,,B. Jennings enters the game for J. Meeks,82,84
366,4,4:32.0,,K. Singler enters the game for C. Butler,82,84
367,4,4:32.0,,K. Caldwell-Pope enters the game for D. Augustin,82,84
368,4,4:14.0,,B. Jennings misses 3-pt jump shot from 27 ft,82,84
369,4,4:13.0,Defensive rebound by B. Lopez,,82,84
370,4,3:56.0,J. Johnson misses 2-pt jump shot from 4 ft,,82,84
371,4,3:54.0,,Defensive rebound by K. Caldwell-Pope,82,84
372,4,3:50.0,,K. Caldwell-Pope makes 2-pt layup at rim,82,86
373,4,3:38.0,Turnover by J. Jack (lost ball; steal by K. Caldwell-Pope),,82,86
374,4,3:33.0,,B. Jennings makes 2-pt layup at rim (assist by K. Caldwell-Pope),82,88
375,4,3:10.0,J. Johnson makes 2-pt jump shot from 7 ft,,84,88
376,4,2:46.0,,B. Jennings makes 3-pt jump shot from 23 ft (assist by G. Monroe),84,91
377,4,2:27.0,Turnover by J. Johnson (lost ball; steal by K. Caldwell-Pope),,84,91
378,4,2:21.0,,B. Jennings misses 2-pt layup from 2 ft,84,91
379,4,2:20.0,Defensive rebound by M. Plumlee,,84,91
