,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,TORONTO_ACTION,SACRAMENTO_SCORE,TORONTO_SCORE
37,1,6:28.0,D. Cousins makes 2-pt dunk at rim,,7,10
38,1,6:08.0,,D. DeRozan misses 2-pt jump shot from 17 ft,7,10
39,1,6:07.0,Defensive rebound by J. Thompson,,7,10
40,1,6:00.0,D. Collison misses 2-pt layup from 1 ft,,7,10
41,1,5:59.0,,Defensive rebound by J. Valančiūnas,7,10
42,1,5:46.0,,D. DeRozan misses 2-pt layup from 1 ft (block by J. Thompson),7,10
43,1,5:44.0,,Offensive rebound by D. DeRozan,7,10
44,1,5:44.0,,Toronto full timeout,7,10
45,1,5:40.0,,Turnover by A. Johnson (traveling),7,10
46,1,5:31.0,R. Gay makes 2-pt jump shot from 13 ft,,9,10
47,1,5:12.0,,G. Vásquez misses 2-pt jump shot from 10 ft,9,10
48,1,5:11.0,,Offensive rebound by Team,9,10
49,1,5:05.0,Violation by D. Cousins (def goaltending),,9,10
50,1,5:05.0,,J. Valančiūnas makes 2-pt hook shot from 3 ft (assist by A. Johnson),9,12
51,1,4:45.0,J. Thompson makes 2-pt hook shot from 8 ft (assist by R. Gay),,11,12
52,1,4:19.0,,D. DeRozan misses 3-pt jump shot from 23 ft,11,12
53,1,4:18.0,Defensive rebound by D. Collison,,11,12
54,1,4:14.0,Shooting foul by K. Lowry (drawn by B. McLemore),,11,12
55,1,4:14.0,B. McLemore makes free throw 1 of 2,,12,12
56,1,4:14.0,,L. Williams enters the game for G. Vásquez,12,12
57,1,4:14.0,B. McLemore makes free throw 2 of 2,,13,12
58,1,4:00.0,,Shooting foul by D. Collison (drawn by K. Lowry),13,12
59,1,4:00.0,,K. Lowry makes 3-pt jump shot from 25 ft (assist by A. Johnson),13,15
60,1,4:00.0,,K. Lowry makes free throw 1 of 1,13,16
61,1,3:50.0,Turnover by D. Cousins (traveling),,13,16
62,1,3:41.0,,D. DeRozan makes 2-pt dunk at rim (assist by A. Johnson),13,18
63,1,3:27.0,B. McLemore misses 2-pt jump shot from 17 ft,,13,18
64,1,3:26.0,Offensive rebound by D. Cousins,,13,18
65,1,3:24.0,D. Cousins makes 2-pt layup from 1 ft,,15,18
66,1,3:13.0,,J. Valančiūnas misses 2-pt jump shot from 15 ft,15,18
67,1,3:12.0,Defensive rebound by J. Thompson,,15,18
68,1,3:03.0,D. Collison makes 2-pt jump shot from 20 ft,,17,18
69,1,2:46.0,,L. Williams makes 3-pt jump shot from 25 ft,17,21
70,1,2:37.0,Turnover by D. Collison (lost ball; steal by J. Valančiūnas),,17,21
71,1,2:34.0,,Turnover by J. Valančiūnas (bad pass; steal by D. Cousins),17,21
72,1,2:30.0,B. McLemore misses 3-pt jump shot from 26 ft,,17,21
73,1,2:29.0,Offensive rebound by R. Gay,,17,21
74,1,2:26.0,R. Gay makes 2-pt dunk at rim,,19,21
75,1,2:09.0,Offensive charge foul by J. Valančiūnas (drawn by D. Cousins),,19,21
76,1,2:09.0,,Turnover by J. Valančiūnas (offensive foul),19,21
77,1,2:09.0,Sacramento full timeout,,19,21
78,1,2:09.0,,P. Patterson enters the game for A. Johnson,19,21
79,1,2:09.0,,C. Hayes enters the game for J. Valančiūnas,19,21
80,1,2:09.0,N. Stauskas enters the game for J. Thompson,,19,21
81,1,2:09.0,C. Landry enters the game for B. McLemore,,19,21
82,1,1:55.0,Def 3 sec tech foul by P. Patterson,,19,21
83,1,1:55.0,R. Gay makes technical free throw,,20,21
84,1,1:45.0,D. Cousins misses 2-pt jump shot from 12 ft,,20,21
85,1,1:44.0,,Defensive rebound by D. DeRozan,20,21
86,1,1:31.0,,L. Williams misses 3-pt jump shot from 25 ft,20,21
87,1,1:30.0,Defensive rebound by R. Gay,,20,21
88,1,1:25.0,Turnover by R. Gay (bad pass; steal by C. Hayes),,20,21
89,1,1:15.0,,P. Patterson makes 3-pt jump shot from 24 ft (assist by D. DeRozan),20,24
90,1,0:57.0,Shooting foul by C. Hayes (drawn by D. Cousins),,20,24
91,1,0:57.0,D. Cousins makes free throw 1 of 2,,21,24
92,1,0:57.0,,G. Vásquez enters the game for K. Lowry,21,24
93,1,0:57.0,D. Williams enters the game for R. Gay,,21,24
94,1,0:57.0,D. Cousins makes free throw 2 of 2,,22,24
95,1,0:45.0,,P. Patterson misses 2-pt jump shot from 9 ft,22,24
96,1,0:42.0,,Offensive rebound by P. Patterson,22,24
97,1,0:23.0,,D. DeRozan makes 2-pt jump shot from 7 ft (assist by G. Vásquez),22,26
98,1,0:03.0,Turnover by D. Collison (bad pass; steal by D. DeRozan),,22,26
99,2,11:38.0,,Turnover by G. Vásquez (step out of bounds),22,26
100,2,11:22.0,Shooting foul by T. Hansbrough (drawn by C. Landry),,22,26
101,2,11:22.0,C. Landry misses free throw 1 of 2,,22,26
102,2,11:22.0,Offensive rebound by Team,,22,26
103,2,11:22.0,C. Landry makes free throw 2 of 2,,23,26
104,2,11:10.0,,L. Williams makes 2-pt jump shot from 19 ft (assist by G. Vásquez),23,28
105,2,10:53.0,N. Stauskas makes 2-pt jump shot from 20 ft,,25,28
106,2,10:43.0,,Shooting foul by N. Stauskas (drawn by L. Williams),25,28
107,2,10:43.0,,L. Williams makes free throw 1 of 2,25,29
108,2,10:43.0,,L. Williams makes free throw 2 of 2,25,30
109,2,10:31.0,C. Landry makes 2-pt jump shot from 17 ft (assist by J. Thompson),,27,30
110,2,10:11.0,,T. Ross makes 3-pt jump shot from 24 ft,27,33
111,2,9:55.0,C. Landry makes 2-pt jump shot from 14 ft (assist by J. Thompson),,29,33
112,2,9:39.0,,L. Williams misses 3-pt jump shot from 24 ft,29,33
113,2,9:38.0,,Offensive rebound by T. Hansbrough,29,33
114,2,9:30.0,,T. Ross makes 2-pt jump shot from 14 ft,29,35
115,2,9:14.0,N. Stauskas makes 2-pt layup from 1 ft (assist by C. Landry),,31,35
116,2,9:01.0,,Toronto full timeout,31,35
117,2,8:53.0,,P. Patterson makes 3-pt jump shot from 22 ft (assist by T. Ross),31,38
118,2,8:33.0,R. Sessions misses 2-pt jump shot from 18 ft,,31,38
119,2,8:32.0,Offensive rebound by R. Sessions,,31,38
120,2,8:28.0,C. Landry makes 2-pt dunk at rim (assist by R. Sessions),,33,38
121,2,8:10.0,,G. Vásquez makes 2-pt jump shot from 4 ft (assist by L. Williams),33,40
122,2,7:53.0,J. Thompson makes 2-pt jump shot from 17 ft,,35,40
123,2,7:37.0,R. Gay enters the game for D. Williams,,35,40
124,2,7:33.0,,L. Williams misses 3-pt jump shot from 23 ft,35,40
125,2,7:32.0,,Offensive rebound by T. Hansbrough,35,40
126,2,7:26.0,,Personal foul by C. Landry (drawn by T. Hansbrough),35,40
127,2,7:11.0,,G. Vásquez makes 2-pt layup from 2 ft (assist by T. Ross),35,42
128,2,6:49.0,R. Gay makes 3-pt jump shot from 26 ft,,38,42
129,2,6:34.0,,G. Vásquez misses 3-pt jump shot from 27 ft,38,42
130,2,6:33.0,,Offensive rebound by T. Hansbrough,38,42
131,2,6:32.0,Loose ball foul by N. Stauskas (drawn by T. Hansbrough),,38,42
132,2,6:32.0,,C. Hayes enters the game for G. Vásquez,38,42
133,2,6:32.0,,K. Lowry enters the game for L. Williams,38,42
134,2,6:32.0,,D. DeRozan enters the game for T. Hansbrough,38,42
135,2,6:32.0,B. McLemore enters the game for C. Landry,,38,42
136,2,6:32.0,D. Cousins enters the game for N. Stauskas,,38,42
137,2,6:14.0,,Turnover by D. DeRozan (bad pass),38,42
138,2,5:56.0,R. Gay makes 2-pt jump shot from 13 ft (assist by D. Cousins),,40,42
139,2,5:40.0,,T. Ross misses 3-pt jump shot from 24 ft,40,42
140,2,5:39.0,Defensive rebound by R. Sessions,,40,42
141,2,5:25.0,D. Cousins misses 2-pt layup from 2 ft (block by C. Hayes),,40,42
142,2,5:24.0,Offensive rebound by Team,,40,42
143,2,5:24.0,Official timeout,,40,42
144,2,5:21.0,Turnover by D. Cousins (bad pass),,40,42
145,2,5:08.0,,C. Hayes makes 2-pt hook shot from 4 ft (assist by K. Lowry),40,44
146,2,4:56.0,R. Gay makes 2-pt jump shot from 20 ft,,42,44
147,2,4:39.0,,P. Patterson misses 3-pt jump shot from 25 ft,42,44
148,2,4:38.0,Defensive rebound by D. Cousins,,42,44
149,2,4:19.0,D. Cousins misses 2-pt jump shot from 3 ft,,42,44
150,2,4:18.0,Offensive rebound by B. McLemore,,42,44
151,2,4:14.0,B. McLemore makes 2-pt layup from 2 ft,,44,44
152,2,4:02.0,,T. Ross makes 2-pt layup from 3 ft (assist by D. DeRozan),44,46
153,2,3:51.0,R. Gay makes 3-pt jump shot from 28 ft,,47,46
154,2,3:31.0,,D. DeRozan misses 2-pt jump shot from 10 ft,47,46
155,2,3:31.0,Defensive rebound by Team,,47,46
156,2,3:31.0,D. Collison enters the game for R. Sessions,,47,46
157,2,3:31.0,C. Landry enters the game for J. Thompson,,47,46
158,2,3:31.0,,J. Johnson enters the game for T. Ross,47,46
159,2,3:14.0,,A. Johnson enters the game for P. Patterson,47,46
160,2,3:07.0,R. Gay misses 2-pt jump shot from 3 ft (block by C. Hayes),,47,46
161,2,3:05.0,,Defensive rebound by D. DeRozan,47,46
162,2,2:59.0,,J. Johnson makes 2-pt jump shot from 4 ft (assist by D. DeRozan),47,48
163,2,2:42.0,D. Cousins makes 2-pt layup from 1 ft,,49,48
164,2,2:42.0,Shooting foul by C. Hayes (drawn by D. Cousins),,49,48
165,2,2:42.0,Sacramento full timeout,,49,48
166,2,2:42.0,D. Cousins makes free throw 1 of 1,,50,48
167,2,2:29.0,,K. Lowry misses 2-pt jump shot from 6 ft (block by D. Cousins),50,48
168,2,2:27.0,Defensive rebound by D. Collison,,50,48
169,2,2:16.0,Turnover by D. Cousins (bad pass; steal by J. Johnson),,50,48
170,2,2:11.0,,D. DeRozan makes 2-pt layup from 1 ft (assist by J. Johnson),50,50
171,2,1:45.0,D. Collison makes 2-pt jump shot from 19 ft,,52,50
172,2,1:30.0,,Shooting foul by B. McLemore (drawn by D. DeRozan),52,50
173,2,1:30.0,,D. DeRozan misses free throw 1 of 2,52,50
174,2,1:30.0,,Offensive rebound by Team,52,50
175,2,1:30.0,,D. DeRozan makes free throw 2 of 2,52,51
176,2,1:18.0,R. Gay misses 3-pt jump shot from 24 ft,,52,51
177,2,1:17.0,,Defensive rebound by A. Johnson,52,51
178,2,1:08.0,,K. Lowry misses 2-pt jump shot from 12 ft,52,51
179,2,1:08.0,,Offensive rebound by A. Johnson,52,51
180,2,1:08.0,,A. Johnson makes 2-pt layup from 2 ft,52,53
181,2,1:08.0,,Shooting foul by D. Cousins (drawn by A. Johnson),52,53
182,2,1:08.0,,A. Johnson makes free throw 1 of 1,52,54
183,2,0:57.0,D. Collison misses 2-pt jump shot from 10 ft,,52,54
184,2,0:56.0,,Defensive rebound by J. Johnson,52,54
185,2,0:51.0,,K. Lowry misses 3-pt jump shot from 25 ft,52,54
186,2,0:50.0,Defensive rebound by B. McLemore,,52,54
187,2,0:43.0,Personal foul by J. Johnson (drawn by D. Collison),,52,54
188,2,0:43.0,,Toronto full timeout,52,54
189,2,0:37.0,,Offensive foul by A. Johnson (drawn by D. Collison),52,54
190,2,0:37.0,,Turnover by A. Johnson (offensive foul),52,54
191,2,0:27.0,Shooting foul by J. Johnson (drawn by R. Gay),,52,54
192,2,0:27.0,R. Gay makes free throw 1 of 2,,53,54
193,2,0:27.0,,L. Williams enters the game for J. Johnson,53,54
194,2,0:27.0,R. Gay makes free throw 2 of 2,,54,54
195,2,0:03.0,,A. Johnson misses 2-pt hook shot from 5 ft,54,54
196,2,0:02.0,Defensive rebound by C. Landry,,54,54
197,2,0:00.0,R. Gay misses 3-pt jump shot from 24 ft,,54,54
198,2,0:00.0,Offensive rebound by Team,,54,54
199,3,11:44.0,,G. Vásquez makes 3-pt jump shot from 25 ft (assist by D. DeRozan),54,57
200,3,11:26.0,B. McLemore misses 2-pt hook shot from 3 ft (block by J. Valančiūnas),,54,57
201,3,11:24.0,,Defensive rebound by J. Valančiūnas,54,57
202,3,11:00.0,,K. Lowry misses 2-pt jump shot from 21 ft,54,57
203,3,10:59.0,Defensive rebound by D. Collison,,54,57
204,3,10:49.0,D. Collison makes 2-pt jump shot from 18 ft,,56,57
205,3,10:36.0,,Turnover by A. Johnson (traveling),56,57
206,3,10:22.0,Personal foul by A. Johnson (drawn by D. Cousins),,56,57
207,3,10:16.0,B. McLemore makes 3-pt jump shot from 24 ft (assist by R. Gay),,59,57
208,3,10:01.0,,D. DeRozan makes 2-pt jump shot from 16 ft (assist by A. Johnson),59,59
209,3,9:45.0,D. Collison misses 2-pt jump shot from 18 ft,,59,59
210,3,9:44.0,Offensive rebound by Team,,59,59
211,3,9:41.0,R. Gay misses 2-pt jump shot from 17 ft,,59,59
212,3,9:40.0,Offensive rebound by B. McLemore,,59,59
213,3,9:35.0,B. McLemore makes 3-pt jump shot from 23 ft (assist by D. Collison),,62,59
214,3,9:10.0,,G. Vásquez makes 3-pt jump shot from 25 ft (assist by D. DeRozan),62,62
215,3,8:48.0,D. Cousins makes 2-pt jump shot from 21 ft (assist by D. Collison),,64,62
216,3,8:37.0,,Turnover by A. Johnson (bad pass),64,62
217,3,8:20.0,R. Gay misses 2-pt layup from 4 ft (block by J. Valančiūnas),,64,62
218,3,8:20.0,Offensive rebound by Team,,64,62
219,3,8:14.0,Turnover by D. Cousins (lost ball; steal by G. Vásquez),,64,62
220,3,8:03.0,,J. Valančiūnas makes 2-pt hook shot from 4 ft,64,64
221,3,7:48.0,Offensive foul by D. Cousins (drawn by J. Valančiūnas),,64,64
222,3,7:48.0,Turnover by D. Cousins (offensive foul),,64,64
223,3,7:29.0,,Shooting foul by J. Thompson (drawn by D. DeRozan),64,64
224,3,7:29.0,,D. DeRozan misses free throw 1 of 2,64,64
225,3,7:29.0,,Offensive rebound by Team,64,64
226,3,7:29.0,,D. DeRozan misses free throw 2 of 2,64,64
227,3,7:28.0,Defensive rebound by J. Thompson,,64,64
228,3,7:12.0,Personal foul by G. Vásquez (drawn by D. Cousins),,64,64
229,3,7:09.0,Shooting foul by J. Valančiūnas (drawn by J. Thompson),,64,64
230,3,7:09.0,J. Thompson makes free throw 1 of 2,,65,64
231,3,7:09.0,J. Thompson makes free throw 2 of 2,,66,64
232,3,7:04.0,,Personal foul by D. Cousins (drawn by K. Lowry),66,64
233,3,6:57.0,,K. Lowry misses 2-pt jump shot from 18 ft,66,64
234,3,6:56.0,,Offensive rebound by J. Valančiūnas,66,64
235,3,6:55.0,,J. Valančiūnas misses 2-pt tip-in at rim,66,64
236,3,6:55.0,,Offensive rebound by J. Valančiūnas,66,64
237,3,6:55.0,,J. Valančiūnas makes 2-pt hook shot at rim,66,66
238,3,6:55.0,,Shooting foul by D. Cousins (drawn by J. Valančiūnas),66,66
239,3,6:55.0,C. Landry enters the game for D. Cousins,,66,66
240,3,6:55.0,,J. Valančiūnas makes free throw 1 of 1,66,67
241,3,6:42.0,R. Gay misses 2-pt jump shot from 19 ft,,66,67
242,3,6:41.0,,Defensive rebound by G. Vásquez,66,67
243,3,6:33.0,,G. Vásquez makes 3-pt jump shot from 26 ft (assist by K. Lowry),66,70
244,3,6:32.0,Sacramento full timeout,,66,70
245,3,6:09.0,J. Thompson misses 2-pt jump shot from 21 ft,,66,70
246,3,6:08.0,,Defensive rebound by D. DeRozan,66,70
247,3,5:59.0,,G. Vásquez makes 3-pt jump shot from 23 ft (assist by D. DeRozan),66,73
248,3,5:50.0,D. Collison misses 3-pt jump shot from 26 ft,,66,73
249,3,5:49.0,,Defensive rebound by D. DeRozan,66,73
250,3,5:43.0,Offensive charge foul by D. DeRozan (drawn by R. Gay),,66,73
251,3,5:43.0,,Turnover by D. DeRozan (offensive foul),66,73
252,3,5:26.0,Shooting foul by K. Lowry (drawn by C. Landry),,66,73
253,3,5:26.0,C. Landry misses free throw 1 of 2,,66,73
254,3,5:26.0,Offensive rebound by Team,,66,73
255,3,5:26.0,C. Landry makes free throw 2 of 2,,67,73
256,3,5:06.0,,J. Valančiūnas makes 2-pt hook shot from 4 ft (assist by G. Vásquez),67,75
257,3,4:48.0,C. Landry makes 2-pt jump shot from 15 ft (assist by R. Gay),,69,75
258,3,4:32.0,,K. Lowry makes 2-pt jump shot from 15 ft,69,77
259,3,4:10.0,R. Gay makes 2-pt jump shot from 8 ft,,71,77
260,3,3:58.0,,A. Johnson misses 3-pt jump shot from 25 ft,71,77
261,3,3:57.0,,Offensive rebound by Team,71,77
262,3,3:57.0,Loose ball foul by J. Thompson (drawn by J. Valančiūnas),,71,77
263,3,3:57.0,,L. Williams enters the game for G. Vásquez,71,77
264,3,3:57.0,R. Sessions enters the game for D. Collison,,71,77
265,3,3:57.0,N. Stauskas enters the game for B. McLemore,,71,77
266,3,3:57.0,,P. Patterson enters the game for A. Johnson,71,77
267,3,3:43.0,,D. DeRozan misses 2-pt jump shot from 4 ft,71,77
268,3,3:42.0,Defensive rebound by C. Landry,,71,77
269,3,3:29.0,Turnover by R. Gay (lost ball; steal by P. Patterson),,71,77
270,3,3:24.0,,L. Williams makes 3-pt jump shot from 24 ft (assist by K. Lowry),71,80
271,3,3:08.0,Personal foul by D. DeRozan (drawn by R. Gay),,71,80
272,3,3:08.0,R. Gay misses free throw 1 of 2,,71,80
273,3,3:08.0,Offensive rebound by Team,,71,80
274,3,3:08.0,R. Gay makes free throw 2 of 2,,72,80
275,3,2:52.0,,D. DeRozan misses 2-pt jump shot from 15 ft,72,80
276,3,2:51.0,Defensive rebound by C. Landry,,72,80
277,3,2:33.0,C. Landry misses 2-pt jump shot from 16 ft,,72,80
278,3,2:32.0,,Defensive rebound by K. Lowry,72,80
279,3,2:27.0,,K. Lowry makes 2-pt jump shot from 5 ft,72,82
280,3,2:11.0,C. Landry misses 2-pt jump shot from 20 ft,,72,82
281,3,2:10.0,,Defensive rebound by J. Valančiūnas,72,82
282,3,1:59.0,,Shooting foul by R. Gay (drawn by J. Valančiūnas),72,82
283,3,1:59.0,,Toronto full timeout,72,82
284,3,1:59.0,,T. Ross enters the game for D. DeRozan,72,82
285,3,1:59.0,,J. Valančiūnas makes free throw 1 of 2,72,83
286,3,1:59.0,,J. Valančiūnas makes free throw 2 of 2,72,84
287,3,1:49.0,C. Landry misses 2-pt jump shot from 3 ft,,72,84
288,3,1:47.0,,Defensive rebound by J. Valančiūnas,72,84
289,3,1:44.0,,Turnover by L. Williams (bad pass; steal by R. Sessions),72,84
290,3,1:35.0,,Violation by T. Ross (kicked ball),72,84
291,3,1:35.0,,T. Hansbrough enters the game for J. Valančiūnas,72,84
292,3,1:26.0,N. Stauskas misses 2-pt jump shot from 17 ft,,72,84
293,3,1:25.0,,Defensive rebound by T. Hansbrough,72,84
294,3,1:17.0,,K. Lowry makes 3-pt jump shot from 25 ft,72,87
295,3,1:01.0,J. Thompson misses 2-pt jump shot from 20 ft,,72,87
296,3,1:00.0,Offensive rebound by C. Landry,,72,87
297,3,0:58.0,C. Landry misses 2-pt jump shot from 6 ft,,72,87
298,3,0:57.0,,Defensive rebound by T. Hansbrough,72,87
299,3,0:50.0,,L. Williams makes 3-pt jump shot from 26 ft (assist by K. Lowry),72,90
300,3,0:50.0,Sacramento full timeout,,72,90
301,3,0:50.0,D. Williams enters the game for C. Landry,,72,90
302,3,0:39.0,Personal block foul by P. Patterson (drawn by R. Sessions),,72,90
303,3,0:39.0,R. Sessions makes free throw 1 of 2,,73,90
304,3,0:39.0,R. Sessions makes free throw 2 of 2,,74,90
305,3,0:30.0,,K. Lowry misses 3-pt jump shot from 26 ft,74,90
306,3,0:29.0,Defensive rebound by Team,,74,90
307,3,0:18.0,R. Gay makes 2-pt dunk at rim (assist by R. Sessions),,76,90
308,3,0:01.0,,T. Ross makes 3-pt jump shot from 24 ft (assist by K. Lowry),76,93
309,4,11:48.0,D. Cousins makes 2-pt layup from 2 ft,,78,93
310,4,11:48.0,Shooting foul by T. Hansbrough (drawn by D. Cousins),,78,93
311,4,11:48.0,D. Cousins misses free throw 1 of 1,,78,93
312,4,11:47.0,,Defensive rebound by T. Hansbrough,78,93
313,4,11:29.0,,P. Patterson misses 3-pt jump shot from 25 ft,78,93
314,4,11:28.0,Defensive rebound by D. Cousins,,78,93
315,4,11:13.0,D. Williams misses 3-pt jump shot from 25 ft,,78,93
316,4,11:12.0,,Defensive rebound by L. Williams,78,93
317,4,11:02.0,,L. Williams makes 3-pt jump shot from 22 ft,78,96
318,4,10:46.0,Turnover by D. Cousins (lost ball; steal by T. Hansbrough),,78,96
319,4,10:40.0,,L. Williams misses 3-pt jump shot from 25 ft,78,96
320,4,10:39.0,Defensive rebound by D. Williams,,78,96
321,4,10:27.0,B. McLemore makes 3-pt jump shot from 22 ft (assist by D. Cousins),,81,96
322,4,10:07.0,,L. Williams misses 2-pt jump shot from 5 ft,81,96
323,4,10:06.0,Defensive rebound by Team,,81,96
324,4,10:06.0,,C. Hayes enters the game for T. Hansbrough,81,96
325,4,9:53.0,D. Williams misses 2-pt layup from 2 ft,,81,96
326,4,9:52.0,,Defensive rebound by C. Hayes,81,96
327,4,9:29.0,,L. Williams misses 3-pt jump shot from 27 ft,81,96
328,4,9:28.0,Defensive rebound by B. McLemore,,81,96
329,4,9:24.0,D. Williams makes 2-pt dunk at rim (assist by B. McLemore),,83,96
330,4,8:58.0,,G. Vásquez makes 2-pt layup from 4 ft,83,98
331,4,8:48.0,Personal block foul by L. Williams (drawn by D. Collison),,83,98
332,4,8:48.0,Official timeout,,83,98
333,4,8:40.0,Turnover by D. Cousins (lost ball; steal by L. Williams),,83,98
334,4,8:15.0,,P. Patterson misses 2-pt jump shot from 18 ft,83,98
335,4,8:14.0,Defensive rebound by R. Sessions,,83,98
336,4,8:03.0,Shooting block foul by C. Hayes (drawn by R. Sessions),,83,98
337,4,8:03.0,R. Sessions makes free throw 1 of 2,,84,98
338,4,8:03.0,R. Sessions makes free throw 2 of 2,,85,98
339,4,7:46.0,,L. Williams makes 2-pt jump shot from 15 ft,85,100
340,4,7:25.0,Turnover by D. Cousins (bad pass; steal by L. Williams),,85,100
341,4,7:21.0,,T. Ross makes 2-pt jump shot from 1 ft (assist by G. Vásquez),85,102
342,4,7:21.0,,Shooting foul by B. McLemore (drawn by T. Ross),85,102
343,4,7:21.0,,K. Lowry enters the game for G. Vásquez,85,102
344,4,7:21.0,,T. Ross makes free throw 1 of 1,85,103
345,4,7:12.0,D. Collison makes 3-pt jump shot from 25 ft,,88,103
346,4,6:58.0,,Shooting foul by R. Sessions (drawn by L. Williams),88,103
347,4,6:58.0,,L. Williams makes free throw 1 of 2,88,104
348,4,6:58.0,,D. DeRozan enters the game for T. Ross,88,104
349,4,6:58.0,R. Gay enters the game for R. Sessions,,88,104
350,4,6:58.0,,L. Williams makes free throw 2 of 2,88,105
351,4,6:49.0,Shooting foul by P. Patterson (drawn by D. Williams),,88,105
352,4,6:49.0,D. Williams makes free throw 1 of 2,,89,105
353,4,6:49.0,D. Williams makes free throw 2 of 2,,90,105
354,4,6:35.0,,P. Patterson makes 3-pt jump shot from 25 ft (assist by K. Lowry),90,108
355,4,6:17.0,Turnover by B. McLemore (bad pass; steal by P. Patterson),,90,108
356,4,6:11.0,,Shooting foul by R. Gay (drawn by L. Williams),90,108
357,4,6:11.0,,L. Williams makes free throw 1 of 2,90,109
358,4,6:11.0,,L. Williams makes free throw 2 of 2,90,110
359,4,5:53.0,R. Gay misses 2-pt jump shot from 18 ft,,90,110
360,4,5:52.0,,Defensive rebound by P. Patterson,90,110
361,4,5:47.0,,Personal block foul by B. McLemore (drawn by K. Lowry),90,110
362,4,5:47.0,,Toronto full timeout,90,110
363,4,5:47.0,N. Stauskas enters the game for B. McLemore,,90,110
364,4,5:47.0,C. Landry enters the game for D. Williams,,90,110
365,4,5:38.0,,Turnover by K. Lowry (bad pass; steal by N. Stauskas),90,110
366,4,5:28.0,N. Stauskas misses 3-pt jump shot from 27 ft,,90,110
367,4,5:27.0,,Defensive rebound by L. Williams,90,110
368,4,5:22.0,,P. Patterson makes 2-pt dunk at rim (assist by L. Williams),90,112
369,4,5:15.0,Personal foul by D. DeRozan (drawn by C. Landry),,90,112
370,4,5:15.0,C. Landry makes free throw 1 of 2,,91,112
371,4,5:15.0,R. Hollins enters the game for D. Cousins,,91,112
372,4,5:15.0,B. McLemore enters the game for R. Gay,,91,112
373,4,5:15.0,R. McCallum enters the game for D. Collison,,91,112
374,4,5:15.0,,J. Valančiūnas enters the game for C. Hayes,91,112
375,4,5:15.0,C. Landry makes free throw 2 of 2,,92,112
376,4,5:01.0,,L. Williams makes 2-pt jump shot from 20 ft (assist by K. Lowry),92,114
377,4,4:40.0,Personal foul by D. DeRozan (drawn by C. Landry),,92,114
