,QUARTER,TIME_REMAINING,MIAMI_ACTION,MEMPHIS_ACTION,MIAMI_SCORE,MEMPHIS_SCORE
79,1,0:38.0,Offensive rebound by D. Wade,,23,26
80,1,0:37.0,D. Wade makes 2-pt jump shot from 4 ft,,25,26
81,1,0:19.0,,M. Gasol misses 2-pt layup from 2 ft,25,26
82,1,0:18.0,,Offensive rebound by J. Leuer,25,26
83,1,0:17.0,,J. Leuer makes 2-pt jump shot from 12 ft,25,28
84,1,0:17.0,,Violation by Team (delay of game),25,28
85,1,0:17.0,,Technical foul by M. Gasol,25,28
86,1,0:17.0,M. Chalmers makes technical free throw,,26,28
87,1,0:17.0,,T. Allen enters the game for J. Leuer,26,28
88,1,0:03.0,Personal take foul by T. Allen (drawn by D. Wade),,26,28
89,1,0:01.0,D. Wade misses 2-pt jump shot from 21 ft,,26,28
90,1,0:00.0,,Defensive rebound by T. Allen,26,28
91,2,11:35.0,,B. Udrih misses 2-pt jump shot from 16 ft,26,28
92,2,11:34.0,Defensive rebound by S. Williams,,26,28
93,2,11:26.0,Turnover by D. Wade (lost ball; steal by J. Leuer),,26,28
94,2,11:25.0,,Personal foul by D. Wade (drawn by C. Lee),26,28
95,2,11:10.0,,J. Leuer misses 2-pt layup from 2 ft (block by S. Williams),26,28
96,2,11:09.0,,Offensive rebound by J. Leuer,26,28
97,2,11:09.0,,Shooting foul by S. Williams (drawn by J. Leuer),26,28
98,2,11:09.0,,J. Leuer makes free throw 1 of 2,26,29
99,2,11:09.0,,Q. Pondexter enters the game for T. Prince,26,29
100,2,11:09.0,,J. Leuer makes free throw 2 of 2,26,30
101,2,10:46.0,S. Napier misses 3-pt jump shot from 25 ft,,26,30
102,2,10:45.0,,Defensive rebound by B. Udrih,26,30
103,2,10:36.0,,C. Lee makes 3-pt jump shot from 26 ft (assist by B. Udrih),26,33
104,2,10:30.0,D. Wade misses 2-pt layup at rim,,26,33
105,2,10:28.0,Offensive rebound by Team,,26,33
106,2,10:15.0,S. Williams makes 2-pt jump shot from 12 ft,,28,33
107,2,9:49.0,,J. Leuer misses 2-pt jump shot from 19 ft,28,33
108,2,9:48.0,Defensive rebound by U. Haslem,,28,33
109,2,9:40.0,D. Wade makes 2-pt layup at rim,,30,33
110,2,9:16.0,,Turnover by B. Udrih (traveling),30,33
111,2,9:04.0,Turnover by D. Wade (bad pass),,30,33
112,2,8:52.0,,J. Leuer makes 3-pt jump shot from 25 ft (assist by B. Udrih),30,36
113,2,8:33.0,S. Williams misses 2-pt layup at rim,,30,36
114,2,8:31.0,Offensive rebound by S. Williams,,30,36
115,2,8:30.0,S. Williams makes 2-pt layup at rim,,32,36
116,2,8:13.0,,J. Leuer makes 2-pt jump shot from 17 ft (assist by Q. Pondexter),32,38
117,2,8:01.0,Personal foul by Q. Pondexter (drawn by D. Wade),,32,38
118,2,8:01.0,Official timeout,,32,38
119,2,8:01.0,J. Ennis enters the game for M. Chalmers,,32,38
120,2,7:44.0,S. Williams misses 3-pt jump shot from 23 ft,,32,38
121,2,7:42.0,,Defensive rebound by K. Koufos,32,38
122,2,7:33.0,,C. Lee makes 2-pt layup at rim,32,40
123,2,7:06.0,D. Wade misses 2-pt jump shot from 20 ft,,32,40
124,2,7:05.0,,Defensive rebound by J. Leuer,32,40
125,2,6:44.0,,B. Udrih makes 2-pt jump shot from 11 ft,32,42
126,2,6:43.0,Miami full timeout,,32,42
127,2,6:43.0,J. McRoberts enters the game for U. Haslem,,32,42
128,2,6:43.0,N. Cole enters the game for S. Napier,,32,42
129,2,6:43.0,C. Bosh enters the game for S. Williams,,32,42
130,2,6:29.0,Shooting foul by J. Leuer (drawn by D. Wade),,32,42
131,2,6:29.0,D. Wade makes free throw 1 of 2,,33,42
132,2,6:29.0,D. Wade misses free throw 2 of 2,,33,42
133,2,6:28.0,,Defensive rebound by Q. Pondexter,33,42
134,2,6:05.0,,Turnover by Team (shot clock),33,42
135,2,5:48.0,D. Wade makes 2-pt jump shot from 17 ft,,35,42
136,2,5:31.0,,Q. Pondexter misses 3-pt jump shot from 25 ft,35,42
137,2,5:30.0,Defensive rebound by Team,,35,42
138,2,5:30.0,,M. Conley enters the game for B. Udrih,35,42
139,2,5:08.0,C. Bosh makes 2-pt jump shot from 12 ft (assist by J. McRoberts),,37,42
140,2,4:53.0,,Q. Pondexter misses 3-pt jump shot from 23 ft,37,42
141,2,4:52.0,Defensive rebound by C. Bosh,,37,42
142,2,4:46.0,J. Ennis makes 3-pt jump shot from 26 ft (assist by N. Cole),,40,42
143,2,4:38.0,,Memphis full timeout,40,42
144,2,4:38.0,,Z. Randolph enters the game for J. Leuer,40,42
145,2,4:38.0,,T. Prince enters the game for Q. Pondexter,40,42
146,2,4:38.0,M. Chalmers enters the game for D. Wade,,40,42
147,2,4:19.0,,M. Conley makes 2-pt jump shot from 9 ft,40,44
148,2,4:05.0,M. Chalmers makes 2-pt layup from 1 ft,,42,44
149,2,3:46.0,,Z. Randolph makes 2-pt layup at rim,42,46
150,2,3:22.0,C. Bosh makes 2-pt jump shot from 11 ft,,44,46
151,2,3:02.0,,Z. Randolph misses 2-pt jump shot from 20 ft,44,46
152,2,3:01.0,Defensive rebound by M. Chalmers,,44,46
153,2,2:52.0,N. Cole misses 2-pt layup at rim (block by K. Koufos),,44,46
154,2,2:50.0,,Defensive rebound by Z. Randolph,44,46
155,2,2:44.0,,C. Lee makes 2-pt jump shot from 17 ft,44,48
156,2,2:14.0,N. Cole misses 3-pt jump shot from 29 ft,,44,48
157,2,2:13.0,,Defensive rebound by K. Koufos,44,48
158,2,2:03.0,,Z. Randolph makes 2-pt layup at rim (assist by M. Conley),44,50
159,2,2:02.0,Miami full timeout,,44,50
160,2,2:02.0,,T. Allen enters the game for C. Lee,44,50
161,2,2:02.0,,M. Gasol enters the game for K. Koufos,44,50
162,2,2:02.0,D. Wade enters the game for J. Ennis,,44,50
163,2,1:46.0,D. Wade makes 2-pt layup from 1 ft (assist by J. McRoberts),,46,50
164,2,1:23.0,,Turnover by M. Conley (bad pass; steal by D. Wade),46,50
165,2,1:21.0,Turnover by D. Wade (bad pass; steal by Z. Randolph),,46,50
166,2,1:13.0,,T. Allen makes 2-pt layup at rim (assist by Z. Randolph),46,52
167,2,1:03.0,Personal foul by T. Allen (drawn by D. Wade),,46,52
168,2,0:53.0,Turnover by C. Bosh (bad pass),,46,52
169,2,0:39.0,,Z. Randolph makes 2-pt layup from 2 ft (assist by M. Gasol),46,54
170,2,0:39.0,,Shooting foul by J. McRoberts (drawn by Z. Randolph),46,54
171,2,0:39.0,,Z. Randolph makes free throw 1 of 1,46,55
172,2,0:22.0,D. Wade makes 2-pt layup at rim (assist by C. Bosh),,48,55
173,2,0:14.0,,Memphis full timeout,48,55
174,2,0:14.0,U. Haslem enters the game for J. McRoberts,,48,55
175,2,0:14.0,,C. Lee enters the game for T. Allen,48,55
176,2,0:02.0,,C. Lee misses 2-pt jump shot from 14 ft,48,55
177,2,0:01.0,Defensive rebound by D. Wade,,48,55
178,3,11:43.0,,M. Gasol makes 2-pt jump shot from 10 ft (assist by Z. Randolph),48,57
179,3,11:18.0,J. McRoberts misses 3-pt jump shot from 25 ft,,48,57
180,3,11:17.0,Offensive rebound by L. Deng,,48,57
181,3,11:07.0,C. Bosh misses 2-pt jump shot from 17 ft,,48,57
182,3,11:06.0,,Defensive rebound by Z. Randolph,48,57
183,3,10:51.0,,M. Gasol misses 2-pt jump shot from 18 ft,48,57
184,3,10:50.0,Defensive rebound by J. McRoberts,,48,57
185,3,10:38.0,L. Deng misses 2-pt layup from 1 ft,,48,57
186,3,10:37.0,,Defensive rebound by M. Gasol,48,57
187,3,10:20.0,,Z. Randolph misses 2-pt layup from 1 ft (block by C. Bosh),48,57
188,3,10:20.0,,Offensive rebound by Team,48,57
189,3,10:18.0,,C. Lee makes 2-pt jump shot from 12 ft (assist by T. Allen),48,59
190,3,9:53.0,L. Deng misses 2-pt jump shot from 6 ft,,48,59
191,3,9:52.0,Offensive rebound by L. Deng,,48,59
192,3,9:51.0,L. Deng misses 2-pt layup from 1 ft,,48,59
193,3,9:49.0,,Defensive rebound by Z. Randolph,48,59
194,3,9:36.0,,Turnover by M. Gasol (bad pass; steal by N. Cole),48,59
195,3,9:30.0,N. Cole makes 2-pt layup from 1 ft,,50,59
196,3,9:11.0,,Personal foul by J. McRoberts (drawn by Z. Randolph),50,59
197,3,9:04.0,,M. Conley makes 2-pt jump shot from 21 ft,50,61
198,3,8:40.0,C. Bosh misses 3-pt jump shot from 23 ft,,50,61
199,3,8:39.0,Offensive rebound by J. McRoberts,,50,61
200,3,8:30.0,L. Deng makes 2-pt layup at rim (assist by D. Wade),,52,61
201,3,8:30.0,,Memphis full timeout,52,61
202,3,8:13.0,,C. Lee makes 3-pt jump shot from 23 ft (assist by M. Gasol),52,64
203,3,7:59.0,,Violation by M. Conley (kicked ball),52,64
204,3,7:52.0,D. Wade makes 2-pt jump shot from 6 ft (assist by J. McRoberts),,54,64
205,3,7:35.0,,Turnover by M. Conley (bad pass; steal by C. Bosh),54,64
206,3,7:30.0,J. McRoberts makes 2-pt dunk at rim (assist by D. Wade),,56,64
207,3,7:09.0,,Z. Randolph makes 2-pt jump shot from 12 ft,56,66
208,3,6:55.0,Turnover by J. McRoberts (bad pass),,56,66
209,3,6:31.0,,C. Lee makes 3-pt jump shot from 28 ft,56,69
210,3,6:29.0,Miami full timeout,,56,69
211,3,6:17.0,C. Bosh misses 2-pt jump shot from 20 ft,,56,69
212,3,6:16.0,,Defensive rebound by M. Gasol,56,69
213,3,6:02.0,,M. Conley makes 2-pt jump shot from 12 ft,56,71
214,3,5:43.0,D. Wade makes 2-pt jump shot from 19 ft (assist by J. McRoberts),,58,71
215,3,5:43.0,Shooting foul by T. Allen (drawn by D. Wade),,58,71
216,3,5:43.0,D. Wade makes free throw 1 of 1,,59,71
217,3,5:24.0,,M. Gasol misses 2-pt jump shot from 10 ft,59,71
218,3,5:23.0,Defensive rebound by N. Cole,,59,71
219,3,5:07.0,C. Bosh makes 2-pt hook shot from 6 ft,,61,71
220,3,4:41.0,,Turnover by M. Gasol (lost ball; steal by C. Bosh),61,71
221,3,4:35.0,N. Cole misses 2-pt layup from 2 ft,,61,71
222,3,4:33.0,Offensive rebound by J. McRoberts,,61,71
223,3,4:30.0,L. Deng makes 2-pt layup from 1 ft (assist by D. Wade),,63,71
224,3,4:09.0,,M. Conley makes 3-pt jump shot from 26 ft (assist by C. Lee),63,74
225,3,3:51.0,Personal foul by C. Lee (drawn by L. Deng),,63,74
226,3,3:51.0,M. Chalmers enters the game for D. Wade,,63,74
227,3,3:51.0,,T. Prince enters the game for T. Allen,63,74
228,3,3:42.0,J. McRoberts makes 3-pt jump shot from 25 ft (assist by N. Cole),,66,74
229,3,3:27.0,,Z. Randolph misses 2-pt layup from 1 ft,66,74
230,3,3:26.0,,Offensive rebound by Z. Randolph,66,74
231,3,3:26.0,,Z. Randolph misses 2-pt layup at rim,66,74
232,3,3:25.0,,Offensive rebound by Z. Randolph,66,74
233,3,3:25.0,,Z. Randolph makes 2-pt layup at rim,66,76
234,3,3:02.0,M. Chalmers makes 2-pt jump shot from 17 ft (assist by C. Bosh),,68,76
235,3,2:51.0,,Personal foul by J. McRoberts (drawn by Z. Randolph),68,76
236,3,2:51.0,,K. Koufos enters the game for M. Gasol,68,76
237,3,2:51.0,U. Haslem enters the game for J. McRoberts,,68,76
238,3,2:40.0,,Z. Randolph makes 2-pt hook shot from 6 ft,68,78
239,3,2:25.0,Personal foul by K. Koufos (drawn by M. Chalmers),,68,78
240,3,2:15.0,Turnover by M. Chalmers (lost ball; steal by C. Lee),,68,78
241,3,1:54.0,,Z. Randolph misses 2-pt jump shot from 21 ft,68,78
242,3,1:53.0,Defensive rebound by U. Haslem,,68,78
243,3,1:42.0,L. Deng makes 3-pt jump shot from 23 ft (assist by N. Cole),,71,78
244,3,1:31.0,,M. Conley makes 2-pt layup at rim,71,80
245,3,1:16.0,Personal foul by K. Koufos (drawn by U. Haslem),,71,80
246,3,1:16.0,,B. Udrih enters the game for M. Conley,71,80
247,3,1:16.0,S. Napier enters the game for N. Cole,,71,80
248,3,1:05.0,C. Bosh makes 2-pt jump shot from 16 ft,,73,80
249,3,0:42.0,,K. Koufos makes 2-pt jump shot from 19 ft (assist by B. Udrih),73,82
250,3,0:30.0,M. Chalmers misses 2-pt jump shot from 4 ft,,73,82
251,3,0:25.0,Offensive rebound by U. Haslem,,73,82
252,3,0:25.0,U. Haslem misses 2-pt layup from 1 ft (block by K. Koufos),,73,82
253,3,0:25.0,Offensive rebound by U. Haslem,,73,82
254,3,0:23.0,M. Chalmers makes 2-pt jump shot from 12 ft (assist by U. Haslem),,75,82
255,3,0:05.0,,Z. Randolph misses 2-pt jump shot from 7 ft,75,82
256,3,0:04.0,Defensive rebound by L. Deng,,75,82
257,3,0:01.0,M. Chalmers misses 3-pt jump shot from 43 ft,,75,82
258,3,0:00.0,Offensive rebound by Team,,75,82
259,4,11:44.0,D. Wade misses 2-pt jump shot from 12 ft,,75,82
260,4,11:42.0,,Defensive rebound by B. Udrih,75,82
261,4,11:35.0,,Turnover by K. Koufos (bad pass),75,82
262,4,11:35.0,S. Williams enters the game for C. Bosh,,75,82
263,4,11:13.0,M. Chalmers misses 2-pt layup from 1 ft,,75,82
264,4,11:10.0,,Defensive rebound by Q. Pondexter,75,82
265,4,11:02.0,,Turnover by J. Leuer (bad pass; steal by M. Chalmers),75,82
266,4,10:56.0,D. Wade makes 2-pt layup at rim (assist by M. Chalmers),,77,82
267,4,10:32.0,,K. Koufos misses 2-pt hook shot from 7 ft,77,82
268,4,10:31.0,Defensive rebound by S. Williams,,77,82
269,4,10:13.0,U. Haslem misses 2-pt layup from 1 ft,,77,82
270,4,10:12.0,,Defensive rebound by J. Leuer,77,82
271,4,10:06.0,,Turnover by B. Udrih (bad pass; steal by M. Chalmers),77,82
272,4,10:03.0,D. Wade makes 2-pt dunk at rim (assist by M. Chalmers),,79,82
273,4,10:02.0,,Memphis full timeout,79,82
274,4,10:02.0,,T. Allen enters the game for Q. Pondexter,79,82
275,4,9:52.0,,J. Leuer misses 2-pt jump shot from 20 ft,79,82
276,4,9:50.0,Defensive rebound by S. Napier,,79,82
277,4,9:33.0,D. Wade misses 2-pt jump shot from 21 ft,,79,82
278,4,9:32.0,,Defensive rebound by J. Leuer,79,82
279,4,9:18.0,,Shooting foul by S. Williams (drawn by T. Allen),79,82
280,4,9:18.0,,T. Allen misses free throw 1 of 2,79,82
281,4,9:18.0,,Offensive rebound by Team,79,82
282,4,9:18.0,,T. Allen makes free throw 2 of 2,79,83
283,4,8:59.0,S. Williams misses 3-pt jump shot from 22 ft,,79,83
284,4,8:58.0,,Defensive rebound by T. Allen,79,83
285,4,8:54.0,,Shooting foul by D. Wade (drawn by J. Leuer),79,83
286,4,8:54.0,,J. Leuer makes free throw 1 of 2,79,84
287,4,8:54.0,,J. Leuer makes free throw 2 of 2,79,85
288,4,8:38.0,S. Williams misses 3-pt jump shot from 23 ft,,79,85
289,4,8:37.0,,Defensive rebound by T. Allen,79,85
290,4,8:29.0,,T. Prince makes 3-pt jump shot from 24 ft (assist by T. Allen),79,88
291,4,8:28.0,Miami full timeout,,79,88
292,4,8:08.0,Personal foul by K. Koufos (drawn by S. Napier),,79,88
293,4,7:57.0,Turnover by D. Wade (lost ball; steal by T. Allen),,79,88
294,4,7:53.0,,J. Leuer misses 2-pt dunk at rim,79,88
295,4,7:50.0,,Offensive rebound by T. Allen,79,88
296,4,7:48.0,,T. Allen makes 2-pt layup from 2 ft,79,90
297,4,7:34.0,M. Chalmers makes 2-pt layup at rim,,81,90
298,4,7:11.0,,T. Allen misses 2-pt layup at rim,81,90
299,4,7:08.0,Defensive rebound by U. Haslem,,81,90
300,4,7:08.0,Personal foul by T. Allen (drawn by M. Chalmers),,81,90
301,4,7:08.0,C. Bosh enters the game for U. Haslem,,81,90
302,4,6:49.0,C. Bosh misses 2-pt jump shot from 10 ft,,81,90
303,4,6:48.0,,Defensive rebound by J. Leuer,81,90
304,4,6:32.0,,J. Leuer makes 3-pt jump shot from 23 ft (assist by B. Udrih),81,93
305,4,6:15.0,Personal foul by T. Allen (drawn by M. Chalmers),,81,93
306,4,6:15.0,L. Deng enters the game for S. Williams,,81,93
307,4,6:15.0,J. McRoberts enters the game for S. Napier,,81,93
308,4,6:05.0,Turnover by J. McRoberts (bad pass; steal by T. Allen),,81,93
309,4,6:01.0,,Turnover by T. Allen (lost ball; steal by M. Chalmers),81,93
310,4,5:49.0,Shooting foul by K. Koufos (drawn by D. Wade),,81,93
311,4,5:49.0,,Technical foul by K. Koufos,81,93
312,4,5:49.0,Technical foul by D. Wade,,81,93
313,4,5:49.0,D. Wade misses free throw 1 of 2,,81,93
314,4,5:49.0,Offensive rebound by Team,,81,93
315,4,5:49.0,,C. Lee enters the game for T. Allen,81,93
316,4,5:49.0,,M. Gasol enters the game for K. Koufos,81,93
317,4,5:49.0,D. Wade makes free throw 2 of 2,,82,93
318,4,5:31.0,,T. Prince misses 2-pt jump shot from 14 ft,82,93
319,4,5:30.0,Defensive rebound by L. Deng,,82,93
320,4,5:18.0,Turnover by J. McRoberts (bad pass; steal by J. Leuer),,82,93
321,4,5:18.0,,Personal foul by M. Chalmers (drawn by B. Udrih),82,93
322,4,5:02.0,,Personal foul by M. Chalmers (drawn by J. Leuer),82,93
323,4,4:55.0,,J. Leuer makes 2-pt jump shot from 13 ft (assist by B. Udrih),82,95
324,4,4:39.0,C. Bosh misses 2-pt jump shot from 19 ft,,82,95
325,4,4:38.0,,Defensive rebound by J. Leuer,82,95
326,4,4:18.0,,B. Udrih makes 2-pt jump shot from 19 ft,82,97
327,4,4:16.0,Miami full timeout,,82,97
328,4,4:06.0,Turnover by D. Wade (bad pass; steal by C. Lee),,82,97
329,4,4:01.0,,J. Leuer makes 2-pt dunk at rim (assist by C. Lee),82,99
330,4,3:44.0,J. McRoberts misses 2-pt layup from 1 ft (block by M. Gasol),,82,99
331,4,3:42.0,Offensive rebound by J. McRoberts,,82,99
332,4,3:42.0,J. McRoberts makes 2-pt tip-in at rim,,84,99
333,4,3:29.0,,Turnover by B. Udrih (bad pass; steal by M. Chalmers),84,99
334,4,3:24.0,M. Chalmers misses 2-pt layup at rim,,84,99
335,4,3:22.0,,Defensive rebound by M. Gasol,84,99
336,4,3:02.0,,T. Prince misses 3-pt jump shot from 22 ft,84,99
337,4,3:02.0,Defensive rebound by L. Deng,,84,99
338,4,2:51.0,D. Wade misses 2-pt jump shot from 17 ft,,84,99
339,4,2:49.0,,Defensive rebound by T. Prince,84,99
340,4,2:27.0,,M. Gasol misses 2-pt jump shot from 19 ft,84,99
341,4,2:27.0,,Offensive rebound by Team,84,99
342,4,2:27.0,,Turnover by Team (shot clock),84,99
343,4,2:27.0,,M. Conley enters the game for B. Udrih,84,99
344,4,2:20.0,M. Chalmers misses 3-pt jump shot from 25 ft,,84,99
345,4,2:18.0,,Defensive rebound by J. Leuer,84,99
346,4,2:03.0,,M. Conley makes 2-pt layup from 1 ft,84,101
347,4,1:51.0,D. Wade misses 2-pt jump shot from 19 ft,,84,101
348,4,1:50.0,,Defensive rebound by J. Leuer,84,101
349,4,1:25.0,,C. Lee misses 2-pt jump shot from 17 ft,84,101
350,4,1:23.0,Defensive rebound by M. Chalmers,,84,101
351,4,1:13.0,M. Chalmers makes 3-pt jump shot from 25 ft (assist by D. Wade),,87,101
352,4,1:13.0,,Memphis full timeout,87,101
353,4,1:13.0,J. Hamilton enters the game for L. Deng,,87,101
354,4,1:13.0,J. Ennis enters the game for J. McRoberts,,87,101
355,4,1:13.0,H. Whiteside enters the game for C. Bosh,,87,101
356,4,1:13.0,S. Napier enters the game for D. Wade,,87,101
357,4,1:13.0,,J. Stokes enters the game for M. Gasol,87,101
358,4,1:13.0,,N. Calathes enters the game for M. Conley,87,101
359,4,0:56.0,,J. Leuer misses 3-pt jump shot from 22 ft,87,101
360,4,0:55.0,Defensive rebound by M. Chalmers,,87,101
361,4,0:47.0,Turnover by M. Chalmers (lost ball),,87,101
362,4,0:24.0,,T. Prince makes 2-pt jump shot from 17 ft,87,103
