,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,GOLDEN STATE_ACTION,CLEVELAND_SCORE,GOLDEN STATE_SCORE
389,4,4:37.0,,Offensive rebound by M. Speights,89,95
390,4,4:27.0,,Golden State full timeout,89,95
391,4,4:19.0,,D. Green makes 2-pt jump shot from 10 ft (assist by S. Curry),89,97
392,4,4:03.0,Shooting foul by M. Speights (drawn by T. Thompson),,89,97
393,4,4:03.0,,A. Bogut enters the game for M. Speights,89,97
394,4,4:03.0,T. Thompson makes free throw 1 of 2,,90,97
395,4,4:03.0,T. Thompson misses free throw 2 of 2,,90,97
396,4,4:01.0,,Defensive rebound by Team,90,97
397,4,3:39.0,,K. Thompson misses 3-pt jump shot from 25 ft,90,97
398,4,3:38.0,,Offensive rebound by K. Thompson,90,97
399,4,3:38.0,,Shooting foul by J. Jones (drawn by K. Thompson),90,97
400,4,3:38.0,,K. Thompson makes free throw 1 of 2,90,98
401,4,3:38.0,,K. Thompson makes free throw 2 of 2,90,99
402,4,3:19.0,T. Thompson misses 2-pt jump shot from 10 ft,,90,99
403,4,3:18.0,,Defensive rebound by A. Bogut,90,99
404,4,3:12.0,,Shooting foul by K. Love (drawn by S. Curry),90,99
405,4,3:12.0,,S. Curry makes free throw 1 of 2,90,100
406,4,3:12.0,,S. Curry makes free throw 2 of 2,90,101
407,4,2:59.0,Shooting foul by A. Bogut (drawn by J. Smith),,90,101
408,4,2:59.0,J. Smith makes free throw 1 of 2,,91,101
409,4,2:59.0,J. Smith makes free throw 2 of 2,,92,101
410,4,2:42.0,,S. Curry misses 3-pt jump shot from 25 ft,92,101
411,4,2:40.0,Defensive rebound by K. Love,,92,101
412,4,2:30.0,Turnover by J. Smith (lost ball; steal by S. Curry),,92,101
413,4,2:22.0,,D. Green makes 2-pt layup from 1 ft (assist by S. Curry),92,103
414,4,2:10.0,J. Jones misses 3-pt jump shot from 22 ft,,92,103
415,4,2:09.0,,Defensive rebound by Team,92,103
416,4,2:09.0,Loose ball foul by T. Thompson (drawn by A. Bogut),,92,103
417,4,2:09.0,T. Mozgov enters the game for T. Thompson,,92,103
418,4,1:53.0,,D. Green makes 2-pt jump shot from 17 ft (assist by S. Curry),92,105
419,4,1:40.0,K. Irving makes 2-pt jump shot from 19 ft,,94,105
420,4,1:21.0,,A. Iguodala makes 3-pt jump shot from 23 ft (assist by S. Curry),94,108
421,4,1:09.0,K. Irving misses 2-pt layup from 2 ft,,94,108
422,4,1:08.0,,Defensive rebound by A. Iguodala,94,108
423,4,0:53.0,,S. Curry makes 2-pt jump shot from 3 ft,94,110
424,4,0:53.0,Cleveland full timeout,,94,110
425,4,0:53.0,B. Haywood enters the game for K. Love,,94,110
426,4,0:53.0,J. Harris enters the game for K. Irving,,94,110
427,4,0:53.0,M. Dellavedova enters the game for J. Jones,,94,110
428,4,0:53.0,,S. Livingston enters the game for S. Curry,94,110
429,4,0:53.0,,J. Holiday enters the game for K. Thompson,94,110
430,4,0:40.0,J. Smith misses 3-pt jump shot from 26 ft,,94,110
431,4,0:39.0,,Defensive rebound by A. Bogut,94,110
432,4,0:16.0,,J. Holiday makes 2-pt jump shot from 17 ft,94,112
433,4,0:05.0,M. Dellavedova misses 2-pt jump shot from 10 ft,,94,112
434,4,0:03.0,,Defensive rebound by D. Green,94,112
