,QUARTER,TIME_REMAINING,ATLANTA_ACTION,NEW ORLEANS_ACTION,ATLANTA_SCORE,NEW ORLEANS_SCORE
385,4,4:57.0,,T. Evans enters the game for Ö. Aşık,84,103
386,4,4:57.0,,A. Davis enters the game for J. Fredette,84,103
387,4,4:57.0,K. Bazemore enters the game for P. Millsap,,84,103
388,4,4:57.0,D. Schröder enters the game for K. Korver,,84,103
389,4,4:57.0,M. Muscala enters the game for J. Teague,,84,103
390,4,4:45.0,,A. Davis misses 2-pt jump shot from 17 ft,84,103
391,4,4:44.0,Defensive rebound by K. Bazemore,,84,103
392,4,4:32.0,K. Bazemore makes 2-pt jump shot from 6 ft (assist by D. Schröder),,86,103
393,4,4:13.0,,T. Evans makes 2-pt layup from 2 ft (assist by A. Davis),86,105
394,4,3:50.0,J. Jenkins misses 2-pt jump shot from 21 ft,,86,105
395,4,3:50.0,Offensive rebound by M. Muscala,,86,105
396,4,3:50.0,,Violation by A. Davis (def goaltending),86,105
397,4,3:50.0,M. Muscala makes 2-pt tip-in at rim,,88,105
398,4,3:35.0,,R. Anderson makes 2-pt jump shot from 21 ft (assist by E. Gordon),88,107
399,4,3:15.0,M. Scott makes 2-pt jump shot from 7 ft (assist by D. Schröder),,90,107
400,4,3:15.0,Shooting foul by Q. Pondexter (drawn by M. Scott),,90,107
401,4,3:15.0,M. Scott makes free throw 1 of 1,,91,107
402,4,3:00.0,,T. Evans misses 2-pt layup from 1 ft,91,107
403,4,2:59.0,,Offensive rebound by A. Davis,91,107
404,4,2:59.0,,A. Davis misses 2-pt tip-in from 1 ft,91,107
405,4,2:59.0,,Offensive rebound by Q. Pondexter,91,107
406,4,2:56.0,,Turnover by Q. Pondexter (lost ball),91,107
407,4,2:56.0,,New Orleans full timeout,91,107
408,4,2:56.0,,D. Cunningham enters the game for Q. Pondexter,91,107
409,4,2:37.0,M. Muscala makes 2-pt jump shot from 15 ft (assist by J. Jenkins),,93,107
410,4,2:14.0,,Shooting foul by K. Bazemore (drawn by A. Davis),93,107
411,4,2:14.0,,A. Davis makes free throw 1 of 2,93,108
412,4,2:14.0,,A. Davis makes free throw 2 of 2,93,109
413,4,2:00.0,K. Bazemore makes 2-pt layup from 2 ft,,95,109
414,4,1:43.0,,Turnover by R. Anderson (bad pass),95,109
415,4,1:25.0,Shooting foul by T. Evans (drawn by K. Bazemore),,95,109
416,4,1:25.0,K. Bazemore misses free throw 1 of 2,,95,109
417,4,1:25.0,Offensive rebound by Team,,95,109
418,4,1:25.0,K. Bazemore misses free throw 2 of 2,,95,109
419,4,1:24.0,,Defensive rebound by A. Davis,95,109
420,4,1:06.0,,R. Anderson makes 2-pt layup from 2 ft (assist by E. Gordon),95,111
421,4,1:06.0,,Shooting foul by M. Muscala (drawn by R. Anderson),95,111
422,4,1:06.0,,J. Withey enters the game for A. Davis,95,111
423,4,1:06.0,,J. Fredette enters the game for T. Evans,95,111
424,4,1:06.0,,N. Wolters enters the game for E. Gordon,95,111
425,4,1:06.0,,L. Babbitt enters the game for D. Cunningham,95,111
426,4,1:06.0,,R. Anderson makes free throw 1 of 1,95,112
427,4,0:53.0,D. Schröder makes 2-pt jump shot from 18 ft,,97,112
428,4,0:38.0,,Turnover by R. Anderson (lost ball; steal by M. Scott),97,112
429,4,0:30.0,D. Schröder misses 2-pt layup from 2 ft (block by L. Babbitt),,97,112
430,4,0:28.0,,Defensive rebound by R. Anderson,97,112
431,4,0:07.0,,R. Anderson makes 3-pt jump shot from 25 ft (assist by J. Fredette),97,115
432,4,0:02.0,J. Jenkins makes 3-pt jump shot from 24 ft,,100,115
