,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,UTAH_ACTION,PHILADELPHIA_SCORE,UTAH_SCORE
75,1,3:53.0,J. Grant enters the game for N. Noel,,8,16
76,1,3:41.0,T. Wroten misses 3-pt jump shot from 24 ft,,8,16
77,1,3:40.0,,Defensive rebound by D. Favors,8,16
78,1,3:24.0,,D. Exum misses 3-pt jump shot from 25 ft,8,16
79,1,3:23.0,Defensive rebound by T. Wroten,,8,16
80,1,3:17.0,T. Wroten makes 2-pt jump shot from 3 ft,,10,16
81,1,3:17.0,Shooting foul by D. Favors (drawn by T. Wroten),,10,16
82,1,3:17.0,T. Wroten misses free throw 1 of 1,,10,16
83,1,3:16.0,,Defensive rebound by G. Hayward,10,16
84,1,3:11.0,,Utah full timeout,10,16
85,1,3:11.0,R. Covington enters the game for M. Carter-Williams,,10,16
86,1,2:58.0,,Turnover by D. Favors (bad pass; steal by K. McDaniels),10,16
87,1,2:49.0,Turnover by K. McDaniels (lost ball; steal by J. Ingles),,10,16
88,1,2:43.0,,D. Exum misses 2-pt layup from 1 ft (block by K. McDaniels),10,16
89,1,2:43.0,,Offensive rebound by Team,10,16
90,1,2:43.0,,R. Gobert enters the game for D. Favors,10,16
91,1,2:30.0,,G. Hayward makes 2-pt dunk at rim,10,18
92,1,2:25.0,Turnover by T. Wroten (bad pass),,10,18
93,1,2:09.0,,Personal foul by F. Aldemir (drawn by G. Hayward),10,18
94,1,2:09.0,,G. Hayward makes free throw 1 of 2,10,19
95,1,2:09.0,,G. Hayward makes free throw 2 of 2,10,20
96,1,1:57.0,K. McDaniels misses 2-pt jump shot from 18 ft,,10,20
97,1,1:55.0,Offensive rebound by F. Aldemir,,10,20
98,1,1:53.0,F. Aldemir misses 2-pt jump shot from 3 ft,,10,20
99,1,1:51.0,,Defensive rebound by T. Booker,10,20
100,1,1:42.0,,G. Hayward misses 3-pt jump shot from 25 ft,10,20
101,1,1:38.0,,Offensive rebound by J. Ingles,10,20
102,1,1:16.0,,G. Hayward makes 3-pt jump shot from 25 ft,10,23
103,1,0:53.0,Shooting foul by T. Booker (drawn by R. Covington),,10,23
104,1,0:53.0,R. Covington misses free throw 1 of 2,,10,23
105,1,0:53.0,Offensive rebound by Team,,10,23
106,1,0:53.0,R. Covington misses free throw 2 of 2,,10,23
107,1,0:52.0,Offensive rebound by J. Grant,,10,23
108,1,0:40.0,T. Wroten makes 2-pt layup from 2 ft,,12,23
109,1,0:33.0,,G. Hayward misses 2-pt jump shot from 10 ft,12,23
110,1,0:31.0,,Offensive rebound by R. Gobert,12,23
111,1,0:31.0,,R. Gobert makes 2-pt tip-in at rim,12,25
112,1,0:21.0,R. Covington misses 2-pt layup from 2 ft (block by R. Gobert),,12,25
113,1,0:17.0,Offensive rebound by R. Covington,,12,25
114,1,0:16.0,Turnover by Team (shot clock),,12,25
115,1,0:02.0,,Turnover by R. Gobert (lost ball; steal by T. Wroten),12,25
116,1,0:01.0,T. Wroten misses 2-pt layup from 2 ft,,12,25
117,1,0:00.0,Offensive rebound by Team,,12,25
118,2,11:46.0,K. McDaniels misses 2-pt jump shot from 2 ft,,12,25
119,2,11:45.0,,Defensive rebound by D. Exum,12,25
120,2,11:27.0,,E. Freedom misses 2-pt jump shot from 17 ft,12,25
121,2,11:25.0,Defensive rebound by K. McDaniels,,12,25
122,2,11:12.0,T. Wroten misses 3-pt jump shot from 24 ft,,12,25
123,2,11:11.0,,Defensive rebound by R. Gobert,12,25
124,2,10:59.0,,R. Hood misses 3-pt jump shot from 25 ft,12,25
125,2,10:58.0,Defensive rebound by J. Grant,,12,25
126,2,10:50.0,R. Covington makes 2-pt layup from 2 ft,,14,25
127,2,10:31.0,,Shooting foul by F. Aldemir (drawn by J. Ingles),14,25
128,2,10:31.0,,J. Ingles makes free throw 1 of 2,14,26
129,2,10:31.0,M. Carter-Williams enters the game for R. Covington,,14,26
130,2,10:31.0,N. Noel enters the game for F. Aldemir,,14,26
131,2,10:31.0,,J. Ingles makes free throw 2 of 2,14,27
132,2,10:10.0,M. Carter-Williams misses 3-pt jump shot from 25 ft,,14,27
133,2,10:09.0,,Defensive rebound by E. Freedom,14,27
134,2,10:00.0,,R. Hood misses 2-pt layup from 2 ft,14,27
135,2,9:59.0,Defensive rebound by N. Noel,,14,27
136,2,9:53.0,K. McDaniels makes 2-pt layup from 2 ft (assist by M. Carter-Williams),,16,27
137,2,9:47.0,,Utah full timeout,16,27
138,2,9:47.0,,T. Burke enters the game for R. Hood,16,27
139,2,9:28.0,,T. Burke misses 2-pt jump shot from 12 ft,16,27
140,2,9:27.0,Defensive rebound by N. Noel,,16,27
141,2,9:23.0,Personal foul by D. Exum (drawn by T. Wroten),,16,27
142,2,9:23.0,,P. Christopher enters the game for D. Exum,16,27
143,2,9:15.0,T. Wroten misses 2-pt jump shot from 3 ft (block by R. Gobert),,16,27
144,2,9:15.0,Offensive rebound by Team,,16,27
145,2,9:11.0,Turnover by M. Carter-Williams (bad pass; steal by R. Gobert),,16,27
146,2,8:54.0,,E. Freedom makes 2-pt dunk at rim (assist by R. Gobert),16,29
147,2,8:39.0,Turnover by M. Carter-Williams (bad pass; steal by P. Christopher),,16,29
148,2,8:35.0,,Shooting foul by K. McDaniels (drawn by T. Burke),16,29
149,2,8:35.0,Official timeout,,16,29
150,2,8:35.0,,T. Burke makes free throw 1 of 2,16,30
151,2,8:35.0,,T. Burke misses free throw 2 of 2,16,30
152,2,8:33.0,Defensive rebound by N. Noel,,16,30
153,2,8:15.0,T. Wroten makes 2-pt layup from 1 ft,,18,30
154,2,7:59.0,,Turnover by T. Burke (bad pass),18,30
155,2,7:59.0,H. Sims enters the game for J. Grant,,18,30
156,2,7:41.0,K. McDaniels makes 3-pt jump shot from 24 ft (assist by N. Noel),,21,30
157,2,7:24.0,,E. Freedom makes 2-pt hook shot from 2 ft (assist by T. Burke),21,32
158,2,7:06.0,K. McDaniels misses 3-pt jump shot from 25 ft,,21,32
159,2,7:05.0,,Defensive rebound by J. Ingles,21,32
160,2,6:59.0,,Turnover by R. Gobert (offensive foul),21,32
161,2,6:59.0,,Offensive foul by R. Gobert (drawn by T. Wroten),21,32
162,2,6:59.0,,D. Favors enters the game for R. Gobert,21,32
163,2,6:39.0,K. McDaniels misses 2-pt jump shot from 3 ft,,21,32
164,2,6:36.0,,Defensive rebound by J. Ingles,21,32
165,2,6:27.0,,Turnover by D. Favors (lost ball; steal by N. Noel),21,32
166,2,6:11.0,T. Wroten makes 2-pt jump shot from 4 ft,,23,32
167,2,6:06.0,,Utah full timeout,23,32
168,2,6:06.0,,G. Hayward enters the game for J. Ingles,23,32
169,2,6:06.0,J. Sampson enters the game for K. McDaniels,,23,32
170,2,5:57.0,,Turnover by D. Favors (lost ball; steal by T. Wroten),23,32
171,2,5:47.0,H. Sims makes 2-pt jump shot from 18 ft (assist by J. Sampson),,25,32
172,2,5:27.0,,P. Christopher misses 3-pt jump shot from 24 ft,25,32
173,2,5:21.0,Defensive rebound by T. Wroten,,25,32
174,2,5:04.0,M. Carter-Williams misses 2-pt jump shot from 20 ft,,25,32
175,2,5:01.0,Offensive rebound by H. Sims,,25,32
176,2,5:01.0,,D. Exum enters the game for P. Christopher,25,32
177,2,4:49.0,Turnover by M. Carter-Williams (lost ball; steal by D. Exum),,25,32
178,2,4:43.0,,E. Freedom misses 2-pt layup from 1 ft,25,32
179,2,4:40.0,Defensive rebound by T. Wroten,,25,32
180,2,4:32.0,Turnover by T. Wroten (lost ball; steal by D. Favors),,25,32
181,2,4:26.0,,G. Hayward makes 2-pt layup from 1 ft (assist by T. Burke),25,34
182,2,4:09.0,Shooting foul by T. Burke (drawn by H. Sims),,25,34
183,2,4:09.0,H. Sims makes free throw 1 of 2,,26,34
184,2,4:09.0,R. Covington enters the game for T. Wroten,,26,34
185,2,4:09.0,,R. Gobert enters the game for E. Freedom,26,34
186,2,4:09.0,H. Sims makes free throw 2 of 2,,27,34
187,2,4:03.0,,D. Exum misses 2-pt jump shot from 3 ft,27,34
188,2,4:01.0,,Offensive rebound by R. Gobert,27,34
189,2,4:01.0,,R. Gobert makes 2-pt tip-in from 1 ft,27,36
190,2,3:44.0,M. Carter-Williams misses 3-pt jump shot from 24 ft,,27,36
191,2,3:43.0,Offensive rebound by R. Covington,,27,36
192,2,3:43.0,Shooting foul by G. Hayward (drawn by R. Covington),,27,36
193,2,3:43.0,R. Covington makes free throw 1 of 2,,28,36
194,2,3:43.0,,R. Hood enters the game for G. Hayward,28,36
195,2,3:43.0,R. Covington misses free throw 2 of 2,,28,36
196,2,3:40.0,,Defensive rebound by R. Hood,28,36
197,2,3:23.0,,R. Hood misses 3-pt jump shot from 24 ft,28,36
198,2,3:20.0,Defensive rebound by H. Sims,,28,36
199,2,3:07.0,Turnover by J. Sampson (bad pass; steal by D. Favors),,28,36
200,2,3:02.0,,T. Burke makes 2-pt jump shot from 3 ft (assist by D. Favors),28,38
201,2,3:01.0,Philadelphia full timeout,,28,38
202,2,2:37.0,M. Carter-Williams misses 2-pt jump shot from 20 ft,,28,38
203,2,2:36.0,,Defensive rebound by D. Exum,28,38
204,2,2:21.0,,D. Favors makes 2-pt dunk at rim (assist by R. Gobert),28,40
205,2,2:00.0,N. Noel makes 2-pt dunk at rim (assist by M. Carter-Williams),,30,40
206,2,1:44.0,,D. Favors misses 2-pt layup from 2 ft,30,40
207,2,1:43.0,Defensive rebound by M. Carter-Williams,,30,40
208,2,1:27.0,Shooting foul by D. Exum (drawn by R. Covington),,30,40
209,2,1:27.0,R. Covington makes free throw 1 of 2,,31,40
210,2,1:27.0,,E. Freedom enters the game for R. Gobert,31,40
211,2,1:27.0,,G. Hayward enters the game for D. Exum,31,40
212,2,1:27.0,T. Wroten enters the game for H. Sims,,31,40
213,2,1:27.0,R. Covington makes free throw 2 of 2,,32,40
214,2,1:19.0,,E. Freedom misses 2-pt layup from 2 ft,32,40
215,2,1:17.0,,Offensive rebound by E. Freedom,32,40
216,2,1:17.0,,E. Freedom misses 2-pt tip-in at rim,32,40
217,2,1:16.0,,Offensive rebound by E. Freedom,32,40
218,2,1:16.0,,E. Freedom makes 2-pt tip-in at rim,32,42
219,2,1:02.0,M. Carter-Williams misses 2-pt jump shot from 7 ft,,32,42
220,2,1:01.0,,Defensive rebound by G. Hayward,32,42
221,2,0:54.0,,Shooting foul by N. Noel (drawn by D. Favors),32,42
222,2,0:54.0,,D. Favors makes free throw 1 of 2,32,43
223,2,0:54.0,,D. Favors makes free throw 2 of 2,32,44
224,2,0:54.0,Philadelphia full timeout,,32,44
225,2,0:41.0,J. Sampson misses 3-pt jump shot from 25 ft,,32,44
226,2,0:39.0,,Defensive rebound by E. Freedom,32,44
227,2,0:32.0,,T. Burke misses 2-pt jump shot from 13 ft,32,44
228,2,0:31.0,Defensive rebound by N. Noel,,32,44
229,2,0:07.0,T. Wroten misses 3-pt jump shot from 23 ft,,32,44
230,2,0:06.0,,Defensive rebound by G. Hayward,32,44
231,2,0:01.0,,G. Hayward misses 2-pt jump shot from 20 ft,32,44
232,2,0:00.0,,Offensive rebound by Team,32,44
233,3,11:45.0,Turnover by T. Wroten (traveling),,32,44
234,3,11:22.0,,R. Hood misses 2-pt jump shot from 15 ft,32,44
235,3,11:20.0,,Offensive rebound by E. Freedom,32,44
236,3,11:20.0,,E. Freedom misses 2-pt dunk at rim (block by H. Sims),32,44
237,3,11:16.0,Defensive rebound by M. Carter-Williams,,32,44
238,3,11:01.0,M. Carter-Williams misses 3-pt jump shot from 24 ft,,32,44
239,3,11:00.0,,Defensive rebound by D. Favors,32,44
240,3,10:45.0,,T. Burke misses 2-pt jump shot from 15 ft,32,44
241,3,10:44.0,Defensive rebound by Team,,32,44
242,3,10:29.0,H. Sims misses 2-pt jump shot from 5 ft,,32,44
243,3,10:28.0,,Defensive rebound by D. Favors,32,44
244,3,10:24.0,,Shooting foul by M. Carter-Williams (drawn by G. Hayward),32,44
245,3,10:24.0,,G. Hayward makes free throw 1 of 2,32,45
246,3,10:24.0,,G. Hayward makes free throw 2 of 2,32,46
247,3,10:14.0,H. Sims makes 2-pt jump shot from 18 ft (assist by M. Carter-Williams),,34,46
248,3,9:56.0,,R. Hood misses 3-pt jump shot from 24 ft,34,46
249,3,9:54.0,,Offensive rebound by Team,34,46
250,3,9:39.0,,E. Freedom misses 2-pt jump shot from 10 ft,34,46
251,3,9:38.0,Defensive rebound by N. Noel,,34,46
252,3,9:30.0,R. Covington makes 3-pt jump shot from 24 ft (assist by N. Noel),,37,46
253,3,9:16.0,,G. Hayward misses 2-pt jump shot from 20 ft,37,46
254,3,9:15.0,Defensive rebound by N. Noel,,37,46
255,3,8:57.0,T. Wroten misses 3-pt jump shot from 24 ft,,37,46
256,3,8:55.0,,Defensive rebound by D. Favors,37,46
257,3,8:38.0,,T. Burke misses 3-pt jump shot from 25 ft,37,46
258,3,8:36.0,Defensive rebound by R. Covington,,37,46
259,3,8:18.0,Turnover by H. Sims (lost ball; steal by G. Hayward),,37,46
260,3,8:01.0,,R. Hood misses 3-pt jump shot from 23 ft,37,46
261,3,8:00.0,Defensive rebound by R. Covington,,37,46
262,3,7:51.0,T. Wroten misses 3-pt jump shot from 25 ft,,37,46
263,3,7:51.0,Offensive rebound by Team,,37,46
264,3,7:51.0,J. Grant enters the game for N. Noel,,37,46
265,3,7:51.0,,R. Gobert enters the game for E. Freedom,37,46
266,3,7:47.0,H. Sims makes 2-pt layup from 2 ft (assist by M. Carter-Williams),,39,46
267,3,7:36.0,,T. Burke misses 2-pt jump shot from 21 ft,39,46
268,3,7:33.0,Defensive rebound by R. Covington,,39,46
269,3,7:28.0,R. Covington makes 3-pt jump shot from 24 ft (assist by M. Carter-Williams),,42,46
270,3,7:28.0,,Utah full timeout,42,46
271,3,7:28.0,,D. Exum enters the game for R. Hood,42,46
272,3,7:28.0,,T. Booker enters the game for D. Favors,42,46
273,3,7:28.0,K. McDaniels enters the game for M. Carter-Williams,,42,46
274,3,7:13.0,,G. Hayward misses 2-pt layup from 1 ft,42,46
275,3,7:10.0,,Offensive rebound by R. Gobert,42,46
276,3,7:10.0,,R. Gobert misses 2-pt tip-in from 1 ft,42,46
277,3,7:08.0,Defensive rebound by H. Sims,,42,46
278,3,6:59.0,R. Covington makes 2-pt jump shot from 19 ft,,44,46
279,3,6:53.0,,Personal foul by T. Wroten (drawn by R. Gobert),44,46
280,3,6:53.0,,D. Favors enters the game for R. Gobert,44,46
281,3,6:51.0,,Turnover by G. Hayward (bad pass; steal by R. Covington),44,46
282,3,6:43.0,T. Wroten makes 2-pt jump shot from 3 ft,,46,46
283,3,6:34.0,,Offensive foul by D. Favors (drawn by T. Wroten),46,46
284,3,6:34.0,,Turnover by D. Favors (offensive foul),46,46
285,3,6:21.0,Shooting foul by T. Booker (drawn by J. Grant),,46,46
286,3,6:21.0,J. Grant makes free throw 1 of 2,,47,46
287,3,6:21.0,,J. Ingles enters the game for D. Exum,47,46
288,3,6:21.0,J. Grant misses free throw 2 of 2,,47,46
289,3,6:20.0,,Defensive rebound by D. Favors,47,46
290,3,5:57.0,,T. Booker makes 2-pt layup from 2 ft (assist by G. Hayward),47,48
291,3,5:36.0,K. McDaniels misses 3-pt jump shot from 23 ft,,47,48
292,3,5:34.0,Offensive rebound by J. Grant,,47,48
293,3,5:31.0,T. Wroten misses 2-pt jump shot from 4 ft,,47,48
294,3,5:29.0,Offensive rebound by T. Wroten,,47,48
295,3,5:27.0,N. Noel enters the game for H. Sims,,47,48
296,3,5:27.0,M. Carter-Williams enters the game for T. Wroten,,47,48
297,3,5:20.0,R. Covington misses 3-pt jump shot from 26 ft,,47,48
298,3,5:19.0,,Defensive rebound by Team,47,48
299,3,5:06.0,J. Sampson enters the game for R. Covington,,47,48
300,3,4:56.0,,T. Burke makes 2-pt jump shot from 9 ft,47,50
301,3,4:38.0,Offensive foul by K. McDaniels (drawn by J. Ingles),,47,50
302,3,4:38.0,Turnover by K. McDaniels (offensive foul),,47,50
303,3,4:38.0,,Technical foul by J. Ingles,47,50
304,3,4:38.0,Technical foul by K. McDaniels,,47,50
305,3,4:25.0,,G. Hayward makes 3-pt jump shot from 25 ft (assist by J. Ingles),47,53
306,3,3:58.0,M. Carter-Williams makes 3-pt jump shot from 25 ft,,50,53
307,3,3:40.0,,Turnover by T. Burke (bad pass; steal by J. Grant),50,53
308,3,3:38.0,Personal foul by T. Burke (drawn by M. Carter-Williams),,50,53
309,3,3:38.0,Philadelphia full timeout,,50,53
310,3,3:38.0,,R. Gobert enters the game for D. Favors,50,53
311,3,3:38.0,,D. Exum enters the game for T. Burke,50,53
312,3,3:25.0,M. Carter-Williams misses 3-pt jump shot from 24 ft,,50,53
313,3,3:24.0,,Defensive rebound by G. Hayward,50,53
314,3,3:16.0,,D. Exum misses 3-pt jump shot from 23 ft,50,53
315,3,3:15.0,Defensive rebound by N. Noel,,50,53
316,3,3:08.0,Turnover by N. Noel (lost ball; steal by T. Booker),,50,53
317,3,3:02.0,,Shooting foul by J. Sampson (drawn by G. Hayward),50,53
318,3,3:02.0,H. Sims enters the game for N. Noel,,50,53
319,3,3:02.0,,G. Hayward makes free throw 1 of 2,50,54
320,3,3:02.0,,G. Hayward misses free throw 2 of 2,50,54
321,3,3:02.0,Defensive rebound by Team,,50,54
322,3,3:02.0,,Loose ball foul by R. Gobert (drawn by J. Grant),50,54
323,3,2:50.0,Turnover by M. Carter-Williams (bad pass; steal by R. Gobert),,50,54
324,3,2:28.0,,J. Ingles misses 3-pt jump shot from 24 ft,50,54
325,3,2:27.0,Defensive rebound by H. Sims,,50,54
326,3,2:16.0,K. McDaniels misses 2-pt dunk at rim (block by R. Gobert),,50,54
327,3,2:11.0,,Defensive rebound by J. Ingles,50,54
328,3,2:10.0,,T. Booker makes 2-pt layup from 1 ft (assist by J. Ingles),50,56
329,3,2:02.0,Shooting foul by G. Hayward (drawn by J. Grant),,50,56
330,3,2:02.0,J. Grant makes free throw 1 of 2,,51,56
331,3,2:02.0,J. Grant makes free throw 2 of 2,,52,56
332,3,1:59.0,,Shooting foul by H. Sims (drawn by D. Exum),52,56
333,3,1:59.0,,D. Exum misses free throw 1 of 2,52,56
334,3,1:59.0,,Offensive rebound by Team,52,56
335,3,1:59.0,T. Wroten enters the game for J. Grant,,52,56
336,3,1:59.0,,D. Exum makes free throw 2 of 2,52,57
337,3,1:38.0,M. Carter-Williams misses 2-pt jump shot from 7 ft (block by T. Booker),,52,57
338,3,1:38.0,,Defensive rebound by Team,52,57
339,3,1:17.0,,G. Hayward misses 3-pt jump shot from 24 ft,52,57
340,3,1:15.0,Defensive rebound by H. Sims,,52,57
341,3,1:07.0,Personal foul by D. Exum (drawn by M. Carter-Williams),,52,57
342,3,1:07.0,M. Carter-Williams makes free throw 1 of 2,,53,57
343,3,1:07.0,,T. Burke enters the game for D. Exum,53,57
344,3,1:07.0,M. Carter-Williams misses free throw 2 of 2,,53,57
345,3,1:05.0,,Defensive rebound by R. Gobert,53,57
346,3,0:55.0,,T. Booker makes 2-pt hook shot from 6 ft,53,59
347,3,0:52.0,Personal foul by J. Ingles (drawn by T. Wroten),,53,59
348,3,0:52.0,T. Wroten makes free throw 1 of 2,,54,59
349,3,0:52.0,R. Covington enters the game for M. Carter-Williams,,54,59
350,3,0:52.0,J. Grant enters the game for H. Sims,,54,59
351,3,0:52.0,T. Wroten makes free throw 2 of 2,,55,59
352,3,0:29.0,,G. Hayward misses 3-pt jump shot from 26 ft,55,59
353,3,0:28.0,,Offensive rebound by Team,55,59
354,3,0:28.0,,Turnover by Team (shot clock),55,59
355,3,0:06.0,Shooting foul by T. Booker (drawn by J. Sampson),,55,59
356,3,0:06.0,J. Sampson misses free throw 1 of 2,,55,59
357,3,0:06.0,Offensive rebound by Team,,55,59
358,3,0:06.0,J. Sampson misses free throw 2 of 2,,55,59
359,3,0:05.0,,Defensive rebound by R. Gobert,55,59
360,3,0:00.0,,T. Burke misses 3-pt jump shot from 26 ft,55,59
361,3,0:00.0,,Offensive rebound by Team,55,59
362,4,11:36.0,,Shooting foul by J. Grant (drawn by R. Hood),55,59
363,4,11:36.0,,R. Hood makes free throw 1 of 2,55,60
364,4,11:36.0,,R. Hood misses free throw 2 of 2,55,60
365,4,11:33.0,Defensive rebound by J. Sampson,,55,60
366,4,11:23.0,Shooting foul by E. Freedom (drawn by R. Covington),,55,60
367,4,11:23.0,R. Covington makes free throw 1 of 2,,56,60
368,4,11:23.0,R. Covington makes free throw 2 of 2,,57,60
369,4,11:15.0,,Offensive foul by J. Ingles (drawn by J. Grant),57,60
370,4,11:15.0,,Turnover by J. Ingles (offensive foul),57,60
371,4,10:55.0,J. Sampson makes 2-pt dunk at rim (assist by J. Grant),,59,60
372,4,10:33.0,,T. Burke misses 2-pt jump shot from 21 ft,59,60
373,4,10:31.0,Defensive rebound by T. Wroten,,59,60
374,4,10:20.0,J. Sampson misses 3-pt jump shot from 22 ft,,59,60
375,4,10:19.0,,Defensive rebound by R. Hood,59,60
376,4,10:05.0,,D. Favors enters the game for R. Gobert,59,60
377,4,10:03.0,,T. Burke makes 2-pt layup from 1 ft (assist by R. Hood),59,62
378,4,10:03.0,,Shooting foul by T. Wroten (drawn by T. Burke),59,62
379,4,10:03.0,,D. Exum enters the game for J. Ingles,59,62
380,4,10:03.0,K. McDaniels enters the game for J. Sampson,,59,62
381,4,10:03.0,,T. Burke makes free throw 1 of 1,59,63
382,4,9:47.0,Shooting foul by E. Freedom (drawn by J. Grant),,59,63
383,4,9:47.0,J. Grant makes free throw 1 of 2,,60,63
384,4,9:47.0,J. Grant misses free throw 2 of 2,,60,63
385,4,9:46.0,,Defensive rebound by D. Favors,60,63
386,4,9:30.0,,Turnover by D. Exum (bad pass; steal by J. Grant),60,63
387,4,9:19.0,Turnover by K. McDaniels (lost ball),,60,63
388,4,9:02.0,,D. Exum makes 2-pt layup from 3 ft,60,65
389,4,9:01.0,Philadelphia full timeout,,60,65
390,4,9:01.0,H. Sims enters the game for N. Noel,,60,65
391,4,8:47.0,T. Wroten misses 2-pt jump shot from 4 ft (block by D. Favors),,60,65
392,4,8:43.0,Offensive rebound by T. Wroten,,60,65
393,4,8:43.0,T. Wroten makes 2-pt layup from 1 ft,,62,65
394,4,8:30.0,,D. Exum misses 3-pt jump shot from 25 ft,62,65
