,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,MIAMI_ACTION,CLEVELAND_SCORE,MIAMI_SCORE
42,1,6:20.0,,D. Wade misses 2-pt jump shot from 12 ft,11,18
43,1,6:19.0,Defensive rebound by J. Smith,,11,18
44,1,6:06.0,J. Smith misses 3-pt jump shot from 23 ft,,11,18
45,1,6:05.0,,Defensive rebound by D. Wade,11,18
46,1,5:58.0,,D. Wade makes 2-pt jump shot from 18 ft,11,20
47,1,5:45.0,T. Thompson makes 2-pt dunk at rim (assist by K. Irving),,13,20
48,1,5:28.0,,Turnover by U. Haslem (bad pass),13,20
49,1,5:07.0,T. Thompson makes 2-pt jump shot from 16 ft (assist by J. Smith),,15,20
50,1,5:06.0,,Miami full timeout,15,20
51,1,5:06.0,I. Shumpert enters the game for L. James,,15,20
52,1,4:53.0,,H. Whiteside misses 2-pt jump shot from 14 ft,15,20
53,1,4:52.0,Defensive rebound by T. Thompson,,15,20
54,1,4:32.0,T. Thompson misses 2-pt hook shot from 2 ft,,15,20
55,1,4:31.0,,Defensive rebound by L. Deng,15,20
56,1,4:20.0,,M. Chalmers makes 2-pt jump shot from 13 ft (assist by U. Haslem),15,22
57,1,3:54.0,J. Smith makes 2-pt jump shot from 19 ft,,17,22
58,1,3:40.0,,Turnover by M. Chalmers (lost ball),17,22
59,1,3:40.0,,H. Walker enters the game for U. Haslem,17,22
60,1,3:40.0,,G. Dragić enters the game for D. Wade,17,22
61,1,3:40.0,J. Jones enters the game for T. Thompson,,17,22
62,1,3:23.0,K. Irving makes 2-pt layup from 1 ft,,19,22
63,1,3:00.0,,G. Dragić misses 2-pt jump shot from 7 ft,19,22
64,1,2:59.0,Defensive rebound by T. Mozgov,,19,22
65,1,2:51.0,T. Mozgov makes 2-pt dunk at rim (assist by K. Irving),,21,22
66,1,2:51.0,Shooting foul by H. Walker (drawn by T. Mozgov),,21,22
67,1,2:51.0,T. Mozgov makes free throw 1 of 1,,22,22
68,1,2:35.0,,L. Deng misses 2-pt jump shot from 3 ft,22,22
69,1,2:34.0,Defensive rebound by T. Mozgov,,22,22
70,1,2:26.0,K. Irving misses 2-pt jump shot from 7 ft (block by H. Whiteside),,22,22
71,1,2:25.0,,Defensive rebound by H. Walker,22,22
72,1,2:20.0,,M. Chalmers misses 3-pt jump shot from 25 ft,22,22
73,1,2:19.0,,Offensive rebound by G. Dragić,22,22
74,1,2:11.0,,M. Chalmers makes 3-pt jump shot from 24 ft (assist by G. Dragić),22,25
75,1,1:52.0,I. Shumpert misses 2-pt jump shot from 17 ft,,22,25
76,1,1:51.0,,Defensive rebound by H. Whiteside,22,25
77,1,1:34.0,,Turnover by L. Deng (lost ball; steal by I. Shumpert),22,25
78,1,1:27.0,J. Jones misses 3-pt jump shot from 24 ft,,22,25
79,1,1:26.0,,Defensive rebound by M. Chalmers,22,25
80,1,1:21.0,,Turnover by M. Chalmers (lost ball; steal by I. Shumpert),22,25
81,1,1:10.0,I. Shumpert misses 3-pt jump shot from 24 ft,,22,25
82,1,1:08.0,,Defensive rebound by H. Whiteside,22,25
83,1,0:59.0,,Shooting foul by K. Irving (drawn by M. Chalmers),22,25
84,1,0:59.0,,M. Chalmers makes free throw 1 of 2,22,26
85,1,0:59.0,,C. Andersen enters the game for H. Whiteside,22,26
86,1,0:59.0,,M. Beasley enters the game for L. Deng,22,26
87,1,0:59.0,L. James enters the game for J. Smith,,22,26
88,1,0:59.0,M. Dellavedova enters the game for K. Irving,,22,26
89,1,0:59.0,,M. Chalmers makes free throw 2 of 2,22,27
90,1,0:34.0,L. James misses 3-pt jump shot from 24 ft,,22,27
91,1,0:33.0,,Defensive rebound by C. Andersen,22,27
92,1,0:19.0,,Turnover by C. Andersen (lost ball),22,27
93,1,0:01.0,J. Jones misses 3-pt jump shot from 23 ft,,22,27
94,1,0:00.0,Offensive rebound by T. Mozgov,,22,27
95,1,0:00.0,T. Mozgov misses 2-pt tip-in at rim,,22,27
96,1,0:00.0,Offensive rebound by Team,,22,27
97,2,11:34.0,,G. Dragić makes 2-pt jump shot from 9 ft,22,29
98,2,11:05.0,M. Dellavedova misses 2-pt jump shot from 18 ft,,22,29
99,2,11:04.0,,Defensive rebound by M. Chalmers,22,29
100,2,10:47.0,,M. Chalmers makes 2-pt jump shot from 8 ft,22,31
101,2,10:24.0,L. James misses 2-pt layup from 1 ft,,22,31
102,2,10:23.0,,Defensive rebound by H. Walker,22,31
103,2,10:17.0,,G. Dragić makes 2-pt jump shot from 6 ft,22,33
104,2,9:57.0,L. James makes 3-pt jump shot from 24 ft,,25,33
105,2,9:38.0,,G. Dragić misses 2-pt layup from 1 ft (block by I. Shumpert),25,33
106,2,9:37.0,Defensive rebound by T. Thompson,,25,33
107,2,9:20.0,T. Thompson misses 2-pt layup from 1 ft,,25,33
108,2,9:19.0,,Defensive rebound by H. Walker,25,33
109,2,9:08.0,,H. Walker misses 3-pt jump shot from 24 ft,25,33
110,2,9:07.0,Defensive rebound by T. Thompson,,25,33
111,2,9:05.0,Personal foul by M. Beasley (drawn by M. Dellavedova),,25,33
112,2,9:05.0,K. Irving enters the game for M. Dellavedova,,25,33
113,2,8:51.0,K. Irving makes 2-pt jump shot from 12 ft,,27,33
114,2,8:37.0,,C. Andersen makes 2-pt dunk at rim (assist by M. Beasley),27,35
115,2,8:24.0,T. Thompson misses 2-pt jump shot from 3 ft,,27,35
116,2,8:23.0,,Defensive rebound by C. Andersen,27,35
117,2,8:13.0,,C. Andersen misses 3-pt jump shot from 24 ft,27,35
118,2,8:12.0,Defensive rebound by I. Shumpert,,27,35
119,2,8:04.0,J. Jones misses 3-pt jump shot from 23 ft,,27,35
120,2,8:03.0,,Defensive rebound by M. Beasley,27,35
121,2,7:51.0,Offensive charge foul by M. Beasley (drawn by I. Shumpert),,27,35
122,2,7:51.0,,Turnover by M. Beasley (offensive foul),27,35
123,2,7:51.0,Official timeout,,27,35
124,2,7:51.0,J. Smith enters the game for T. Thompson,,27,35
125,2,7:51.0,T. Mozgov enters the game for J. Jones,,27,35
126,2,7:37.0,L. James misses 3-pt jump shot from 24 ft,,27,35
127,2,7:36.0,,Defensive rebound by H. Walker,27,35
128,2,7:17.0,,Turnover by G. Dragić (bad pass; steal by I. Shumpert),27,35
129,2,7:13.0,,D. Wade enters the game for M. Chalmers,27,35
130,2,7:11.0,Shooting foul by G. Dragić (drawn by K. Irving),,27,35
131,2,7:11.0,K. Irving makes free throw 1 of 2,,28,35
132,2,7:11.0,K. Irving makes free throw 2 of 2,,29,35
133,2,6:54.0,,M. Beasley misses 2-pt jump shot from 19 ft,29,35
134,2,6:53.0,Defensive rebound by J. Smith,,29,35
135,2,6:46.0,Turnover by L. James (lost ball; steal by G. Dragić),,29,35
136,2,6:42.0,,Shooting foul by J. Smith (drawn by D. Wade),29,35
137,2,6:42.0,,D. Wade makes free throw 1 of 2,29,36
138,2,6:42.0,,H. Whiteside enters the game for C. Andersen,29,36
139,2,6:42.0,,L. Deng enters the game for M. Beasley,29,36
140,2,6:42.0,,D. Wade makes free throw 2 of 2,29,37
141,2,6:31.0,K. Irving misses 3-pt jump shot from 24 ft,,29,37
142,2,6:30.0,,Defensive rebound by H. Walker,29,37
143,2,6:14.0,,D. Wade misses 2-pt jump shot from 18 ft,29,37
144,2,6:14.0,,Offensive rebound by Team,29,37
145,2,6:14.0,,Personal foul by T. Mozgov (drawn by H. Whiteside),29,37
146,2,6:14.0,J. Jones enters the game for L. James,,29,37
147,2,6:02.0,,Turnover by H. Walker (lost ball; steal by J. Jones),29,37
148,2,5:57.0,I. Shumpert makes 2-pt dunk at rim (assist by J. Smith),,31,37
149,2,5:41.0,,Turnover by D. Wade (bad pass; steal by I. Shumpert),31,37
150,2,5:35.0,I. Shumpert makes 2-pt layup from 1 ft,,33,37
151,2,5:35.0,,Miami full timeout,33,37
152,2,5:15.0,,D. Wade makes 2-pt jump shot from 9 ft,33,39
153,2,4:52.0,Turnover by J. Smith (lost ball; steal by G. Dragić),,33,39
154,2,4:47.0,,D. Wade makes 2-pt dunk at rim (assist by G. Dragić),33,41
155,2,4:38.0,Turnover by I. Shumpert (bad pass),,33,41
156,2,4:38.0,,M. Chalmers enters the game for G. Dragić,33,41
157,2,4:22.0,,L. Deng misses 3-pt jump shot from 23 ft,33,41
158,2,4:21.0,Defensive rebound by J. Jones,,33,41
159,2,4:00.0,K. Irving misses 3-pt jump shot from 23 ft,,33,41
160,2,3:59.0,,Defensive rebound by L. Deng,33,41
161,2,3:49.0,,M. Chalmers makes 2-pt jump shot from 4 ft,33,43
162,2,3:44.0,Cleveland full timeout,,33,43
163,2,3:44.0,L. James enters the game for I. Shumpert,,33,43
164,2,3:32.0,T. Mozgov misses 2-pt layup from 2 ft,,33,43
165,2,3:31.0,,Defensive rebound by L. Deng,33,43
166,2,3:23.0,,D. Wade makes 2-pt jump shot from 5 ft,33,45
167,2,3:05.0,Shooting foul by H. Walker (drawn by L. James),,33,45
168,2,3:05.0,L. James misses free throw 1 of 2,,33,45
169,2,3:05.0,Offensive rebound by Team,,33,45
170,2,3:05.0,L. James misses free throw 2 of 2,,33,45
171,2,3:04.0,,Defensive rebound by M. Chalmers,33,45
172,2,2:50.0,,D. Wade makes 2-pt jump shot from 18 ft (assist by H. Walker),33,47
173,2,2:39.0,Personal foul by H. Walker (drawn by J. Jones),,33,47
174,2,2:39.0,,G. Dragić enters the game for H. Walker,33,47
175,2,2:39.0,K. Perkins enters the game for T. Mozgov,,33,47
176,2,2:25.0,L. James misses 2-pt jump shot from 15 ft,,33,47
177,2,2:24.0,,Defensive rebound by L. Deng,33,47
178,2,2:11.0,,Shooting foul by K. Perkins (drawn by H. Whiteside),33,47
179,2,2:11.0,,H. Whiteside makes 2-pt hook shot from 8 ft,33,49
180,2,2:11.0,,H. Whiteside makes free throw 1 of 1,33,50
181,2,1:56.0,K. Irving makes 2-pt layup from 2 ft,,35,50
182,2,1:33.0,,D. Wade makes 2-pt jump shot from 18 ft,35,52
183,2,1:17.0,K. Irving misses 3-pt jump shot from 24 ft,,35,52
184,2,1:16.0,Offensive rebound by J. Smith,,35,52
185,2,1:04.0,Turnover by L. James (lost ball; steal by D. Wade),,35,52
186,2,0:58.0,,D. Wade makes 2-pt layup from 1 ft (assist by M. Chalmers),35,54
187,2,0:58.0,Cleveland full timeout,,35,54
188,2,0:44.0,J. Smith makes 3-pt jump shot from 24 ft (assist by K. Irving),,38,54
189,2,0:23.0,,Shooting foul by J. Smith (drawn by D. Wade),38,54
190,2,0:23.0,,D. Wade makes free throw 1 of 2,38,55
191,2,0:23.0,,U. Haslem enters the game for H. Whiteside,38,55
192,2,0:23.0,,D. Wade makes free throw 2 of 2,38,56
193,2,0:01.0,L. James misses 2-pt layup from 2 ft,,38,56
194,2,0:00.0,Offensive rebound by Team,,38,56
195,3,11:44.0,,L. Deng misses 2-pt jump shot from 15 ft,38,56
196,3,11:43.0,Defensive rebound by T. Thompson,,38,56
197,3,11:31.0,J. Smith misses 3-pt jump shot from 24 ft,,38,56
198,3,11:30.0,,Defensive rebound by U. Haslem,38,56
199,3,11:21.0,,H. Whiteside misses 2-pt hook shot from 4 ft,38,56
200,3,11:20.0,,Offensive rebound by L. Deng,38,56
201,3,11:19.0,,L. Deng makes 2-pt layup from 1 ft,38,58
202,3,10:57.0,T. Mozgov misses 2-pt jump shot from 14 ft,,38,58
203,3,10:56.0,,Defensive rebound by L. Deng,38,58
204,3,10:44.0,,H. Whiteside misses 2-pt jump shot from 3 ft,38,58
205,3,10:43.0,Defensive rebound by T. Thompson,,38,58
206,3,10:36.0,Turnover by J. Smith (bad pass),,38,58
207,3,10:23.0,,H. Whiteside misses 2-pt jump shot from 3 ft,38,58
208,3,10:22.0,Defensive rebound by T. Mozgov,,38,58
209,3,10:12.0,J. Smith makes 3-pt jump shot from 25 ft (assist by K. Irving),,41,58
210,3,9:43.0,,G. Dragić makes 2-pt layup from 2 ft (assist by U. Haslem),41,60
211,3,9:28.0,Personal foul by L. Deng (drawn by K. Irving),,41,60
212,3,9:19.0,L. James misses 3-pt jump shot from 24 ft,,41,60
213,3,9:18.0,,Defensive rebound by H. Whiteside,41,60
214,3,9:11.0,,Shooting foul by T. Mozgov (drawn by G. Dragić),41,60
215,3,9:11.0,,G. Dragić makes free throw 1 of 2,41,61
216,3,9:11.0,,G. Dragić makes free throw 2 of 2,41,62
217,3,8:54.0,Turnover by K. Irving (bad pass),,41,62
218,3,8:42.0,,H. Whiteside makes 2-pt dunk at rim (assist by G. Dragić),41,64
219,3,8:24.0,T. Thompson misses 2-pt jump shot from 8 ft,,41,64
220,3,8:23.0,,Defensive rebound by H. Whiteside,41,64
221,3,8:19.0,,Turnover by G. Dragić (bad pass; steal by J. Smith),41,64
222,3,8:16.0,J. Smith misses 2-pt layup from 2 ft,,41,64
223,3,8:15.0,Offensive rebound by Team,,41,64
224,3,8:06.0,Shooting foul by U. Haslem (drawn by T. Mozgov),,41,64
225,3,8:06.0,T. Mozgov makes free throw 1 of 2,,42,64
226,3,8:06.0,T. Mozgov misses free throw 2 of 2,,42,64
227,3,8:05.0,,Defensive rebound by H. Whiteside,42,64
228,3,7:51.0,,G. Dragić misses 2-pt jump shot from 14 ft,42,64
229,3,7:50.0,Defensive rebound by T. Thompson,,42,64
230,3,7:41.0,Turnover by K. Irving (bad pass; steal by D. Wade),,42,64
231,3,7:38.0,,G. Dragić misses 2-pt layup from 2 ft (block by J. Smith),42,64
232,3,7:37.0,Defensive rebound by Team,,42,64
233,3,7:22.0,T. Mozgov makes 2-pt dunk at rim (assist by L. James),,44,64
234,3,6:51.0,,D. Wade makes 2-pt jump shot from 9 ft,44,66
235,3,6:46.0,T. Mozgov makes 2-pt dunk at rim (assist by K. Irving),,46,66
236,3,6:28.0,,L. Deng makes 3-pt jump shot from 24 ft (assist by G. Dragić),46,69
237,3,6:20.0,J. Smith misses 3-pt jump shot from 25 ft,,46,69
238,3,6:19.0,,Defensive rebound by H. Whiteside,46,69
239,3,6:05.0,,D. Wade misses 2-pt jump shot from 16 ft,46,69
240,3,6:04.0,Defensive rebound by K. Irving,,46,69
241,3,6:02.0,Shooting foul by G. Dragić (drawn by K. Irving),,46,69
242,3,6:02.0,K. Irving misses free throw 1 of 2,,46,69
243,3,6:02.0,Offensive rebound by Team,,46,69
244,3,6:02.0,,M. Chalmers enters the game for G. Dragić,46,69
245,3,6:02.0,K. Irving misses free throw 2 of 2,,46,69
246,3,6:01.0,,Defensive rebound by H. Whiteside,46,69
247,3,5:43.0,,M. Chalmers makes 2-pt jump shot from 8 ft,46,71
248,3,5:27.0,L. James makes 3-pt jump shot from 23 ft,,49,71
249,3,5:08.0,,D. Wade makes 2-pt jump shot from 9 ft (assist by M. Chalmers),49,73
250,3,5:08.0,Cleveland full timeout,,49,73
251,3,5:08.0,J. Jones enters the game for L. James,,49,73
252,3,5:08.0,I. Shumpert enters the game for T. Mozgov,,49,73
253,3,4:57.0,Shooting foul by D. Wade (drawn by T. Thompson),,49,73
254,3,4:57.0,T. Thompson makes free throw 1 of 2,,50,73
255,3,4:57.0,T. Thompson misses free throw 2 of 2,,50,73
256,3,4:56.0,,Defensive rebound by H. Whiteside,50,73
257,3,4:31.0,,H. Whiteside misses 2-pt hook shot from 7 ft,50,73
258,3,4:30.0,Defensive rebound by J. Smith,,50,73
259,3,4:27.0,Turnover by J. Smith (lost ball; steal by M. Chalmers),,50,73
260,3,4:21.0,,Turnover by D. Wade (lost ball),50,73
261,3,4:10.0,K. Irving misses 3-pt jump shot from 24 ft,,50,73
262,3,4:08.0,,Defensive rebound by Team,50,73
263,3,4:08.0,,H. Walker enters the game for U. Haslem,50,73
264,3,4:00.0,,Personal foul by J. Jones (drawn by H. Whiteside),50,73
265,3,3:44.0,,D. Wade makes 2-pt jump shot from 19 ft,50,75
266,3,3:24.0,I. Shumpert misses 2-pt layup from 3 ft (block by H. Whiteside),,50,75
267,3,3:23.0,,Defensive rebound by H. Walker,50,75
268,3,3:08.0,,Turnover by H. Walker (traveling),50,75
269,3,2:56.0,Personal foul by D. Wade (drawn by K. Irving),,50,75
270,3,2:56.0,,Miami full timeout,50,75
271,3,2:56.0,M. Dellavedova enters the game for J. Smith,,50,75
272,3,2:56.0,K. Irving makes free throw 1 of 2,,51,75
273,3,2:56.0,K. Irving makes free throw 2 of 2,,52,75
274,3,2:43.0,,H. Whiteside makes 2-pt layup from 1 ft (assist by M. Chalmers),52,77
275,3,2:43.0,,Shooting foul by M. Dellavedova (drawn by H. Whiteside),52,77
276,3,2:43.0,,G. Dragić enters the game for D. Wade,52,77
277,3,2:43.0,,H. Whiteside misses free throw 1 of 1,52,77
278,3,2:42.0,Defensive rebound by I. Shumpert,,52,77
279,3,2:28.0,M. Dellavedova misses 3-pt jump shot from 24 ft,,52,77
280,3,2:27.0,Offensive rebound by Team,,52,77
281,3,2:27.0,,Loose ball foul by M. Chalmers (drawn by K. Irving),52,77
282,3,2:27.0,K. Irving makes free throw 1 of 2,,53,77
283,3,2:27.0,K. Irving makes free throw 2 of 2,,54,77
284,3,2:25.0,,Turnover by H. Whiteside (bad pass; steal by M. Dellavedova),54,77
285,3,2:15.0,K. Irving makes 3-pt jump shot from 23 ft (assist by J. Jones),,57,77
286,3,1:58.0,,M. Chalmers misses 2-pt jump shot from 6 ft (block by K. Irving),57,77
287,3,1:57.0,Defensive rebound by M. Dellavedova,,57,77
288,3,1:55.0,Offensive foul by J. Jones (drawn by M. Chalmers),,57,77
289,3,1:55.0,Turnover by J. Jones (offensive foul),,57,77
290,3,1:53.0,,Personal foul by M. Dellavedova (drawn by G. Dragić),57,77
291,3,1:36.0,,H. Walker makes 3-pt jump shot from 25 ft (assist by L. Deng),57,80
292,3,1:22.0,Shooting foul by M. Chalmers (drawn by K. Irving),,57,80
293,3,1:22.0,K. Irving makes free throw 1 of 3,,58,80
294,3,1:22.0,K. Irving makes free throw 2 of 3,,59,80
295,3,1:22.0,K. Irving makes free throw 3 of 3,,60,80
296,3,1:12.0,,Personal foul by M. Dellavedova (drawn by G. Dragić),60,80
297,3,1:12.0,,G. Dragić makes free throw 1 of 2,60,81
298,3,1:12.0,,G. Dragić makes free throw 2 of 2,60,82
299,3,0:57.0,K. Irving misses 3-pt jump shot from 23 ft,,60,82
300,3,0:56.0,Offensive rebound by T. Thompson,,60,82
301,3,0:52.0,I. Shumpert makes 3-pt jump shot from 23 ft (assist by K. Irving),,63,82
302,3,0:34.0,,M. Chalmers misses 3-pt jump shot from 23 ft,63,82
303,3,0:33.0,,Offensive rebound by Team,63,82
304,3,0:33.0,Loose ball foul by T. Thompson (drawn by H. Whiteside),,63,82
305,3,0:33.0,,H. Whiteside misses free throw 1 of 2,63,82
306,3,0:33.0,,Offensive rebound by Team,63,82
307,3,0:33.0,,M. Beasley enters the game for L. Deng,63,82
308,3,0:33.0,,H. Whiteside makes free throw 2 of 2,63,83
309,3,0:24.0,K. Irving misses 2-pt jump shot from 14 ft,,63,83
310,3,0:23.0,,Defensive rebound by M. Chalmers,63,83
311,3,0:03.0,,H. Whiteside misses 2-pt layup from 2 ft,63,83
312,3,0:02.0,Defensive rebound by I. Shumpert,,63,83
313,3,0:01.0,I. Shumpert misses 3-pt jump shot from 26 ft,,63,83
314,3,0:00.0,Offensive rebound by Team,,63,83
315,4,11:43.0,L. James misses 2-pt jump shot from 18 ft,,63,83
316,4,11:42.0,,Defensive rebound by M. Chalmers,63,83
317,4,11:23.0,,G. Dragić misses 3-pt jump shot from 24 ft,63,83
318,4,11:22.0,Defensive rebound by J. Jones,,63,83
319,4,11:12.0,J. Jones makes 3-pt jump shot from 24 ft (assist by L. James),,66,83
320,4,10:48.0,,Personal foul by L. James (drawn by M. Beasley),66,83
321,4,10:39.0,,G. Dragić makes 2-pt layup from 2 ft,66,85
322,4,10:24.0,Turnover by L. James (bad pass),,66,85
323,4,10:09.0,,C. Andersen makes 2-pt layup from 2 ft (assist by G. Dragić),66,87
324,4,9:59.0,L. James misses 2-pt layup from 2 ft (block by C. Andersen),,66,87
325,4,9:58.0,,Defensive rebound by G. Dragić,66,87
326,4,9:57.0,,Personal foul by J. Jones (drawn by G. Dragić),66,87
327,4,9:57.0,T. Mozgov enters the game for T. Thompson,,66,87
328,4,9:57.0,K. Irving enters the game for M. Dellavedova,,66,87
329,4,9:47.0,,H. Walker misses 3-pt jump shot from 23 ft (block by J. Jones),66,87
330,4,9:46.0,,Offensive rebound by M. Beasley,66,87
331,4,9:45.0,,M. Beasley makes 2-pt dunk at rim,66,89
332,4,9:38.0,Personal foul by H. Walker (drawn by T. Mozgov),,66,89
333,4,9:30.0,Personal foul by C. Andersen (drawn by L. James),,66,89
334,4,9:16.0,L. James misses 2-pt layup from 1 ft,,66,89
335,4,9:15.0,,Defensive rebound by G. Dragić,66,89
336,4,9:11.0,,Turnover by H. Walker (bad pass),66,89
337,4,9:01.0,J. Jones misses 3-pt jump shot from 24 ft,,66,89
338,4,9:00.0,Offensive rebound by I. Shumpert,,66,89
339,4,8:48.0,L. James makes 2-pt dunk at rim (assist by J. Jones),,68,89
340,4,8:35.0,,Personal foul by L. James (drawn by M. Beasley),68,89
341,4,8:35.0,Official timeout,,68,89
342,4,8:35.0,S. Marion enters the game for I. Shumpert,,68,89
343,4,8:21.0,,M. Chalmers makes 3-pt jump shot from 24 ft (assist by G. Dragić),68,92
344,4,7:58.0,S. Marion misses 2-pt layup from 2 ft,,68,92
345,4,7:57.0,,Defensive rebound by M. Beasley,68,92
346,4,7:50.0,,G. Dragić misses 3-pt jump shot from 23 ft,68,92
347,4,7:49.0,Defensive rebound by K. Irving,,68,92
348,4,7:42.0,S. Marion misses 2-pt layup at rim,,68,92
349,4,7:41.0,Offensive rebound by Team,,68,92
350,4,7:34.0,Shooting foul by H. Walker (drawn by L. James),,68,92
351,4,7:34.0,L. James makes free throw 1 of 2,,69,92
352,4,7:34.0,M. Dellavedova enters the game for K. Irving,,69,92
353,4,7:34.0,,L. Deng enters the game for H. Walker,69,92
354,4,7:34.0,L. James makes free throw 2 of 2,,70,92
355,4,7:14.0,,C. Andersen misses 2-pt jump shot from 11 ft,70,92
356,4,7:13.0,Defensive rebound by T. Mozgov,,70,92
357,4,6:54.0,J. Jones misses 3-pt jump shot from 24 ft,,70,92
358,4,6:53.0,Offensive rebound by S. Marion,,70,92
359,4,6:52.0,S. Marion makes 2-pt hook shot from 4 ft,,72,92
360,4,6:27.0,,M. Chalmers misses 3-pt jump shot from 24 ft,72,92
361,4,6:26.0,,Offensive rebound by C. Andersen,72,92
362,4,6:25.0,,Turnover by Team (shot clock),72,92
363,4,6:09.0,Turnover by J. Jones (bad pass),,72,92
364,4,6:09.0,,D. Wade enters the game for M. Chalmers,72,92
365,4,5:51.0,,M. Beasley makes 2-pt jump shot from 14 ft,72,94
366,4,5:38.0,J. Jones makes 3-pt jump shot from 23 ft (assist by L. James),,75,94
367,4,5:36.0,,Miami full timeout,75,94
368,4,5:36.0,K. Perkins enters the game for T. Mozgov,,75,94
369,4,5:13.0,,M. Beasley misses 3-pt jump shot from 23 ft,75,94
370,4,5:12.0,,Offensive rebound by Team,75,94
371,4,5:12.0,,Turnover by Team (shot clock),75,94
372,4,5:01.0,L. James makes 3-pt jump shot from 25 ft (assist by M. Dellavedova),,78,94
373,4,4:33.0,,M. Beasley misses 2-pt jump shot from 20 ft,78,94
374,4,4:32.0,,Offensive rebound by G. Dragić,78,94
375,4,4:22.0,,D. Wade misses 2-pt jump shot from 6 ft,78,94
376,4,4:21.0,Defensive rebound by K. Perkins,,78,94
377,4,4:19.0,Turnover by K. Perkins (lost ball; steal by D. Wade),,78,94
378,4,4:08.0,,M. Beasley misses 2-pt layup at rim,78,94
379,4,4:07.0,Defensive rebound by J. Jones,,78,94
380,4,3:50.0,L. James misses 3-pt jump shot from 24 ft,,78,94
381,4,3:49.0,Offensive rebound by L. James,,78,94
382,4,3:40.0,L. James makes 3-pt jump shot from 24 ft (assist by K. Perkins),,81,94
383,4,3:25.0,,G. Dragić makes 2-pt layup from 1 ft,81,96
384,4,3:15.0,L. James makes 2-pt dunk at rim,,83,96
385,4,3:06.0,,Shooting foul by K. Perkins (drawn by D. Wade),83,96
386,4,3:06.0,,D. Wade makes free throw 1 of 2,83,97
387,4,3:06.0,,H. Whiteside enters the game for C. Andersen,83,97
388,4,3:06.0,,H. Walker enters the game for M. Beasley,83,97
389,4,3:06.0,,D. Wade misses free throw 2 of 2,83,97
390,4,3:05.0,Defensive rebound by K. Perkins,,83,97
