,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,NEW YORK_ACTION,NEW ORLEANS_SCORE,NEW YORK_SCORE
385,4,0:19.0,,C. Anthony makes free throw 2 of 2,92,97
386,4,0:19.0,New Orleans full timeout,,92,97
387,4,0:11.0,E. Gordon misses 2-pt jump shot from 21 ft (block by J. Smith),,92,97
388,4,0:09.0,,Defensive rebound by C. Anthony,92,97
389,4,0:08.0,,Personal take foul by E. Gordon (drawn by C. Anthony),92,97
390,4,0:08.0,,C. Anthony makes free throw 1 of 2,92,98
391,4,0:08.0,,C. Anthony makes free throw 2 of 2,92,99
392,4,0:08.0,New Orleans full timeout,,92,99
393,4,0:06.0,E. Gordon misses 3-pt jump shot from 25 ft,,92,99
394,4,0:05.0,Offensive rebound by Q. Pondexter,,92,99
395,4,0:03.0,Q. Pondexter misses 3-pt jump shot from 26 ft,,92,99
396,4,0:01.0,Offensive rebound by Ö. Aşık,,92,99
397,4,0:01.0,Ö. Aşık misses 2-pt tip-in from 1 ft,,92,99
398,4,0:00.0,Offensive rebound by Ö. Aşık,,92,99
