,QUARTER,TIME_REMAINING,PORTLAND_ACTION,INDIANA_ACTION,PORTLAND_SCORE,INDIANA_SCORE
50,1,6:00.0,,Turnover by R. Hibbert (bad pass; steal by N. Batum),9,12
51,1,5:54.0,D. Lillard misses 3-pt jump shot from 25 ft,,9,12
52,1,5:51.0,,Defensive rebound by S. Hill,9,12
53,1,5:41.0,,R. Stuckey misses 2-pt layup from 3 ft,9,12
54,1,5:40.0,,Offensive rebound by R. Hibbert,9,12
55,1,5:39.0,,R. Hibbert makes 2-pt layup from 1 ft,9,14
56,1,5:24.0,N. Batum makes 2-pt layup from 2 ft (assist by D. Lillard),,11,14
57,1,5:24.0,Shooting foul by C. Watson (drawn by N. Batum),,11,14
58,1,5:24.0,,Indiana full timeout,11,14
59,1,5:24.0,S. Blake enters the game for W. Matthews,,11,14
60,1,5:24.0,N. Batum makes free throw 1 of 1,,12,14
61,1,5:09.0,,R. Hibbert misses 2-pt jump shot from 3 ft,12,14
62,1,5:08.0,Defensive rebound by R. Lopez,,12,14
63,1,4:58.0,D. Lillard misses 2-pt jump shot from 3 ft,,12,14
64,1,4:55.0,,Defensive rebound by C. Watson,12,14
65,1,4:47.0,,R. Stuckey misses 3-pt jump shot from 23 ft,12,14
66,1,4:46.0,Defensive rebound by L. Aldridge,,12,14
67,1,4:33.0,L. Aldridge misses 2-pt jump shot from 21 ft,,12,14
68,1,4:32.0,Offensive rebound by R. Lopez,,12,14
69,1,4:23.0,D. Lillard makes 2-pt dunk from 2 ft (assist by S. Blake),,14,14
70,1,4:07.0,,Turnover by C. Watson (bad pass; steal by N. Batum),14,14
71,1,3:59.0,D. Lillard misses 3-pt jump shot from 25 ft,,14,14
72,1,3:58.0,,Defensive rebound by R. Hibbert,14,14
73,1,3:44.0,,D. West misses 2-pt hook shot from 6 ft,14,14
74,1,3:43.0,Defensive rebound by S. Blake,,14,14
75,1,3:34.0,Personal foul by C. Watson (drawn by R. Lopez),,14,14
76,1,3:34.0,C. Kaman enters the game for R. Lopez,,14,14
77,1,3:34.0,,L. Allen enters the game for R. Hibbert,14,14
78,1,3:34.0,,C. Copeland enters the game for S. Hill,14,14
79,1,3:34.0,,D. Sloan enters the game for C. Watson,14,14
80,1,3:30.0,N. Batum makes 2-pt jump shot from 19 ft (assist by D. Lillard),,16,14
81,1,3:09.0,,Shooting foul by C. Kaman (drawn by R. Stuckey),16,14
82,1,3:09.0,Portland full timeout,,16,14
83,1,3:09.0,,R. Stuckey makes free throw 1 of 2,16,15
84,1,3:09.0,,R. Stuckey misses free throw 2 of 2,16,15
85,1,3:08.0,,Offensive rebound by D. West,16,15
86,1,2:50.0,,D. West makes 2-pt jump shot from 16 ft (assist by R. Stuckey),16,17
87,1,2:35.0,L. Aldridge misses 2-pt jump shot from 13 ft,,16,17
88,1,2:33.0,,Defensive rebound by L. Allen,16,17
89,1,2:19.0,,D. Sloan misses 2-pt jump shot from 19 ft,16,17
90,1,2:18.0,Defensive rebound by Team,,16,17
91,1,2:18.0,A. Crabbe enters the game for N. Batum,,16,17
92,1,2:18.0,W. Matthews enters the game for D. Lillard,,16,17
93,1,2:02.0,L. Aldridge misses 2-pt jump shot from 9 ft,,16,17
94,1,2:01.0,Offensive rebound by C. Kaman,,16,17
95,1,1:57.0,C. Kaman makes 2-pt layup from 1 ft,,18,17
96,1,1:57.0,Shooting foul by L. Allen (drawn by C. Kaman),,18,17
97,1,1:57.0,C. Kaman misses free throw 1 of 1,,18,17
98,1,1:55.0,,Defensive rebound by R. Stuckey,18,17
99,1,1:38.0,,Turnover by C. Copeland (lost ball; steal by S. Blake),18,17
100,1,1:33.0,A. Crabbe makes 2-pt layup from 2 ft (assist by S. Blake),,20,17
101,1,1:17.0,,R. Stuckey makes 2-pt jump shot from 4 ft (assist by D. West),20,19
102,1,1:04.0,S. Blake makes 2-pt jump shot from 16 ft,,22,19
103,1,0:44.0,,Shooting foul by S. Blake (drawn by D. Sloan),22,19
104,1,0:44.0,,D. Sloan makes free throw 1 of 2,22,20
105,1,0:44.0,,D. Sloan makes free throw 2 of 2,22,21
106,1,0:35.0,C. Kaman misses 2-pt layup from 3 ft,,22,21
107,1,0:34.0,,Defensive rebound by L. Allen,22,21
108,1,0:29.0,,R. Stuckey makes 2-pt hook shot from 5 ft,22,23
109,1,0:07.0,C. Kaman misses 2-pt jump shot from 12 ft,,22,23
110,1,0:05.0,Offensive rebound by C. Kaman,,22,23
111,1,0:02.0,C. Kaman misses 2-pt jump shot from 12 ft,,22,23
112,1,0:02.0,,Defensive rebound by R. Stuckey,22,23
113,1,0:01.0,,R. Stuckey misses 2-pt jump shot from 3 ft,22,23
114,1,0:00.0,,Offensive rebound by L. Allen,22,23
115,1,0:00.0,,L. Allen misses 2-pt tip-in from 2 ft,22,23
116,1,0:00.0,,Offensive rebound by Team,22,23
117,2,11:41.0,C. Kaman makes 2-pt hook shot from 4 ft,,24,23
118,2,11:18.0,,D. Sloan misses 3-pt jump shot from 24 ft,24,23
119,2,11:16.0,Defensive rebound by A. Crabbe,,24,23
120,2,10:58.0,S. Blake makes 3-pt jump shot from 25 ft,,27,23
121,2,10:44.0,,L. Scola makes 2-pt jump shot from 18 ft (assist by D. Sloan),27,25
122,2,10:34.0,W. Matthews makes 3-pt jump shot from 25 ft (assist by S. Blake),,30,25
123,2,10:14.0,,C. Copeland misses 3-pt jump shot from 26 ft,30,25
124,2,10:13.0,Defensive rebound by A. Crabbe,,30,25
125,2,10:06.0,W. Matthews makes 3-pt jump shot from 25 ft (assist by S. Blake),,33,25
126,2,9:48.0,,Turnover by C. Copeland (lost ball; steal by J. Freeland),33,25
127,2,9:41.0,W. Matthews misses 3-pt jump shot from 24 ft,,33,25
128,2,9:40.0,,Defensive rebound by C. Copeland,33,25
129,2,9:28.0,,Personal foul by J. Freeland (drawn by L. Scola),33,25
130,2,9:28.0,,S. Hill enters the game for C. Copeland,33,25
131,2,9:16.0,,Shooting foul by S. Blake (drawn by L. Scola),33,25
132,2,9:16.0,,L. Scola makes free throw 1 of 2,33,26
133,2,9:16.0,,L. Scola makes free throw 2 of 2,33,27
134,2,9:03.0,S. Blake makes 2-pt layup from 4 ft,,35,27
135,2,9:03.0,Shooting foul by L. Allen (drawn by S. Blake),,35,27
136,2,9:03.0,S. Blake makes free throw 1 of 1,,36,27
137,2,8:51.0,,D. Sloan makes 2-pt layup from 3 ft,36,29
138,2,8:37.0,Turnover by C. Kaman (lost ball; steal by L. Scola),,36,29
139,2,8:34.0,,Shooting foul by A. Crabbe (drawn by L. Scola),36,29
140,2,8:34.0,Official timeout,,36,29
141,2,8:34.0,,L. Scola misses free throw 1 of 2,36,29
142,2,8:34.0,,Offensive rebound by Team,36,29
143,2,8:34.0,,L. Scola makes free throw 2 of 2,36,30
144,2,8:17.0,Turnover by C. Kaman (lost ball; steal by L. Scola),,36,30
145,2,8:13.0,,D. Sloan misses 2-pt jump shot from 4 ft (block by S. Blake),36,30
146,2,8:13.0,,Offensive rebound by Team,36,30
147,2,8:11.0,,D. Rudež misses 2-pt jump shot from 16 ft,36,30
148,2,8:10.0,Defensive rebound by C. Kaman,,36,30
149,2,7:55.0,Shooting foul by D. Sloan (drawn by W. Matthews),,36,30
150,2,7:55.0,W. Matthews makes free throw 1 of 2,,37,30
151,2,7:55.0,D. Lillard enters the game for A. Crabbe,,37,30
152,2,7:55.0,W. Matthews makes free throw 2 of 2,,38,30
153,2,7:36.0,,L. Scola misses 2-pt layup from 1 ft,38,30
154,2,7:35.0,Defensive rebound by C. Kaman,,38,30
155,2,7:13.0,J. Freeland makes 2-pt jump shot from 18 ft (assist by C. Kaman),,40,30
156,2,7:12.0,,Indiana full timeout,40,30
157,2,7:12.0,,R. Hibbert enters the game for L. Allen,40,30
158,2,7:12.0,A. Crabbe enters the game for W. Matthews,,40,30
159,2,6:56.0,,R. Hibbert misses 2-pt jump shot from 16 ft,40,30
160,2,6:55.0,Defensive rebound by A. Crabbe,,40,30
161,2,6:44.0,C. Kaman makes 2-pt layup from 3 ft (assist by S. Blake),,42,30
162,2,6:27.0,,D. Sloan misses 3-pt jump shot from 25 ft,42,30
163,2,6:25.0,Defensive rebound by C. Kaman,,42,30
164,2,6:15.0,J. Freeland makes 2-pt jump shot from 17 ft (assist by S. Blake),,44,30
165,2,6:00.0,,S. Hill misses 2-pt jump shot from 16 ft,44,30
166,2,5:59.0,Defensive rebound by C. Kaman,,44,30
167,2,5:48.0,Turnover by S. Blake (bad pass; steal by D. Rudež),,44,30
168,2,5:48.0,,Personal take foul by C. Kaman (drawn by D. Rudež),44,30
169,2,5:48.0,,C. Watson enters the game for D. Sloan,44,30
170,2,5:48.0,,R. Stuckey enters the game for D. Rudež,44,30
171,2,5:48.0,R. Lopez enters the game for S. Blake,,44,30
172,2,5:48.0,N. Batum enters the game for C. Kaman,,44,30
173,2,5:30.0,,S. Hill makes 2-pt jump shot from 7 ft,44,32
174,2,5:04.0,R. Lopez makes 2-pt hook shot from 5 ft,,46,32
175,2,4:46.0,,R. Stuckey misses 3-pt jump shot from 23 ft,46,32
176,2,4:45.0,Defensive rebound by D. Lillard,,46,32
177,2,4:37.0,D. Lillard misses 2-pt jump shot from 17 ft,,46,32
178,2,4:35.0,,Defensive rebound by R. Stuckey,46,32
179,2,4:26.0,,Turnover by R. Stuckey (bad pass),46,32
180,2,4:26.0,L. Aldridge enters the game for J. Freeland,,46,32
181,2,4:12.0,N. Batum misses 3-pt jump shot from 23 ft,,46,32
182,2,4:11.0,,Defensive rebound by S. Hill,46,32
183,2,4:04.0,,S. Hill misses 2-pt layup from 2 ft,46,32
184,2,4:03.0,,Offensive rebound by L. Scola,46,32
185,2,4:03.0,,L. Scola makes 2-pt tip-in from 2 ft,46,34
186,2,3:48.0,Personal block foul by L. Scola (drawn by D. Lillard),,46,34
187,2,3:39.0,D. Lillard makes 2-pt jump shot from 4 ft,,48,34
188,2,3:22.0,,Turnover by R. Stuckey (bad pass),48,34
189,2,3:10.0,D. Lillard makes 2-pt layup from 1 ft,,50,34
190,2,3:10.0,,Indiana full timeout,50,34
191,2,3:10.0,,D. West enters the game for L. Scola,50,34
192,2,2:52.0,,R. Stuckey misses 2-pt jump shot from 19 ft,50,34
193,2,2:51.0,Defensive rebound by N. Batum,,50,34
194,2,2:37.0,Personal foul by D. West (drawn by D. Lillard),,50,34
195,2,2:37.0,Portland full timeout,,50,34
196,2,2:37.0,W. Matthews enters the game for A. Crabbe,,50,34
197,2,2:27.0,D. Lillard misses 2-pt jump shot from 11 ft,,50,34
198,2,2:26.0,,Defensive rebound by R. Stuckey,50,34
199,2,2:08.0,,S. Hill makes 2-pt layup from 1 ft,50,36
200,2,1:46.0,N. Batum makes 2-pt jump shot from 15 ft (assist by R. Lopez),,52,36
201,2,1:35.0,,C. Watson misses 2-pt jump shot from 17 ft,52,36
202,2,1:33.0,Defensive rebound by D. Lillard,,52,36
203,2,1:24.0,,Offensive charge foul by L. Aldridge (drawn by D. West),52,36
204,2,1:24.0,Turnover by L. Aldridge (offensive foul),,52,36
205,2,1:03.0,,Turnover by S. Hill (bad pass; steal by N. Batum),52,36
206,2,1:03.0,Personal take foul by R. Hibbert (drawn by D. Lillard),,52,36
207,2,1:03.0,D. Lillard makes free throw 1 of 2,,53,36
208,2,1:03.0,D. Lillard makes free throw 2 of 2,,54,36
209,2,0:52.0,,R. Stuckey misses 2-pt jump shot from 4 ft (block by R. Lopez),54,36
210,2,0:51.0,,Offensive rebound by R. Stuckey,54,36
211,2,0:50.0,,R. Stuckey makes 2-pt layup from 1 ft,54,38
212,2,0:34.0,L. Aldridge makes 2-pt jump shot from 12 ft (assist by N. Batum),,56,38
213,2,0:24.0,,S. Hill misses 3-pt jump shot from 23 ft,56,38
214,2,0:23.0,Defensive rebound by W. Matthews,,56,38
215,2,0:14.0,Portland full timeout,,56,38
216,2,0:14.0,,D. Sloan enters the game for C. Watson,56,38
217,2,0:14.0,S. Blake enters the game for R. Lopez,,56,38
218,2,0:14.0,,L. Allen enters the game for R. Hibbert,56,38
219,2,0:01.0,D. Lillard makes 2-pt layup from 2 ft,,58,38
220,3,11:37.0,L. Aldridge makes 2-pt jump shot from 11 ft,,60,38
221,3,11:14.0,,D. West misses 2-pt jump shot from 17 ft,60,38
222,3,11:13.0,Defensive rebound by L. Aldridge,,60,38
223,3,11:02.0,L. Aldridge misses 2-pt jump shot from 19 ft,,60,38
224,3,11:01.0,,Defensive rebound by R. Stuckey,60,38
225,3,10:47.0,,R. Hibbert makes 2-pt hook shot from 10 ft,60,40
226,3,10:31.0,N. Batum makes 2-pt jump shot from 17 ft,,62,40
227,3,10:06.0,,R. Hibbert misses 2-pt hook shot from 3 ft,62,40
228,3,10:05.0,Defensive rebound by L. Aldridge,,62,40
229,3,9:55.0,L. Aldridge misses 2-pt layup from 3 ft,,62,40
230,3,9:54.0,,Defensive rebound by R. Hibbert,62,40
231,3,9:44.0,,Turnover by C. Watson (lost ball; steal by L. Aldridge),62,40
232,3,9:39.0,L. Aldridge makes 2-pt layup from 2 ft (assist by N. Batum),,64,40
233,3,9:39.0,Shooting foul by D. West (drawn by L. Aldridge),,64,40
234,3,9:39.0,L. Aldridge makes free throw 1 of 1,,65,40
235,3,9:23.0,,S. Hill misses 2-pt layup from 3 ft,65,40
236,3,9:22.0,Defensive rebound by L. Aldridge,,65,40
237,3,9:08.0,N. Batum misses 3-pt jump shot from 24 ft,,65,40
238,3,9:08.0,,Defensive rebound by R. Stuckey,65,40
239,3,8:57.0,,R. Hibbert misses 2-pt hook shot from 4 ft,65,40
240,3,8:56.0,Defensive rebound by L. Aldridge,,65,40
241,3,8:45.0,D. Lillard misses 2-pt layup from 3 ft,,65,40
242,3,8:44.0,Offensive rebound by L. Aldridge,,65,40
243,3,8:43.0,L. Aldridge makes 2-pt dunk from 1 ft,,67,40
244,3,8:42.0,,Indiana full timeout,67,40
245,3,8:36.0,Violation by D. Lillard (kicked ball),,67,40
246,3,8:25.0,,D. West misses 2-pt jump shot from 17 ft,67,40
247,3,8:24.0,Defensive rebound by R. Lopez,,67,40
248,3,8:03.0,L. Aldridge makes 2-pt jump shot from 19 ft (assist by N. Batum),,69,40
249,3,7:47.0,,D. West makes 2-pt jump shot from 17 ft (assist by C. Watson),69,42
250,3,7:30.0,D. Lillard misses 2-pt jump shot from 19 ft,,69,42
251,3,7:29.0,,Defensive rebound by D. West,69,42
252,3,7:18.0,,R. Stuckey misses 2-pt jump shot from 10 ft,69,42
253,3,7:18.0,,Offensive rebound by Team,69,42
254,3,7:18.0,Loose ball foul by N. Batum (drawn by R. Hibbert),,69,42
255,3,7:06.0,,C. Watson makes 2-pt jump shot from 14 ft,69,44
256,3,6:46.0,L. Aldridge misses 2-pt jump shot from 16 ft,,69,44
257,3,6:45.0,,Defensive rebound by R. Hibbert,69,44
258,3,6:36.0,,D. West makes 2-pt jump shot from 19 ft (assist by R. Stuckey),69,46
259,3,6:14.0,D. Lillard misses 2-pt jump shot from 18 ft,,69,46
260,3,6:13.0,Offensive rebound by R. Lopez,,69,46
261,3,6:08.0,W. Matthews misses 2-pt jump shot from 8 ft,,69,46
262,3,6:06.0,Offensive rebound by Team,,69,46
263,3,5:59.0,D. Lillard makes 2-pt dunk from 3 ft (assist by N. Batum),,71,46
264,3,5:44.0,,R. Stuckey misses 2-pt jump shot from 11 ft,71,46
265,3,5:43.0,,Offensive rebound by S. Hill,71,46
266,3,5:42.0,,S. Hill makes 2-pt layup from 1 ft,71,48
267,3,5:19.0,W. Matthews makes 2-pt jump shot from 15 ft,,73,48
268,3,5:01.0,,R. Hibbert misses 2-pt jump shot from 15 ft,73,48
269,3,5:00.0,,Offensive rebound by D. West,73,48
270,3,4:54.0,,C. Watson makes 2-pt jump shot from 15 ft (assist by D. West),73,50
271,3,4:38.0,R. Lopez makes 2-pt hook shot from 11 ft (assist by D. Lillard),,75,50
272,3,4:28.0,,D. West makes 2-pt jump shot from 16 ft (assist by C. Watson),75,52
273,3,4:15.0,Personal foul by D. West (drawn by R. Lopez),,75,52
274,3,4:15.0,,L. Allen enters the game for R. Hibbert,75,52
275,3,4:15.0,C. Kaman enters the game for R. Lopez,,75,52
276,3,4:15.0,S. Blake enters the game for W. Matthews,,75,52
277,3,4:08.0,C. Kaman makes 2-pt jump shot from 7 ft (assist by N. Batum),,77,52
278,3,3:57.0,,C. Watson makes 3-pt jump shot from 24 ft,77,55
279,3,3:37.0,Turnover by N. Batum (bad pass; steal by R. Stuckey),,77,55
280,3,3:34.0,Violation by N. Batum (def goaltending),,77,55
281,3,3:34.0,,R. Stuckey makes 2-pt layup from 2 ft,77,57
282,3,3:19.0,D. Lillard makes 2-pt layup from 1 ft,,79,57
283,3,3:08.0,,Personal foul by L. Aldridge (drawn by R. Stuckey),79,57
284,3,3:02.0,,C. Watson makes 2-pt jump shot from 18 ft,79,59
285,3,2:44.0,D. Lillard misses 2-pt jump shot from 16 ft,,79,59
286,3,2:42.0,Offensive rebound by L. Aldridge,,79,59
287,3,2:42.0,L. Aldridge makes 2-pt layup at rim,,81,59
288,3,2:42.0,Shooting foul by L. Allen (drawn by L. Aldridge),,81,59
289,3,2:42.0,Portland full timeout,,81,59
290,3,2:42.0,,D. Sloan enters the game for R. Stuckey,81,59
291,3,2:42.0,A. Crabbe enters the game for D. Lillard,,81,59
292,3,2:42.0,L. Aldridge makes free throw 1 of 1,,82,59
293,3,2:23.0,,L. Allen misses 2-pt jump shot from 17 ft,82,59
294,3,2:22.0,Defensive rebound by N. Batum,,82,59
295,3,2:14.0,L. Aldridge misses 2-pt jump shot from 18 ft,,82,59
296,3,2:13.0,,Defensive rebound by S. Hill,82,59
297,3,2:07.0,,S. Hill misses 2-pt layup from 1 ft,82,59
298,3,2:06.0,,Offensive rebound by L. Allen,82,59
299,3,2:04.0,,L. Allen makes 2-pt layup at rim,82,61
300,3,1:46.0,,Offensive charge foul by L. Aldridge (drawn by S. Hill),82,61
301,3,1:46.0,Turnover by L. Aldridge (offensive foul),,82,61
302,3,1:34.0,,S. Hill misses 2-pt layup from 1 ft,82,61
303,3,1:33.0,,Offensive rebound by S. Hill,82,61
304,3,1:27.0,,S. Hill makes 2-pt jump shot from 18 ft (assist by D. West),82,63
305,3,1:03.0,S. Blake misses 3-pt jump shot from 25 ft,,82,63
306,3,1:00.0,,Defensive rebound by S. Hill,82,63
307,3,0:50.0,,Personal foul by A. Crabbe (drawn by D. West),82,63
308,3,0:50.0,W. Matthews enters the game for N. Batum,,82,63
309,3,0:42.0,,S. Hill misses 3-pt jump shot from 23 ft,82,63
310,3,0:40.0,,Offensive rebound by Team,82,63
311,3,0:38.0,,Shooting foul by C. Kaman (drawn by C. Watson),82,63
312,3,0:38.0,,C. Watson makes free throw 1 of 3,82,64
313,3,0:38.0,,C. Watson makes free throw 2 of 3,82,65
314,3,0:38.0,,C. Watson makes free throw 3 of 3,82,66
315,3,0:30.0,Turnover by L. Aldridge (lost ball),,82,66
316,3,0:10.0,,D. Sloan misses 2-pt layup from 2 ft,82,66
317,3,0:08.0,Defensive rebound by S. Blake,,82,66
318,3,0:02.0,S. Blake misses 2-pt jump shot from 18 ft,,82,66
319,3,0:01.0,,Defensive rebound by Team,82,66
320,3,0:01.0,D. Lillard enters the game for S. Blake,,82,66
321,3,0:00.0,,C. Watson misses 3-pt jump shot from 27 ft,82,66
322,3,0:00.0,,Offensive rebound by Team,82,66
323,4,11:55.0,,Personal foul by S. Blake (drawn by D. Sloan),82,66
324,4,11:46.0,,L. Scola makes 2-pt layup from 2 ft,82,68
325,4,11:46.0,,Shooting foul by J. Freeland (drawn by L. Scola),82,68
326,4,11:46.0,,L. Scola makes free throw 1 of 1,82,69
327,4,11:30.0,W. Matthews misses 2-pt jump shot from 16 ft,,82,69
328,4,11:29.0,,Defensive rebound by L. Scola,82,69
329,4,11:14.0,,R. Stuckey misses 2-pt jump shot from 13 ft,82,69
330,4,11:12.0,Defensive rebound by W. Matthews,,82,69
331,4,10:55.0,C. Kaman misses 2-pt hook shot from 5 ft,,82,69
332,4,10:53.0,,Defensive rebound by R. Stuckey,82,69
333,4,10:41.0,,L. Scola misses 2-pt jump shot from 16 ft,82,69
334,4,10:40.0,Defensive rebound by W. Matthews,,82,69
335,4,10:29.0,C. Kaman misses 2-pt jump shot from 16 ft,,82,69
336,4,10:28.0,,Defensive rebound by L. Scola,82,69
337,4,10:21.0,,D. Sloan misses 2-pt jump shot from 4 ft (block by J. Freeland),82,69
338,4,10:20.0,Defensive rebound by A. Crabbe,,82,69
339,4,10:06.0,W. Matthews misses 3-pt jump shot from 25 ft,,82,69
340,4,10:05.0,,Defensive rebound by L. Allen,82,69
341,4,9:43.0,,D. Sloan makes 2-pt layup from 3 ft,82,71
342,4,9:42.0,Portland full timeout,,82,71
343,4,9:42.0,N. Batum enters the game for A. Crabbe,,82,71
344,4,9:42.0,D. Lillard enters the game for S. Blake,,82,71
345,4,9:22.0,C. Kaman misses 2-pt jump shot from 16 ft,,82,71
346,4,9:22.0,Offensive rebound by J. Freeland,,82,71
347,4,9:22.0,,Loose ball foul by L. Scola (drawn by J. Freeland),82,71
348,4,9:10.0,C. Kaman makes 2-pt layup from 1 ft,,84,71
349,4,8:44.0,,D. Sloan misses 3-pt jump shot from 25 ft,84,71
350,4,8:42.0,Defensive rebound by Team,,84,71
351,4,8:29.0,Turnover by D. Lillard (bad pass; steal by D. Sloan),,84,71
352,4,8:24.0,,R. Stuckey misses 2-pt layup from 2 ft,84,71
353,4,8:24.0,Defensive rebound by Team,,84,71
354,4,8:09.0,Personal foul by D. Rudež (drawn by N. Batum),,84,71
355,4,8:09.0,R. Lopez enters the game for C. Kaman,,84,71
356,4,8:04.0,D. Lillard misses 2-pt jump shot from 20 ft,,84,71
357,4,8:03.0,,Defensive rebound by L. Scola,84,71
358,4,7:43.0,,Turnover by L. Allen (bad pass; steal by R. Lopez),84,71
359,4,7:27.0,Turnover by N. Batum (traveling),,84,71
360,4,7:27.0,L. Aldridge enters the game for J. Freeland,,84,71
361,4,7:09.0,,D. Sloan misses 2-pt jump shot from 10 ft,84,71
362,4,7:08.0,,Offensive rebound by L. Allen,84,71
363,4,7:06.0,,Turnover by D. Sloan (bad pass),84,71
364,4,6:51.0,W. Matthews misses 3-pt jump shot from 25 ft,,84,71
365,4,6:50.0,,Defensive rebound by L. Allen,84,71
366,4,6:45.0,,Turnover by D. Sloan (lost ball; steal by D. Lillard),84,71
367,4,6:41.0,Turnover by W. Matthews (lost ball; steal by D. Rudež),,84,71
368,4,6:39.0,,Indiana full timeout,84,71
369,4,6:39.0,,R. Hibbert enters the game for R. Stuckey,84,71
370,4,6:39.0,,S. Hill enters the game for L. Allen,84,71
371,4,6:39.0,,C. Watson enters the game for D. Sloan,84,71
372,4,6:39.0,S. Blake enters the game for W. Matthews,,84,71
373,4,6:23.0,,D. Rudež misses 3-pt jump shot from 25 ft,84,71
374,4,6:22.0,Defensive rebound by L. Aldridge,,84,71
375,4,6:20.0,Turnover by L. Aldridge (lost ball; steal by L. Scola),,84,71
376,4,6:14.0,,Turnover by D. Rudež (back court),84,71
377,4,6:14.0,,R. Stuckey enters the game for D. Rudež,84,71
378,4,6:06.0,L. Aldridge misses 2-pt layup from 3 ft,,84,71
379,4,6:05.0,,Defensive rebound by L. Scola,84,71
380,4,5:56.0,,C. Watson makes 2-pt jump shot from 17 ft,84,73
381,4,5:42.0,Personal foul by L. Scola (drawn by L. Aldridge),,84,73
382,4,5:42.0,,D. West enters the game for L. Scola,84,73
383,4,5:39.0,D. Lillard misses 2-pt jump shot from 8 ft,,84,73
384,4,5:38.0,,Defensive rebound by R. Stuckey,84,73
385,4,5:29.0,,R. Stuckey misses 2-pt jump shot from 18 ft,84,73
386,4,5:28.0,Defensive rebound by L. Aldridge,,84,73
387,4,5:07.0,L. Aldridge misses 2-pt jump shot from 3 ft (block by D. West),,84,73
388,4,5:07.0,Offensive rebound by L. Aldridge,,84,73
