,QUARTER,TIME_REMAINING,PHOENIX_ACTION,PHILADELPHIA_ACTION,PHOENIX_SCORE,PHILADELPHIA_SCORE
49,1,5:56.0,,Philadelphia full timeout,7,16
50,1,5:41.0,,Turnover by T. Wroten (offensive foul),7,16
51,1,5:41.0,Offensive charge foul by T. Wroten (drawn by G. Dragić),,7,16
52,1,5:41.0,,K. McDaniels enters the game for T. Wroten,7,16
53,1,5:41.0,,B. Davies enters the game for H. Sims,7,16
54,1,5:27.0,M. Morris misses 3-pt jump shot from 23 ft,,7,16
55,1,5:26.0,,Defensive rebound by B. Davies,7,16
56,1,5:15.0,,M. Carter-Williams misses 2-pt jump shot from 9 ft,7,16
57,1,5:14.0,Defensive rebound by E. Bledsoe,,7,16
58,1,5:08.0,G. Dragić makes 2-pt jump shot from 14 ft (assist by E. Bledsoe),,9,16
59,1,4:59.0,,Offensive foul by B. Davies (drawn by E. Bledsoe),9,16
60,1,4:59.0,,Turnover by B. Davies (offensive foul),9,16
61,1,4:42.0,M. Morris makes 3-pt jump shot from 25 ft (assist by G. Dragić),,12,16
62,1,4:26.0,,M. Carter-Williams misses 3-pt jump shot from 26 ft,12,16
63,1,4:25.0,Defensive rebound by M. Morris,,12,16
64,1,4:18.0,M. Morris misses 3-pt jump shot from 25 ft,,12,16
65,1,4:17.0,,Defensive rebound by L. Mbah a Moute,12,16
66,1,4:05.0,,L. Mbah a Moute makes 2-pt layup from 1 ft (assist by M. Carter-Williams),12,18
67,1,3:52.0,Personal foul by N. Noel (drawn by A. Len),,12,18
68,1,3:52.0,I. Thomas enters the game for G. Dragić,,12,18
69,1,3:52.0,,A. Shved enters the game for N. Noel,12,18
70,1,3:52.0,,H. Sims enters the game for M. Carter-Williams,12,18
71,1,3:47.0,M. Morris makes 3-pt jump shot from 25 ft (assist by E. Bledsoe),,15,18
72,1,3:31.0,,K. McDaniels misses 2-pt layup from 1 ft,15,18
73,1,3:30.0,Defensive rebound by E. Bledsoe,,15,18
74,1,3:17.0,M. Morris makes 2-pt jump shot from 5 ft,,17,18
75,1,2:55.0,,K. McDaniels makes 3-pt jump shot from 25 ft (assist by A. Shved),17,21
76,1,2:47.0,I. Thomas makes 3-pt jump shot from 26 ft (assist by E. Bledsoe),,20,21
77,1,2:30.0,,Away from play foul by M. Morris (drawn by B. Davies),20,21
78,1,2:30.0,,A. Shved makes 3-pt jump shot from 24 ft,20,24
79,1,2:30.0,Phoenix full timeout,,20,24
80,1,2:30.0,,H. Thompson enters the game for L. Mbah a Moute,20,24
81,1,2:30.0,A. Tolliver enters the game for M. Morris,,20,24
82,1,2:30.0,P. Tucker enters the game for M. Morris,,20,24
83,1,2:30.0,G. Green enters the game for E. Bledsoe,,20,24
84,1,2:30.0,,B. Davies misses free throw 1 of 1,20,24
85,1,2:28.0,Defensive rebound by A. Len,,20,24
86,1,2:18.0,Turnover by G. Green (lost ball; steal by K. McDaniels),,20,24
87,1,2:10.0,,Turnover by B. Davies (bad pass; steal by G. Green),20,24
88,1,2:01.0,Turnover by G. Green (bad pass),,20,24
89,1,1:48.0,,K. McDaniels misses 3-pt jump shot from 25 ft,20,24
90,1,1:46.0,,Offensive rebound by H. Sims,20,24
91,1,1:28.0,,A. Shved makes 3-pt jump shot from 24 ft (assist by B. Davies),20,27
92,1,1:12.0,A. Len makes 2-pt dunk at rim (assist by G. Green),,22,27
93,1,1:04.0,,B. Davies misses 3-pt jump shot from 25 ft,22,27
94,1,1:00.0,Defensive rebound by P. Tucker,,22,27
95,1,0:50.0,Turnover by I. Thomas (lost ball; steal by A. Shved),,22,27
96,1,0:45.0,,Turnover by A. Shved (lost ball; steal by I. Thomas),22,27
97,1,0:44.0,Personal foul by B. Davies (drawn by I. Thomas),,22,27
98,1,0:32.0,I. Thomas makes 2-pt layup at rim,,24,27
99,1,0:08.0,,A. Shved misses 2-pt layup from 2 ft,24,27
100,1,0:08.0,,Offensive rebound by Team,24,27
101,1,0:08.0,,Turnover by Team (shot clock),24,27
102,1,0:08.0,,T. Wroten enters the game for H. Sims,24,27
103,1,0:08.0,,D. Gordon enters the game for B. Davies,24,27
104,1,0:01.0,Shooting foul by A. Shved (drawn by I. Thomas),,24,27
105,1,0:01.0,I. Thomas makes free throw 1 of 2,,25,27
106,1,0:01.0,,H. Sims enters the game for H. Thompson,25,27
107,1,0:01.0,I. Thomas makes free throw 2 of 2,,26,27
108,2,11:45.0,A. Tolliver misses 3-pt jump shot from 25 ft,,26,27
109,2,11:42.0,,Defensive rebound by K. McDaniels,26,27
110,2,11:30.0,,Turnover by T. Wroten (lost ball; steal by G. Green),26,27
111,2,11:26.0,I. Thomas makes 2-pt layup from 1 ft,,28,27
112,2,11:11.0,,Shooting foul by A. Len (drawn by N. Noel),28,27
113,2,11:11.0,,N. Noel misses free throw 1 of 2,28,27
114,2,11:11.0,,Offensive rebound by Team,28,27
115,2,11:11.0,,N. Noel misses free throw 2 of 2,28,27
116,2,11:10.0,Defensive rebound by P. Tucker,,28,27
117,2,11:01.0,G. Green makes 3-pt jump shot from 26 ft,,31,27
118,2,10:48.0,,Personal foul by A. Tolliver (drawn by D. Gordon),31,27
119,2,10:32.0,,K. McDaniels misses 3-pt jump shot from 25 ft,31,27
120,2,10:31.0,Defensive rebound by P. Tucker,,31,27
121,2,10:26.0,I. Thomas makes 2-pt jump shot from 18 ft (assist by P. Tucker),,33,27
122,2,10:18.0,,T. Wroten makes 2-pt layup from 1 ft,33,29
123,2,10:05.0,Personal foul by K. McDaniels (drawn by G. Green),,33,29
124,2,9:59.0,Shooting foul by T. Wroten (drawn by I. Thomas),,33,29
125,2,9:59.0,I. Thomas makes free throw 1 of 3,,34,29
126,2,9:59.0,I. Thomas makes free throw 2 of 3,,35,29
127,2,9:59.0,I. Thomas makes free throw 3 of 3,,36,29
128,2,9:45.0,,K. McDaniels misses 2-pt jump shot from 9 ft,36,29
129,2,9:44.0,,Offensive rebound by K. McDaniels,36,29
130,2,9:44.0,,Shooting foul by A. Len (drawn by K. McDaniels),36,29
131,2,9:44.0,,K. McDaniels makes free throw 1 of 2,36,30
132,2,9:44.0,M. Morris enters the game for A. Len,,36,30
133,2,9:44.0,,M. Carter-Williams enters the game for H. Thompson,36,30
134,2,9:44.0,,H. Sims enters the game for D. Gordon,36,30
135,2,9:44.0,,K. McDaniels makes free throw 2 of 2,36,31
136,2,9:33.0,G. Green makes 2-pt jump shot from 17 ft (assist by I. Thomas),,38,31
137,2,9:15.0,,M. Carter-Williams misses 3-pt jump shot from 25 ft,38,31
138,2,9:13.0,Defensive rebound by G. Green,,38,31
139,2,8:53.0,G. Green makes 2-pt jump shot from 17 ft,,40,31
140,2,8:46.0,,Philadelphia full timeout,40,31
141,2,8:32.0,,M. Carter-Williams makes 2-pt layup from 1 ft,40,33
142,2,8:13.0,G. Green makes 2-pt jump shot from 17 ft,,42,33
143,2,7:54.0,,M. Carter-Williams misses 2-pt jump shot from 9 ft,42,33
144,2,7:52.0,,Offensive rebound by T. Wroten,42,33
145,2,7:52.0,,Offensive foul by N. Noel (drawn by M. Morris),42,33
146,2,7:52.0,,Turnover by N. Noel (offensive foul),42,33
147,2,7:52.0,,L. Mbah a Moute enters the game for K. McDaniels,42,33
148,2,7:52.0,,B. Davies enters the game for N. Noel,42,33
149,2,7:33.0,P. Tucker makes 2-pt jump shot from 17 ft,,44,33
150,2,7:16.0,,H. Sims misses 2-pt jump shot from 14 ft,44,33
151,2,7:15.0,Defensive rebound by A. Tolliver,,44,33
152,2,7:04.0,G. Green makes 2-pt layup from 1 ft (assist by I. Thomas),,46,33
153,2,6:51.0,,Shooting foul by P. Tucker (drawn by M. Carter-Williams),46,33
154,2,6:51.0,,M. Carter-Williams misses free throw 1 of 2,46,33
155,2,6:51.0,,Offensive rebound by Team,46,33
156,2,6:51.0,,M. Carter-Williams makes free throw 2 of 2,46,34
157,2,6:51.0,Technical foul by P. Tucker,,46,34
158,2,6:51.0,,M. Carter-Williams makes technical free throw,46,35
159,2,6:38.0,M. Morris makes 2-pt dunk at rim (assist by A. Tolliver),,48,35
160,2,6:21.0,,Turnover by B. Davies (lost ball),48,35
161,2,6:04.0,Shooting foul by M. Carter-Williams (drawn by M. Morris),,48,35
162,2,6:04.0,M. Morris makes free throw 1 of 2,,49,35
163,2,6:04.0,M. Morris makes free throw 2 of 2,,50,35
164,2,5:55.0,,M. Carter-Williams misses 3-pt jump shot from 25 ft,50,35
165,2,5:54.0,Defensive rebound by G. Green,,50,35
166,2,5:42.0,A. Tolliver misses 3-pt jump shot from 25 ft,,50,35
167,2,5:41.0,,Defensive rebound by M. Carter-Williams,50,35
168,2,5:37.0,,Turnover by M. Carter-Williams (bad pass; steal by A. Tolliver),50,35
169,2,5:26.0,I. Thomas makes 3-pt jump shot from 24 ft,,53,35
170,2,5:24.0,,Philadelphia full timeout,53,35
171,2,5:24.0,,Philadelphia full timeout,53,35
172,2,5:24.0,,N. Noel enters the game for B. Davies,53,35
173,2,5:10.0,,M. Carter-Williams misses 2-pt layup from 1 ft,53,35
174,2,5:08.0,Defensive rebound by P. Tucker,,53,35
175,2,4:50.0,P. Tucker misses 2-pt jump shot from 18 ft,,53,35
176,2,4:49.0,,Defensive rebound by M. Carter-Williams,53,35
177,2,4:42.0,,M. Carter-Williams misses 3-pt jump shot from 25 ft,53,35
178,2,4:41.0,Defensive rebound by I. Thomas,,53,35
179,2,4:17.0,P. Tucker makes 2-pt layup at rim,,55,35
180,2,3:56.0,,M. Carter-Williams misses 2-pt jump shot from 5 ft,55,35
181,2,3:56.0,Defensive rebound by P. Tucker,,55,35
182,2,3:56.0,Personal foul by N. Noel (drawn by P. Tucker),,55,35
183,2,3:56.0,G. Dragić enters the game for I. Thomas,,55,35
184,2,3:56.0,E. Bledsoe enters the game for A. Tolliver,,55,35
185,2,3:56.0,T. Warren enters the game for G. Green,,55,35
186,2,3:56.0,,B. Davies enters the game for N. Noel,55,35
187,2,3:56.0,,R. Covington enters the game for H. Sims,55,35
188,2,3:37.0,M. Morris makes 2-pt jump shot from 13 ft,,57,35
189,2,3:20.0,,R. Covington misses 3-pt jump shot from 24 ft,57,35
190,2,3:18.0,Defensive rebound by P. Tucker,,57,35
191,2,3:05.0,Shooting foul by M. Carter-Williams (drawn by M. Morris),,57,35
192,2,3:05.0,M. Morris makes free throw 1 of 2,,58,35
193,2,3:05.0,,K. McDaniels enters the game for M. Carter-Williams,58,35
194,2,3:05.0,M. Morris makes free throw 2 of 2,,59,35
195,2,2:52.0,,T. Wroten makes 2-pt dunk at rim (assist by B. Davies),59,37
196,2,2:33.0,M. Morris misses 2-pt layup from 1 ft,,59,37
197,2,2:31.0,Offensive rebound by T. Warren,,59,37
198,2,2:31.0,T. Warren makes 2-pt tip-in at rim,,61,37
199,2,2:20.0,,Shooting foul by E. Bledsoe (drawn by T. Wroten),61,37
200,2,2:20.0,Phoenix full timeout,,61,37
201,2,2:20.0,,T. Wroten makes free throw 1 of 2,61,38
202,2,2:20.0,,T. Wroten misses free throw 2 of 2,61,38
203,2,2:18.0,,Offensive rebound by L. Mbah a Moute,61,38
204,2,2:01.0,,T. Wroten makes 2-pt layup at rim,61,40
205,2,1:44.0,E. Bledsoe misses 2-pt layup from 1 ft,,61,40
206,2,1:43.0,,Defensive rebound by R. Covington,61,40
207,2,1:37.0,,T. Wroten makes 2-pt layup at rim,61,42
208,2,1:24.0,Turnover by E. Bledsoe (lost ball; steal by K. McDaniels),,61,42
209,2,1:19.0,,K. McDaniels makes 2-pt layup from 1 ft,61,44
210,2,0:54.0,E. Bledsoe makes 2-pt layup from 1 ft,,63,44
211,2,0:54.0,Shooting foul by B. Davies (drawn by E. Bledsoe),,63,44
212,2,0:54.0,,D. Gordon enters the game for B. Davies,63,44
213,2,0:54.0,E. Bledsoe makes free throw 1 of 1,,64,44
214,2,0:36.0,,L. Mbah a Moute misses 3-pt jump shot from 24 ft,64,44
215,2,0:35.0,Defensive rebound by M. Morris,,64,44
216,2,0:20.0,E. Bledsoe makes 3-pt jump shot from 24 ft,,67,44
217,2,0:00.0,,R. Covington misses 2-pt jump shot from 18 ft,67,44
218,2,0:00.0,,Offensive rebound by Team,67,44
219,3,11:42.0,M. Morris misses 2-pt jump shot from 18 ft,,67,44
220,3,11:41.0,,Defensive rebound by Team,67,44
221,3,11:41.0,Loose ball foul by M. Plumlee (drawn by H. Sims),,67,44
222,3,11:32.0,,Turnover by M. Carter-Williams (bad pass; steal by E. Bledsoe),67,44
223,3,11:28.0,E. Bledsoe makes 2-pt dunk at rim,,69,44
224,3,11:07.0,,Turnover by H. Thompson (bad pass; steal by M. Plumlee),69,44
225,3,11:02.0,E. Bledsoe misses 2-pt jump shot from 16 ft,,69,44
226,3,11:00.0,Offensive rebound by M. Plumlee,,69,44
227,3,10:49.0,M. Morris misses 2-pt jump shot from 20 ft,,69,44
228,3,10:47.0,,Defensive rebound by M. Carter-Williams,69,44
229,3,10:39.0,,L. Mbah a Moute misses 3-pt jump shot from 24 ft,69,44
230,3,10:38.0,Defensive rebound by M. Morris,,69,44
231,3,10:35.0,M. Morris makes 2-pt layup from 1 ft (assist by E. Bledsoe),,71,44
232,3,10:35.0,Shooting foul by T. Wroten (drawn by M. Morris),,71,44
233,3,10:35.0,M. Morris makes free throw 1 of 1,,72,44
234,3,10:23.0,,M. Carter-Williams makes 2-pt jump shot from 3 ft,72,46
235,3,9:59.0,E. Bledsoe makes 2-pt jump shot from 16 ft (assist by M. Plumlee),,74,46
236,3,9:43.0,,M. Carter-Williams misses 2-pt layup from 2 ft,74,46
237,3,9:41.0,Defensive rebound by Team,,74,46
238,3,9:28.0,G. Dragić misses 2-pt layup at rim,,74,46
239,3,9:26.0,Offensive rebound by M. Plumlee,,74,46
240,3,9:26.0,M. Plumlee misses 2-pt layup from 1 ft,,74,46
241,3,9:24.0,,Defensive rebound by T. Wroten,74,46
242,3,9:20.0,,T. Wroten misses 2-pt layup from 2 ft,74,46
243,3,9:19.0,Defensive rebound by M. Morris,,74,46
244,3,9:11.0,M. Plumlee misses 2-pt layup at rim,,74,46
245,3,9:10.0,,Defensive rebound by Team,74,46
246,3,8:59.0,,H. Thompson misses 3-pt jump shot from 25 ft,74,46
247,3,8:57.0,,Offensive rebound by L. Mbah a Moute,74,46
248,3,8:47.0,,L. Mbah a Moute makes 2-pt jump shot from 9 ft,74,48
249,3,8:36.0,M. Morris misses 3-pt jump shot from 22 ft,,74,48
250,3,8:34.0,,Defensive rebound by L. Mbah a Moute,74,48
251,3,8:24.0,,M. Carter-Williams makes 2-pt jump shot from 3 ft (assist by L. Mbah a Moute),74,50
252,3,8:24.0,,Shooting foul by E. Bledsoe (drawn by M. Carter-Williams),74,50
253,3,8:24.0,S. Randolph enters the game for M. Morris,,74,50
254,3,8:24.0,,M. Carter-Williams makes free throw 1 of 1,74,51
255,3,8:08.0,S. Randolph misses 2-pt jump shot from 7 ft,,74,51
256,3,8:07.0,,Defensive rebound by H. Sims,74,51
257,3,7:55.0,,L. Mbah a Moute makes 2-pt jump shot from 17 ft (assist by M. Carter-Williams),74,53
258,3,7:55.0,Phoenix full timeout,,74,53
259,3,7:55.0,P. Tucker enters the game for M. Plumlee,,74,53
260,3,7:45.0,E. Bledsoe makes 2-pt layup from 2 ft,,76,53
261,3,7:45.0,Shooting foul by L. Mbah a Moute (drawn by E. Bledsoe),,76,53
262,3,7:45.0,E. Bledsoe makes free throw 1 of 1,,77,53
263,3,7:32.0,,L. Mbah a Moute misses 3-pt jump shot from 24 ft,77,53
264,3,7:29.0,Defensive rebound by E. Bledsoe,,77,53
265,3,7:23.0,M. Morris misses 3-pt jump shot from 27 ft,,77,53
266,3,7:21.0,Offensive rebound by E. Bledsoe,,77,53
267,3,7:19.0,E. Bledsoe misses 3-pt jump shot from 26 ft,,77,53
268,3,7:17.0,,Defensive rebound by L. Mbah a Moute,77,53
269,3,7:10.0,,M. Carter-Williams misses 2-pt layup from 2 ft,77,53
270,3,7:08.0,,Offensive rebound by H. Sims,77,53
271,3,7:04.0,,H. Sims misses 2-pt jump shot from 13 ft,77,53
272,3,7:03.0,Defensive rebound by E. Bledsoe,,77,53
273,3,6:59.0,G. Dragić makes 2-pt layup from 1 ft (assist by E. Bledsoe),,79,53
274,3,6:42.0,,Shooting foul by S. Randolph (drawn by M. Carter-Williams),79,53
275,3,6:42.0,,M. Carter-Williams misses free throw 1 of 2,79,53
276,3,6:42.0,,Offensive rebound by Team,79,53
277,3,6:42.0,,B. Davies enters the game for L. Mbah a Moute,79,53
278,3,6:42.0,,N. Noel enters the game for H. Sims,79,53
279,3,6:42.0,,M. Carter-Williams makes free throw 2 of 2,79,54
280,3,6:24.0,G. Dragić makes 3-pt jump shot from 25 ft (assist by S. Randolph),,82,54
281,3,6:01.0,,B. Davies misses 2-pt jump shot from 16 ft,82,54
282,3,5:59.0,Defensive rebound by M. Morris,,82,54
283,3,5:54.0,G. Dragić misses 2-pt layup from 2 ft,,82,54
284,3,5:53.0,Offensive rebound by S. Randolph,,82,54
285,3,5:50.0,M. Morris makes 3-pt jump shot from 24 ft (assist by S. Randolph),,85,54
286,3,5:49.0,,Philadelphia full timeout,85,54
287,3,5:49.0,,A. Shved enters the game for M. Carter-Williams,85,54
288,3,5:49.0,,K. McDaniels enters the game for T. Wroten,85,54
289,3,5:34.0,,H. Thompson misses 2-pt layup from 2 ft,85,54
290,3,5:33.0,Defensive rebound by S. Randolph,,85,54
291,3,5:09.0,M. Morris makes 3-pt jump shot from 23 ft (assist by P. Tucker),,88,54
292,3,5:01.0,,H. Thompson misses 3-pt jump shot from 24 ft,88,54
293,3,5:00.0,Defensive rebound by P. Tucker,,88,54
294,3,4:49.0,G. Dragić misses 3-pt jump shot from 24 ft,,88,54
295,3,4:47.0,,Defensive rebound by H. Thompson,88,54
296,3,4:40.0,,K. McDaniels makes 2-pt jump shot from 10 ft (assist by A. Shved),88,56
297,3,4:21.0,Turnover by E. Bledsoe (bad pass; steal by A. Shved),,88,56
298,3,4:16.0,,A. Shved makes 2-pt layup from 1 ft,88,58
299,3,3:56.0,M. Morris makes 2-pt jump shot from 21 ft (assist by E. Bledsoe),,90,58
300,3,3:48.0,,Shooting foul by S. Randolph (drawn by H. Thompson),90,58
301,3,3:48.0,,H. Thompson makes free throw 1 of 2,90,59
302,3,3:48.0,T. Warren enters the game for M. Morris,,90,59
303,3,3:48.0,A. Goodwin enters the game for E. Bledsoe,,90,59
304,3,3:48.0,,H. Thompson misses free throw 2 of 2,90,59
305,3,3:47.0,,Offensive rebound by B. Davies,90,59
306,3,3:36.0,,A. Shved misses 3-pt jump shot from 24 ft,90,59
307,3,3:33.0,Defensive rebound by A. Goodwin,,90,59
308,3,3:23.0,S. Randolph misses 3-pt jump shot from 25 ft,,90,59
309,3,3:21.0,,Defensive rebound by N. Noel,90,59
310,3,3:14.0,,H. Thompson makes 2-pt layup from 2 ft (assist by A. Shved),90,61
311,3,3:02.0,A. Goodwin misses 2-pt jump shot from 4 ft,,90,61
312,3,3:01.0,,Defensive rebound by H. Thompson,90,61
313,3,2:48.0,,H. Thompson makes 2-pt layup from 2 ft (assist by B. Davies),90,63
314,3,2:28.0,Personal foul by H. Thompson (drawn by T. Warren),,90,63
315,3,2:28.0,,R. Covington enters the game for H. Thompson,90,63
316,3,2:28.0,I. Thomas enters the game for G. Dragić,,90,63
317,3,2:18.0,P. Tucker misses 2-pt jump shot from 4 ft (block by B. Davies),,90,63
318,3,2:15.0,Offensive rebound by P. Tucker,,90,63
319,3,2:13.0,A. Goodwin misses 3-pt jump shot from 25 ft,,90,63
320,3,2:11.0,Offensive rebound by S. Randolph,,90,63
321,3,2:08.0,S. Randolph misses 2-pt jump shot from 5 ft,,90,63
322,3,2:07.0,,Defensive rebound by N. Noel,90,63
323,3,2:04.0,,K. McDaniels misses 2-pt layup from 1 ft,90,63
324,3,2:00.0,Defensive rebound by S. Randolph,,90,63
325,3,1:42.0,P. Tucker misses 3-pt jump shot from 22 ft,,90,63
326,3,1:41.0,Offensive rebound by I. Thomas,,90,63
327,3,1:26.0,Shooting foul by K. McDaniels (drawn by I. Thomas),,90,63
328,3,1:26.0,I. Thomas makes free throw 1 of 2,,91,63
329,3,1:26.0,I. Thomas makes free throw 2 of 2,,92,63
330,3,1:10.0,,A. Shved makes 2-pt layup from 1 ft,92,65
331,3,1:02.0,T. Warren misses 3-pt jump shot from 26 ft,,92,65
332,3,1:00.0,,Defensive rebound by N. Noel,92,65
333,3,0:56.0,,Shooting foul by I. Thomas (drawn by K. McDaniels),92,65
334,3,0:56.0,,K. McDaniels makes free throw 1 of 2,92,66
335,3,0:56.0,,K. McDaniels makes free throw 2 of 2,92,67
336,3,0:38.0,I. Thomas misses 2-pt jump shot from 15 ft,,92,67
337,3,0:36.0,,Defensive rebound by R. Covington,92,67
338,3,0:30.0,,K. McDaniels misses 2-pt layup from 2 ft,92,67
339,3,0:27.0,Defensive rebound by S. Randolph,,92,67
340,3,0:04.0,Turnover by I. Thomas (lost ball; steal by B. Davies),,92,67
341,4,11:48.0,,B. Davies makes 2-pt layup from 2 ft (assist by A. Shved),92,69
342,4,11:48.0,,Shooting foul by A. Len (drawn by B. Davies),92,69
343,4,11:48.0,,B. Davies makes free throw 1 of 1,92,70
344,4,11:25.0,T. Warren misses 2-pt layup from 2 ft,,92,70
345,4,11:23.0,,Defensive rebound by B. Davies,92,70
346,4,11:17.0,,K. McDaniels misses 3-pt jump shot from 26 ft,92,70
347,4,11:15.0,,Offensive rebound by Team,92,70
348,4,11:15.0,Loose ball foul by A. Goodwin (drawn by B. Davies),,92,70
349,4,11:15.0,,Personal foul by I. Thomas (drawn by A. Shved),92,70
350,4,11:09.0,,A. Shved makes 2-pt layup from 2 ft,92,72
351,4,10:44.0,Turnover by I. Thomas (bad pass),,92,72
352,4,10:26.0,,B. Davies misses 2-pt layup from 1 ft,92,72
353,4,10:24.0,Defensive rebound by A. Len,,92,72
354,4,10:14.0,T. Warren makes 2-pt jump shot from 2 ft (assist by I. Thomas),,94,72
355,4,10:00.0,,Turnover by N. Noel (step out of bounds),94,72
356,4,9:50.0,A. Tolliver makes 3-pt jump shot from 24 ft (assist by I. Thomas),,97,72
357,4,9:28.0,,Turnover by A. Shved (lost ball; steal by T. Warren),97,72
358,4,9:23.0,T. Warren misses 2-pt layup from 2 ft,,97,72
359,4,9:21.0,Offensive rebound by A. Goodwin,,97,72
360,4,9:20.0,A. Goodwin makes 2-pt layup at rim,,99,72
361,4,9:16.0,,Philadelphia full timeout,99,72
362,4,9:16.0,,M. Carter-Williams enters the game for K. McDaniels,99,72
363,4,9:16.0,,D. Gordon enters the game for B. Davies,99,72
364,4,9:16.0,,H. Thompson enters the game for A. Shved,99,72
365,4,9:01.0,,R. Covington misses 2-pt layup from 2 ft,99,72
366,4,9:00.0,,Offensive rebound by Team,99,72
367,4,8:57.0,,Turnover by R. Covington (lost ball; steal by I. Thomas),99,72
368,4,8:48.0,Personal foul by R. Covington (drawn by I. Thomas),,99,72
369,4,8:48.0,Shooting foul by R. Covington (drawn by I. Thomas),,99,72
370,4,8:48.0,A. Goodwin makes free throw 1 of 2,,100,72
371,4,8:48.0,A. Goodwin makes free throw 2 of 2,,101,72
372,4,8:41.0,,Personal foul by I. Thomas (drawn by M. Carter-Williams),101,72
373,4,8:37.0,,D. Gordon makes 2-pt dunk at rim (assist by M. Carter-Williams),101,74
374,4,8:10.0,A. Goodwin misses 3-pt jump shot from 25 ft,,101,74
375,4,8:09.0,,Defensive rebound by N. Noel,101,74
376,4,8:01.0,,Turnover by M. Carter-Williams (lost ball; steal by I. Thomas),101,74
377,4,7:58.0,Shooting foul by R. Covington (drawn by A. Goodwin),,101,74
378,4,7:58.0,A. Goodwin makes free throw 1 of 2,,102,74
379,4,7:58.0,A. Goodwin makes free throw 2 of 2,,103,74
380,4,7:43.0,,D. Gordon makes 2-pt jump shot from 3 ft (assist by M. Carter-Williams),103,76
381,4,7:29.0,A. Tolliver misses 3-pt jump shot from 24 ft,,103,76
382,4,7:28.0,,Defensive rebound by H. Thompson,103,76
