,QUARTER,TIME_REMAINING,INDIANA_ACTION,ATLANTA_ACTION,INDIANA_SCORE,ATLANTA_SCORE
59,1,4:04.0,,Turnover by P. Antić (lost ball; steal by C. Miles),11,16
60,1,3:57.0,S. Hill misses 2-pt layup from 2 ft,,11,16
61,1,3:57.0,,Defensive rebound by Team,11,16
62,1,3:57.0,Loose ball foul by D. West (drawn by P. Millsap),,11,16
63,1,3:57.0,L. Scola enters the game for D. West,,11,16
64,1,3:45.0,,Turnover by D. Carroll (traveling),11,16
65,1,3:45.0,Indiana full timeout,,11,16
66,1,3:45.0,,D. Schröder enters the game for J. Teague,11,16
67,1,3:28.0,Personal block foul by D. Schröder (drawn by R. Hibbert),,11,16
68,1,3:22.0,Personal foul by P. Antić (drawn by R. Hibbert),,11,16
69,1,3:22.0,R. Hibbert makes free throw 1 of 2,,12,16
70,1,3:22.0,R. Hibbert makes free throw 2 of 2,,13,16
71,1,2:58.0,,P. Antić makes 3-pt jump shot from 25 ft (assist by D. Schröder),13,19
72,1,2:37.0,Turnover by L. Scola (lost ball),,13,19
73,1,2:37.0,,M. Scott enters the game for P. Millsap,13,19
74,1,2:37.0,D. Sloan enters the game for C. Watson,,13,19
75,1,2:15.0,,T. Sefolosha makes 3-pt jump shot from 22 ft (assist by P. Antić),13,22
76,1,1:54.0,R. Hibbert misses 2-pt jump shot from 19 ft,,13,22
77,1,1:53.0,,Defensive rebound by T. Sefolosha,13,22
78,1,1:45.0,,D. Schröder misses 2-pt layup from 1 ft,13,22
79,1,1:45.0,,Offensive rebound by T. Sefolosha,13,22
80,1,1:45.0,,Shooting foul by R. Hibbert (drawn by T. Sefolosha),13,22
81,1,1:45.0,,T. Sefolosha misses free throw 1 of 2,13,22
82,1,1:45.0,,Offensive rebound by Team,13,22
83,1,1:45.0,I. Mahinmi enters the game for R. Hibbert,,13,22
84,1,1:45.0,,T. Sefolosha makes free throw 2 of 2,13,23
85,1,1:34.0,C. Miles makes 2-pt layup from 1 ft (assist by D. Sloan),,15,23
86,1,1:24.0,,Turnover by D. Schröder (traveling),15,23
87,1,1:06.0,C. Miles makes 3-pt jump shot from 26 ft (assist by S. Hill),,18,23
88,1,0:49.0,,T. Sefolosha makes 2-pt layup from 1 ft,18,25
89,1,0:33.0,C. Miles makes 3-pt jump shot from 25 ft (assist by I. Mahinmi),,21,25
90,1,0:15.0,,D. Carroll misses 3-pt jump shot from 23 ft,21,25
91,1,0:14.0,Defensive rebound by D. Sloan,,21,25
92,1,0:01.0,S. Hill misses 3-pt jump shot from 23 ft,,21,25
93,1,0:01.0,,Defensive rebound by M. Scott,21,25
94,2,11:43.0,C. Miles misses 3-pt jump shot from 22 ft,,21,25
95,2,11:41.0,,Defensive rebound by D. Schröder,21,25
96,2,11:23.0,,Shooting foul by C. Miles (drawn by M. Scott),21,25
97,2,11:23.0,,M. Scott misses free throw 1 of 2,21,25
98,2,11:23.0,,Offensive rebound by Team,21,25
99,2,11:23.0,,M. Scott makes free throw 2 of 2,21,26
100,2,11:05.0,D. Rudež misses 2-pt jump shot from 22 ft,,21,26
101,2,11:04.0,Offensive rebound by I. Mahinmi,,21,26
102,2,11:00.0,D. Sloan misses 3-pt jump shot from 24 ft,,21,26
103,2,10:58.0,Offensive rebound by L. Scola,,21,26
104,2,10:57.0,L. Scola makes 2-pt layup at rim,,23,26
105,2,10:41.0,,M. Scott misses 2-pt jump shot from 9 ft,23,26
106,2,10:39.0,,Offensive rebound by A. Horford,23,26
107,2,10:39.0,,A. Horford makes 2-pt layup at rim,23,28
108,2,10:26.0,L. Scola misses 2-pt jump shot from 19 ft,,23,28
109,2,10:25.0,,Defensive rebound by D. Schröder,23,28
110,2,10:12.0,,M. Scott misses 2-pt jump shot from 15 ft,23,28
111,2,10:10.0,,Offensive rebound by A. Horford,23,28
112,2,9:59.0,,D. Schröder makes 3-pt jump shot from 24 ft,23,31
113,2,9:45.0,Turnover by L. Scola (lost ball; steal by T. Sefolosha),,23,31
114,2,9:40.0,,T. Sefolosha makes 2-pt layup from 2 ft (assist by D. Schröder),23,33
115,2,9:40.0,Indiana full timeout,,23,33
116,2,9:40.0,,K. Bazemore enters the game for T. Sefolosha,23,33
117,2,9:24.0,Turnover by L. Scola (lost ball; steal by K. Korver),,23,33
118,2,9:17.0,,M. Scott misses 3-pt jump shot from 24 ft,23,33
119,2,9:17.0,Defensive rebound by Team,,23,33
120,2,9:07.0,Turnover by D. Sloan (bad pass; steal by K. Bazemore),,23,33
121,2,9:01.0,,K. Korver makes 2-pt dunk at rim (assist by A. Horford),23,35
122,2,8:45.0,C. Miles misses 3-pt jump shot from 25 ft,,23,35
123,2,8:43.0,,Defensive rebound by A. Horford,23,35
124,2,8:26.0,,A. Horford makes 2-pt jump shot from 20 ft (assist by D. Schröder),23,37
125,2,8:14.0,C. Miles misses 2-pt jump shot from 15 ft,,23,37
126,2,8:12.0,Offensive rebound by D. Rudež,,23,37
127,2,8:12.0,D. Rudež makes 2-pt tip-in at rim,,25,37
128,2,7:52.0,,M. Scott misses 3-pt jump shot from 25 ft,25,37
129,2,7:50.0,Defensive rebound by L. Scola,,25,37
130,2,7:45.0,Turnover by D. Sloan (lost ball; steal by K. Bazemore),,25,37
131,2,7:38.0,,K. Korver misses 3-pt jump shot from 23 ft,25,37
132,2,7:37.0,Defensive rebound by D. Sloan,,25,37
133,2,7:22.0,C. Miles misses 3-pt jump shot from 24 ft,,25,37
134,2,7:20.0,,Defensive rebound by K. Korver,25,37
135,2,7:11.0,,Turnover by K. Bazemore (step out of bounds),25,37
136,2,7:11.0,,J. Teague enters the game for D. Schröder,25,37
137,2,7:11.0,D. West enters the game for L. Scola,,25,37
138,2,6:52.0,D. Rudež makes 3-pt jump shot from 23 ft (assist by D. Sloan),,28,37
139,2,6:37.0,,Shooting foul by D. Sloan (drawn by M. Scott),28,37
140,2,6:37.0,,P. Millsap enters the game for A. Horford,28,37
141,2,6:37.0,R. Stuckey enters the game for C. Miles,,28,37
142,2,6:37.0,S. Hill enters the game for D. Rudež,,28,37
143,2,6:37.0,,M. Scott makes free throw 1 of 2,28,38
144,2,6:37.0,,M. Scott makes free throw 2 of 2,28,39
145,2,6:28.0,I. Mahinmi misses 2-pt jump shot from 14 ft,,28,39
146,2,6:28.0,,Defensive rebound by P. Millsap,28,39
147,2,6:08.0,,K. Bazemore misses 2-pt layup from 2 ft,28,39
148,2,6:07.0,Defensive rebound by S. Hill,,28,39
149,2,6:00.0,Personal foul by K. Korver (drawn by R. Stuckey),,28,39
150,2,6:00.0,,P. Antić enters the game for M. Scott,28,39
151,2,5:47.0,R. Stuckey makes 2-pt jump shot from 20 ft (assist by D. West),,30,39
152,2,5:31.0,,K. Bazemore misses 2-pt jump shot from 3 ft,30,39
153,2,5:30.0,,Offensive rebound by K. Bazemore,30,39
154,2,5:28.0,,K. Bazemore misses 2-pt layup from 1 ft,30,39
155,2,5:27.0,Defensive rebound by I. Mahinmi,,30,39
156,2,5:14.0,,Violation by P. Millsap (def goaltending),30,39
157,2,5:14.0,S. Hill makes 2-pt layup from 1 ft (assist by D. Sloan),,32,39
158,2,5:02.0,,Turnover by K. Korver (lost ball; steal by R. Stuckey),32,39
159,2,4:49.0,S. Hill misses 2-pt layup from 2 ft,,32,39
160,2,4:49.0,,Defensive rebound by P. Antić,32,39
161,2,4:49.0,,Personal foul by S. Hill (drawn by P. Antić),32,39
162,2,4:49.0,Official timeout,,32,39
163,2,4:49.0,C. Watson enters the game for D. Sloan,,32,39
164,2,4:39.0,,P. Millsap makes 2-pt layup at rim (assist by J. Teague),32,41
165,2,4:39.0,,Shooting foul by I. Mahinmi (drawn by P. Millsap),32,41
166,2,4:39.0,,P. Millsap makes free throw 1 of 1,32,42
167,2,4:22.0,Turnover by S. Hill (bad pass; steal by J. Teague),,32,42
168,2,4:19.0,,J. Teague makes 2-pt layup at rim,32,44
169,2,3:54.0,C. Watson misses 2-pt jump shot from 20 ft,,32,44
170,2,3:53.0,,Defensive rebound by P. Millsap,32,44
171,2,3:43.0,,P. Antić makes 3-pt jump shot from 24 ft (assist by J. Teague),32,47
172,2,3:23.0,S. Hill makes 3-pt jump shot from 24 ft (assist by D. West),,35,47
173,2,2:57.0,,K. Bazemore makes 2-pt layup from 1 ft (assist by J. Teague),35,49
174,2,2:37.0,R. Stuckey makes 2-pt jump shot from 8 ft (assist by D. West),,37,49
175,2,2:31.0,,Atlanta full timeout,37,49
176,2,2:31.0,,D. Carroll enters the game for K. Bazemore,37,49
177,2,2:31.0,R. Hibbert enters the game for S. Hill,,37,49
178,2,2:31.0,C. Miles enters the game for I. Mahinmi,,37,49
179,2,2:24.0,,J. Teague misses 2-pt jump shot from 3 ft,37,49
180,2,2:23.0,Defensive rebound by R. Stuckey,,37,49
181,2,2:09.0,R. Stuckey makes 2-pt jump shot from 12 ft,,39,49
182,2,1:48.0,,D. Carroll makes 2-pt jump shot from 9 ft (assist by K. Korver),39,51
183,2,1:26.0,C. Miles misses 2-pt layup from 1 ft,,39,51
184,2,1:24.0,Offensive rebound by D. West,,39,51
185,2,1:20.0,C. Miles misses 3-pt jump shot from 23 ft,,39,51
186,2,1:19.0,,Defensive rebound by J. Teague,39,51
187,2,1:11.0,,Turnover by J. Teague (lost ball; steal by C. Watson),39,51
188,2,1:05.0,C. Watson makes 2-pt layup at rim (assist by R. Stuckey),,41,51
189,2,0:53.0,,Shooting foul by R. Hibbert (drawn by J. Teague),41,51
190,2,0:53.0,,J. Teague makes free throw 1 of 2,41,52
191,2,0:53.0,,T. Sefolosha enters the game for K. Korver,41,52
192,2,0:53.0,,A. Horford enters the game for P. Antić,41,52
193,2,0:53.0,I. Mahinmi enters the game for R. Hibbert,,41,52
194,2,0:53.0,,J. Teague misses free throw 2 of 2,41,52
195,2,0:51.0,Defensive rebound by C. Miles,,41,52
196,2,0:48.0,Indiana full timeout,,41,52
197,2,0:46.0,Personal foul by T. Sefolosha (drawn by C. Miles),,41,52
198,2,0:41.0,Turnover by I. Mahinmi (bad pass),,41,52
199,2,0:41.0,,K. Korver enters the game for T. Sefolosha,41,52
200,2,0:33.0,,J. Teague misses 2-pt layup from 1 ft,41,52
201,2,0:31.0,Defensive rebound by D. West,,41,52
202,2,0:15.0,R. Stuckey misses 2-pt jump shot from 14 ft,,41,52
203,2,0:12.0,Offensive rebound by D. West,,41,52
204,2,0:03.0,Turnover by C. Watson (bad pass; steal by D. Carroll),,41,52
205,2,0:00.0,,D. Carroll misses 3-pt jump shot from 25 ft,41,52
206,2,0:00.0,,Offensive rebound by Team,41,52
207,3,11:47.0,D. West misses 2-pt jump shot from 3 ft,,41,52
208,3,11:46.0,Offensive rebound by D. West,,41,52
209,3,11:45.0,D. West makes 2-pt layup at rim,,43,52
210,3,11:26.0,,D. Carroll makes 2-pt layup from 1 ft (assist by A. Horford),43,54
211,3,11:26.0,,Shooting foul by C. Watson (drawn by D. Carroll),43,54
212,3,11:26.0,,D. Carroll misses free throw 1 of 1,43,54
213,3,11:25.0,Defensive rebound by R. Hibbert,,43,54
214,3,11:07.0,D. West misses 2-pt jump shot from 19 ft,,43,54
215,3,11:06.0,,Defensive rebound by K. Korver,43,54
216,3,10:52.0,,P. Millsap makes 3-pt jump shot from 24 ft (assist by J. Teague),43,57
217,3,10:35.0,Shooting foul by P. Millsap (drawn by D. West),,43,57
218,3,10:35.0,D. West makes free throw 1 of 2,,44,57
219,3,10:35.0,D. West makes free throw 2 of 2,,45,57
220,3,10:20.0,,J. Teague makes 2-pt layup from 1 ft (assist by A. Horford),45,59
221,3,10:07.0,Turnover by R. Hibbert (traveling),,45,59
222,3,9:53.0,,J. Teague makes 3-pt jump shot from 25 ft (assist by A. Horford),45,62
223,3,9:32.0,C. Watson misses 2-pt jump shot from 8 ft,,45,62
224,3,9:31.0,,Defensive rebound by P. Millsap,45,62
225,3,9:26.0,,D. Carroll makes 3-pt jump shot from 24 ft (assist by J. Teague),45,65
226,3,9:26.0,Indiana full timeout,,45,65
227,3,9:26.0,D. Sloan enters the game for C. Watson,,45,65
228,3,9:06.0,Shooting foul by D. Carroll (drawn by D. Sloan),,45,65
229,3,9:06.0,D. Sloan makes free throw 1 of 2,,46,65
230,3,9:06.0,D. Sloan makes free throw 2 of 2,,47,65
231,3,8:55.0,,P. Millsap misses 2-pt layup from 2 ft (block by D. West),47,65
232,3,8:51.0,Defensive rebound by S. Hill,,47,65
233,3,8:41.0,S. Hill misses 3-pt jump shot from 24 ft,,47,65
234,3,8:40.0,,Defensive rebound by J. Teague,47,65
235,3,8:37.0,,Turnover by J. Teague (bad pass),47,65
236,3,8:23.0,D. West misses 2-pt jump shot from 18 ft,,47,65
237,3,8:22.0,,Defensive rebound by J. Teague,47,65
238,3,8:19.0,,J. Teague makes 2-pt layup from 1 ft,47,67
239,3,8:19.0,,Shooting foul by D. Sloan (drawn by J. Teague),47,67
240,3,8:19.0,,J. Teague makes free throw 1 of 1,47,68
241,3,7:56.0,R. Stuckey misses 3-pt jump shot from 25 ft,,47,68
242,3,7:54.0,,Defensive rebound by A. Horford,47,68
243,3,7:48.0,,J. Teague makes 2-pt layup from 2 ft,47,70
244,3,7:32.0,Personal foul by P. Millsap (drawn by D. West),,47,70
245,3,7:18.0,Turnover by D. Sloan (lost ball; steal by D. Carroll),,47,70
246,3,7:15.0,,Turnover by K. Korver (bad pass),47,70
247,3,7:01.0,R. Hibbert makes 2-pt jump shot from 18 ft (assist by D. Sloan),,49,70
248,3,6:44.0,,A. Horford misses 2-pt jump shot from 19 ft,49,70
249,3,6:42.0,Defensive rebound by D. West,,49,70
250,3,6:38.0,,Offensive charge foul by D. Sloan (drawn by J. Teague),49,70
251,3,6:38.0,Turnover by D. Sloan (offensive foul),,49,70
252,3,6:38.0,C. Miles enters the game for D. Sloan,,49,70
253,3,6:23.0,,D. Carroll makes 2-pt jump shot from 11 ft (assist by J. Teague),49,72
254,3,6:08.0,S. Hill makes 2-pt jump shot from 9 ft,,51,72
255,3,5:49.0,,A. Horford misses 3-pt jump shot from 23 ft,51,72
256,3,5:48.0,Defensive rebound by D. West,,51,72
257,3,5:36.0,S. Hill misses 3-pt jump shot from 22 ft (block by A. Horford),,51,72
258,3,5:34.0,,Defensive rebound by P. Millsap,51,72
259,3,5:28.0,,K. Korver makes 3-pt jump shot from 23 ft (assist by D. Carroll),51,75
260,3,5:28.0,Indiana full timeout,,51,75
261,3,5:28.0,,P. Antić enters the game for A. Horford,51,75
262,3,5:28.0,,T. Sefolosha enters the game for K. Korver,51,75
263,3,5:15.0,C. Miles misses 3-pt jump shot from 25 ft,,51,75
264,3,5:14.0,,Defensive rebound by T. Sefolosha,51,75
265,3,5:05.0,,D. Carroll misses 2-pt jump shot from 4 ft,51,75
266,3,5:04.0,,Offensive rebound by P. Antić,51,75
267,3,4:58.0,,D. Carroll makes 3-pt jump shot from 22 ft (assist by J. Teague),51,78
268,3,4:33.0,R. Hibbert misses 2-pt hook shot from 3 ft,,51,78
269,3,4:32.0,Offensive rebound by D. West,,51,78
270,3,4:32.0,,Violation by P. Millsap (def goaltending),51,78
271,3,4:32.0,D. West makes 2-pt layup from 1 ft,,53,78
272,3,4:15.0,,P. Millsap misses 3-pt jump shot from 25 ft,53,78
273,3,4:13.0,Defensive rebound by R. Stuckey,,53,78
274,3,4:06.0,R. Stuckey misses 2-pt layup from 1 ft,,53,78
275,3,4:05.0,,Defensive rebound by P. Antić,53,78
276,3,3:56.0,,J. Teague misses 2-pt jump shot from 4 ft,53,78
277,3,3:55.0,Defensive rebound by D. West,,53,78
278,3,3:53.0,Turnover by D. West (lost ball; steal by D. Carroll),,53,78
279,3,3:53.0,,Atlanta full timeout,53,78
280,3,3:53.0,,D. Schröder enters the game for J. Teague,53,78
281,3,3:53.0,S. Whittington enters the game for R. Hibbert,,53,78
282,3,3:46.0,,Shooting foul by C. Miles (drawn by P. Antić),53,78
283,3,3:46.0,,P. Antić makes free throw 1 of 2,53,79
284,3,3:46.0,,P. Antić misses free throw 2 of 2,53,79
285,3,3:44.0,Defensive rebound by D. West,,53,79
286,3,3:33.0,Personal foul by D. Carroll (drawn by C. Miles),,53,79
287,3,3:33.0,C. Watson enters the game for R. Stuckey,,53,79
288,3,3:17.0,D. West makes 2-pt jump shot from 18 ft (assist by C. Watson),,55,79
289,3,3:00.0,,Turnover by P. Millsap (lost ball),55,79
290,3,3:00.0,,M. Scott enters the game for P. Millsap,55,79
291,3,2:47.0,C. Miles makes 2-pt dunk at rim (assist by S. Whittington),,57,79
292,3,2:30.0,,P. Antić makes 3-pt jump shot from 25 ft (assist by D. Schröder),57,82
293,3,2:19.0,Personal foul by D. Schröder (drawn by C. Watson),,57,82
294,3,2:19.0,C. Watson makes free throw 1 of 2,,58,82
295,3,2:19.0,D. Rudež enters the game for S. Hill,,58,82
296,3,2:19.0,,K. Bazemore enters the game for D. Carroll,58,82
297,3,2:19.0,C. Watson makes free throw 2 of 2,,59,82
298,3,2:09.0,,D. Schröder makes 2-pt jump shot from 18 ft,59,84
299,3,1:55.0,S. Whittington makes 2-pt hook shot from 5 ft (assist by D. West),,61,84
300,3,1:38.0,,P. Antić makes 2-pt dunk at rim,61,86
301,3,1:13.0,D. Rudež misses 2-pt jump shot from 19 ft,,61,86
302,3,1:12.0,,Defensive rebound by D. Schröder,61,86
303,3,0:59.0,,M. Scott makes 2-pt layup from 1 ft (assist by P. Antić),61,88
304,3,0:47.0,C. Miles makes 2-pt jump shot from 3 ft (assist by D. Rudež),,63,88
305,3,0:47.0,Shooting foul by P. Antić (drawn by C. Miles),,63,88
306,3,0:47.0,I. Mahinmi enters the game for D. West,,63,88
307,3,0:47.0,C. Miles makes free throw 1 of 1,,64,88
308,3,0:27.0,,P. Antić misses 3-pt jump shot from 27 ft,64,88
309,3,0:25.0,Defensive rebound by D. Rudež,,64,88
310,3,0:01.0,S. Whittington misses 3-pt jump shot from 25 ft (block by D. Schröder),,64,88
311,3,0:01.0,,Defensive rebound by T. Sefolosha,64,88
312,4,11:39.0,,D. Schröder misses 2-pt jump shot from 15 ft,64,88
313,4,11:36.0,Defensive rebound by C. Watson,,64,88
314,4,11:22.0,C. Watson makes 3-pt jump shot from 25 ft (assist by C. Miles),,67,88
315,4,11:04.0,Offensive charge foul by K. Bazemore (drawn by D. Rudež),,67,88
316,4,11:04.0,,Turnover by K. Bazemore (offensive foul),67,88
317,4,11:04.0,,A. Horford enters the game for P. Antić,67,88
318,4,10:43.0,Personal foul by K. Bazemore (drawn by I. Mahinmi),,67,88
319,4,10:34.0,C. Miles misses 3-pt jump shot from 23 ft,,67,88
320,4,10:31.0,,Defensive rebound by T. Sefolosha,67,88
321,4,10:18.0,,Personal foul by C. Miles (drawn by D. Schröder),67,88
322,4,10:08.0,,T. Sefolosha misses 3-pt jump shot from 24 ft,67,88
323,4,10:07.0,Defensive rebound by C. Miles,,67,88
324,4,9:53.0,I. Mahinmi makes 2-pt dunk at rim (assist by C. Miles),,69,88
325,4,9:53.0,,Atlanta full timeout,69,88
326,4,9:53.0,,K. Korver enters the game for T. Sefolosha,69,88
327,4,9:40.0,,K. Bazemore misses 2-pt dunk at rim,69,88
328,4,9:39.0,Defensive rebound by I. Mahinmi,,69,88
329,4,9:36.0,Shooting foul by M. Scott (drawn by C. Watson),,69,88
330,4,9:36.0,C. Watson makes free throw 1 of 2,,70,88
331,4,9:36.0,C. Watson makes free throw 2 of 2,,71,88
332,4,9:15.0,,M. Scott misses 2-pt jump shot from 5 ft,71,88
333,4,9:13.0,Defensive rebound by I. Mahinmi,,71,88
334,4,9:01.0,I. Mahinmi misses 2-pt jump shot from 8 ft,,71,88
335,4,8:59.0,Offensive rebound by L. Scola,,71,88
336,4,8:59.0,L. Scola misses 2-pt tip-in from 1 ft,,71,88
337,4,8:58.0,,Defensive rebound by K. Bazemore,71,88
338,4,8:50.0,,Turnover by A. Horford (lost ball),71,88
339,4,8:50.0,,J. Teague enters the game for D. Schröder,71,88
340,4,8:39.0,Personal foul by K. Bazemore (drawn by I. Mahinmi),,71,88
341,4,8:29.0,Turnover by C. Watson (lost ball; steal by J. Teague),,71,88
342,4,8:26.0,,Shooting foul by C. Watson (drawn by K. Bazemore),71,88
343,4,8:26.0,,K. Bazemore makes free throw 1 of 2,71,89
344,4,8:26.0,,K. Bazemore misses free throw 2 of 2,71,89
345,4,8:25.0,Defensive rebound by L. Scola,,71,89
346,4,8:10.0,C. Miles makes 2-pt jump shot from 22 ft (assist by L. Scola),,73,89
347,4,8:10.0,Shooting foul by K. Bazemore (drawn by C. Miles),,73,89
348,4,8:10.0,,D. Carroll enters the game for K. Bazemore,73,89
349,4,8:10.0,C. Miles makes free throw 1 of 1,,74,89
350,4,7:57.0,,Turnover by J. Teague (lost ball; steal by L. Scola),74,89
351,4,7:53.0,L. Scola makes 2-pt layup from 1 ft,,76,89
352,4,7:39.0,,J. Teague makes 2-pt jump shot from 14 ft,76,91
353,4,7:23.0,L. Scola misses 2-pt jump shot from 18 ft,,76,91
354,4,7:22.0,Offensive rebound by Team,,76,91
355,4,7:22.0,,P. Millsap enters the game for M. Scott,76,91
356,4,7:08.0,L. Scola misses 2-pt jump shot from 13 ft,,76,91
357,4,7:07.0,,Defensive rebound by K. Korver,76,91
358,4,6:53.0,,Personal foul by L. Scola (drawn by P. Millsap),76,91
359,4,6:53.0,S. Hill enters the game for C. Miles,,76,91
360,4,6:46.0,,K. Korver makes 2-pt jump shot from 21 ft (assist by J. Teague),76,93
361,4,6:29.0,C. Watson misses 3-pt jump shot from 24 ft,,76,93
362,4,6:29.0,,Defensive rebound by Team,76,93
363,4,6:22.0,,Personal foul by S. Hill (drawn by K. Korver),76,93
364,4,6:17.0,,Shooting foul by I. Mahinmi (drawn by A. Horford),76,93
365,4,6:17.0,,A. Horford makes free throw 1 of 2,76,94
366,4,6:17.0,,A. Horford misses free throw 2 of 2,76,94
367,4,6:15.0,Defensive rebound by L. Scola,,76,94
368,4,6:00.0,Shooting foul by P. Millsap (drawn by L. Scola),,76,94
369,4,6:00.0,L. Scola makes free throw 1 of 2,,77,94
370,4,6:00.0,L. Scola makes free throw 2 of 2,,78,94
371,4,5:45.0,,A. Horford makes 2-pt jump shot from 10 ft (assist by D. Carroll),78,96
372,4,5:44.0,Indiana full timeout,,78,96
373,4,5:44.0,D. West enters the game for S. Hill,,78,96
374,4,5:44.0,C. Miles enters the game for I. Mahinmi,,78,96
375,4,5:30.0,C. Watson misses 2-pt layup from 1 ft,,78,96
376,4,5:30.0,Offensive rebound by L. Scola,,78,96
377,4,5:30.0,Personal foul by K. Korver (drawn by L. Scola),,78,96
378,4,5:30.0,L. Scola makes free throw 1 of 2,,79,96
379,4,5:30.0,L. Scola makes free throw 2 of 2,,80,96
380,4,5:14.0,,A. Horford misses 2-pt jump shot from 21 ft,80,96
381,4,5:12.0,,Offensive rebound by P. Millsap,80,96
382,4,5:11.0,,Turnover by P. Millsap (bad pass; steal by D. West),80,96
383,4,5:07.0,Turnover by C. Miles (lost ball; steal by A. Horford),,80,96
384,4,5:01.0,,A. Horford makes 2-pt layup from 2 ft (assist by J. Teague),80,98
385,4,5:01.0,,Shooting foul by C. Watson (drawn by A. Horford),80,98
386,4,5:01.0,,A. Horford makes free throw 1 of 1,80,99
387,4,4:49.0,Personal foul by D. Carroll (drawn by L. Scola),,80,99
388,4,4:49.0,L. Scola makes free throw 1 of 2,,81,99
