,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,BOSTON_ACTION,SAN ANTONIO_SCORE,BOSTON_SCORE
66,1,3:27.0,,K. Olynyk enters the game for T. Zeller,19,14
67,1,3:27.0,A. Baynes enters the game for T. Duncan,,19,14
68,1,3:15.0,,J. Green misses 2-pt jump shot from 12 ft,19,14
69,1,3:14.0,Defensive rebound by B. Diaw,,19,14
70,1,3:06.0,A. Baynes makes 2-pt layup at rim (assist by B. Diaw),,21,14
71,1,3:06.0,,Boston full timeout,21,14
72,1,3:06.0,,M. Thornton enters the game for J. Green,21,14
73,1,3:06.0,M. Belinelli enters the game for K. Leonard,,21,14
74,1,2:44.0,,B. Bass misses 2-pt jump shot from 15 ft,21,14
75,1,2:43.0,Defensive rebound by T. Parker,,21,14
76,1,2:34.0,A. Baynes makes 2-pt hook shot from 3 ft (assist by T. Parker),,23,14
77,1,2:20.0,,M. Thornton makes 3-pt jump shot from 26 ft (assist by B. Bass),23,17
78,1,2:01.0,T. Parker misses 2-pt jump shot from 19 ft,,23,17
79,1,2:00.0,,Defensive rebound by E. Turner,23,17
80,1,1:52.0,,E. Turner makes 2-pt layup at rim,23,19
81,1,1:30.0,A. Baynes misses 2-pt layup at rim,,23,19
82,1,1:29.0,,Defensive rebound by M. Thornton,23,19
83,1,1:20.0,,M. Thornton makes 3-pt jump shot from 24 ft (assist by R. Rondo),23,22
84,1,1:00.0,B. Diaw makes 2-pt layup at rim (assist by T. Parker),,25,22
85,1,0:53.0,,R. Rondo misses 2-pt jump shot from 17 ft,25,22
86,1,0:52.0,Defensive rebound by A. Baynes,,25,22
87,1,0:30.0,M. Ginóbili misses 3-pt jump shot from 25 ft,,25,22
88,1,0:28.0,,Defensive rebound by R. Rondo,25,22
89,1,0:06.0,,K. Olynyk misses 2-pt jump shot from 16 ft,25,22
90,1,0:05.0,Defensive rebound by B. Diaw,,25,22
91,1,0:00.0,M. Ginóbili misses 3-pt jump shot from 40 ft,,25,22
92,1,0:00.0,Offensive rebound by Team,,25,22
93,2,11:44.0,,E. Turner makes 2-pt layup at rim,25,24
94,2,11:38.0,C. Joseph makes 2-pt layup at rim (assist by M. Ginóbili),,27,24
95,2,11:17.0,,M. Thornton misses 3-pt jump shot from 25 ft,27,24
96,2,11:16.0,,Offensive rebound by Team,27,24
97,2,11:16.0,Loose ball foul by M. Bonner (drawn by K. Olynyk),,27,24
98,2,11:01.0,,A. Bradley misses 2-pt jump shot from 18 ft,27,24
99,2,10:59.0,Defensive rebound by A. Baynes,,27,24
100,2,10:57.0,Turnover by A. Baynes (bad pass; steal by J. Sullinger),,27,24
101,2,10:43.0,,E. Turner makes 2-pt hook shot from 8 ft,27,26
102,2,10:38.0,Personal foul by J. Sullinger (drawn by A. Baynes),,27,26
103,2,10:33.0,Turnover by M. Ginóbili (bad pass),,27,26
104,2,10:20.0,,A. Bradley misses 3-pt jump shot from 22 ft,27,26
105,2,10:19.0,,Offensive rebound by A. Bradley,27,26
106,2,10:14.0,,J. Sullinger makes 3-pt jump shot from 25 ft (assist by A. Bradley),27,29
107,2,9:59.0,Personal foul by E. Turner (drawn by M. Ginóbili),,27,29
108,2,9:53.0,M. Bonner misses 3-pt jump shot from 25 ft,,27,29
109,2,9:52.0,,Defensive rebound by J. Sullinger,27,29
110,2,9:43.0,,E. Turner misses 2-pt jump shot from 15 ft,27,29
111,2,9:42.0,Defensive rebound by C. Joseph,,27,29
112,2,9:34.0,Turnover by D. Green (step out of bounds),,27,29
113,2,9:17.0,,J. Sullinger misses 2-pt hook shot from 2 ft,27,29
114,2,9:15.0,,Offensive rebound by J. Sullinger,27,29
115,2,9:06.0,,Turnover by M. Thornton (lost ball; steal by C. Joseph),27,29
116,2,9:00.0,Turnover by M. Ginóbili (bad pass; steal by A. Bradley),,27,29
117,2,8:53.0,,K. Olynyk makes 3-pt jump shot from 24 ft (assist by M. Thornton),27,32
118,2,8:51.0,San Antonio full timeout,,27,32
119,2,8:51.0,T. Parker enters the game for M. Ginóbili,,27,32
120,2,8:34.0,C. Joseph misses 2-pt layup from 1 ft (block by M. Thornton),,27,32
121,2,8:33.0,Offensive rebound by Team,,27,32
122,2,8:26.0,C. Joseph misses 2-pt jump shot from 22 ft,,27,32
123,2,8:25.0,,Defensive rebound by K. Olynyk,27,32
124,2,8:09.0,,M. Thornton misses 2-pt layup at rim (block by M. Bonner),27,32
125,2,8:07.0,Defensive rebound by A. Baynes,,27,32
126,2,7:55.0,D. Green misses 2-pt jump shot from 21 ft,,27,32
127,2,7:54.0,Offensive rebound by C. Joseph,,27,32
128,2,7:47.0,Turnover by T. Parker (lost ball; steal by J. Sullinger),,27,32
129,2,7:42.0,,M. Thornton makes 2-pt layup at rim (assist by E. Turner),27,34
130,2,7:23.0,T. Parker misses 2-pt jump shot from 20 ft,,27,34
131,2,7:22.0,,Defensive rebound by Team,27,34
132,2,7:22.0,T. Duncan enters the game for A. Baynes,,27,34
133,2,7:09.0,,E. Turner misses 2-pt layup at rim (block by T. Duncan),27,34
134,2,7:08.0,,Offensive rebound by E. Turner,27,34
135,2,7:05.0,,E. Turner makes 2-pt jump shot from 13 ft,27,36
136,2,6:52.0,M. Bonner misses 2-pt jump shot from 18 ft,,27,36
137,2,6:51.0,Offensive rebound by M. Bonner,,27,36
138,2,6:43.0,D. Green makes 3-pt jump shot from 25 ft (assist by C. Joseph),,30,36
139,2,6:24.0,,A. Bradley makes 2-pt jump shot from 18 ft (assist by J. Sullinger),30,38
140,2,6:03.0,Shooting foul by J. Sullinger (drawn by T. Duncan),,30,38
141,2,6:03.0,T. Duncan makes free throw 1 of 2,,31,38
142,2,6:03.0,K. Leonard enters the game for C. Joseph,,31,38
143,2,6:03.0,,R. Rondo enters the game for M. Thornton,31,38
144,2,6:03.0,,J. Green enters the game for E. Turner,31,38
145,2,6:03.0,T. Duncan makes free throw 2 of 2,,32,38
146,2,5:52.0,,A. Bradley misses 2-pt jump shot from 15 ft,32,38
147,2,5:51.0,Defensive rebound by D. Green,,32,38
148,2,5:45.0,M. Bonner misses 2-pt jump shot from 6 ft (block by K. Olynyk),,32,38
149,2,5:44.0,Offensive rebound by Team,,32,38
150,2,5:44.0,Official timeout,,32,38
151,2,5:44.0,B. Diaw enters the game for M. Bonner,,32,38
152,2,5:32.0,T. Duncan misses 2-pt jump shot from 14 ft,,32,38
153,2,5:31.0,,Defensive rebound by K. Olynyk,32,38
154,2,5:10.0,,J. Green misses 3-pt jump shot from 24 ft,32,38
155,2,5:09.0,Defensive rebound by T. Duncan,,32,38
156,2,4:52.0,K. Leonard makes 2-pt jump shot from 14 ft (assist by B. Diaw),,34,38
157,2,4:41.0,,J. Green makes 2-pt layup at rim,34,40
158,2,4:29.0,D. Green makes 3-pt jump shot from 24 ft (assist by T. Parker),,37,40
159,2,4:10.0,,K. Olynyk misses 2-pt jump shot from 20 ft,37,40
160,2,4:07.0,Defensive rebound by K. Leonard,,37,40
161,2,3:51.0,Turnover by T. Parker (lost ball),,37,40
162,2,3:51.0,,E. Turner enters the game for A. Bradley,37,40
163,2,3:39.0,,J. Green makes 3-pt jump shot from 26 ft (assist by R. Rondo),37,43
164,2,3:29.0,Shooting foul by K. Olynyk (drawn by B. Diaw),,37,43
165,2,3:29.0,B. Diaw makes free throw 1 of 2,,38,43
166,2,3:29.0,,T. Zeller enters the game for K. Olynyk,38,43
167,2,3:29.0,,B. Bass enters the game for J. Sullinger,38,43
168,2,3:29.0,B. Diaw makes free throw 2 of 2,,39,43
169,2,3:11.0,,E. Turner misses 2-pt jump shot from 16 ft,39,43
170,2,3:10.0,Defensive rebound by D. Green,,39,43
171,2,3:03.0,Shooting foul by R. Rondo (drawn by T. Parker),,39,43
172,2,3:03.0,T. Parker makes free throw 1 of 2,,40,43
173,2,3:03.0,T. Parker misses free throw 2 of 2,,40,43
174,2,3:02.0,,Defensive rebound by B. Bass,40,43
175,2,2:51.0,,Turnover by J. Green (lost ball; steal by K. Leonard),40,43
176,2,2:37.0,Personal block foul by J. Green (drawn by T. Parker),,40,43
177,2,2:37.0,,Boston full timeout,40,43
178,2,2:37.0,T. Parker makes free throw 1 of 2,,41,43
179,2,2:37.0,T. Parker makes free throw 2 of 2,,42,43
180,2,2:27.0,,B. Bass makes 2-pt jump shot from 19 ft (assist by R. Rondo),42,45
181,2,2:11.0,D. Green misses 3-pt jump shot from 25 ft,,42,45
182,2,2:10.0,Offensive rebound by B. Diaw,,42,45
183,2,2:05.0,D. Green makes 3-pt jump shot from 23 ft (assist by T. Parker),,45,45
184,2,1:47.0,,R. Rondo misses 2-pt jump shot from 4 ft,45,45
185,2,1:46.0,,Offensive rebound by R. Rondo,45,45
186,2,1:34.0,,R. Rondo misses 2-pt jump shot from 10 ft (block by B. Diaw),45,45
187,2,1:33.0,Defensive rebound by B. Diaw,,45,45
188,2,1:26.0,Turnover by T. Duncan (3 sec),,45,45
189,2,1:26.0,,K. Olynyk enters the game for T. Zeller,45,45
190,2,1:26.0,,M. Thornton enters the game for E. Turner,45,45
191,2,1:07.0,,B. Bass makes 2-pt jump shot from 16 ft (assist by R. Rondo),45,47
192,2,0:42.0,K. Leonard misses 3-pt jump shot from 25 ft,,45,47
193,2,0:41.0,,Defensive rebound by M. Thornton,45,47
194,2,0:34.0,,M. Thornton misses 3-pt jump shot from 24 ft,45,47
195,2,0:33.0,,Offensive rebound by R. Rondo,45,47
196,2,0:29.0,,B. Bass makes 2-pt jump shot from 16 ft (assist by R. Rondo),45,49
197,2,0:06.0,T. Duncan misses 2-pt jump shot from 4 ft,,45,49
198,2,0:05.0,Offensive rebound by T. Duncan,,45,49
199,2,0:03.0,T. Duncan misses 2-pt layup at rim (block by B. Bass),,45,49
200,2,0:02.0,,Defensive rebound by R. Rondo,45,49
201,3,11:36.0,,A. Bradley makes 3-pt jump shot from 23 ft (assist by J. Sullinger),45,52
202,3,11:10.0,K. Leonard misses 3-pt jump shot from 25 ft,,45,52
203,3,11:09.0,,Defensive rebound by T. Zeller,45,52
204,3,10:58.0,,J. Sullinger misses 3-pt jump shot from 24 ft,45,52
205,3,10:57.0,Defensive rebound by D. Green,,45,52
206,3,10:45.0,T. Parker misses 2-pt layup from 1 ft,,45,52
207,3,10:44.0,,Defensive rebound by J. Sullinger,45,52
208,3,10:36.0,,Turnover by J. Sullinger (bad pass; steal by D. Green),45,52
209,3,10:26.0,T. Parker makes 2-pt layup at rim,,47,52
210,3,10:09.0,,J. Sullinger misses 2-pt jump shot from 9 ft,47,52
211,3,10:08.0,Defensive rebound by T. Duncan,,47,52
212,3,10:03.0,T. Parker misses 2-pt layup from 1 ft,,47,52
213,3,10:02.0,Offensive rebound by T. Duncan,,47,52
214,3,10:02.0,T. Duncan misses 2-pt tip-in at rim,,47,52
215,3,10:01.0,Offensive rebound by T. Duncan,,47,52
216,3,9:59.0,T. Duncan misses 2-pt layup at rim,,47,52
217,3,9:58.0,Offensive rebound by Team,,47,52
218,3,9:55.0,Personal foul by A. Bradley (drawn by T. Parker),,47,52
219,3,9:42.0,T. Duncan makes 2-pt jump shot from 9 ft,,49,52
220,3,9:27.0,,J. Sullinger makes 2-pt jump shot from 5 ft,49,54
221,3,9:15.0,D. Green makes 2-pt jump shot from 16 ft,,51,54
222,3,9:00.0,,T. Zeller misses 2-pt layup from 1 ft,51,54
223,3,8:59.0,Defensive rebound by T. Duncan,,51,54
224,3,8:52.0,B. Diaw makes 3-pt jump shot from 25 ft (assist by T. Duncan),,54,54
225,3,8:37.0,,J. Green makes 2-pt dunk at rim,54,56
226,3,8:29.0,T. Duncan misses 2-pt layup at rim,,54,56
227,3,8:27.0,,Defensive rebound by R. Rondo,54,56
228,3,8:21.0,,T. Zeller makes 2-pt layup at rim (assist by R. Rondo),54,58
229,3,8:21.0,,Shooting foul by B. Diaw (drawn by T. Zeller),54,58
230,3,8:21.0,,T. Zeller makes free throw 1 of 1,54,59
231,3,8:10.0,T. Parker makes 2-pt layup at rim,,56,59
232,3,7:59.0,,Offensive foul by J. Sullinger (drawn by B. Diaw),56,59
233,3,7:59.0,,Turnover by J. Sullinger (offensive foul),56,59
234,3,7:46.0,Shooting foul by T. Zeller (drawn by T. Duncan),,56,59
235,3,7:46.0,T. Duncan makes free throw 1 of 2,,57,59
236,3,7:46.0,T. Duncan makes free throw 2 of 2,,58,59
237,3,7:30.0,,J. Green makes 2-pt layup at rim,58,61
238,3,7:18.0,K. Leonard makes 2-pt layup at rim (assist by T. Duncan),,60,61
239,3,6:53.0,,J. Sullinger misses 2-pt jump shot from 5 ft (block by D. Green),60,61
240,3,6:52.0,Defensive rebound by T. Parker,,60,61
241,3,6:44.0,T. Parker makes 2-pt jump shot from 11 ft,,62,61
242,3,6:18.0,,Turnover by J. Sullinger (bad pass),62,61
243,3,6:04.0,T. Parker misses 2-pt jump shot from 14 ft,,62,61
244,3,6:04.0,,Defensive rebound by T. Zeller,62,61
245,3,5:59.0,,A. Bradley makes 2-pt layup at rim (assist by T. Zeller),62,63
246,3,5:59.0,San Antonio full timeout,,62,63
247,3,5:59.0,,K. Olynyk enters the game for J. Sullinger,62,63
248,3,5:59.0,,E. Turner enters the game for A. Bradley,62,63
249,3,5:46.0,D. Green misses 3-pt jump shot from 22 ft,,62,63
250,3,5:45.0,,Defensive rebound by E. Turner,62,63
251,3,5:23.0,,Turnover by K. Olynyk (bad pass; steal by K. Leonard),62,63
252,3,5:14.0,T. Parker misses 2-pt layup from 1 ft (block by T. Zeller),,62,63
253,3,5:13.0,,Defensive rebound by T. Zeller,62,63
254,3,5:03.0,,Shooting foul by D. Green (drawn by R. Rondo),62,63
255,3,5:03.0,,R. Rondo misses free throw 1 of 2,62,63
256,3,5:03.0,,Offensive rebound by Team,62,63
257,3,5:03.0,M. Bonner enters the game for B. Diaw,,62,63
258,3,5:03.0,M. Ginóbili enters the game for D. Green,,62,63
259,3,5:03.0,,R. Rondo misses free throw 2 of 2,62,63
260,3,5:01.0,,Offensive rebound by T. Zeller,62,63
261,3,4:51.0,,Turnover by E. Turner (lost ball; steal by M. Bonner),62,63
262,3,4:50.0,Personal foul by K. Olynyk (drawn by M. Bonner),,62,63
263,3,4:35.0,T. Duncan makes 2-pt dunk at rim (assist by T. Parker),,64,63
264,3,4:17.0,,K. Olynyk misses 2-pt jump shot from 6 ft,64,63
265,3,4:16.0,Defensive rebound by M. Bonner,,64,63
266,3,4:09.0,M. Bonner misses 3-pt jump shot from 24 ft,,64,63
267,3,4:08.0,,Defensive rebound by J. Green,64,63
268,3,4:04.0,,Shooting foul by T. Duncan (drawn by J. Green),64,63
269,3,4:04.0,,J. Green makes free throw 1 of 2,64,64
270,3,4:04.0,,B. Bass enters the game for T. Zeller,64,64
271,3,4:04.0,,M. Thornton enters the game for R. Rondo,64,64
272,3,4:04.0,C. Joseph enters the game for T. Parker,,64,64
273,3,4:04.0,,J. Green makes free throw 2 of 2,64,65
274,3,3:49.0,M. Bonner makes 2-pt jump shot from 23 ft (assist by M. Ginóbili),,66,65
275,3,3:31.0,,K. Olynyk misses 2-pt layup at rim,66,65
276,3,3:30.0,,Offensive rebound by B. Bass,66,65
277,3,3:30.0,,B. Bass makes 2-pt tip-in from 1 ft,66,67
278,3,3:17.0,K. Leonard makes 2-pt layup from 2 ft,,68,67
279,3,3:17.0,Shooting foul by K. Olynyk (drawn by K. Leonard),,68,67
280,3,3:17.0,K. Leonard makes free throw 1 of 1,,69,67
281,3,3:11.0,,Boston full timeout,69,67
282,3,3:11.0,A. Baynes enters the game for T. Duncan,,69,67
283,3,3:03.0,,M. Thornton makes 2-pt layup from 1 ft (assist by K. Olynyk),69,69
284,3,2:44.0,M. Bonner makes 2-pt jump shot from 5 ft (assist by C. Joseph),,71,69
285,3,2:29.0,,J. Green misses 2-pt jump shot from 9 ft,71,69
286,3,2:28.0,Defensive rebound by K. Leonard,,71,69
287,3,2:21.0,K. Leonard makes 2-pt jump shot from 6 ft,,73,69
288,3,2:05.0,,B. Bass misses 2-pt jump shot from 16 ft,73,69
289,3,2:03.0,Defensive rebound by C. Joseph,,73,69
290,3,1:52.0,Turnover by C. Joseph (discontinued dribble),,73,69
291,3,1:52.0,,A. Bradley enters the game for J. Green,73,69
292,3,1:52.0,D. Green enters the game for K. Leonard,,73,69
293,3,1:32.0,,A. Bradley makes 2-pt layup at rim,73,71
294,3,1:16.0,D. Green makes 3-pt jump shot from 23 ft (assist by M. Bonner),,76,71
295,3,1:02.0,,E. Turner misses 2-pt jump shot from 6 ft,76,71
296,3,1:01.0,Defensive rebound by Team,,76,71
297,3,0:47.0,C. Joseph misses 3-pt jump shot from 23 ft,,76,71
298,3,0:46.0,,Defensive rebound by K. Olynyk,76,71
299,3,0:31.0,,E. Turner makes 2-pt layup at rim (assist by M. Thornton),76,73
300,3,0:11.0,Shooting foul by B. Bass (drawn by M. Ginóbili),,76,73
301,3,0:11.0,M. Ginóbili makes free throw 1 of 2,,77,73
302,3,0:11.0,,J. Sullinger enters the game for K. Olynyk,77,73
303,3,0:11.0,M. Ginóbili makes free throw 2 of 2,,78,73
304,3,0:10.0,,Personal foul by M. Ginóbili (drawn by E. Turner),78,73
305,3,0:04.0,,Turnover by E. Turner (lost ball),78,73
306,3,0:00.0,M. Ginóbili misses 3-pt jump shot from 28 ft,,78,73
307,3,0:00.0,Offensive rebound by Team,,78,73
308,4,11:35.0,C. Joseph misses 2-pt jump shot from 4 ft,,78,73
309,4,11:34.0,,Defensive rebound by J. Sullinger,78,73
310,4,11:17.0,,M. Thornton misses 2-pt jump shot from 10 ft,78,73
311,4,11:16.0,Defensive rebound by M. Bonner,,78,73
312,4,11:07.0,D. Green makes 2-pt layup at rim,,80,73
313,4,10:54.0,,Shooting foul by A. Baynes (drawn by A. Bradley),80,73
314,4,10:54.0,,A. Bradley makes free throw 1 of 2,80,74
315,4,10:54.0,,A. Bradley makes free throw 2 of 2,80,75
316,4,10:31.0,M. Ginóbili misses 3-pt jump shot from 24 ft,,80,75
317,4,10:30.0,,Defensive rebound by J. Sullinger,80,75
318,4,10:23.0,,E. Turner misses 2-pt jump shot from 19 ft,80,75
319,4,10:22.0,,Offensive rebound by E. Turner,80,75
320,4,10:21.0,,Shooting foul by A. Baynes (drawn by E. Turner),80,75
321,4,10:21.0,,E. Turner makes free throw 1 of 2,80,76
322,4,10:21.0,,E. Turner makes free throw 2 of 2,80,77
323,4,10:15.0,Personal foul by M. Thornton (drawn by D. Green),,80,77
324,4,10:04.0,Turnover by M. Ginóbili (lost ball; steal by B. Bass),,80,77
325,4,10:01.0,Offensive charge foul by B. Bass (drawn by D. Green),,80,77
326,4,10:01.0,,Turnover by B. Bass (offensive foul),80,77
327,4,9:49.0,M. Ginóbili makes 3-pt jump shot from 25 ft (assist by C. Joseph),,83,77
328,4,9:33.0,,E. Turner misses 3-pt jump shot from 25 ft,83,77
329,4,9:32.0,Defensive rebound by D. Green,,83,77
330,4,9:21.0,M. Ginóbili makes 2-pt layup at rim,,85,77
331,4,9:14.0,,Boston full timeout,85,77
332,4,9:14.0,,R. Rondo enters the game for B. Bass,85,77
333,4,9:14.0,,K. Olynyk enters the game for E. Turner,85,77
334,4,9:14.0,K. Leonard enters the game for M. Ginóbili,,85,77
335,4,9:07.0,,A. Bradley misses 2-pt layup at rim,85,77
336,4,9:06.0,Defensive rebound by K. Leonard,,85,77
337,4,8:53.0,Personal foul by R. Rondo (drawn by K. Leonard),,85,77
338,4,8:53.0,,J. Green enters the game for M. Thornton,85,77
339,4,8:42.0,C. Joseph makes 2-pt layup from 1 ft,,87,77
340,4,8:42.0,Shooting foul by K. Olynyk (drawn by C. Joseph),,87,77
341,4,8:42.0,C. Joseph makes free throw 1 of 1,,88,77
342,4,8:32.0,,K. Olynyk misses 3-pt jump shot from 25 ft,88,77
343,4,8:31.0,Defensive rebound by K. Leonard,,88,77
344,4,8:24.0,K. Leonard misses 2-pt jump shot from 21 ft,,88,77
345,4,8:23.0,,Defensive rebound by J. Sullinger,88,77
346,4,8:01.0,,J. Sullinger makes 2-pt jump shot from 12 ft (assist by R. Rondo),88,79
347,4,7:44.0,A. Baynes misses 2-pt jump shot from 18 ft,,88,79
348,4,7:43.0,,Defensive rebound by J. Sullinger,88,79
349,4,7:31.0,,J. Sullinger misses 3-pt jump shot from 23 ft,88,79
350,4,7:30.0,Defensive rebound by K. Leonard,,88,79
351,4,7:25.0,Personal foul by J. Sullinger (drawn by A. Baynes),,88,79
352,4,7:25.0,A. Baynes makes free throw 1 of 2,,89,79
353,4,7:25.0,A. Baynes makes free throw 2 of 2,,90,79
354,4,7:16.0,,Offensive foul by J. Sullinger (drawn by A. Baynes),90,79
355,4,7:16.0,,Turnover by J. Sullinger (offensive foul),90,79
356,4,6:54.0,K. Leonard misses 2-pt jump shot from 11 ft,,90,79
357,4,6:53.0,Offensive rebound by M. Bonner,,90,79
358,4,6:38.0,A. Baynes makes 2-pt dunk at rim (assist by C. Joseph),,92,79
359,4,6:28.0,,Personal block foul by A. Baynes (drawn by J. Sullinger),92,79
360,4,6:28.0,,E. Turner enters the game for A. Bradley,92,79
361,4,6:28.0,,B. Bass enters the game for J. Sullinger,92,79
362,4,6:25.0,,Turnover by K. Olynyk (lost ball; steal by D. Green),92,79
363,4,6:10.0,C. Joseph makes 2-pt layup at rim,,94,79
364,4,6:09.0,,Boston full timeout,94,79
365,4,6:09.0,,M. Thornton enters the game for K. Olynyk,94,79
366,4,6:09.0,T. Parker enters the game for C. Joseph,,94,79
367,4,6:09.0,M. Ginóbili enters the game for M. Bonner,,94,79
368,4,6:02.0,,Shooting foul by K. Leonard (drawn by J. Green),94,79
369,4,6:02.0,,J. Green makes free throw 1 of 2,94,80
370,4,6:02.0,,J. Green misses free throw 2 of 2,94,80
371,4,6:01.0,Defensive rebound by K. Leonard,,94,80
372,4,5:35.0,A. Baynes makes 3-pt jump shot from 27 ft (assist by D. Green),,97,80
373,4,5:26.0,,M. Thornton misses 3-pt jump shot from 26 ft,97,80
374,4,5:25.0,Defensive rebound by A. Baynes,,97,80
375,4,5:05.0,A. Baynes misses 2-pt jump shot from 16 ft,,97,80
376,4,5:04.0,,Defensive rebound by B. Bass,97,80
377,4,4:55.0,,J. Green misses 2-pt layup at rim,97,80
378,4,4:54.0,Defensive rebound by A. Baynes,,97,80
379,4,4:38.0,A. Baynes makes 2-pt layup at rim (assist by D. Green),,99,80
380,4,4:20.0,,M. Thornton misses 2-pt layup from 1 ft,99,80
381,4,4:19.0,,Offensive rebound by Team,99,80
382,4,4:19.0,Official timeout,,99,80
383,4,4:19.0,,D. Powell enters the game for J. Green,99,80
384,4,4:19.0,,J. Young enters the game for R. Rondo,99,80
385,4,4:19.0,,P. Pressey enters the game for B. Bass,99,80
386,4,4:19.0,,T. Zeller enters the game for E. Turner,99,80
387,4,4:19.0,M. Belinelli enters the game for K. Leonard,,99,80
388,4,4:19.0,C. Joseph enters the game for T. Parker,,99,80
