,QUARTER,TIME_REMAINING,MIAMI_ACTION,OKLAHOMA CITY_ACTION,MIAMI_SCORE,OKLAHOMA CITY_SCORE
388,4,5:32.0,,Defensive rebound by R. Westbrook,67,83
389,4,5:27.0,,S. Adams makes 2-pt dunk at rim (assist by R. Westbrook),67,85
390,4,5:13.0,G. Dragić makes 2-pt layup at rim,,69,85
391,4,4:57.0,,S. Adams misses 2-pt hook shot from 3 ft,69,85
392,4,4:56.0,,Offensive rebound by R. Westbrook,69,85
393,4,4:54.0,,Turnover by R. Westbrook (lost ball; steal by M. Chalmers),69,85
394,4,4:52.0,Shooting foul by D. Augustin (drawn by M. Chalmers),,69,85
395,4,4:52.0,M. Chalmers makes free throw 1 of 2,,70,85
396,4,4:52.0,U. Haslem enters the game for M. Beasley,,70,85
397,4,4:52.0,M. Chalmers makes free throw 2 of 2,,71,85
398,4,4:30.0,,S. Adams makes 2-pt hook shot from 3 ft (assist by R. Westbrook),71,87
399,4,4:15.0,Turnover by U. Haslem (bad pass; steal by R. Westbrook),,71,87
400,4,4:12.0,,M. McGary makes 2-pt dunk at rim,71,89
401,4,3:47.0,D. Wade misses 2-pt jump shot from 15 ft,,71,89
402,4,3:46.0,,Defensive rebound by M. McGary,71,89
403,4,3:32.0,,S. Adams makes 2-pt dunk at rim (assist by R. Westbrook),71,91
404,4,3:32.0,,Shooting foul by H. Whiteside (drawn by S. Adams),71,91
405,4,3:32.0,M. Beasley enters the game for H. Whiteside,,71,91
406,4,3:32.0,,J. Lamb enters the game for R. Westbrook,71,91
407,4,3:32.0,,S. Adams misses free throw 1 of 1,71,91
408,4,3:31.0,Defensive rebound by U. Haslem,,71,91
409,4,3:19.0,Turnover by M. Chalmers (lost ball; steal by A. Morrow),,71,91
410,4,3:14.0,,A. Morrow makes 2-pt jump shot from 10 ft,71,93
411,4,3:12.0,Miami full timeout,,71,93
412,4,3:12.0,,P. Jones enters the game for A. Morrow,71,93
413,4,3:12.0,,S. Novak enters the game for S. Adams,71,93
414,4,3:12.0,T. Johnson enters the game for U. Haslem,,71,93
415,4,3:12.0,Z. Dragić enters the game for D. Wade,,71,93
416,4,3:12.0,H. Walker enters the game for G. Dragić,,71,93
417,4,2:58.0,M. Chalmers misses 3-pt jump shot from 24 ft,,71,93
418,4,2:57.0,,Defensive rebound by J. Lamb,71,93
419,4,2:37.0,,Turnover by M. McGary (offensive goaltending),71,93
420,4,2:22.0,M. Beasley makes 2-pt jump shot from 3 ft,,73,93
421,4,2:04.0,,P. Jones misses 2-pt jump shot from 17 ft,73,93
422,4,2:03.0,,Offensive rebound by S. Novak,73,93
423,4,1:46.0,,M. McGary misses 2-pt jump shot from 15 ft,73,93
424,4,1:45.0,Defensive rebound by T. Johnson,,73,93
425,4,1:36.0,T. Johnson misses 3-pt jump shot from 24 ft,,73,93
426,4,1:36.0,,Defensive rebound by Team,73,93
427,4,1:11.0,,P. Jones misses 3-pt jump shot from 22 ft,73,93
428,4,1:09.0,Defensive rebound by H. Walker,,73,93
429,4,0:58.0,Turnover by Z. Dragić (bad pass; steal by P. Jones),,73,93
430,4,0:37.0,,J. Lamb misses 3-pt jump shot from 24 ft,73,93
431,4,0:36.0,Defensive rebound by M. Beasley,,73,93
432,4,0:24.0,M. Beasley makes 2-pt jump shot from 10 ft (assist by T. Johnson),,75,93
433,4,0:00.0,,Turnover by Team (shot clock),75,93
