,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,PHILADELPHIA_ACTION,MINNESOTA_SCORE,PHILADELPHIA_SCORE
31,1,7:27.0,,N. Noel makes 2-pt jump shot from 11 ft (assist by M. Carter-Williams),11,8
32,1,6:59.0,T. Young makes 3-pt jump shot from 25 ft,,14,8
33,1,6:43.0,,L. Mbah a Moute makes 3-pt jump shot from 25 ft (assist by R. Covington),14,11
34,1,6:16.0,N. Peković misses 2-pt jump shot from 3 ft,,14,11
35,1,6:16.0,,Defensive rebound by L. Mbah a Moute,14,11
36,1,6:02.0,,Turnover by N. Noel (bad pass; steal by Z. LaVine),14,11
37,1,5:51.0,Turnover by T. Young (bad pass; steal by N. Noel),,14,11
38,1,5:46.0,,J. Sampson makes 2-pt dunk at rim (assist by N. Noel),14,13
39,1,5:20.0,A. Wiggins makes 2-pt layup from 1 ft (assist by T. Young),,16,13
40,1,4:58.0,,J. Sampson makes 2-pt layup at rim (assist by M. Carter-Williams),16,15
41,1,4:40.0,A. Wiggins makes 2-pt layup from 1 ft (assist by Z. LaVine),,18,15
42,1,4:25.0,,R. Covington makes 3-pt jump shot from 25 ft (assist by M. Carter-Williams),18,18
43,1,4:05.0,N. Peković makes 2-pt hook shot from 3 ft (assist by T. Young),,20,18
44,1,3:43.0,,N. Noel makes 2-pt layup from 1 ft (assist by M. Carter-Williams),20,20
45,1,3:20.0,Z. LaVine misses 2-pt jump shot from 20 ft,,20,20
46,1,3:18.0,Offensive rebound by N. Peković,,20,20
47,1,3:18.0,N. Peković misses 2-pt layup from 1 ft (block by N. Noel),,20,20
48,1,3:16.0,Offensive rebound by T. Young,,20,20
49,1,3:13.0,T. Young makes 2-pt jump shot from 4 ft,,22,20
50,1,3:06.0,,Shooting foul by T. Young (drawn by L. Mbah a Moute),22,20
51,1,3:06.0,,L. Mbah a Moute makes free throw 1 of 2,22,21
52,1,3:06.0,,K. McDaniels enters the game for J. Sampson,22,21
53,1,3:06.0,,H. Sims enters the game for N. Noel,22,21
54,1,3:06.0,K. Martin enters the game for N. Peković,,22,21
55,1,3:06.0,,H. Thompson enters the game for R. Covington,22,21
56,1,3:06.0,,L. Mbah a Moute makes free throw 2 of 2,22,22
57,1,2:45.0,G. Dieng makes 2-pt jump shot from 6 ft (assist by Z. LaVine),,24,22
58,1,2:23.0,,M. Carter-Williams misses 3-pt jump shot from 25 ft,24,22
59,1,2:22.0,Defensive rebound by Team,,24,22
60,1,2:22.0,Minnesota full timeout,,24,22
61,1,2:22.0,,L. Drew enters the game for M. Carter-Williams,24,22
62,1,2:22.0,,J. Grant enters the game for L. Mbah a Moute,24,22
63,1,2:04.0,Shooting foul by K. McDaniels (drawn by G. Dieng),,24,22
64,1,2:04.0,G. Dieng makes free throw 1 of 2,,25,22
65,1,2:04.0,G. Dieng makes free throw 2 of 2,,26,22
66,1,1:53.0,,H. Sims misses 2-pt jump shot from 15 ft,26,22
67,1,1:51.0,Defensive rebound by Z. LaVine,,26,22
68,1,1:45.0,K. Martin misses 3-pt jump shot from 25 ft,,26,22
69,1,1:42.0,,Defensive rebound by H. Sims,26,22
70,1,1:32.0,,H. Thompson misses 2-pt jump shot from 4 ft,26,22
71,1,1:31.0,,Offensive rebound by K. McDaniels,26,22
72,1,1:31.0,,K. McDaniels makes 2-pt layup from 1 ft,26,24
73,1,1:12.0,K. Martin misses 2-pt jump shot from 11 ft,,26,24
74,1,1:11.0,,Defensive rebound by H. Sims,26,24
75,1,0:55.0,,H. Thompson makes 2-pt layup at rim (assist by H. Sims),26,26
76,1,0:39.0,A. Wiggins misses 2-pt jump shot from 12 ft,,26,26
77,1,0:36.0,,Defensive rebound by L. Drew,26,26
78,1,0:35.0,,Turnover by K. McDaniels (step out of bounds),26,26
79,1,0:19.0,Z. LaVine makes 2-pt jump shot from 17 ft (assist by K. Martin),,28,26
80,1,0:06.0,,Personal foul by Z. LaVine (drawn by L. Drew),28,26
81,1,0:06.0,L. Brown enters the game for Z. LaVine,,28,26
82,1,0:01.0,,J. Grant misses 2-pt jump shot from 20 ft,28,26
83,1,0:00.0,,Offensive rebound by Team,28,26
84,2,11:50.0,G. Dieng makes 2-pt dunk at rim (assist by A. Wiggins),,30,26
85,2,11:44.0,,Shooting foul by G. Dieng (drawn by K. McDaniels),30,26
86,2,11:44.0,,K. McDaniels makes free throw 1 of 2,30,27
87,2,11:44.0,,K. McDaniels makes free throw 2 of 2,30,28
88,2,11:20.0,G. Dieng makes 2-pt hook shot from 8 ft (assist by A. Wiggins),,32,28
89,2,11:02.0,,K. McDaniels makes 2-pt layup from 1 ft,32,30
90,2,11:02.0,,Shooting foul by G. Dieng (drawn by K. McDaniels),32,30
91,2,11:02.0,N. Peković enters the game for G. Dieng,,32,30
92,2,11:02.0,C. Budinger enters the game for A. Wiggins,,32,30
93,2,11:02.0,,K. McDaniels makes free throw 1 of 1,32,31
94,2,10:53.0,Shooting foul by J. Grant (drawn by K. Martin),,32,31
95,2,10:53.0,K. Martin makes free throw 1 of 2,,33,31
96,2,10:53.0,K. Martin makes free throw 2 of 2,,34,31
97,2,10:38.0,,H. Sims makes 2-pt jump shot from 15 ft (assist by L. Drew),34,33
98,2,10:18.0,A. Bennett makes 2-pt dunk at rim (assist by K. Martin),,36,33
99,2,9:58.0,,J. Grant makes 3-pt jump shot from 24 ft (assist by K. McDaniels),36,36
100,2,9:45.0,K. Martin makes 2-pt jump shot from 14 ft (assist by L. Brown),,38,36
101,2,9:28.0,,H. Thompson makes 3-pt jump shot from 25 ft (assist by L. Drew),38,39
102,2,9:10.0,K. Martin misses 3-pt jump shot from 24 ft,,38,39
103,2,9:08.0,,Defensive rebound by L. Drew,38,39
104,2,9:05.0,,Turnover by L. Drew (bad pass),38,39
105,2,8:47.0,C. Budinger makes 2-pt layup at rim (assist by K. Martin),,40,39
106,2,8:47.0,,Philadelphia full timeout,40,39
107,2,8:31.0,,L. Drew misses 3-pt jump shot from 24 ft,40,39
108,2,8:30.0,Defensive rebound by C. Budinger,,40,39
109,2,8:13.0,Turnover by K. Martin (traveling),,40,39
110,2,8:13.0,,M. Carter-Williams enters the game for L. Drew,40,39
111,2,8:13.0,,N. Noel enters the game for J. Grant,40,39
112,2,8:13.0,,L. Mbah a Moute enters the game for H. Sims,40,39
113,2,7:51.0,,M. Carter-Williams makes 2-pt layup from 1 ft,40,41
114,2,7:38.0,Turnover by L. Brown (bad pass; steal by N. Noel),,40,41
115,2,7:31.0,,Shooting foul by L. Brown (drawn by L. Mbah a Moute),40,41
116,2,7:31.0,,L. Mbah a Moute misses free throw 1 of 2,40,41
117,2,7:31.0,,Offensive rebound by Team,40,41
118,2,7:31.0,,R. Covington enters the game for K. McDaniels,40,41
119,2,7:31.0,,J. Sampson enters the game for H. Thompson,40,41
120,2,7:31.0,,L. Mbah a Moute makes free throw 2 of 2,40,42
121,2,7:08.0,K. Martin makes 3-pt jump shot from 24 ft (assist by A. Bennett),,43,42
122,2,6:43.0,,N. Noel makes 2-pt dunk at rim (assist by L. Mbah a Moute),43,44
123,2,6:21.0,K. Martin misses 3-pt jump shot,,43,44
124,2,6:19.0,Offensive rebound by N. Peković,,43,44
125,2,6:19.0,N. Peković makes 2-pt layup at rim,,45,44
126,2,5:55.0,,N. Noel makes 2-pt dunk at rim (assist by M. Carter-Williams),45,46
127,2,5:38.0,C. Budinger makes 2-pt jump shot from 17 ft (assist by N. Peković),,47,46
128,2,5:21.0,,L. Mbah a Moute misses 2-pt layup from 1 ft,47,46
129,2,5:19.0,Defensive rebound by C. Budinger,,47,46
130,2,5:08.0,K. Martin misses 3-pt jump shot from 26 ft,,47,46
131,2,5:07.0,,Defensive rebound by R. Covington,47,46
132,2,5:07.0,,Personal foul by A. Bennett (drawn by R. Covington),47,46
133,2,5:07.0,Official timeout,,47,46
134,2,5:07.0,T. Young enters the game for A. Bennett,,47,46
135,2,4:43.0,,L. Mbah a Moute misses 2-pt jump shot from 19 ft,47,46
136,2,4:41.0,Defensive rebound by T. Young,,47,46
137,2,4:21.0,L. Brown makes 2-pt jump shot from 20 ft,,49,46
138,2,4:14.0,,Personal foul by N. Peković (drawn by J. Sampson),49,46
139,2,4:14.0,A. Wiggins enters the game for K. Martin,,49,46
140,2,4:14.0,Z. LaVine enters the game for L. Brown,,49,46
141,2,4:14.0,,J. Sampson makes free throw 1 of 2,49,47
142,2,4:14.0,,J. Sampson makes free throw 2 of 2,49,48
143,2,4:00.0,Shooting foul by N. Noel (drawn by N. Peković),,49,48
144,2,4:00.0,N. Peković makes free throw 1 of 2,,50,48
145,2,4:00.0,N. Peković misses free throw 2 of 2,,50,48
146,2,3:59.0,,Defensive rebound by N. Noel,50,48
147,2,3:48.0,,Shooting foul by Z. LaVine (drawn by M. Carter-Williams),50,48
148,2,3:48.0,,M. Carter-Williams makes free throw 1 of 2,50,49
149,2,3:48.0,,M. Carter-Williams makes free throw 2 of 2,50,50
150,2,3:32.0,N. Peković makes 2-pt dunk at rim (assist by C. Budinger),,52,50
151,2,3:13.0,,L. Mbah a Moute makes 2-pt jump shot from 16 ft (assist by M. Carter-Williams),52,52
152,2,2:56.0,A. Wiggins misses 2-pt jump shot from 17 ft (block by M. Carter-Williams),,52,52
153,2,2:53.0,,Defensive rebound by J. Sampson,52,52
154,2,2:49.0,,R. Covington makes 3-pt jump shot from 26 ft (assist by J. Sampson),52,55
155,2,2:47.0,Minnesota full timeout,,52,55
156,2,2:47.0,,K. McDaniels enters the game for J. Sampson,52,55
157,2,2:37.0,C. Budinger makes 3-pt jump shot from 25 ft (assist by N. Peković),,55,55
158,2,2:04.0,,M. Carter-Williams misses 2-pt layup from 2 ft,55,55
159,2,2:02.0,Defensive rebound by Z. LaVine,,55,55
160,2,1:58.0,Shooting foul by L. Mbah a Moute (drawn by N. Peković),,55,55
161,2,1:58.0,N. Peković makes free throw 1 of 2,,56,55
162,2,1:58.0,K. Martin enters the game for C. Budinger,,56,55
163,2,1:58.0,N. Peković makes free throw 2 of 2,,57,55
164,2,1:46.0,,R. Covington misses 3-pt jump shot from 26 ft,57,55
165,2,1:45.0,,Offensive rebound by N. Noel,57,55
166,2,1:41.0,,L. Mbah a Moute makes 2-pt layup from 1 ft (assist by R. Covington),57,57
167,2,1:29.0,G. Dieng enters the game for N. Peković,,57,57
168,2,1:29.0,,J. Grant enters the game for L. Mbah a Moute,57,57
169,2,1:25.0,Personal foul by R. Covington (drawn by K. Martin),,57,57
170,2,1:25.0,K. Martin makes free throw 1 of 2,,58,57
171,2,1:25.0,K. Martin makes free throw 2 of 2,,59,57
172,2,1:10.0,,R. Covington misses 3-pt jump shot from 25 ft,59,57
173,2,1:09.0,Defensive rebound by A. Wiggins,,59,57
174,2,0:53.0,A. Wiggins misses 3-pt jump shot from 24 ft,,59,57
175,2,0:52.0,,Defensive rebound by J. Grant,59,57
176,2,0:45.0,,R. Covington misses 2-pt layup at rim,59,57
177,2,0:44.0,Defensive rebound by G. Dieng,,59,57
178,2,0:34.0,K. Martin misses 2-pt jump shot from 17 ft,,59,57
179,2,0:33.0,,Defensive rebound by R. Covington,59,57
180,2,0:28.0,,K. McDaniels makes 2-pt dunk at rim (assist by M. Carter-Williams),59,59
181,2,0:04.0,Turnover by K. Martin (lost ball),,59,59
182,2,0:04.0,,Philadelphia full timeout,59,59
183,2,0:04.0,L. Brown enters the game for G. Dieng,,59,59
184,2,0:04.0,A. Bennett enters the game for Z. LaVine,,59,59
185,2,0:00.0,,M. Carter-Williams makes 2-pt layup at rim,59,61
186,3,11:47.0,Z. LaVine makes 3-pt jump shot from 23 ft (assist by T. Young),,62,61
187,3,11:28.0,,J. Sampson misses 3-pt jump shot from 23 ft,62,61
188,3,11:26.0,Defensive rebound by G. Dieng,,62,61
189,3,11:07.0,T. Young misses 2-pt jump shot from 3 ft (block by N. Noel),,62,61
190,3,11:05.0,Offensive rebound by G. Dieng,,62,61
191,3,11:03.0,A. Wiggins misses 3-pt jump shot from 26 ft,,62,61
192,3,11:01.0,Offensive rebound by Team,,62,61
193,3,10:58.0,Turnover by G. Dieng (traveling),,62,61
194,3,10:54.0,,R. Covington misses 3-pt jump shot from 24 ft,62,61
195,3,10:52.0,Defensive rebound by A. Wiggins,,62,61
196,3,10:33.0,Turnover by N. Peković (lost ball; steal by L. Mbah a Moute),,62,61
197,3,10:26.0,,M. Carter-Williams misses 2-pt jump shot from 10 ft,62,61
198,3,10:24.0,Defensive rebound by G. Dieng,,62,61
199,3,10:16.0,Shooting foul by N. Noel (drawn by T. Young),,62,61
200,3,10:16.0,T. Young makes free throw 1 of 2,,63,61
201,3,10:16.0,T. Young makes free throw 2 of 2,,64,61
202,3,10:04.0,,L. Mbah a Moute misses 2-pt jump shot from 18 ft,64,61
203,3,10:02.0,,Offensive rebound by N. Noel,64,61
204,3,9:58.0,,R. Covington makes 3-pt jump shot from 25 ft (assist by N. Noel),64,64
205,3,9:46.0,Personal foul by N. Noel (drawn by N. Peković),,64,64
206,3,9:42.0,Turnover by G. Dieng (bad pass; steal by J. Sampson),,64,64
207,3,9:26.0,,Personal foul by A. Wiggins (drawn by M. Carter-Williams),64,64
208,3,9:16.0,,J. Sampson makes 2-pt layup from 1 ft (assist by M. Carter-Williams),64,66
209,3,9:03.0,A. Wiggins misses 2-pt jump shot from 4 ft (block by N. Noel),,64,66
210,3,9:01.0,,Defensive rebound by R. Covington,64,66
211,3,8:38.0,,J. Sampson misses 3-pt jump shot from 23 ft,64,66
212,3,8:36.0,Defensive rebound by N. Peković,,64,66
213,3,8:29.0,Turnover by Z. LaVine (lost ball; steal by M. Carter-Williams),,64,66
214,3,8:24.0,,K. McDaniels enters the game for J. Sampson,64,66
215,3,8:15.0,,M. Carter-Williams misses 2-pt jump shot from 20 ft,64,66
216,3,8:13.0,Defensive rebound by G. Dieng,,64,66
217,3,7:52.0,Turnover by T. Young (bad pass),,64,66
218,3,7:52.0,Minnesota full timeout,,64,66
219,3,7:33.0,,L. Mbah a Moute misses 3-pt jump shot from 24 ft,64,66
220,3,7:32.0,Defensive rebound by Team,,64,66
221,3,7:14.0,T. Young misses 2-pt layup from 2 ft,,64,66
222,3,7:12.0,Offensive rebound by G. Dieng,,64,66
223,3,7:10.0,G. Dieng makes 2-pt hook shot from 8 ft,,66,66
224,3,6:55.0,,R. Covington misses 3-pt jump shot from 27 ft,66,66
225,3,6:53.0,,Offensive rebound by M. Carter-Williams,66,66
226,3,6:50.0,,L. Mbah a Moute misses 2-pt jump shot from 20 ft,66,66
227,3,6:49.0,Defensive rebound by Z. LaVine,,66,66
228,3,6:45.0,Turnover by Z. LaVine (lost ball; steal by N. Noel),,66,66
229,3,6:41.0,,N. Noel misses 2-pt layup at rim,66,66
230,3,6:39.0,,Offensive rebound by M. Carter-Williams,66,66
231,3,6:35.0,,R. Covington misses 3-pt jump shot from 25 ft,66,66
232,3,6:33.0,Defensive rebound by T. Young,,66,66
233,3,6:33.0,Minnesota full timeout,,66,66
234,3,6:33.0,L. Brown enters the game for Z. LaVine,,66,66
235,3,6:21.0,N. Peković makes 2-pt layup from 3 ft (assist by G. Dieng),,68,66
236,3,6:05.0,,M. Carter-Williams makes 2-pt layup from 2 ft,68,68
237,3,5:47.0,N. Peković misses 2-pt jump shot from 4 ft,,68,68
238,3,5:46.0,,Defensive rebound by M. Carter-Williams,68,68
239,3,5:32.0,,L. Mbah a Moute makes 2-pt layup from 1 ft (assist by M. Carter-Williams),68,70
240,3,5:09.0,Shooting foul by N. Noel (drawn by G. Dieng),,68,70
241,3,5:09.0,G. Dieng misses free throw 1 of 2,,68,70
242,3,5:09.0,Offensive rebound by Team,,68,70
243,3,5:09.0,K. Martin enters the game for N. Peković,,68,70
244,3,5:09.0,,J. Grant enters the game for R. Covington,68,70
245,3,5:09.0,,H. Sims enters the game for N. Noel,68,70
246,3,5:09.0,G. Dieng makes free throw 2 of 2,,69,70
247,3,4:57.0,,M. Carter-Williams misses 2-pt layup from 2 ft (block by G. Dieng),69,70
248,3,4:55.0,Defensive rebound by L. Brown,,69,70
249,3,4:49.0,G. Dieng misses 2-pt jump shot from 19 ft,,69,70
250,3,4:47.0,,Defensive rebound by M. Carter-Williams,69,70
251,3,4:33.0,,Shooting foul by L. Brown (drawn by L. Mbah a Moute),69,70
252,3,4:33.0,,L. Mbah a Moute makes free throw 1 of 2,69,71
253,3,4:33.0,,L. Mbah a Moute makes free throw 2 of 2,69,72
254,3,4:14.0,T. Young misses 2-pt jump shot from 18 ft,,69,72
255,3,4:12.0,,Defensive rebound by M. Carter-Williams,69,72
256,3,4:03.0,,Turnover by K. McDaniels (lost ball; steal by L. Brown),69,72
257,3,3:57.0,Shooting foul by L. Mbah a Moute (drawn by T. Young),,69,72
258,3,3:57.0,T. Young misses free throw 1 of 2,,69,72
259,3,3:57.0,Offensive rebound by Team,,69,72
260,3,3:57.0,,H. Thompson enters the game for L. Mbah a Moute,69,72
261,3,3:57.0,T. Young makes free throw 2 of 2,,70,72
262,3,3:38.0,,K. McDaniels makes 2-pt jump shot from 5 ft,70,74
263,3,3:19.0,L. Brown misses 2-pt layup from 2 ft,,70,74
264,3,3:18.0,Offensive rebound by Team,,70,74
265,3,3:13.0,K. Martin makes 3-pt jump shot from 25 ft (assist by L. Brown),,73,74
266,3,2:58.0,,H. Sims misses 2-pt layup from 2 ft (block by G. Dieng),73,74
267,3,2:56.0,Defensive rebound by T. Young,,73,74
268,3,2:49.0,Personal foul by H. Thompson (drawn by K. Martin),,73,74
269,3,2:49.0,,Philadelphia full timeout,73,74
270,3,2:49.0,C. Budinger enters the game for A. Wiggins,,73,74
271,3,2:49.0,,L. Drew enters the game for M. Carter-Williams,73,74
272,3,2:49.0,K. Martin makes free throw 1 of 2,,74,74
273,3,2:49.0,K. Martin makes free throw 2 of 2,,75,74
274,3,2:26.0,,Turnover by L. Drew (lost ball; steal by T. Young),75,74
275,3,2:08.0,L. Brown makes 2-pt jump shot from 18 ft (assist by K. Martin),,77,74
276,3,1:52.0,,H. Thompson misses 3-pt jump shot from 22 ft,77,74
277,3,1:50.0,,Offensive rebound by H. Sims,77,74
278,3,1:48.0,,H. Thompson misses 2-pt layup at rim (block by G. Dieng),77,74
279,3,1:46.0,,Offensive rebound by Team,77,74
280,3,1:40.0,,J. Grant misses 3-pt jump shot from 26 ft,77,74
281,3,1:38.0,Defensive rebound by G. Dieng,,77,74
282,3,1:27.0,K. Martin misses 3-pt jump shot from 26 ft,,77,74
283,3,1:24.0,,Defensive rebound by L. Drew,77,74
284,3,1:11.0,,H. Sims makes 2-pt layup from 1 ft (assist by J. Grant),77,76
285,3,0:55.0,Turnover by C. Budinger (bad pass; steal by H. Sims),,77,76
286,3,0:51.0,,Shooting foul by T. Young (drawn by J. Grant),77,76
287,3,0:51.0,,J. Grant makes free throw 1 of 2,77,77
288,3,0:51.0,,J. Grant makes free throw 2 of 2,77,78
289,3,0:38.0,K. Martin misses 2-pt layup from 2 ft (block by H. Sims),,77,78
290,3,0:36.0,,Defensive rebound by K. McDaniels,77,78
291,3,0:21.0,,Turnover by K. McDaniels (bad pass; steal by L. Brown),77,78
292,3,0:16.0,L. Brown misses 2-pt layup from 2 ft,,77,78
293,3,0:15.0,Offensive rebound by K. Martin,,77,78
294,3,0:01.0,G. Dieng misses 3-pt jump shot from 25 ft,,77,78
295,3,0:00.0,Offensive rebound by Team,,77,78
296,4,11:45.0,,H. Sims makes 2-pt jump shot from 18 ft (assist by J. Grant),77,80
297,4,11:20.0,Turnover by T. Young (bad pass; steal by H. Sims),,77,80
298,4,11:14.0,,J. Grant makes 3-pt jump shot from 25 ft (assist by L. Drew),77,83
299,4,10:50.0,Turnover by L. Brown (traveling),,77,83
300,4,10:50.0,,R. Covington enters the game for K. McDaniels,77,83
301,4,10:36.0,,R. Covington misses 2-pt layup from 2 ft (block by N. Peković),77,83
302,4,10:34.0,Defensive rebound by C. Budinger,,77,83
303,4,10:28.0,K. Martin misses 2-pt jump shot from 19 ft,,77,83
304,4,10:27.0,,Defensive rebound by J. Grant,77,83
305,4,10:05.0,,R. Covington misses 2-pt jump shot from 9 ft,77,83
306,4,10:03.0,Defensive rebound by N. Peković,,77,83
307,4,9:59.0,Turnover by T. Young (lost ball; steal by J. Grant),,77,83
308,4,9:52.0,,H. Thompson misses 3-pt jump shot from 25 ft,77,83
309,4,9:51.0,Defensive rebound by N. Peković,,77,83
310,4,9:50.0,Minnesota full timeout,,77,83
311,4,9:50.0,A. Wiggins enters the game for T. Young,,77,83
312,4,9:40.0,Turnover by L. Brown (bad pass),,77,83
313,4,9:27.0,,H. Sims misses 2-pt jump shot from 17 ft,77,83
314,4,9:25.0,Defensive rebound by L. Brown,,77,83
315,4,9:10.0,Turnover by C. Budinger (lost ball; steal by R. Covington),,77,83
316,4,8:54.0,,H. Thompson makes 2-pt layup at rim (assist by H. Sims),77,85
317,4,8:42.0,Shooting foul by H. Thompson (drawn by K. Martin),,77,85
318,4,8:42.0,K. Martin makes free throw 1 of 2,,78,85
319,4,8:42.0,Z. LaVine enters the game for L. Brown,,78,85
320,4,8:42.0,K. Martin misses free throw 2 of 2,,78,85
321,4,8:41.0,,Defensive rebound by Team,78,85
322,4,8:20.0,,R. Covington makes 3-pt jump shot from 23 ft (assist by J. Grant),78,88
323,4,8:03.0,A. Wiggins makes 2-pt jump shot from 3 ft (assist by K. Martin),,80,88
324,4,8:03.0,Shooting foul by J. Grant (drawn by A. Wiggins),,80,88
325,4,8:03.0,,M. Carter-Williams enters the game for L. Drew,80,88
326,4,8:03.0,,L. Mbah a Moute enters the game for H. Thompson,80,88
327,4,8:03.0,A. Wiggins makes free throw 1 of 1,,81,88
328,4,7:42.0,,Personal foul by Z. LaVine (drawn by L. Mbah a Moute),81,88
329,4,7:42.0,G. Dieng enters the game for N. Peković,,81,88
330,4,7:31.0,,Turnover by M. Carter-Williams (lost ball; steal by G. Dieng),81,88
331,4,7:18.0,A. Wiggins makes 2-pt jump shot from 18 ft,,83,88
332,4,6:56.0,,Shooting foul by C. Budinger (drawn by J. Grant),83,88
333,4,6:56.0,,J. Grant misses free throw 1 of 2,83,88
334,4,6:56.0,,Offensive rebound by Team,83,88
335,4,6:56.0,,N. Noel enters the game for H. Sims,83,88
336,4,6:56.0,T. Young enters the game for C. Budinger,,83,88
337,4,6:56.0,,J. Grant misses free throw 2 of 2,83,88
338,4,6:56.0,Defensive rebound by K. Martin,,83,88
339,4,6:46.0,K. Martin makes 2-pt jump shot from 17 ft,,85,88
340,4,6:25.0,,M. Carter-Williams misses 2-pt jump shot from 18 ft,85,88
341,4,6:22.0,,Offensive rebound by N. Noel,85,88
342,4,6:22.0,,N. Noel makes 2-pt layup from 1 ft,85,90
343,4,6:09.0,Turnover by K. Martin (lost ball; steal by R. Covington),,85,90
344,4,6:00.0,,M. Carter-Williams makes 2-pt layup from 2 ft,85,92
345,4,5:42.0,G. Dieng makes 2-pt jump shot from 3 ft (assist by A. Wiggins),,87,92
346,4,5:42.0,Shooting foul by L. Mbah a Moute (drawn by G. Dieng),,87,92
347,4,5:42.0,Official timeout,,87,92
348,4,5:42.0,L. Brown enters the game for Z. LaVine,,87,92
349,4,5:42.0,,K. McDaniels enters the game for J. Grant,87,92
350,4,5:42.0,G. Dieng makes free throw 1 of 1,,88,92
351,4,5:24.0,,Turnover by K. McDaniels (lost ball; steal by A. Wiggins),88,92
352,4,5:20.0,K. Martin misses 2-pt layup from 1 ft,,88,92
353,4,5:18.0,Offensive rebound by T. Young,,88,92
354,4,5:17.0,T. Young misses 2-pt layup from 1 ft,,88,92
355,4,5:16.0,,Defensive rebound by N. Noel,88,92
356,4,4:56.0,,N. Noel makes 2-pt dunk at rim,88,94
357,4,4:22.0,A. Wiggins makes 2-pt jump shot from 15 ft (assist by G. Dieng),,90,94
358,4,4:03.0,,R. Covington misses 3-pt jump shot from 26 ft,90,94
359,4,4:01.0,Defensive rebound by G. Dieng,,90,94
360,4,3:56.0,Turnover by T. Young (lost ball; steal by N. Noel),,90,94
361,4,3:39.0,,M. Carter-Williams makes 2-pt layup from 1 ft,90,96
362,4,3:21.0,A. Wiggins misses 2-pt jump shot from 21 ft,,90,96
363,4,3:20.0,,Defensive rebound by N. Noel,90,96
364,4,3:04.0,,L. Mbah a Moute misses 2-pt jump shot from 17 ft,90,96
365,4,3:02.0,Defensive rebound by T. Young,,90,96
366,4,2:56.0,K. Martin misses 3-pt jump shot from 25 ft,,90,96
367,4,2:55.0,,Defensive rebound by K. McDaniels,90,96
368,4,2:39.0,,Philadelphia full timeout,90,96
369,4,2:39.0,N. Peković enters the game for G. Dieng,,90,96
370,4,2:26.0,,Shooting foul by K. Martin (drawn by R. Covington),90,96
371,4,2:26.0,,R. Covington makes free throw 1 of 2,90,97
372,4,2:26.0,,R. Covington makes free throw 2 of 2,90,98
373,4,2:18.0,A. Wiggins misses 2-pt layup from 3 ft (block by N. Noel),,90,98
374,4,2:18.0,Offensive rebound by Team,,90,98
375,4,2:18.0,Minnesota full timeout,,90,98
376,4,2:18.0,,J. Grant enters the game for K. McDaniels,90,98
377,4,2:16.0,Turnover by K. Martin (traveling),,90,98
378,4,1:59.0,,Personal foul by A. Wiggins (drawn by L. Mbah a Moute),90,98
379,4,1:50.0,,Offensive foul by M. Carter-Williams (drawn by A. Wiggins),90,98
