,QUARTER,TIME_REMAINING,HOUSTON_ACTION,CHARLOTTE_ACTION,HOUSTON_SCORE,CHARLOTTE_SCORE
120,2,11:31.0,T. Ariza makes 3-pt jump shot from 25 ft (assist by P. Prigioni),,27,23
121,2,11:19.0,,B. Roberts misses 3-pt jump shot from 25 ft,27,23
122,2,11:18.0,Defensive rebound by T. Ariza,,27,23
123,2,11:08.0,J. Smith makes 3-pt jump shot from 25 ft (assist by P. Prigioni),,30,23
124,2,10:43.0,,N. Vonleh misses 2-pt layup from 1 ft,30,23
125,2,10:42.0,Defensive rebound by J. Smith,,30,23
126,2,10:26.0,Shooting foul by T. Daniels (drawn by C. Capela),,30,23
127,2,10:26.0,C. Capela misses free throw 1 of 2,,30,23
128,2,10:26.0,Offensive rebound by Team,,30,23
129,2,10:26.0,C. Capela misses free throw 2 of 2,,30,23
130,2,10:24.0,,Defensive rebound by B. Roberts,30,23
131,2,10:12.0,,T. Daniels misses 3-pt jump shot from 28 ft,30,23
132,2,10:10.0,,Offensive rebound by B. Roberts,30,23
133,2,10:00.0,,B. Roberts misses 2-pt jump shot from 18 ft,30,23
134,2,9:59.0,Defensive rebound by C. Capela,,30,23
135,2,9:49.0,T. Ariza makes 2-pt jump shot from 17 ft (assist by P. Prigioni),,32,23
136,2,9:41.0,,Charlotte full timeout,32,23
137,2,9:35.0,,B. Roberts makes 2-pt jump shot from 21 ft (assist by J. Maxiell),32,25
138,2,9:23.0,C. Capela makes 2-pt dunk at rim (assist by P. Prigioni),,34,25
139,2,9:02.0,,J. Maxiell makes 2-pt jump shot from 8 ft (assist by T. Daniels),34,27
140,2,8:40.0,J. Smith makes 2-pt hook shot from 6 ft,,36,27
141,2,8:28.0,,Shooting foul by J. Smith (drawn by N. Vonleh),36,27
142,2,8:28.0,,N. Vonleh misses free throw 1 of 2,36,27
143,2,8:28.0,,Offensive rebound by Team,36,27
144,2,8:28.0,,N. Vonleh makes free throw 2 of 2,36,28
145,2,8:19.0,C. Brewer misses 2-pt layup at rim,,36,28
146,2,8:17.0,,Defensive rebound by J. Maxiell,36,28
147,2,8:10.0,,N. Vonleh misses 2-pt layup from 2 ft,36,28
148,2,8:08.0,Defensive rebound by J. Smith,,36,28
149,2,7:57.0,J. Smith misses 3-pt jump shot from 26 ft,,36,28
150,2,7:56.0,,Defensive rebound by J. Maxiell,36,28
151,2,7:50.0,,Turnover by B. Roberts (bad pass),36,28
152,2,7:50.0,,M. Williams enters the game for N. Vonleh,36,28
153,2,7:39.0,Shooting foul by J. Maxiell (drawn by J. Smith),,36,28
154,2,7:39.0,J. Smith makes free throw 1 of 2,,37,28
155,2,7:39.0,T. Jones enters the game for C. Capela,,37,28
156,2,7:39.0,J. Smith makes free throw 2 of 2,,38,28
157,2,7:28.0,,T. Daniels makes 3-pt jump shot from 27 ft,38,31
158,2,7:07.0,J. Smith misses 3-pt jump shot from 25 ft,,38,31
159,2,7:06.0,,Defensive rebound by J. Maxiell,38,31
160,2,7:06.0,,Personal foul by T. Jones (drawn by J. Maxiell),38,31
161,2,7:06.0,J. Dorsey enters the game for J. Smith,,38,31
162,2,7:06.0,J. Terry enters the game for P. Prigioni,,38,31
163,2,7:06.0,J. Harden enters the game for T. Ariza,,38,31
164,2,7:06.0,,K. Walker enters the game for T. Daniels,38,31
165,2,7:06.0,,B. Biyombo enters the game for J. Maxiell,38,31
166,2,6:43.0,,J. Taylor makes 3-pt jump shot from 24 ft (assist by M. Williams),38,34
167,2,6:35.0,C. Brewer makes 2-pt layup from 1 ft (assist by J. Harden),,40,34
168,2,6:15.0,,B. Roberts makes 2-pt jump shot from 20 ft (assist by M. Williams),40,36
169,2,5:57.0,Official timeout,,40,36
170,2,5:57.0,,G. Henderson enters the game for J. Taylor,40,36
171,2,5:47.0,J. Harden misses 2-pt jump shot from 15 ft,,40,36
172,2,5:46.0,,Defensive rebound by M. Williams,40,36
173,2,5:23.0,,G. Henderson misses 2-pt jump shot from 18 ft,40,36
174,2,5:23.0,,Offensive rebound by Team,40,36
175,2,5:23.0,Loose ball foul by T. Jones (drawn by B. Biyombo),,40,36
176,2,5:11.0,,B. Roberts makes 3-pt jump shot from 28 ft (assist by K. Walker),40,39
177,2,4:50.0,Turnover by J. Harden (bad pass; steal by M. Williams),,40,39
178,2,4:45.0,,M. Williams makes 2-pt dunk at rim,40,41
179,2,4:37.0,Houston full timeout,,40,41
180,2,4:24.0,J. Terry makes 2-pt jump shot from 14 ft,,42,41
181,2,4:08.0,,M. Williams misses 2-pt jump shot from 21 ft,42,41
182,2,4:07.0,Defensive rebound by J. Dorsey,,42,41
183,2,3:50.0,J. Harden makes 3-pt jump shot from 24 ft (assist by C. Brewer),,45,41
184,2,3:35.0,,Turnover by B. Roberts (bad pass; steal by J. Dorsey),45,41
185,2,3:30.0,J. Harden misses 2-pt layup from 1 ft,,45,41
186,2,3:29.0,Offensive rebound by T. Jones,,45,41
187,2,3:29.0,T. Jones makes 2-pt dunk at rim,,47,41
188,2,3:05.0,,G. Henderson misses 3-pt jump shot from 23 ft,47,41
189,2,3:04.0,Defensive rebound by T. Jones,,47,41
190,2,2:50.0,J. Harden misses 2-pt jump shot from 10 ft,,47,41
191,2,2:49.0,,Defensive rebound by B. Biyombo,47,41
192,2,2:35.0,,K. Walker makes 2-pt layup at rim,47,43
193,2,2:24.0,J. Terry misses 2-pt jump shot from 17 ft,,47,43
194,2,2:21.0,Offensive rebound by T. Jones,,47,43
195,2,2:21.0,T. Jones misses 2-pt layup from 2 ft,,47,43
196,2,2:18.0,,Defensive rebound by G. Henderson,47,43
197,2,2:09.0,,B. Roberts makes 3-pt jump shot from 23 ft (assist by M. Williams),47,46
198,2,1:50.0,J. Terry makes 3-pt jump shot from 24 ft (assist by J. Harden),,50,46
199,2,1:28.0,,B. Roberts makes 3-pt jump shot from 23 ft (assist by G. Henderson),50,49
200,2,1:10.0,J. Harden misses 3-pt jump shot from 23 ft,,50,49
201,2,1:09.0,,Defensive rebound by B. Roberts,50,49
202,2,1:00.0,,B. Roberts makes 3-pt jump shot from 24 ft,50,52
203,2,1:00.0,Houston full timeout,,50,52
204,2,1:00.0,J. Smith enters the game for J. Dorsey,,50,52
205,2,1:00.0,T. Ariza enters the game for C. Brewer,,50,52
206,2,1:00.0,C. Capela enters the game for T. Jones,,50,52
207,2,0:45.0,J. Smith makes 2-pt hook shot from 6 ft,,52,52
208,2,0:25.0,,B. Roberts misses 3-pt jump shot from 25 ft,52,52
209,2,0:23.0,,Offensive rebound by B. Biyombo,52,52
210,2,0:23.0,,Shooting foul by J. Smith (drawn by B. Biyombo),52,52
211,2,0:23.0,,B. Biyombo misses free throw 1 of 2,52,52
212,2,0:23.0,,Offensive rebound by Team,52,52
213,2,0:23.0,C. Brewer enters the game for J. Smith,,52,52
214,2,0:23.0,,B. Biyombo misses free throw 2 of 2,52,52
215,2,0:22.0,Defensive rebound by J. Harden,,52,52
216,2,0:04.0,T. Ariza misses 3-pt jump shot from 23 ft,,52,52
217,2,0:03.0,,Defensive rebound by B. Roberts,52,52
218,2,0:00.0,,B. Roberts misses 3-pt jump shot from 44 ft,52,52
219,2,0:00.0,,Offensive rebound by Team,52,52
220,3,11:45.0,,J. Taylor misses 3-pt jump shot from 24 ft,52,52
221,3,11:44.0,Defensive rebound by T. Jones,,52,52
222,3,11:25.0,J. Terry misses 3-pt jump shot from 28 ft,,52,52
223,3,11:22.0,Offensive rebound by J. Dorsey,,52,52
224,3,11:22.0,J. Dorsey misses 2-pt layup from 1 ft,,52,52
225,3,11:19.0,Offensive rebound by T. Jones,,52,52
226,3,11:19.0,T. Jones makes 2-pt tip-in from 1 ft,,54,52
227,3,11:01.0,,G. Henderson makes 2-pt layup from 1 ft,54,54
228,3,10:57.0,Personal take foul by M. Williams (drawn by T. Jones),,54,54
229,3,10:43.0,Turnover by Team (back court),,54,54
230,3,10:27.0,,Turnover by G. Henderson (lost ball; steal by J. Dorsey),54,54
231,3,10:22.0,T. Jones makes 2-pt dunk at rim,,56,54
232,3,10:06.0,,Personal foul by T. Ariza (drawn by M. Williams),56,54
233,3,9:58.0,,J. Taylor makes 3-pt jump shot from 23 ft (assist by K. Walker),56,57
234,3,9:46.0,T. Ariza misses 3-pt jump shot from 25 ft,,56,57
235,3,9:45.0,,Defensive rebound by B. Biyombo,56,57
236,3,9:35.0,,K. Walker misses 3-pt jump shot from 25 ft,56,57
237,3,9:34.0,Defensive rebound by T. Jones,,56,57
238,3,9:14.0,Shooting foul by B. Biyombo (drawn by J. Harden),,56,57
239,3,9:14.0,J. Harden makes free throw 1 of 2,,57,57
240,3,9:14.0,J. Harden makes free throw 2 of 2,,58,57
241,3,8:58.0,,J. Taylor misses 2-pt layup from 1 ft,58,57
242,3,8:56.0,Defensive rebound by J. Dorsey,,58,57
243,3,8:49.0,J. Terry makes 3-pt jump shot from 23 ft (assist by J. Harden),,61,57
244,3,8:47.0,,Charlotte full timeout,61,57
245,3,8:30.0,,J. Taylor misses 2-pt jump shot from 18 ft,61,57
246,3,8:26.0,,Offensive rebound by B. Biyombo,61,57
247,3,8:19.0,,Shooting foul by J. Dorsey (drawn by J. Taylor),61,57
248,3,8:19.0,,J. Taylor makes free throw 1 of 2,61,58
249,3,8:19.0,,J. Taylor makes free throw 2 of 2,61,59
250,3,8:01.0,J. Dorsey misses 2-pt layup from 1 ft,,61,59
251,3,7:59.0,,Defensive rebound by M. Williams,61,59
252,3,7:44.0,,K. Walker misses 2-pt jump shot from 12 ft,61,59
253,3,7:42.0,Defensive rebound by T. Ariza,,61,59
254,3,7:34.0,Turnover by T. Jones (lost ball; steal by B. Biyombo),,61,59
255,3,7:26.0,,M. Williams misses 3-pt jump shot from 23 ft,61,59
256,3,7:25.0,Defensive rebound by J. Dorsey,,61,59
257,3,7:20.0,Turnover by T. Ariza (bad pass; steal by M. Williams),,61,59
258,3,7:17.0,,Turnover by M. Williams (bad pass; steal by J. Dorsey),61,59
259,3,7:10.0,T. Ariza makes 3-pt jump shot from 23 ft (assist by T. Jones),,64,59
260,3,6:49.0,,M. Williams makes 3-pt jump shot from 24 ft (assist by G. Henderson),64,62
261,3,6:31.0,J. Terry misses 3-pt jump shot from 25 ft,,64,62
262,3,6:31.0,,Defensive rebound by Team,64,62
263,3,6:19.0,,G. Henderson misses 2-pt jump shot from 16 ft,64,62
264,3,6:18.0,Defensive rebound by J. Dorsey,,64,62
265,3,6:08.0,Shooting foul by J. Taylor (drawn by J. Harden),,64,62
266,3,6:08.0,J. Harden makes free throw 1 of 2,,65,62
267,3,6:08.0,J. Smith enters the game for J. Dorsey,,65,62
268,3,6:08.0,J. Harden makes free throw 2 of 2,,66,62
269,3,5:52.0,,Turnover by G. Henderson (bad pass; steal by T. Ariza),66,62
270,3,5:44.0,T. Jones makes 2-pt jump shot from 7 ft,,68,62
271,3,5:25.0,,B. Biyombo makes 2-pt hook shot from 4 ft (assist by M. Williams),68,64
272,3,5:08.0,J. Smith misses 3-pt jump shot from 25 ft,,68,64
273,3,5:07.0,,Defensive rebound by G. Henderson,68,64
274,3,4:47.0,,K. Walker misses 3-pt jump shot from 26 ft,68,64
275,3,4:44.0,,Offensive rebound by B. Biyombo,68,64
276,3,4:44.0,,B. Biyombo makes 2-pt dunk at rim,68,66
277,3,4:27.0,Shooting foul by M. Williams (drawn by J. Harden),,68,66
278,3,4:27.0,J. Harden makes free throw 1 of 2,,69,66
279,3,4:27.0,,B. Roberts enters the game for G. Henderson,69,66
280,3,4:27.0,P. Prigioni enters the game for T. Jones,,69,66
281,3,4:27.0,C. Capela enters the game for J. Terry,,69,66
282,3,4:27.0,J. Harden makes free throw 2 of 2,,70,66
283,3,4:03.0,,B. Roberts misses 2-pt layup from 1 ft,70,66
284,3,4:01.0,Defensive rebound by J. Smith,,70,66
285,3,3:58.0,Shooting foul by J. Taylor (drawn by J. Harden),,70,66
286,3,3:58.0,J. Harden makes free throw 2 of 2,,71,66
287,3,3:58.0,J. Harden makes free throw 1 of 2,,72,66
288,3,3:33.0,,K. Walker misses 2-pt jump shot from 7 ft,72,66
289,3,3:28.0,Defensive rebound by J. Smith,,72,66
290,3,3:26.0,J. Harden makes 2-pt layup from 1 ft,,74,66
291,3,3:26.0,,Charlotte full timeout,74,66
292,3,3:23.0,C. Brewer enters the game for T. Ariza,,74,66
293,3,3:18.0,,T. Daniels enters the game for M. Williams,74,66
294,3,3:18.0,,N. Vonleh enters the game for K. Walker,74,66
295,3,3:18.0,,Personal foul by C. Brewer (drawn by T. Daniels),74,66
296,3,3:01.0,,T. Daniels makes 2-pt layup from 1 ft,74,68
297,3,2:47.0,J. Smith makes 2-pt layup from 2 ft,,76,68
298,3,2:41.0,,Personal foul by P. Prigioni (drawn by B. Roberts),76,68
299,3,2:41.0,Houston full timeout,,76,68
300,3,2:41.0,,Personal take foul by C. Capela (drawn by B. Biyombo),76,68
301,3,2:41.0,,B. Biyombo misses free throw 1 of 2,76,68
302,3,2:41.0,,Offensive rebound by Team,76,68
303,3,2:41.0,,B. Biyombo makes free throw 2 of 2,76,69
304,3,2:26.0,J. Harden misses 3-pt jump shot from 25 ft,,76,69
305,3,2:25.0,,Defensive rebound by B. Biyombo,76,69
306,3,2:20.0,,Personal take foul by P. Prigioni (drawn by B. Biyombo),76,69
307,3,2:20.0,,B. Biyombo makes free throw 1 of 2,76,70
308,3,2:20.0,,B. Biyombo makes free throw 2 of 2,76,71
309,3,2:08.0,Turnover by C. Brewer (lost ball; steal by T. Daniels),,76,71
310,3,1:54.0,,J. Taylor makes 2-pt hook shot from 8 ft,76,73
311,3,1:39.0,C. Brewer makes 3-pt jump shot from 22 ft (assist by P. Prigioni),,79,73
312,3,1:26.0,,B. Roberts misses 3-pt jump shot from 25 ft,79,73
313,3,1:25.0,Defensive rebound by P. Prigioni,,79,73
314,3,1:22.0,J. Harden misses 2-pt layup from 1 ft (block by B. Biyombo),,79,73
315,3,1:22.0,Offensive rebound by Team,,79,73
316,3,1:22.0,,J. Maxiell enters the game for B. Biyombo,79,73
317,3,1:22.0,Personal foul by N. Vonleh (drawn by J. Smith),,79,73
318,3,1:22.0,J. Smith makes free throw 1 of 2,,80,73
319,3,1:22.0,J. Smith makes free throw 2 of 2,,81,73
320,3,1:10.0,,Turnover by N. Vonleh (bad pass),81,73
321,3,0:55.0,C. Capela makes 2-pt dunk at rim (assist by J. Harden),,83,73
322,3,0:40.0,,J. Taylor misses 2-pt jump shot from 17 ft (block by J. Harden),83,73
323,3,0:40.0,,Offensive rebound by Team,83,73
324,3,0:37.0,,T. Daniels makes 2-pt jump shot from 18 ft (assist by J. Taylor),83,75
325,3,0:29.0,J. Harden misses 2-pt jump shot from 17 ft,,83,75
326,3,0:27.0,,Defensive rebound by N. Vonleh,83,75
327,3,0:06.0,,N. Vonleh misses 2-pt layup from 1 ft,83,75
328,3,0:05.0,Defensive rebound by C. Capela,,83,75
329,3,0:00.0,J. Smith misses 3-pt jump shot from 25 ft,,83,75
330,3,0:00.0,Offensive rebound by Team,,83,75
331,4,11:47.0,,Offensive charge foul by C. Brewer (drawn by J. Maxiell),83,75
332,4,11:47.0,Turnover by C. Brewer (offensive foul),,83,75
333,4,11:25.0,,Turnover by J. Maxiell (bad pass; steal by P. Prigioni),83,75
334,4,11:12.0,C. Capela makes 2-pt layup at rim (assist by J. Smith),,85,75
335,4,10:53.0,,N. Vonleh misses 2-pt hook shot from 7 ft,85,75
336,4,10:50.0,Defensive rebound by C. Brewer,,85,75
337,4,10:45.0,C. Brewer misses 2-pt layup from 2 ft,,85,75
338,4,10:44.0,,Defensive rebound by J. Maxiell,85,75
339,4,10:44.0,,Turnover by J. Maxiell (bad pass),85,75
340,4,10:36.0,C. Capela makes 2-pt layup from 2 ft (assist by P. Prigioni),,87,75
341,4,10:19.0,,G. Henderson misses 2-pt jump shot from 19 ft,87,75
342,4,10:17.0,Defensive rebound by C. Capela,,87,75
343,4,9:58.0,P. Prigioni misses 2-pt jump shot from 6 ft,,87,75
344,4,9:56.0,,Defensive rebound by J. Maxiell,87,75
345,4,9:45.0,,Turnover by T. Daniels (lost ball; steal by T. Ariza),87,75
346,4,9:45.0,Personal foul by T. Daniels (drawn by T. Ariza),,87,75
347,4,9:33.0,T. Ariza misses 3-pt jump shot from 24 ft,,87,75
348,4,9:32.0,,Defensive rebound by N. Vonleh,87,75
349,4,9:23.0,,N. Vonleh makes 3-pt jump shot from 25 ft (assist by B. Roberts),87,78
350,4,8:59.0,C. Brewer misses 2-pt layup from 1 ft,,87,78
351,4,8:57.0,,Defensive rebound by J. Maxiell,87,78
352,4,8:51.0,,B. Roberts misses 3-pt jump shot from 25 ft,87,78
353,4,8:49.0,Defensive rebound by C. Brewer,,87,78
354,4,8:44.0,C. Brewer makes 2-pt dunk at rim,,89,78
355,4,8:18.0,,B. Roberts misses 2-pt layup from 2 ft (block by C. Capela),89,78
356,4,8:16.0,Defensive rebound by P. Prigioni,,89,78
357,4,8:05.0,J. Smith misses 3-pt jump shot from 25 ft,,89,78
358,4,8:04.0,,Defensive rebound by B. Roberts,89,78
359,4,7:51.0,,J. Maxiell makes 2-pt hook shot from 7 ft (assist by B. Roberts),89,80
360,4,7:44.0,Houston full timeout,,89,80
361,4,7:44.0,T. Jones enters the game for C. Capela,,89,80
362,4,7:44.0,,J. Taylor enters the game for G. Henderson,89,80
363,4,7:32.0,J. Smith misses 2-pt hook shot from 6 ft,,89,80
364,4,7:32.0,Offensive rebound by J. Smith,,89,80
365,4,7:32.0,Shooting foul by N. Vonleh (drawn by J. Smith),,89,80
366,4,7:32.0,J. Smith misses free throw 1 of 2,,89,80
367,4,7:32.0,Offensive rebound by Team,,89,80
368,4,7:32.0,J. Smith makes free throw 2 of 2,,90,80
369,4,7:16.0,,J. Maxiell misses 2-pt hook shot from 6 ft,90,80
370,4,7:15.0,Defensive rebound by J. Smith,,90,80
371,4,7:10.0,C. Brewer makes 2-pt layup from 1 ft,,92,80
372,4,6:43.0,,N. Vonleh misses 2-pt jump shot from 10 ft (block by T. Jones),92,80
373,4,6:40.0,Defensive rebound by T. Ariza,,92,80
374,4,6:29.0,T. Jones misses 2-pt layup from 2 ft,,92,80
375,4,6:28.0,,Defensive rebound by N. Vonleh,92,80
376,4,6:13.0,,B. Roberts misses 2-pt jump shot from 5 ft (block by J. Smith),92,80
377,4,6:12.0,Defensive rebound by T. Jones,,92,80
378,4,5:59.0,T. Jones misses 3-pt jump shot from 24 ft,,92,80
379,4,5:58.0,,Defensive rebound by N. Vonleh,92,80
380,4,5:47.0,,Personal foul by P. Prigioni (drawn by T. Daniels),92,80
381,4,5:47.0,Official timeout,,92,80
382,4,5:47.0,J. Harden enters the game for P. Prigioni,,92,80
383,4,5:47.0,J. Terry enters the game for C. Brewer,,92,80
384,4,5:40.0,,B. Roberts misses 3-pt jump shot from 25 ft,92,80
385,4,5:39.0,Defensive rebound by J. Terry,,92,80
386,4,5:28.0,T. Ariza misses 2-pt jump shot from 18 ft,,92,80
387,4,5:27.0,Offensive rebound by J. Smith,,92,80
