,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,MEMPHIS_ACTION,BROOKLYN_SCORE,MEMPHIS_SCORE
86,1,0:56.0,,M. Gasol misses 2-pt hook shot from 11 ft,11,28
87,1,0:53.0,,Offensive rebound by K. Koufos,11,28
88,1,0:53.0,,K. Koufos misses 2-pt jump shot from 5 ft,11,28
89,1,0:50.0,Defensive rebound by M. Plumlee,,11,28
90,1,0:45.0,Turnover by M. Plumlee (bad pass; steal by N. Calathes),,11,28
91,1,0:41.0,,T. Allen makes 2-pt layup at rim (assist by B. Udrih),11,30
92,1,0:27.0,A. Anderson makes 2-pt layup at rim (assist by J. Jack),,13,30
93,1,0:10.0,,Personal foul by B. Lopez (drawn by M. Gasol),13,30
94,1,0:10.0,,M. Gasol makes free throw 1 of 2,13,31
95,1,0:10.0,,M. Gasol makes free throw 2 of 2,13,32
96,1,0:01.0,J. Jack makes 2-pt jump shot from 17 ft,,15,32
97,2,11:57.0,Personal foul by N. Calathes (drawn by A. Anderson),,15,32
98,2,11:37.0,A. Anderson makes 2-pt jump shot from 5 ft,,17,32
99,2,11:16.0,,B. Udrih misses 2-pt jump shot from 17 ft,17,32
100,2,11:13.0,Defensive rebound by A. Anderson,,17,32
101,2,11:06.0,Turnover by D. Williams (lost ball; steal by N. Calathes),,17,32
102,2,11:06.0,,Shooting block foul by A. Anderson (drawn by N. Calathes),17,32
103,2,11:06.0,,N. Calathes misses free throw 1 of 2,17,32
104,2,11:06.0,,Offensive rebound by Team,17,32
105,2,11:06.0,J. Johnson enters the game for B. Lopez,,17,32
106,2,11:06.0,,N. Calathes makes free throw 2 of 2,17,33
107,2,10:46.0,J. Johnson misses 2-pt jump shot from 15 ft,,17,33
108,2,10:45.0,,Defensive rebound by T. Allen,17,33
109,2,10:28.0,,Turnover by N. Calathes (bad pass; steal by M. Plumlee),17,33
110,2,10:26.0,Turnover by J. Johnson (bad pass),,17,33
111,2,10:20.0,,K. Koufos makes 2-pt hook shot from 4 ft (assist by J. Leuer),17,35
112,2,10:05.0,Turnover by J. Jack (bad pass),,17,35
113,2,9:50.0,,N. Calathes misses 3-pt jump shot from 26 ft,17,35
114,2,9:49.0,Defensive rebound by M. Plumlee,,17,35
115,2,9:42.0,B. Bogdanović enters the game for J. Jack,,17,35
116,2,9:42.0,,M. Conley enters the game for B. Udrih,17,35
117,2,9:39.0,Personal foul by N. Calathes (drawn by A. Anderson),,17,35
118,2,9:35.0,Personal foul by T. Allen (drawn by B. Bogdanović),,17,35
119,2,9:32.0,Shooting foul by T. Allen (drawn by B. Bogdanović),,17,35
120,2,9:32.0,B. Bogdanović makes free throw 1 of 2,,18,35
121,2,9:32.0,B. Bogdanović misses free throw 2 of 2,,18,35
122,2,9:30.0,,Defensive rebound by J. Leuer,18,35
123,2,9:12.0,,K. Koufos misses 2-pt hook shot from 11 ft,18,35
124,2,9:11.0,,Offensive rebound by J. Leuer,18,35
125,2,9:01.0,,T. Allen makes 3-pt jump shot from 25 ft (assist by N. Calathes),18,38
126,2,8:37.0,A. Anderson misses 3-pt jump shot from 25 ft,,18,38
127,2,8:36.0,Offensive rebound by A. Anderson,,18,38
128,2,8:31.0,M. Plumlee misses 2-pt jump shot from 4 ft,,18,38
129,2,8:28.0,Offensive rebound by M. Plumlee,,18,38
130,2,8:28.0,M. Plumlee makes 2-pt layup at rim,,20,38
131,2,8:17.0,,Personal foul by A. Anderson (drawn by T. Allen),20,38
132,2,8:17.0,,Memphis full timeout,20,38
133,2,8:17.0,C. Jefferson enters the game for A. Anderson,,20,38
134,2,8:07.0,,K. Koufos misses 2-pt hook shot from 6 ft,20,38
135,2,8:05.0,,Offensive rebound by K. Koufos,20,38
136,2,8:03.0,,K. Koufos makes 2-pt hook shot from 6 ft,20,40
137,2,7:43.0,J. Johnson misses 2-pt jump shot from 9 ft,,20,40
138,2,7:40.0,,Defensive rebound by K. Koufos,20,40
139,2,7:28.0,,M. Conley misses 2-pt jump shot from 17 ft,20,40
140,2,7:27.0,Defensive rebound by J. Johnson,,20,40
141,2,7:17.0,B. Bogdanović misses 2-pt jump shot from 18 ft,,20,40
142,2,7:16.0,,Defensive rebound by N. Calathes,20,40
143,2,7:07.0,,M. Conley misses 2-pt layup from 2 ft (block by C. Jefferson),20,40
144,2,7:06.0,Defensive rebound by C. Jefferson,,20,40
145,2,7:01.0,J. Johnson misses 2-pt jump shot from 11 ft,,20,40
146,2,6:57.0,Offensive rebound by M. Plumlee,,20,40
147,2,6:57.0,M. Plumlee misses 2-pt layup from 1 ft (block by K. Koufos),,20,40
148,2,6:53.0,Offensive rebound by B. Bogdanović,,20,40
149,2,6:53.0,B. Bogdanović makes 2-pt layup from 1 ft,,22,40
150,2,6:45.0,,J. Leuer misses 2-pt jump shot from 16 ft,22,40
151,2,6:44.0,,Offensive rebound by K. Koufos,22,40
152,2,6:35.0,,Shooting foul by C. Jefferson (drawn by K. Koufos),22,40
153,2,6:35.0,,K. Koufos misses free throw 1 of 2,22,40
154,2,6:35.0,,Offensive rebound by Team,22,40
155,2,6:35.0,,C. Lee enters the game for T. Allen,22,40
156,2,6:35.0,J. Jordan enters the game for M. Plumlee,,22,40
157,2,6:35.0,,K. Koufos makes free throw 2 of 2,22,41
158,2,6:24.0,D. Williams makes 2-pt jump shot from 9 ft,,24,41
159,2,6:13.0,,K. Koufos makes 2-pt jump shot from 4 ft (assist by N. Calathes),24,43
160,2,6:02.0,J. Johnson makes 2-pt jump shot from 5 ft,,26,43
161,2,6:02.0,Shooting foul by C. Lee (drawn by J. Johnson),,26,43
162,2,6:02.0,,Z. Randolph enters the game for K. Koufos,26,43
163,2,6:02.0,,J. Green enters the game for N. Calathes,26,43
164,2,6:02.0,J. Johnson makes free throw 1 of 1,,27,43
165,2,5:46.0,,Turnover by M. Conley (bad pass),27,43
166,2,5:46.0,,Memphis full timeout,27,43
167,2,5:32.0,D. Williams makes 2-pt jump shot from 10 ft (assist by J. Jordan),,29,43
168,2,5:17.0,,M. Conley misses 3-pt jump shot from 25 ft,29,43
169,2,5:16.0,Defensive rebound by J. Johnson,,29,43
170,2,5:04.0,D. Williams makes 3-pt jump shot from 23 ft (assist by J. Johnson),,32,43
171,2,4:44.0,,Z. Randolph makes 2-pt layup from 1 ft,32,45
172,2,4:26.0,Shooting foul by Z. Randolph (drawn by J. Jordan),,32,45
173,2,4:26.0,J. Jordan makes free throw 1 of 2,,33,45
174,2,4:26.0,,M. Gasol enters the game for J. Leuer,33,45
175,2,4:26.0,J. Jordan makes free throw 2 of 2,,34,45
176,2,4:11.0,,Shooting foul by J. Jordan (drawn by J. Green),34,45
177,2,4:11.0,,J. Green misses free throw 1 of 2,34,45
178,2,4:11.0,,Offensive rebound by Team,34,45
179,2,4:11.0,B. Lopez enters the game for C. Jefferson,,34,45
180,2,4:11.0,,J. Green misses free throw 2 of 2,34,45
181,2,4:11.0,Defensive rebound by J. Johnson,,34,45
182,2,3:56.0,J. Johnson misses 3-pt jump shot from 28 ft,,34,45
183,2,3:55.0,,Defensive rebound by Z. Randolph,34,45
184,2,3:46.0,,Personal foul by D. Williams (drawn by J. Green),34,45
185,2,3:46.0,,J. Green makes free throw 1 of 2,34,46
186,2,3:46.0,J. Jack enters the game for D. Williams,,34,46
187,2,3:46.0,,J. Green makes free throw 2 of 2,34,47
188,2,3:32.0,Turnover by J. Jack (bad pass; steal by Z. Randolph),,34,47
189,2,3:19.0,,Turnover by M. Conley (bad pass; steal by J. Jordan),34,47
190,2,3:12.0,B. Lopez misses 2-pt layup from 1 ft,,34,47
191,2,3:11.0,Offensive rebound by B. Lopez,,34,47
192,2,3:11.0,B. Lopez makes 2-pt tip-in from 1 ft,,36,47
193,2,3:00.0,,Turnover by Z. Randolph (bad pass),36,47
194,2,2:42.0,Brooklyn full timeout,,36,47
195,2,2:34.0,B. Lopez misses 2-pt jump shot from 13 ft,,36,47
196,2,2:33.0,,Defensive rebound by Z. Randolph,36,47
197,2,2:12.0,,Z. Randolph makes 2-pt layup at rim (assist by M. Conley),36,49
198,2,1:59.0,Turnover by B. Bogdanović (traveling),,36,49
199,2,1:36.0,,C. Lee misses 3-pt jump shot from 25 ft,36,49
200,2,1:35.0,Defensive rebound by B. Lopez,,36,49
201,2,1:27.0,B. Lopez makes 2-pt jump shot from 13 ft (assist by J. Jack),,38,49
202,2,1:12.0,,Shooting foul by J. Jordan (drawn by M. Gasol),38,49
203,2,1:12.0,,M. Gasol makes free throw 1 of 2,38,50
204,2,1:12.0,,M. Gasol misses free throw 2 of 2,38,50
205,2,1:12.0,Defensive rebound by J. Johnson,,38,50
206,2,0:52.0,B. Lopez makes 2-pt jump shot from 12 ft (assist by J. Jack),,40,50
207,2,0:40.0,,Shooting foul by B. Bogdanović (drawn by M. Gasol),40,50
208,2,0:40.0,,M. Gasol makes free throw 1 of 2,40,51
209,2,0:40.0,,M. Gasol makes free throw 2 of 2,40,52
210,2,0:32.0,J. Jack misses 2-pt jump shot from 12 ft,,40,52
211,2,0:30.0,,Defensive rebound by J. Green,40,52
212,2,0:06.0,,M. Conley misses 3-pt jump shot from 25 ft,40,52
213,2,0:05.0,Defensive rebound by B. Bogdanović,,40,52
214,2,0:02.0,B. Bogdanović misses 3-pt jump shot from 26 ft (block by C. Lee),,40,52
215,2,0:01.0,,Defensive rebound by M. Gasol,40,52
216,2,0:01.0,,M. Gasol misses 3-pt jump shot from 75 ft,40,52
217,2,0:00.0,,Offensive rebound by Team,40,52
218,3,11:44.0,Offensive foul by B. Lopez (drawn by M. Gasol),,40,52
219,3,11:44.0,Turnover by B. Lopez (offensive foul),,40,52
220,3,11:29.0,,J. Green misses 3-pt jump shot from 24 ft,40,52
221,3,11:28.0,Defensive rebound by K. Garnett,,40,52
222,3,11:16.0,B. Lopez misses 2-pt jump shot from 8 ft,,40,52
223,3,11:14.0,,Defensive rebound by M. Gasol,40,52
224,3,10:56.0,,M. Gasol misses 2-pt jump shot from 11 ft (block by B. Lopez),40,52
225,3,10:54.0,Defensive rebound by K. Garnett,,40,52
226,3,10:37.0,B. Lopez misses 2-pt hook shot from 8 ft (block by M. Gasol),,40,52
227,3,10:36.0,,Defensive rebound by Team,40,52
228,3,10:21.0,,Personal foul by B. Lopez (drawn by M. Gasol),40,52
229,3,10:13.0,,Personal foul by J. Johnson (drawn by J. Green),40,52
230,3,10:10.0,,Turnover by M. Gasol (bad pass),40,52
231,3,9:59.0,Shooting foul by C. Lee (drawn by D. Williams),,40,52
232,3,9:59.0,D. Williams makes free throw 1 of 2,,41,52
233,3,9:59.0,D. Williams misses free throw 2 of 2,,41,52
234,3,9:58.0,,Defensive rebound by M. Gasol,41,52
235,3,9:38.0,,C. Lee makes 3-pt jump shot from 24 ft (assist by J. Green),41,55
236,3,9:25.0,B. Lopez misses 2-pt layup from 1 ft,,41,55
237,3,9:24.0,,Defensive rebound by Z. Randolph,41,55
238,3,9:18.0,,C. Lee makes 2-pt layup at rim,41,57
239,3,9:18.0,,Shooting foul by K. Garnett (drawn by C. Lee),41,57
240,3,9:18.0,,C. Lee makes free throw 1 of 1,41,58
241,3,9:06.0,Turnover by J. Jack (bad pass; steal by C. Lee),,41,58
242,3,9:02.0,,C. Lee makes 2-pt layup at rim,41,60
243,3,9:01.0,Brooklyn full timeout,,41,60
244,3,8:45.0,K. Garnett makes 2-pt jump shot from 20 ft (assist by D. Williams),,43,60
245,3,8:20.0,,Z. Randolph misses 2-pt jump shot from 10 ft,43,60
246,3,8:18.0,Defensive rebound by K. Garnett,,43,60
247,3,7:59.0,Turnover by B. Lopez (lost ball; steal by M. Conley),,43,60
248,3,7:49.0,,C. Lee misses 3-pt jump shot from 25 ft,43,60
249,3,7:48.0,Defensive rebound by J. Johnson,,43,60
250,3,7:34.0,Shooting foul by Z. Randolph (drawn by B. Lopez),,43,60
251,3,7:34.0,B. Lopez makes free throw 1 of 2,,44,60
252,3,7:34.0,B. Lopez makes free throw 2 of 2,,45,60
253,3,7:17.0,,M. Gasol makes 2-pt jump shot from 11 ft,45,62
254,3,6:54.0,B. Lopez makes 2-pt layup at rim (assist by J. Johnson),,47,62
255,3,6:29.0,,M. Gasol misses 2-pt hook shot from 6 ft,47,62
256,3,6:25.0,,Offensive rebound by Z. Randolph,47,62
257,3,6:25.0,,Z. Randolph misses 2-pt layup at rim,47,62
258,3,6:23.0,Defensive rebound by B. Lopez,,47,62
259,3,6:07.0,J. Johnson makes 2-pt jump shot from 6 ft (assist by D. Williams),,49,62
260,3,5:50.0,,J. Green makes 3-pt jump shot from 27 ft (assist by C. Lee),49,65
261,3,5:32.0,J. Johnson makes 2-pt jump shot from 7 ft,,51,65
262,3,5:17.0,,Memphis full timeout,51,65
263,3,5:17.0,M. Plumlee enters the game for K. Garnett,,51,65
264,3,5:13.0,,J. Green makes 2-pt dunk at rim (assist by M. Gasol),51,67
265,3,4:48.0,D. Williams misses 3-pt jump shot from 25 ft,,51,67
266,3,4:48.0,,Defensive rebound by J. Green,51,67
267,3,4:31.0,,Personal foul by M. Plumlee (drawn by Z. Randolph),51,67
268,3,4:31.0,,T. Allen enters the game for J. Green,51,67
269,3,4:18.0,,C. Lee misses 2-pt jump shot from 4 ft,51,67
270,3,4:16.0,Defensive rebound by J. Johnson,,51,67
271,3,4:08.0,Turnover by D. Williams (bad pass; steal by Z. Randolph),,51,67
272,3,4:04.0,,Shooting foul by D. Williams (drawn by T. Allen),51,67
273,3,4:04.0,,T. Allen makes free throw 1 of 2,51,68
274,3,4:04.0,,B. Udrih enters the game for M. Conley,51,68
275,3,4:04.0,J. Jordan enters the game for B. Lopez,,51,68
276,3,4:04.0,B. Bogdanović enters the game for D. Williams,,51,68
277,3,4:04.0,A. Anderson enters the game for J. Johnson,,51,68
278,3,4:04.0,,T. Allen misses free throw 2 of 2,51,68
279,3,4:02.0,Defensive rebound by J. Jordan,,51,68
280,3,3:49.0,Turnover by J. Jack (bad pass; steal by B. Udrih),,51,68
281,3,3:43.0,,C. Lee makes 3-pt jump shot from 25 ft (assist by T. Allen),51,71
282,3,3:31.0,B. Bogdanović misses 2-pt jump shot from 13 ft (block by B. Udrih),,51,71
283,3,3:30.0,Offensive rebound by B. Bogdanović,,51,71
284,3,3:30.0,Personal foul by C. Lee (drawn by A. Anderson),,51,71
285,3,3:22.0,B. Bogdanović misses 2-pt jump shot from 8 ft,,51,71
286,3,3:21.0,,Defensive rebound by Z. Randolph,51,71
287,3,3:08.0,,Z. Randolph misses 2-pt jump shot from 15 ft,51,71
288,3,3:07.0,Defensive rebound by M. Plumlee,,51,71
289,3,2:54.0,J. Jordan misses 2-pt layup at rim (block by M. Gasol),,51,71
290,3,2:51.0,,Defensive rebound by B. Udrih,51,71
291,3,2:47.0,,Z. Randolph makes 2-pt dunk at rim (assist by T. Allen),51,73
292,3,2:33.0,J. Jack makes 2-pt jump shot from 17 ft,,53,73
293,3,2:16.0,,Z. Randolph misses 2-pt jump shot from 14 ft,53,73
294,3,2:15.0,Defensive rebound by A. Anderson,,53,73
295,3,2:08.0,J. Jack makes 2-pt jump shot from 9 ft,,55,73
296,3,1:51.0,,K. Koufos enters the game for Z. Randolph,55,73
297,3,1:45.0,,B. Udrih misses 2-pt jump shot from 20 ft,55,73
298,3,1:44.0,Defensive rebound by J. Jordan,,55,73
299,3,1:38.0,J. Jack makes 2-pt jump shot from 19 ft,,57,73
300,3,1:37.0,,Memphis full timeout,57,73
301,3,1:17.0,,Turnover by M. Gasol (bad pass; steal by B. Bogdanović),57,73
302,3,1:01.0,Shooting foul by K. Koufos (drawn by M. Plumlee),,57,73
303,3,1:01.0,M. Plumlee makes free throw 1 of 2,,58,73
304,3,1:01.0,M. Plumlee makes free throw 2 of 2,,59,73
305,3,0:52.0,,Turnover by M. Gasol (bad pass),59,73
306,3,0:43.0,J. Jordan misses 2-pt layup from 2 ft (block by T. Allen),,59,73
307,3,0:43.0,Offensive rebound by Team,,59,73
308,3,0:43.0,,J. Leuer enters the game for M. Gasol,59,73
309,3,0:33.0,Turnover by J. Jack (kicked ball),,59,73
310,3,0:27.0,,B. Udrih makes 2-pt jump shot from 14 ft,59,75
311,3,0:05.0,A. Anderson misses 2-pt jump shot from 6 ft,,59,75
312,3,0:04.0,Offensive rebound by M. Plumlee,,59,75
313,3,0:04.0,M. Plumlee misses 2-pt tip-in at rim,,59,75
314,3,0:02.0,Offensive rebound by M. Plumlee,,59,75
315,3,0:02.0,M. Plumlee makes 2-pt layup at rim,,61,75
316,3,0:02.0,Shooting foul by J. Leuer (drawn by M. Plumlee),,61,75
317,3,0:02.0,D. Morris enters the game for J. Jack,,61,75
318,3,0:02.0,M. Plumlee makes free throw 1 of 1,,62,75
319,3,0:02.0,,Turnover by T. Allen (bad pass; steal by A. Anderson),62,75
320,3,0:01.0,Turnover by A. Anderson (bad pass; steal by C. Lee),,62,75
321,4,11:46.0,,Turnover by B. Udrih (bad pass; steal by D. Williams),62,75
322,4,11:32.0,D. Williams misses 2-pt jump shot from 20 ft,,62,75
323,4,11:31.0,,Defensive rebound by K. Koufos,62,75
324,4,11:24.0,,Shooting foul by D. Williams (drawn by B. Udrih),62,75
325,4,11:24.0,,B. Udrih makes free throw 1 of 2,62,76
326,4,11:24.0,D. Morris enters the game for D. Williams,,62,76
327,4,11:24.0,J. Johnson enters the game for B. Bogdanović,,62,76
328,4,11:24.0,,B. Udrih makes free throw 2 of 2,62,77
329,4,11:00.0,D. Morris misses 2-pt jump shot from 11 ft,,62,77
330,4,10:57.0,,Defensive rebound by B. Udrih,62,77
331,4,10:54.0,,J. Leuer misses 2-pt layup from 1 ft,62,77
332,4,10:52.0,,Offensive rebound by K. Koufos,62,77
333,4,10:52.0,,K. Koufos misses 2-pt tip-in at rim,62,77
334,4,10:49.0,,Offensive rebound by J. Leuer,62,77
335,4,10:47.0,Violation by M. Plumlee (kicked ball),,62,77
336,4,10:32.0,,B. Udrih misses 3-pt jump shot from 25 ft,62,77
337,4,10:32.0,,Offensive rebound by Team,62,77
338,4,10:30.0,,Turnover by B. Udrih (lost ball; steal by M. Plumlee),62,77
339,4,10:15.0,A. Anderson misses 3-pt jump shot from 27 ft,,62,77
340,4,10:14.0,,Defensive rebound by J. Leuer,62,77
341,4,10:08.0,,Shooting foul by J. Jordan (drawn by K. Koufos),62,77
342,4,10:08.0,,K. Koufos makes free throw 1 of 2,62,78
343,4,10:08.0,,K. Koufos misses free throw 2 of 2,62,78
344,4,10:07.0,Defensive rebound by M. Plumlee,,62,78
345,4,9:52.0,M. Plumlee makes 2-pt dunk at rim (assist by J. Jordan),,64,78
346,4,9:38.0,,Turnover by J. Green (bad pass; steal by M. Plumlee),64,78
347,4,9:19.0,J. Johnson misses 2-pt jump shot from 9 ft,,64,78
348,4,9:18.0,,Defensive rebound by K. Koufos,64,78
349,4,9:07.0,,J. Green misses 3-pt jump shot from 25 ft,64,78
350,4,9:07.0,Defensive rebound by Team,,64,78
351,4,9:07.0,,Loose ball foul by K. Koufos (drawn by M. Plumlee),64,78
352,4,9:07.0,M. Brown enters the game for D. Morris,,64,78
353,4,8:49.0,J. Jordan misses 2-pt layup at rim,,64,78
354,4,8:48.0,Offensive rebound by J. Jordan,,64,78
355,4,8:48.0,J. Jordan makes 2-pt layup at rim,,66,78
356,4,8:48.0,Shooting foul by J. Leuer (drawn by J. Jordan),,66,78
357,4,8:48.0,Brooklyn full timeout,,66,78
358,4,8:48.0,J. Jordan misses free throw 1 of 1,,66,78
359,4,8:48.0,,Defensive rebound by T. Allen,66,78
360,4,8:35.0,,K. Koufos misses 2-pt layup from 2 ft,66,78
361,4,8:35.0,,Offensive rebound by T. Allen,66,78
362,4,8:35.0,Loose ball foul by A. Anderson (drawn by T. Allen),,66,78
363,4,8:35.0,,Z. Randolph enters the game for J. Leuer,66,78
364,4,8:25.0,,K. Koufos misses 2-pt hook shot from 5 ft,66,78
365,4,8:22.0,Defensive rebound by M. Brown,,66,78
366,4,8:10.0,A. Anderson makes 3-pt jump shot from 23 ft (assist by J. Johnson),,69,78
367,4,7:48.0,,B. Udrih makes 2-pt jump shot from 12 ft,69,80
368,4,7:21.0,M. Brown misses 3-pt jump shot from 24 ft,,69,80
369,4,7:21.0,,Defensive rebound by J. Green,69,80
370,4,7:07.0,,B. Udrih makes 3-pt jump shot from 23 ft (assist by Z. Randolph),69,83
371,4,6:42.0,J. Johnson makes 2-pt jump shot from 12 ft,,71,83
372,4,6:24.0,,J. Green misses 2-pt jump shot from 19 ft,71,83
373,4,6:23.0,,Offensive rebound by K. Koufos,71,83
374,4,6:13.0,,Z. Randolph makes 2-pt layup from 1 ft (assist by B. Udrih),71,85
375,4,5:51.0,J. Johnson misses 2-pt layup from 1 ft (block by K. Koufos),,71,85
376,4,5:49.0,Offensive rebound by J. Johnson,,71,85
377,4,5:45.0,A. Anderson misses 3-pt jump shot from 25 ft,,71,85
378,4,5:44.0,,Defensive rebound by Z. Randolph,71,85
379,4,5:35.0,,Memphis full timeout,71,85
380,4,5:35.0,D. Williams enters the game for M. Brown,,71,85
381,4,5:29.0,,J. Green misses 2-pt jump shot from 19 ft (block by J. Johnson),71,85
382,4,5:29.0,,Offensive rebound by Team,71,85
383,4,5:27.0,,Z. Randolph makes 3-pt jump shot from 25 ft (assist by T. Allen),71,88
384,4,5:07.0,J. Jordan makes 2-pt dunk at rim (assist by D. Williams),,73,88
