,QUARTER,TIME_REMAINING,DALLAS_ACTION,PHOENIX_ACTION,DALLAS_SCORE,PHOENIX_SCORE
30,1,8:12.0,,M. Morris enters the game for M. Morris,11,8
31,1,7:59.0,R. Rondo misses 2-pt jump shot from 4 ft,,11,8
32,1,7:58.0,,Defensive rebound by P. Tucker,11,8
33,1,7:46.0,,P. Tucker misses 2-pt jump shot from 19 ft,11,8
34,1,7:45.0,Defensive rebound by C. Parsons,,11,8
35,1,7:36.0,Shooting foul by A. Len (drawn by T. Chandler),,11,8
36,1,7:36.0,T. Chandler makes free throw 1 of 2,,12,8
37,1,7:36.0,C. Villanueva enters the game for D. Nowitzki,,12,8
38,1,7:36.0,T. Chandler makes free throw 2 of 2,,13,8
39,1,7:27.0,,G. Dragić misses 3-pt jump shot from 23 ft,13,8
40,1,7:26.0,,Offensive rebound by M. Morris,13,8
41,1,7:23.0,,M. Morris makes 2-pt jump shot from 14 ft,13,10
42,1,7:05.0,Turnover by R. Rondo (bad pass; steal by P. Tucker),,13,10
43,1,7:01.0,,P. Tucker makes 2-pt layup from 2 ft,13,12
44,1,6:49.0,C. Parsons makes 2-pt jump shot from 20 ft,,15,12
45,1,6:37.0,,E. Bledsoe misses 3-pt jump shot from 24 ft,15,12
46,1,6:37.0,Defensive rebound by C. Parsons,,15,12
47,1,6:25.0,C. Parsons misses 2-pt jump shot from 3 ft,,15,12
48,1,6:24.0,Offensive rebound by T. Chandler,,15,12
49,1,6:23.0,Shooting foul by E. Bledsoe (drawn by T. Chandler),,15,12
50,1,6:23.0,T. Chandler makes free throw 1 of 2,,16,12
51,1,6:23.0,T. Chandler makes free throw 2 of 2,,17,12
52,1,6:03.0,,G. Dragić misses 2-pt jump shot from 18 ft,17,12
53,1,6:02.0,Defensive rebound by T. Chandler,,17,12
54,1,5:56.0,C. Parsons misses 3-pt jump shot from 24 ft,,17,12
55,1,5:55.0,Offensive rebound by R. Rondo,,17,12
56,1,5:49.0,C. Villanueva misses 3-pt jump shot from 24 ft,,17,12
57,1,5:48.0,,Defensive rebound by E. Bledsoe,17,12
58,1,5:34.0,,G. Dragić misses 3-pt jump shot from 23 ft,17,12
59,1,5:33.0,Defensive rebound by R. Rondo,,17,12
60,1,5:28.0,R. Rondo misses 2-pt layup from 2 ft,,17,12
61,1,5:27.0,Offensive rebound by C. Villanueva,,17,12
62,1,5:27.0,C. Villanueva makes 2-pt tip-in from 1 ft,,19,12
63,1,5:17.0,,Personal foul by C. Villanueva (drawn by E. Bledsoe),19,12
64,1,5:17.0,,M. Plumlee enters the game for A. Len,19,12
65,1,5:17.0,R. Jefferson enters the game for C. Parsons,,19,12
66,1,5:17.0,D. Harris enters the game for R. Rondo,,19,12
67,1,5:02.0,,E. Bledsoe misses 3-pt jump shot from 24 ft,19,12
68,1,5:01.0,,Offensive rebound by P. Tucker,19,12
69,1,4:36.0,,E. Bledsoe misses 2-pt jump shot from 18 ft,19,12
70,1,4:35.0,,Offensive rebound by M. Plumlee,19,12
71,1,4:35.0,,M. Plumlee misses 2-pt tip-in from 2 ft,19,12
72,1,4:33.0,,Offensive rebound by M. Morris,19,12
73,1,4:31.0,,M. Morris misses 2-pt jump shot from 5 ft,19,12
74,1,4:30.0,Defensive rebound by R. Jefferson,,19,12
75,1,4:20.0,C. Villanueva makes 3-pt jump shot from 24 ft (assist by M. Ellis),,22,12
76,1,4:04.0,,E. Bledsoe makes 2-pt layup at rim,22,14
77,1,4:03.0,Dallas full timeout,,22,14
78,1,4:03.0,,G. Green enters the game for G. Dragić,22,14
79,1,4:03.0,G. Smith enters the game for T. Chandler,,22,14
80,1,3:41.0,M. Ellis misses 3-pt jump shot from 23 ft,,22,14
81,1,3:40.0,,Defensive rebound by P. Tucker,22,14
82,1,3:33.0,,G. Green makes 3-pt jump shot from 25 ft (assist by E. Bledsoe),22,17
83,1,3:25.0,Turnover by M. Ellis (traveling),,22,17
84,1,3:11.0,,E. Bledsoe misses 3-pt jump shot from 25 ft,22,17
85,1,3:10.0,Defensive rebound by R. Jefferson,,22,17
86,1,2:57.0,M. Ellis misses 2-pt layup from 1 ft,,22,17
87,1,2:56.0,,Defensive rebound by M. Plumlee,22,17
88,1,2:53.0,,P. Tucker makes 2-pt layup from 1 ft (assist by M. Plumlee),22,19
89,1,2:53.0,,Shooting foul by C. Villanueva (drawn by P. Tucker),22,19
90,1,2:53.0,,I. Thomas enters the game for E. Bledsoe,22,19
91,1,2:53.0,J. Barea enters the game for M. Ellis,,22,19
92,1,2:53.0,D. Nowitzki enters the game for C. Villanueva,,22,19
93,1,2:53.0,,P. Tucker makes free throw 1 of 1,22,20
94,1,2:31.0,J. Barea misses 2-pt jump shot from 11 ft,,22,20
95,1,2:30.0,,Defensive rebound by M. Plumlee,22,20
96,1,2:30.0,,Personal foul by G. Smith (drawn by M. Plumlee),22,20
97,1,2:22.0,,G. Green makes 3-pt jump shot from 23 ft (assist by I. Thomas),22,23
98,1,2:11.0,,Violation by P. Tucker (def goaltending),22,23
99,1,2:11.0,G. Smith makes 2-pt layup from 2 ft (assist by D. Harris),,24,23
100,1,1:55.0,,I. Thomas misses 3-pt jump shot from 25 ft,24,23
101,1,1:54.0,Defensive rebound by R. Jefferson,,24,23
102,1,1:38.0,D. Nowitzki misses 2-pt jump shot from 18 ft,,24,23
103,1,1:37.0,,Defensive rebound by M. Morris,24,23
104,1,1:29.0,,M. Morris misses 2-pt jump shot from 13 ft,24,23
105,1,1:28.0,Defensive rebound by R. Jefferson,,24,23
106,1,1:18.0,J. Barea makes 2-pt jump shot from 3 ft,,26,23
107,1,1:13.0,,Shooting foul by G. Smith (drawn by I. Thomas),26,23
108,1,1:13.0,,I. Thomas makes free throw 1 of 2,26,24
109,1,1:13.0,,I. Thomas makes free throw 2 of 2,26,25
110,1,1:00.0,R. Jefferson misses 2-pt layup from 2 ft,,26,25
111,1,0:58.0,Offensive rebound by Team,,26,25
112,1,0:47.0,J. Barea misses 3-pt jump shot from 25 ft,,26,25
113,1,0:46.0,Offensive rebound by G. Smith,,26,25
114,1,0:35.0,Personal foul by P. Tucker (drawn by D. Nowitzki),,26,25
115,1,0:30.0,D. Harris misses 2-pt jump shot from 5 ft,,26,25
116,1,0:29.0,Offensive rebound by G. Smith,,26,25
117,1,0:10.0,D. Harris misses 2-pt jump shot from 6 ft,,26,25
118,1,0:09.0,,Defensive rebound by Team,26,25
119,1,0:00.0,,I. Thomas misses 2-pt jump shot from 16 ft,26,25
120,1,0:00.0,,Offensive rebound by Team,26,25
121,2,11:48.0,,I. Thomas misses 2-pt jump shot from 14 ft,26,25
122,2,11:48.0,,Offensive rebound by M. Plumlee,26,25
123,2,11:48.0,,M. Plumlee misses 2-pt tip-in from 1 ft,26,25
124,2,11:45.0,Defensive rebound by D. Nowitzki,,26,25
125,2,11:41.0,,Offensive charge foul by D. Harris (drawn by G. Green),26,25
126,2,11:41.0,Turnover by D. Harris (offensive foul),,26,25
127,2,11:26.0,,Turnover by G. Dragić (traveling),26,25
128,2,11:12.0,Turnover by D. Harris (bad pass),,26,25
129,2,11:04.0,,G. Green misses 3-pt jump shot from 24 ft,26,25
130,2,11:03.0,,Offensive rebound by G. Green,26,25
131,2,11:00.0,,G. Green misses 3-pt jump shot from 22 ft,26,25
132,2,10:59.0,Defensive rebound by R. Jefferson,,26,25
133,2,10:50.0,J. Barea misses 2-pt jump shot from 11 ft,,26,25
134,2,10:49.0,,Defensive rebound by M. Morris,26,25
135,2,10:41.0,,Shooting foul by D. Harris (drawn by M. Plumlee),26,25
136,2,10:41.0,,M. Plumlee misses free throw 1 of 2,26,25
137,2,10:41.0,,Offensive rebound by Team,26,25
138,2,10:41.0,R. Rondo enters the game for D. Harris,,26,25
139,2,10:41.0,,M. Plumlee misses free throw 2 of 2,26,25
140,2,10:40.0,Defensive rebound by R. Jefferson,,26,25
141,2,10:21.0,D. Nowitzki misses 2-pt jump shot from 9 ft (block by M. Morris),,26,25
142,2,10:19.0,,Defensive rebound by M. Morris,26,25
143,2,10:16.0,,G. Green misses 2-pt layup from 2 ft,26,25
144,2,10:15.0,,Offensive rebound by G. Dragić,26,25
145,2,10:08.0,,M. Morris misses 2-pt jump shot from 8 ft,26,25
146,2,10:05.0,Defensive rebound by G. Smith,,26,25
147,2,9:59.0,Shooting foul by M. Morris (drawn by G. Smith),,26,25
148,2,9:59.0,G. Smith makes free throw 1 of 2,,27,25
149,2,9:59.0,,A. Len enters the game for M. Plumlee,27,25
150,2,9:59.0,G. Smith makes free throw 2 of 2,,28,25
151,2,9:49.0,,Personal foul by J. Barea (drawn by G. Dragić),28,25
152,2,9:38.0,,I. Thomas misses 3-pt jump shot from 25 ft,28,25
153,2,9:37.0,Defensive rebound by R. Rondo,,28,25
154,2,9:31.0,J. Barea makes 2-pt layup at rim,,30,25
155,2,9:14.0,,I. Thomas misses 2-pt layup from 2 ft,30,25
156,2,9:13.0,Defensive rebound by D. Nowitzki,,30,25
157,2,9:07.0,G. Smith makes 2-pt layup from 1 ft (assist by R. Rondo),,32,25
158,2,8:58.0,,G. Dragić misses 2-pt jump shot from 9 ft,32,25
159,2,8:57.0,Defensive rebound by G. Smith,,32,25
160,2,8:42.0,D. Nowitzki misses 2-pt jump shot from 14 ft,,32,25
161,2,8:41.0,,Defensive rebound by A. Len,32,25
162,2,8:37.0,,Personal block foul by R. Rondo (drawn by I. Thomas),32,25
163,2,8:37.0,Official timeout,,32,25
164,2,8:37.0,,E. Bledsoe enters the game for M. Morris,32,25
165,2,8:37.0,,M. Morris enters the game for I. Thomas,32,25
166,2,8:37.0,T. Chandler enters the game for D. Nowitzki,,32,25
167,2,8:37.0,C. Parsons enters the game for R. Jefferson,,32,25
168,2,8:37.0,C. Villanueva enters the game for G. Smith,,32,25
169,2,8:26.0,,G. Green misses 2-pt jump shot from 16 ft,32,25
170,2,8:23.0,Defensive rebound by R. Rondo,,32,25
171,2,8:18.0,C. Parsons misses 3-pt jump shot from 24 ft,,32,25
172,2,8:17.0,,Defensive rebound by E. Bledsoe,32,25
173,2,8:11.0,,G. Green misses 3-pt jump shot from 25 ft,32,25
174,2,8:09.0,Defensive rebound by T. Chandler,,32,25
175,2,7:48.0,Turnover by R. Rondo (back court),,32,25
176,2,7:41.0,,G. Green makes 3-pt jump shot from 22 ft (assist by E. Bledsoe),32,28
177,2,7:24.0,T. Chandler makes 2-pt dunk at rim (assist by C. Parsons),,34,28
178,2,7:14.0,,M. Morris makes 2-pt jump shot from 11 ft (assist by E. Bledsoe),34,30
179,2,6:58.0,Personal foul by G. Green (drawn by T. Chandler),,34,30
180,2,6:58.0,M. Ellis enters the game for J. Barea,,34,30
181,2,6:51.0,R. Rondo makes 3-pt jump shot from 22 ft (assist by C. Parsons),,37,30
182,2,6:35.0,,M. Morris misses 2-pt jump shot from 11 ft,37,30
183,2,6:33.0,Defensive rebound by C. Parsons,,37,30
184,2,6:10.0,R. Rondo misses 2-pt jump shot from 7 ft,,37,30
185,2,6:09.0,Offensive rebound by T. Chandler,,37,30
186,2,6:05.0,R. Rondo makes 2-pt layup from 1 ft (assist by T. Chandler),,39,30
187,2,5:51.0,,G. Dragić makes 2-pt jump shot from 3 ft,39,32
188,2,5:29.0,Turnover by C. Parsons (bad pass; steal by M. Morris),,39,32
189,2,5:23.0,,G. Dragić makes 2-pt layup at rim (assist by E. Bledsoe),39,34
190,2,5:23.0,Dallas full timeout,,39,34
191,2,5:23.0,,I. Thomas enters the game for G. Green,39,34
192,2,5:09.0,C. Villanueva misses 3-pt jump shot from 26 ft,,39,34
193,2,5:08.0,,Defensive rebound by E. Bledsoe,39,34
194,2,5:03.0,,E. Bledsoe makes 2-pt jump shot from 20 ft,39,36
195,2,4:40.0,C. Parsons misses 2-pt jump shot from 7 ft,,39,36
196,2,4:39.0,Offensive rebound by C. Parsons,,39,36
197,2,4:24.0,C. Villanueva makes 2-pt jump shot from 10 ft (assist by R. Rondo),,41,36
198,2,4:05.0,,I. Thomas misses 3-pt jump shot from 24 ft,41,36
199,2,4:04.0,,Offensive rebound by A. Len,41,36
200,2,4:04.0,,Shooting foul by T. Chandler (drawn by A. Len),41,36
201,2,4:04.0,,A. Len makes free throw 1 of 2,41,37
202,2,4:04.0,D. Nowitzki enters the game for T. Chandler,,41,37
203,2,4:04.0,,A. Len makes free throw 2 of 2,41,38
204,2,3:48.0,C. Villanueva misses 3-pt jump shot from 24 ft,,41,38
205,2,3:47.0,,Defensive rebound by G. Dragić,41,38
206,2,3:39.0,,Turnover by M. Morris (bad pass; steal by D. Nowitzki),41,38
207,2,3:36.0,Turnover by D. Nowitzki (bad pass; steal by A. Len),,41,38
208,2,3:32.0,,G. Dragić misses 2-pt jump shot from 16 ft,41,38
209,2,3:31.0,,Offensive rebound by Team,41,38
210,2,3:27.0,,A. Len makes 2-pt dunk at rim (assist by M. Morris),41,40
211,2,3:15.0,Turnover by R. Rondo (bad pass),,41,40
212,2,3:06.0,,E. Bledsoe misses 3-pt jump shot from 24 ft,41,40
213,2,3:05.0,Defensive rebound by C. Villanueva,,41,40
214,2,2:56.0,Turnover by R. Rondo (bad pass; steal by E. Bledsoe),,41,40
215,2,2:52.0,,Shooting block foul by R. Rondo (drawn by G. Dragić),41,40
216,2,2:52.0,,G. Dragić makes 2-pt layup at rim (assist by E. Bledsoe),41,42
217,2,2:52.0,,Phoenix full timeout,41,42
218,2,2:52.0,T. Chandler enters the game for C. Villanueva,,41,42
219,2,2:52.0,,G. Dragić misses free throw 1 of 1,41,42
220,2,2:51.0,Defensive rebound by D. Nowitzki,,41,42
221,2,2:38.0,M. Ellis misses 2-pt jump shot from 18 ft,,41,42
222,2,2:37.0,Offensive rebound by C. Parsons,,41,42
223,2,2:34.0,Turnover by C. Parsons (lost ball; steal by M. Morris),,41,42
224,2,2:29.0,,G. Dragić makes 2-pt layup from 1 ft (assist by M. Morris),41,44
225,2,2:14.0,Turnover by M. Ellis (step out of bounds),,41,44
226,2,1:57.0,,Turnover by M. Morris (lost ball; steal by M. Ellis),41,44
227,2,1:52.0,R. Rondo misses 2-pt layup from 1 ft,,41,44
228,2,1:51.0,Offensive rebound by T. Chandler,,41,44
229,2,1:51.0,T. Chandler misses 2-pt tip-in at rim,,41,44
230,2,1:50.0,Offensive rebound by T. Chandler,,41,44
231,2,1:50.0,T. Chandler makes 2-pt tip-in at rim,,43,44
232,2,1:41.0,,G. Dragić makes 3-pt jump shot from 24 ft (assist by I. Thomas),43,47
233,2,1:29.0,Turnover by C. Parsons (bad pass; steal by E. Bledsoe),,43,47
234,2,1:24.0,,E. Bledsoe misses 2-pt layup from 1 ft,43,47
235,2,1:24.0,,Offensive rebound by Team,43,47
236,2,1:24.0,Loose ball foul by M. Ellis (drawn by G. Dragić),,43,47
237,2,1:24.0,,G. Dragić misses free throw 1 of 2,43,47
238,2,1:24.0,,Offensive rebound by Team,43,47
239,2,1:24.0,,G. Dragić makes free throw 2 of 2,43,48
240,2,1:02.0,D. Nowitzki misses 2-pt jump shot from 9 ft,,43,48
241,2,1:02.0,,Defensive rebound by A. Len,43,48
242,2,1:02.0,Personal foul by A. Len (drawn by T. Chandler),,43,48
243,2,1:02.0,,Personal foul by T. Chandler,43,48
244,2,0:51.0,,A. Len makes 2-pt dunk at rim (assist by G. Dragić),43,50
245,2,0:51.0,Dallas full timeout,,43,50
246,2,0:39.0,Personal foul by A. Len (drawn by D. Nowitzki),,43,50
247,2,0:39.0,,M. Plumlee enters the game for A. Len,43,50
248,2,0:37.0,M. Ellis makes 2-pt dunk at rim,,45,50
249,2,0:34.0,,I. Thomas makes 2-pt layup from 1 ft,45,52
250,2,0:27.0,T. Chandler misses 2-pt layup from 2 ft,,45,52
251,2,0:24.0,,Defensive rebound by M. Morris,45,52
252,2,0:21.0,,Shooting foul by D. Nowitzki (drawn by I. Thomas),45,52
253,2,0:21.0,,I. Thomas makes free throw 1 of 2,45,53
254,2,0:21.0,,P. Tucker enters the game for M. Morris,45,53
255,2,0:21.0,,I. Thomas misses free throw 2 of 2,45,53
256,2,0:20.0,Defensive rebound by D. Nowitzki,,45,53
257,2,0:06.0,M. Ellis misses 2-pt jump shot from 3 ft (block by M. Plumlee),,45,53
258,2,0:04.0,Offensive rebound by R. Rondo,,45,53
259,2,0:02.0,R. Rondo misses 2-pt jump shot from 20 ft,,45,53
260,2,0:01.0,,Defensive rebound by E. Bledsoe,45,53
261,2,0:01.0,,E. Bledsoe misses 3-pt jump shot from 69 ft,45,53
262,2,0:00.0,,Offensive rebound by Team,45,53
263,3,11:37.0,,P. Tucker misses 2-pt jump shot from 12 ft,45,53
264,3,11:37.0,,Offensive rebound by Team,45,53
265,3,11:37.0,Loose ball foul by C. Parsons (drawn by M. Morris),,45,53
266,3,11:34.0,,Turnover by M. Morris (bad pass),45,53
267,3,11:23.0,R. Rondo makes 2-pt jump shot from 17 ft (assist by D. Nowitzki),,47,53
268,3,10:57.0,,G. Dragić makes 3-pt jump shot from 23 ft (assist by P. Tucker),47,56
269,3,10:37.0,D. Nowitzki makes 2-pt jump shot from 17 ft (assist by R. Rondo),,49,56
270,3,10:37.0,Shooting foul by M. Morris (drawn by D. Nowitzki),,49,56
271,3,10:37.0,D. Nowitzki makes free throw 1 of 1,,50,56
272,3,10:24.0,,Turnover by E. Bledsoe (bad pass; steal by M. Ellis),50,56
273,3,10:21.0,T. Chandler makes 2-pt dunk from 2 ft (assist by M. Ellis),,52,56
274,3,10:21.0,,Phoenix full timeout,52,56
275,3,9:59.0,,M. Morris makes 2-pt jump shot from 20 ft (assist by G. Dragić),52,58
276,3,9:44.0,Turnover by D. Nowitzki (lost ball; steal by E. Bledsoe),,52,58
277,3,9:33.0,,E. Bledsoe misses 2-pt jump shot from 16 ft,52,58
278,3,9:32.0,,Offensive rebound by A. Len,52,58
279,3,9:32.0,,A. Len makes 2-pt dunk at rim,52,60
280,3,9:07.0,Turnover by C. Parsons (bad pass; steal by M. Morris),,52,60
281,3,9:03.0,,G. Dragić makes 2-pt layup from 1 ft (assist by E. Bledsoe),52,62
282,3,8:46.0,M. Ellis misses 2-pt jump shot from 8 ft,,52,62
283,3,8:45.0,Offensive rebound by T. Chandler,,52,62
284,3,8:40.0,T. Chandler makes 2-pt hook shot from 4 ft,,54,62
285,3,8:26.0,,E. Bledsoe makes 2-pt jump shot from 22 ft,54,64
286,3,7:56.0,Turnover by C. Parsons (bad pass; steal by P. Tucker),,54,64
287,3,7:49.0,,G. Dragić misses 3-pt jump shot from 23 ft,54,64
288,3,7:48.0,Defensive rebound by C. Parsons,,54,64
289,3,7:41.0,Turnover by C. Parsons (lost ball; steal by G. Dragić),,54,64
290,3,7:34.0,,P. Tucker makes 3-pt jump shot from 22 ft (assist by E. Bledsoe),54,67
291,3,7:32.0,Dallas full timeout,,54,67
292,3,7:32.0,R. Jefferson enters the game for C. Parsons,,54,67
293,3,7:19.0,M. Ellis misses 2-pt jump shot from 9 ft,,54,67
294,3,7:18.0,,Defensive rebound by P. Tucker,54,67
295,3,7:13.0,,Personal block foul by R. Rondo (drawn by E. Bledsoe),54,67
296,3,7:13.0,Technical foul by Team,,54,67
297,3,7:13.0,,E. Bledsoe makes technical free throw,54,68
298,3,7:03.0,,M. Morris misses 2-pt jump shot from 11 ft,54,68
299,3,7:02.0,,Offensive rebound by E. Bledsoe,54,68
300,3,6:53.0,,Shooting foul by R. Rondo (drawn by A. Len),54,68
301,3,6:53.0,,A. Len misses free throw 1 of 2,54,68
302,3,6:53.0,,Offensive rebound by Team,54,68
303,3,6:53.0,D. Harris enters the game for R. Rondo,,54,68
304,3,6:53.0,,A. Len makes free throw 2 of 2,54,69
305,3,6:36.0,M. Ellis makes 2-pt jump shot from 16 ft,,56,69
306,3,6:26.0,,A. Len makes 2-pt layup from 1 ft (assist by M. Morris),56,71
307,3,6:26.0,,Shooting foul by D. Nowitzki (drawn by A. Len),56,71
308,3,6:26.0,C. Villanueva enters the game for D. Nowitzki,,56,71
309,3,6:26.0,,A. Len makes free throw 1 of 1,56,72
310,3,6:15.0,M. Ellis makes 2-pt jump shot from 20 ft,,58,72
311,3,6:01.0,,Shooting foul by D. Harris (drawn by A. Len),58,72
312,3,6:01.0,,A. Len misses free throw 1 of 2,58,72
313,3,6:01.0,,Offensive rebound by Team,58,72
314,3,6:01.0,,A. Len makes free throw 2 of 2,58,73
315,3,5:42.0,M. Ellis misses 2-pt jump shot from 17 ft,,58,73
316,3,5:42.0,Offensive rebound by Team,,58,73
317,3,5:42.0,,Loose ball foul by A. Len (drawn by T. Chandler),58,73
318,3,5:42.0,,M. Plumlee enters the game for A. Len,58,73
319,3,5:35.0,C. Villanueva makes 3-pt jump shot from 25 ft (assist by M. Ellis),,61,73
320,3,5:14.0,,M. Morris makes 3-pt jump shot from 24 ft (assist by P. Tucker),61,76
321,3,4:58.0,C. Villanueva makes 3-pt jump shot from 25 ft (assist by M. Ellis),,64,76
322,3,4:51.0,,Turnover by E. Bledsoe (bad pass),64,76
323,3,4:39.0,C. Villanueva makes 2-pt jump shot from 6 ft,,66,76
324,3,4:25.0,,M. Morris misses 2-pt jump shot from 15 ft,66,76
325,3,4:25.0,,Offensive rebound by M. Plumlee,66,76
326,3,4:19.0,,M. Plumlee misses 2-pt hook shot from 7 ft,66,76
327,3,4:17.0,Defensive rebound by C. Villanueva,,66,76
328,3,4:07.0,M. Ellis misses 3-pt jump shot from 25 ft,,66,76
329,3,4:06.0,,Defensive rebound by E. Bledsoe,66,76
330,3,4:01.0,,E. Bledsoe misses 2-pt layup from 3 ft (block by M. Ellis),66,76
331,3,4:01.0,Defensive rebound by C. Villanueva,,66,76
332,3,3:54.0,D. Harris misses 3-pt jump shot from 24 ft,,66,76
333,3,3:54.0,,Defensive rebound by M. Plumlee,66,76
334,3,3:54.0,,Phoenix full timeout,66,76
335,3,3:54.0,,I. Thomas enters the game for G. Dragić,66,76
336,3,3:54.0,,G. Green enters the game for E. Bledsoe,66,76
337,3,3:39.0,,Shooting foul by R. Jefferson (drawn by P. Tucker),66,76
338,3,3:39.0,,P. Tucker misses free throw 1 of 2,66,76
339,3,3:39.0,,Offensive rebound by Team,66,76
340,3,3:39.0,,P. Tucker makes free throw 2 of 2,66,77
341,3,3:27.0,D. Harris misses 3-pt jump shot from 24 ft,,66,77
342,3,3:26.0,,Defensive rebound by M. Morris,66,77
343,3,3:04.0,,P. Tucker makes 3-pt jump shot from 24 ft (assist by I. Thomas),66,80
344,3,2:51.0,M. Ellis misses 2-pt jump shot from 20 ft,,66,80
345,3,2:51.0,Offensive rebound by Team,,66,80
346,3,2:51.0,,Loose ball foul by P. Tucker (drawn by T. Chandler),66,80
347,3,2:51.0,G. Smith enters the game for T. Chandler,,66,80
348,3,2:51.0,,M. Morris enters the game for M. Morris,66,80
349,3,2:41.0,C. Villanueva misses 2-pt jump shot from 9 ft,,66,80
350,3,2:40.0,,Defensive rebound by M. Plumlee,66,80
351,3,2:32.0,,P. Tucker makes 2-pt jump shot from 21 ft (assist by I. Thomas),66,82
352,3,2:30.0,Dallas full timeout,,66,82
353,3,2:30.0,J. Barea enters the game for M. Ellis,,66,82
354,3,2:30.0,D. Nowitzki enters the game for C. Villanueva,,66,82
355,3,2:14.0,Shooting foul by M. Morris (drawn by R. Jefferson),,66,82
356,3,2:14.0,R. Jefferson makes free throw 1 of 2,,67,82
357,3,2:14.0,R. Jefferson misses free throw 2 of 2,,67,82
358,3,2:13.0,,Defensive rebound by M. Plumlee,67,82
359,3,2:04.0,,G. Green makes 3-pt jump shot from 24 ft (assist by I. Thomas),67,85
360,3,1:47.0,D. Nowitzki misses 3-pt jump shot from 25 ft,,67,85
361,3,1:46.0,Offensive rebound by G. Smith,,67,85
362,3,1:36.0,Personal foul by G. Green (drawn by D. Nowitzki),,67,85
363,3,1:36.0,D. Nowitzki makes free throw 1 of 2,,68,85
364,3,1:36.0,D. Nowitzki misses free throw 2 of 2,,68,85
365,3,1:35.0,,Defensive rebound by M. Morris,68,85
366,3,1:31.0,,Personal take foul by R. Jefferson (drawn by M. Plumlee),68,85
367,3,1:31.0,,M. Plumlee makes free throw 1 of 2,68,86
368,3,1:31.0,,M. Plumlee makes free throw 2 of 2,68,87
369,3,1:22.0,Turnover by J. Barea (bad pass; steal by G. Green),,68,87
370,3,1:13.0,,M. Morris misses 3-pt jump shot from 25 ft,68,87
371,3,1:12.0,Defensive rebound by G. Smith,,68,87
372,3,1:06.0,D. Nowitzki makes 2-pt jump shot from 12 ft (assist by R. Jefferson),,70,87
373,3,0:40.0,,Turnover by G. Green (lost ball),70,87
374,3,0:33.0,J. Barea makes 2-pt jump shot from 10 ft,,72,87
375,3,0:12.0,,I. Thomas misses 2-pt jump shot from 17 ft,72,87
376,3,0:12.0,Defensive rebound by Team,,72,87
377,3,0:12.0,,Loose ball foul by M. Plumlee (drawn by D. Nowitzki),72,87
378,3,0:12.0,D. Nowitzki makes free throw 1 of 2,,73,87
379,3,0:12.0,D. Nowitzki makes free throw 2 of 2,,74,87
380,3,0:02.0,,M. Morris makes 2-pt jump shot from 19 ft,74,89
381,4,11:47.0,Shooting foul by M. Morris (drawn by D. Harris),,74,89
382,4,11:47.0,D. Harris misses free throw 1 of 2,,74,89
383,4,11:47.0,Offensive rebound by Team,,74,89
384,4,11:47.0,D. Harris makes free throw 2 of 2,,75,89
