,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,MIAMI_ACTION,SACRAMENTO_SCORE,MIAMI_SCORE
388,4,2:59.0,Turnover by D. Cousins (lost ball; steal by D. Wade),,90,89
389,4,2:36.0,,D. Wade makes 2-pt jump shot from 17 ft,90,91
390,4,2:36.0,Sacramento full timeout,,90,91
391,4,2:36.0,Official timeout,,90,91
392,4,2:12.0,A. Miller misses 3-pt jump shot from 24 ft,,90,91
393,4,2:11.0,,Defensive rebound by H. Walker,90,91
394,4,2:00.0,,H. Walker makes 3-pt jump shot from 24 ft (assist by T. Johnson),90,94
395,4,1:50.0,D. Cousins makes 2-pt layup from 1 ft (assist by A. Miller),,92,94
396,4,1:32.0,,D. Wade makes 2-pt layup at rim (assist by M. Chalmers),92,96
397,4,1:13.0,Personal foul by M. Beasley (drawn by D. Cousins),,92,96
398,4,1:07.0,Shooting foul by M. Beasley (drawn by D. Cousins),,92,96
399,4,1:07.0,,C. Andersen enters the game for M. Beasley,92,96
400,4,1:07.0,D. Cousins makes free throw 1 of 2,,93,96
401,4,1:07.0,D. Cousins makes free throw 2 of 2,,94,96
402,4,0:48.0,,D. Wade misses 2-pt jump shot from 18 ft,94,96
403,4,0:47.0,Defensive rebound by A. Miller,,94,96
404,4,0:40.0,A. Miller makes 2-pt layup from 1 ft,,96,96
405,4,0:40.0,,Miami full timeout,96,96
406,4,0:26.0,,H. Walker misses 3-pt jump shot from 23 ft,96,96
407,4,0:24.0,Defensive rebound by B. McLemore,,96,96
408,4,0:18.0,Sacramento full timeout,,96,96
409,4,0:03.0,R. Gay misses 2-pt layup from 1 ft,,96,96
410,4,0:02.0,Offensive rebound by D. Cousins,,96,96
411,4,0:02.0,D. Cousins misses 2-pt layup from 1 ft,,96,96
412,4,0:00.0,Offensive rebound by Team,,96,96
413,1OT,4:47.0,Turnover by D. Cousins (lost ball; steal by C. Andersen),,96,96
414,1OT,4:16.0,,D. Wade makes 2-pt jump shot from 20 ft,96,98
415,1OT,4:01.0,R. McCallum makes 2-pt layup at rim (assist by R. Gay),,98,98
416,1OT,3:42.0,,T. Johnson makes 2-pt layup from 2 ft,98,100
417,1OT,3:22.0,R. McCallum misses 2-pt layup from 1 ft,,98,100
418,1OT,3:21.0,Offensive rebound by D. Cousins,,98,100
419,1OT,3:20.0,D. Cousins makes 2-pt layup from 2 ft,,100,100
420,1OT,3:11.0,,Miami full timeout,100,100
421,1OT,3:11.0,,S. Napier enters the game for T. Johnson,100,100
422,1OT,2:59.0,,D. Wade makes 2-pt jump shot from 17 ft,100,102
423,1OT,2:43.0,R. Gay misses 2-pt jump shot from 17 ft,,100,102
424,1OT,2:42.0,Offensive rebound by D. Cousins,,100,102
425,1OT,2:40.0,D. Cousins misses 2-pt layup from 2 ft (block by C. Andersen),,100,102
426,1OT,2:39.0,Offensive rebound by R. Gay,,100,102
427,1OT,2:38.0,R. Gay misses 2-pt layup from 2 ft (block by C. Andersen),,100,102
428,1OT,2:37.0,Offensive rebound by D. Cousins,,100,102
429,1OT,2:35.0,D. Cousins makes 2-pt layup from 1 ft,,102,102
430,1OT,2:19.0,,Shooting foul by B. McLemore (drawn by C. Andersen),102,102
431,1OT,2:19.0,,C. Andersen makes free throw 1 of 2,102,103
432,1OT,2:19.0,,C. Andersen misses free throw 2 of 2,102,103
433,1OT,2:18.0,Defensive rebound by D. Cousins,,102,103
434,1OT,2:02.0,A. Miller makes 2-pt layup from 1 ft (assist by R. Gay),,104,103
435,1OT,1:41.0,,Personal block foul by D. Cousins (drawn by M. Chalmers),104,103
436,1OT,1:32.0,,Personal foul by R. McCallum (drawn by C. Andersen),104,103
437,1OT,1:32.0,J. Thompson enters the game for D. Cousins,,104,103
438,1OT,1:32.0,,T. Johnson enters the game for S. Napier,104,103
439,1OT,1:32.0,,C. Andersen makes free throw 1 of 2,104,104
440,1OT,1:32.0,,C. Andersen makes free throw 2 of 2,104,105
441,1OT,1:14.0,A. Miller misses 2-pt jump shot from 11 ft,,104,105
442,1OT,1:13.0,,Defensive rebound by D. Wade,104,105
443,1OT,0:50.0,,T. Johnson makes 3-pt jump shot from 24 ft (assist by M. Chalmers),104,108
444,1OT,0:50.0,Sacramento full timeout,,104,108
445,1OT,0:42.0,Personal foul by M. Chalmers (drawn by R. Gay),,104,108
446,1OT,0:35.0,B. McLemore misses 3-pt jump shot from 23 ft,,104,108
447,1OT,0:34.0,,Defensive rebound by C. Andersen,104,108
448,1OT,0:31.0,,Personal foul by B. McLemore (drawn by D. Wade),104,108
449,1OT,0:31.0,,D. Wade makes free throw 1 of 2,104,109
450,1OT,0:31.0,,D. Wade makes free throw 2 of 2,104,110
451,1OT,0:31.0,Sacramento full timeout,,104,110
452,1OT,0:27.0,Shooting block foul by H. Walker (drawn by B. McLemore),,104,110
453,1OT,0:27.0,,S. Napier enters the game for H. Walker,104,110
454,1OT,0:27.0,B. McLemore misses free throw 1 of 2,,104,110
455,1OT,0:27.0,Offensive rebound by Team,,104,110
456,1OT,0:27.0,B. McLemore makes free throw 2 of 2,,105,110
457,1OT,0:25.0,,Personal foul by A. Miller (drawn by D. Wade),105,110
458,1OT,0:25.0,,D. Wade makes free throw 1 of 2,105,111
459,1OT,0:25.0,,J. Ennis enters the game for S. Napier,105,111
460,1OT,0:25.0,,D. Wade makes free throw 2 of 2,105,112
461,1OT,0:18.0,R. McCallum makes 3-pt jump shot from 24 ft,,108,112
462,1OT,0:17.0,,Personal foul by R. McCallum (drawn by D. Wade),108,112
463,1OT,0:17.0,,D. Wade makes free throw 1 of 2,108,113
464,1OT,0:17.0,,D. Wade makes free throw 2 of 2,108,114
465,1OT,0:12.0,R. McCallum misses 2-pt layup from 1 ft,,108,114
466,1OT,0:11.0,Offensive rebound by Team,,108,114
467,1OT,0:11.0,,Loose ball foul by C. Andersen (drawn by A. Miller),108,114
468,1OT,0:11.0,A. Miller misses free throw 1 of 2,,108,114
469,1OT,0:11.0,Offensive rebound by Team,,108,114
470,1OT,0:11.0,A. Miller makes free throw 2 of 2,,109,114
